,2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
317,2021-04-16,19股获机构高频“买入”评级，15股机构看涨空间超15%,金融界
318,2021-04-15,53家公司获机构调研（附名单）,证券之星
319,2021-04-14,信达证券--国防军工行业：信达军工E周刊187期，业绩为锚，震荡中锁定高景气赛道龙头【行业研究】,金融界股吧
320,2021-04-14,6股获10家以上机构调研 中航光电最受关,同壁财经
321,2021-04-14,13家公司获机构调研（附名单）,证券之星
322,2021-04-13,主力资金已连续6日净流出，却强势流入3个行业,证券时报
323,2021-04-12,军工行业观察：“十四五”开局一季报发力 业绩超预期引领军工主旋律,新浪
324,2021-04-12,[公司]订单饱满、营收剧增 中航光电Q1净利6.06亿元-6.55亿元,全景网
325,2021-04-12,艾小军+李鲁靖：超跌低估的军工板块基本面如何？,Wind
326,2021-04-12,过半A股公司发布2020年成绩单：全年稳中有增，多行业逆势爆发,Wind
327,2021-04-12,军工股业绩逻辑逐步兑现 顶流投资大咖扎堆布局,新浪
328,2021-04-10,【天风军工】核心推荐-中航光电：业绩显着超预期，“军茅”迈向“全球一流”目标,tf防务深评
329,2021-04-09,中航光电：4月9日主力资金净流入额占板块118.88%,每日经济新闻
330,2021-04-09,中航光电(002179)2021年一季报预告点评：十四五开门红 21Q1预增270%-300% 大超预期,新浪
331,2021-04-09,一季度净利大幅预增，中航光电大单封涨停，机构上调其目标价,证券时报网
332,2021-04-09,中信证券：中航光电一季度归母净利预增近300%，军工高景气逐步印证,Wind
333,2021-04-09,在手订单饱满，中航光电预计2021年Q1净利润同比增长270%,搜狐
334,2021-04-09,快递龙头一字跌停，“钢铁侠”却飞天，原因简单粗暴,Wind
335,2021-04-09,没扛住！3700亿顺丰一字跌停，政策利好助氢能源逆市走强,e公司
336,2021-04-09,惨烈！快递龙头一字跌停，560亿市值半日蒸发，“钢铁侠”却飞天，原因简单粗暴 连续下跌,中证报
337,2021-04-09,没扛住！3700亿顺丰一字跌停，“三通一达”都绿了！ 连续下跌,上游新闻
338,2021-04-09,突然爆雷：3600亿白马股“一字跌停”！茅台大跌 这只钢铁股却狂拉38% 连续下跌,中国基金报
339,2021-04-09,中航光电(002179)2021年一季度业绩预告点评：归母净利预增近300% 军工高景气逐步印证,新浪
340,2021-04-09,28股获买入评级 最新:光 韵 达,中财网
341,2021-04-09,一季报预增个股开盘再度大涨，重庆钢铁一字涨停,Wind
342,2021-04-09,华金证券--中航光电：营收首破百亿，民品拓展可期【公司研究】,金融界股吧
343,2021-04-09,港股公告精选：重庆钢铁一季度净利预增258.81倍,Wind
344,2021-04-09,中航光电（002179）：归母净利预增近300%，军工高景气逐步印证,中信证券研究
345,2021-04-09,中航科工(02357.HK)：中航光电一季度净利预增270%至300%,格隆汇
346,2021-04-09,【安信军工】中航光电：21Q1业绩预计增长270-300%，迈入十四五崭新阶段,安信军工冯福章
347,2021-04-08,【中信建投军工|公司简评】中航光电：防务业务持续高增，民品复苏共振向上,韬扬军工高端制造沙龙
348,2021-04-08,中航光电(002179.SZ)一季度净利润预增270%-300%,格隆汇
349,2021-04-08,中航光电(002179.SZ)第一季度归母净利同比预增270%-300%,智通财经
350,2021-04-08,中航光电(002179)：防务业务持续高增 民品复苏共振向上,新浪
351,2021-04-08,中航光电：一季度预计净利润同比增长270.0%~300.0%,Wind
352,2021-04-08,中航光电：一季度净利同比预增270%-300%,格隆汇
353,2021-04-08,国信证券：中航光电(002179.SZ)收入突破百亿，维持“买入”评级,智通财经
354,2021-04-08,河南区域股市周报：新增1家上市公司 10家机构调研双汇发展,每日经济新闻
355,2021-04-08,中航光电(002179)2020年年报点评：收入突破百亿 十四五迈入新征程,新浪
356,2021-04-08,太平洋--中航光电：营收利润创历史新高，连接器龙头稳步前行【公司研究】,金融界股吧
357,2021-04-08,82股获券商买入评级 常宝股份目标涨幅达88.81%,Wind
358,2021-04-08,中信证券：军工行业投资转向“基本面驱动”，二季度将为首个景气印证期,Wind
359,2021-04-08,中信证券：“十四五”是军工行业的快速发展期 推荐两种择股思路,证券时报网
360,2021-04-08,军工｜自下而上，守正出奇：2021Q2投资策略,中信证券研究
361,2021-04-07,拓深防务领域，中航光电营收首破百亿,Ofweek
362,2021-04-07,中航光电(002179)：业绩实现高增速 盈利能力稳步提升,新浪
363,2021-04-07,中航光电(002179)2020年报点评：百亿连接器龙头阔步向前 规模效应展现业绩弹性,新浪
364,2021-04-06,国防军工行业：下游关联交易预示高景气延续 军工外溢效应有望持续释放,新浪
365,2021-04-06,订单、预采购大幅增长，什么行业如此景气火热？,Wind
366,2021-04-06,订单、预采购大增 军工行业景气火热依旧,上证报
367,2021-04-06,中航光电(002179)：防务需求高景气 十四五加速成长,新浪
368,2021-04-06,东吴证券：航空航天等领域将继续保持高景气，产业链核心企业业绩有望保持较高增速,证券时报网
369,2021-04-06,军工行业景气火热依旧:订单预采购大增 红外北斗等细分行业受关注,上证报
370,2021-04-05,中航光电：关于监事辞职暨补选监事的公告 董监高成员变化,新浪
371,2021-04-05,中航光电：夏武辞去公司监事职务 董监高成员变化,Wind
372,2021-04-01,光大证券--中航光电2020年度报告点评：营收过百亿，发展注重质量提升【公司研究】,金融界股吧
373,2021-03-31,军工板块回调点评：行业进入逻辑切换期 短期波动加剧,新浪
374,2021-03-31,【安信军工】中航光电：2020净利润增长34.4%为近五年最高水平，期待十四五军民齐头并进,安信军工冯福章
375,2021-03-31,中航科工(02357)：中航光电年度归母净利同比增34.36%至14.39亿元,智通财经
376,2021-03-31,中航光电(002179.SZ)：2020年度净利升34.36%至14.39亿元拟10派4元,格隆汇
377,2021-03-30,中航光电(002179.SZ)年度归母净利润同比增长34.36%至14.39亿元 拟10派4元,智通财经
378,2021-03-30,中航光电：2020年净利润同比增长34%拟10派4元,格隆汇
379,2021-03-30,中航光电：2020年净利润同比增长34.36%,Wind
380,2021-03-30,落子番禺，中航光电向“千亿”市值俱乐部迈进,中经导报
381,2021-03-30,【行情】军工板块拉升走高，中航沈飞涨超8%，中航高科、洪都航空、航发动力、中航光电等跟涨,金十数据
382,2021-03-29,航空航天与国防行业周报：看好存有市场化改革预期的标的,新浪
383,2021-03-29,国防军工行业兴证军工观察：“十四五”需求释放初露锋芒 把握高成长优质标的黄金坑,新浪
384,2021-03-25,华泰证券首予中航光电买入评级：国内连接器龙头，军民品订单稳增长,每日经济新闻
385,2021-03-23,航空航天与国防行业周报：看好军工电子和原材料,新浪
386,2021-03-22,本周282亿市值限售股解禁，环比增加256.6% 解禁,Wind
387,2021-03-18,中航光电(002179.SZ)331.74万股限售股将于3月23日上市流通 解禁,智通财经
388,2021-03-18,中航光电(002179.SZ)：331.7445万股限制性股票将解除限售上市流通,格隆汇
389,2021-03-18,【行情】军工板块异动拉升，中航光电涨近5%，中航高科、洪都航空、鸿远电子、航发动力等跟涨,金十数据
390,2021-03-17,【行情】国防军工板块拉升走强，新余国科涨超8%，安达维尔、晨曦航空、中航光电等跟涨,金十数据
391,2021-03-15,航空航天与国防行业周报：年报披露期 关注业绩高增速标的,新浪
392,2021-03-12,汇丰晋信大盘波动股票四季报：股票仓位为93.45%，重仓片仔癀、中航光电等,每日经济新闻
393,2021-03-12,中航光电华南基地项目在广州动工 预计年产值约55亿元,中新网
394,2021-03-09,航空航天科技行业-3月金股推荐：板块底部有业绩支撑 中上游估值安全边际高,新浪
395,2021-03-08,中航光电(002179.SZ)：刘阳等辞任副总经理 董监高成员变化,智通财经
396,2021-03-08,中航光电：副总经理辞职 董监高成员变化,Wind
397,2021-03-08,民生军工行业周报：21年军费增速6.8% 国防预算保持稳定提升,新浪
398,2021-03-08,国防装备行业周报：2021年国防预算增长6.8% 增速较上年提升,新浪
399,2021-03-08,航空航天科技行业2月观察&3月展望：业绩对底部形成支撑 个股具有较大机会,新浪
400,2021-03-08,国防军工：国防预算稳定增长 武器装备建设将带动行业景气持续上行,新浪
401,2021-03-04,航天军工股逆势上涨，大飞机行业重大进展，产业链如何布局？,第一财经
402,2021-03-04,航空装备行业：C919商业化运营在即 航空制造产业链有望受益,新浪
403,2021-03-03,3月3日晚间重要行业研究汇总(附股),中金在线
404,2021-03-02,3月2日晚间重要行业研究汇总(附股),中金在线
405,2021-03-02,富士达(835640)：防务领域需求增长较快 2020年归母净利润6848万元,新浪
406,2021-03-01,国产大飞机全球首单正式落地 万亿市场即将打开？机构扎堆推荐5只股,第一财经
407,2021-03-01,航空航天与国防行业周报：关注成飞产业链标的,新浪
408,2021-03-01,兴业证券：2月金股组合亏损1.32% 3月荐股名单出炉 亏损,新浪
409,2021-03-01,民生军工行业周报：军工投入有望加大 国企改革持续推进,新浪
410,2021-03-01,100股获券商买入评级，德林海目标涨幅达128.68%,Wind
411,2021-02-27,中航光电(002179)：2020业绩快报超预期 持续看好连接器龙头长期发展,新浪
412,2021-02-26,中航光电(002179)：连接器白马再迎东风 需求旺龙头业绩强劲,新浪
413,2021-02-26,安信证券--中航光电:2020净利润增长34.4%，期待十四五军民齐头并进【公司研究】,金融界股吧
414,2021-02-26,国泰君安每日报告回放,新浪
415,2021-02-25,确定性极强，2021年军工板块最具潜力的十大金股,云掌财经
416,2021-02-25,中航科工(02357.HK)：中航光电2020年净利润升34.36%至14.39亿元,格隆汇
417,2021-02-25,中航光电(002179.SZ)年度归母净利润同比增长34.36%至14.39亿元,智通财经
418,2021-02-25,中航光电(002179.SZ)业绩快报：2020年度净利润升34.36%至14.39亿元,格隆汇
419,2021-02-25,中航光电：2020年度净利润14.39亿元同比增长34.36%,格隆汇
420,2021-02-25,中航光电：2020年净利润同比增长34.36%（业绩快报）,Wind
421,2021-02-23,干货来了！国资委：加快国有资本优化和结构调整,Wind
422,2021-02-23,国防军工行业：盈利驱动 行稳致远,新浪
423,2021-02-22,中航光电在广东成立新公司，注册资本1亿元,企查查
424,2021-02-22,民生军工行业周报：进入景气周期 军工配置价值显着,新浪
425,2021-02-20,国防装备行业周报：关注两会国防预算、年报季报业绩高增长,新浪
426,2021-02-14,情人节来了，基金圈“夫妻档”哪家强,上证报
427,2021-02-14,调整酝酿新机 关注高成长标的配置机会,东吴证券
428,2021-02-10,20Q4军工行业基金持仓分析：仓位3.06% 全市场主动型资金显着增配,新浪
429,2021-02-10,【行情】军工板块持续走弱，航天发展跌超6%，中航沈飞、中航光电、钢研高纳、航天电器等跟跌,金十数据
430,2021-02-08,国防军工行业双周报：调整酝酿新机 关注高成长标的配置机会,新浪
431,2021-02-07,国防装备行业周报-2020业绩预告：国防装备未来几年有望快速增长,新浪
432,2021-02-03,众泰、华晨之后，又一车企爆雷！重整草案牵出多家A股公司,e公司
433,2021-02-03,领途汽车爆雷，重整草案牵出多家A股公司 减资破产,Wind
434,2021-02-02,国防军工行业军工观察：需求逐步释放业绩兑现有力 择机布局产业链高成长优质标的,新浪
435,2021-02-02,国防装备行业周报(2021年2月第1周)：关注国防集团年度会议 看好国防整机与低估值组合,新浪
436,2021-02-01,浙商早知道 | 2月2日,浙商证券研究所
437,2021-02-01,国防军工行业20年Q4基金持仓与一周行情回顾,新浪
438,2021-01-30,回调或许现更佳买点 半导体军工人工智能高景气仍在,金融投资报
439,2021-01-29,中泰证券--国防军工行业2020年第四季度军工板块公募持仓报告：公募持仓环比再度提升，重仓前十平均年度回报率超150%【行业研究】,金融界股吧
440,2021-01-27,A股早报2021年1月27日星期三,Wind
441,2021-01-26,白酒、军工等抱团股突然砸盘 机构展开激烈多空搏杀,中国证券网
442,2021-01-26,跌停板解密：高位出逃，前期强势股轮流被甩卖！（1月26日）,Wind
443,2021-01-26,1月26日龙虎榜，机构青睐这15股,证券时报网
444,2021-01-26,北向资金出逃35亿！两大利空信号预警，结构牛市还在否？,第一财经
445,2021-01-26,中航光电龙虎榜数据（1月26日）,Wind
446,2021-01-26,军工股今日批量跌停，机构集体抛货,Wind
447,2021-01-26,A股收盘综述：上证指数跌1.51%失守3600点，创业板指跌近3%,Wind
448,2021-01-26,军工股大跌，创业板三巨头半天蒸发近1000亿,中国基金报
449,2021-01-26,军工股大跌洪都航空、中航光电等多股跌停 连续下跌,格隆汇
450,2021-01-25,TOP30基金经理最新调仓：张坤看上这些股 三一、海康成新进热门股,新浪
451,2021-01-25,国防军工行业动态：Q4公募基金军工持仓环比持续提升 关注两条投资主线,新浪
452,2021-01-25,航空航天科技行业4Q20基金持仓：机构持续加仓 略超配仍有较大提升空间,新浪
453,2021-01-25,国防军工行业周报：军工板块整体持仓大幅增长 板块超配比例环比继续提升,新浪
454,2021-01-25,【中泰军工李聪】2020年第四季度军工板块公募持仓报告——公募持仓环比再度提升，重仓前十平均年度回报率超150%,李聪军工研究
455,2021-01-20,比立讯精密还猛！军工中的消费股，易方达、社保基金大举增持,搜狐
456,2021-01-19,国防行业行业点评报告：中航推三年改革 打造若干千亿市值公司；首推整机！,新浪
457,2021-01-19,国泰君安：订单落地预期兑现，业绩预告将成为军工行情的推进器,Wind
458,2021-01-18,军工行业观察：“十四五”行业需求加速伊始 逢低配置军工优质资产,新浪
459,2021-01-18,中航光电(002179)：军民产业齐头并进 十四五规划崭露头角,新浪
460,2021-01-18,【行情】国防军工板块快速拉升，光电股份涨停，航新科技涨9%，博云新材、中航光电、江龙船艇等跟涨,金十数据
461,2021-01-18,A股早报2021年1月18日星期一,Wind
462,2021-01-18,中航光电：北京市嘉源律师事务所关于公司A股限制性股票激励计划（第一期）第三个解锁期解锁相关事项的法律意见书,证券之星
463,2021-01-17,晚间重要公告2021年1月17日星期日,Wind
464,2021-01-17,中航光电(002179.SZ)：此次限制性股票解锁实际可上市流通的数量为332.5507万股,格隆汇
465,2021-01-17,中航光电(002179.SZ)拟新设子公司实施华南产业基地项目,智通财经
466,2021-01-17,中航光电(002179.SZ)：韩丰辞任副总经理职务 董监高成员变化,智通财经
467,2021-01-17,中航光电(002179.SZ)A股限制性股票激励计划(第一期)第三个解锁期解锁条件成就,智通财经
468,2021-01-17,中航光电：关于副总经理辞职的公告 董监高成员变化,新浪
469,2021-01-17,中航光电：韩丰辞去公司副总经理职务 董监高成员变化,Wind
470,2021-01-17,【方正军工 | 周报】趋势性配置机会，业绩增速&空间佳者维持超配,军工正发声
471,2021-01-17,中航光电：拟购置土地以实施华南产业基地项目,Wind
472,2021-01-17,安信研究|晨会在线20210119,安信证券研究
473,2021-01-15,晨报0115 | 蓝筹泡沫策略专题、社融拐点事件点评、精工钢构（600496）,国泰君安证券研究
474,2021-01-12,航天股“起飞”，重大航天工程持续推进，两条主线布局军工股,第一财经
475,2021-01-11,军工行业观察：“十四五”行业需求加速伊始 中长期板块估值有望显着扩张,新浪
476,2021-01-10,【方正军工 | 周报】趋势性配置机会不变，业绩增速为要,军工正发声
477,2021-01-08,成长股思考笔记(一)：消费基金经理为何买入科技成长股？,新浪
478,2021-01-05,国防军工行业周报1月第1周：航发控制定增扩产 关注两条投资主线,新浪
479,2021-01-05,航空航天科技行业12月观察&1月展望：春季上攻行情已开启 优选高景气子板块,新浪
480,2021-01-04,军工股走强，公募机构配置比例加大，关注板块龙头,第一财经
481,2021-01-04,【行情】国防军工板块拉升，天海防务涨超15%，中航机电、中航光电、上海瀚讯等跟涨,金十数据
482,2021-01-04,民生证券研究周观点,新浪
483,2021-01-03,【方正军工 | 周报】趋势性配置机会，核心资产、逐步超配,军工正发声
484,2020-12-30,中航光电(002179.SZ)拟向中航机载借款5亿元用于复工复产资金需求,智通财经
485,2020-12-29,制造行业2021年度投资策略：制造行业：智造重器，提升国力,东兴证券
486,2020-12-28,浙商早知道 | 12月29日,浙商证券研究所
487,2020-12-28,机械国防行业周报：持续力推光伏设备和国防装备；新能源“十四五”规划有望上调,新浪
488,2020-12-28,国防军工行业周报：年内多家企业发布股权激励计划 核心军工国企活力有望提升,新浪
489,2020-12-24,“酒劲”要醒？这个板块成了两市最强热点,中国财富网
490,2020-12-24,近10股涨停 军工板块大爆发 机构：紧扣“机”和“弹”两条主线丨牛熊眼,第一财经
491,2020-12-22,国防军工行业：如何看待决定军工业绩弹性的制度性因素？,新浪
492,2020-12-18,浙商早知道 | 12月21日,浙商证券研究所
493,2020-12-17,中航光电(002179.SZ)：控股股东拟参与转融通证券出借业务,格隆汇
494,2020-12-17,中航科工(02357.HK)：开展转融通证券出借业务,格隆汇
495,2020-12-15,A股“底部十字星”，反转信号确立？一条消息，妥了,财富动力网
496,2020-12-15,机械国防行业周报(2020年12月第二周)：挖掘机全年销量增速近40％；光伏设备、国防装备持续高景气,新浪
497,2020-12-15,鼎通科技IPO：主营产品市占率不足0.3% 产量下降却还要“强行”扩产,电鳗快报
498,2020-12-14,110家公司获机构调研（附名单）,证券之星
499,2020-12-09,外资流入A股系列18：外资抢筹顺周期行业,新浪
500,2020-12-08,【研报掘金】军工行业发展有望迎来黄金时代 建议积极布局板块“跨年行情”,证券时报网
501,2020-12-07,十大军工集团指数走高，中航光电涨逾7%,Wind
502,2020-12-04,【招商策略】2020年11月陆股通持股分析 ——陆股通流入再创年内新高，加仓电子&顺周期,招商策略研究
503,2020-12-04,北上资金全透视月报(20年11月)：上月外资大幅流入 增持周期与金融,广发证券
504,2020-12-04,国防军工行业：当前时点如何看军工,新浪
505,2020-12-02,中航光电：56Gbps高速连接器已初步实现量产,e公司
506,2020-12-02,航空航天科技行业2021年度展望：十四五“新周期” 供需共振“高成长”,新浪
507,2020-12-01,中航光电(002179.SZ)：两名股东合计减持9.25万股 减持计划已完成 拟减持股份,格隆汇
508,2020-12-01,“国民神车”销量创新纪录，电机供应商闻讯涨停！概念股跟涨,e公司
509,2020-12-01,快讯：国防军工板块拉升 中航光电等多股走强,新浪
510,2020-12-01,【行情】国防军工板块拉升，中航光电涨6%，航发动力、爱乐达、中航沈飞、航天彩虹等集体跟涨,金十数据
511,2020-12-01,解盘：百亿资金流入，权重与题材齐飞，工程机械领涨,Wind
512,2020-11-30,军工行业2021Q1投资策略：开篇之年 围绕“产业拐点”布局,新浪
513,2020-11-30,35股遭北向资金大手笔减持，5只银行股上榜 减持股份,证券时报
514,2020-11-30,军工股走强 蓝黛科技、天汽模涨停 汇金股份、上海沪工等多股跟张,金融界
515,2020-11-30,【行情】国防军工板块拉升，天海防务涨超6%，中航重机、中航光电、新光光电、中航机电等跟涨,金十数据
516,2020-11-30,北向资金一周动向盘点：净买168.5亿元，盯住新能源、非银,Wind
517,2020-11-28,北向资金单周大举扫货，这只家电股近一月获买入超60亿元,21世纪经济报道
518,2020-11-27,金融领涨大盘震荡走高，掘金低估值蓝筹补涨机会,重庆商报
519,2020-11-26,军工股走强，板块业绩或将加速兑现，四条赛道布局,第一财经
520,2020-11-26,中航光电董事长郭泽义减持10万股 套现605万元 减持股份,中国经济网
521,2020-11-25,中航光电(002179.SZ)：董事长郭泽义累计减持10万股减持计划实施完毕 拟减持股份,格隆汇
522,2020-11-25,中航光电：董事长减持0.0091%股份，减持股份计划完成 拟减持股份,Wind
523,2020-11-25,国防军工行业：如何从财报角度印证军工行业订单出现真正改善？,新浪
524,2020-11-24,科创板周报：科创50ETF首秀 谱写科创板投资新篇章,新浪
525,2020-11-24,北向资金扫货A股上百亿元，大幅增持酿酒行业（附股）,21世纪经济报道
526,2020-11-23,【行情】国防军工板块异动拉升，晨曦航空涨4%，国瑞科技、航发科技、中航光电等跟涨,金十数据
527,2020-11-19,中航科工(02357)向兴华华亿增资6969万元,智通财经
528,2020-11-17,最新股东户数揭秘：这35股股东户数连降三期,证券时报网
529,2020-11-17,中航光电上市13年股价累涨26倍 净利累计增长13倍,新浪
530,2020-11-12,航空航天科技行业10月观察&11月展望：潜心布局四季度 重点跟踪“两条主线”,新浪
531,2020-11-11,军工行业20Q3财报总结：上游企业景气持续 主机厂开启业绩兑现,新浪
532,2020-11-11,国防军工2020年三季报综述：Q3业绩大幅提升 军工基本面向好,新浪
533,2020-11-10,中航光电：公司为五菱宏光电动车配套高压连接器,e公司
534,2020-11-10,最新股东户数揭秘：这46股股东户数连降三期,证券时报网
535,2020-11-10,航空航天科技行业3Q20业绩回顾：季度增长加速 信息化和新材料景气度高,新浪
536,2020-11-10,【军工】“十四五”开启原材料备货，驱动军工电子元器件全面进入拐点,天风研究
537,2020-11-09,45股股东户数连降 筹码持续集中,证券时报
538,2020-11-08,百家公司获机构调研：探寻A股四季度投资密码,经济观察报
539,2020-11-08,【中信建投军工|行业动态】Q3公募基金军工持仓环比提升，关注三条投资主线,韬扬军工高端制造沙龙
540,2020-11-07,百家公司获机构调研：探寻A股四季度投资密码,经济观察网
541,2020-11-06,中航光电(002179.SZ)股东刘阳等人合计减持11万股 减持计划已完成 拟减持股份,智通财经
542,2020-11-06,中航光电：股东合计减持0.01%股份，减持股份计划完成 拟减持股份,Wind
543,2020-11-06,中航光电(002179)：Q3单季度业绩超预期 同比大幅增长68.96%,新浪
544,2020-11-05,41股筹码连续3期集中,证券时报网
545,2020-11-05,中航光电预测今年整体或“十四五”期间防务市场订单增速较好,上证报
546,2020-11-05,北向资金近3日增持银行股逾20亿元，还连续买入这只光伏龙头股（名单）,21世纪经济报道
547,2020-11-05,北向资金动向盘点：银行超越电子成持仓市值第四行业,Wind
548,2020-11-04,中航光电(002179.SZ)：股东刘阳累计减持3万股减持数量已过半 减持股份,格隆汇
549,2020-11-04,中航光电：财务总监减持0.0027%股份，减持数量过半 减持股份,Wind
550,2020-11-04,【中信建投军工|公司简评】中航光电：军品旺盛利润高增，订单饱满全年业绩可期,韬扬军工高端制造沙龙
551,2020-11-04,筹码连续集中股名单（附股）,证券时报网
552,2020-11-04,中航光电：与蔚来汽车有项目在接触,Wind
553,2020-11-03,2020年11月金股组合：兴证策略&多行业,新浪
554,2020-11-02,富士达(835640)：防务领域需求增长较快 Q3归母净利润增长85.92%,新浪
555,2020-11-02,中航光电(002179)2020年三季报点评：毛利率提升Q3业绩增长69% 完善轨交布局竞争力有望增强,新浪
556,2020-11-02,A股早报2020年11月2日星期一,Wind
557,2020-11-01,中航光电(002179)：Q3净利润同比增长68.96% 行业景气度持续提升,新浪
558,2020-10-31,中航光电科技股份有限公司重大事项提示性公告,证券时报
559,2020-10-30,【安信军工】中航光电：军民产业齐头并进，十四五规划崭露头角,安信军工冯福章
560,2020-10-30,【中泰军工李聪】中航光电2020年三季度业绩点评：Q3净利润同比增长68.96%，行业景气度持续提升,李聪军工研究
561,2020-10-30,中航光电：控股股东中航科工正筹划发行A股事宜,e公司
562,2020-10-30,中航光电(002179.SZ)：中航科工目前正筹划发行A股事宜,格隆汇
563,2020-10-30,10月30日龙虎榜，机构青睐这8股,证券时报网
564,2020-10-30,扎根智能连接器行业十余载，智新电子精选层挂牌获受理【安信诸海滨团队】,诸海滨新三板
565,2020-10-30,中航光电龙虎榜数据（10月30日）,Wind
566,2020-10-30,中航科工涨逾7% 附属中航光电及中直股份3季业绩亮眼,新浪
567,2020-10-30,港股异动 | 中航科工(2357.HK)涨超5% 附属公司三季报业绩亮眼,格隆汇
568,2020-10-30,港股异动 | 中航科工(02357)涨逾7% 附属中航光电、中直股份三季度业绩亮眼,智通财经
569,2020-10-30,中航科工(02357-HK)：中航光电三季度净利润同比增加68.96%,财华社
570,2020-10-30,大飞机概念走强 中航光电涨停,上证报
571,2020-10-30,快讯：国防军工板块快速拉升 中航光电大涨8%,新浪
572,2020-10-30,【民生军工】中航光电（002179）简评报告：Q3业绩增长69%，全年有望实现高增长,MS国防军工
573,2020-10-29,中航光电(002179.SZ)拟对公司轨交业务进行重组,智通财经
574,2020-10-29,中航光电(002179.SZ)第三季度归母净利润同比增长68.96%至4.36亿元,智通财经
575,2020-10-29,中航科工(02357.HK)：兴华华亿获增资1.84亿元,格隆汇
576,2020-10-29,中航科工(02357)：中航光电第三季股东应占净利增68.96%至4.36亿元,智通财经
577,2020-10-29,中航光电(002179.SZ)：前三季净利10.99亿元同比增长32.25%,格隆汇
578,2020-10-29,中航光电：三名股东合计拟减持不超过总股本0.0175% 拟减持股份,Wind
579,2020-10-29,中航光电：前三季度净利润同比增长32.25%,Wind
580,2020-10-27,连接器新格局正在形成，乘风破浪你在哪里？,慧聪电子网
581,2020-10-26,【安信军工】中航光电：2020净利润增长34.4%，期待十四五军民齐头并进,安信军工冯福章
582,2020-10-26,11只股股价创历史新高,证券时报网
583,2020-10-26,国防军工行业周报：被动电子元器件业绩大超预期 预示军工行业整体景气度提升,新浪
584,2020-10-20,物联网领域迎来重磅利好，有望带来这些产业链投资机会,第一财经
585,2020-10-19,机械军工行业周报：挖掘机9月销量再超预期；聚焦光伏／风电／锂电等新能源设备,新浪
586,2020-10-17,海外中资股｜海外“全中国组合”： 2020年12月,中信证券研究
587,2020-10-16,央企股权激励新规落地近一年上市公司踊跃“争鲜”,上证报
588,2020-10-16,央企股权激励新规落地近一年，上市公司尝“鲜气”,上证报
589,2020-10-16,央企股权激励新规落地近一年 上市公司踊跃“争鲜”,上证报
590,2020-09-28,机械设备：预计9月挖掘机销量持续大幅增长；光伏设备下半年需求旺盛,新浪
591,2020-09-25,5G新基建和防务催生连接器新格局,维库电子市场
592,2020-09-25,连接器新格局正在形成，乘风破浪你在哪里,维库电子市场
593,2020-09-15,筹码连续集中股名单（附股）,证券时报
594,2020-09-11,军工行业具备上涨基础 看多军工板块 6股热,证券时报
595,2020-09-10,国防军工行业2020年中报财务分析：前瞻性指标向好 经营效益持续改善 零部件民企积极扩产,新浪
596,2020-09-07,国防军工2020年半年报综述：Q2呈现恢复式增长 全年有望稳定提升,新浪
597,2020-09-07,民生军工行业周报：军工H1业绩小幅下滑 Q2呈现恢复式增长,新浪
598,2020-09-04,A股中报季900只超预期个股名单,锦缎
599,2020-09-04,鼎通精密改3年营收数据 规模小毛利率样样甩同行蹊跷,中国经济网
600,2020-09-01,中航光电(002179.SZ)总法律顾问张新波减持完毕累计减持4万股 减持股份,格隆汇
601,2020-09-01,中航光电：张新波合计减持0.0036%公司股份 减持股份,Wind
602,2020-09-01,国防军工行业动态报告：中报业绩稳定增长 把握三大投资主线,新浪
603,2020-09-01,国防军工行业周报：中报验证行业基本面持续向好 建议重点关注业绩持续改善优质标的,国海证券
604,2020-08-31,【中信建投军工|公司简评】中航光电：军工景气奠定增长基础，民品企稳全年业绩可期,韬扬军工高端制造沙龙
605,2020-08-28,销售额仍保持高速增长 研发投入再创新高,中国电子报
606,2020-08-27,机械行业周报：航空制造板块中报业绩亮眼 预计下半年基本面继续向好,新浪
607,2020-08-25,A股早报2020年8月25日星期二,Wind
608,2020-08-24,中航光电、康力电梯等多股每笔成交量增超50%,证券时报网
609,2020-08-24,机构现身34股，净买入分众传媒3.09亿元、净卖出中航光电5960万元,第一财经
610,2020-08-24,中航光电(002179)：20H1业绩超预期 Q2单季度业绩创历史新高(同比增长47％),新浪
611,2020-08-24,中航光电龙虎榜数据（8月24日）,Wind
612,2020-08-24,国防军工板块高开震荡 中航光电涨停丨板块牛熊榜,第一财经
613,2020-08-24,中航光电(002179)2020年中报点评：疫情影响逐步消除 看好公司全年业绩表现,新浪
614,2020-08-24,【面包财报】中航光电：2020年上半年归母净利润6.63亿元，同比增长15.71%,面包财经
615,2020-08-24,【财报智读】中航光电：2020年上半年归母净利润6.63亿元，同比增长15.71%,面包财经
616,2020-08-24,晨会聚焦：见微知著 从行业龙头看医疗服务的致胜之道,新浪
617,2020-08-24,【民生军工】中航光电（002179）2020年半年报点评：主业稳定增长，看好全年业绩稳定提升,MS国防军工
618,2020-08-24,【东兴军工】中航光电：业绩大超预期，优秀的平台型公司有望享受估值溢价,机械军工e洞察
619,2020-08-24,军工行业周报：军工电子元器件景气上行 看好后续投资价值,新浪
620,2020-08-23,【天风军工】中报前瞻：目前H1净利增速扩张5.81%，航空/材料/电子/导弹望出现双击效应,tf防务深评
