,2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
663,2021-07-29,包钢股份技术中心低碳氢冶金研究所成立,兰格钢铁网
664,2021-07-29,A股融资融券日报：两融余额减少160.85亿元（7月28日）,Wind
665,2021-07-29,粗钢减产，高品质钢材生产商将受益,Wind
666,2021-07-28,包钢股份：目前国内六大稀土集团的稀土原料都是内部消化的,每日经济新闻
667,2021-07-28,北向资金今日净买入80.53亿元，东方雨虹获净买入近12亿元,Wind
668,2021-07-28,绿色债券发行占比不足0.5%，绿色金融有很大增长空间,Wind
669,2021-07-28,包钢股份(600010.SH)：拟开展20亿元债权融资计划,格隆汇
670,2021-07-28,稀土板块冲高，广晟有色一度涨停,Wind
671,2021-07-28,A股融资融券日报：两融余额减少114.87亿元（7月27日）,Wind
672,2021-07-28,上半年包钢集团累计产钢783万吨,中华商务网
673,2021-07-27,海外信用评级汇总2021年7月27日星期二,Wind
674,2021-07-27,北向资金今日净卖出41.72亿元，贵州茅台遭净卖出逾10亿元,Wind
675,2021-07-27,惠誉：确认包钢股份长期外币发行人违约评级为“BB+”，展望“稳定”,Wind
676,2021-07-27,1992亿资金争夺20股：主力资金重点出击4股(名单),新浪
677,2021-07-27,罕见！中芯国际冲击20CM涨停，平安市值跌破万亿,Wind
678,2021-07-27,包钢股份等25股获北向资金增持额超亿元,证券时报网
679,2021-07-27,稀土板块高奏凯歌，北方稀土大涨6%,Wind
680,2021-07-27,上半年包钢集团累计产钢783万吨,西本
681,2021-07-27,A股融资融券日报：两融余额减少6.08亿元（7月26日）,Wind
682,2021-07-27,北向资金净流出超百亿创年内新高，连续出逃京东方，抄底这些个股（名单）,21世纪经济报道
683,2021-07-27,北向资金动向盘点：净卖第一不是食品饮料，更不是医药,Wind
684,2021-07-27,包钢股份两产品涨价半年预盈超20亿 股价年内涨1.5倍告别一元股,长江商报
685,2021-07-27,包钢经营业绩创成立67年以来最高水平,中国冶金报
686,2021-07-26,A股融资融券日报：两融余额减少25.75亿元（7月23日）,Wind
687,2021-07-26,未来三年供不应求，稀土行业景气度有望持续提升,东北证券
688,2021-07-24,钢铁板块起舞整体上涨2.84%，包钢股份连续两周涨幅超20%「钢铁周评榜」,华夏时报
689,2021-07-23,稀土指数三周蹿升55%，机构高呼估值重构、戴维斯双击,Wind
690,2021-07-23,包钢集团上半年实现营收超575亿元，创历史最好水平,证券日报网
691,2021-07-23,下游需求扩张导致稀土供不应求 北上资金“偏爱”稀土永磁,新浪
692,2021-07-23,A股资金流向（7月23日）：市场情绪低迷，白酒、医药股遭大幅抛售,Wind
693,2021-07-23,A股巨量调整：两融新高追逐热门股，医药消费批量新低,Wind
694,2021-07-23,股吧炸锅！1000亿巨头开盘暴涨逾9%，尾盘跳水翻绿，半个月大涨80%,每日经济新闻
695,2021-07-23,控股股东泰格林纸违规占用资金30.93亿元 岳阳林纸收监管函 资金问题,经济网
696,2021-07-23,钢铁起舞！千亿钢企冲击3连板，却有机构开始谨慎,Wind
697,2021-07-23,包钢股份（600010）龙虎榜解析（7-22）沪股通上榜,证券之星
698,2021-07-23,稀土板块持续高温，盛和资源、包钢股份双双大涨6%,Wind
699,2021-07-23,A股融资融券日报：两融余额增加93.49亿元（7月22日）,Wind
700,2021-07-23,碳交易市场将掀起消费成本、绿色合作、碳资产等巨变,北极星节能
701,2021-07-23,每日理财观察：新时代推动中部地区高质量发展的意见发布,Wind
702,2021-07-22,包钢股份龙虎榜数据（7月22日）,Wind
703,2021-07-22,北向资金连续4日“买买买”累计加仓超160亿，歌尔股份净买入额创逾7个月新高,Wind
704,2021-07-22,包钢股份：最近涨价元素主要为镨钕、镝、铽等与钕铁硼相关的元素,每日经济新闻
705,2021-07-22,包钢股份：白云鄂博矿中的铜、锂、磷元素目前并不具备工业开发价值,每日经济新闻
706,2021-07-22,包钢股份：公司的稀土钢主要应用在耐磨、耐腐蚀、耐候等领域,每日经济新闻
707,2021-07-22,股价异动！包钢股份：无未披露重大事项,每日经济新闻
708,2021-07-22,包钢股份(600010.SH)股价异动 不存在应披露而未披露事项,智通财经
709,2021-07-22,75只股涨停最大封单资金3.84亿元,证券时报网
710,2021-07-22,A股收盘综述：两市成交超1.3万亿元，新能源车产业链热度不减,Wind
711,2021-07-22,限产预期再起，钢铁板块大幅走高，包钢股份等涨停,证券时报网
712,2021-07-22,【异动股】钢铁行业板块拉升，包钢股份(600010.CN)涨10.13%,财华社
713,2021-07-22,快讯：钢铁板块午后持续拉升走高 包钢股份、首钢股份涨停,新浪
714,2021-07-22,【财联社午报】“景气度”投资成为“新主流”，个股高度下降至2板，却难掩“趋势股”赚钱效应火爆,财联社
715,2021-07-22,稀土价格7月反转，产业链配置时点已经到来？（附股）,第一财经
716,2021-07-22,解盘：百亿资金流入，光刻胶、挖掘机、锂矿领涨,Wind
717,2021-07-22,A股午盘综述：两市半日成交超8000亿元，北向资金净买入近70亿元,Wind
718,2021-07-22,钢材利润大幅修复，钢铁股第二波行情启动，持续性如何？,第一财经
719,2021-07-22,创业板指数创6年新高，赶超上证已无悬念？,Wind
720,2021-07-22,【行情】钢铁板块拉升走强，首钢股份涨停，永兴材料、太钢不锈、包钢股份、三钢闽光、八一钢铁等跟涨,金十数据
721,2021-07-22,A股融资融券日报：两融余额增加100.15亿元（7月21日）,Wind
722,2021-07-22,稀土价格7月反转 机构称估值重构 龙头股价猛涨90% 低位概念股亮相(名单),新浪
723,2021-07-21,包钢股份龙虎榜数据（7月21日）,Wind
724,2021-07-21,沪股通现身包钢股份龙虎榜净买入1.11亿元,证券时报网
725,2021-07-21,金融街下午茶2021年7月21日星期三,Wind
726,2021-07-21,北向资金今日净买入31.17亿元，东方财富获净买入逾11亿元,Wind
727,2021-07-21,包钢股份：大股东持有公司55%的股份，持有北方稀土36%的股份,每日经济新闻
728,2021-07-21,联合资信：终止“19包钢MTN002”信用等级,Wind
729,2021-07-21,A股资金流向（7月21日）：新能源产业链卷土重来，消费电子遭抛售,Wind
730,2021-07-21,A股收盘综述：创业板指刷新6年新高，锂电池产业链掀涨停潮,Wind
731,2021-07-21,稀土永磁板块走势强劲 北方稀土、包钢股份涨停,证券之星
732,2021-07-21,【行情】稀土永磁板块午后继续走高，北方稀土、包钢股份、盛新锂能涨停，五矿稀土、盛和资源涨超7%，厦门钨业、金力永磁等纷纷跟涨,金十数据
733,2021-07-21,A股午盘综述：热点题材表现活跃，科创50指数大涨逾3%,Wind
734,2021-07-21,稀土板块再度活跃 包钢股份、盛新锂能等大涨,证券时报网
735,2021-07-21,稀土板块午前走强，包钢股份强势封板,Wind
736,2021-07-21,钢铁股午前拉升，包钢股份涨停,Wind
737,2021-07-21,快讯：钢铁板块异动拉升 包钢股份涨超8%,新浪
738,2021-07-21,A股融资融券日报：两融余额增加20.89亿元（7月20日）,Wind
739,2021-07-21,逾七成公司半年报业绩预喜，“周期”和“成长”齐飞,Wind
740,2021-07-20,北向资金今日净买入30.65亿元，持续加仓医药股,Wind
741,2021-07-20,包钢股份稀土钢盈利前景乐观 稀土产品仅供应北方稀土符合国家政策,上海有色
742,2021-07-20,包钢股份：公司的盈利主要来源于钢材和稀土精矿,Wind
743,2021-07-20,包钢股份：公司铁精矿产量约800万吨,Wind
744,2021-07-20,A股融资融券日报：两融余额增加6.19亿元（7月19日）,Wind
745,2021-07-20,周期行业周报：碳交易启动 顺周期板块有望受益,新浪
746,2021-07-19,6月稀土及其制品出口同比增49.4%,财富动力网
747,2021-07-19,钢铁板块强势飘红，宝武与山钢筹划重组，太钢不锈涨幅达27.69%「钢铁周评榜」,华夏时报
748,2021-07-19,包钢股份：北方稀土增持公司股份约957万股,每日经济新闻
749,2021-07-19,钢铁行业专题报告：上半年业绩亮丽 限产决定下半年走势,新浪
750,2021-07-19,包钢股份(600010.SH)：北方稀土首次增持957万股,智通财经
751,2021-07-19,赵越：碳交易市场开启将带来三方面变革,北极星节能
752,2021-07-19,稀土板块午后回落，五矿稀土跌超3%,Wind
753,2021-07-19,包钢股份：公司是北方稀土的上游资源供应商，公司生产的稀土精矿排他性供应北方稀土,每日经济新闻
754,2021-07-19,轻工制造行业投资周报：竣工反弹支撑家居全年景气周期 碳汇启动掘金中长期投资机会,新浪
755,2021-07-19,解盘：金融股低迷，稀土、西藏振兴、次新股、疫苗领涨,Wind
756,2021-07-19,A股融资融券日报：两融余额减少42.07亿元（7月16日）,Wind
757,2021-07-17,防止资本无序扩张和违规“造富”!北上资金减仓锂电，抄底大白马,Wind
758,2021-07-16,北向资金再度净卖出超41亿，新能源产业链股遭大幅抛售,Wind
759,2021-07-16,A股高位回调：北上资金大举减仓锂电龙头，反手抄底大白马,Wind
760,2021-07-16,怎么回事？半年报预忧股现跌停潮，周期股持续大涨,Wind
761,2021-07-16,稀土板块午后再度强攻，盛和资源连续涨停,Wind
762,2021-07-16,需求强劲叠加政策利好 稀土产业链将保持可持续增长,上证报
763,2021-07-16,A股融资融券日报：两融余额增加9.91亿元（7月15日）,Wind
764,2021-07-16,策略日报：指数低开高走 钢铁板块领涨,新浪
765,2021-07-15,下周二将有重磅现身，外资反手猛做多只为此次布局？,Wind
766,2021-07-15,大幅净卖出后124亿外资重新杀回A股，金融、白酒等大蓝筹获抢筹,Wind
767,2021-07-15,包钢股份：“19包钢MTN002”回售总金额30亿元,Wind
768,2021-07-15,【热股】稀土永磁“涨无止境” 盛和资源、五矿稀土、北方稀土等多股强势涨停,金融界
769,2021-07-15,稀土永磁板块午后爆发涨停潮，北方稀土等多股涨停,Wind
770,2021-07-15,需求强劲叠加政策利好 稀土行业上半年业绩喜报频传,上证报
771,2021-07-15,上半年业绩暴增股名单 （附股）,证券之星
772,2021-07-15,A股融资融券日报：两融余额减少21.14亿元（7月14日）,Wind
773,2021-07-15,【东吴晨报0714】【策略】【宏观】【行业】通信【个股】华宏科技、拓普集团、卓胜微、包钢股份、海天味业、广信股份,东吴研究所
774,2021-07-14,最新中报预警来了 600亿大牛股德赛西威业绩预喜却跌停 包钢股份狂赚百亿130万股民笑了 盈利能力下降,新浪
775,2021-07-14,“钢铁侠”大丰收！包钢利润翻32倍创纪录，但下半年或存限产隐忧,证券之星
776,2021-07-14,A股资金流向（7月14日）：新能源产业链集体退潮,Wind
777,2021-07-14,【行情】钢铁板块短线拉升，包钢股份涨超5%，太钢不锈、永兴材料、新钢股份跟涨,金十数据
778,2021-07-14,5G加持丨中冶赛迪以“AI+5G”打造智能铁水运输系统,钢铁新闻网
779,2021-07-14,A股融资融券日报：两融余额增加47.95亿元（7月13日）,Wind
780,2021-07-14,有色板块上半年业绩大好 包钢股份净利最高预增32倍,21世纪经济报道
781,2021-07-13,机构疯狂抢筹业绩大增有色股！北向资金、游资也“跟票”，配置时点已到？,财联社
782,2021-07-13,A股共发生125宗大宗交易成交25.41亿元（7月13日）,Wind
783,2021-07-13,包钢股份龙虎榜数据（7月13日）,Wind
784,2021-07-13,疯了！2000亿市值的公司净利竟然暴涨1000%发生了什么？,证券之星
785,2021-07-13,有色板块上半年业绩普遍预增 包钢股份最高预增32倍今日涨停,21世纪经济报道
786,2021-07-13,包钢股份现2笔大宗交易 共成交282.00万元,新浪
787,2021-07-13,8日飙涨65%，千亿稀土龙头还能妖多久？,格隆汇
788,2021-07-13,北向资金今日净买入25.8亿元，中兴通讯、山西汾酒净买入额均创新高,Wind
789,2021-07-13,包钢股份今日大宗交易成交150万股，成交价1.88元折价13.76%,Wind
790,2021-07-13,包钢股份(600010.SH)：股票价格异常波动不存在未披露重大事项,格隆汇
791,2021-07-13,业绩突然预增30倍，包钢股份是否在蹭稀土热点？,经济观察网
792,2021-07-13,包钢股份：近3个交易日上涨28.99%,每日经济新闻
793,2021-07-13,包钢股份(600010.SH)股价异动 不存在未披露的重大事项,智通财经
794,2021-07-13,主力动向｜97股主力买入超亿元！国轩高科、包钢股份、三峡能源、舍得酒业、五粮液位居前五！,上游新闻
795,2021-07-13,A股资金流向（7月13日）：业绩成为市场“试金石”，芯片股“掉队”遭抛售,Wind
796,2021-07-13,91只股涨停最大封单资金4.41亿元,证券时报网
797,2021-07-13,预增23倍刷新纪录包钢股份封死涨停,证券之星
798,2021-07-13,A股异动|包钢股份(600010.SH)涨停上半年净利预增2281%到3233%,格隆汇
799,2021-07-13,东吴证券：维持包钢股份(600010.SH)“买入”评级 将受益于稀土价格高增和钢铁业务景气回升,智通财经
800,2021-07-13,上半年净利润预计暴增逾22倍，包钢股份午前封涨停,第一财经
801,2021-07-13,东吴证券维持包钢股份买入评级：钢铁稀土同时超预期，上调盈利预测,每日经济新闻
802,2021-07-13,包钢股份大涨7.07%上半年净利润暴增,证券时报网
803,2021-07-13,业绩最高预增32倍！这个行业凭什么这么赚钱？,中国财富网
804,2021-07-13,业绩最高预增32倍！这个行业凭什么这么赚钱？,Wind
805,2021-07-13,包钢股份高开3.5%，上半年净利同比预增2281%-3233%,Wind
806,2021-07-13,A股早报2021年7月13日星期二,Wind
807,2021-07-13,A股融资融券日报：两融余额增加117.16亿元（7月12日）,Wind
808,2021-07-13,包钢股份：上半年净利同比预增2281%-3233%,中华商务网
809,2021-07-13,钢铁、稀土双重利好下，包钢股份半年净利润或创新高,新浪
810,2021-07-13,业绩最高预增32倍 有色金属行业凭什么这么赚钱？,上证报
811,2021-07-13,07.13股市早8点丨地板上睡着一群优质股,中金在线
812,2021-07-13,盘前必读丨多家公司上半年业绩预增超10倍，苏宁易购换帅,第一财经
813,2021-07-13,上市公司正负面新闻2021年7月13日星期二,Wind
814,2021-07-13,主营业务高景气，一批A股公司半年报大幅预增,Wind
815,2021-07-12,钢企上半年业绩真好 包钢股份预计增逾23倍刷新纪录,e公司
816,2021-07-12,包钢股份上半年业绩预增23倍至32倍,上证报
817,2021-07-12,晚间公告｜7月12日这些公告有看头,第一财经
818,2021-07-12,包钢股份：上半年预计净利润同比增长2281.0%~3233.0%,Wind
819,2021-07-12,7月12日包钢股份、卓胜微等12家公司公告出现利好,证券之星
820,2021-07-12,包钢股份2021年上半年预计实现净利20-28亿元,我的钢铁
821,2021-07-12,包钢股份：预计2021年上半年净利润为20亿元到28亿元,每日经济新闻
822,2021-07-12,包钢股份：上半年净利预增22倍-32倍,第一财经
823,2021-07-12,包钢股份：预计上半年净利润同比增长2281%-3233%,Wind
824,2021-07-12,轻工制造行业投资周报：中报行情下 重点布局业绩超预期主线,新浪
825,2021-07-12,解盘：降准超预期，锂矿、网络安全、稀土、动力电池领涨,Wind
826,2021-07-12,【热股】钢铁板块开盘走强 包钢股份盘中涨停,上海有色
827,2021-07-12,【异动股】钢铁行业板块拉升，包钢股份(600010.CN)涨10.22%,财华社
828,2021-07-12,钢铁板块走高 包钢股份两连板,上证报
829,2021-07-12,包钢股份2连板,Wind
830,2021-07-12,【行情】A股稀土永磁板块继续走强，北方稀土继续涨停，广晟有色、厦门钨业、包钢股份、五矿稀土等继续走高,金十数据
831,2021-07-12,【行情】A股钢铁板块开盘走强，永兴材料涨超9%，包钢股份、太钢不锈、酒钢宏兴跟涨,金十数据
832,2021-07-12,A股融资融券日报：两融余额增加20.08亿元（7月9日）,Wind
833,2021-07-12,A股早报2021年7月12日星期一,Wind
834,2021-07-12,北上资金增持11只稀土概念股,证券时报网
835,2021-07-12,稀土价格企稳回升，概念股迎来大涨,Wind
836,2021-07-12,稀土价格企稳回升 概念股迎来大涨,证券时报
837,2021-07-11,钢铁股整体上涨4.23%，包钢股份涨超20%，已计划购买5000万吨碳汇「钢铁周评榜」,华夏时报
838,2021-07-09,稀土板块火爆异常本周录得31CM大涨，机构强调行业战略性配置机遇凸显,Wind
839,2021-07-09,"包钢股份现4笔大宗交易 共成交2,752.00万元",新浪
840,2021-07-09,70股主力资金净流入超亿元,证券时报网
841,2021-07-09,北向资金今日小幅净卖出2.11亿元，外资高位出逃新能源股,Wind
842,2021-07-09,包钢股份今日大宗交易成交1720万股，成交价1.6元折价13.98%,Wind
843,2021-07-09,A股深V：新能源风光无限，医药白酒黯然神伤,Wind
844,2021-07-09,A股资金流向（7月9日）：锂电上游材料龙头获资金重金押注,Wind
845,2021-07-09,包钢股份：公司拥有的尾矿库稀土储量折合氧化物1280万吨，为世界第二大稀土矿,Wind
846,2021-07-09,A股收盘综述：两市下探回升小幅收跌，锂电产业链涨势扩散,Wind
847,2021-07-09,快讯：钢铁股午后拉升走高 永兴材料、包钢股份涨停,新浪
848,2021-07-09,钢铁股午后持续拉升，包钢股份涨超9%，永兴材料、酒钢宏兴、河钢资源、太钢不,新浪
849,2021-07-09,基金跌上热搜，芯片白酒重挫，10倍大牛股闪崩,Wind
850,2021-07-09,A股午盘综述：芯片回调拖累创业板指，稀土、锂矿携手大涨,Wind
851,2021-07-09,A股融资融券日报：两融余额增加46.58亿元（7月8日）,Wind
852,2021-07-08,包钢股份：公司只拥有集团白云鄂博主东矿的开发权,Wind
853,2021-07-08,全国碳市场将启动 国常会提设立碳减排货币政策工具,21世纪经济报道
854,2021-07-08,A股融资融券日报：两融余额增加101.08亿元（7月7日）,Wind
855,2021-07-08,全国碳市场将启动 国常会提设立碳减排货币政策工具,中新经纬
856,2021-07-07,全国碳市场将启动，国常会提设立碳减排货币政策工具,21世纪经济报道
857,2021-07-07,全国碳市场7月启动，国常会提设立碳减排货币政策工具,21世纪经济报道
858,2021-07-07,全国碳排放权交易市场将于7月启动，具体上线日期待定,21世纪经济报道
859,2021-07-07,北向资金今日净买入43.72亿元，新能源产业链获外资疯狂抢筹,Wind
860,2021-07-07,A股资金流向（7月7日）：新能源产业链强者恒强，龙头股获抢筹,Wind
861,2021-07-07,快讯：包钢股份涨停报于1.73元,金融界
862,2021-07-07,下半年稀土价格或稳中有进，投资窗口期将打开？战略配置机会来了,第一财经
863,2021-07-07,A股融资融券日报：两融余额减少3.13亿元（7月6日）,Wind
864,2021-07-06,北向资金今日小幅净卖出0.6亿元，士兰微、中国中免、比亚迪等净卖出超3亿元,Wind
865,2021-07-06,A股融资融券日报：两融余额增加81.53亿元（7月5日）,Wind
866,2021-07-05,A股融资融券日报：两融余额减少58.92亿元（7月2日）,Wind
867,2021-07-04,卖碳利润或占全年19%，岳阳林纸和包钢股份这单交易值了,华夏时报
868,2021-07-03,国君策略：资金热度回落，主题轮动战线收缩,格隆汇
869,2021-07-02,全国碳市场因故推迟启动，碳价预期走高上市公司提前储备,环境生态网
870,2021-07-01,包钢股份：将“19包钢MTN002”票面利率由6.5%下调至6%,Wind
871,2021-07-01,包钢股份余压余气节能减排CCPP项目开工,兰格钢铁网
872,2021-07-01,A股融资融券日报：两融余额增加47.82亿元（6月30日）,Wind
873,2021-06-30,全国碳市场因故推迟启动CCER等配套市场已悄然升温,财联社
874,2021-06-30,筹备人士谈全国碳市场建设进展：技术和制度准备已就绪，期待回购制度的推出,每日经济新闻
875,2021-06-30,环保行业碳中和系列报告：我国最大规模碳汇交易落地 林业资源价值有望增厚,新浪
876,2021-06-30,A股融资融券日报：两融余额增加21.38亿元（6月29日）,Wind
877,2021-06-29,包钢股份与岳阳林纸签署碳汇交易 涉及5000万吨CCER,每日经济新闻
878,2021-06-29,岳阳林纸(600963)：提前布局碳中和 深化布局积蓄“大生态”新动能,新浪
879,2021-06-29,包钢股份：提名季文东为副总经理,每日经济新闻
880,2021-06-29,包钢股份(600010.SH)：翟金杰不再担任董事及战略委员会委员职务,智通财经
881,2021-06-29,包钢股份(600010.SH)聘任季文东担任副总经理,智通财经
882,2021-06-29,包钢股份发布相关事项公告 与岳阳林纸达成初步意向协议,资本邦
883,2021-06-29,包钢股份与岳阳林纸探索碳交易锁单 业内：或将引起连锁反应，但细节落实仍待观察,每日经济新闻
884,2021-06-29,包钢股份和岳阳林纸回应碳汇大单 业内：协议未来可能引起连锁反应,每日经济新闻
885,2021-06-29,岳阳林纸闪崩跌停,Wind
886,2021-06-29,A股融资融券日报：两融余额增加94.84亿元（6月28日）,Wind
887,2021-06-29,突发利好？股价近乎翻倍，又来15亿元大单，两家上市公司紧急澄清,中证报
888,2021-06-28,晚间要闻2021年6月28日星期一,Wind
889,2021-06-28,包钢股份(600010.SH)与岳阳林纸达成的《碳汇合作协议》仅为初步意向协议,智通财经
890,2021-06-28,每经22点|美股新能源车股走高，理想汽车涨超6%；俄方：收到入侵舰船坐标后7分钟抵达周边；包钢股份：与岳阳林纸协议存重大不确定性,每日经济新闻
891,2021-06-28,包钢股份：与岳阳林纸的协议存在重大不确定性,第一财经
892,2021-06-28,包钢股份：与岳阳林纸就开展碳汇合作签署的初步意向协议涉及金额不具强制约束力,Wind
893,2021-06-28,包钢股份：与岳阳林纸签署总量不少于5000万吨的碳汇合作协议,证券时报网
894,2021-06-28,A股融资融券日报：两融余额增加18.39亿元（6月25日）,Wind
895,2021-06-25,A股融资融券日报：两融余额增加11.6亿元（6月24日）,Wind
896,2021-06-24,A股融资融券日报：两融余额增加57.06亿元（6月23日）,Wind
897,2021-06-23,包钢股份：“20钢联03”回售金额为2.67亿元，不转售,Wind
898,2021-06-23,A股融资融券日报：两融余额增加83.31亿元（6月22日）,Wind
899,2021-06-22,北向资金连续3日净卖出，贵州茅台遭净卖出近8亿元,Wind
900,2021-06-22,包钢股份：半年报时间尚未确定，预计八月末,每日经济新闻
901,2021-06-22,包钢股份：选铁后尾矿属于公司，存放于尾矿库,每日经济新闻
902,2021-06-22,A股融资融券日报：两融余额增加72.39亿元（6月21日）,Wind
903,2021-06-21,北向资金连续2日净卖出，继续抛售医药生物和白酒股,Wind
904,2021-06-21,鞍钢股份带头冲锋，周期板块大反攻！背后原因是……,Wind
905,2021-06-21,A股融资融券日报：两融余额增加35.34亿元（6月18日）,Wind
906,2021-06-21,包钢股份：目前钢价仍处于相对高位，盈利空间尚可,每日经济新闻
907,2021-06-21,包钢股份：今年以来，钢铁市场产销两旺，业绩较好，稀土价格也是高位，利润也较为乐观,每日经济新闻
908,2021-06-18,北向资金本周累计净卖出50亿元，药明康德、宁德时代连续4日遭抛售,Wind
909,2021-06-18,A股融资融券日报：两融余额增加62.26亿元（6月17日）,Wind
910,2021-06-17,北向资金今日净买入15.94亿元，芯片、消费电子股获资金大幅抢筹,Wind
911,2021-06-17,包钢股份：影响公司盈利水平的主要原因是“四高”,Wind
912,2021-06-17,A股融资融券日报：两融余额减少69.57亿元（6月16日）,Wind
913,2021-06-16,北方稀土拟掏数亿资金替父偿债 将增持包钢股份,每日经济新闻
914,2021-06-16,包钢股份：公司的制氧系统是目前已有的生产设施，这次与宝武清能合作，是对已有系统实施升级改造，并增加光伏发电系统、稀有气体生产等,每日经济新闻
915,2021-06-16,包钢股份：公司铁矿石约有40%来源于白云鄂博矿,每日经济新闻
916,2021-06-16,包钢股份：公司将加大推进“四降两提”工程力度,Wind
917,2021-06-15,晚间重要公告2021年6月15日星期二,Wind
918,2021-06-15,6月15日晚间上市公司十大重磅公告,巨丰财经
919,2021-06-15,北方稀土拟掏数亿资金“替父偿债” 将携控股股东增持包钢股份,每日经济新闻
920,2021-06-15,6月15日吉利汽车、北方稀土等8家公司公告出现利好,证券之星
921,2021-06-15,北方稀土(600111.SH)拟出资6～8亿元购买关联方包钢股份A股股票,智通财经
922,2021-06-15,包钢股份：包钢集团及其控股子公司计划以8亿元增持,每日经济新闻
923,2021-06-15,包钢股份(600010.SH)：包钢集团合计增持约2.2202亿股 拟继续增持8亿元股份,格隆汇
924,2021-06-15,包钢股份(600010.SH)：包钢集团及北方稀土拟以8亿元增持公司股份,智通财经
925,2021-06-15,包钢股份：控股股东及其控股子公司拟增持8亿元公司股份,财联社
926,2021-06-15,包钢股份：“20钢联03”回售登记期6月15日至6月21日,Wind
927,2021-06-15,包钢股份：放弃行使“20钢联03”发行人赎回选择权,Wind
928,2021-06-15,包钢与中国宝武旗下两家子公司强强联手,兰格钢铁网
929,2021-06-12,【天风新材料20210611】包钢与宝武炭材将联合建设30万吨焦油深加工项目,煤炭鑫观点
930,2021-06-10,内蒙古区域股市周报：伊利股份市值缩水最多 君正集团迎三类“热钱”流入 连续下跌,每日经济新闻
931,2021-06-10,西部最大钢铁上市公司包钢股份与宝武集团旗下宝武炭材、宝武清能 签署合作框架协议,中证网
932,2021-06-10,包钢股份与宝武清能、宝武炭材开展合资合作丨钢铁财经资讯速览,钢铁新闻网
933,2021-06-10,A股融资融券日报：两融余额减少2.5亿元（6月9日）,Wind
934,2021-06-09,采掘、钢铁板块领涨，3张图一览相关个股业绩、估值、债券风险情况,Wind
935,2021-06-09,包钢股份与宝武集团旗下公司开展合作,上证报
936,2021-06-08,北向资金今日小幅净买入3.01亿元，山西汾酒净卖出额创历史新高,Wind
937,2021-06-08,包钢股份(600010.SH)拟携宝武炭材共同投建30万吨焦油深加工项目,智通财经
938,2021-06-08,包钢股份(600010.SH)与宝武清能签署《合作框架协议》,智通财经
939,2021-06-08,包钢股份：与宝武清能、宝武炭材分别签署合作框架协议,Wind
940,2021-06-08,A股融资融券日报：两融余额增加70.11亿元（6月7日）,Wind
941,2021-06-07,北向资金净卖出额创近一个月新高，宁德时代遭大幅抛售超14亿元,Wind
942,2021-06-07,钢铁行业周报：钢铁周报钢价超跌修复 政策态度持续引导市场预期,新浪
943,2021-06-07,包钢股份：公司与北方稀土尚未讨论稀土精矿的价格问题,每日经济新闻
944,2021-06-07,包钢股份：公司稀土钢产品根据订单组织生产，价格随行就市，萤石产量每月一万余吨,每日经济新闻
945,2021-06-07,A股融资融券日报：两融余额减少27.87亿元（6月4日）,Wind
946,2021-06-04,北向资金今日净买入30.67亿元，贵州茅台净买入近5亿元,Wind
947,2021-06-04,包钢股份：公司稀土钢涉及诸多品种，一些品种已经批量生产销售，也有出口，一些仍在研发中,每日经济新闻
948,2021-06-04,包钢股份：公司钢铁产品销售不存在提前定价情况,Wind
949,2021-06-04,A股融资融券日报：两融余额减少4.5亿元（6月3日）,Wind
950,2021-06-03,下游需求支撑价格，稀土永磁“王者归来”,Wind
951,2021-06-03,包钢股份大涨,新浪
952,2021-06-03,A股融资融券日报：两融余额减少24.47亿元（6月2日）,Wind
953,2021-06-02,A股融资融券日报：两融余额增加83.42亿元（6月1日）,Wind
954,2021-06-01,北向资金今年净买入额已超去年全年，东方雨虹再获净买入超7亿元,Wind
955,2021-06-01,A股融资融券日报：两融余额增加114.99亿元（5月31日）,Wind
956,2021-05-31,A股融资融券日报：两融余额增加33.03亿元（5月28日）,Wind
957,2021-05-29,内蒙古区域股市周报：大中矿业市值增长最多 东宝生物股价跌幅最大,每日经济新闻
958,2021-05-28,包钢股份董事长刘振刚：打好“稀土”“资源”特色牌 建设低碳绿色发展“新包钢”,证券日报网
959,2021-05-28,北向资金本周净买入额创纪录，美的集团获大幅净买入逾11亿元,Wind
960,2021-05-28,包钢股份：每年钢材出口大约200万吨，利润高于国内销售,Wind
961,2021-05-28,A股融资融券日报：两融余额增加73.28亿元（5月27日）,Wind
962,2021-05-27,【行情】钢铁板块异动拉升，本钢板材涨近5%，安阳钢铁、重庆钢铁、八一钢铁、酒钢宏兴、包钢股份等跟涨,金十数据
963,2021-05-27,A股融资融券日报：两融余额增加50.37亿元（5月26日）,Wind
964,2021-05-26,A股融资融券日报：两融余额增加26.93亿元（5月25日）,Wind
965,2021-05-25,A股融资融券日报：两融余额增加58.06亿元（5月24日）,Wind
966,2021-05-24,【互动掘金】包钢股份：钢价仍处高位 未被发改委约谈 其他违规处罚,证券时报网
967,2021-05-24,包钢股份：公司尚未开展套期保值业务,每日经济新闻
968,2021-05-24,包钢股份：公司未被发改委约谈,每日经济新闻
969,2021-05-24,国常会7天内两次“点名”大宗商品涨价，周期股行情结束？,Wind
970,2021-05-24,A股融资融券日报：两融余额减少24.62亿元（5月21日）,Wind
971,2021-05-21,北向资金小幅净卖出近6亿元，三一重工连续7日净卖出,Wind
