,2021-12-31,上交所向中炬高新下发监管工作函,Wind
709,2021-04-08,东吴证券：中炬高新（600872.SH）股权激励焕发前进新动能，维持“买入”评级,智通财经
710,2021-04-08,东吴证券维持中炬高新买入评级：回购股份股权激励，焕发前进新动能,每日经济新闻
711,2021-04-08,中泰证券--食品饮料周思考（第14周）：基本面重掌股价主导权，关注春糖催化效应【行业研究】,金融界股吧
712,2021-04-08,跌停再跌停！体检巨头2日蒸发超100亿市值！“公募一哥”也踩雷 公司刚刚回应 重仓股票异动,全景网
713,2021-04-08,食品饮料行业周报2021第15周：糖酒会关注催化次高端 次高端一季度趋势加速,新浪
714,2021-04-08,“酱油”要比“茅台”香？“公募一哥”张坤最新持仓大曝光,新浪
715,2021-04-08,张坤爱上酱油，中炬高新离海天味业还有多远？,斑马消费
716,2021-04-07,张坤旗下基金调仓动向：减持水井坊1100万股，加仓中炬高新 减持股份,第一财经
717,2021-04-07,张坤又出手 一季度大幅加仓中炬高新,每日经济新闻
718,2021-04-07,大举增持5350万股！知名基金经理卖出白酒买入调味品,证基风云
719,2021-04-07,获“公募一哥”张坤增持30亿元 中炬高新究竟是“何方神圣”？,新浪
720,2021-04-07,申万菱信基金推出新混基 周小波任职未满一年现1只基金业绩告负,中金在线
721,2021-04-07,“公募一哥”张坤一季度最新调仓：加仓中炬高新近30亿元，减仓水井坊近10亿元,21世纪经济报道
722,2021-04-07,张坤舍“酱茅”独爱“美味鲜” 豪掷30亿买成大股东,新浪
723,2021-04-07,沪港通十大成交活跃股排名（4月7日）,Wind
724,2021-04-07,“公募一哥”增持酱油二龙头，中小市值公司成基金新宠,Wind
725,2021-04-07,中炬高新：股东中山润田解除质押337万股，再质押295万股,每日经济新闻
726,2021-04-07,中炬高新(600872.SH)控股股东解除质押337万股并再质押295万股,智通财经
727,2021-04-07,基金一哥张坤持仓曝光：偏爱消费，大手笔加仓酱油！,格隆汇
728,2021-04-07,中炬高新为何吸引“公募一哥”张坤30亿买买买？,第一财经
729,2021-04-07,罕见！周期之王逆市涨停，张坤也有大动作,证券之星
730,2021-04-07,易方达张坤调仓新动作：左手增持约30亿中炬高新，右手减仓1100万股水井坊,搜狐
731,2021-04-07,这只股票为何吸引“公募一哥”30亿买买买？丨一只热股,第一财经
732,2021-04-07,食品饮料行业周报：稳中求胜,新浪
733,2021-04-07,占总市值9.29%！张坤豪掷30亿资金大举增持“酱油老二”中炬高新,环球老虎财经
734,2021-04-07,德邦证券--食品饮料行业周报：酱酒火热，老酒兴起【行业研究】,金融界股吧
735,2021-04-07,中炬高新(600872.SH)高开低走 “公募一哥”张坤携30亿资金大举增持,格隆汇
736,2021-04-07,张坤豪掷30亿买“酱油”，海天味业为何被冷落？,网易
737,2021-04-07,食品饮料行业周报：春糖 酱酒火热 老酒兴起,新浪
738,2021-04-07,中炬高新开盘涨超6%，“公募一哥”张坤逾30亿元增持,第一财经
739,2021-04-07,【食品饮料α掘金】张坤增持中炬高新，春糖催化白酒提振情绪,新浪
740,2021-04-07,A股4月7日房企股开盘：中炬高新涨6.56%,乐居财经
741,2021-04-07,中炬高新高开逾6%，张坤携30亿资金大举增持公司,Wind
742,2021-04-07,春糖：酱酒火热，老酒兴起（4月7日）,德邦证券微资讯
743,2021-04-07,一季度爆赚154亿！最强周期股王者归来——道达早评,每日经济新闻
744,2021-04-07,盘前情报丨“公募一哥”30亿增持中炬高新；一季度新能源汽车登记增长295.20%，关注这些公司（附股）,21世纪经济报道
745,2021-04-07,财经早茶｜张坤携30亿资金大举增持中炬高新；香雪制药控股股东等资金占用5.3亿,同壁财经
746,2021-04-07,“酱香”不够 “酱油”来凑？张坤4月重仓曝光，新重仓公司为“宝能系”,财联社
747,2021-04-07,“公募一哥”张坤约31亿元增持中炬高新，合计持股逾9%,澎湃新闻
748,2021-04-07,居然不是海天！千亿“公募一哥”张坤砸30亿“狂喝”酱油，姚老板笑了,中证报
749,2021-04-07,“公募一哥”最新调仓动向来了，30亿加仓消费股，大幅减仓白酒股！聪明资金伏击风电概念股，业绩大幅增长股出炉,证券时报网
750,2021-04-07,“白酒”不够“酱油”来凑？基金“男神”坤坤豪气，几十亿狂买这只股票,每日经济新闻
751,2021-04-07,【经纬早班车】两桶油接连入局螺蛳粉,中新经纬
752,2021-04-06,张坤4月最新重仓股被曝光：“酱香”不够 “酱油”来凑？新重仓公司为“宝能系”,财联社
753,2021-04-06,易方达张坤30亿“大买”中炬高新，合计持股超9%,第一财经
754,2021-04-06,张坤最新调仓曝光：大幅减持白酒股 大举杀入另一只消费股 减持股份,中国证券网
755,2021-04-06,晚间要闻2021年4月6日星期二,Wind
756,2021-04-06,公告精选丨“公募一哥”30亿狂买这只股！两市首份一季报出炉,21世纪经济报道
757,2021-04-06,"千亿""公募一哥""出手：30亿狂买这只股！",Wind
758,2021-04-06,张坤携30亿资金大举增持中炬高新，合计持股达9.29%,金十数据
759,2021-04-06,"突发！千亿""公募一哥""出手了：30亿狂买这只股！",中国基金报
760,2021-04-06,张坤出手了！一季度大幅加仓了这只个股,每日经济新闻
761,2021-04-06,快讯 | 张坤今年大幅加仓中炬高新,每日经济新闻
762,2021-04-06,开源证券--食品饮料行业周报：糖酒会反馈积极，白酒季报催化在即【行业研究】,金融界股吧
763,2021-04-06,中炬高新：4月6日获主力资金净流入6319.78万元,每日经济新闻
764,2021-04-06,并购优塾--食品饮料行业中炬高新VS海天味业VS千禾味业VS龟甲万：酱油产业链深度梳理【行业研究】,金融界股吧
765,2021-04-02,中炬高新(600872)：回购股票拟用于股权激励 激发增长潜力,新浪
766,2021-04-02,芯片、白酒发力，蔡嵩松、张坤又要火了？,证券之星
767,2021-04-02,芯片股惊现“熔断”，白酒也飙升！机构：进入反弹窗口,Wind
768,2021-04-02,A股异动|中炬高新(600872.SH)涨停拟回购3亿至6亿元股份,格隆汇
769,2021-04-02,中炬高新：二股东火炬开发区不同意更名，他们认为改名“厨邦”虽对于公司经营有帮助，但却忽略了中炬的历史,每日经济新闻
770,2021-04-02,A股早报2021年4月2日星期五,Wind
771,2021-04-02,社保QFII持股路径曝光，化工电子板块各有所爱,Wind
772,2021-04-01,快讯 | 中炬高新：拟以不超过60元/股价格回购500万至1000万股,财经网
773,2021-04-01,晚间重要公告2021年4月1日星期四,Wind
774,2021-04-01,社保QFII最新调仓！两类资金分歧巨大,Wind
775,2021-04-01,中炬高新(600872.SH)控股股东提议斥资3亿至6亿元回购股份,智通财经
776,2021-04-01,中炬高新(600872.SH)：拟回购3亿-6亿元股份 回购价不超60元/股,格隆汇
777,2021-04-01,中炬高新：拟3亿元-6亿元回购股份,e公司
778,2021-04-01,中炬高新(600872)：加强内控 加大市场拓展 改革继续进行中,新浪
779,2021-03-31,中炬高新(600872)：开拓下沉成果显着，费用投放稳步加大,食饮醉强歌
780,2021-03-31,【中原食品饮料】中炬高新(600872)2020年业绩点评：加速的多品类发展以及市场下沉,中原证券研究所
781,2021-03-30,史上最豪横酱油！海天味业2020全年净利64亿，老板位列食品行业富豪榜次席,时代财经
782,2021-03-30,重磅！“千亿顶流”基金隐形重仓股名单来了,Wind
783,2021-03-30,食品饮料行业动态报告：估值回归预期强化 关注一季度高弹性标的,新浪
784,2021-03-30,张坤、刘格菘……顶流基金经理“隐形重仓股”曝光,Wind
785,2021-03-30,中炬高新：不存在大股东占用公司资金的问题,每日经济新闻
786,2021-03-30,归凯管理的嘉实新兴产业股票基金持仓进一步集中,Wind
787,2021-03-30,晨会纪要2021年第56期,国海证券
788,2021-03-29,食品饮料行业周报：稳中求胜,新浪
789,2021-03-29,食品饮料行业周报：春糖举行在即 白酒板块迎来情绪提振良机,新浪
790,2021-03-29,食品饮料行业周思考(第13周)：白酒关注Q1业绩弹性 啤酒结构升级加速,新浪
791,2021-03-29,德邦证券--食品饮料行业周报：春糖催化在即，看好酒类表现【行业研究】,金融界股吧
792,2021-03-29,东方财富证券给予中炬高新增持评级，2020年报点评：聚焦调味品核心业务，渠道产能加码,每日经济新闻
793,2021-03-28,【开源食饮】高端酒挺价上行，关注中炬高新改善机会——行业周报,宇光看食饮
794,2021-03-28,【中泰食品】周思考13：白酒关注Q1业绩弹性，啤酒结构升级加速,食品饮料俱乐部
795,2021-03-28,券商评级一周速览：290只个股获券商关注，数据港目标涨幅达90.13%,每日经济新闻
796,2021-03-26,中炬高新(600872)年报点评：调味品业务稳健增长 2021年收入目标提速,新浪
797,2021-03-26,中炬高新：股东中山润田投资有限公司295万股解除质押，补充质押200万股,每日经济新闻
798,2021-03-26,山西证券维持中炬高新买入评级：调味品业务稳健增长，2021年收入目标提速,每日经济新闻
799,2021-03-26,社保基金连续持有25股最长已持有33个季度,证券时报网
800,2021-03-26,国海证券--中炬高新：营销网络逐步拓展，期待长期业绩弹性【公司研究】,金融界股吧
801,2021-03-26,上海证券--中炬高新：渠道和产能建设齐发力，21年收入目标积极【公司研究】,金融界股吧
802,2021-03-26,光大证券--中炬高新：渠道建设助力业绩增长，产能扩建贡献长期发展【公司研究】,金融界股吧
803,2021-03-26,16只高增长个股获机构高频买入推荐,Wind
804,2021-03-26,高增长，并获机构高频买入推荐股名单来了,中国基金报
805,2021-03-26,中炬高新净利五连增 加速扩产向双百目标迈进,新浪
806,2021-03-26,【华创食饮】中炬高新：美味鲜稳健增长，收入目标积极,华创食饮
807,2021-03-25,【开源食饮】中炬高新：短期业绩承压，管理改善可期——公司信息更新报告,宇光看食饮
808,2021-03-25,16只高增长个股获机构高频买入推荐，14股后市上涨空间超两成,证券时报网
809,2021-03-25,82股今日获机构买入评级 中炬高新最受关注,第一财经
810,2021-03-25,国金证券维持中炬高新买入评级：调味品主业增长稳健，产能渠道扩张延续,每日经济新闻
811,2021-03-25,“国家队”调仓，重点买入和加仓这些股（附名单）,Wind
812,2021-03-25,中炬高新(600872)：开拓下沉成果显着 费用投放稳步加大,新浪
813,2021-03-25,社保基金长线坚守20只股（附股）,证券时报网
814,2021-03-25,晨会聚焦：年报业绩超预期：药明生物、华润啤酒、晨光生物,新浪
815,2021-03-25,【招商食品】中炬高新：Q4提速稳健收官，21目标积极,招商食品饮料
816,2021-03-25,【中炬高新年报点评：营销投入力度加大，积极改革以谋长远发展—方正食品饮料210325】,虎哥的研究
817,2021-03-25,【中泰食品】中炬高新：渠道建设快速突破，期待激励机制加强,食品饮料俱乐部
818,2021-03-25,90股获券商买入评级 佳力图目标涨幅达114.13%,Wind
819,2021-03-25,3月24日75只个股获券商关注，招商蛇口目标涨幅达79.46%,每日经济新闻
820,2021-03-25,开源晨会0325丨“碳中和”下的机械制造业投资机会；阅文集团、金山办公、快手、中炬高新等,开源证券研究所
821,2021-03-25,中炬高新(600872)公司动态点评：立足产能扩展与营销渠道完善 展望五年双百目标,新浪
822,2021-03-25,【朝闻国盛0325】IPO发行节奏放缓，ETF逆势扩容,国盛证券研究所
823,2021-03-24,33公司获得增持评级-更新中,中财网
824,2021-03-24,【开源食饮】中炬高新：业绩符合预告，长期成长可期——公司信息更新报告,宇光看食饮
825,2021-03-24,食品饮料行业周报：不惧短期调整看好优质赛道,渤海证券
826,2021-03-24,天风证券维持中炬高新买入评级：调味品主业持续改善，全国化渠道网络建设加速推进,每日经济新闻
827,2021-03-24,直击业绩会|2020年净利同比增长23.96%中炬高新“双百”目标没有改变,财联社
828,2021-03-24,中炬高新(600872)：渠道产能加码 冲刺新年高目标,新浪
829,2021-03-24,中炬高新(600872)公司定期点评报告：调味品业务稳步增长 盈利能力持续提升,新浪
830,2021-03-24,西南证券维持中炬高新买入评级：渠道扩张稳步推进，中长期规划清晰,每日经济新闻
831,2021-03-24,71股获机构买入型评级 中炬高新关注度最高,证券时报网
832,2021-03-24,开源证券给予中炬高新买入评级，公司信息更新报告：短期业绩承压，管理改善可期,每日经济新闻
833,2021-03-24,华鑫证券给予中炬高新推荐评级，调味品业务稳步增长，盈利能力持续提升,每日经济新闻
834,2021-03-24,中炬高新(600872)：务实发展 踏实前行,新浪
835,2021-03-24,中银证券给予中炬高新买入评级，调味品稳健发展，关注未来渠道扩张,每日经济新闻
836,2021-03-24,浙商证券给予中炬高新买入评级，中炬高新点评报告：年报业绩增长24%，渠道目标超额完成,每日经济新闻
837,2021-03-24,安信证券给予中炬高新买入评级，加大投入迎变局，2021年收入目标增速上台阶，目标价格为58.19元,每日经济新闻
838,2021-03-24,国盛证券维持中炬高新买入评级：渠道产能加码，冲刺新年高目标,每日经济新闻
839,2021-03-24,深度*公司*中炬高新(600872)：调味品稳健发展 关注未来渠道扩张,新浪
840,2021-03-24,中炬高新(600872)：收入稳增 盈利提升 “五年双百”更进一步,新浪
841,2021-03-24,中炬高新2020年实现营收51.23亿元，增长约一成,新京报
842,2021-03-24,中炬高新(600872)：营销产能管理三管齐下 五年双百持续可期,新浪
843,2021-03-24,华金证券给予中炬高新买入评级，务实发展，踏实前行,每日经济新闻
844,2021-03-24,华西证券维持中炬高新买入评级：短期加大投放谋规模提升，铸长期竞争壁垒,每日经济新闻
845,2021-03-24,太平洋给予中炬高新买入评级，中炬高新年报点评：营销产能管理三管齐下，五年双百持续可期,每日经济新闻
846,2021-03-24,太平洋证券：中炬高新(600872.SH)营销产能管理三管齐下，目标价63元，维持“买入”评级,智通财经
847,2021-03-24,【华西食饮】中炬高新点评：短期加大投放谋规模提升，铸长期竞争壁垒,国金食品饮料寇星
848,2021-03-24,中炬高新(600872)2020年报点评：渠道裂变叠加产能扩张 长期成长逻辑仍然清晰,新浪
849,2021-03-23,中炬高新年报点评：营销产能管理三管齐下，五年双百持续可期【太平洋食品饮料】,食品饮料大消费黄付生
850,2021-03-23,快讯 | 中炬高新：调味品美味鲜去年收入增长11.12%至49.3亿元,财经网
851,2021-03-23,中炬高新：2020年度净利润约8.90亿元，同比增加23.96%,每日经济新闻
852,2021-03-23,中炬高新(600872.SH)年度归母净利同比增长23.96%至8.9亿元 每10股派6.8元,智通财经
853,2021-03-23,中炬高新(600872.SH)：2021年度合并委托理财资金余额不超13亿元,格隆汇
854,2021-03-23,中炬高新年度报告：2020年度净利润同比增长24% 拟10派6.8元,金融界
855,2021-03-23,中炬高新(600872.SH)2020年度归母净利润升23.96%至8.9亿元 拟10派6.8元,格隆汇
856,2021-03-23,中炬高新：2020年净利润同比增长23.96%,Wind
857,2021-03-23,3月23日晚间重要行业研究汇总(附股),中金在线
858,2021-03-23,和众汇富：中炬高新与海天味业错位竞争，未来会跃升至第一梯队么？,云掌财经
859,2021-03-23,胡润研究院发布《2021数云·胡润中国大消费民企百强榜》，华为夺得桂冠,Wind
860,2021-03-22,食品饮料α掘金：零售巨头推出白酒产品，二季度白酒炒作逻辑曝光,新浪
861,2021-03-21,【开源食饮】白酒板块企稳，婴配食品新国标落地——行业周报,宇光看食饮
862,2021-03-21,食品饮料行业：关注一季报有望超预期的个股,新浪
863,2021-03-21,食品饮料行业周思考(第12周)：白酒催化剂不断兑现 飞鹤中长期规划清晰,新浪
864,2021-03-18,当前白酒板块进入超跌状态！白酒龙头股票有哪些？,至诚财经
865,2021-03-18,八大券商主题策略：当前白酒板块进入超跌状态！“核心资产”仍具备很高配置价值,中金在线
866,2021-03-16,川财研究大消费产业链核心数据跟踪日报,新浪
867,2021-03-16,【开源食饮】低基数推动社零数据高增长，烟酒类表现强劲——行业点评报告,宇光看食饮
868,2021-03-16,东北证券--中炬高新2020年度业绩快报点评：渠道裂变继续推进，Q4业绩符合预期【公司研究】,金融界股吧
869,2021-03-16,华西证券--中炬高新:调味品主业稳健增长，经营改善持续可期【公司研究】,金融界股吧
870,2021-03-16,太平洋--中炬高新：利润目标超额完成，管理改善持续期待【公司研究】,金融界股吧
871,2021-03-16,【华西食饮】中炬高新点评：调味品主业稳健增长，经营改善持续可期,--
872,2021-03-16,中炬高新业绩快报点评：利润目标超额完成，管理改善持续期待【太平洋食品饮料】,食品饮料大消费黄付生
873,2021-03-16,【国金晨讯】上调中炬高新盈利预测；加科思深度：专注难成药靶点药物研发的新明珠；房企拿地全解析,国金证券研究所
874,2021-03-16,3月15日62只个股获券商关注，喜临门目标涨幅达79.04%,每日经济新闻
875,2021-03-15,每日报告回放,新浪
876,2021-03-15,中银证券维持中炬高新买入评级：经营稳健生产效率提升，调味品盈利持续增强,每日经济新闻
877,2021-03-15,食品饮料行业周报：白酒已近稳态 能量饮料渐入视野,新浪
878,2021-03-15,中炬高新(600872)：20年基本符合预期 未来收入有望提速,新浪
879,2021-03-15,中炬高新(600872)：业绩略超预期 调味品稳健增长,国金证券股份有限公司
880,2021-03-15,食品饮料周报：白酒进入价值区间 关注2021一季报投资机会,新浪
881,2021-03-15,食品饮料行业周报：食饮基本面强劲 业绩预期乐观,华安证券
882,2021-03-15,长城证券：中炬高新（600872.SH）调味品业务稳步增长，维持“推荐”评级,智通财经
883,2021-03-15,大消费行业周报：逸仙电商公布年报 美妆市场竞争激烈,新浪
884,2021-03-15,食品饮料行业周报(第十周),新浪
885,2021-03-15,开源证券：中炬高新（600872.SH）公司稳健经营，维持“买入”评级,智通财经
886,2021-03-15,国金证券--中炬高新:业绩略超预期，调味品稳健增长【公司研究】,金融界股吧
887,2021-03-15,浙商证券--中炬高新：年度业绩增长24%，“五年双百”目标进展顺利【公司研究】,金融界股吧
888,2021-03-15,【中炬高新业绩快报点评：业绩增长符合预期， 静待管理优化后驶入加速轨道—方正食品饮料210314】,虎哥的研究
889,2021-03-15,开源证券给予中炬高新买入评级，公司信息更新报告：扣非利润略超预期，管理改善是长期趋势,每日经济新闻
890,2021-03-15,中炬高新(600872)：业绩符合预期 经营改善仍值得期待,新浪
891,2021-03-15,中炬高新：疫情好转需求回暖 扩产助力长期增长,财富动力网
892,2021-03-14,【民生食饮】中炬高新（600872）2020年业绩快报点评：毛利率推动盈利能力显着改善，2021年收入有望提速,MS食品饮料
893,2021-03-14,【开源食饮】中炬高新：扣非利润略超预期，管理改善是长期趋势——公司信息更新报告,宇光看食饮
894,2021-03-14,【中泰食品】周思考11：白酒关注批价上行，啤酒重视高端化加速,食品饮料俱乐部
895,2021-03-14,国盛证券维持中炬高新买入评级：主业表现符合预期，扩产助力长期增长,每日经济新闻
896,2021-03-13,中炬高新(600872)：利润略超预期 短期成本上涨 长期仍看经营改善,新浪
897,2021-03-13,上市公司正负面新闻2021年3月13日星期六,Wind
898,2021-03-12,中炬高新2020年净利同比增长24%,上证报
899,2021-03-12,晚间重要公告2021年3月12日星期五,Wind
900,2021-03-12,快讯 | 中炬高新：美味鲜去年营收增长11.42%至49.78亿元，毛利率增至41.75%,财经网
901,2021-03-12,中炬高新业绩快报：2020年净利8.9亿元 同比增24%,e公司
902,2021-03-12,中炬高新(600872.SH)业绩快报：2020年度净利升23.96%至8.899亿元,格隆汇
903,2021-03-12,中炬高新(600872.SH)披露2020年业绩快报 归母净利同比增23.96%至8.9亿元,智通财经
904,2021-03-12,中炬高新：2020年度净利润8.9亿元同比增长23.96%,格隆汇
905,2021-03-12,中炬高新：2020年净利润同比增长23.96%（业绩快报）,Wind
906,2021-03-12,中炬高新：目前原材料成本的上涨仍在公司可控的范围内，暂时没有提价的计划,每日经济新闻
907,2021-03-12,中国可转债策略周报：策略“漂移” 不如再坚持一下,新浪
908,2021-03-12,A股3月12日房企股跌幅榜：中炬高新跌3.36%位居首位,乐居财经
909,2021-03-12,A股3月12日房企股午盘：中炬高新跌4.29%,乐居财经
910,2021-03-11,德邦证券--食品饮料行业周报：白酒配置价值逐步显现，自下而上掘金食品【行业研究】,金融界股吧
911,2021-03-10,私募EB每周跟踪：可交换私募债跟踪,新浪
912,2021-03-09,食品饮料行业：无惧短期波动 坚守成长性和确定性个股,新浪
913,2021-03-09,长城证券--食品饮料行业周报2021第10周：冷静对待白酒调整，基本面稳定【行业研究】,金融界股吧
914,2021-03-08,消费产业周报：市场进入平静期 短期机会仍聚焦疫情修复,新浪
915,2021-03-07,【开源食饮】冷静看待估值回落，食品饮料仍需守正出奇——行业周报,宇光看食饮
916,2021-03-04,食品饮料行业周报：不惧调整大浪淘沙,渤海证券
917,2021-03-02,长城证券--中炬高新：经营趋势稳中向好，人事调整影响有限【公司研究】,金融界股吧
918,2021-03-01,消费产业周报：继续关注疫情冲击行业的景气修复行情,新浪
919,2021-03-01,民生食品饮料行业周报：静待业绩催化 短期精选防御性品种,新浪
920,2021-03-01,16年31倍板块单周暴跌14.7%，标的ETF份额飙升52%！ 连续下跌,资本邦
921,2021-03-01,创业板七连跌，价值洼地来了？低估值高增长股请收藏,Wind
922,2021-03-01,【方正食饮210228】行业基本面坚挺，市场因素导致板块大幅调整,虎哥的研究
923,2021-02-25,A股2月25日房企股午盘：中炬高新跌4.15%,乐居财经
924,2021-02-24,日常消费行业阿里线上数据月报：1月膳食营养补充剂／婴幼儿奶粉／调味品高增长,新浪
925,2021-02-23,开源证券--食品饮料行业周报：白酒升级贯穿全年，乳制品春节动销顺畅【行业研究】,金融界股吧
926,2021-02-22,食品饮料行业动态报告：春节宴席市场恢复 白酒动销超预期,新浪
927,2021-02-20,食品饮料行业：春节专题：就地过年背景下食品饮料消费如何？,新浪
928,2021-02-18,A股2月18日房企股跌幅榜：中炬高新跌5.88%位居首位,乐居财经
929,2021-02-18,食品饮料行业2021年春节数据解读：就地过年 消费焕新,新浪
930,2021-02-18,消费产业周报：就地过年带旺本地消费,新浪
931,2021-02-18,A股2月18日房企股午盘：中炬高新跌4.95%,乐居财经
932,2021-02-18,中炬高新股价跌5.1% 现报63.40元,乐居财经
933,2021-02-09,食品饮料行业动态：疫情防控稳步推进 关注各品类春节动销,新浪
934,2021-02-08,消费产业周报：本地消费活跃 静待牛年开启,新浪
935,2021-02-08,食品饮料行业研究周报：节前数据反馈良好 节后确认值得期待,新浪
936,2021-02-08,食品饮料行业周报：持酒过节 关注低基数食品股,新浪
937,2021-02-07,周谈|Weekly Talk：节前数据反馈良好，节后确认值得期待,食品饮料光头阳线
938,2021-02-07,【开源食饮】持酒过节，关注低基数食品股——行业周报,宇光看食饮
939,2021-02-07,食品饮料行业点评：白酒行业“新周期”的再思考,新浪
940,2021-02-05,开源证券--食品饮料行业周报：茅台稳价为先，名酒平稳运行【行业研究】,金融界股吧
941,2021-02-01,中炬高新股价跌5.0% 现报63.83元,乐居财经
942,2021-01-31,【开源食饮】茅台稳价为先，名酒平稳运行——行业周报,宇光看食饮
943,2021-01-29,【安信食品】周专题—食品饮料2021Q1分析及季报前瞻,北外滩食饮俱乐部
944,2021-01-28,A股1月28日房企股午盘：中炬高新跌3.73%,乐居财经
945,2021-01-25,消费产业周报(2021.1.18-1.22)：鼓励就地过节 利好居家、线上、出口,新浪
946,2021-01-25,食品饮料行业周报：白酒趋势未见改变 疫情反复必选相对受益,新浪
947,2021-01-25,食品饮料行业：疫情反复建议关注居家消费受益板块 白酒板块调整即是买点,新浪
948,2021-01-25,食品饮料2020Q4基金持仓分析 占比稳居第一 白酒加配明显,新浪
949,2021-01-24,【开源食饮】2020Q4基金加仓食品饮料，疫情春节影响无须悲观——行业周报,宇光看食饮
950,2021-01-24,【开源食饮】2020Q4基金加配食品饮料，白酒持仓再创新高——行业点评报告,宇光看食饮
951,2021-01-23,北上资金连续12周净买入，左手卖酒右手“存”银行,Wind
952,2021-01-22,21万亿元险资，今年最看好A股消费龙头,Wind
953,2021-01-20,52只股北向资金持有流通盘的比例超10%,证券之星
954,2021-01-20,策略专题报告：“需求侧管理与消费升级”投资机会挖掘电话会议纪要,新浪
955,2021-01-19,食品饮料行业：疫情局部抬头 继续坚定看好核心赛道龙头,新浪
956,2021-01-18,消费产业2020年12月社零数据点评：社零增速回落 但消费修复趋势继续,新浪
957,2021-01-18,消费产业周报：疫情影响预计可控 建议维持配置,新浪
958,2021-01-18,食品饮料行业周报：茅台批价再现历史新高 白酒牛市根基仍存,新浪
959,2021-01-17,【开源食饮】资金换仓致使白酒板块波动，行业向好趋势不改——行业周报,宇光看食饮
960,2021-01-17,【中泰食品】周思考3：绝味第二增长曲线以及重啤大城市战略值得期待,食品饮料俱乐部
961,2021-01-14,北向资金高比例持有股票名单,证券之星
962,2021-01-12,51只股北向资金持有流通盘的比例超10%,证券之星
963,2021-01-10,【中泰食品】周思考2：高端白酒持续景气，五粮液顺利收官,食品饮料俱乐部
964,2021-01-10,【开源食饮】市场抱团核心资产，白酒、乳品表现突出——行业周报,宇光看食饮
965,2021-01-07,食品饮料行业月报：生鲜乳价格加速上行 关注乳制品投资机会,渤海证券
966,2021-01-06,食品饮料：茅台汾酒20年圆满收官，白酒板块景气度向好，维持“强于大市”评级,中信建投固收家
967,2021-01-05,食品饮料行业：白酒Q1业绩弹性叠加中长期乐观预期 乳制品受奶价上涨影响或加速集中,新浪
968,2021-01-04,周谈 | Weekly Talk：白酒Q1业绩弹性叠加中长期乐观预期，乳制品受奶价上涨影响或加速集中,食品饮料光头阳线
969,2021-01-04,中炬高新(600872.SH)：控股股东中山润田质押1200万股,格隆汇
970,2021-01-04,消费产业周报：白酒强势带动消费表现,新浪
971,2021-01-04,食品饮料行业周报：12月白酒指数大幅跑赢市场,新浪
972,2021-01-04,长城策略*月度金股‖一月（汪毅，王小琳）,长城研究--宏观策略
973,2020-12-31,中炬高新(600872.SH)：控股股东质押350万股,格隆汇
974,2020-12-30,中炬高新(600872.SH)：控股股东解押3440万股及再质押4595万股,格隆汇
975,2020-12-30,中炬高新(600872.SH)：1月1日以来累计收到政府补助1265.56万元,格隆汇
976,2020-12-29,2020年度市场“最爱”公司名单出炉 茅台、海天等白马股均上榜,新浪
977,2020-12-29,中炬高新(600872.SH)：控股股东解除质押2743万股及质押展期2087万股,格隆汇
978,2020-12-29,食品饮料行业报告：持续提价强化白酒逻辑 啤酒高端化产品即将布满大街小巷,新浪
979,2020-12-29,食品饮料：白酒经销商大会陆续召开，继续看好白酒板块，维持“强于大市”评级,中信建投
980,2020-12-29,食品饮料行业：白酒经销商大会陆续召开 继续看好白酒板块,新浪
981,2020-12-28,周谈|Weekly Talk:白酒中预期乐观信号积极不惧回调，复合调味品有望持续高增,食品饮料光头阳线
982,2020-12-28,食品饮料行业周报：白酒经销商大会提振信心 板块持续强势,新浪
983,2020-12-27,【开源食饮】资金行为引发白酒板块调整，白酒行业趋势向好——行业周报,宇光看食饮
984,2020-12-27,【中泰食品】思考周51：名酒来年规划清晰，十四五稳健增长可期,食品饮料俱乐部
985,2020-12-25,食品饮料行业2021年度投资策略：不畏浮云 登高望远,新浪
986,2020-12-24,中炬高新(600872.SH)：控股股东质押900万股,格隆汇
987,2020-12-18,业绩持续复苏 三大行业展现经济“韧性”,金融投资报
988,2020-12-18,中炬高新跌9% 上月中金喊目标价83元太平洋喊88元,中国经济网
989,2020-12-18,“酱茅”宣布明年不提价，多家调味股应声回落，中炬高新大跌超9%,证券时报网
990,2020-12-18,A股12月18日房企股跌幅榜：中炬高新跌9.44%位居首位,乐居财经
991,2020-12-18,A股12月18日房企股午盘：中炬高新跌8.03%,乐居财经
992,2020-12-18,快讯：食品饮料板块大幅回调 中炬高新大跌近9%,新浪
993,2020-12-18,食品板块走低，中炬高新跌逾8%,Wind
994,2020-12-18,A股12月18日房企股开盘：中炬高新跌6.18%,乐居财经
995,2020-12-18,领跑12月涨幅，食品饮料接近“涨停”！跨年行情值得期待（附股）,21世纪经济报道
996,2020-12-17,什么信号？基金公司频发消费类ETF,上证报
997,2020-12-16,深度*行业*食品饮料类社零数据点评：11月餐饮小幅下滑 烟酒、饮料维持较快增速,新浪
998,2020-12-15,我国调味品行业市场巨大 规模有望突破4000亿,每日经济新闻
999,2020-12-14,调味品市场“行业大公司小” 企业为抢市场各有招数,每日经济新闻
1000,2020-12-14,周报|Weekly Talk:白酒企业新五规划勇攀高峰，持续推荐白酒啤酒板块,食品饮料光头阳线
