,2021-12-31,A股年度“涨停王”出炉，四成交易日均封板,Wind
1064,2021-08-02,券商板块持续走高 东方财富涨超5%,格隆汇
1065,2021-08-02,【十大券商一周策略】市场到达底部区域，蓄势迎新生,Wind
1066,2021-08-02,8月“金股”来了，聚焦科技成长！这家公司上周获近500家机构调研,Wind
1067,2021-08-01,12家券商8月金股组合出炉，建议坚守景气主线！,Wind
1068,2021-08-01,这三只股票是“心头好”！12家券商8月金股组合出炉，建议坚守景气主线,中证报
1069,2021-08-01,十大券商八月金股名单出炉，涉及百只个股，东方财富中芯国际被重复推荐，这些行业持续被看好,财联社
1070,2021-08-01,顶流机构最新持仓曝光：社保狂买科技股，外资关注新能源,Wind
1071,2021-08-01,【天风非银】2021Q2公募基金保有量点评：权益基金大时代，看好权益代销优势显着的东方财富！,新锐视角看金融
1072,2021-08-01,重磅！顶流机构最新持仓曝光（附名单）,证券时报
1073,2021-08-01,国君策略：底部区域，蓄势迎新生,Wind
1074,2021-08-01,重磅！顶流机构最新持仓曝光：社保基金狂买科技股，外资关注新能源，比尔·盖茨重仓这些股（名单）,证券时报
1075,2021-08-01,这一个股最“靓”！“券商茅”获最多推荐，8月如何布局,财联社
1076,2021-07-31,券商8月金股出炉：这些股获力挺，看好“硬科技”成长股,第一财经
1077,2021-07-31,【东吴非银 | 2021Q2基金保有规模点评】权益保有量再提升，零售财富管理首推东财！,微信
1078,2021-07-31,北向资金内部大分化！抛售茅台近20亿，加仓这些股（名单）,21世纪经济报道
1079,2021-07-31,"白马股跌惨了，聪明资金突现积极信号, 越跌越买！国防军工板块遭疯狂减持，低估值高增长的北上资金加仓榜来了 减持股份",证券时报网
1080,2021-07-31,计算机行业周报：IT投入顺周期还是逆周期？甲方自建还是乙方通用？,新浪
1081,2021-07-31,国君策略八月金股组合：巨鲸落 万物生,新浪
1082,2021-07-31,头部券商激战正酣 中小券商凭啥突围,证券日报
1083,2021-07-30,券商评级出炉 海通证券跌至B类 恒泰证券、国都证券连降4级,中国经营报
1084,2021-07-30,[中报]东方财富2021上半年营收57.80亿元 基金销售额达9753亿元,全景网
1085,2021-07-30,非银金融业周报数据库第二十九周：券商评级出台强者恒强 东方财富再推股权激励,新浪
1086,2021-07-30,计算机行业2021Q2基金持仓分析：行业CR20持仓集中度持续攀新高 互联网金融持仓大幅增加,新浪
1087,2021-07-30,东方财富现1笔大宗交易 共成交558.60万元,新浪
1088,2021-07-30,东方财富今日大宗交易成交20万股，成交价27.93元折价10.05%,Wind
1089,2021-07-30,中国银河：维持东方财富(300059.SZ)“推荐”评级 基金销售火爆推动金融电子业务大幅增长,智通财经
1090,2021-07-30,中信建投大金融团队最新研究,中信建投证券研究
1091,2021-07-30,近一周258股获机构评级 14股关注度最高,证券时报
1092,2021-07-29,国信证券金股推荐：2021年8月各行业金股推荐汇总,新浪
1093,2021-07-29,QFII最新投资路径曝光：现身20家公司，连续两季度增持“光伏”，提前埋伏半导体,21世纪经济报道
1094,2021-07-29,【机构风向标】市场调整之际，机构集体看好14股后市行情，12股看涨空间超15%,证券时报网
1095,2021-07-29,东方财富大宗交易成交48.00万股 成交额1176.00万元,证券时报网
1096,2021-07-29,北向资金今日净买入逾42亿元，比亚迪、东方雨虹净买入居前,Wind
1097,2021-07-29,"东方财富现1笔大宗交易 共成交1,176.00万元",新浪
1098,2021-07-29,A股资金流向（7月29日）：成长股强势反包，资金汹涌抢筹,Wind
1099,2021-07-29,沪深两市半日成交破7000亿元！券商“一哥”东方财富涨超5.6%,资本邦
1100,2021-07-29,社保基金持仓曝光：偏爱电子设备、医药等领域,中国基金报
1101,2021-07-29,从二季报和高频探测模型看基金抱团最新变化,ZTQuant
1102,2021-07-29,最新QFII增持股名单！机构重金杀入半导体龙头,Wind
1103,2021-07-29,北向资金动向盘点：“军工”连续五日净卖出,Wind
1104,2021-07-29,聪明钱回来了，抄底逾80亿元，增持行业、个股曝光（名单）,21世纪经济报道
1105,2021-07-29,上市公司半年报显示，社保基金、QFII增持通信、电子、医药等行业,Wind
1106,2021-07-29,社保基金、QFII增持通信、电子、医药等行业,全景网
1107,2021-07-28,最新！社保基金持仓曝光，偏爱这些股！QFII、险资持仓也来了,上游新闻
1108,2021-07-28,半年代销基金9753亿，东方财富业绩井喷净利翻倍，年内市值四次超越中信证券,21世纪经济报道
1109,2021-07-28,北上资金活跃股名单(7月28日),证券时报网
1110,2021-07-28,东方财富遭深股通连续4日净卖出合计净卖出23.58亿元,证券时报网
1111,2021-07-28,Ｃ霍普上市首日成交4.22亿元，龙虎榜营业部成交占比14.04%,证券时报网
1112,2021-07-28,北向资金今日净买入80.53亿元，东方雨虹获净买入近12亿元,Wind
1113,2021-07-28,躲过这一波大跌了吗？逾8成股民哭了！,中投网
1114,2021-07-28,139家券商“中考”揭榜！一业务爆发，8科成绩曝光,Wind
1115,2021-07-28,57股获券商买入评级，三一重工目标涨幅达97.37%,Wind
1116,2021-07-28,每日理财观察：国务院要求实施好三孩生育政策,Wind
1117,2021-07-28,北向资金动向盘点：净卖不过才40亿，抛压为什么那么大,Wind
1118,2021-07-28,沪指跌破3400点，北向资金减仓力度降低，逆市买入这些股（名单）,21世纪经济报道
1119,2021-07-28,互联网渠道流量强势变现，百亿级基金经理大扩容,Wind
1120,2021-07-27,大资金出手！买入芯片龙头近40个亿,中国基金报
1121,2021-07-27,主力资金｜芯片龙头逆市上涨，大资金买入近40亿元,上游新闻
1122,2021-07-27,北向资金 | 合计净流出41.72亿元，贵州茅台、东方财富、恒瑞医药净卖出居前,上游新闻
1123,2021-07-27,北向资金净卖出贵州茅台逾10亿元，这些股获加仓,第一财经
1124,2021-07-27,北向资金今日净卖出41.72亿元，贵州茅台遭净卖出逾10亿元,Wind
1125,2021-07-27,7月27日主力资金净流出649亿元,证券时报网
1126,2021-07-27,【窥业绩】半年净利翻倍，“券茅”东方财富能否躲过指数大跌？,财华社
1127,2021-07-27,同时，互联网券商因为不用投入较多的资金到营销端，其盈利能力相比其他券商会更加出色。,财华社
1128,2021-07-27,东方财富(300059)：代销和证券业务推动业绩高增 股权激励彰显发展动能,新浪
1129,2021-07-27,A股资金流向（7月27日）：新能源产业链持续遭抛售，芯片龙头一枝独秀,Wind
1130,2021-07-27,东方财富上半年盈利37亿基金销售翻倍 向818名核心员工推出5000万股股权激励,长江商报
1131,2021-07-27,北向资金净流出超百亿创年内新高，连续出逃京东方，抄底这些个股（名单）,21世纪经济报道
1132,2021-07-27,北向资金动向盘点：净卖第一不是食品饮料，更不是医药,Wind
1133,2021-07-27,51股获券商买入评级，一心堂目标涨幅达77.34%,Wind
1134,2021-07-27,计算机行业周报：Q2基金持仓回升 关注白马边际改善和行业信创,新浪
1135,2021-07-26,北向资金净卖出创近一年新高，京东方A遭净卖出10.53亿元居首,Wind
1136,2021-07-26,东方财富今日大宗交易成交41.50万股，成交价27.3元折价16.82%,Wind
1137,2021-07-26,东方财富美股开户有什么要求？值不值得购买？,至诚财经
1138,2021-07-26,东方财富(300059)：卡位财富管理赛道 业绩持续高增长,广发证券
1139,2021-07-26,非银金融行业：持续关注估值处于低位的非银板块,广发证券
1140,2021-07-26,非银行金融行业：非银持仓持续低位 建议持续关注财管主线低估值标的,新浪
1141,2021-07-26,A股资金流向（7月26日）：“茅族”、“宁族”集体遭抛售，芯片龙头获青睐,Wind
1142,2021-07-26,华创证券：维持东方财富(300059.SZ)“推荐”评级 目标价41.5元,智通财经
1143,2021-07-26,国信证券：维持东方财富(300059.SZ)“增持”评级 基金代销业务增长迅猛 业绩超出预期,智通财经
1144,2021-07-26,计算机行业周报：21Q2基金持仓统计：行业仍低配 把握景气赛道,华安证券
1145,2021-07-26,国信证券给予东方财富增持评级；东方财富近期获20份券商研报关注，目标均价涨幅24.38%,每日经济新闻
1146,2021-07-26,东方财富(300059)2021年半年报点评：业绩继续高增长,新浪
1147,2021-07-26,东方财富(300059)2021年中报点评：业绩持续高增长 激励计划凸显信心,新浪
1148,2021-07-26,社保基金最新持股动向：新建仓2股，增持1股,证券时报
1149,2021-07-26,净利润翻倍，抛出重磅股权激励方案，东方财富还能走多远？,第一财经
1150,2021-07-26,计算机行业周报：平台经济时代终结 硬核科技时代到来(推荐),国海证券
1151,2021-07-26,国元证券：维持东方财富(300059.SZ)“买入”评级 目标价40.8元,智通财经
1152,2021-07-26,中泰证券给予东方财富买入评级；东方财富近期获19份券商研报关注，目标均价涨幅19.61%,每日经济新闻
1153,2021-07-26,东吴证券：维持东方财富(300059.SZ)“买入”评级 业绩持续高增 股权激励增加发展动能,智通财经
1154,2021-07-26,天风证券给予东方财富买入评级，核心业务收入及利润率持续提升，激励方案助力治理优化并显示信心,每日经济新闻
1155,2021-07-26,东莞证券给予东方财富谨慎推荐评级：基金、证券业务收入均实现高增长,每日经济新闻
1156,2021-07-26,海通证券：维持东方财富(300059.SZ)“优大于市”评级 合理价值区间42.12-44.85元,智通财经
1157,2021-07-26,国泰君安：维持东方财富(300059.SZ)“增持”评级 上调目标价47.18元,智通财经
1158,2021-07-26,【安信非银第22期周报】券商评级头部领先，持续看好券商行情,新角度新金融
1159,2021-07-26,东方财富上半年净利倍增 高于市价推限制性股票激励计划,上证报
1160,2021-07-26,"【中证盘前】多家上市公司回应义务教育“双减政策”影响；东方财富上半年净利润翻倍；社保基金拟减持中国人保不超2%股份
拟减持股份",中证报
1161,2021-07-26,北上资金重点加仓名单来了！22股连续七周加仓,Wind
1162,2021-07-25,东方财富首发限制性股票激励计划,每日经济新闻
1163,2021-07-25,20股获买入评级 最新:保 龄 宝,中财网
1164,2021-07-25,看当下券商股的“五碗面”东风已来？券商板块迎五维因素共振,资本邦
1165,2021-07-25,东方财富(300059)：核心业务市占率均快速提升,新浪
1166,2021-07-25,东方财富（300059）2021年中期点评：市占率持续提升，股权激励扬帆起航【华创非银】,华创非银
1167,2021-07-25,东方财富(300059)公司半年报：基金代销收入大幅+110% 证券业务市占率继续提升 股权激励计划彰显管理层信心,新浪
1168,2021-07-25,深度*公司*东方财富(300059)：核心业务持续成长 基金管理与国际业务发展提速,新浪
1169,2021-07-25,东方财富(300059)：业绩持续快增 基金销售翻倍增长,新浪
1170,2021-07-25,东方财富(300059)：基金销量继续大增,新浪
1171,2021-07-25,【国君非银刘欣琦团队】券商评级出台强者恒强，东方财富再推股权激励,欣琦看金融
1172,2021-07-25,计算机行业2021Q2基金持仓分析：环比提升 加配产业互联网,新浪
1173,2021-07-25,国盛证券维持东方财富买入评级：21H1业绩持续高增，股权激励大幅优化治理结构,每日经济新闻
1174,2021-07-25,国元证券给予东方财富买入评级，2021年半年报点评：营收与利润高增长，资管业务加速落地,每日经济新闻
1175,2021-07-25,安信证券维持东方财富买入评级：业绩持续快增，基金销售翻倍增长，目标价43元,每日经济新闻
1176,2021-07-25,开源证券发布东方财富研报，东方财富2021年中报点评：股票激励增强竞争力，基金销售和日活增长超预期,每日经济新闻
1177,2021-07-25,东吴证券给予东方财富买入评级，2021年中报点评：业绩持续高增，股权激励增加发展动能,每日经济新闻
1178,2021-07-24,狂买这些股！新基金建仓大曝光,Wind
1179,2021-07-24,"3500亿""券茅""业绩狂飙，这块业务爆火，还有17亿股权激励！",券商中国
1180,2021-07-24,上市公司正负面新闻2021年7月24日星期六,Wind
1181,2021-07-24,东方财富2021年半年报：总收入57.8亿元，净利润增长106.08%,亿欧网
1182,2021-07-24,东方财富火了！净利润翻倍，更有重磅股权激励方案来了！,e公司
1183,2021-07-23,东方财富又在“激发”股价？拟实施股票激励，818人获授5000万股，半年净利37亿翻倍，基金收入占比64%,财联社
1184,2021-07-23,券商市值“一哥”东方财富发布上市以来首份限制性股票激励计划：授予价格高于今日收盘价！投资者：有“自信”？,每日经济新闻
1185,2021-07-23,公告精选：东方财富上半年净利翻倍；ST安信拟定增募资不超90.13亿元,e公司
1186,2021-07-23,公告精选：东方财富上半年净利翻倍；社保基金会拟减持中国人保不超2%股份,e公司
1187,2021-07-23,晚间重要公告2021年7月23日星期五,Wind
1188,2021-07-23,互联网龙头火了！半年狂卖非货基金5300亿，代销收入翻倍了！,中国基金报
1189,2021-07-23,【国君非银】券商逐步回暖，保险已入冰点——2021年二季度非银板块基金持仓分析,欣琦看金融
1190,2021-07-23,证监会公布2021年证券公司分类结果,Wind
1191,2021-07-23,陆股通净卖出46.59亿元（附名单）,证券时报网
1192,2021-07-23,晚间公告｜7月23日这些公告有看头,第一财经
1193,2021-07-23,北向资金净买入韦尔股份6.59亿元,证券时报
1194,2021-07-23,北向资金净流出超46亿，韦尔股份逆势获净买入6.59亿,第一财经
1195,2021-07-23,东方财富(300059.SZ)：拟推5000万股的2021年限制性股票激励计划,格隆汇
1196,2021-07-23,A股震荡下行超46亿外资暂时撤离，新能源产业链股遭大幅抛售,Wind
1197,2021-07-23,东方财富上半年净利润翻倍，线上基金销售额近万亿元,中华网
1198,2021-07-23,东方财富(300059.SZ)拟推5000万股限制性股票激励计划 授予价为34.74元/股,智通财经
1199,2021-07-23,东方财富：发布2021年限制性股票激励计划（草案），拟授予5000万股,Wind
1200,2021-07-23,A股资金流向（7月23日）：市场情绪低迷，白酒、医药股遭大幅抛售,Wind
1201,2021-07-23,东方财富(300059.SZ)半年度净利润升106.08%至37.27亿元,格隆汇
1202,2021-07-23,东方财富：2021年半年度净利润约37.27亿元，同比增加106.08%,每日经济新闻
1203,2021-07-23,东方财富：拟向激励对象818人授予限制性股票5000万股,每日经济新闻
1204,2021-07-23,东方财富发布半年报：上半年净利润37.27亿元，同比增长106.08%,Wind
1205,2021-07-23,东方财富：上半年实现净利润37.26亿元，同比增长106.08%,金十数据
1206,2021-07-23,金融行业2021年二季度非银板块基金持仓分析：券商逐步回暖 保险已入冰点,新浪
1207,2021-07-23,“券茅”东方财富涨超2%再创历史新高！,资本邦
1208,2021-07-23,【行情】金融科技板块大幅拉升，指南针涨超10%，东方财富、同花顺、财富趋势、大智慧等集体冲高,金十数据
1209,2021-07-23,21Q2基金持仓结构分析：新能源赛道持仓比例超过20%,新浪
1210,2021-07-23,北上资金7月22日净买入59.27亿元，歌尔股份（002241.SZ）成交额居首,智通财经
1211,2021-07-23,重磅！前十基金公司最新重仓股大曝光，附名单→→,每日经济新闻
1212,2021-07-22,非银一周观点：东财业绩再超预期 依然看好权益类财富管理赛道,新浪
1213,2021-07-22,89只股股价创历史新高,证券时报网
1214,2021-07-22,北向资金连续4日“买买买”累计加仓超160亿，歌尔股份净买入额创逾7个月新高,Wind
1215,2021-07-22,揭秘公募基金二季度重仓股：谁被增仓谁被减仓？5.6万亿头部资金买了哪些票？（附前十大基金公司重仓名单）,每日经济新闻
1216,2021-07-22,非银金融行业-2021Q2公募基金持仓分析：券商逆势增配 保险十年新低,广发证券
1217,2021-07-22,中金| 财富管理：银行降低基金申购费率影响几何？,Wind
1218,2021-07-22,互联网券商驶入快车道,搜狐
1219,2021-07-22,银行行业21H金融板块持仓：东方财富获增持 多数个股遭减配,新浪
1220,2021-07-22,一天暴涨180亿！东方财富市值突破3500亿，大幅领先中信证券，什么情况？,券商中国
1221,2021-07-22,锂电池巨头创新高，滞涨绩优概念股请收藏,Wind
1222,2021-07-22,A股早报2021年7月22日星期四,Wind
1223,2021-07-22,LPR未调降 市场格局是否出现变化？,新浪
1224,2021-07-22,北向资金动向曝光：7月21日这30只个股被猛烈扫货（附名单），东方财富获净买入超11亿元,每日经济新闻
1225,2021-07-22,一天涨180亿！券商市值一哥东方财富突破3500亿领先中信证券 什么情况？,券商中国
1226,2021-07-21,已有27家券商可做基金投顾：陪伴式服务客户，百万年薪揽才,澎湃新闻
1227,2021-07-21,东方财富等39股获特大单资金净流入超2亿元,证券时报网
1228,2021-07-21,北水抛售腾讯近30亿、美团近12亿；南水买入东方财富、三安光电,富途证券
1229,2021-07-21,北向资金净流入超31亿元，抢筹东方财富超11亿元,第一财经
1230,2021-07-21,北向资金 | 合计净流入31.18亿元，东方财富、三安光电、隆基股份净买入居前,上游新闻
1231,2021-07-21,北上资金净买入31.17亿元东方财富获净买入11.63亿元,格隆汇
1232,2021-07-21,北向资金今日净买入31.17亿元，东方财富获净买入逾11亿元,Wind
1233,2021-07-21,A股资金流向（7月21日）：新能源产业链卷土重来，消费电子遭抛售,Wind
1234,2021-07-21,券商板块冰与火东方财富历史新高VS传统券商跌跌不休,证券之星
1235,2021-07-21,A股早盘全线上涨:半年报行情火热 业绩兑现仍是核心逻辑,上证报
1236,2021-07-21,券商板块获主力追捧，“券茅”东方财富主力净流入近17亿元居首,资本邦
1237,2021-07-21,A股高开高走创业板指涨1.5%券商股走强东方财富大涨6%,华尔街见闻
1238,2021-07-21,券商板块走强 东方财富(300059.SZ)涨超6%再创新高,格隆汇
1239,2021-07-21,券商板块走强 东方财富股价创历史新高,中证网
1240,2021-07-21,东方财富涨6.4%创历史新高，券商板块异动拉升,资本邦
1241,2021-07-21,券商股早盘活跃，东方财富涨近5%再创历史新高,Wind
1242,2021-07-21,51股获券商买入评级，冀东水泥目标涨幅达102.95%,Wind
1243,2021-07-21,145款APP侵害用户权益被通报 涉及多家上市公司 其他违规处罚,上证报
1244,2021-07-20,非银金融行业：券商板块关注度在升温 业绩增长和资产质量与当前估值不匹配,新浪
1245,2021-07-20,东方财富现1笔大宗交易 共成交783.00万元,新浪
1246,2021-07-20,东方财富今日大宗交易成交30万股，成交价26.1元折价19.62%,Wind
1247,2021-07-20,非银行金融行业网络券商专题报告：网络券商业务模式的启示,新浪
1248,2021-07-20,非银｜网络券商业务模式的启示,中信证券研究
1249,2021-07-19,71款APP未完成整改遭点名：虎牙直播、东方财富等在列 7月26日前不改将被处置 产品问题,每日经济新闻
1250,2021-07-19,计算机行业投资周报：数字人民币试点有序扩大 关注银行IT需求释放,新浪
1251,2021-07-19,国泰君安证券：维持东方财富(300059.SZ)“增持”评级 目标价44.1元,智通财经
1252,2021-07-19,东吴证券：维持东方财富(300059.SZ)“买入”评级 零售证券业务继续表现高增长 投资规模与收益表现亮眼,智通财经
1253,2021-07-19,东方财富（300059）重大事项点评：东财证券中期业绩向好，业务市占率继续提升【华创非银】,华创非银
1254,2021-07-19,【非银】交投情绪活跃，看好有业绩支撑的券商股投资机会——非银金融行业周报——中性,渤海证券研究
1255,2021-07-19,金融市场流动性与监管动态周报：外资大进大出背后有哪些结构性变化？,新浪
1256,2021-07-18,【东吴非银 | 公司点评】东方财富：经纪、两融保持高增长，投顾牌照助力未来,微信
1257,2021-07-18,【国君非银】证券和财富管理业务持续高增——东方财富子公司东方财富证券2021年半年报点评,欣琦看金融
1258,2021-07-18,东方财富(300059)：证券和财富管理业务持续高增,新浪
1259,2021-07-18,国君策略：正视扰动，迎接厚积薄发,Wind
1260,2021-07-18,开源证券维持东方财富买入评级，东方财富证券2021H1财务报表点评：证券市占率提升超预期，财富管理转型不断深化,每日经济新闻
1261,2021-07-17,上半年净利最高增逾700%！跌跌不休的券商股下半年有机会吗？,上游新闻
1262,2021-07-17,多数券商半年报业绩预喜，这家净利最高预增7倍！下半年券商股能否跑出“加速度”？,新浪
1263,2021-07-17,上半年净利最高增逾700%！券商股价“跌跌不休”，机构却说“已到左侧布局时”,中证报
1264,2021-07-17,业绩与股价背离 行业市值一哥易主 券商半年报掀起一角,经济观察网
1265,2021-07-16,连续12日成交破万亿 外资加仓这些标的,新浪
1266,2021-07-16,非银金融行业：基金投顾加速扩容 财富管理大时代渐近,广发证券
1267,2021-07-16,东方财富(300059.SZ)：东方财富证券半年度非合并净利润20.71亿元 同比增长81.75%,格隆汇
1268,2021-07-16,北向资金再度净卖出超41亿，新能源产业链股遭大幅抛售,Wind
1269,2021-07-16,东方财富(300059.SZ)：东方财富证券上半年净利润同比增长82%至20.7亿元,智通财经
1270,2021-07-16,同样是高ROE，为何中信建投没有中金公司吃香？,21世纪经济报道
1271,2021-07-16,【聚焦增减持】同花顺“骚操作”又来了！“元老级”股东这次是真减持？ 减持股份,财华社
1272,2021-07-16,至于此次这四位股东到底是真的要减持，还是再度上演“狼来了”最新戏码只能等待时间的验证。,财华社
1273,2021-07-16,国投瑞银基金新基设置“双人管理” 宋璐3只产品业绩跑输同类平均,中金在线
1274,2021-07-16,中信建投大金融团队最新研究,中信建投证券研究
1275,2021-07-15,又一券商获场外期权交易商资格，华创证券今年第三家获批二级交易商，场外衍生品规模逼近1.5万亿,财联社
1276,2021-07-15,计算机行业周报：积极关注鸿蒙及工业软件板块,国海证券
1277,2021-07-15,东方财富发力私募基金代销首支景林FOF刷新私募首发募资规模纪录,资本邦
1278,2021-07-15,Ｃ中熔上市首日成交13.86亿元，龙虎榜营业部成交占比17.13%,证券时报网
1279,2021-07-15,东方财富现1笔大宗交易 共成交832.00万元,新浪
1280,2021-07-15,东方财富今日大宗交易成交32万股，成交价26.0元折价21.43%,Wind
1281,2021-07-15,A股资金流向（7月15日）：白酒、金融获资金青睐，比亚迪连续遭大幅抛售,Wind
1282,2021-07-15,北向资金净流入超110亿，券商二度拉升，东方财富涨3%,资本邦
1283,2021-07-15,新时代证券维持东方财富强烈推荐评级，东方财富公告点评：2021H1 业绩持续高增，国际化战略积极推进,每日经济新闻
1284,2021-07-15,“大鲶鱼”东方财富入场，强势布局私募销售，长尾与高净值客户一个都不能少，更多券商正私募领域厮杀,财联社
1285,2021-07-15,上半年业绩暴增股名单 （附股）,证券之星
1286,2021-07-15,4亿增加至8亿 又有基金公司大举增加注册资本金！,中国基金报
1287,2021-07-14,证券Ⅱ行业：金融科技：券商竞争的隐形主赛道,广发证券
1288,2021-07-14,增资100%，又有基金公司大举增加注册资本金！,中国基金报
1289,2021-07-14,开业不足1年 金圆统一证券先打出卖方研究这张牌：总部初定深圳 优先招聘六大领域研究人才,财联社
1290,2021-07-14,汾酒、万华、东财等核心蓝筹中期业绩或接近去年全年，睿远、高毅、贝莱德等机构积极参与调研,红周刊
1291,2021-07-14,板块异动丨券商业绩继续保持高增长 证券板块异动拉升,智通财经
1292,2021-07-14,国金证券：首予东方财富(300059.SZ)“买入”评级，目标价40.2元,智通财经
1293,2021-07-14,国金证券首予东方财富买入评级，用户视角下“开放式投资平台”的价值，目标价40.2元,每日经济新闻
1294,2021-07-14,【国金晨讯】碳市场上线在即，布局哪三条主线？推荐安踏体育、东方财富,国金证券研究所
1295,2021-07-14,高盛给予东方财富买进的初始评级,Wind
1296,2021-07-14,高盛给予东方财富买进的初始评级,金十数据
1297,2021-07-13,证券-数字金融系列二：聚焦老虎 看跨境互联网券商打造一站式投资全球标杆,新浪
1298,2021-07-13,或为开展新业务，东财基金再获东方财富证券增资4亿元，去年仍亏损418万元,理财不二牛
1299,2021-07-13,东方财富(300059.SZ)与上海银行浦西分行签署最高额保证合同,智通财经
1300,2021-07-13,东财基金一年内两获东方财富证券增资，注册资本已达8亿元！业内：或与开展创新业务有关,每日经济新闻
1301,2021-07-13,"东方财富现1笔大宗交易 共成交1,198.56万元",新浪
1302,2021-07-13,创业板指一度超过上证指数：可是那又怎么样？券商从“茅指数”喊到“宁组合”,上证报
1303,2021-07-13,东方财富今日大宗交易成交45.40万股，成交价26.4元折价18.32%,Wind
1304,2021-07-13,国元早安直通车,新浪
1305,2021-07-13,西藏东财基金注册资本由4亿元增至8亿元,北京商报
1306,2021-07-13,上海区域股市周报：1亿融资买入韦尔股份复 星医药跌出板块市值9强,每日经济新闻
1307,2021-07-13,长江证券：公司与财富趋势已有合作,Wind
1308,2021-07-13,A股早报2021年7月13日星期二,Wind
1309,2021-07-13,73股获券商买入评级 招商蛇口目标涨幅达60.50%,Wind
1310,2021-07-13,北向资金动向盘点：逢高净卖“电新”20.8亿,Wind
1311,2021-07-13,这些股股价创历史新高，却遭北向资金抛售（名单）,21世纪经济报道
1312,2021-07-13,大型券商财富管理“先试先行” 调整组织架构加速转型布局,证券日报
1313,2021-07-13,"大型券商财富管理""先试先行"" 加快财富管理转型步伐",证券日报网
1314,2021-07-13,资本市场高速发展为当地经济注入活水,中证报
1315,2021-07-12,【长城非银】业绩超预期，寻求下一增长极——关于东方财富2021H1业绩预告的点评,强思非银
1316,2021-07-12,创业板人气爆棚，知名基金已提前杀入这些大牛股,中证报
1317,2021-07-12,财信证券维持东方财富推荐评级,每日经济新闻
1318,2021-07-12,北向资金 | 合计净流入16.42亿元，比亚迪、东方财富、五粮液净买入居前,上游新闻
1319,2021-07-12,中银证券维持东方财富买入评级：上半年业绩维持高增，基金投顾扬帆起航,每日经济新闻
1320,2021-07-12,东方财富(300059)：财富管理大时代业绩持续高增长,新浪
1321,2021-07-12,北向资金今日净买入16.42亿元，新能源股表现分化,Wind
1322,2021-07-12,业绩超预期东方财富(300059.SZ)收涨近5%,格隆汇
1323,2021-07-12,【天风非银】全面降准超预期，看好业绩高增的东方财富受益大财富管理的发展！,新锐视角看金融
1324,2021-07-12,东方财富(300059)：基金销售及证券业务共同推动增长,新浪
1325,2021-07-12,两市成交超8000亿元，“券茅”东方财富涨超6%，安信证券：持续看好券商反弹行情延续,资本邦
1326,2021-07-12,东莞证券：给予东方财富增持评级,证券之星
1327,2021-07-12,国元证券：给予东方财富买入评级，目标价位36.0元,证券之星
1328,2021-07-12,天风证券：给予东方财富买入评级,证券之星
1329,2021-07-12,国元证券维持东方财富买入评级：稀缺互联网平台，资管打开新空间,每日经济新闻
1330,2021-07-12,天风证券维持东方财富买入评级：核心业务齐头并进成绩喜人，国际业务及财富管理步入轨道,每日经济新闻
1331,2021-07-12,融资客青睐6股，江南水务买入占比高达39.86%,Wind
1332,2021-07-12,中金：从Robinhood看中美互联网券商发展异同,中金点睛
1333,2021-07-12,上市公司正负面新闻2021年7月12日星期一,Wind
1334,2021-07-12,东方财富深度研究 | 中信建投非银,中信建投证券研究
1335,2021-07-12,【中信建投 非银】降准改善交易情绪，继续看好券商板块表现,中信建投非银金融研究
1336,2021-07-11,业绩略超市场预期，关注新业务布局丨东方财富（300059）2021H1业绩预告点评【华创非银】,华创非银
1337,2021-07-11,深度*公司*东方财富(300059)：上半年业绩维持高增 基金投顾扬帆起航,新浪
1338,2021-07-11,华西证券：给予东方财富买入评级，目标价位39.44元,证券之星
1339,2021-07-10,天风证券：全面降准超预期，看好东方财富(300059.SZ)和广发证券(01776)等,智通财经
1340,2021-07-10,字节跳动计划出售旗下证券业务，东方财富、德邦证券称未与其进行接触 资产异常,亿欧网
1341,2021-07-10,3300亿“券茅”预告净利翻倍！券商股市值“新一哥”地位牢固,中证报
1342,2021-07-10,北向资金丨本周扫货重点曝光 五粮液获净买入16.78亿元,第一财经
1343,2021-07-10,上市公司正负面新闻2021年7月10日星期六,Wind
1344,2021-07-10,东方财富上半年净利翻倍，总市值仍高居券商业第一,财联社
1345,2021-07-09,证券业的业绩先锋来了！东方财富上半年净利翻倍，着重提及四大业务“大幅增长”，总市值仍高居第一,财联社
1346,2021-07-09,晚间重要公告2021年7月9日星期五,Wind
1347,2021-07-09,晚间公告｜7月9日这些公告有看头,第一财经
1348,2021-07-09,7月9日东方财富、中国黄金等10家公司公告出现利好,证券之星
1349,2021-07-09,东方财富上半年净利预增约1倍 基金投顾业务获市场看好,e公司
1350,2021-07-09,北向资金今日小幅净卖出2.11亿元，外资高位出逃新能源股,Wind
1351,2021-07-09,东方财富上半年净利润预增94%-121%,上证报
1352,2021-07-09,东方财富：上半年预计净利润同比增长93.53%~121.18%,Wind
1353,2021-07-09,A股资金流向（7月9日）：锂电上游材料龙头获资金重金押注,Wind
1354,2021-07-09,东方财富(300059.SZ)：上半年预盈35亿元-40亿元 同比增长93.53%-121.18%,格隆汇
1355,2021-07-09,东方财富：上半年净利同比预增94%-121%,财联社
1356,2021-07-09,东方财富：预计上半年净利同比增长93.53%-121.18%,格隆汇
1357,2021-07-09,东方财富：预计上半年盈利35亿-40亿元，同比增长93.53%-121.18%,Wind
