,2021-12-31,年终盘点|医药2021：白马纷纷倒下 创新药走出温室 医改重构医药投资价值逻辑,财联社
1126,2020-12-28,创新称王，药企裁员、优化产品线频繁...2021这些医药政策仍需留意！,新浪医药
1127,2020-12-26,12只个股被社保与QFII，连续持仓五个季度,Wind
1128,2020-12-26,12只个股被社保与QFII 连续持仓五个季度,证券日报
1129,2020-12-26,988份券商报告描绘2021年A股掘金地图 热度最高十大“金”股揭秘,证券日报
1130,2020-12-25,社保与QFII连续五个季度共同持仓12只金股,新浪
1131,2020-12-25,乐普医疗(300003.SZ)：上海健康拟搭建持股平台实施持股计划,智通财经
1132,2020-12-25,乐普医疗(300003.SZ)高管张志斌增持9.94万股,智通财经
1133,2020-12-25,乐普医疗(300003.SZ)控股的人工智能医疗子公司上海健康拟实施员工持股计划,格隆汇
1134,2020-12-25,子公司拟上市 乐普医疗股东非公开发行可交换债券已进入换股期,GPLP犀牛财经
1135,2020-12-24,医药行业189页深度解析2021年投资策略,新浪
1136,2020-12-24,新股排查丨惠泰医疗业绩增速较快，原材料依赖境外供应商,21世纪经济报道
1137,2020-12-24,新股排查丨惠泰医疗业绩增速较快，冠脉通路类产品收入增长,21世纪经济报道
1138,2020-12-22,下一个英科医疗！这一领域10倍空间正起航 5大赛道掘金行业龙头,新浪
1139,2020-12-22,医药生物行业周报：“三重行业红利 五重公司催化”助推智飞生物 强调Q1医药躁动机会,新浪
1140,2020-12-21,医药行业一周观察：春季躁动似有提前，紧握医药核心资产,国信研究
1141,2020-12-20,最高降2万 大批耗材降价：美敦力、强生、乐普,新浪
1142,2020-12-18,121个医疗器械获批上市，乐普医疗数量最多！,医药观察家网
1143,2020-12-18,年终盘点 | 2020医疗器械监管热点事件抢“鲜”看,中国医药报
1144,2020-12-18,盘前情报丨国产芯片大利好来了！集成电路全名单出炉,21世纪经济报道
1145,2020-12-18,“喝酒吃药”行情再起 超跌大消费股获机构关注,证券时报
1146,2020-12-17,52亿主力资金近三日杀入QFII重仓概念股,证券时报网
1147,2020-12-17,骨科耗材厂商的冬天,澎湃新闻
1148,2020-12-17,未来，AI医疗是集采的“避风港”还是“主战场”？,医疗器械协会
1149,2020-12-17,药中茅台20年涨179倍 超跌大消费白马股名单来了,证券时报
1150,2020-12-17,20年涨超179倍！长牛股如何炼成？优质超跌大白马名单来了,证券时报网
1151,2020-12-17,20年狂涨179倍，“药中茅台”创历史新高！长牛股如何炼成，优质超跌大消费白马股名单来了,证券时报
1152,2020-12-17,科技龙头大反弹关注砸出深坑的绩优股,证券导报
1153,2020-12-16,中关村生物健康产业快速发展 自主创新能力显著提升,中新网
1154,2020-12-16,乐普医疗(300003.SZ)股东非公开发行可交换债将于12月17日进入换股期,搜狐
1155,2020-12-16,乐普医疗(300003.SZ)：七二五所6亿元可交债12月17日进入换股期,格隆汇
1156,2020-12-16,投资机会何在？医药股连续反弹，政策面阶段不确定性有望消除,澎湃新闻
1157,2020-12-15,支架集采后该怎么办？如何保证用量？医保局规定来了！,E药经理人
1158,2020-12-15,以AI抗击新冠，深睿医疗完成数亿元C+融资,华夏时报
1159,2020-12-15,微创医疗分拆又一附属公司 近期已有三次拆分上市,新浪
1160,2020-12-15,林华医疗产能利用率下滑仍扩产，理财远超募资两倍,云掌财经
1161,2020-12-15,集中带量采购成功让冠脉支架价格从均价1.3万元降至700,中研网
1162,2020-12-15,乐普医疗分拆乐普诊断冲刺科创板,中证报
1163,2020-12-14,心脏支架丢标“后遗症”乍现信立泰对子公司全额计提商誉减值准备 资产异常,经济观察网
1164,2020-12-14,医药生物行业周报：2021医药“春季躁动”有望提前到来 关注医药消费投资机会,新浪
1165,2020-12-13,骨科行业：耗材集采将大幅扩围 如何影响行业长期发展？,新浪
1166,2020-12-12,国内第三大医械平台，信立泰医疗即将分拆上市？一文拆解其竞争力！,新浪
1167,2020-12-11,利润下滑又遭遇注射剂集采 输液龙头科伦药业遭遇“戴维斯双杀” 盈利能力下降,新浪
1168,2020-12-11,集采后的骨科企业，化危机为生机！,医疗器械协会
1169,2020-12-10,康泰医学业绩暴增12倍 600亿市值是否透支明年业绩？,新浪
1170,2020-12-10,2021年度策略行业策略：医药黄金时代行情不会缺席 2021只是更加极致聚焦,新浪
1171,2020-12-09,乐普医疗(300003.SZ)：切割球囊系统取得产品注册证,格隆汇
1172,2020-12-09,高管增持榜：森马服饰增持额居首,证券时报网
1173,2020-12-08,瓣膜市场风起云涌：国内首个二尖瓣置换产品上市在即,科创板日报
1174,2020-12-08,21深度｜国产IVD行业困局：价格优势不再，高端产品突破艰难,21世纪经济报道
1175,2020-12-08,国联安基金魏东：顺周期板块将贯穿跨年行情,证券之星
1176,2020-12-08,医药生物行业2020年12月投资月报：医药反弹持续性如何？,新浪
1177,2020-12-08,预见2021：《中国植入医疗器械产业全景图谱》(附市场规模、投资现状、竞争格局等),前瞻研究院
1178,2020-12-08,医药反弹持续性如何？——兴证医药2020年12月投资月报,兴证医药健康
1179,2020-12-08,医药生物创新医疗器械政策跟踪点评报告：器械创新方兴未艾 多领域孕育投资机会,新浪
1180,2020-12-08,医药行业一周观察：医药板块整体反弹 持续推荐三条主线,新浪
1181,2020-12-08,乐普医疗分拆乐普诊断冲刺科创板IPO 可有盼头？,格隆汇
1182,2020-12-07,第二轮器械集采将至！医保局收集六类耗材数据，外企产品承压,健识局
1183,2020-12-07,医药生物行业周报：狂犬单抗未来会是大品种吗？再次强调12月是医药底部布局期,新浪
1184,2020-12-07,医药行业周报：医药反弹OR反抽？,西南证券
1185,2020-12-04,国家工信部发名单，一批药企上榜,赛柏蓝
1186,2020-12-04,吻合器生产大省集采落地：平均降幅超80% 国内市场将迎巨变,科创板日报
1187,2020-12-04,乐普医疗拆分乐普诊断冲科创板 上下游均依赖关联方,新浪
1188,2020-12-04,医药2021年度投资策略：医保全面控费背景下，医药“四化建设”是未来投资方向【安信医药马帅团队】,医药马帅团队
1189,2020-12-04,医疗产业迎难而上 展现韧劲和涌向创新的激情,每日经济新闻
1190,2020-12-04,乐普医疗子公司科创板IPO募资逾4亿 近三年研发投入累计过亿占营收近16%,长江商报
1191,2020-12-04,A股“吃药”行情能否延续？医疗器械国产替代空间多大？《下一个黄金十年——中国医疗产业白皮书》为您揭秘,每日经济新闻
1192,2020-12-04,两融业务周报（20201130-20201204）,东吴财经通
1193,2020-12-03,刚刚！乐普重大消息公布,新浪
1194,2020-12-03,医用耗材行业降价趋势明显 头部企业值得重点关注,中国报告大厅
1195,2020-12-03,A股头条：富时中国A50指数新纳入比亚迪等3股，过半基金经理看涨12月,金融界
1196,2020-12-03,高值医用耗材国家集采扩围 再增六大品类,新浪
1197,2020-12-02,乐普医疗分拆全资子公司乐普诊断科创板IPO，疫情下业绩暴增难掩母公司销售渠道依赖隐忧,21世纪经济报道
1198,2020-12-02,【浙商医药|周报】把握中国优势，就是把握明年行情,杏林建研
1199,2020-12-02,乐普医疗(300003.SZ)：氯沙坦钾氢氯噻嗪片通过药品一致性评价,智通财经
1200,2020-12-02,浦江国际（2060.HK）: 估值处于历史低位，具备更大的修复潜能,YY港股圈
1201,2020-12-02,近日药闻：乐普医疗子公司拟上市科创板，中国生物制药“纳尔复”过评,新康界
1202,2020-12-02,科创板IPO|乐普医疗“送子赴考”，业绩“偶发性”增长后，乐普诊断路在何方?,资本邦
1203,2020-12-02,【浙商医药|点评】器械创新方兴未艾，多领域孕育投资机会,杏林建研
1204,2020-12-02,【浙商医药|周报】如何选股？创新赋能、制造升级和降本增效,杏林建研
1205,2020-12-02,乐普诊断被分拆赴科创板上市净利润排同行尾部独立后能否“断奶”？,科创板日报
1206,2020-12-02,29家公司高管出手增持动用资金1.09亿元,证券时报网
1207,2020-12-01,乐普医疗(300003.SZ)：乐普诊断首次公开发行股票并在科创板上市申请获上交所受理,智通财经
1208,2020-12-01,乐普医疗送“子”科创板 乐普诊断战“疫”业绩暴增,上证报
1209,2020-12-01,乐普医疗(300003.SZ)：分拆乐普诊断至科创板上市获上交所受理,格隆汇
1210,2020-12-01,回顾2018年药品集采，创新走向更高质量发展--医药行业周报（2020.11.23-2020.11.27）,兴证医药健康
1211,2020-12-01,【中原晨会1201】12月十大金股组合、A股策略、市场分析、医药行业年度策略、传媒行业周报,中原证券研究所
1212,2020-11-30,4个月市值蒸发537亿，高瓴资本持股的甘李药业为何不香了？ 连续下跌,搜狐
1213,2020-11-30,医药行业每周医览药闻：全国高耗集采 加速进口替代 推进产业创新,新浪
1214,2020-11-30,5股获重要股东大手笔增持（附股）,证券时报网
1215,2020-11-29,医药行业一周观察：板块延续弱势调整 年度策略推荐三条主线,新浪
1216,2020-11-29,又见带量采购！医药股4个月跌去30%，未来还香吗？,券商中国
1217,2020-11-28,A股生物医药三年四次危机比较分析,锦缎
1218,2020-11-28,冠状支架集采后 医疗器械股一蹶不振了吗？,新浪
1219,2020-11-26,7月份至今，市场到底发生了啥，还能不能期待春季躁动？,格隆汇
1220,2020-11-26,重磅！工信部中国医药工业百强榜发布（附榜单）,赛柏蓝
1221,2020-11-26,最新高值耗材第二轮国采通知发布！大降潮或蔓延这六大品类,新浪
1222,2020-11-26,4家公司跌幅超10%！医疗器械板块重挫背后，这15家公司受集采影响最大,云掌财经
1223,2020-11-25,【主力资金】酿酒板块大杀跌，万亿龙头遭外资和主力联手砸盘 股票卖空,证券时报网
1224,2020-11-25,4家公司跌幅超10%！医疗器械板块重挫背后，这15家公司受集采影响最大,读懂财经
1225,2020-11-25,乐普医疗(300003.SZ)获高管王泳增持15.37万股,格隆汇
1226,2020-11-25,11月25日主力资金净流出495亿元,证券时报网
1227,2020-11-25,第二波医用耗材集采风暴要来？这些上市公司或面临考验,环球老虎财经
1228,2020-11-25,冠脉支架集采“脚踝斩”，医疗器械未来悲观吗？,阿尔法工场研究院
1229,2020-11-25,又站岗？3400点“清仓式”减持再来,Wind
1230,2020-11-25,医疗板块遭遇全面血洗！第二批集采威力究竟有多恐怖？,格隆汇
1231,2020-11-25,医药股还好吗？年底将迎两件大事 大降价逃不掉,第一财经
1232,2020-11-25,第二批高值耗材集采品类扩大医疗设备股集体重挫,格隆汇
1233,2020-11-25,带量集采、医保目录谈判开启，大降价逃不掉，医药股还好吗？,第一财经
1234,2020-11-25,市场大事件丨医疗股再迎利空，部分企业或经历“戴维斯双杀”,36氪
1235,2020-11-25,医疗器械行业利空仍在发酵 医药器械牛股重挫近13%,证券之星
1236,2020-11-25,突遭点名，2000亿新能源车直线跳水，大跌超7%！价格暴降93%，医药器械牛股重挫近13%,证券时报网
1237,2020-11-25,29股获高管增持歌尔股份获增持8585.00万元,证券时报网
1238,2020-11-25,【国信医药】全面国际化，迎接“十四五”（2021年度策略）,GuosenHealthcare
1239,2020-11-25,医用耗材集采风暴压境，下一步将“刮”到骨科眼科类,证券时报
1240,2020-11-24,盘前有料丨永煤拟先期偿还50%本金，洋河等公司披露股东减持计划…重要消息还有这些 拟减持股份,证券时报网
1241,2020-11-23,400亿创新药龙头逆市大跌 已连跌5个月 连续下跌,新浪
1242,2020-11-23,通化东宝能否“自救”？新一代速效胰岛素与GLP-1类谁是“王者”,药智网
1243,2020-11-23,【医药】政策扰动有望落地，布局景气赛道的估值切换行情,天风研究
1244,2020-11-23,北京嘉林药业，即将易主,医药网
1245,2020-11-22,【国信医药】板块延续回调趋势，静待医保谈判落地（周观点）,GuosenHealthcare
1246,2020-11-21,先健科技股价突然飙24%，还创出惊人天量！有大资金要搞事情？,格隆汇
1247,2020-11-21,深夜突发！上海新增2例本土确诊病例 全球疫情反弹凶猛 美国多家医院超负荷 疫苗接种有望12月获批！,金融界
1248,2020-11-21,凯利泰终止锁价定增 今年已有逾90家A股公司定增流产 再融资异常,上证报
1249,2020-11-20,知名药企将易主,赛柏蓝
1250,2020-11-19,此次采集政策利好冠脉支架龙头企业，最终会使,富途证券
1251,2020-11-19,下一个PD-1：CD47靶点大热，天境生物Lemzoparlimab突破安全性难题，率先展现潜在疗效,动脉网
1252,2020-11-18,GLP-1类药物搅局500亿“糖尿病”市场，通化东宝、甘李药业“危矣”,药智网
1253,2020-11-18,百元支架让心内科不香了 下一轮集采会向哪个科室开刀？,医药网
1254,2020-11-18,晨会聚焦201118重点关注宁水集团、芒果超媒、京东集团-SW、拓邦股份、金山软件,国信研究
1255,2020-11-18,耗材集采破冰 支架企业集体沉默的行业之辩,北京商报
1256,2020-11-17,延伸|耗材集采时代来临，置身其中的企业为何集体沉默？,北京商报
1257,2020-11-17,明年医药板块怎么走？磨底+结构性行情,新康界
1258,2020-11-17,晨会聚焦201117重点关注首旅酒店、零售行业、化工行业、中科创达、中控技术、银都股份,国信研究
1259,2020-11-17,医药行业机遇和挑战并存，部分板块仍具备结构性机会,制药网
1260,2020-11-16,医疗器械需求大增 企业业绩整体上涨,中国报告大厅
1261,2020-11-16,晨会聚焦201116重点关注电子行业、拼多多、医药行业、新东方-S,国信研究
1262,2020-11-16,医药行业一周观察：新冠疫苗有效性数据优秀，调整中关注龙头投资机会,国信研究
1263,2020-11-16,医疗器械行业逆势成为新风口，资本市场正加码布局,制药网
1264,2020-11-15,医药行业每周医览药闻：中国科技创新的卖水者 科学服务行业方兴未艾,新浪
1265,2020-11-14,政策松绑后再融资起飞另一面：拆解92家共800亿元定增折戟 再融资异常,经济观察报
1266,2020-11-13,医疗健康产业2021年投资策略：医疗投资迎来长跑期 关注医保控费下的新机遇,新浪
1267,2020-11-13,美年健康董秘被指串通分析师推高股价 回应：董秘未参与研报撰写,搜狐
1268,2020-11-13,9省耗材带量采购来了！,新浪
1269,2020-11-13,晨会聚焦201113重点关注腾讯控股、电商产业、中芯国际,国信研究
1270,2020-11-13,中信建投医药&消费团队最新研究观点,中信建投证券研究
1271,2020-11-13,“喝酒吃药”行情分化 白红黄啤接力涨停,证券时报
1272,2020-11-12,22股主力资金净流入超亿元,证券时报网
1273,2020-11-12,晨会聚焦201112重点关注计算机、纺织服装、银行、香港交易所、申洲国际,国信研究
1274,2020-11-12,病毒防治概念股集体拉升，复星医药、乐普医疗涨幅居前,Wind
1275,2020-11-12,股海导航 11月12日沪深股市公告提示,新浪
1276,2020-11-12,A股头条：“十四五”成多家券商2021年A股策略最大主题，10月信贷社融数据大回落,金融界
1277,2020-11-11,晚间公告热点追踪：中芯国际第三季度净利同比增123%,新浪
1278,2020-11-11,A股头条之上市公司（11.12）,金融界
1279,2020-11-11,乐普医疗：实控人今日增持105万股,e公司
1280,2020-11-11,刚刚，医药行业重要大会开幕！,赛柏蓝
1281,2020-11-11,乐普医疗(300003.SZ)：董事长蒲忠杰增持105万股公司股份,格隆汇
1282,2020-11-11,医药生物行业周报：全国冠脉支架集采落地 关注相关龙头企业,新浪
1283,2020-11-11,政策利好国产医疗耗材企业 医疗耗材行业生态或重塑,中国报告大厅
1284,2020-11-11,晨会聚焦201111重点关注友邦保险、风华高科、华虹半导体,国信研究
1285,2020-11-11,医药行业-冠脉支架全国集采落地 互联网+医保支付持续优化,新浪
1286,2020-11-11,最便宜绩优股大放送！净利润年均增速超80% 平均PE仅27倍 顶流网红加仓,中证网
1287,2020-11-11,超50家A股公司拟分拆上市 国企领头民企紧随，业务集中于战略新兴领域,Wind
1288,2020-11-11,分拆上市规则落地11月记,Wind
1289,2020-11-11,分拆上市规则落地11月记：11家子公司IPO获受理 成大生物有望饮“头啖汤”,21世纪经济报道
1290,2020-11-11,超50家A股公司拟分拆上市 国企领头民企紧随 业务集中于战略新兴领域,上证报
1291,2020-11-10,医药行业周报：本周医药涨幅居前 关注下周耗材集采结果,新浪
1292,2020-11-10,“最便宜” 绩优股大放送:净利润年均增速超80% 平均市盈率仅27倍,新浪
1293,2020-11-10,分拆上市规则落地11月记：11家子公司IPO获受理，成大生物有望饮“头啖汤”,Wind
1294,2020-11-10,分拆上市规则落地11月记：11家子公司IPO获受理 成大生物有望饮“头啖汤”,21世纪经济报道
1295,2020-11-10,心脏支架700元后，生物可降解支架或被追捧？,云掌财经
1296,2020-11-10,653亿主力资金近三日撤出全A(等权)概念股,证券时报网
1297,2020-11-10,冠脉支架从1.3万元降到700元 蓝帆医疗扛不住了,GPLP犀牛财经
1298,2020-11-10,2分钟读财报|万元支架集采杀价至469元 概念股暴跌前景如何？,新浪
1299,2020-11-10,大钲资本黎辉：投资垂直领域的绝对领导者,凤凰网
1300,2020-11-10,晨会聚焦201110重点关注传媒行业,国信研究
1301,2020-11-10,最新公告透露利好 12只个股有望爆发（11.10）,中金在线
1302,2020-11-10,11月10日 12股盘前利好公告速递,中财网
1303,2020-11-10,巨丰早参：辉瑞公司宣布病毒疫苗有效率超过90% 美股欧股大涨,巨丰财经
1304,2020-11-09,A股头条之上市公司（11.10）,金融界
1305,2020-11-09,2020年11月10日涨停板早知道：七大利好有望发酵,新浪
1306,2020-11-09,91股主力资金净流入超亿元,证券时报网
1307,2020-11-09,心脏支架大降价影响见底？涉及个股回暖，蓝帆医疗触及涨停,奥一网
1308,2020-11-09,11月9日上市公司晚间公告速递,新浪
1309,2020-11-09,西南证券：双循环背景下 创新升级+进口替代引领医药大时代,新浪
1310,2020-11-09,乐普医疗：新冠抗原检测试剂盒入围出口“白名单”,e公司
1311,2020-11-09,晨会聚焦201109重点关注天目湖、华工科技、海外、社会服务、医药,国信研究
1312,2020-11-09,互联网巨头抢滩医疗器械行业,投资界
1313,2020-11-09,1.3万降至700元，“支架之殇”或在骨科、人工晶体等领域重演,智通财经
1314,2020-11-09,每周医药看点（11.2~11.8）,中国医药报
1315,2020-11-09,冠脉支架进入低价时代，创新品种有望迎来加速放量契机,兴证医药健康
1316,2020-11-08,冠脉支架集采落地，医疗耗材利空压制释放【东吴医药朱国广团队|1106周报】,国广有话说
1317,2020-11-08,信立泰的增长之困：前三季度净利腰斩，巨资投入创新药能否逆转业绩颓局？ 盈利能力下降,华夏时报
1318,2020-11-08,【中航证券医药】行业周报 | 高值耗材集采落地，降价幅度超出预期,中航军工研究
1319,2020-11-08,支架降价95% 质量是否有保障？,新浪
1320,2020-11-07,医药行业事件点评：冠脉支架拟中选结果发布 降价幅度较大,渤海证券
1321,2020-11-07,一图流|高值医用耗材冠脉支架价格公布！有分析师持不同观点,富途证券
1322,2020-11-07,集采落地拧去冠脉支架三代市价95%“水分”！ 微创医疗股价应声下跌,证券日报网
1323,2020-11-07,个股资金流向,财富动力网
1324,2020-11-07,心脏支架大降价中标，乐普医疗等股价大跌，降价后还能赚钱？,奥一网
1325,2020-11-07,工人日报：冠脉支架集采平均降价93%说明了什么,澎湃新闻
1326,2020-11-06,心脏支架1.3万降至700元：概念股集体下跌 到底谁亏了谁赚了？ 连续下跌,金融投资报
1327,2020-11-06,冠脉支架迎来百元时代！器械赛道的估值逻辑“生变”,环球老虎财经
1328,2020-11-06,侠客岛：“灵魂砍价手”再出招,侠客岛
1329,2020-11-06,冠脉支架集采脚踝斩，医疗器械未来悲观吗？,新康界
1330,2020-11-06,337亿主力资金近三日撤出全A(等权)概念股,证券时报网
1331,2020-11-06,港股收盘(11.6)|恒指收涨0.07% 阿里巴巴-SW(09988)绩后挫逾4%领跌蓝筹,智通财经
1332,2020-11-06,冠脉支架价格暴降超90%！医疗器械股持续走弱,环球老虎财经
1333,2020-11-06,“喝酒吃药”行情不再！面对基金波动 我们该怎么办？,中投网
1334,2020-11-06,A股风云突变！黑天鹅发酵 医疗股杀跌！,中投网
1335,2020-11-06,巨丰微策略：为何突然跳水 下周还有戏吗？,巨丰财经
1336,2020-11-06,大盘回调还是加仓的机会,新浪
1337,2020-11-06,医药生物：国家冠脉支架集采落地 关注中长期投资主线,新浪
1338,2020-11-06,冠脉支架集采结果出炉，中标价大幅下降，相关公司股价承压,证券时报网
1339,2020-11-06,港股医疗设备股普跌 微创医疗(0853.HK)跌超4%,格隆汇
1340,2020-11-06,心脏支架价格降逾九成 机构指对龙头业绩影响可控,中国网
1341,2020-11-06,A股风云突变！比亚迪跳水，医疗股杀跌，一板块异军突起,中国基金报
1342,2020-11-06,上万的心脏支架集采降至千元内百亿市场大缩水医疗器械股重挫,财华社
1343,2020-11-06,冠脉支架和医疗器械带量采购，短期是利空，长期是利好：进口替代和行业整合将加速,财经
1344,2020-11-06,冠脉支架降价超90% ，微创乐普两巨头股价双双跌落,第一财经
1345,2020-11-06,百亿市场迎来新的变局！,医药资讯地方台
1346,2020-11-06,医药行业2021年投资策略：“双循环”背景下 “创新升级＋进口替代”引领医药大时代,西南证券
1347,2020-11-06,心脏支架价格从1.3万降至700元 重塑冠脉支架百亿级市场竞争格局,中研网
1348,2020-11-06,药企分拆成热潮，科创板、创业板成“香饽饽”,制药网
1349,2020-11-06,国信证券：冠脉支架集采中标价大降 短期相关产品利润空间受到一定影响 盈利能力下降,证券时报网
1350,2020-11-06,和信投顾：量能释放三大指数普涨 关注量能突破的有效性,中金在线
1351,2020-11-06,医用耗材集采引发医药股集体大跌：微创医疗跌6%爱康医疗跌4% 连续下跌,新浪
1352,2020-11-06,降价95%！这类高值耗材集采后进入“百元时代”,制药网
1353,2020-11-06,医药政策快评：冠脉支架集采结果公布 中标价大幅下降,新浪
1354,2020-11-06,心脏支架全国集采平均降幅93% 中标产品均低于800元,经济观察网
1355,2020-11-06,【四大证券报精华摘要】11月6日,新华网
1356,2020-11-06,盘前情报丨广东抛“大手笔”5G规划，快手启动港股IPO，投资机会在这里,21世纪经济报道
1357,2020-11-06,集采大杀价医保预计节约109亿！冠脉支架进入“百元时代”，微创乐普两巨头股价双双跌落,华夏时报
1358,2020-11-06,【医药】冠脉支架拟中选结果发布，长期仍站强者恒强——医药行业事件点评——中性,渤海证券研究
1359,2020-11-06,北向资金大幅减仓股名单（附股）,证券时报网
1360,2020-11-06,上万元的心脏支架降至700多元哪些上市公司中标?,上证报
1361,2020-11-06,Mysteel早读：期螺创一个多月新高，唐山及周边10家钢厂关停,我的钢铁
1362,2020-11-06,北向资金动向盘点：净买入110亿元，主攻三大行业,Wind
1363,2020-11-06,高值医用耗材集采首单落地，多家上市公司产品拟中标,Wind
1364,2020-11-06,冠脉支架国家集采价格降至千元以下,中证报
1365,2020-11-06,高值医用耗材集采首单落地 多家上市公司产品拟中标,上证报
1366,2020-11-05,国家出手！心脏支架从1.3万降至700元！将为百姓节约109亿，能放心使用吗？回应来了,21世纪经济报道
1367,2020-11-05,乐普医疗、信立泰等冠脉支架降至千元内 非集采市场或为“出路”,新浪
1368,2020-11-05,国家正式出手！心脏支架从1.3万降至约700元，预计明年就能用上,21财闻汇
1369,2020-11-05,冠脉支架国采开标现场的平静与疯狂：1.3万降至469元、一小时结束,北京商报
1370,2020-11-05,明天最强风口上的转债上市|医疗器械集采价暴跌90%，医疗还能玩吗?,基少成多
1371,2020-11-05,市场“缩水”百亿背后：冠状支架平均降价93%,读懂财经
1372,2020-11-05,低至百元 降幅超九成 冠脉支架集采谁将获益,北京商报
1373,2020-11-05,一线|均价从1.3万降至700！冠脉支架步入百元时代 记者直击首次国家集采,科创板日报
1374,2020-11-05,降价超90%！冠脉支架从万元步入百元时代，微创医疗股价跳水,时代在线
1375,2020-11-05,一线|从1.3万掉至700！价降再遇“消费升级” 记者直击首次冠脉支架国采,科创板日报
1376,2020-11-05,支架国家集采最高砍价97%，雅培出局，外资大规模弃标,健识局
1377,2020-11-05,“国家队”出手采购心脏支架砍成地板价：上万元下降至七百元,澎湃新闻
1378,2020-11-05,集采下的思索与机会,格隆汇
1379,2020-11-05,数据解盘|今日北向资金合计净流入131.72亿元 通讯行业板块遭主力资金抢筹,新浪
1380,2020-11-05,好消息！冠脉支架集采价降至千元以下，医疗高值耗材市场洗牌，这一投资机会显露,中证报
1381,2020-11-05,心脏支架从1.3万元降至700元，背后利益链条如何重构？,财经杂志
1382,2020-11-05,加仓时机到了！？,万得基金
1383,2020-11-05,医药圈炸锅：国家的灵魂谈判又来了 1.3万的心脏支架谈到700元,每日经济新闻
1384,2020-11-05,58股主力资金净流入超亿元,证券时报网
1385,2020-11-05,心脏支架进入百元时代 相关企业股价纷纷跳水,中国商报
1386,2020-11-05,冠脉支架国采结果出炉，10产品拟中选，国家医保局做出回应（视频+文字）,医药云端工作室
1387,2020-11-05,首次冠脉支架集采开标！中标价格大降，乐普医疗盘中跳水,环球老虎财经
1388,2020-11-05,治理高值医用耗材！国家集中采购心脏支架预计节约109亿元,科技日报
1389,2020-11-05,医用耗材集采“第一单”落地 A、H相关医疗股大跌,证券时报
1390,2020-11-05,A股收盘综述：上证指数连涨四日站上3300，五粮液迈入万亿市值俱乐部,Wind
1391,2020-11-05,2021Tenbagger系列之先健科技：【一】集采下的思索与机会,格隆汇
1392,2020-11-05,从1.3万元直降到700元左右！心脏支架降至地板价,每日经济新闻
1393,2020-11-05,国家组织集采冠脉支架明年1月就能用上，平均降价超90%,央视
1394,2020-11-05,央妈放大招！A股又爆发，外资加仓45亿,中国基金报
1395,2020-11-05,冠脉支架集中带量采购开标 支架价格从均价1.3万元左右下降至700元左右,每日经济新闻
1396,2020-11-05,冠脉支架集采开标 券商建议这一投资方向,第一财经
1397,2020-11-05,冠脉支架国采中标品种平均降幅93%预计节约资金109亿元,格隆汇
1398,2020-11-05,冠脉支架集采开标 概念股大跌 或催生两大投资方向,证券时报
1399,2020-11-05,央妈放大招！提前剧透“麻辣粉”续做，A股又爆发，外资加仓45亿！比亚迪市值直逼大众，黑天鹅突袭，500亿白马股盘中大跳水！,中国基金报
1400,2020-11-05,分拆上市 乐普作出重大业务调整,新浪
1401,2020-11-05,冠脉支架集采开标，AH相关股大跌，未来或催生两大投资方向,证券时报网
1402,2020-11-05,午评|三大指数早盘高开震荡 白酒、汽车板块走强,新浪
1403,2020-11-05,沪指半日涨0.88% 蚂蚁金服概念跌幅居前,中新经纬
1404,2020-11-05,A股午盘综述：上证指数半日涨0.88%，五粮液市值首次突破一万亿,Wind
1405,2020-11-05,首次冠脉支架集采开标：10个产品拟中选，中位价七百元左右,澎湃新闻
1406,2020-11-05,冠脉支架集中招采价格降至千元以下 乐普医疗跌6.31%,证券时报网
1407,2020-11-05,晨会聚焦201105重点关注国电南瑞、证券行业、半导体、锐明技术,国信研究
1408,2020-11-05,乐普医疗跌近7%，消息称冠脉支架集采中选产品中位价700元左右,Wind
1409,2020-11-05,部分医疗器械股下挫 乐普医疗跌5.64%,e公司
1410,2020-11-05,医疗器械板块2020年三季报总结：海外防疫产品需求持续旺盛，国内恢复趋势良好,中泰证券
1411,2020-11-05,医用耗材集采“第一单” 具开先河意义,证券时报
1412,2020-11-04,华为，正式杀入医疗器械,猎云网
1413,2020-11-04,股东“清仓式”减持，赛诺医疗掌门人孙箭华引入的外资股东撤退了！ 减持股份,环球老虎财经
1414,2020-11-04,骨科高值耗材面临集采大挑战 谁是下一个十倍股？,新浪
1415,2020-11-04,医药恢复高增长，未来跟随政策变化选股——兴证医药2020年11月投资月报,兴证医药健康
1416,2020-11-04,A股早报2020年11月4日星期三,Wind
1417,2020-11-04,保险资金投资路线追踪：三季度增持银行加码制造业,证券时报网
1418,2020-11-04,保险资金投资路线追踪：三季度增持银行加码制造业,证券时报
1419,2020-11-03,50%降幅！微创医疗冠脉支架集采中标价大跌眼镜，医耗集采或引发百亿市场“血洗” 连续下跌,华夏时报
1420,2020-11-03,医药行业进入低增速时期 进口替代进一步加速,中国报告大厅
1421,2020-11-03,晨会聚焦201103重点关注保险、金地集团、保利地产,国信研究
1422,2020-11-03,分拆上市再添新案例 恒华科技、安琪酵母拟“送子单飞”,上证报
1423,2020-11-02,迈瑞、恒瑞、泰格、石药、华兰生物……上市药企投资价值大PK，你最PICK谁？,E药经理人
1424,2020-11-02,高值耗材带量采购对医疗器械上市公司冲击有多大？,新浪
1425,2020-11-02,警惕社保减仓信号！周期股被狂买 医药科技不再香？|资讯焦点,第一财经
