,2021-12-30,Gannett Peak退出爱美客持股5%以上股东名单,GPLP犀牛财经
455,2021-08-25,次新宝典：本批千味央厨值得跟踪(2021年8月第3周),新浪
456,2021-08-25,【爱美客】中报符合预期，深耕大医美，创新管线放量可期【安信证券】,医药马帅团队
457,2021-08-24,净利增速188%，医美之茅爱美客还是YYDS吗？,格隆汇
458,2021-08-24,小机构也敢做脸上的大项目，这个暑假你被医美暴利了吗？,金融投资报
459,2021-08-24,安信证券维持爱美客增持评级：中报符合预期，深耕大医美，创新管线放量可期，目标价627元,每日经济新闻
460,2021-08-24,九州通半年报：上半年净利同比增73% 受益于持股爱美客,财联社
461,2021-08-24,爱美客或面临产品结构单一风险 研发费用率持续下滑,新浪
462,2021-08-24,东吴证券维持爱美客买入评级：业绩超出我们预期，差异化产品体现强劲增长动力,每日经济新闻
463,2021-08-24,信达证券维持爱美客买入评级：嗨体熊猫针高增长，费率优化带动净利率提升,每日经济新闻
464,2021-08-24,德邦证券维持爱美客买入评级，2021H1中报点评：溶液产品高速增长，产业版图持续拓展,每日经济新闻
465,2021-08-24,北向资金买兴增强加仓超53亿元，隆基股份获大幅净买入超13亿元,Wind
466,2021-08-24,医美行业周报：国内溶脂针尚无获批 期待新突破,新浪
467,2021-08-24,创业板注册制一周岁，184股圆梦！这板块要爆发？,中新经纬
468,2021-08-24,张坤、葛兰分别新进一家公司 朱少醒增仓一家公司,证券之星
469,2021-08-24,爱美客(300896)2021年中报点评：收入和利润继续三位数增长 头部医美公司期待持续成长,光大证券
470,2021-08-24,创业板注册制一周年：成员新增184家，总市值突破13万亿,Wind
471,2021-08-24,创业板注册制一周岁，成员数量是“首发阵容”10倍！这板块要爆发？,Wind
472,2021-08-24,爱美客(300896)：业绩略超预期 利润率持续提升,新浪
473,2021-08-24,爱美客发半年报股价收阴线 ROE大幅下降销售费用大增,中国经济网
474,2021-08-24,爱美客上半年营收6亿净利4亿，近两月股价下跌近40%市值蒸发700亿 盈利能力下降,搜狐
475,2021-08-24,华西证券维持爱美客买入评级：2021年上半年业绩超预期，嗨体高速增长,每日经济新闻
476,2021-08-24,山西证券首予爱美客增持评级：针剂类产品铸就品牌壁垒，保驾业绩高速增长,每日经济新闻
477,2021-08-24,爱美客(300896)：业绩超出我们预期 差异化产品体现强劲增长动力,新浪
478,2021-08-24,毛利率93%！“医美第一股”半年报有看点,Wind
479,2021-08-24,药企半年报“张榜”：近8成增长，37家业绩翻倍,Wind
480,2021-08-24,5000亿巨头又跌停，“宁组合”大涨，BATJ复活,Wind
481,2021-08-24,【华创商社】爱美客（300896）2021年中报点评：嗨体持续带动，濡白天使迎接再生时代,华创悦享现代生活
482,2021-08-24,【华西医药崔文亮团队】?《爱美客点评报告：2021年上半年业绩超预期，嗨体高速增长》,崔文亮研究团队
483,2021-08-24,创业板“焕新”已入佳境，七大维度全面解读,Wind
484,2021-08-24,国盛证券维持爱美客买入评级：国产针剂超预期增长，向全品线和全球化迈进,每日经济新闻
485,2021-08-24,A股异动丨爱美客(300896.SZ)涨约4% 半年度净利润同比增长188.86%,格隆汇
486,2021-08-24,创业板注册制改革落地一周年：成员扩至182家，总市值破万亿元,资本邦
487,2021-08-24,爱美客：上半年净利同比增长188.86% 毛利率超90%,中证网
488,2021-08-24,国金证券维持爱美客增持评级：嗨体增持超预期，濡白天使有望接力增长,每日经济新闻
489,2021-08-24,爱美客高开5%,Wind
490,2021-08-24,开源证券维持爱美客买入评级，公司信息更新报告：中报业绩同比+188.9%超预期，嗨体保持高速增长,每日经济新闻
491,2021-08-24,A股早报2021年8月24日星期二,Wind
492,2021-08-24,【浙商医美】爱美客：盈利能力再攀高峰，濡白天使未来可期,纺服新消费马莉团队
493,2021-08-24,和讯曝财报|爱美客上半年净利润超4亿同比增1.9倍 玻尿酸单品独大,和讯
494,2021-08-24,瑟瑟发抖？又要集采了，这些医药股涉相关业务（名单）,Wind
495,2021-08-24,毛利超90%！“女人的茅台”赚翻了，上半年净利增近两倍，股价半年翻倍！二季度获北向资金买入，多只基金加仓,证券时报
496,2021-08-24,【中证盘前】工业母机火了！概念股提示风险；人工关节高值耗材国家集采将启动；海南矿业上半年净利增近30倍,中证报
497,2021-08-24,主要产品市场渗透率提升 爱美客上半年净利增长1.89倍,上证报
498,2021-08-24,上证报头版：坚定改革路，扬帆新征程,Wind
499,2021-08-24,爱美客：中期盈利4.25亿人民币，同比增长188.86%,Wind
500,2021-08-23,爱美客上半年业绩同比增188.86% 下半年拟继续推动资本进程,证券日报网
501,2021-08-23,爱美客上半年净利润同比增近2倍 多只基金二季度增仓,e公司
502,2021-08-23,晚间重要公告2021年8月23日星期一,Wind
503,2021-08-23,中国医美市场增长迅速 爱美客(300896.SZ)上半年归母净利润同比增189%至4.25亿元,智通财经
504,2021-08-23,爱美客(300896.SZ)半年度净利润4.25亿元 同比增长188.86%,格隆汇
505,2021-08-23,爱美客：上半度净利润同比增189% 透明质酸钠类注射产品销售量全国第一,e公司
506,2021-08-23,爱美客：2021年半年度净利润约4.25亿元，同比增加188.86%,每日经济新闻
507,2021-08-23,爱美客半年报：上半年净利4.25亿元 同比增长189%,财联社
508,2021-08-23,爱美客：上半年净利润同比增长188.86%,Wind
509,2021-08-23,休闲服务行业周报：疫情致7月社零增速回落 不改长期复苏格局,国海证券
510,2021-08-23,商业贸易行业周报：锦波生物新品申报获进展 胶原蛋白市场未来可期,新浪
511,2021-08-23,医药生物行业：药明康德、迈瑞医疗等市值底部已现 无需恐慌,新浪
512,2021-08-23,港股盘前必读：港交所将于10月18日推出MSCI中国A50互联互通指数期货,Wind
513,2021-08-23,医美“三剑客”的江湖纵深,国际金融报
514,2021-08-23,爱美客中报实现归属净利润约4.25亿元,北京商报
515,2021-08-22,下周操盘攻略：调整是长期布局主线机会,Wind
516,2021-08-22,稳健医疗、爱美客将纳入富时全球股票指数,中证网
517,2021-08-22,啥情况？千亿大牛股被富时罗素踢出群，原因竟是这个！,Wind
518,2021-08-20,爱美客跌9.55% 中信证券长江证券高点唱多,中国经济网
519,2021-08-20,千亿大白马跌停，揭示下周中报业绩预期差,Wind
520,2021-08-20,A股收盘综述：白酒、医药杀跌拖累指数，外资连续两日净卖出超百亿,Wind
521,2021-08-20,医药医疗重挫，医疗器械ETF午后跌超7％,Wind
522,2021-08-20,什么情况？A股突发大跳水！医药大跌，茅台被砸4%,Wind
523,2021-08-20,白酒、医药全线重挫，双创基金（159783）跌超3%成交破5亿元,Wind
524,2021-08-20,科技日报发文批美白针，爱美客大跌9.23%,阿尔法工场
525,2021-08-20,解盘：权重白马低迷，钛白粉、水泥、稀土、新能源发电略涨,Wind
526,2021-08-20,A股午盘综述：医药、白酒大幅杀跌，外资再度净卖出65亿元,Wind
527,2021-08-20,快讯：医美概念股早盘持续下行 爱美客跌超9%,新浪
528,2021-08-20,医美板块持续下挫 爱美客跌超8% 科技日报揭露美白针危害,格隆汇
529,2021-08-19,医疗医美持续回调，资金借ETF进场抢筹！医疗器械ETF（159883）连续6日净申购,资本邦
530,2021-08-18,医美深度报告：童颜/少女针陆续获批上市，开启2021再生医美元年,时尚消费志
531,2021-08-18,爱美客跌4.49% 浙商证券长江证券高点唱多,中国经济网
532,2021-08-18,15万亿板块突然爆发，重磅会议引爆全新赛道？,Wind
533,2021-08-17,纺织服装行业8月第三周周报：贝泰妮H1利润增长65% 敏感肌大有可为,新浪
534,2021-08-16,A股收盘综述：沪指录得6连阳，氢能源板块午后再度爆发,Wind
535,2021-08-16,医药生物行业：关注CXO新秀 重点推荐皓元医药、诺泰生物等,新浪
536,2021-08-16,超跌消费茅族集体反弹，美的集团涨超5%,Wind
537,2021-08-15,监管的警钟再度敲响 医美行业高增长故事还能讲多久？,每日经济新闻
538,2021-08-15,义翘神州下周一登场交易，中签赚多少？3张图看答案,Wind
539,2021-08-15,“大肉签”周一登场，没中签能不能追，3张图告诉你,Wind
540,2021-08-14,【国君策略】新基建主题：博弈超额收益的新战场,Wind
541,2021-08-13,休闲服务行业：国潮当道势头正旺 关注医美化妆品高景气赛道,华安证券
542,2021-08-13,医美股还能“疯”多久，大佬已收割离场,中国经济周刊
543,2021-08-13,一年给9万个小姐姐做医美，却年亏1亿！国内第四大整形机构为什么不赚钱？,读懂财经
544,2021-08-13,8万无证机构、10万无证人员，公立医院被挤走，医美行业高增长故事还能讲多久？,每经头条
545,2021-08-13,财信证券社服零售新消费行业2021年8月月度报告：优质龙头蛰伏蓄力，把握长线布局机会,财信证券研究
546,2021-08-13,欧美股市多数上涨，道指和标普500指数再创收盘新高,Wind
547,2021-08-13,美国三大股指集体收涨，道指和标普500指数再创收盘新高,Wind
548,2021-08-12,美股小幅低开，贝壳大跌逾14%,Wind
549,2021-08-12,颜值经济系列深度报告之三：进击的水光针,新浪
550,2021-08-12,北向资金交投趋谨慎全天净卖出不足2亿，贵州茅台连续11日遭抛售,Wind
551,2021-08-12,MSCI指数作了季度调整：纳入了这些A股，9月1日起生效,澎湃新闻
552,2021-08-12,MSCI中国A股指数将纳入金山办公、爱美客,中证网
553,2021-08-12,11只A股新纳入MSCI中国指数，双创基金占据5席,Wind
554,2021-08-12,11只A股新纳入MSCI中国指数，小心未来的“生效日魔咒”,资本邦
555,2021-08-12,刚刚，MSCI公布最新调整！11只A股进入旗舰指数系列,Wind
556,2021-08-12,小K播早报！中共中央、国务院提出加强重要领域立法 7月我国动力电池装车量翻倍,财联社
557,2021-08-12,11只个股新纳入MSCI中国指数！,Wind
558,2021-08-12,明晟公司：金山软件、爱美客以及万泰生物将被纳入MSCI新兴市场指数,财联社
559,2021-08-12,明晟公司（MSCI）：金山软件、爱美客以及万泰生物将被纳入MSCI新兴市场指数,Wind
560,2021-08-12,明晟公司（MSCI）：金山软件、爱美客以及万泰生物将被纳入MSCI新兴市场指数,金十数据
561,2021-08-11,爱美客(300896)：大医美时代的颜值领头羊,广发证券
562,2021-08-11,爱美客跌5.45% 中信证券长江证券高点唱多,中国经济网
563,2021-08-11,“女人的茅台”爱美客手握三十亿现金仍赴港二次上市，用意何在？,雪球
564,2021-08-11,医美板块单边下滑，昊海生科、朗姿股份、复星医药、爱美客、国际医学领跌,Wind
565,2021-08-10,纺织服装行业周报：行业终端高景气 全民健身利好纺服板块,新浪
566,2021-08-10,茅台大涨白酒股反攻！巨头重回A股，却带崩最强板块,Wind
567,2021-08-10,爱美客(300896.SZ)对外捐赠500万元支持河南省防汛救灾及灾后重建,智通财经
568,2021-08-10,A股收盘综述：白酒午后强势出击，盐湖股份暴涨逾300%,Wind
569,2021-08-10,医美概念走强，医疗ETF再度吸金1.7亿元,Wind
570,2021-08-09,纺织服装与化妆品行业周报：7月淘系化妆品销售转淡 纺服出口环比弱于6月,光大证券
571,2021-08-09,商业贸易行业周报：国货化妆品品牌加码布局研发 持续看好化妆品行业长期投资机会,华福证券有限责任公司
572,2021-08-09,医疗器械ETF（159883）早盘上涨1.08%，连续三日吸金超3000万基金份额创上市新高！,资本邦
573,2021-08-08,【开源零售|周视角】伊美尔拟赴港IPO，医美机构资本化持续推进,泽鹏商业观察
574,2021-08-08,但斌、景林多产品年内亏损，头部私募发挥失常？,Wind
575,2021-08-08,医美行业周报：梳理瘦身减重药物 期待利拉鲁肽国内进展,新浪
576,2021-08-07,记者转行创业，即将坐拥一个医美IPO,投资界
577,2021-08-06,千亿市值“医美茅台”爱美客欲拓展肉毒素市场 四面楚歌之下能否掘金？,财经网
578,2021-08-06,开源晨会0806丨碳中和背景下烧碱景气上行蓄势待发；思瑞浦、青鸟消防,开源证券研究所
579,2021-08-05,投资人视角｜药品临床综合评价发威，创新新药变革在即,E药经理人
580,2021-08-05,在“颜值经济”时代 伊美尔能否借IPO变更“美”？,Ofweek
581,2021-08-05,年内两上市毛利超90%的爱美客，是资本吹起的泡沫还是王者,凤凰网
582,2021-08-05,行业上市热潮不减，伊美尔能否借IPO变更“美”？,钛媒体
583,2021-08-04,一年内两次上市，“医美茅台”爱美客赴港讲新故事？,上游新闻
584,2021-08-03,商贸零售2021年8月投资策略：关注中报基本面绩优标的 把握优质龙头长线布局机遇,新浪
585,2021-08-03,商业贸易行业周观点：爱美客医美埋植线迎新进展 香港上半年珠宝出口增长39.1%,新浪
586,2021-08-03,新冠检测板块午后持续拉升，医疗器械ETF（159883）涨幅扩大至4.46％！,资本邦
587,2021-08-03,东亚前海晨会 | 8月3日,新浪
588,2021-08-02,爱美客赴港IPO 7亿营收能否撑起千亿市值？,第一财经
589,2021-08-02,国泰君安医药行业2021年8月投资策略：聚焦成长性 寻找向上变化的个股,新浪
590,2021-08-02,“医美茅台”爱美客赴港上市，千亿市值巨头能靠玻尿酸吃遍天吗？,凤凰网
591,2021-08-02,国元早安直通车,新浪
592,2021-08-02,商业贸易行业周报：8月华东医药“少女针”登陆市场 静待市场情绪回归,华福证券有限责任公司
593,2021-08-02,德邦证券8月金股组合,微信
594,2021-08-02,一图解码：爱美客赴港IPO “医美茅台”启动“A+H”布局,财华社
595,2021-08-02,创业板指跌幅扩大至1%，早盘一度涨超1%,Wind
596,2021-08-02,毛利率超90%！“女人的茅台”爱美客要来港股了 | IPO见闻,华尔街见闻
597,2021-08-02,商业贸易行业周报：爱美客递交H股招股书 拟在香港主板市场上市,新浪
598,2021-08-02,港股盘前必读：香港上调股票市场印花税，美国三大股指集体收跌,Wind
599,2021-08-01,292.92元/股 谁是A股最贵新股,北京商报
600,2021-08-01,港股IPO|爱美客递表拟香港上市，一季度净利润同比增长近三倍,资本邦
601,2021-08-01,单周11股齐发！最贵的高达292.92元/股 创A股最高发行价的新股要来了,北京商报
602,2021-08-01,【开源零售|周视角】本土超市试水仓储店，积极推进新业态模式探索,泽鹏商业观察
603,2021-07-31,爱美客正式递表冲刺港股IPO!,器械之家
604,2021-07-31,新股前瞻丨爱美客（300896.SZ）赴港上市 7亿营收撑起千亿市值医美龙头欲讲新故事,智通财经
605,2021-07-31,医药行业周报：散点疫情偶发 寻找“脱敏”品种,西南证券
606,2021-07-31,国君策略八月金股组合：巨鲸落 万物生,新浪
607,2021-07-31,胶原蛋白行业深度：医美护肤日新月着 胶原蛋白蓄势待发,新浪
608,2021-07-30,爱美客冲刺港股：实控人简军身价560亿 刚获近2亿分红,新浪
609,2021-07-30,华熙生物，“双减”枪声下的惊鸟,创业邦
610,2021-07-30,爱美客冲刺港交所上市：单一高管频现离职，简军已“套现”2亿元 董监高成员变化,凤凰网
611,2021-07-30,国元证券维持爱美客增持评级，深度报告：中国艾尔建，崛起进行时,每日经济新闻
612,2021-07-30,【国元商社】爱美客（300896）跟踪报告：中国艾尔建，崛起进行时,典评文娱
613,2021-07-30,“医美茅”爱美客递交赴港IPO申请：2020年营收7亿毛利率92% A股市值超1400亿元,新浪
614,2021-07-30,A股全线反弹，创指大涨逾5%，热门赛道资金现分歧,Wind
615,2021-07-30,爱美客在港交所披露招股说明书，拟在主板市场上市,Wind
616,2021-07-30,【IPO追踪】“医美茅台”爱美客拟在港上市　传筹234亿,财华社
617,2021-07-29,爱美客冲刺港股：年营收7亿毛利率超90% 医美行业暴利,搜狐
618,2021-07-29,爱美客港股上市申请材料获受理,北京商报
619,2021-07-29,爱美客：已向香港联交所递交上市申请,财联社
620,2021-07-29,爱美客(300896.SZ)向联交所递交H股上市申请并刊发申请资料,智通财经
621,2021-07-29,市场思考随笔之六十五：“宁”与“茅”分化的背后,新浪
622,2021-07-29,爱美客：发行H股上市申请材料获证监会受理,财联社
623,2021-07-29,新股消息 | 医美行业龙头爱美客递表港交所主板，21年一季度净利润增长近三倍,智通财经
624,2021-07-29,北向资金今日净买入逾42亿元，比亚迪、东方雨虹净买入居前,Wind
625,2021-07-29,A股全线反弹创指大涨逾5%，半导体、新能源继续冲锋,Wind
626,2021-07-29,多只医美股近腰斩，是“降虚火”还是被抛弃？,华夏时报
627,2021-07-29,医疗医美强势上攻，医疗器械ETF（159883）早盘涨超3％，此前5日净申购8823万！,资本邦
628,2021-07-29,北向资金动向盘点：“军工”连续五日净卖出,Wind
629,2021-07-28,A股收盘综述：沪指四连跌，创业板指止跌反弹,Wind
630,2021-07-28,A股反弹，茅台急剧拉升，宁德时代大涨,Wind
631,2021-07-28,医美板块集体反弹 爱美客、华熙生物涨超8%,格隆汇
632,2021-07-28,【行情】医美概念股拉升回暖，长江健康涨停，爱美客大涨近8%，澳洋健康、华熙生物、贝泰妮、哈三联等跟涨,金十数据
633,2021-07-28,医美板块集体反弹，澳洋健康冲击涨停,Wind
634,2021-07-27,“狂奔”的医美：已现过剩现象？业内担心资本热捧后是“一地鸡毛”,每日经济新闻
635,2021-07-27,爱美客的千亿市值，实力还是虚火？,36氪
636,2021-07-27,暴利的爱美客：“美丽”持久性差 单一产品潜藏经营波动风险,新浪
637,2021-07-27,Wind医药：每日行业动态（2021-07-27）,Wind
638,2021-07-27,“玻尿酸之王”赴港上市：溢价74倍海外收购引监管关注，押注肉毒毒素市场周期漫长,新浪
639,2021-07-27,爱美客欲赴港二次上市，头部医美企业打磨中,药融圈
640,2021-07-27,沪指盘中一度跌破年线，机构称系统性风险有限,Wind
641,2021-07-27,【东兴商社】教培行业“最强”监管落地，K12培训受重创,微信
642,2021-07-26,二季末被84只公募基金重仓的片仔癀，今日盘中再度跌停！,红周刊
643,2021-07-26,2大超级赛道大跌7%，下一个是谁？4大信号透露玄机,Wind
644,2021-07-26,A股收盘综述：消费、金融全线杀跌，芯片股尾盘暴拉,Wind
645,2021-07-26,千亿巨头闪崩跌停潮：茅台跌1000亿，腾讯跌7%,Wind
646,2021-07-26,一则文件，市值蒸发7000亿，顶流基金经理“出逃”,Wind
647,2021-07-26,医美、医疗集体重挫，医疗器械ETF（159883）跌超5%再获资金逆势买入！,资本邦
648,2021-07-26,医美、医疗服务概念重挫，医疗ETF放量跌逾5.3%,Wind
649,2021-07-26,A股午盘综述：三大指数均跌逾2%，茅指数、宁组合集体大跌,Wind
650,2021-07-26,医疗机构检查检验结果互认工作加快推进,ZAKER
651,2021-07-26,双创指数跌幅扩大，资金逆势加仓双创基金,Wind
652,2021-07-26,医药股全线杀跌，通策医疗跌停,Wind
653,2021-07-26,资金借道ETF逢低布局，医疗器械ETF（159883）两日吸金5000万创上市规模新高！,资本邦
654,2021-07-26,“野性消费”能否撑起国货之光?,Wind
655,2021-07-25,“双减”落地，股价成渣； 资本围猎老字号 冰峰汽水IPO,凤凰网
656,2021-07-25,"明星基金经理投资风向已变？二季度早已布局这些""宁指数""标的",红周刊
657,2021-07-25,【开源零售|周视角】盒马NB事业部成立，以新模式“盒马邻里”布局社区电商赛道,泽鹏商业观察
658,2021-07-24,微头条|“双减”落地，股价成渣；二次上市，医美龙头爱美客拟赴港IPO； 资本围猎老字号 冰峰汽水IPO,和讯
659,2021-07-24,社会服务行业：旅游复苏节奏出现阶段性放缓 高成长性标的受追捧,新浪
660,2021-07-24,靠玻尿酸撑起千亿面子，爱美客赴港的“精装修”生意就能好做？,美股研究社
661,2021-07-24,上市公司正负面新闻2021年7月24日星期六,Wind
662,2021-07-23,晚间重要公告2021年7月23日星期五,Wind
663,2021-07-23,爱美客(300896.SZ)：发行H股申请材料获中国证监会受理,格隆汇
664,2021-07-23,爱美客H股IPO申请材料获中国证监会受理,搜狐
665,2021-07-23,爱美客(300896.SZ)：发行境外上市外资股(H股)申请材料获中证监受理,格隆汇
666,2021-07-23,爱美客：发行境外上市外资股（H股）申请材料获中国证监会受理,Wind
667,2021-07-23,爱美客(300896.SZ)H股IPO申请材料获中国证监会受理,智通财经
668,2021-07-23,爱美客：H股申请材料获中国证监会受理,财联社
669,2021-07-23,证监会官网信息显示，证监会已于7月22日受理爱美客技术发展股份有限公司关于境外首次公开发行股份的审批材料,金十数据
670,2021-07-23,医美迎来大逃杀，3500亿市值医美将成“美丽的泡沫”？,创业邦
671,2021-07-23,突发大风暴！新东方一度崩了50%，400亿灰飞烟灭,Wind
672,2021-07-23,“医美茅”爱美客赴港被疑割韭菜 进军肉毒素进程遇阻,中金在线
673,2021-07-23,医美板块午后持续走弱华熙生物、爱美客跌超7%,格隆汇
674,2021-07-23,3大千亿白马重挫，锂电牛股跌13%！券商股却火了,Wind
675,2021-07-23,抗疫医疗、医美概念深度回调，医疗ETF（512170）半日净申购2.36亿元,Wind
676,2021-07-23,医药行业2021Q2持仓分析：医药仓位持续回升 核心资产继续分化,西南证券
677,2021-07-22,爱美客赴港IPO悬疑：溢价74倍收购案被“暂停” 标的成立不足120天 IPO融资异常,新浪
678,2021-07-22,首个港股+创业板上市医美公司来了！,器械之家
679,2021-07-22,爱美客：拟8.86亿投资韩国HuonsBio，提升国际化战略布局,览富财经
680,2021-07-22,食品饮料行业动态跟踪报告：乡村社零增速回暖 软饮料、化妆品类增速继续领跑,新浪
681,2021-07-22,医疗服务、医美概念深度调整，医疗ETF（512170）全天净申购超1亿元,Wind
682,2021-07-22,“医美茅台”千亿A股爱美客拟今年赴港上市 最多集资45亿美元,中华网
683,2021-07-22,港股盘前必读：消息称爱美客计划于本月或下月向港交所递交上市申请,Wind
684,2021-07-22,爱美客力推溢价74倍收购韩医美公司 上市九个月市值1729亿加快赴港IPO,长江商报
685,2021-07-21,爱美客计划今年赴港上市，集资20-30亿美元,Wind
686,2021-07-21,资本追逐医美产业：海外标的成竞购对象，合规市场仍欠缺,第一财经
687,2021-07-21,医药行业2021年中报业绩前瞻：继续保持恢复性增长,新浪
688,2021-07-21,蓝色起源载人太空飞行成功；长城汽车、汇川技术上半年净利大幅预增；爱美客拟收购一韩国医美制品公司,每经头条
689,2021-07-20,爱美客追逐“A+H”，年内已有20余股争相跨界医美,第一财经
690,2021-07-20,化妆品医美行业2021年中报前瞻：行业维持高景气 龙头公司享估值溢价,新浪
691,2021-07-20,港股收盘：恒生科技指数连跌4天 小鹏汽车逆市涨约3% 连续下跌,证券之星
692,2021-07-20,黑色医美产业链等“你”上钩：黑针剂成本几十卖千元，黑医师从业超15万人,新浪
693,2021-07-20,财华洞察|冰与火之歌：“宁组合”异军突起，“茅指数”还有救吗？,财华社
694,2021-07-20,结语：新旧之争，方向为何？,财华社
695,2021-07-20,爱美客发布增资并收购韩国Huons Bio部分股权补充公告,新浪
696,2021-07-20,财联社7月20日讯，爱美客午间公告，拟使用超募资金约8.86亿元，对HuonsBio进行增资并收购部分股权，HuonsBio主营业务为医药制造及分销。,财联社
697,2021-07-20,爱美客：拟使用超募资金约8.86亿元，增资Huons Bio并收购部分股权,Wind
698,2021-07-20,21健讯Daily｜14家药企生产劣药被通报；雷军密集投资医美；广东首家5G互联网医院上线；BioNTech收购吉利德资产,21世纪经济报道
699,2021-07-20,港美新股日报： “医美茅”爱美客境外IPO材料获证监会接收,发现网
700,2021-07-20,每日理财观察：最新LPR今日出炉，流动性合理充裕更具确定性,Wind
701,2021-07-20,爱美客赴港IPO材料获接收 ，首个“A+H”医美公司要来了！,e公司
702,2021-07-20,刚刚，“医美茅”境外IPO材料获证监会接收，首个“A+H”医美公司要来了！,e公司
703,2021-07-19,医美行业周报：梳理毛发治疗产业链 关注细分赛道优质龙头,新浪
704,2021-07-19,当代人颜值焦虑：医美和整牙，都要配齐,钛媒体
705,2021-07-19,纺织服装行业：上半年化妆品与黄金珠宝保持高景气 服装消费积极恢复,新浪
706,2021-07-19,中国证监会接收爱美客(300896.SZ)境外首次公开发行股份审批材料,智通财经
707,2021-07-19,除了汽车，雷军最近又出手了这一新赛道,Wind
708,2021-07-19,证监会接收爱美客境外IPO审批材料,Wind
709,2021-07-19,“数据会说话”之2021年6月数据解读：6月社零数据略好于预期 必需品消费改善但通胀高增仍持续抑制可选商品消费,新浪
710,2021-07-19,医药生物行业周报：海外疫情反复 行业超跌后迎来反弹,新浪
711,2021-07-19,商贸零售行业周报：6月社零总额同增12.1% 黄金珠宝复苏强劲,华福证券有限责任公司
712,2021-07-18,【开源零售|周视角】CBME孕婴童产业峰会举行，关注母婴消费新风向,泽鹏商业观察
713,2021-07-18,医药行业周报：中报预告落地 个股表现持续分化,西南证券
714,2021-07-17,一文梳理今年A股三大赛道的起因和走向,财联社
715,2021-07-17,鲸预告|7月21日爱美客新品发布,鲸平台
716,2021-07-16,医疗板块持续下挫跌逾3%，医疗ETF买盘活跃,Wind
717,2021-07-16,商业贸易行业点评报告：6月社零同比+12.1% 线上受618购物节带动明显,新浪
718,2021-07-16,【行情】A股医美概念下挫走弱，昊海生科跌超4%，朗姿股份、爱美客、澳洋健康跟跌,金十数据
719,2021-07-15,医美股测评③｜华熙生物：新兴业务开拓受挫，多头白热化竞争成发展隐忧？,21世纪经济报道
720,2021-07-15,H股公司赴A股上市会涨吗？反之呢？咱们用数据说话！,新浪
721,2021-07-15,把握医药行业2大投资方向,制药网
722,2021-07-15,年收入仅7亿元市值却超保利联通广汽，医美股还能疯多久？,中国经济周刊
723,2021-07-14,医药生物板块逆势大涨，这一细分领域翻倍股扎堆,Wind
724,2021-07-14,“女人的茅台”冲击800元大关！医药生物板块逆势大涨，这一细分领域翻倍股扎堆,中证报
725,2021-07-14,纺织服装行业7月第二周周报：纺服行业中报业绩靓丽 板块行情有望持续爆发,新浪
726,2021-07-14,医美三剑客的黄金期,创业邦
727,2021-07-14,多家医美上市公司中报净利预增，主力资金加仓这些个股,第一财经
728,2021-07-14,4500亿的医美巨头艾尔建，不过如此,读懂财经
729,2021-07-14,爱美客营收7亿市值1700亿，医美“狂欢”下资本吹出的新赛道OR新泡沫？,搜狐
730,2021-07-14,后疫情时代，关注科技成长板块投资机会,国泰君安
731,2021-07-13,纺织服装行业：安踏主品牌发布赢领计划 下半年继续看好板块龙头超额收益,新浪
732,2021-07-13,商业零售行业化妆品2021年上半年复盘与中报业绩前瞻：量价齐升 “价”重于“量” 增速分化,新浪
733,2021-07-13,2021年医药生物中期策略报告：需求长期景气 布局创新、医疗服务和消费主线,新浪
734,2021-07-13,21医美股测评②｜昊海生科：增长乏力，玻尿酸业务与投资并购谁能解困？,21世纪经济报道
735,2021-07-13,“茅指数”躺赢策略失效，“宁组合”市场表现抢眼,Wind
736,2021-07-12,【东吴晨报0712】【行业】传媒、商业贸易【个股】福莱特、万华化学、富满电子、广汽集团、长安汽车、风华高科、晶盛机电、泰和新材,东吴研究所
737,2021-07-12,【开源零售|周视角】同程生活宣告破产，社区团购行业加速出清,泽鹏商业观察
738,2021-07-12,【开源零售|医美化妆品6月月报&半年度回顾：行业延续高景气度，龙头品牌表现优秀】开源零售黄泽鹏团队,泽鹏商业观察
739,2021-07-12,纺织服装与化妆品行业周报：6月淘系化妆品表现突出、服装鞋包同比下滑,光大证券
740,2021-07-12,社会服务行业周报：疫情负面影响缓解 暑期国内旅游景气度稳步提升,新浪
741,2021-07-12,医药生物行业：十四五开启血制品新成长周期 重点推荐天坛生物、博雅生物等,新浪
742,2021-07-11,童颜针、肉毒素有大突破！更多爆款在路上？千亿医美巨头打造爆款有秘诀,全景网
743,2021-07-11,“轻医美”市场即将进入“再生时代”,投资界
744,2021-07-10,“医美茅台”爱美客：7亿营收，1600亿市值，谁疯了？,凤凰网
745,2021-07-10,制药概念股全线下跌！CRO重挫8.02%， 受新政影响或分化发展「制药行业周榜」,华夏时报
746,2021-07-10,华熙生物的高股价会被这家公司终结吗,投中网
747,2021-07-09,业绩爆发式增长！毛利率比爱美客还高，IVD上游的王者卷土重来！,瞪羚社
748,2021-07-08,发生什么了？千亿医美巨头A股上市未满一年，抛出赴港IPO计划+9亿跨国并购案|全景云调研,全景网
749,2021-07-08,与玻尿酸死磕的华熙生物，未来有戏吗？,格隆汇
750,2021-07-08,晚间重要公告2021年7月8日星期四,Wind
751,2021-07-08,爱美客回复关注函：取得Huons Bio股权后不会对公司生产经营造成重大不利影响 关注函,Wind
