,2021-12-31,"年终盘点|2021年十大""争议""白马股",新浪
1594,2021-06-28,跌太狠引发一级预警，发改委出手！猪价拐点来了？龙头砸出深坑后反弹，北上资金大手笔增持这些股,证券时报网
1595,2021-06-28,北向资金今日净流出40.55亿元，加仓贵州茅台4.4亿元,第一财经
1596,2021-06-28,北向资金今日净卖出40.55亿元，中远海控、宁德时代净卖出额居前,Wind
1597,2021-06-28,股市动态 | 国家出手！猪肉股绝处逢生，电力行业大涨，昊海生科业绩暴增收涨停,财经网
1598,2021-06-28,3300亿“猪茅”大涨8%，“二师兄”能否强势归来？,Wind
1599,2021-06-28,发改委数据透露猪肉储备收储工作将启！“猪茅”大涨8%，9月猪肉或止跌？但产能大周期“拐点”远未到来,21世纪经济报道
1600,2021-06-28,发改委数据透露猪肉储备收储工作将启！牧原股份大涨近9%，9月猪肉或止跌？不过产能大周期“拐点”远未到来,21世纪经济报道
1601,2021-06-28,A股收盘综述：猪肉股大幅反弹，成长股再度跑赢价值,Wind
1602,2021-06-28,【行情】猪肉板块多股涨停，新五丰、傲农生物涨停，正邦科技、牧原股份等多股跟涨,金十数据
1603,2021-06-28,“二师兄”发飙了！3000亿“猪茅”突然暴涨8%,中国基金报
1604,2021-06-28,猪肉股集体走强 牧原股份(002714.SZ)大涨近8%,格隆汇
1605,2021-06-28,解盘：百亿资金流入，农业、CRO、医疗器械、半导体领涨,Wind
1606,2021-06-28,A股午盘综述：创业板指、科创50均升逾2%，煤炭、金融杀跌,Wind
1607,2021-06-28,生猪价格反弹 猪肉概念股集体飘红丨牛熊眼,第一财经
1608,2021-06-28,生猪期货持续反弹猪肉股集体上涨牧原股份涨超4%,格隆汇
1609,2021-06-28,【行情】猪肉股开盘走高，傲农生物涨停，立华股份、天邦股份、东瑞股份、牧原股份等集体拉升,金十数据
1610,2021-06-28,生猪期货暴力反弹，猪肉股同步复苏,Wind
1611,2021-06-28,A股融资融券日报：两融余额增加18.39亿元（6月25日）,Wind
1612,2021-06-28,河南区域股市周报：板块总市值跌623亿 百川畅银跌17.48%跌幅第一,每日经济新闻
1613,2021-06-27,如何看待周末猪价强劲反弹？,微信
1614,2021-06-25,【光大金工|基金研究】港股比例居中（30-60%）的沪港深及QDII基金如何选择？,微信
1615,2021-06-25,A股融资融券日报：两融余额增加11.6亿元（6月24日）,Wind
1616,2021-06-25,牧原股份：2021年，公司预计出栏生猪3600万头至4500万头,每日经济新闻
1617,2021-06-25,早间机构策略：市场继续维持区间震荡可能性较大，热门板块或迎来短暂休整,证券时报网
1618,2021-06-25,东北证券：短期市场处于特殊窗口期，情绪驱动的行情逻辑仍然在延续中,证券时报网
1619,2021-06-24,牧原股份：公司目前已投产内乡、正阳两个屠宰厂，设计产能合计400万头/年,每日经济新闻
1620,2021-06-24,公司有没有考虑过收购饲料厂？牧原股份：公司暂无此类计划,每日经济新闻
1621,2021-06-24,农林牧渔行业：5月猪价加速下行 静待旺季来临价格改善,新浪
1622,2021-06-24,扎根小城的大企业：翔宇医疗人才之惑如何破局,财联社
1623,2021-06-24,河南首富的企业又被举报了，市值 3000 亿的“猪茅”今年不太顺 诉讼纠纷,ZAKER
1624,2021-06-24,A股融资融券日报：两融余额增加57.06亿元（6月23日）,Wind
1625,2021-06-23,生猪价格持续下跌 畜牧业协会紧急发声 养猪大户该如何应对,中国商报
1626,2021-06-23,北向资金近82亿资金大幅加码A股，药明康德净买入近8亿元,Wind
1627,2021-06-23,牧原股份：公司断奶仔猪的成本在350元左右,Wind
1628,2021-06-23,牧原股份：公司断奶仔猪的成本在350元左右,每日经济新闻
1629,2021-06-23,牧原股份：原材料库存量一般满足约2个月的生产需求,每日经济新闻
1630,2021-06-23,猪肉股午后迎来久违拉升，东瑞股份涨超4%,Wind
1631,2021-06-23,【行情】猪肉板块异动拉升，天域生态此前涨停，牧原股份、得利斯、新希望跟涨,金十数据
1632,2021-06-23,牧原股份盘中快速上涨,新浪
1633,2021-06-23,农林牧渔行业简评报告：肉类蛋白普跌 龙头亏损价贱伤农 亏损,新浪
1634,2021-06-23,A股融资融券日报：两融余额增加83.31亿元（6月22日）,Wind
1635,2021-06-22,市场流动性跟踪周报：北向资金近两月首现净流出,新浪
1636,2021-06-22,北向资金连续3日净卖出，贵州茅台遭净卖出近8亿元,Wind
1637,2021-06-22,金融市场流动性与监管动态周报：美元走强美债收益率走弱 市场表现如何？,新浪
1638,2021-06-22,半年报前瞻|连跌20周后生猪养殖步入亏损“深水区”上市猪企中报难“上岸” 亏损,财联社
1639,2021-06-22,牧原股份：公司2021年一季度商品猪完全成本每公斤16元多，目前已下降至每公斤16元以下,每日经济新闻
1640,2021-06-22,牧原股份：大股东股票质押业务正常，不存在平仓风险,Wind
1641,2021-06-22,A股融资融券日报：两融余额增加72.39亿元（6月21日）,Wind
1642,2021-06-22,一头猪亏损2000元！生猪养殖进入全面性亏损，价格何时见底？ 亏损,华融融达期货
1643,2021-06-22,科技股受宠！北向资金增持软件服务，大幅加仓这只苹果概念股,21世纪经济报道
1644,2021-06-22,牧原股份：公司商品猪标准体重在120公斤左右,Wind
1645,2021-06-22,牧原股份：公司暂无收购其他养殖场的计划,Wind
1646,2021-06-22,牧原股份：目前公司已建成投产的楼房猪舍规模相对较少,Wind
1647,2021-06-22,牧原股份：公司生产所使用的饲料均为自主生产,Wind
1648,2021-06-22,牧原股份：目前公司可转债正在进行申报材料更新等工作,Wind
1649,2021-06-22,北向资金动向盘点：有一种坚定看好叫做小幅净卖出,Wind
1650,2021-06-21,出栏就亏20万元！猪周期下半场还要横盘多久？业内预测：“基本上要到明年5月份左右”,每日经济新闻
1651,2021-06-21,【招商策略】美元走强美债收益率走弱，市场表现如何？——金融市场流动性与监管动态周报（0621）,招商策略研究
1652,2021-06-21,猪价跌跌不休 4000亿“猪茅”市值缩水40%！,财联社
1653,2021-06-21,猪价再度跌破年内新低：生猪养殖进入全面性亏损 价格何时见底？ 亏损,华夏时报
1654,2021-06-21,牧原股份受深股通青睐连续3日净买入,证券时报网
1655,2021-06-21,北向资金连续2日净卖出，继续抛售医药生物和白酒股,Wind
1656,2021-06-21,6月21日主力资金净流出239亿元,证券时报网
1657,2021-06-21,4000亿“猪茅”市值缩水40%！猪价跌跌不休带来行业寒冬？机构：布局板块估值底 连续下跌,财联社
1658,2021-06-21,A股资金流向（6月21日）：牧原股份、格力电器连遭资金抛售,Wind
1659,2021-06-21,农行放大招，比特币闪崩！华为出手，股价一年飙10倍,Wind
1660,2021-06-21,牧原股份大跌5.13% 成交额21.67亿元 连续下跌,中新经纬
1661,2021-06-21,A股收盘综述：军工、科技热度不减，权重股继续低迷,Wind
1662,2021-06-21,跌破1.7万元！生猪期货再创新低 猪肉股午后大幅跳水,新浪
1663,2021-06-21,生猪期货跌破17000大关 猪肉概念股见底了吗？丨牛熊眼,第一财经
1664,2021-06-21,生猪期货再创新低猪肉股继续集体下跌牧原股份跌超4% 连续下跌,格隆汇
1665,2021-06-21,突然反转！外资大举减仓超50亿，终止连续9周抢筹！,Wind
1666,2021-06-21,【行情】猪肉股午后再度跳水，大北农、正邦科技均跌超6%，海大集团、牧原股份、龙大肉食等个股持续走弱,金十数据
1667,2021-06-21,监管出手，2000亿巨头突然崩了！多只白酒股跳水,Wind
1668,2021-06-21,农林牧渔行业周观点：猪价继续探底 “后周期”景气兑现,新浪
1669,2021-06-21,农业周观点：生猪存栏超预期恢复 中央财政保障农民种粮积极性,新浪
1670,2021-06-21,猪周期的低价下半场还要横盘多久？业内预测拐点在这个时间到来,每日经济新闻
1671,2021-06-21,价格跌至10元/斤 猪肉行情难预料,新浪
1672,2021-06-21,A股融资融券日报：两融余额增加35.34亿元（6月18日）,Wind
1673,2021-06-21,新五丰逢猪价下行周期斥资2.5亿建母猪场 净利连续两季度大降50%股价腰斩 盈利能力下降,长江商报
1674,2021-06-21,猪价持续下调，上市猪企“降本增效”应对变局,Wind
1675,2021-06-21,国内猪肉价格持续下跌 陕西养猪户主动减产 国家发改委、省发改委发布生猪价格过度下跌预警,网易
1676,2021-06-21,生猪价格半年跌六成 期货价格连创新低 养猪企业或已全面亏损 亏损,证券日报
1677,2021-06-20,生猪期货创新低 均价年内跌超六成 猪企或全面亏损 亏损,证券日报网
1678,2021-06-20,【华安农业王莺|周报】生猪养殖行业步入深度亏损，后周期维持高景气 亏损,王莺看农业
1679,2021-06-19,牧原股份：公司目前暂无收购其他养殖场的计划,每日经济新闻
1680,2021-06-19,牧原股份回应是否开辟国际市场：目前以满足国内需求为主,Wind
1681,2021-06-19,牧原股份：生猪价格波动是导致公司经营业绩出现波动的主要原因之一,Wind
1682,2021-06-19,北向资金丨本周扫货重点曝光，牧原股份获加仓7亿元,第一财经
1683,2021-06-18,21信用预警周报丨中国华融将处置旗下多家子公司、猪价持续下跌牧原股份成本“警戒线”告破 连续下跌,21世纪经济报道
1684,2021-06-18,“猪坚强”去世，一生经历 3 个猪周期！猪价高低起伏，市场规模近 900 亿,ZAKER
1685,2021-06-18,北向资金本周累计净卖出50亿元，药明康德、宁德时代连续4日遭抛售,Wind
1686,2021-06-18,A50指数成份股调整盘后生效，北向资金尾盘集合竞价净卖出超10亿元,Wind
1687,2021-06-18,茅台突然大跌900亿！又一千亿巨头诞生，发生了什么,Wind
1688,2021-06-18,“大起大落”生猪养殖业如何应对,中国商报
1689,2021-06-18,清流|牧原股份200亿关联交易合理性存疑：商务部喊你来对账！,网易
1690,2021-06-18,清流|巨额关联交易惊现数据打架，“猪茅”牧原股份赚的钱去哪儿了？ 欺诈造假,网易
1691,2021-06-18,A股融资融券日报：两融余额增加62.26亿元（6月17日）,Wind
1692,2021-06-18,“数据会说话”之2021年5月数据解读：5月社零数据低于预期 消费延续恢复态势,新浪
1693,2021-06-17,猪价跌破成本，头部猪企“以量补价”逻辑受到挑战,第一财经
1694,2021-06-17,北向资金今日净买入15.94亿元，芯片、消费电子股获资金大幅抢筹,Wind
1695,2021-06-17,牧原股份今日大宗交易成交3.42万股，成交价58.6元溢价0.0%,Wind
1696,2021-06-17,A股资金流向（6月17日）：芯片板块疯狂“吸金”，龙头股获抢筹,Wind
1697,2021-06-17,五花肉价格“腰斩”？ 养殖户看好中秋后市场反弹,钱江晚报
1698,2021-06-17,解盘：超百亿资金流入，海运、白酒、IGBT、半导体领涨,Wind
1699,2021-06-17,"【行情】受猪肉价格持续下跌，猪肉板块个股持续走弱，大北农跳水大跌7%，正邦科技跌逾5%，天邦股份、牧原股份、天康生物均纷纷下挫
连续下跌",金十数据
1700,2021-06-17,这些原因致猪价超跌，明年5元猪价将成大概率事件,Wind
1701,2021-06-17,A股融资融券日报：两融余额减少69.57亿元（6月16日）,Wind
1702,2021-06-17,【中原农林牧渔】牧业行业深度分析：万亿市场空间成就优质头部猪企,中原证券研究所
1703,2021-06-16,牧原股份：公司种猪主要品种有大白，长白，杜洛克，二元母猪等,每日经济新闻
1704,2021-06-16,牧原股份：公司目前生产经营正常，不存在偿债风险,每日经济新闻
1705,2021-06-16,牧原股份：公司商品猪销售均价相对较低的原因主要有两个,每日经济新闻
1706,2021-06-16,三级预警：猪肉价格持续下跌 多只养猪个股年内已跌去40% 连续下跌,证券时报网
1707,2021-06-16,农林牧渔行业简评报告：猪价跌破成本线 动保业绩可期,新浪
1708,2021-06-16,农林牧渔行业周报(第23周)：粮价强势震荡 继续关注估值合理的子行业优质龙头,新浪
1709,2021-06-16,农林牧渔行业2021年中期策略：养殖盈利进入正常周期 重点关注饲料行业集中度提升,广发证券
1710,2021-06-16,A股融资融券日报：两融余额增加53.09亿元（6月15日）,Wind
1711,2021-06-16,生猪价格跌至15.8元/公斤！短期内看不到见底转机,21世纪经济报道
1712,2021-06-16,多家券商发布下半年投资策略，两大关键词被反复提及,Wind
1713,2021-06-16,多家券商发布下半年投资策略 两大关键词被反复提及,证券时报
1714,2021-06-16,生猪价跌至15.8元/千克 生猪养殖业亏损面预计继续扩大 预亏,21世纪经济报道
1715,2021-06-15,猪价平均跌至15.8元/公斤！专家：短期仍未见底,21世纪经济报道
1716,2021-06-15,猪价跌至15.8元/公斤！牧原股份成本“警戒线”告破，生猪养殖业亏损面进一步扩大 亏损,21世纪经济报道
1717,2021-06-15,卖一头肥猪亏损约千元 生猪养殖业如何应对“大落”,中国商报
1718,2021-06-15,猪价连跌19周！生猪期货创历史新低猪肉股量价齐跌集体低迷,财华社
1719,2021-06-15,农林牧渔行业点评报告：5月猪价加速下跌 出栏环比增长提速,新浪
1720,2021-06-15,申万农林牧渔周观点：猪肉储备调节机制优化 关注景气复苏“后周期”,新浪
1721,2021-06-15,【行情】A股猪肉板块走弱，天域生态跌超4%，正邦科技、天邦股份、牧原股份、巨星农牧跟跌,金十数据
1722,2021-06-15,A股融资融券日报：两融余额减少57.15亿元（6月14日）,Wind
1723,2021-06-15,农林牧渔行业周报：政府猪肉储备调节机制预案解读,新浪
1724,2021-06-14,生猪养殖进入亏损区，猪价能否迎来反弹？ 亏损,微信
1725,2021-06-14,大批明星经理旗下基金创新高,Wind
1726,2021-06-14,猪肉价格腰斩，资本逃离生猪板块 ！,环球老虎财经
1727,2021-06-13,连跌19周！陶一山“猪肉5元论”要成真？资本已纷纷逃离生猪板块 连续下跌,腾讯网
1728,2021-06-13,【华安农业王莺|周报】白羽鸡产业链价格分化或持续，USDA6月报支撑农产品高价,王莺看农业
1729,2021-06-13,5178点6周年，个股剧烈分化，茅台涨890%称王,Wind
1730,2021-06-11,猪价坐“滑梯”多家猪企成本“防线”被击破分析人士：6月猪价仍难有起色,财联社
1731,2021-06-11,牧原股份现1笔大宗交易 共成交208.37万元,新浪
1732,2021-06-11,牧原股份今日大宗交易成交3.32万股，成交价62.8元溢价0.0%,Wind
1733,2021-06-11,揭秘送转股 132只除权以来股价上涨,证券时报网
1734,2021-06-11,A股融资融券日报：两融余额增加67.59亿元（6月10日）,Wind
1735,2021-06-10,"牧原股份：目前公司已投产正阳、内乡两个屠宰厂，设计产能合计400万头/年，在建的屠宰产能超2,000万头",每日经济新闻
1736,2021-06-10,牧原股份：公司目前与双汇有合作，并且一直保持着友好合作关系。公司自建自营屠宰厂，未来将会根据养殖产能的布局，配套建设屠宰厂,每日经济新闻
1737,2021-06-10,光大证券：6月25日召开“19牧原01”2021年第一次债券持有人会议，审议两项议案,Wind
1738,2021-06-10,邮储银行：“18牧原MTN001”等债券2021年度第一次持有人会议均未生效,Wind
1739,2021-06-10,猪肉板块逆市走低，牧原、温氏、新希望、双汇、正邦科技集体下滑,Wind
1740,2021-06-10,A股融资融券日报：两融余额减少2.5亿元（6月9日）,Wind
1741,2021-06-10,【银河农业】2021年中期策略丨背靠周期，把握优质成长标的,新浪
1742,2021-06-10,129只送转股走出贴权走势,证券时报网
1743,2021-06-10,存栏5万头傲农生物“逆势”扩产公司：仍有母猪栏位释放此举在于“降本增效”,财联社
1744,2021-06-10,猪肉市场保供稳价！猪周期告别估值底,Wind
1745,2021-06-10,5月猪价直逼“自繁自养”成本线，猪企龙头二季度盈利全面承压,Wind
1746,2021-06-10,猪周期下半场，上车别急,格隆汇
1747,2021-06-10,5月猪价直逼“自繁自养”成本线 猪企龙头二季度盈利全面承压,21世纪经济报道
1748,2021-06-09,抄底猪肉股还要等多久？,格隆汇
1749,2021-06-09,猪肉价格连跌19周，A股上市猪企5月销售收入多忧愁 连续下跌,资本邦
1750,2021-06-09,身价缩水超700亿！养猪首富的“宿命”,搜狐
1751,2021-06-09,牧原大跌背后，起底猪市沉浮原因,创业邦
1752,2021-06-09,牧原股份：截至2021年3月底，公司能繁母猪存栏为284.6万头,每日经济新闻
1753,2021-06-09,政策来了！“二师兄”跌落凡尘，猪周期告别估值底,Wind
1754,2021-06-09,21深度丨5月猪价下降23.8%直逼“自繁自养”成本线：猪企龙头无计可施，二季度盈利能力全面承压,21世纪经济报道
1755,2021-06-09,猪肉股反弹，牧原股份等多股快速拉升,Wind
1756,2021-06-09,A股融资融券日报：两融余额减少16.2亿元（6月8日）,Wind
1757,2021-06-09,实探丨从“会飞的猪”到“亏损的猪”！猪肉价格连跌，自去年高位下跌60%…距离上一轮周期底部还有多远？ 亏损,证券时报
1758,2021-06-09,农林牧渔行业简评报告：等待猪价反弹,新浪
1759,2021-06-09,“牛猪”扎堆出栏加剧跌势，养殖户“躺赚”变“血亏”,Wind
1760,2021-06-09,正大股份主板IPO大有来头 产能未饱和仍拟募资百亿扩产养猪？,新浪
1761,2021-06-08,【行业一线】猪价“变脸”之下，谁才是最主要受益者？,财华社
1762,2021-06-08,多家上市猪企5月销售收入环比下滑，行业季节性拐点会来吗？ 盈利能力下降,第一财经
1763,2021-06-08,[路演]牧原股份：利润率决定养猪户选择 猪价或继续下行,全景网
1764,2021-06-08,[路演]牧原股份：预计今年四季度可实现14元/公斤的成本目标,全景网
1765,2021-06-08,一头猪亏掉千元，猪价跌回2年前，基金经理已提前出逃,新浪
1766,2021-06-08,农林牧渔行业：背靠周期 把握优质成长标的,新浪
1767,2021-06-08,肥猪出不尽？猪价重回“8元时代” 分析师：下半年供需缺口尚存变数,和讯
1768,2021-06-08,多家上市猪企5月销售量价齐跌，“二师兄”价格惨跌“腰斩”不止,资本邦
1769,2021-06-08,农林牧渔2021年6月投资策略：6月或迎绝地反击 推荐畜禽产业链,国信研究
1770,2021-06-08,A股融资融券日报：两融余额增加70.11亿元（6月7日）,Wind
1771,2021-06-08,猪价惨跌，“腰斩”不止！有猪企股价跌幅高达65%，超1200亿市值被蒸发，“二师兄”能否“渡劫”？ 连续下跌,每日经济新闻
1772,2021-06-08,猪价“踩踏”，有关部门正加快探索建立生猪产能储备制度,Wind
1773,2021-06-08,猪价“踩踏”：养殖企业抓紧抛售 期货交割仓库扩增,Wind
1774,2021-06-08,猪价半年腰斩，多家猪企5月销售量价齐跌,Wind
1775,2021-06-08,猪价半年腰斩 多家猪企5月销售量价齐跌,全景网
1776,2021-06-07,猪价惨跌！“腰斩”不止！猪企直呼迎接行业寒冬！猪肉股能否“渡劫”？,e公司
1777,2021-06-07,"基金""逃离""生猪板块：猪价今年""腰斩"" ""猪肉5元论""要成真？",新浪
1778,2021-06-07,猪价今年 “腰斩”：“猪肉5元论”要成真？基金 “逃离”生猪板块,新浪
1779,2021-06-07,农林牧渔行业：猪价6-8月有望上扬 继续看好畜禽链反弹行情,新浪
1780,2021-06-07,猪肉价格重回“十元时代”，多家猪企销量下滑肉价连跌 盈利能力下降,南都报
1781,2021-06-07,河南区域股市周报：新增1家上市公司 35家机构调研牧原股,每日经济新闻
1782,2021-06-07,农林牧渔行业：本周猪价继续下行 关注饲料行业集中度提升,广发证券
1783,2021-06-07,部分猪肉批发价跌破每斤10元？基金纷纷“逃离”生猪板块,腾讯网
1784,2021-06-07,新股民入市增速反弹，杠杆资金规模创新高！什么信号,Wind
1785,2021-06-07,A股异动|牧原股份(002714.SZ)领跌猪肉股部分零售商超的猪肉价格跌至10元/斤,格隆汇
1786,2021-06-07,牧原股份：2021年5月销售生猪309.7万头 环比减少1.53% 盈利能力下降,农产品期货网
1787,2021-06-07,申万农林牧渔周观点：猪价跌势不止 推荐生猪养殖“后周期”,新浪
1788,2021-06-07,牧原股份5月商品猪价格呈下滑趋势，销售均价环比降逾16% 盈利能力下降,资本邦
1789,2021-06-07,快讯：全国猪价较年初高位接近“腰斩” 牧原股份早盘大跌6% 连续下跌,新浪
1790,2021-06-07,农林牧渔行业周报：圣农发展的竞争战略与发展战略,新浪
1791,2021-06-07,湖北活猪首供澳门，来自牧原股份关联公司,证券时报网
1792,2021-06-07,牧原股份跌超4%打压情绪，猪肉股集体走低,Wind
1793,2021-06-07,A股融资融券日报：两融余额减少27.87亿元（6月4日）,Wind
1794,2021-06-06,4家猪企公布5月成绩单，猪肉价格大降，最赚钱的猪中茅台不香了？,搜狐
1795,2021-06-05,Wind风控日报2021年6月5日星期六,Wind
1796,2021-06-05,上市公司正负面新闻2021年6月5日星期六,Wind
1797,2021-06-05,牧原食品股份有限公司 2021年5月份生猪销售简报,证券日报
1798,2021-06-04,牧原股份(002714.SZ)：股东秦英林质押的1071万股展期,格隆汇
1799,2021-06-04,猪价持续探底，牧原股份5月份商品猪销售均价环比降逾16% 盈利能力下降,澎湃新闻
1800,2021-06-04,晚间重要公告2021年6月4日星期五,Wind
1801,2021-06-04,牧原股份：5月生猪售价环比下降16.39%，收入下降14.44% 盈利能力下降,中华网
1802,2021-06-04,牧原股份(002714.SZ)：5月生猪销售收入67.80亿元 同比增长66.71%,格隆汇
1803,2021-06-04,牧原股份：秦英林延期购回1071万股,每日经济新闻
1804,2021-06-04,牧原股份：5月份生猪销售收入67.8亿元 销售均价环比下降16.39% 盈利能力下降,e公司
1805,2021-06-04,财联社6月4日讯，牧原股份公告，5月份，公司商品猪销售均价17.65元/公斤，环比下降16.39%；公司销售生猪309.7万头，销售收入67.8亿元。,财联社
1806,2021-06-04,牧原股份：5月份商品猪销售均价环比下降16.39% 盈利能力下降,Wind
1807,2021-06-04,猪肉重回10元时代！新希望股价遭遇腰斩，养猪行业寒冬已至？,华夏时报
1808,2021-06-04,"牧原股份现1笔大宗交易 共成交1,987.50万元",新浪
1809,2021-06-04,牧原股份今日大宗交易成交30万股，成交价66.25元折价2.29%,Wind
1810,2021-06-04,牧原股份(002714.SZ)连续第四日反弹,格隆汇
1811,2021-06-04,A股融资融券日报：两融余额减少4.5亿元（6月3日）,Wind
1812,2021-06-03,牧原股份：公司出资设立种猪公司开展种猪育种及销售业务，在向社会提供优质种猪的同时，有助于提升公司育种水平,每日经济新闻
1813,2021-06-03,牧原股份：通过净化生产，有效提高疫病防控能力,每日经济新闻
1814,2021-06-03,牧原股份：积极通过各类渠道引进精英人才,每日经济新闻
1815,2021-06-03,用亩产600公斤水稻田建养殖场，是否合理、合法？牧原股份回应,每日经济新闻
1816,2021-06-03,牧原股份：公司2020年营业成本构成中，药品及疫苗费用占比约5.5%，不包括在饲料成本中。,每日经济新闻
1817,2021-06-03,牧原股份大宗交易成交1298.50万元,证券时报网
1818,2021-06-03,牧原股份今日大宗交易成交19.60万股，成交价66.25元溢价0.0%,Wind
1819,2021-06-03,农产品周报：生猪养殖系列报告七十一：当前时点如何看待猪价和牧原股份？,新浪
1820,2021-06-03,正大股份拟登陆A股 龙头猪企竞争加剧,中国商网
1821,2021-06-03,24股遭北向资金减持超亿元,证券时报网
1822,2021-06-03,A股融资融券日报：两融余额减少24.47亿元（6月2日）,Wind
1823,2021-06-03,北向资金净卖出20.14亿元 这些行业和个股被抛售最多 股票卖空,21世纪经济报道
1824,2021-06-02,知名牛散出手！曾狙击两倍牛股，现豪掷5亿举牌猪肉股，4万股东却“喊跑”,时代财经
1825,2021-06-02,北向资金今日净卖出20.14亿元，恒瑞医药净卖出额创历史新高,Wind
1826,2021-06-02,牧原股份今日大宗交易成交19万股，成交价93.11元溢价0.0%,Wind
1827,2021-06-02,新高在即减持加码，82公司5月净减持超亿元,Wind
1828,2021-06-02,牧原股份大涨,新浪
1829,2021-06-02,生猪价格腰斩，“猪企”值博率走低？,智通财经
1830,2021-06-02,猪肉股反弹牧原股份涨近5%,格隆汇
1831,2021-06-02,猪肉股反弹，牧原股份、新希望、天邦股份领涨,Wind
1832,2021-06-02,A股融资融券日报：两融余额增加83.42亿元（6月1日）,Wind
1833,2021-06-01,中金行业首选：2021年6月,新浪
1834,2021-06-01,肥猪出不尽？猪价重回“8元时代”分析师：下半年供需缺口尚存变数,证券之星
1835,2021-06-01,主承销商：6月4日召开“18牧原MTN001”等三只债券2021年度第一次持有人会议,Wind
1836,2021-06-01,A股融资融券日报：两融余额增加114.99亿元（5月31日）,Wind
1837,2021-06-01,农林牧渔行业：5月板块跑输8.3个百分点+后周期饲料、动保景气上行,广发证券
1838,2021-06-01,融资客上周加仓逾200亿元,Wind
1839,2021-05-31,5月31日晚间重要行业研究汇总(附股),中金在线
1840,2021-05-31,一周食品行业动态：十荟团因不正当价格行为被罚150万元 正大股份拟登陆沪市主板,中国食品网
1841,2021-05-31,农业行业周报：猪价趋稳 反弹不远,新浪
1842,2021-05-31,通威股份：公司目前与牧原股份无光伏业务的合作,每日经济新闻
1843,2021-05-31,【行情】猪肉板块走弱，神农集团跌超7%，牧原股份、罗牛山、天邦股份跟跌,金十数据
1844,2021-05-31,猪肉板块继续调整，牧原、罗牛山、天邦、新希望、正邦科技跌幅居前,Wind
1845,2021-05-31,A股融资融券日报：两融余额增加33.03亿元（5月28日）,Wind
1846,2021-05-31,申万农林牧渔周观点：猪价急跌景气回落 关注龙头成长性,新浪
1847,2021-05-30,牧原股份：预计今年建成生猪产能2000万至2500万头,贝壳财经
1848,2021-05-30,大消费行业2021年6月金股推荐,新浪
1849,2021-05-29,净利润50强上市公司：工商银行第一，中国广核最少，牧原股份上涨最快,腾讯网
1850,2021-05-29,顶流基金也懵了，暴跌4600亿！大妈狂赚100倍的白马股，突然不香了？更有火锅茅惨遭腰斩，猪茅、疫苗茅罕见重挫！,中国基金报
1851,2021-05-29,农林牧渔2021年6月投资策略：6月或迎绝地反击 推荐畜禽产业链,新浪
1852,2021-05-29,农林牧渔行业一周净流出资金36.05亿元，11股净流出资金超亿元,证券时报网
1853,2021-05-28,牧原股份(002714.SZ)2020年度第二期中期票据付息完成,智通财经
1854,2021-05-28,7成公司预喜！下周16家高送转、43家高派现,Wind
1855,2021-05-28,牧原股份股价还会暴跌吗？ 连续下跌,雪球
1856,2021-05-28,A股融资融券日报：两融余额增加73.28亿元（5月27日）,Wind
1857,2021-05-28,牧原股份(002714)：如何看公司智能化养殖模式的建设？,新浪
1858,2021-05-27,牧原股份(002714.SZ)2020年度权益分派10转4派14.61元股权登记日为6月2日,格隆汇
1859,2021-05-27,猪价下跌带来生猪养殖集中度提升,中国金融新闻网
1860,2021-05-27,牧原股份(002714.SZ)拟实施每10股转4股派14.61元 于6月3日除权除息,智通财经
1861,2021-05-27,牧原股份(002714)：扩张加速 打造生猪养殖航母,新浪
1862,2021-05-27,A股融资融券日报：两融余额增加50.37亿元（5月26日）,Wind
1863,2021-05-27,风停了，“猪王”也摔下来了,斑马消费
1864,2021-05-27,"乌龙了！泽熙投资并未""现身""牧原股份交流会，到底什么情况？最新回应来了",e公司
1865,2021-05-27,徐翔即将回归？泽熙投资“现身”猪茅交流会，什么情况？,Wind
1866,2021-05-26,晚间要闻2021年5月26日星期三,Wind
1867,2021-05-26,泽熙投资现身A股，徐翔系重出江湖？,上游新闻
1868,2021-05-26,机构调研丨近期三家千亿市值白马股获机构扎堆调研,第一财经
1869,2021-05-26,什么情况？泽熙投资现身A股，涉事方紧急回应,Wind
1870,2021-05-26,一季度河南超八成上市公司实现盈利 35家上市公司营收超10亿元,证券日报网
1871,2021-05-26,广州发现1例阳性，荔湾区全员检测！千亿疫苗股狂拉,Wind
1872,2021-05-26,希瓦私募声明：网传“泽熙投资洪俊骅现身牧原股份电话交流会”系误读,Wind
1873,2021-05-26,"""猪茅""牧原股份三个月跌掉27%：37家机构扎堆参与线上调研 公司这样回应",新浪
1874,2021-05-26,西瓦私募：网传“泽肥投资洪俊骅现身牧原股份电话交流会”相关消息系误读,鲸平台
1875,2021-05-26,"牧原股份现3笔大宗交易 共成交35,690.59万元",新浪
1876,2021-05-26,调研记录|牧原股份（002714.SZ）：预计今年Q4可时点或阶段性实现14元/公斤的成本目标,智通财经
1877,2021-05-26,牧原股份今日大宗交易成交10.85万股，成交价91.98元溢价0.0%,Wind
1878,2021-05-26,快讯 | 牧原股份最新机构调研名单惊现已被注销的“上海泽熙投资”，是“乌龙”还是另有隐情？,每日经济新闻
1879,2021-05-26,每经15点|吸烟每年使我国100多万人失去生命；沪指涨0.34%，北上资金净流入91亿元；泽熙投资现身牧原股份电话交流会,每日经济新闻
