,2021-12-31,2021年A股年终盘点：十大“水逆”板块在哪里？,Wind
1164,2021-04-21,上市券商一季度业绩分化 盈利能力下降,证券之星
1165,2021-04-21,犀牛财经视频：华泰总经理离职，挖下属创新私募 董监高成员变化,和讯
1166,2021-04-21,华泰证券(06886.HK)：为境外全资附属公司发行1亿美元债券提供担保 大额借贷担保,格隆汇
1167,2021-04-21,华泰证券(06886.HK)：境外债券4月21日开始在联交所上市,格隆汇
1168,2021-04-21,华泰证券(601688.SH)完成增发1亿美元固定利率美元债券,智通财经
1169,2021-04-21,华泰证券：为境外全资附属公司发行美元债券提供担保 大额借贷担保,Wind
1170,2021-04-21,券商发力场外业务这一年！新增规模逼近5万亿，头部券商大施拳脚，收益互换大爆发，华泰中信申万宏源居前三,财联社
1171,2021-04-20,中国证监会市场禁入决定书（黄建雄） 其他违规处罚,证监会
1172,2021-04-20,中国证监会行政处罚决定书（黄建雄） 金融监管处罚,证监会
1173,2021-04-20,5000亿资管巨头进军公募！券商资管最新排名曝光,Wind
1174,2021-04-20,智通每日大行研报︱Q1零售流水超预期 李宁(02331)获大摩看高至71港元 大和予美团(03690)目标价500港元,智通财经
1175,2021-04-20,华泰证券：威孚高科（000581.SZ）2020年经营业绩表现强劲，维持“买入”评级,智通财经
1176,2021-04-20,华泰证券：上调李宁(02331)目标价21%至70港元 预计2021-23年净利润年复合增长率37%,智通财经
1177,2021-04-20,爱建证券--非银金融行业周报：证监会修订科创属性，科创板保荐工作进入新阶段【行业研究】,金融界股吧
1178,2021-04-20,中国证监会市场禁入决定书（黄建雄）,证监会
1179,2021-04-20,渤海证券--非银行金融行业周报：证监会修订科创属性评价指引，“硬科技”标准升级【行业研究】,金融界股吧
1180,2021-04-20,光大证券--非银金融行业周报：3月保费收入小幅承压，政策利好券商板块长期估值【行业研究】,金融界股吧
1181,2021-04-20,中信建投：券商估值已至底部，静候催化剂降临,Wind
1182,2021-04-20,海通中信海外业务营收连续3年稳居冠亚军,上证报
1183,2021-04-19,申请设立个人系公募，华泰资管总经理即将离职？回应称“创业是个人职业规划” 董监高成员变化,财联社
1184,2021-04-19,前十券商收入3128亿占行业七成 自营收入1106亿同比增22%,长江商报
1185,2021-04-19,中国证监会市场禁入决定书（黄建雄）,证监会
1186,2021-04-19,证券板块异动国盛金控涨停 机构建议重点关注两类券商,证券日报网
1187,2021-04-19,华泰证券：海康威视（002415.SZ）20年营收净利稳健增长，维持“买入”评级,智通财经
1188,2021-04-19,【行情】港股中资券商板块异动拉升，中金公司涨3.7%，华泰证券涨3%，中信建投证券涨2.6%，国泰君安涨2.5%,金十数据
1189,2021-04-19,华泰证券：福耀玻璃(03606)销量增长提速 资产负债表有所改善 评级“买入”,智通财经
1190,2021-04-19,华泰证券：通信行业建议关注前期超跌、估值低位且一季度高增长的板块,Wind
1191,2021-04-19,华泰证券：鱼跃医疗（002223.SZ）国内器械平台型公司，维持“买入”评级,智通财经
1192,2021-04-19,十大券商一周策略：潜在入市基金规模超1.1万亿,Wind
1193,2021-04-18,证券行业未来怎么走？上市券商董事长：数字化、国际化、全方位竞争,Wind
1194,2021-04-18,券业资管战火再起！2020净收入创3年新高，中信突破80亿,Wind
1195,2021-04-18,航空股率先起飞！五一机票、酒店预定创纪录,Wind
1196,2021-04-16,什么情况！4天股价翻番、一季度净利暴增超1000倍，这只股票火了，为何机构参与寥寥？,证券时报网
1197,2021-04-16,华泰证券：佩蒂股份（300673.SZ）国内国际双轮驱动，业绩高增长，维持“买入”评级,智通财经
1198,2021-04-16,这一脚踩空快哭晕了！刚刚大笔抛出，10天股价翻倍,Wind
1199,2021-04-16,华泰证券：奇安信（688561.SH） 网络安全龙头，上调至“买入”评级,智通财经
1200,2021-04-16,中资券商海外业务格局生变！海通、华泰、中信、国君成新四大龙头,证券之星
1201,2021-04-16,【十大券商一周策略】吃饭行情正在酝酿，基金仓位明显下降,同壁财经
1202,2021-04-15,2020年券商自营大发力，中金、华泰、中信、海通均超百亿,第一财经
1203,2021-04-15,华泰证券：完美世界（002624.SZ）高基数下Q1业绩自然回落，维持“买入”评级,智通财经
1204,2021-04-15,华泰证券：恒力石化（600346.SH）全年净利增34％，维持“买入”评级,智通财经
1205,2021-04-15,4家券商全资子公司净利润逾10亿元，超过部分上市券商,Wind
1206,2021-04-14,8天暴涨106%！刚刚，这只股票上演“地天板”,Wind
1207,2021-04-14,爱建证券--非银金融行业周报：券商发力公募基金业务，向财富管理转型提速【行业研究】,金融界股吧
1208,2021-04-14,券商自营业绩整体向好，重仓股表现分化,Wind
1209,2021-04-14,券商炒股哪家强？4家收益超百亿中信证券以178亿折桂,Wind
1210,2021-04-13,三年投入550亿，券商全力布局金融科技,财经网
1211,2021-04-13,券商加速财富管理转型,财经网
1212,2021-04-13,证监会决定对贾跃亭、杨丽杰采取终身证券市场禁入措施 其他违规处罚,Wind
1213,2021-04-13,中信建投：板块估值已触底，券商加速布局公募业务,Wind
1214,2021-04-13,中信建投：板块估值已触底 券商加速布局公募业务,证券时报网
1215,2021-04-12,华泰证券(06886.HK)拟为附属发行13亿美元债提供担保 大额借贷担保,格隆汇
1216,2021-04-12,华泰证券(06886.HK)13亿美元债券上市及买卖批准于4月12日生效,格隆汇
1217,2021-04-12,华泰证券(06886)完成发行13亿美元的固定利率美元债券,智通财经
1218,2021-04-12,周易的“第二春”：履新南方基金董事长,环球老虎财经
1219,2021-04-12,预见2021：《2021年中国证券行业全景图谱》行业将呈现四大趋势,前瞻研究院
1220,2021-04-12,渤海证券--证券行业月报：关注业务转型过程中券商板块长期投资价值【行业研究】,金融界股吧
1221,2021-04-12,华泰证券(601688.SH)：13亿美元境外债券于香港联交所上市,搜狐
1222,2021-04-12,华泰证券：为境外全资附属公司发行美元债券提供担保 大额借贷担保,Wind
1223,2021-04-12,非银金融行业周观点：继续推荐左侧低位配置部分券商标的,新浪
1224,2021-04-12,十大券商：股指性价比高，市场仍在右侧！这一板块将成为市场新主角,Wind
1225,2021-04-12,【证券】关注业务转型过程中券商板块长期投资价值——证券行业月报——中性,渤海证券研究
1226,2021-04-12,【首发】宽岳骨科完成B轮数亿元人民币融资，致力于骨科数字化与新型材料研发,动脉网
1227,2021-04-11,【国君非银】手续费和资本业务共振，业绩大幅提升——2020年券商行业年报业绩综述,欣琦看金融
1228,2021-04-11,下周操盘攻略：短期震荡格局，积极把握一季报,Wind
1229,2021-04-11,证券行业头部公司2020年年报综合评价,雪球
1230,2021-04-11,25家券商去年信用减值损失逼近300亿，同比暴增！,Wind
1231,2021-04-09,金融圈高薪“鄙视链”：基金最高，券商年终奖扣税百万,Wind
1232,2021-04-09,华泰证券：海吉亚医疗维持买入评级 目标价71.44港元,新浪
1233,2021-04-09,券商2021年一季报前瞻：预计板块归母净利同比增2成 环比增5成,新浪
1234,2021-04-09,23家券商去年自营业务总收入超1200亿元,Wind
1235,2021-04-08,券商经纪业务收入占比下降，财富管理和数字化转型步伐加快,第一财经
1236,2021-04-08,华泰证券张馨元：融资资金或成为当前市场反弹中的卖出力量,中证网
1237,2021-04-08,华泰证券张馨元：国内宏观政策会保持相对稳定,中证网
1238,2021-04-08,华泰证券张馨元：现在配置应为二季度末至三季度的上涨做准备,中证网
1239,2021-04-08,情绪底部或已出现 券商龙头股有哪些？,至诚财经
1240,2021-04-08,利好政策提振 券商股爆发 主力尾盘加码板块超23亿元,第一财经
1241,2021-04-08,26家券商风控指标出炉：超半数指标下滑，3家券商各有指标接近预警标准，监管高度关注哪些风控指标,财联社
1242,2021-04-08,中信建投：券商板块下行空间有限，长短线投资者都可左侧布局,Wind
1243,2021-04-08,八大券商主题策略：情绪底部或已出现 大金融为A股注入“强心剂”？,中金在线
1244,2021-04-08,券商2020年报深度综述：通道价值弱化 客户综合经营能力分化,新浪
1245,2021-04-08,中信建投：券商板块下行空间有限，长短线投资者都可左侧布局,证券时报网
1246,2021-04-08,多家大型券商陆续披露2020年年报，机构建议关注两类券商丨牛熊眼,第一财经
1247,2021-04-08,5家券商净利超百亿 券商龙头股有哪些股票？,至诚财经
1248,2021-04-08,券商板块震荡走高，板块望迎估值修复，关注两类股,证券时报网
1249,2021-04-08,头部券商进一步增强5家净利超百亿,证券导报
1250,2021-04-08,前十券商贡献行业七成营收，人均创收最高387万,Wind
1251,2021-04-08,前十券商贡献行业七成营收 人均创收最高387万,证券时报
1252,2021-04-07,光大证券--非银金融行业周报：互联网人身险财险分化，券商板块关注度逐渐提升【行业研究】,金融界股吧
1253,2021-04-07,长城证券--非银行金融行业关于券商账户管理功能优化试点的专题评析：以服务客户为导向提升账户管理功能，券商财富管理业务大发展值得期待【行业研究】,金融界股吧
1254,2021-04-07,财富管理成绩单曝光：中信代销规模约9500亿元,新浪
1255,2021-04-07,券业IT投入全面加码，华泰18亿居首，国君13亿曾连续三年第一，年报曝光各家金融科技战略战术,财联社
1256,2021-04-07,华泰证券(06886)拟授予的4548.8万股A股限制性股票将变更为有限售条件股份,智通财经
1257,2021-04-07,华泰证券(06886.HK)：完成认购4548.80万股A股限制性股票,格隆汇
1258,2021-04-06,“三中一华”业绩PK：建投净利再超中金，中信稳坐券业一哥,第一财经
1259,2021-04-06,华泰证券利润增20% 董事长薪酬增81%仅76万业内倒数,新浪
1260,2021-04-06,【长城非银】以服务客户为导向提升账户管理功能，券商财富管理业务大发展值得期待——关于券商账户管理功能优化试点的专题评析,强思非银
1261,2021-04-06,开源证券--非银金融行业周报：账户管理功能有望优化，券商板块攻守兼备【行业研究】,金融界股吧
1262,2021-04-06,华泰联合证券助力昀冢科技登陆科创板，光学精密电子零部件龙头开启新征程,华泰联合证券
1263,2021-04-06,华泰证券：台积电、中芯国际积极扩产，预示产业看好本轮半导体高景气超预期延续,Wind
1264,2021-04-06,头部券商去年业绩“秀肌肉” 5家已进入净利百亿元俱乐部,证券日报
1265,2021-04-04,彻底赚翻了！5家净利润超百亿，“一哥”狂赚150亿！最新最全排名来了,中国基金报
1266,2021-04-03,这些券商经纪业务收入排前十！四到七名竞争激烈,Wind
1267,2021-04-02,已有30家券商披露年报：15家营收超百亿，5家净利超百亿,澎湃新闻
1268,2021-04-02,【读财报】华泰证券2020年净利润108亿元 主要风控指标有所下滑,面包财经
1269,2021-04-02,上市券商薪酬总额普涨 中金公司人均收入领跑,上证报
1270,2021-04-01,金融业薪酬大比拼：去券商做打工人，去保险做高管,Wind
1271,2021-04-01,狂揽577.59亿！五家券商净利“百亿俱乐部”生意经：自营兆丰年，海外布局提速,21世纪经济报道
1272,2021-04-01,光大证券--非银金融行业周报：保险渠道改革进行时，券商估值性价比凸显【行业研究】,金融界股吧
1273,2021-04-01,太平洋给予华泰证券买入评级，华泰证券：手续费表现靓丽，科技+制度保障公司长效发展,每日经济新闻
1274,2021-04-01,上市券商2020年成绩单逐步揭晓，这只股还有67%上涨空间,第一财经
1275,2021-04-01,36家券商公布年报，5家净利超百亿，除了头部都是腰部？,财经网
1276,2021-04-01,渤海证券--华泰证券深度报告：“双轮驱动”战略持续推进，平台优势值得期待【公司研究】,金融界股吧
1277,2021-04-01,券商年报业绩汇总：中信证券年赚149亿元居首,大众证券报
1278,2021-04-01,去年净利润均超百亿元，五大龙头券商座次初定,Wind
1279,2021-03-31,22家券商信用减值损失243亿元，股权质押踩雷余波犹在 股票质押异常,第一财经
1280,2021-03-31,华泰证券：厦门钨业(600549.SH)降本增效，目标价20.98元，维持“增持”评级,智通财经
1281,2021-03-31,赚翻了!公募基金空前爆发 8家基金公司净利润超10亿,财富动力网
1282,2021-03-31,人均年薪超100万，碾压腾讯！中金又亮了,Wind
1283,2021-03-30,年报纷纷预喜 最高同比增长1002%！机构看好这些券商股,第一财经
1284,2021-03-30,券商年报业绩汇总：中信证券年赚149亿居首 光大证券净利大增310%,金融界
1285,2021-03-30,券商年报陆续披露，2020战绩如何,魔都资产管理人
1286,2021-03-30,非银金融行业周报：关注有业绩支撑的券商板块投资机会,渤海证券
1287,2021-03-30,券商迎丰收年，5头部券商营收占比超行业四成，股票却从神坛跌落 盈利能力下降,新京报
1288,2021-03-30,中信建投：长短线投资者都可左侧布局券商板块，重点关注两类券商,证券时报网
1289,2021-03-29,证券行业周报：风险出清 建议关注头部券商,新浪
1290,2021-03-29,海外信用评级汇总2021年3月29日星期一,Wind
1291,2021-03-29,华泰证券净利润再破百亿，人均薪酬约92万，9位高层超过200万,云掌财经
1292,2021-03-29,华泰证券(06886.HK)拟发行高级无抵押美元债券，今日起召开投资者会议,云掌财经
1293,2021-03-29,港股异动 | 中资券商股集体走高 广发证券(01776)涨超9% 华泰证券(06886)涨超7%,智通财经
1294,2021-03-29,头部银行系基金公司利润增速惊人，公募上演龙头逻辑,Wind
1295,2021-03-29,港股内资券商股涨幅持续扩大，广发证券涨逾9%,Wind
1296,2021-03-29,【行情】港股中资券商股大涨，恒投证券涨超13%，广发证券涨超9%，华泰证券、中信证券涨超7%，中金、中国银河涨超6%，海通证券涨超5%,金十数据
1297,2021-03-29,【非银】关注有业绩支撑的券商板块投资机会——非银金融行业周报——中性,渤海证券研究
1298,2021-03-29,【十大券商一周策略】市场底确认，悲观预期顶点已现,Wind
1299,2021-03-29,破局时刻快来了？北向资金357亿加仓2大板块,Wind
1300,2021-03-29,近3周连续净买入，北向资金加仓“大金融”,Wind
1301,2021-03-29,券商年度业绩亮眼 多元化战略带动转型,中国基金报
1302,2021-03-28,4家券商分走行业三成净利润！都要加大此类投入,中证报
1303,2021-03-28,“牛市旗手”年度成绩亮眼！靠什么业务才能大发展？,中国基金报
1304,2021-03-28,两融利率下浮，券商发力资本中介业务,新浪
1305,2021-03-26,证券行业：“往事”已去 迎风而起,新浪
1306,2021-03-26,3月25日79只个股获券商关注，超图软件目标涨幅达77.12%,每日经济新闻
1307,2021-03-26,89股获券商买入评级 广联达目标涨幅达95.33%,Wind
1308,2021-03-26,16只高增长个股获机构高频买入推荐,Wind
1309,2021-03-26,中信证券计提65.8亿后仍有高减值准备 资管业务主动管理能力落于人后 资产异常,投资者网
1310,2021-03-26,转型财富管理华泰证券2020年获利108亿元 资产减值准备达13亿元,GPLP犀牛财经
1311,2021-03-25,闪崩20%跌停 股民踩雷“碳中和”牛股,每日经济新闻
1312,2021-03-25,华泰证券给予恒邦股份增持评级，依托江铜集团，聚焦黄金稳步前行，目标价格为13.09元,每日经济新闻
1313,2021-03-25,孙彬彬：市场能否摆脱纠结困境？,Wind
1314,2021-03-25,90股获券商买入评级 佳力图目标涨幅达114.13%,Wind
1315,2021-03-25,3月24日75只个股获券商关注，招商蛇口目标涨幅达79.46%,每日经济新闻
1316,2021-03-25,开源晨会0325丨“碳中和”下的机械制造业投资机会；阅文集团、金山办公、快手、中炬高新等,开源证券研究所
1317,2021-03-25,【东吴晨报0325】【固收】【个股】金山办公、华泰证券、友谊时光、中国财险、数据港,东吴研究所
1318,2021-03-24,券商进入高性价比，再融资、收购绯闻满天飞,Wind
1319,2021-03-24,万亿基金还能这么“豪横”？去年净利大增超65%,Wind
1320,2021-03-24,基金公司下调投顾服务费掀波澜，首批试点券商持何态度？券商人士：别让费率战把财富管理带偏了,财联社
1321,2021-03-24,华泰证券(601688)：经纪及投行业务高增 股权激励提升竞争优势,新浪
1322,2021-03-24,时隔3月，券商板块再现3板个股，是“昙花一现”还是“王者归来”？,财联社
1323,2021-03-24,又有两家券商系公募业绩出炉！有巨头去年狂赚14.8亿、净利润大涨65%！,每日经济新闻
1324,2021-03-24,“王者归来”？时隔三个月 券商板块再现3板个股,财联社
1325,2021-03-24,华泰证券2020年净利108亿元增26.5%；员工年薪“普涨”三成，人均薪酬超93万元,搜狐
1326,2021-03-24,券商板块再当旗手，国联证券三连板，为何当前时点看好券商股？,第一财经
1327,2021-03-24,交银国际：下调华泰证券(06886)评级至“中性” 目标价降19.4%至14.5港元 投资评级恶化,智通财经
1328,2021-03-24,交银国际：华泰证券目标价降至14.5港元 降至中性评级 机构下调估值,新浪
1329,2021-03-24,港股盘前必读：多个行业税费优惠政策继续延长，国资委持续深化股份制改革,Wind
1330,2021-03-24,又有两大基金公司业绩来了！这家万亿巨头净利激增65%,中国基金报
1331,2021-03-23,华泰证券2020年度计提13.06亿元资产减值准备 减少净利润9.79亿元 资产异常,上证报
1332,2021-03-23,华泰证券2020年业绩跃升，科技撬动商业模式创新,21世纪经济报道
1333,2021-03-23,晚间重要公告2021年3月23日星期二,Wind
1334,2021-03-23,华泰证券(06886)：每10股派发现金红利4元,智通财经
1335,2021-03-23,华泰证券(06886)年度股东应占利润同比增20.23%至108.22亿元,智通财经
1336,2021-03-23,华泰证券(06886)将授出4564万股A股限制性股票,智通财经
1337,2021-03-23,华泰证券：2020年全年营收超300亿，年度净利润再次站上百亿大关,和讯
1338,2021-03-23,华泰证券：2020年净利润同比增长20.23%,Wind
1339,2021-03-23,因计提资产减值准备 华泰证券(601688.SH)2020年度净利润减少9.79亿元 资产异常,智通财经
1340,2021-03-23,华泰证券(601688.SH)年度归母净利同比增20.23%至108.22亿元 拟10股派4元,智通财经
1341,2021-03-23,华泰证券：2020年计提各项资产减值准备合计人民币13.06亿元 资产异常,Wind
1342,2021-03-23,华泰证券(601688.SH)：2020年净利升20.23%至108.22亿元 拟10派4元,格隆汇
1343,2021-03-23,华泰证券(601688.SH)：2020年计提各项资产减值准备合计13.06亿元 资产异常,格隆汇
1344,2021-03-23,华泰证券(601688.SH)向813名激励对象授予4564万股A股限制性股票,格隆汇
1345,2021-03-23,华泰证券：2020年净利润108.22亿元，同比增长20.23%,Wind
1346,2021-03-23,今年首只十倍股：33家游资击鼓传花，成交堪比茅台,Wind
1347,2021-03-23,高瓴最新动向曝光！旗下私募现身两只A股“前十”,Wind
1348,2021-03-23,券商晨会观点速递,第一财经
1349,2021-03-23,一季度业绩有望环比改善，券商板块行情能否持续,Wind
1350,2021-03-22,中信建投：长短线投资者都可左侧布局券商板块,第一财经
1351,2021-03-22,惊呆！电子烟巨头盘前暴跌30%，怎么回事？不到1个月涨翻倍，顶级游资撤退碳中和！,每日经济新闻
1352,2021-03-22,又见券商股“轮流扛旗行情”：从光大到国联，哪些政策刺激有效？该如何看待券商股反复“昙花一现”,财联社
1353,2021-03-22,【研报掘金】券商估值处于底部区间叠加一季度或迎业绩反转 板块有望迎来反弹,证券时报网
1354,2021-03-22,“牛市旗手”王者归来：券商股能否走出至暗时刻？,财联社
1355,2021-03-22,什么情况？券商银行股集体爆发！北向资金持续扫货,Wind
1356,2021-03-22,券商股近期频频异动，多重利好加持下，这些个股可关注,第一财经
1357,2021-03-22,华泰证券：卫星石化(002648.SZ)加码PDH，目标价43.02元，维持“增持”评级,智通财经
1358,2021-03-22,【行情】港股中资券商板块异动拉升，国联证券涨4.6%，中信证券涨2.9%，中金涨2.7%，华泰证券、中信建投证券涨2.2%,金十数据
1359,2021-03-22,A股融资融券日报：两融余额减少44.55亿元（3月19日）,Wind
1360,2021-03-22,【非银】2020年报进入密集披露期，关注业绩超预期个股——非银金融行业周报——中性,渤海证券研究
1361,2021-03-22,券商股估值均处于历史底部区间 分析师称有中长期投资机会,新浪
1362,2021-03-22,碳中和概念持续火爆，机构密集调研相关公司,Wind
1363,2021-03-19,龙虎榜 | 仁东控股涨停，华泰证券一营业部净买入4634万元,上游新闻
1364,2021-03-18,证券行业报告：券商有望迎来业绩与景气度的向上拐点 估值提升的空间显着！,新浪
1365,2021-03-18,渤海证券--非银行金融行业周报：资本市场改革稳步推进，关注券商长期配置价值【行业研究】,金融界股吧
1366,2021-03-18,私募大佬杨东频频出手，知名公募朱雀也在不断加码这个板块,Wind
1367,2021-03-18,“牛市旗手”年报第一弹来了！净利暴增70%，投行收入猛飙2倍！知名私募大举增持，140亿资金已跑步进场,中国基金报
1368,2021-03-18,IPO辅导超2000家，排队审核超700家，审核趋严向辅导验收延伸？如何化解这一轮“拥堵”,财联社
1369,2021-03-18,A股融资融券日报：两融余额增加16亿元（3月17日）,Wind
1370,2021-03-17,去年四季度券商私募资管前20强成绩单出炉：6家月均规模下滑超500亿元，4家主动管理规模增逾百亿！,每日经济新闻
1371,2021-03-17,开源证券--非银金融行业周报：2月新单保费延续增势，继续推荐顺周期保险股【行业研究】,金融界股吧
1372,2021-03-16,315金融服务亲体验|投教看江苏：内容为王、形式潮流,搜狐
1373,2021-03-16,华泰证券：华润水泥(01313)年度业绩逊预期 目标价下调3.4%至11.5港元 盈利能力下降,智通财经
1374,2021-03-16,非银金融行业周报：资本市场深化改革稳步推进,新浪
1375,2021-03-16,港股异动︱阅文集团(00772)涨超7% 华泰证券看高其目标价至82港元并维持“买入”评级,智通财经
1376,2021-03-16,【中原非银】券商板块周报：2021.3.8-2021.3.14,中原证券研究所
1377,2021-03-15,热门中概股多数下跌，微博跌4.7%,Wind
1378,2021-03-15,非银金融行业周报：险企新单缓慢改善,新浪
1379,2021-03-15,非银周观点：警惕中美利差收窄风险 把握高层规划投资机会,新浪
1380,2021-03-15,光大证券--非银金融行业周报：2月保费收入延续正增长，外资涌入谋求控股券商【行业研究】,金融界股吧
1381,2021-03-15,华泰证券：三七互娱（002555.SZ）21Q1预告业绩下滑83.5%-89%，调整至“增持”评级 盈利能力下降,智通财经
1382,2021-03-15,【非银】资本市场改革稳步推进，关注券商长期配置价值——非银金融行业周报——中性,渤海证券研究
1383,2021-03-15,【银河金融武平平】行业点评丨资本市场深改延续，货币政策强调合理适度,中国银河证券研究
1384,2021-03-15,一批基金最新持仓曝光！减仓前期热门股，重仓这些股票,Wind
1385,2021-03-15,十大券商：止跌反弹如期开启，进攻才是最好的防守,Wind
1386,2021-03-14,上市公司加码，机构加仓！这一行真的遍地黄金？,Wind
1387,2021-03-13,上市公司持续加码，医美行业并非遍地黄金,Wind
1388,2021-03-12,可转债日报：两市逾六成转债上涨，“妖债”遭资金爆炒大幅波动,Wind
1389,2021-03-12,金融行业：资本市场深改延续货币政策强调合理适度,新浪
1390,2021-03-12,实施股权激励，东吴证券“闪电”回购968万股,财联社
1391,2021-03-12,券商春季策略会关注风格切换，二线资产或成资金“新战场”,Wind
1392,2021-03-11,东吴证券“闪电”回购968万股 距离推出回购计划仅隔4个交易日,财联社
1393,2021-03-11,执委会制度正在中国证券业落地生根！为何更多券商选择这一制度,财联社
1394,2021-03-11,华泰证券(06886.HK)发行30亿元短期融资券,格隆汇
1395,2021-03-11,华泰证券(601688.SH)完成发行30亿元2021年度第三期短期融资券,智通财经
1396,2021-03-11,华泰证券(06886.HK)3月23日举行董事会会议审批全年业绩,格隆汇
1397,2021-03-11,华泰证券(601688.SH)完成发行2021年度第三期短期融资券,格隆汇
1398,2021-03-11,沪指大涨2%，券商走强东方财富大涨4%！机构：券商基本面继续改善,资本邦
1399,2021-03-10,堪比赶考！多家券商、基金递交“100题内容表”，第二批基金投顾业务试点申请进行时，现场答辩无时间表,财联社
1400,2021-03-10,超半数券商披露年报业绩预告 营收及净利润普遍高增长,大众证券报
1401,2021-03-10,证券315：华泰证券涨乐财富通被投诉 涉及退款不及时等,新浪
1402,2021-03-10,万和证券--证券行业：央行修订《证券公司短期融资券管理办法》，引导行业健康发展【行业研究】,金融界股吧
1403,2021-03-10,爱建证券--非银行金融行业周报：新三板转板制度落地，券商板块再迎利好【行业研究】,金融界股吧
1404,2021-03-10,这只券商股三天涨17%，上一轮券商股行情龙头正是它,Wind
1405,2021-03-10,每日理财观察：超级巨无霸来了，中国电信要回A股上市,Wind
1406,2021-03-09,国泰君安500亿公司债获批，仅次于中信800亿，券业迎来凶猛发债年，年初至今新增1344亿，同比增逾5倍,财联社
1407,2021-03-09,国君500亿公司债获批：券业迎来凶猛发债年 年初至今新增1344亿,财联社
1408,2021-03-09,千亿回购潮来临，A股迎强护盘模式,Wind
1409,2021-03-09,穆迪公司：将华泰证券信用等级由Baa2上调为Baa1,Wind
1410,2021-03-09,那些加码两融、加速财富管理转型的券商，正被高度关注！经纪两融收入比、代销产品收入比成重要指标,财联社
1411,2021-03-09,渤海证券--证券行业《证券公司短期融资券管理办法》征求意见稿点评：央行修订短融管理办法，引导券商加强流动性管理【行业研究】,金融界股吧
1412,2021-03-08,抱团股缘何又大跳水？沪指何处止跌？今年确定性最高的机会是？顶级投资大佬这样看！,每日经济新闻
1413,2021-03-08,海外信用评级汇总2021年3月8日星期一,Wind
1414,2021-03-08,穆迪对13家中国证券公司采取评级行动,Wind
1415,2021-03-08,一心堂(002727.SZ)：股东阮鸿献解除质押199.6万股,格隆汇
1416,2021-03-08,第二批基金投顾试点名单将公布，有券商已在筹备第三批试点资格,Wind
1417,2021-03-08,南极光连续第二日20%涨停，机构介入,Wind
1418,2021-03-08,非银金融行业周观点：保险配置价值凸显 券商左侧配置性价比提升,新浪
1419,2021-03-08,【非银】市场波动加大，调整不改行业景气向上趋势——证券行业月报——中性,渤海证券研究
1420,2021-03-08,【国君非银】短融新政有利于券商融资成本下行——央行修订证券公司短期融资券管理办法的点评,欣琦看金融
1421,2021-03-08,美国1.9万亿美元刺激计划通过！券商把脉A股走势,Wind
1422,2021-03-08,A股牛市格局没变！市场将进入上行窗口,Wind
1423,2021-03-07,【东吴非银 | 行业点评】短融管理办法迎修订，券商迎来利好！,微信
1424,2021-03-07,非银金融行业周报：人身险公司经营数据回暖 证监会出台年度立法计划,新浪
1425,2021-03-06,天风总量团队两会点评：天风总量两会速评,新浪
1426,2021-03-06,证券行业研究：估值在底 业绩反转 券商进攻,新浪
1427,2021-03-06,券商承销债券低价“过招”,Wind
1428,2021-03-05,券商股难得集体发力，证券业1800亿再融资正出发，纷纷发力重资本业务，要如何看待券业未来发展,财联社
1429,2021-03-05,"回血！两市3000股上涨，""股王""茅台死守2000关口，还有品种“乌龙”暴涨210%，""牛市旗手""异动释放什么信号？",金融界
1430,2021-03-05,A股低开后全面拉升，券商股飙涨，什么信号？,Wind
1431,2021-03-05,A股低开后全面拉升，今天是否有惊喜？券商股飙涨，什么信号？,证券时报网
1432,2021-03-05,华泰证券：深圳燃气(601139.SH)持续推进上下游一体化，目标价8.7元，维持“买入”评级,智通财经
1433,2021-03-04,又一头部券商进军私行业务，券商版高净值财富管理与银行版私人银行究竟有何不同,财联社
1434,2021-03-04,华泰证券：港交所(00388)今年净利有望强劲增长 目标价上调11%至516港元,智通财经
1435,2021-03-03,光大证券--非银行金融行业周报：“一号文件”促农业保险发展，证监会再提全面注册制【行业研究】,金融界股吧
1436,2021-03-03,华泰证券维持芒果超媒买入评级：20年净利同增70%，会员收入增92%，目标价86.26元,每日经济新闻
1437,2021-03-03,华泰证券：瑞普生物(300119.SZ)畜禽业务高增，目标价34元，上调至“买入”评级,智通财经
1438,2021-03-03,华泰证券：芒果超媒(300413.SZ)20年净利同增70%，维持“买入”评级,智通财经
1439,2021-03-02,三一重工：待到万亿市值时，金牌员工再奖500万！,Wind
1440,2021-03-02,证券行业2020年年报前瞻：Α与Β因素共振20年业绩喜人 21年坚持业绩为王与龙头主线,新浪
1441,2021-03-02,光大证券--证券行业2021年春季策略报告：沐浴改革春风，券商行业蓄势待发【行业研究】,金融界股吧
1442,2021-03-02,非银金融：全面注册制稳步推进 新三板转板规则靴子落地,财富动力网
1443,2021-03-01,【方正非银左欣然团队】重点关注顺周期、低估值的保险板块,欣赏金融
1444,2021-03-01,华泰证券今日大宗交易成交61.37万股，成交价17.17元溢价0.59%,Wind
1445,2021-03-01,非银金融行业周报：板块震荡回调 建议关注长期配置价值,渤海证券
1446,2021-03-01,【研报掘金】资本市场改革持续深化券商静待行业利好释放 头部券商优势显着,证券时报网
1447,2021-03-01,证券行业点评：适时优化科创板交易机制,天风证券
1448,2021-03-01,【非银】板块震荡回调，建议关注长期配置价值——非银金融行业周报——中性,渤海证券研究
1449,2021-03-01,不可思议！A股成交火爆，竟有四成券商营业部亏损,Wind
