,2021-12-31,2021年A股年终盘点：十大“水逆”板块在哪里？,Wind
523,2021-05-20,2021一季度行业净利增速超1.5倍：复盘电子行业大数据 提速之后再提速,全景网
524,2021-05-20,蓝思科技持续推进垂直整合战略 高比例现金分红回馈全体股东,证券日报网
525,2021-05-20,湖南“破零倍增”计划驱动更多湘企上市 医药生物等领域上市公司数量较多,Wind
526,2021-05-20,蓝思科技汽车电子业务板块快速增长 垂直整合战略再突破,上证报
527,2021-05-19,蓝思、立讯、领益进军手机代工 闻泰科技龙头地位难保？,新浪
528,2021-05-19,胡润发布2021全球白手起家女富豪榜,胡润百富
529,2021-05-19,[路演]蓝思科技：汽车电子是公司重要的增长点之一,全景网
530,2021-05-19,苹果板块升势强劲，歌尔股份、欣旺达、水晶光电、蓝思、鹏鼎大涨,Wind
531,2021-05-17,“叶飞效应”？机构预测高增长超跌大盘股曝光,Wind
532,2021-05-17,蓝思科技大涨,新浪
533,2021-05-14,上市公司生态实录：“高富帅”受机构热捧 董秘凌晨两点回复互动易,证券日报
534,2021-05-12,湖南区域股市周报：总市值跌502亿 3465万融资买入蓝思科技,每日经济新闻
535,2021-05-12,电子行业：FY20&1Q21业绩回顾和持仓分析,新浪
536,2021-05-11,蓝思科技：公司不存在重大安全生产相关系统性风险,每日经济新闻
537,2021-05-10,科技行业FY20&1Q21业绩回顾：半导体设计／制造板块迎来高景气周期,新浪
538,2021-05-10,电子行业：高景气延续 把握国产替代+顺周期机会,国联证券
539,2021-05-08,蓝思科技：正大力发展以智能驾驶舱为核心的智能汽车领域各项业务,Wind
540,2021-05-07,蓝思科技：公司在智能电视业务技术、产品和客户等方面均有布局,每日经济新闻
541,2021-05-07,【行情】苹果板块单边下跌，比亚迪、工业富联、立讯精密、京东方A、蓝思科技、歌尔股份、鹏鼎控股、长电科技集体走低 连续下跌,金十数据
542,2021-05-07,苹果板块单边下滑，比亚迪、工业富联、立讯、京东方、蓝思、歌尔集体走低,Wind
543,2021-05-07,蓝思科技：目前，公司大尺寸防护玻璃主要应用于平板电脑、笔记本电脑、一体式电脑、电子书、智能汽车及部分智能家居家电等领域的终端产品,每日经济新闻
544,2021-05-06,湖南区域股市周报：总市值跌69亿 蓝思科技市值缩水115.38亿 连续下跌,每日经济新闻
545,2021-04-30,明星私募一季度调仓：冯柳现身25家公司持仓超300亿 高瓴礼仁新进安图生物、伊利,腾讯网
546,2021-04-30,万和证券首予蓝思科技增持评级：业绩快速增长，汽车电子前景可待,每日经济新闻
547,2021-04-29,自动驾驶来了！重磅文件将发布，商业化加速落地,Wind
548,2021-04-29,蓝思科技(300433)：垂直整合成效显着 稳健增长通道延续,新浪
549,2021-04-29,315股获券商买入评级，长盈精密目标涨幅达82.81%,Wind
550,2021-04-28,【东吴电子王平阳团队】蓝思科技2021年一季报点评：垂直整合成效显着，稳健增长通道延续,东吴电子研究
551,2021-04-28,去年净利润翻倍至49亿！A股苹果产业链巨头“闷声发财”,和讯
552,2021-04-28,蓝思科技首季净利增37% 业绩公布股价跌6.57%,中国经济网
553,2021-04-28,一季报大增股价却砸盘，4大主因揭秘,Wind
554,2021-04-28,一季度扣非净利大增近50% 蓝思科技延续高质量发展,证券日报网
555,2021-04-28,东吴证券：蓝思科技（300433.SZ）2021Q1业绩快速增长，维持“买入”评级,智通财经
556,2021-04-28,蓝思科技：一季度扣非净利润同比增长48.91%,中证网
557,2021-04-28,茅台跌近1000亿，白酒股却集体大涨！这类股掀跌停风暴,Wind
558,2021-04-28,21深度丨蓝思科技“闷声发财”的秘密与远谋,21世纪经济报道
559,2021-04-28,蓝思科技(300433.SZ)一度大跌超9% 一季度净利同比增36.57%,格隆汇
560,2021-04-28,95股今日获机构买入评级,证券时报网
561,2021-04-27,蓝思科技(300433.SZ)第一季度归母净利润同比增长36.57%至12.06亿元,智通财经
562,2021-04-27,蓝思科技：一季度净利12.06亿元 同比增长37%,e公司
563,2021-04-27,蓝思科技：一季度净利润同比增长36.57%,Wind
564,2021-04-27,消费电子板块午后回暖，立讯精密跳涨3%,Wind
565,2021-04-27,蓝思科技去年净利49亿研发费用优化，并购优质资产保质增值,投资家
566,2021-04-27,晶盛机电(300316)：光伏高景气驱动业绩 精益生产提升盈利能力,新浪
567,2021-04-27,太平洋--电子设备、仪器和元件行业：苹果新智能硬件产品问世，MR市场迎成长机遇【行业研究】,金融界股吧
568,2021-04-27,147股获券商买入评级 中天精装目标涨幅达80.09%,Wind
569,2021-04-26,蓝思科技2020年净利同比增98% 拟分红17.4亿元,证券日报网
570,2021-04-26,2020年业绩大增，大手笔分红17亿，蓝思科技的魅力在哪里？,Wind
571,2021-04-26,蓝思科技去年净利49亿研发费降12% 商誉30亿元 盈利能力下降,中国经济网
572,2021-04-26,电子行业：华为发布汽车新品 带动相关产业链,新浪
573,2021-04-26,蓝思科技2020年净利润翻倍至49亿元 拟分红超17亿元,经济网
574,2021-04-26,蓝思科技大方分红回馈股东：每10股派3.5，分红总额17.41亿元,电鳗快报
575,2021-04-26,蓝思科技去年净利为48.96亿元,中证报
576,2021-04-25,蓝思科技：2020年实现净利49亿同比翻倍 汽车电子业务亮眼,e公司
577,2021-04-25,下周操盘攻略：监管点名5大领域风险、牛股解禁201亿,Wind
578,2021-04-25,晚间重要公告2021年4月25日星期日,Wind
579,2021-04-25,中高端手机出货量上升 蓝思科技2020年净利润翻倍,TechWeb
580,2021-04-25,蓝思科技(300433.SZ)年度归母净利同比增98.32%至48.96亿元 每10股派3.5元,智通财经
581,2021-04-25,蓝思科技(300433.SZ)2020年净利升98.32%至48.96亿元各类产品产销两旺,格隆汇
582,2021-04-25,蓝思科技：2020年净利润同比增长98.32%,Wind
583,2021-04-23,下一个歌尔股份！业绩翻倍的电子制造龙头，比歌尔多一个巨大优势,云掌财经
584,2021-04-22,【行情】苹果产业链歌尔股份尾盘拉升涨停，立讯精密一度涨6%，水晶光电涨5%，蓝思科技等涨3%,金十数据
585,2021-04-21,“果链”两极分化下的竞合：苹果放缓拖累嫡系，立讯精密亦步亦趋,21世纪经济报道
586,2021-04-21,光大证券--汽车行业2021年华为智能汽车解决方案HI新品发布会点评：华为Inside汽车，中国Tier1崛起，产业链重构进行时【行业研究】,金融界股吧
587,2021-04-20,“固收+”大咖张清华一季度“加”了什么？,Wind
588,2021-04-19,华泰策略：双周期共振下的智能汽车产业,Wind
589,2021-04-19,踏春而来！苹果发布会来袭，概念股先涨为敬,Wind
590,2021-04-19,东吴证券--电子（半导体）行业周报：自动驾驶加速落地，汽车电子机遇凸显【行业研究】,金融界股吧
591,2021-04-19,立讯精密午后打开涨停板，主力净流入13亿元,Wind
592,2021-04-19,“零部件＋组装”双轮驱动，蓝思科技前瞻布局迎来成长机会,投资家
593,2021-04-19,华为造车引爆A股：千亿巨头涨停，外资狂买138亿,Wind
594,2021-04-19,【行情】苹果概念早盘集体走强，歌尔股份涨超9%，蓝思科技、立讯精密涨超4%，长盈精密、安洁科技等涨超3%,金十数据
595,2021-04-18,AR智能汽车开启电子新方向，蓝思科技以科技创新赋能长周期发展,投资家
596,2021-04-18,多元产品布局增强业绩抗周期能力，蓝思科技2020年度实现营收369.84亿元,投资家
597,2021-04-18,陆家嘴财经早餐2021年4月18日星期日,Wind
598,2021-04-17,蓝思科技再曝供应链腐败案：两生产主管收受供应商贿赂被判刑,Wind
599,2021-04-15,A股共发生83宗大宗交易成交19.3亿元（4月15日）,Wind
600,2021-04-15,蓝思科技今日大宗交易成交75.99万股，成交价25.23元溢价0.0%,Wind
601,2021-04-15,太平洋--电子设备、仪器和元件行业周报：全球芯片供需缺口持续扩大，关注一季报催生的板块投资情况回暖【行业研究】,金融界股吧
602,2021-04-14,4月14日晚间重要行业研究汇总(附股),中金在线
603,2021-04-14,A股早报2021年4月14日星期三,Wind
604,2021-04-14,蓝思科技：正大力发展以智能驾驶舱为核心的智能汽车领域各项业务,Wind
605,2021-04-14,蓝思科技：正大力发展以智能驾驶舱为核心的智能汽车领域各项业务,证券时报
606,2021-04-13,消费电子股集体拉升：歌尔股份涨近9%，蓝思科技涨超5%,格隆汇
607,2021-04-13,消费电子板块大幅反弹，共达电声涨停,Wind
608,2021-04-12,电子行业周观点：业绩期来临 LCD将迎高光,新浪
609,2021-04-09,晶盛机电(300316)：订单高增 出货和验收加速助一季报高增长,新浪
610,2021-04-06,香港知名女富豪：身价980亿，却甘愿嫁给公司的货车司机,腾讯网
611,2021-04-06,电子元件行业周报：从电子硬件视角看汽车智能化机遇,新浪
612,2021-04-06,电子设备、仪器和元件行业周报：走出风险释放低谷 静观一季报行业提振可能,新浪
613,2021-04-01,电子行业周报：MINILED放量在即 看好LED与被动元件龙头,新浪
614,2021-03-30,股东减持资金出逃！果链扰动立讯精密股价大降四成为哪般？,投资时报
615,2021-03-30,蓝思科技：公司已与特斯拉、宾利、保时捷、宝马品牌建立了长期、稳定的战略合作关系,每日经济新闻
616,2021-03-29,A股资本地图长沙篇：70家公司上市，市值近1.3万亿，超六成为细分领域龙头,时代在线
617,2021-03-29,A股定增再度回暖：124家公司募资高达1933.93亿，13家已浮盈100%,时代在线
618,2021-03-29,苹果板块扩大跌幅，比亚迪、立讯精密、工业富联、京东方、蓝思普遍下滑,Wind
619,2021-03-28,【中信建投电子|刘双锋&雷鸣团队】周报：车用芯片缺货潮或加剧；面板价格3-4月预计继续调涨,中信建投电子研究
620,2021-03-26,蓝思科技：泰州园区经营业绩将于2021年第一季度纳入上市公司合并报表范围，将对公司经营业绩带来积极影响,每日经济新闻
621,2021-03-26,蓝思科技：自上市以来至今共计派发现金红利27.77亿元,每日经济新闻
622,2021-03-24,A股早报2021年3月24日星期三,Wind
623,2021-03-24,蓝思科技：现阶段，公司生产及经营稳健高效，订单及产能充足,每日经济新闻
624,2021-03-23,电子行业周报：光刻胶供应紧张 看好光刻胶与被动元件龙头,新浪
625,2021-03-23,湖南发布《计划》力撑长沙建软件名城 相关企业迎利好,北国网
626,2021-03-22,电子元件行业周报：从“碳中和”看电子行业投资机会,新浪
627,2021-03-21,通信电子行业周观点第5期：AIRPODS波动不改立讯歌尔长期向好趋势,光大证券
628,2021-03-20,退出苹果群后，欧菲光最新回应来了：2020年业绩可能为负，未来何去何从？,Wind
629,2021-03-19,蓝思科技湘潭园区开园,中国证券网
630,2021-03-19,电报|蓝思科技切入智能终端整机组装首台手机昨日下线,科创板日报
631,2021-03-17,被剔除“果链”欧菲光一字跌停，板块杀估值行情远未结束 连续下跌,第一财经
632,2021-03-17,A股史上首次蓝筹股泡沫破裂，6成私募反对抄底,Wind
633,2021-03-17,电子行业周报：被动元件大厂继续涨价 看好被动元件与存储龙头,新浪
634,2021-03-17,苹果概念股跌惨了，股民拿它们的名字编起了段子,AI财经社
635,2021-03-17,第三代半导体时代到来，国内企业加码布局，概念股已蠢蠢欲动,第一财经
636,2021-03-15,蓝思科技：60亿补流为新业务快速扩张奠定基础，管理水平再提高,投资家
637,2021-03-15,电子行业专题研究：关注1Q21高景气及VRAR投资机遇,新浪
638,2021-03-15,一周概念股：A股多家公司入局存储器产业链，手机概念股纷纷跨界汽车领域,搜狐
639,2021-03-15,苹果板块震荡下滑，比亚迪、立讯、工业富联、蓝思、歌尔、鹏鼎控股、大族普跌,Wind
640,2021-03-13,蓝思科技(300433)：布局整机组装再添成长动力,投资家
641,2021-03-12,果链巨头遭遇了什么？2个月蒸发1600亿！,云掌财经
642,2021-03-12,苹果板块走软，立讯、工业富联、蓝思、歌尔、领益、长电科技、大族激光普跌,Wind
643,2021-03-12,蓝思科技：公司的汽车电子业务预计将继续保持快速发展势头,每日经济新闻
644,2021-03-11,传苹果砍单，两只龙头股大跌超7%！实际情况是..,Wind
645,2021-03-11,湖南崛起电子信息产业集群,中国证券网
646,2021-03-11,消费电子板块持续走弱，歌尔股份跌超7%,Wind
647,2021-03-11,苹果板块逆市下滑，立讯、工业富联、京东方A、蓝思、歌尔、领益智造普跌,Wind
648,2021-03-10,苹果概念股多数下滑，立讯、工业富联、蓝思、歌尔、鹏鼎、领益智造齐跌,Wind
649,2021-03-09,电子行业周报：被动元器件、硅片涨价 SMIC续约ASML光刻机,新浪
650,2021-03-09,电子行业3C月报：1月苹果国内份额迅速提升,新浪
651,2021-03-09,蓝思科技大跌5.65%，5日共流出近8亿元 连续下跌,中新经纬
652,2021-03-08,电子元件行业周报：淡季不淡的三点理由,新浪
653,2021-03-08,西南证券--策略专题报告：后抱团时期的投资机会【投资策略】,金融界股吧
654,2021-03-08,太平洋--电子设备、仪器和元件行业周报：中芯松绑应理性看待，期待板块情绪回暖春燕南飞【行业研究】,金融界股吧
655,2021-03-08,蓝思科技：终端整机组装如期落地，平台型成长拓延后劲十足,投资家
656,2021-03-08,爱尔眼科跌势不止，牛年累计下挫超三成,Wind
657,2021-03-08,陆家嘴财经早餐2021年3月8日星期一,Wind
658,2021-03-07,【中信建投电子|刘双锋&雷鸣团队】周报：被动元器件、硅片涨价，SMIC续约ASML光刻机,中信建投电子研究
659,2021-03-07,蓝思科技董事长：汽车电子、智慧医疗等四大新赛道将迎来风口,Wind
660,2021-03-07,蓝思科技董事长：汽车电子、智慧医疗等四大新赛道将迎来风口,中证网
661,2021-03-07,全国政协委员、蓝思科技董事长周群飞：加强技术创新 把握5G时代新机遇,中证网
662,2021-03-07,全国政协委员、蓝思科技董事长周群飞：五方面推进高质量发展,中证网
663,2021-03-05,蓝思科技：单季利润再创新高超预期，汽车及电子平台成型加速新成长,投资家
664,2021-03-04,苹果概念股多数下滑，立讯精密、大族激光、歌尔股份、蓝思科技、鹏鼎控股领跌,Wind
665,2021-03-04,蓝思科技（300433）：2020成长符合预期，2021平台型成长全面铺开,投资家
666,2021-03-04,电子行业周报：多家被动元件大厂涨价 看好被动元件与存储龙头,新浪
667,2021-03-03,蓝思科技（300433）：垂直整合创佳绩平台化驱动长期成长,投资家
668,2021-03-03,A股10家苹果产业链公司去年盈利,Wind
669,2021-03-03,A股10家苹果产业链公司去年盈利,中证报
670,2021-03-02,蓝思科技：业绩超高增长创新高，新篇章开启,投资家
671,2021-03-02,太平洋--电子设备、仪器和元件行业周报：细分赛道龙头投资情绪有望迎来回暖【行业研究】,金融界股吧
672,2021-03-02,科创板2020年业绩抢先看，净利润增速60%,Wind
673,2021-03-02,太平洋证券：蓝思科技(300433.SZ)强势核心能力助主营择优增长，维持“买入”评级,智通财经
674,2021-03-02,消费电子板块短线拉升，歌尔股份涨超4%,Wind
675,2021-03-02,75股获券商买入评级 大华股份目标涨幅达99.12%,Wind
676,2021-03-02,华中数控深度打入3C供应链,上证报
677,2021-03-01,蓝思科技垂直整合战略开启新周期发展，2020年度净利润同比翻倍,经济网
678,2021-03-01,蓝思科技(300433)：业绩符合预期 电子制造垂直能力已然成型,新浪
679,2021-03-01,蓝思科技(300433.SZ)涨超5% 去年净利增99%至49.23亿元,格隆汇
680,2021-03-01,"市值千亿玻璃王国蓝思科技大幅跑赢行业,去苹果化净利润却大增99%",云掌财经
681,2021-03-01,IPO参考周报|科济药业递交招股书百心安生物递交招股书,GPLP犀牛财经
682,2021-03-01,太平洋--蓝思科技：强势核心能力助主营择优增长，未来三年大战略大可期【公司研究】,金融界股吧
683,2021-03-01,蓝思科技跟踪报告之一：垂直整合战略初见成效长期成长属性凸显,投资家
684,2021-03-01,消费电子一季度淡季不淡，手机厂商高喊芯片紧缺,Wind
685,2021-02-28,【东吴电子王平阳团队】蓝思科技：业绩创新高，垂直整合开启全新成长,东吴电子研究
686,2021-02-28,东吴证券维持蓝思科技买入评级：业绩创新高，垂直整合开启全新成长,每日经济新闻
687,2021-02-27,上市公司正负面新闻2021年2月27日星期六,Wind
688,2021-02-26,蓝思科技：2020年净利同比增长99.43% 垂直整合战略开启新周期,中证网
689,2021-02-26,蓝思科技(300433.SZ)披露2020年业绩快报 归母净利增99.43%至49.23亿元,智通财经
690,2021-02-26,蓝思科技业绩快报：2020年净利润同比增长99.43%,Wind
691,2021-02-26,蓝思科技业绩快报：2020年度净利润49.23亿元 同比增长99%,新浪
692,2021-02-26,蓝思科技(300433.SZ)业绩快报：2020年度净利润升99.43%至49.23亿元,格隆汇
693,2021-02-26,蓝思科技业绩快报：2020年净利49.23亿元，同比增99%,e公司
694,2021-02-25,电子设备、仪器和元件：关注当前时点电子行业中的涨价品种,新浪
695,2021-02-24,剧烈波动中，基金经理调仓节奏明显加快,上证报
696,2021-02-24,电子行业周报：DRAM持续涨价 看好被动元件与存储龙头,新浪
697,2021-02-23,蓝思科技垂直整合初见成效？业绩大增，为何股价跌跌不休丨解财报,第一财经
698,2021-02-23,电子行业3C季报：4Q20手机出货同比转正,新浪
699,2021-02-23,2020年业绩高增长 蓝思科技垂直整合能否再创辉煌？丨解财报,第一财经
700,2021-02-23,电子周观点：1月手机出货量大幅增长 关注半导体材料国产替代机会,新浪
701,2021-02-23,42股获券商买入评级，盛视科技目标涨幅达140.58%,Wind
702,2021-02-23,蓝思科技(300433)：补充流动资金 降低财务成本,新浪
703,2021-02-22,蓝思科技60亿元闲置募资暂时补充流动资金 助力新业务快速扩张,上证报
704,2021-02-22,电子行业专题研究：果粉换机潮兑现 IC国产替代提速中,新浪
705,2021-02-22,太平洋--蓝思科技：60亿补流为新业务快速扩张奠定基础，管理水平再提高【公司研究】,金融界股吧
706,2021-02-21,蓝思科技(300433.SZ)拟不超60亿元闲置募集资金暂时补充流动资金,智通财经
707,2021-02-19,中泰证券：蓝思科技(300433.SZ)垂直整合再获突破，维持“增持”评级,智通财经
708,2021-02-19,【机会挖掘】美国寒潮导致全球主要芯片制造厂关闭 汽车电子板块或受关注,证券时报网
709,2021-02-18,低估值高成长双加持优质蓝筹蓝思科技彰显发展潜力,投资家
710,2021-02-18,中泰证券给予蓝思科技增持评级，垂直整合再获突破，组装加速做大平台,每日经济新闻
711,2021-02-18,苹果砍单是否错杀歌尔、蓝思、立讯精密？,新浪
712,2021-02-18,苹果概念股分化明显，比亚迪、立讯精密、工业富联、京东方、蓝思、歌尔均下滑,Wind
713,2021-02-18,新能源汽车、光伏、白酒……最火行业牛年怎么走？,e公司
714,2021-02-16,【银河电子傅楚雄/王恺】两会前瞻丨前瞻两会风向，关注科技创新与产业升级,中国银河证券研究
715,2021-02-10,千亿果链龙头“护盘”超跌反弹 还有哪些“小伙伴”遭错杀？,财联社
716,2021-02-10,2月10日晚间重要行业研究汇总(附股),中金在线
717,2021-02-10,电子行业周报：蓝思进军组装业务 看好被动元件与组装龙头,新浪
718,2021-02-10,解盘：科技消费齐拉升，稀土、疫苗、钛白粉领涨,Wind
719,2021-02-10,创业板指涨2%，收复3400点,Wind
720,2021-02-10,苹果产业链全线回暖，歌尔股份涨停,Wind
721,2021-02-10,苹果产业链股拉升 歌尔股份、蓝思科技领涨,格隆汇
722,2021-02-10,蓝思科技完善大金属结构件布局 再投30亿元发力整机组装业务,证券日报
723,2021-02-09,电子行业2020年报前瞻：龙头业绩高增兑现高景气度,新浪
724,2021-02-09,蓝思科技30亿布局组装业务 消费电子龙头现平台型蓝图,中投网
725,2021-02-09,63股获券商买入评级 金晶科技目标涨幅达80.54%,Wind
726,2021-02-08,【中信建投电子|刘双锋&雷鸣团队】蓝思科技(300433)公告点评：布局整机组装及金属业务，垂直整合完善产业链布局,中信建投电子研究
727,2021-02-08,立讯精密午后闪崩，原因找到了 连续下跌,金融界
728,2021-02-08,华泰证券维持蓝思科技买入评级：垂直整合深化，组装开启成长新周期，目标价42.3元,每日经济新闻
729,2021-02-08,蓝思科技精密制造版图完成金属重要一环 正式全面加速整机组装业务,上证报
730,2021-02-08,蓝思科技进军手机组装市场 目前已获客户订单,砍柴网
731,2021-02-08,蓝思科技：与中南大学签订战略合作框架协议,e公司
732,2021-02-08,电子行业：临近春节市场震荡 逢低布局高成长优质标的,新浪
733,2021-02-08,2月8日板块复盘：涨涨涨！涨价在产业链蔓延！汽车电子标的股名单来了,中金在线
734,2021-02-08,35股今日获机构买入评级,证券时报网
735,2021-02-08,电子设备、仪器和元件行业周报：节前市场平淡 Q1板块成长动能仍明晰可见,新浪
736,2021-02-08,苹果产业链午后跳水，立讯精密跌超7%,Wind
737,2021-02-08,30亿布局智能终端，蓝思科技加快组装业务产能布局，涉可穿戴设备、电子烟等,21世纪经济报道
738,2021-02-08,太平洋给予蓝思科技买入评级，终端整机组装如期落地，平台型成长拓延后劲十足,每日经济新闻
739,2021-02-08,电子行业周报：小米全新概念机公布 四面88°超曲屏设计,新浪
740,2021-02-08,蓝思科技发力开启全面组装业务，初步计划组装年产能1亿台,投资家
741,2021-02-08,蓝思科技子公司湘潭蓝思拟投资30亿元布局智能终端设备领域,资本邦
742,2021-02-08,蓝思科技金属中框整合顺利：可胜、可利已更名蓝思旺精密、蓝思精密,投资家
743,2021-02-08,蓝思科技加快组装业务产能布局，垂直整合获得新进展,投资家
744,2021-02-08,A股早报2021年2月8日星期一,Wind
745,2021-02-08,社融大超预期｜晨会0210,中信建投证券研究
746,2021-02-08,东吴证券给予蓝思科技买入评级，进军组装业务，强化产业链核心地位，目标价格为49.7元,每日经济新闻
747,2021-02-07,蓝思科技：子公司拟投建年产能1亿台智能终端设备智项目从事整机组装智能手机、电子烟等业务,格隆汇
748,2021-02-07,晚间重要公告2021年2月7日星期日,Wind
749,2021-02-07,蓝思科技：子公司拟投建智能终端设备智造一期项目,e公司
750,2021-02-07,蓝思科技：子公司拟30亿元投建“智能终端设备智造一期”项目,Wind
751,2021-02-07,接盘方揭晓！闻泰科技拟购买欧菲光相关资产 前者向苹果供货移动及可穿戴设备,21世纪经济报道
752,2021-02-04,汽车智能化大势所趋关注产业链优质标的蓝思科技,投资家
753,2021-02-04,业绩爆雷砸出黄金坑？这些板块不要错杀,中证报
754,2021-02-03,蓝思科技业绩预增实现高效高质发展 加速布局新赛道巩固龙头地位,证券市场周刊
755,2021-02-01,解码A股苹果产业链公司年报预告：业绩大增却遭市场冷遇 与苹果共沉浮之下变数如何？,21世纪经济报道
756,2021-02-01,太平洋--电子设备、仪器和元件行业周报：从悲观中挖掘果链及汽车电子的成长预期及价值【行业研究】,金融界股吧
757,2021-01-31,本周投资、上市和并购共154起事件， 重庆一企业获投资,重庆商报
758,2021-01-30,蓝思科技(300433)：单季利润再创新高超预期 汽车及电子平台成型加速新成长,新浪
759,2021-01-30,A股苹果小伙伴“烦恼”不断！歌尔出回购、蓝思补业绩预告，北上资金很淡定,e公司
760,2021-01-29,苹果大卖果链惨跌：歌尔股份接连大跌 公司称要追责自媒体 连续下跌,腾讯网
761,2021-01-29,苹果变心，这家公司没了360亿,36氪
762,2021-01-29,冰火两重天：苹果单季营收首破千亿美元，A股产业链却屡屡被锤,第一财经
763,2021-01-29,三招透视上市公司的“原力”：资本开支,锦缎
764,2021-01-28,【中信建投电子|刘双锋&雷鸣团队】苹果发布第一财季业绩，新机推动下收入创新高，看好21年iPhone在中国区份额持续提升,中信建投电子研究
765,2021-01-28,苹果新财年一季度营收破千亿，iPhone重返全球第一，中国区表现强劲！,国际金融报
766,2021-01-28,净利预增股价反跌！“果链”扰动，蓝思科技营收增速逐年下滑 盈利能力下降,投资时报
767,2021-01-28,国联证券--蓝思科技：全年实现高增长，垂直整合见成效【公司研究】,金融界股吧
768,2021-01-28,冰火两重天！iPhone在中国卖疯了，苹果创纪录财报亮相，A股“果链”股价大跌,中证报
769,2021-01-28,香港女首富诞生了，去年一天平均赚3亿多，丈夫是自己曾经的司机,腾讯网
770,2021-01-28,欧菲光回应“卖子”拟出售四家子公司 剥离亏损资产致股价三天跌20% 投资失误,长江商报
771,2021-01-28,18家苹果产业链公司2020年业绩预喜,Wind
772,2021-01-27,苹果发布汽车招聘岗位，造车步入实质性阶段,Wind
773,2021-01-27,负面频发、股价异动，A股苹果供应链还好吗？,36氪
774,2021-01-27,太平洋--蓝思科技:2020成长符合预期，2021平台型成长全面铺开【公司研究】,金融界股吧
775,2021-01-27,蓝思科技(300433)：垂直整合创佳绩 平台化驱动长期成长,新浪
776,2021-01-27,动荡不安的苹果供应链 预期仍然向好？,经济观察网
777,2021-01-27,晶盛机电(300316)：光伏订单大增 业绩继续保持高增长,广发证券
778,2021-01-27,太平洋证券研究 1月27日最新观点：“山雨”欲来风满楼，坚定看好果链成长方向与空间！,太平洋证券研究
779,2021-01-27,115股获券商买入评级 晨化股份目标涨幅达130.61%,Wind
780,2021-01-26,电子元器件行业-消费电子：当前重视三点结构性机会 长期看好精密制造发展空间,新浪
781,2021-01-26,蓝思科技：预计2020年实现归母净利润同比增长约100%,资本邦
782,2021-01-26,蓝思科技(300433.SZ)拟使用募集资金置换先投项目自筹资金11.71亿元,智通财经
783,2021-01-26,蓝思科技(300433)：苹果业务持续高景气 汽车电子、系统组装构筑长期成长性,新浪
784,2021-01-26,罗永浩对蓝思科技上演“真还传”：收回锤子科技1134.63万元,企查查
785,2021-01-26,A股苹果产业链陷“多事之秋”,金陵晚报
786,2021-01-26,【东吴电子王平阳团队】蓝思科技：业绩超高增长创新高，新篇章开启,东吴电子研究
787,2021-01-26,15股获买入评级 最新:中信银行,中财网
788,2021-01-26,罗永浩对蓝思科技上演“真还传”，6亿债务还清有戏？,中证报
789,2021-01-26,银河证券每日晨报,新浪
790,2021-01-26,定增市场周报：天齐锂业“闪电”终止百亿定增 科大讯飞拟募资逾20亿元补流 再融资异常,新浪
791,2021-01-26,1134万!罗永浩对蓝思科技上演真还传6亿元债务还清有戏了?,金融投资报
792,2021-01-26,A股早报2021年1月26日星期二,Wind
793,2021-01-26,【中证盘前】西水股份2020年预亏87.36亿；蓝思科技等业绩大幅预增；五连板永吉股份澄清无雾化电子烟相关业务收入,中证报
794,2021-01-26,子公司确定要卖，300亿巨头被剔除苹果供应链？,中国基金报
795,2021-01-25,【中信建投电子|刘双锋&雷鸣团队】蓝思科技(300433)：下游订单旺盛，盈利能力提升，组装及车载等业务打开增长区间,中信建投电子研究
796,2021-01-25,蓝思科技2020年度净利润预增98%-105%,上证报
797,2021-01-25,蓝思科技业绩预告：2020年净利润48.88亿-50.61亿元同比增长98%-105%,科创板日报
798,2021-01-25,蓝思科技(300433.SZ)：2020年度计提各项减值准备共3.91亿元 资产异常,格隆汇
799,2021-01-25,蓝思科技：2020年净利预计48.88亿元-50.61亿元 同比增98%-105%,e公司
800,2021-01-25,蓝思科技：预计2020年净利润同比增长98%-105%,Wind
801,2021-01-25,电子元件行业：AIOT+汽车智能化驱动消费电子新一轮繁荣,新浪
802,2021-01-25,1800亿汽车电子龙头被市场错杀 优质标的蓝思科技迎来入场机会,中投网
803,2021-01-25,【行情】苹果产业链个股开盘走弱，立讯精密、歌尔股份跌超7%，领益智造、蓝思科技、欧菲光等纷纷大幅走弱,金十数据
804,2021-01-25,消费电子板块盘初跳水，蓝思科技、TCL科技、歌尔股份等板块内权重股均跌超5%,Wind
805,2021-01-25,融资客青睐9股，东北证券买入占比高达41.71%,Wind
806,2021-01-25,A股融资融券日报：两融余额减少11.18亿元（1月22日）,Wind
807,2021-01-25,为科技插上翅膀 深市制造龙头借力资本市场不断提升核心竞争力,证券时报
808,2021-01-24,道达投资手记：很想谨慎点 无奈行情不允许,每日经济新闻
809,2021-01-24,投入42.5亿元加码智能驾驶舱蓝思科技发力汽车电子,投资家
810,2021-01-24,很想谨慎点，无奈行情不允许——道达对话牛博士,每日经济新闻
811,2021-01-24,蓝思科技150亿定增1月27日发售 均价25.44元,TechWeb
812,2021-01-24,涉美国337调查！4000亿苹果产业链龙头遭突袭，公司回应 其他违规处罚,每日经济新闻
813,2021-01-23,突发！32万股东注意，4000亿“果链”龙头遭调查，公司最新回应来了 其他违规处罚,每日经济新闻
814,2021-01-23,4000亿“果链”巨头遭突袭，公司最新回应来了,证券时报网
