,2021-12-31,A股年度“涨停王”出炉，四成交易日均封板,Wind
307,2021-09-06,有机硅概念股走弱 合盛硅业、新安股份跌停,e公司
308,2021-09-06,两千亿市值大牛股合盛硅业闪崩跌停,Wind
309,2021-09-04,高抛周期股 低吸小盘成长股 具体买什么？,和讯
310,2021-09-03,锂不香了，新能源批量跌停，北上资金却逆市抄底,Wind
311,2021-09-03,A股异动 | 有机硅概念快速拉升，合盛硅业涨超6%再刷新高,格隆汇
312,2021-09-03,合盛硅业新高背后：融资客和北向资金齐加仓,证券时报网
313,2021-09-02,8月金股组合盈利5.65% 9月荐股名单出炉,新浪
314,2021-09-01,富时罗素季度调整结果出炉，长城汽车、中远海控纳入富时中国A50指数,Wind
315,2021-09-01,化工行业周报：继续推荐氯碱行业 长周期景气电石+纯碱 中级别上行烧碱,新浪
316,2021-09-01,绩优基金业绩“推手”曝光，隐形重仓股涨幅惊人,Wind
317,2021-08-31,合盛硅业今日大宗交易成交1.60万股，成交价195.0元折价9.69%,Wind
318,2021-08-30,北向资金连续6日净买入累计加仓近200亿，继续大手笔加码新能源股,Wind
319,2021-08-30,巨量滞涨新能源独舞，1.5万亿后市场怎么走？,Wind
320,2021-08-30,有机硅DMC价格高位坚挺，合盛硅业4天3板,阿尔法工场
321,2021-08-30,又见千亿明星股闪崩！地产龙头股价也大跌6%，公司回应了,Wind
322,2021-08-30,基础化工行业周报：工业硅突破2.3万 磷化工、双碱景气度中期向上,新浪
323,2021-08-30,“聪明资金”连续11个月抢筹A股！各路资金潜伏千亿光伏龙头,Wind
324,2021-08-29,有色金属行业周报：锂矿短期涨价叠加长期战略属性继续推荐 铝行业逐步走出结构行情建议持有,新浪
325,2021-08-27,北向资金本周“买买买” 沪股通、机构博弈合盛硅业,大众证券报
326,2021-08-27,北向资金本周稳步进场加仓A股近180亿，隆基股份大幅净买入超11亿元,Wind
327,2021-08-27,硅铁主力合约续创历史新高，合盛硅业再收长阳,阿尔法工场
328,2021-08-27,A股收盘综述：资源股推升中证500再创阶段新高，北向连续5日净买入,Wind
329,2021-08-27,有机硅板块午后走强 合盛硅业(603260.SH)涨超8%续创新高,格隆汇
330,2021-08-27,有机硅概念午后再度上攻，兴发集团逼近涨停,Wind
331,2021-08-27,机构激烈博弈合盛硅业 游资封板兆新股份|板块龙虎榜,第一财经
332,2021-08-27,A股早报2021年8月27日星期五,Wind
333,2021-08-27,北向资金动向盘点：2.5万亿市值是个坎,Wind
334,2021-08-27,国君化工 | 合盛硅业观点集锦,新浪
335,2021-08-26,5天4板！合盛硅业逆势大涨，股价连创新高！,财华社
336,2021-08-26,* 【龙虎榜解盘】“赵老哥”买入富瀚微4251.87万元，合盛硅业高位严重分歧,阿尔法工场
337,2021-08-26,合盛硅业龙虎榜数据(8月26日）,Wind
338,2021-08-26,交易异动！合盛硅业：近3个交易日上涨30.42%，无未披露的重大信息,每日经济新闻
339,2021-08-26,龙虎榜|合盛硅业两连板 沪股通净买入4.44亿元,财联社
340,2021-08-26,合盛硅业近3日累涨超30% 沪股通、机构买卖活跃,第一财经
341,2021-08-26,合盛硅业近3日累涨超30%，机构、外资出现分歧,Wind
342,2021-08-26,涨停板解密：资金抢筹，煤炭、有色逆市走强！（8月26日）,Wind
343,2021-08-26,A股收盘综述：消费、金融难见起色，资源股再度狂欢,Wind
344,2021-08-26,茅台突遭利空，家电医疗集体大跌！2000亿巨头又涨停,Wind
345,2021-08-26,解盘：资源、科技强势，工业母机、纳离子电池、工业金属领涨,Wind
346,2021-08-26,A股午盘综述：创业板指跌1.7%，消费、周期冰火两重天,Wind
347,2021-08-26,合盛硅业录得5天4板,证券时报网
348,2021-08-26,快讯：合盛硅业涨停 报于212.36元,金融界
349,2021-08-26,有机硅板块继续走强 合盛硅业(603260.SH)盘中涨停再创新高,格隆汇
350,2021-08-26,合盛硅业10天5板,Wind
351,2021-08-26,有机硅板块涨势如潮，合盛硅业5日4板,Wind
352,2021-08-26,业绩翻倍+低估值+滞涨股出炉！北上资金扫货8股,Wind
353,2021-08-26,沪指三连阳，业绩暖色烘托周期股行情,Wind
354,2021-08-25,有机硅龙头暴涨6倍！预增王是它 业绩翻倍+低估值+滞涨股名单出炉,中财网
355,2021-08-25,涨停板解密：资金青睐，有色、化工股连续爆发！（8月25日）,Wind
356,2021-08-25,有机硅板块午后持续走强 合盛硅业等多股涨停,上证报
357,2021-08-25,涨停雷达：有机硅个股异动 合盛硅业触及涨停,ZAKER
358,2021-08-25,快讯：合盛硅业涨停 报于193.05元,金融界
359,2021-08-25,A股收盘综述：三大指数均连升3日，光伏板块全线爆发,Wind
360,2021-08-25,有机硅DMC价格高位坚挺，合盛硅业4天3板,阿尔法工场
361,2021-08-25,供应紧张局面加剧，有机硅概念集体大涨，合盛硅业再创新高,证券时报网
362,2021-08-24,化工行业：需求拉动下 电解液溶剂、工业硅价格强势,新浪
363,2021-08-24,每日市场热点分析,新浪
364,2021-08-24,机构资金抢筹股揭秘，16股获大手笔买入,Wind
365,2021-08-24,机构抢筹股揭秘！这16股获大手笔买入（名单）,中国基金报
366,2021-08-24,机构资金抢筹股揭秘，16股获机构大手笔买入，和北上资金共同抢筹这些股,证券时报网
367,2021-08-23,有色金属行业跟踪周报：继续看好稀土、新能源金属、电解铝等,新浪
368,2021-08-23,超3000股上涨，5000亿巨头却跌停，什么情况,Wind
369,2021-08-23,合盛硅业(603260.SH)股价异动 不存在应披露而未披露信息,智通财经
370,2021-08-23,A股收盘综述：创业板指放量大涨逾3%，两市近200股涨幅超10%,Wind
371,2021-08-23,化工行业周报：纯碱价格继续走高 看好工业硅+电石+纯碱三大景气赛道,新浪
372,2021-08-23,行业观察|有机硅价格触及历史高点 供需错配致高景气有望延续全年,财联社
373,2021-08-23,A股午盘综述：市场普反创业板指升逾2%，工业母机概念井喷,Wind
374,2021-08-23,合盛硅业涨停 股价创历史新高,证券时报网
375,2021-08-23,快讯：合盛硅业涨停 报于162.83元,金融界
376,2021-08-23,有色金属行业周报：锂矿涨价叠加战略属性继续推荐 铝行业有望走出结构行情建议持有,新浪
377,2021-08-23,主题热点轮动 买对股票很重要,财富动力网
378,2021-08-20,市场大跌，哪些股票依然平稳创新高？,量化藏经阁
379,2021-08-20,35只股股价创历史新高,证券时报网
380,2021-08-20,59公司获得增持评级-更新中,中财网
381,2021-08-20,什么情况？A股突发大跳水！医药大跌，茅台被砸4%,Wind
382,2021-08-20,合盛硅业(603260)：Q2业绩略超预期 工业硅迎史诗级行情,新浪
383,2021-08-20,合盛硅业(603260)：国内硅基新材料领军企业 迎来快速发展黄金期,新浪
384,2021-08-19,合盛硅业(603260)：1H21业绩略超预期 看好工业硅价格再创新高,新浪
385,2021-08-19,申万宏源：维持合盛硅业“买入”评级 中报业绩超预期 工业硅价格或持续上涨,智通财经
386,2021-08-19,合盛硅业股价又创新高，今日涨2.75%,证券时报网
387,2021-08-19,合盛硅业(603260)点评：中报业绩超预期 预计工业硅价格将继续上涨,新浪
388,2021-08-19,【东北晨会0819】策略：后成长行情下，风格会扩散到哪里？/中国建筑、合盛硅业、科达制造、通威股份、高德红外,东北证券研究所
389,2021-08-19,【东北化工陈俊杰】合盛硅业（603260）年季报点评：盈利创单季新高，工业硅放量明显,东北证券研究所
390,2021-08-19,三大股指全线反弹，业绩超预期公司获资金追捧,Wind
391,2021-08-18,西部证券维持合盛硅业买入评级：上半年有机硅量价齐升，预计工业硅下半年还将持续上涨,每日经济新闻
392,2021-08-18,东吴证券维持合盛硅业买入评级，2021年中报点评：量价齐升业绩高速增长，工业硅有机硅景气有望持续上行,每日经济新闻
393,2021-08-18,中泰证券维持合盛硅业买入评级：中报业绩符合预期，硅业龙头持续向上,每日经济新闻
394,2021-08-18,合盛硅业收盘涨停，工业硅价格淡季大超预期,阿尔法工场
395,2021-08-18,合盛硅业：股东累计质押情况,每日经济新闻
396,2021-08-18,合盛硅业几经封板涨超7% 硅价年内暴涨51%公司利润增超4倍！,上海有色
397,2021-08-18,合盛硅业(603260.SH)控股股东解除质押2830万股及质押4430万股,智通财经
398,2021-08-18,合盛硅业：控股股东质押4430万股及解质2830万股,财联社
399,2021-08-18,A股收盘综述：券商涨停潮助推沪指劲升逾1%，高切低逻辑获市场共识,Wind
400,2021-08-18,有机硅价格飙升行业龙头业绩大增 有机硅产业概念股强势大涨,财华社
401,2021-08-18,浙江区域股市周报：通策医疗进入板块市值10强 217家机构调研华东医药,每日经济新闻
402,2021-08-18,合盛硅业(603260)：业绩超预期 工业硅价格持续创新高,新浪
403,2021-08-18,双汇发展闪崩暴跌，“父子内斗”又添新剧情,证券之星
404,2021-08-18,两“牛市旗手”封住涨停，贵州茅台再创年内新低，最低探至1600元,中证网
405,2021-08-18,千亿巨头万洲国际闪崩暴跌 儿子炮轰老爹：与秘书姘居20年,e公司
406,2021-08-18,多股触及“20cm”涨停！这个细分板块景气度爆棚,上证报
407,2021-08-18,两“牛市旗手”封住涨停，茅台险守1600元大关,Wind
408,2021-08-18,千亿龙头冲击涨停，今年以来大涨3倍！两“牛市旗手”封住涨停，贵州茅台险守1600元大关,中证报
409,2021-08-18,"突发！900亿巨头闪崩暴跌，儿子炮轰老爹：与秘书姘居20年！“肥美损中”致损失超8亿；腾讯重磅出手：诉抖音侵权，索赔1亿！
诉讼纠纷",e公司
410,2021-08-18,解盘：金融撑指数，盐湖提锂、大飞机、纯碱略涨,Wind
411,2021-08-18,A股午盘综述：沪指涨0.56%，券商股强势爆发,Wind
412,2021-08-18,快讯：合盛硅业涨停 报于135.28元,金融界
413,2021-08-18,安信证券维持合盛硅业买入评级：业绩超预期，工业硅价格持续创新高，目标价150元,每日经济新闻
414,2021-08-18,有机硅板块全线拉升，合盛硅业等多股涨停,36氪
415,2021-08-18,合盛硅业4天2板，上半年净利同比增长428%,Wind
416,2021-08-18,上半年净利同比增长428% 千亿有机硅龙头合盛硅业早盘大涨近8%,新浪
417,2021-08-18,A股早报2021年8月18日星期三,Wind
418,2021-08-17,合盛硅业公布半年报 上半年净利增加428.26%,新浪
419,2021-08-17,合盛硅业上半年净利增长428.26%，报告期硅基新材料量价齐升,阿尔法工场
420,2021-08-17,半年报解读|合盛硅业H1净利超去年全年 8月工业硅价格暴涨景气度再走高,财联社
421,2021-08-17,合盛硅业：上半年净利23.72亿元 同比增428.26%,e公司
422,2021-08-17,合盛硅业：2021年半年度净利润约23.72亿元，同比增加428.26%,每日经济新闻
423,2021-08-17,量价齐升 合盛硅业(603260.SH)半年度归母净利同比增428.26%至23.72亿元,智通财经
424,2021-08-17,合盛硅业半年报：上半年净利23.7亿元 同比增长428%,财联社
425,2021-08-17,合盛硅业(603260.SH)半年度净利润23.72亿元 同比增长428.26%,格隆汇
426,2021-08-17,合盛硅业：上半年净利润同比增长428.26%,Wind
427,2021-08-17,大全能源：公司主要产品为高纯多晶硅，与合盛硅业产品不同，二者业绩不具可比性,每日经济新闻
428,2021-08-17,合盛硅业：生产1吨工业硅，电极的消耗大约为80-100公斤左右，属于普通功率石墨电极,每日经济新闻
429,2021-08-17,合盛硅业：公司目前工业硅产能73万吨/年，有机硅单体产能93万吨/年,Wind
430,2021-08-16,化工行业周报：新能源风起 化工龙头加速布局,新浪
431,2021-08-16,基础化工行业周报：金属硅突破1.7万 双碱景气度继续上行,新浪
432,2021-08-14,基础化工行业周报：VE、天然气有望景气上行 新能源需求激增磷化工企业优势显着,光大证券
433,2021-08-14,两融跑步入场周增200亿，宁德582亿定增机构高喊买入,Wind
434,2021-08-13,悄悄涨价然后惊艳所有人，这一高成长化工赛道行情再度演绎，国内市场空间远未饱和？,财联社
435,2021-08-13,合盛硅业(603260)：持续低成本扩张的硅基上游材料龙头,新浪
436,2021-08-13,合盛硅业收盘涨停，工业硅价格淡季大超预期,阿尔法工场
437,2021-08-13,“硅茅”合盛硅业股价再刷历史新高 最近年度信披考评由A降B,硅谷动力
438,2021-08-13,合盛硅业首板，华泰证券予合盛硅业“增持”评级,Wind
439,2021-08-13,有机硅板块持续攀升，合盛硅业涨停,Wind
440,2021-08-13,华泰证券：予合盛硅业(603260.SH)“增持”评级 目标价120.9元,智通财经
441,2021-08-13,北向资金动向盘点：持续净卖白酒，谁在接盘？,Wind
442,2021-08-12,刚刚，MSCI公布最新调整！11只A股进入旗舰指数系列,Wind
443,2021-08-12,北向资金动向盘点：白酒诱多？重手净卖之,Wind
444,2021-08-11,北向资金今日净卖出超28亿元，白酒股持续惨遭抛售,Wind
445,2021-08-11,化工行业简评报告：工业硅行业逻辑持续兑现 价格有望再创新高,新浪
446,2021-08-10,合盛硅业2021年上半年净利润23.72亿元，同比涨超400%,亿欧网
447,2021-08-09,基础化工行业周报：金属硅价格突破1.6万 化肥涨价趋势不改,新浪
448,2021-08-09,大全能源：被列入实体清单未对公司的生产经营造成重大不利影响,Wind
449,2021-08-07,【安信化工】合盛硅业：工业硅价格淡季大超预期，业绩有望环比递增,安信化工研究
450,2021-08-06,合盛硅业：石河子生产基地工业硅产线一直都处于正常运行状态，石河子有机硅第二条试产线近期已经完成生产安全等方面的自查自检及完善，各生产工序陆续开始进入试产,每日经济新闻
451,2021-08-06,A股收盘综述：上证指数跌0.24%，病毒防治概念股全线走弱,Wind
452,2021-08-06,A股午盘综述：上证指数跌0.48%，创业板指跌逾1%,Wind
453,2021-08-05,千亿资金抄底，这些公司获“内部人”买买买,Wind
454,2021-08-04,中小盘股起舞数月，去年煎熬的小散盈利够买车,Wind
455,2021-08-03,中泰证券：予合盛硅业(603260.SH)“买入”评级 光伏有望拉动需求快速增长,智通财经
456,2021-08-03,中泰证券给予合盛硅业买入评级：硅行业龙头势起，成长护城河筑就,每日经济新闻
457,2021-08-02,合盛硅业龙虎榜数据（8月2日）,Wind
458,2021-08-02,跌停板解密：资金出逃，两类个股封跌停！（8月2日）,Wind
459,2021-08-02,合盛硅业发布股东减持公告 富达实业拟竞价减持不超2148.33万股 拟减持股份,资本邦
460,2021-08-02,基础化工行业：煤化工景气上行 PVDF乘新能源风而起,新浪
461,2021-08-02,A股异动丨合盛硅业(603260.SH)跌逾6% 遭股东高位拟减持不超6% 拟减持股份,格隆汇
462,2021-08-02,大股东拟减持不超过6%的股份 千亿有机硅龙头合盛硅业早盘低开逾9% 拟减持股份,新浪
463,2021-08-01,股东拟高点套现67亿 这家工业硅龙头不香了？ 减持股份,财联社
464,2021-07-30,盘后公告集锦|*ST盐湖：公司股票自8月10日起恢复上市,财联社
465,2021-07-30,晚间公告｜7月30日这些公告有看头,第一财经
466,2021-07-30,突发利空 1100亿有机硅龙头合盛硅业拟被股东套现67亿：1.9万股民要慌了 减持股份,每日经济新闻
467,2021-07-30,突发利空！1.9万股民要慌了，1100亿有机硅龙头拟被股东套现67亿，网友炸锅：“刚进去就减持，我这点儿踩的”,每日经济新闻
468,2021-07-30,7月30日会稽山、金麒麟等9家公司公告出现利空,证券之星
469,2021-07-30,合盛硅业：富达实业拟减持公司不超6%股份 拟减持股份,e公司
470,2021-07-30,注意！合盛硅业：股东富达实业计划减持不超过6445万股 拟减持股份,每日经济新闻
471,2021-07-30,合盛硅业(603260.SH)持股9.95%股东富达实业拟减持不超6%股份 拟减持股份,智通财经
472,2021-07-30,合盛硅业：股东富达实业拟6个月内减持不超过6%公司股份 拟减持股份,财联社
473,2021-07-30,合盛硅业(603260.SH)：持股9.95%的富达实业拟减持不超6%的股份 拟减持股份,格隆汇
474,2021-07-30,合盛硅业：富达实业拟减持不超过6%公司股份 拟减持股份,Wind
475,2021-07-28,北向资金今日净买入80.53亿元，东方雨虹获净买入近12亿元,Wind
476,2021-07-26,化工行业周报：化工结构性乐观,新浪
477,2021-07-23,A股早报2021年7月23日星期五,Wind
478,2021-07-23,每日理财观察：新时代推动中部地区高质量发展的意见发布,Wind
479,2021-07-22,北向资金连续4日“买买买”累计加仓超160亿，歌尔股份净买入额创逾7个月新高,Wind
480,2021-07-22,涨停板解密：资金追捧，化工股掀涨停潮！（7月22日）,Wind
481,2021-07-22,合盛硅业：主要产品为工业硅和有机硅，目前不生产多晶硅,每日经济新闻
482,2021-07-22,A股收盘综述：两市成交超1.3万亿元，新能源车产业链热度不减,Wind
483,2021-07-22,股东拟高点套现67亿，这家工业硅龙头不香了？ 减持股份,财联社
484,2021-07-20,浮盈可观，公募参与上市公司定增热情高涨,Wind
485,2021-07-19,有色金属2021年中报前瞻：Q2有色利润继续高增 重视新能源和碳中和方向,新浪
486,2021-07-19,基金二季报陆续发布，明星基金经理调仓换股,Wind
487,2021-07-19,私募大佬出手：邓晓峰狂买这只股，重仓10个亿,Wind
488,2021-07-18,私募大佬出手：邓晓峰狂买这只股，重仓10个亿！,Wind
489,2021-07-15,合盛硅业：公司碳素石墨产品产能为10.5万吨/年,Wind
490,2021-07-14,有色金属周报：工业金属维持震荡 看好钴锂Q3表现,新浪
491,2021-07-13,A股收盘综述：上证指数涨0.53%，碳中和题材卷土重来,Wind
492,2021-07-13,有机硅板块开盘拉升，三孚股份涨超9%，润禾材料、江苏国泰、合盛硅业、晨光新,新浪
493,2021-07-12,合盛硅业半年欲扩招2824人 罗氏姐弟两次“抄底”浮盈142亿,长江商报
494,2021-07-08,35股实施定向增发后股价上涨超90%,大众证券报
495,2021-07-07,合盛硅业(603260.SH)：拟使用不超20亿元闲置自有资金进行现金管理,格隆汇
496,2021-07-07,朱少醒等基金经理杀入3倍大牛股！傅鹏博也有新动作,Wind
497,2021-07-07,有色金属周报：工业金属延续震荡 钴锂价格持续向好,新浪
498,2021-07-06,供需两旺！化工景气度高企，中报迎高光时刻,Wind
499,2021-07-03,基础化工行业周报：2021H1化工上市企业涨跌幅出炉 2021H2看好具有确定性的景气子行业,光大证券
500,2021-07-02,市场大跌，哪些股票依然平稳创新高？,量化藏经阁
501,2021-07-02,合盛硅业：公司涉及诉讼案件正在二审审理中 诉讼纠纷,Wind
502,2021-07-02,五日龙虎榜追踪 机构抢筹这51股,证券之星
503,2021-06-30,2021年上半年有机硅市场总结及展望,百川盈孚
504,2021-06-30,"刚刚完成定增，“硅茅”实控人子女浮盈76亿元！最猛拟减持近17%，减持公告来势汹汹，这些个股遭到大比例减持（附股）
拟减持股份",证券时报网
505,2021-06-30,机构大仓位买入海优新材 齐鲁银行被核赵老哥斩仓,投资快报
506,2021-06-29,行业观察|有机硅行情反转概率几何？业内：当前价格健康，有望持续到年末,财联社
507,2021-06-29,800亿“硅茅”突发涨停，实控人子女刚买入就“狂赚”超300%,Wind
508,2021-06-29,合盛硅业(603260.SH)股价异常波动 不存在应披露而未披露事项,智通财经
509,2021-06-29,交易异动！合盛硅业：近3个交易日上涨24.23%，无未披露的重大信息,每日经济新闻
510,2021-06-29,合盛硅业龙虎榜数据(6月29日）,Wind
511,2021-06-29,风向研报丨深市“一哥”易主，10倍牛股上位！,21世纪经济报道
512,2021-06-29,有机硅概念逆市上涨，多只个股仍有超10%涨幅空间,第一财经
513,2021-06-29,涨价向中游传导，业绩“红包”如期而至,Wind
514,2021-06-29,市场供应紧缺DMC价格节节攀升 有机硅概念股逆市发力领涨,财华社
515,2021-06-29,有机硅概念扩大涨幅，合盛硅业涨停续创新高,格隆汇
516,2021-06-29,市场供应紧平衡有机硅产业链逆市发力,财华社
517,2021-06-29,解盘：权重低迷，稀土、免税店、华为HMS、光伏领涨,Wind
518,2021-06-29,化工行业周报：化工行业结构性乐观 关注纯碱、钛矿、氨纶等子行业,新浪
519,2021-06-29,化工行业周观点：碳纤维保障复兴号动车组运行安全 浙江海正15万吨／年聚乳酸首期项目启动,新浪
520,2021-06-28,中信建投：流动性宽松持续，成长领涨市场,中信建投
521,2021-06-27,东吴证券给维持合盛硅业买入评级：无惧风浪，硅产业链龙头扬帆起航,每日经济新闻
522,2021-06-24,0625日报/恒力石化拟投111.25亿元建年产80万吨功能性聚酯薄膜、功能性塑料项目【东北基础化工】,东北基础化工
523,2021-06-24,合盛硅业：公司工业硅未直接出口美国，目前公司生产经营正常,Wind
524,2021-06-23,化工新材料行业：合盛硅业石河子装置停车检修 有机硅市场仍处高位运行,新浪
525,2021-06-22,合盛硅业(603260.SH)：富达实业因主动减持及被动稀释持股比例减少2.14% 减持股份,格隆汇
526,2021-06-22,合盛硅业(603260.SH)主要股东富达实业持股比例降至9.95%,智通财经
527,2021-06-21,合盛硅业(603260.SH)：实控人由罗立国变更为罗立国、罗燚、罗烨栋共同控制 控制人变化,格隆汇
528,2021-06-21,合盛硅业：非公开发行新增股份约1.36亿股,每日经济新闻
529,2021-06-21,合盛硅业：实际控制人变更为罗立国、罗燚、罗烨栋共同控制 控制人变化,每日经济新闻
530,2021-06-21,合盛硅业(603260.SH)实际控制人发生变更 控制人变化,智通财经
531,2021-06-21,建议重视中报行情 | 中信建投晨会,中信建投证券研究
532,2021-06-21,磷矿石、电石领涨市场，MDI开启反弹之路,中信建投证券研究
533,2021-06-18,有机硅板块突掀涨停潮：乘半导体东风供给短缺致价格飙升,财联社
534,2021-06-18,有机硅供应紧张工厂暂停接单,Wind
535,2021-06-17,虚惊一场！合盛硅业有机硅仓库发生火灾 对工业硅影响有限 安全事故,财联社
536,2021-06-17,化工行业2021年中期投资策略：周期品兼顾景气与成长 新材料布局需求端放量,广发证券
537,2021-06-16,晨化股份：目前公司硅橡胶产品个别原料的供应市场因合盛硅业子公司事故略显紧张 安全事故,每日经济新闻
538,2021-06-16,干货！2021年中国硅基新材料行业龙头企业分析——合盛硅业：三大优势成就行业龙头地位,前瞻研究院
539,2021-06-16,化工行业周报：化工行业结构性乐观 关注纯碱、钛矿、氨纶等子行业,新浪
540,2021-06-16,基础化工行业周报：中报行情临近 周期成长龙头进攻,新浪
541,2021-06-15,基础化工行业周报：化肥继续大涨 事件推动DMC再上行,新浪
542,2021-06-15,基础化工行业周报：油价上涨 三聚氰胺、磷酸一铵、有机硅DMC等产品价格上涨,新浪
543,2021-06-13,化工行业研究周报：尿素、有机硅价格持续上涨,新浪
544,2021-06-12,合盛硅业项目突发火灾，业内称未波及光伏硅料供应 安全事故,Wind
545,2021-06-11,浙江7万亿板块出30只十倍股，看行业龙头全名单,Wind
546,2021-06-11,浙江本地股掀涨停潮，附上行业龙头全名单,21世纪经济报道
547,2021-06-11,浙江超级大礼包！行业龙头全名单来了，高增长潜力股请收藏,网易
548,2021-06-11,超级大礼包，浙江要建设共同富裕示范区！7万亿板块跑出30只十倍股，行业龙头全名单来了，高增长潜力股请收藏,证券时报网
549,2021-06-10,干货！2021年中国有机硅行业龙头企业分析——合盛硅业：2021年将确保石河子20万吨有机硅项目顺利达产,前瞻研究院
550,2021-06-10,基础化工行业化工碳中和报告系列五：哪些行业将被重估,新浪
551,2021-06-10,硅料成光伏平价“阿喀琉斯之踵” 业内认为“6·30抢装潮”难再现,21世纪经济报道
552,2021-06-10,每吨成交均价突破21万元，硅料成光伏平价“阿喀琉斯之踵”？,Wind
553,2021-06-10,每吨成交均价突破21万：硅料涨价何时休？,21世纪经济报道
554,2021-06-09,深度｜每吨成交均价突破21万元：硅料成为光伏平价的“阿喀琉斯之踵”？,21世纪经济报道
555,2021-06-09,光伏行业事件点评：合盛硅业子公司厂房发生火灾事故不影响工业硅供应 安全事故,新浪
556,2021-06-09,合盛硅业39万吨工业硅正常运行，多晶硅供应影响“全看政府安规处置”,中国能源网china5e
557,2021-06-09,辟谣！新疆有机硅厂爆炸对多晶硅并无影响！ 安全事故,北极星电力
558,2021-06-09,上市公司正负面新闻2021年6月9日星期三,Wind
559,2021-06-08,合盛硅业项目突发火灾 业内称未波及光伏硅料供应 安全事故,中国经营网
560,2021-06-08,虚惊一场！合盛硅业有机硅仓库发生火灾，对工业硅影响有限 安全事故,财联社
561,2021-06-08,合盛硅业：子公司发生安全事故 安全事故,Wind
562,2021-06-08,合盛硅业：子公司新疆西部合盛硅业发生安全事故 安全事故,e公司
563,2021-06-08,合盛硅业：子公司试产线发生火灾事故 安全事故,Wind
564,2021-06-08,硅料价格将突破300/kg？合盛硅业发生火灾 安全事故,Ofweek
565,2021-06-08,化学制品：工业硅：政策严控新增 需求旺盛增长 长期稳步上行,新浪
566,2021-06-04,合盛硅业：控股股东合盛集团解除质押约853万股,每日经济新闻
567,2021-06-04,合盛硅业(603260.SH)：控股股东解除质押852.6万股,格隆汇
568,2021-06-04,合盛硅业(603260)：碳中和大幕开启 工业硅龙头乘风而上,广发证券
569,2021-06-03,基础化工行业周报：MDI挂牌价理性回调 轮胎双反靴子落地,新浪
570,2021-06-02,化工行业投资组合(6月份),新浪
571,2021-05-31,化工行业：黄磷-草甘膦继续引领化工涨幅 可降解塑料政策密集发布,新浪
572,2021-05-29,2021年有机硅行业市场现状与竞争格局分析 合盛硅业产能最高,前瞻研究院
573,2021-05-26,合盛硅业：合盛硅业2020年度权益分派实施后调整2020年度非公开发行A股股票发行价格和发行数量 每10股派发现金红利2.9元（含税）,发布易
574,2021-05-26,【银河化工任文坡/林相宜】行业周报丨全产业链价格价差研究：有机硅价格上涨，重点关注龙头企业表现,中国银河证券研究
575,2021-05-25,化工行业2021年中期策略：业绩为王，挖掘化工投资机会,东吴石化化工
576,2021-05-25,基础化工行业周报：4月化工品出口大增 重视高景气持续性,新浪
577,2021-05-25,新材料+化工｜有机硅下游产业：硅基新材需求大爆发，千亿市场孕育中国龙头,中信证券研究
578,2021-05-24,合盛硅业：合盛集团及其一致行动人质押8355万股,每日经济新闻
579,2021-05-24,合盛硅业(603260.SH)控股股东及一致行动人质押8356.52万股,智通财经
580,2021-05-24,合盛硅业(603260.SH)：控股股东方面质押8356.52万股,格隆汇
581,2021-05-24,化工股大涨，多种化工品价格大涨，顺周期业绩将迎兑现期,第一财经
582,2021-05-21,有色金属行业2021年中期策略报告：锂矿稀缺价值重估 碳中和致铝拐点提前到来,新浪
583,2021-05-21,合盛硅业：目前公司生产经营正常，开工率维持高位,每日经济新闻
584,2021-05-21,合盛硅业：云南项目按计划在推进建设，目前尚未投产,每日经济新闻
585,2021-05-20,顺周期三大板块领跌！2张图一览237家上市公司业绩、债券风险情况,Wind
586,2021-05-19,合盛硅业(603260.SH)：2020年度拟10派2.9元 5月25日股权登记,格隆汇
587,2021-05-19,合盛硅业(603260.SH)每股派现0.29元 股权登记日为5月25日,智通财经
588,2021-05-19,合盛硅业(603260.SH)：控股股东质押3800万股,格隆汇
589,2021-05-18,化工行业周报：化工开始分化 关注纯碱、钛矿、氯碱、EVA等子行业,新浪
590,2021-05-17,化工行业：如何看聚酯减产和三类进口油征税？,新浪
591,2021-05-17,化工周报：万华宁波技改扩产 草甘膦强势领涨农药板块,新浪
592,2021-05-16,化工行业5月策略：从新产能周期再议化工投资机会,新浪
593,2021-05-15,基础化工行业周报：供应偏紧正丁醇辛醇涨幅居前 原料成本上行支撑甲醇价格,光大证券
594,2021-05-12,合盛硅业：股东富达实业减持计划完成，减持股份650万股,每日经济新闻
595,2021-05-12,合盛硅业(603260.SH)：富达实业减持完毕 累计减持650万股 减持股份,格隆汇
596,2021-05-12,合盛硅业：富达实业合计减持公司股份650万股 减持股份,Wind
597,2021-05-12,33股融资余额增幅超10%,Wind
598,2021-05-11,化工行业2021年中期策略报告：周期修整再出发 成长赛道需要重视,新浪
599,2021-05-07,八大券商主题策略：煤价涨涨涨 拥抱煤炭新时代！加仓的时候到了？,中金在线
600,2021-05-03,合盛硅业(603260)公司动态点评：年度业绩大幅增长 Q1净利润创新高,新浪
601,2021-04-30,明星私募一季度调仓：冯柳现身25家公司持仓超300亿 高瓴礼仁新进安图生物、伊利,腾讯网
602,2021-04-29,中信建投大周期团队最新研究观点,中信建投证券研究
603,2021-04-28,高毅资产错失有色龙头！这些绩优股被“错卖”？,Wind
604,2021-04-27,0428日报/金发科技一季度净利润7.65亿元同比增加438.79%【东北基础化工】,东北基础化工
