,2021-12-31,2021年A股年终盘点：十大“水逆”板块在哪里？,Wind
411,2021-04-05,券商四月金股来了 行业上主要以低估值周期板块为主（名单）,新浪
412,2021-04-05,券商四月金股来了！（附最全名单）,证券之星
413,2021-04-04,假日经济来临，旅游、影视需求释放，资金提前预,Wind
414,2021-04-02,清明五一小长假临近，旅游需求持续释放，锚定三大主线,第一财经
415,2021-04-01,券商4月金股出炉：这些股获力挺，看好一季报行情,第一财经
416,2021-04-01,山西证券--社会服务行业2021年二季度投资策略：小长假带动行业重回复苏通道，年内以业绩修复为主线【行业研究】,金融界股吧
417,2021-04-01,国信证券金股推荐：2021年4月各行业金股推荐汇总,新浪
418,2021-04-01,川财4月金股组合,新浪
419,2021-03-30,清明小长假旅游业迎来小高峰，行业板块有望升温,云掌财经
420,2021-03-30,宋城演艺：3月30日获主力资金净流入5396.61万元,每日经济新闻
421,2021-03-30,消费行业周报：小长假临近行业升温 酒店景区复苏强劲,新浪
422,2021-03-30,休闲服务行业周报：离岛免税持续强势 龙头不断加大布局,国海证券
423,2021-03-30,宋城演艺上海宋城项目将于4月29日开业,Wind
424,2021-03-29,社服周报：2月离岛免税数据稳增 华住融创合作发力高端 餐饮年报稳健亮眼,新浪
425,2021-03-29,宋城演艺：上海宋城将于4月29日开业,证券时报
426,2021-03-29,宋城演艺：3月29日主力资金净流入额占板块70.92%,每日经济新闻
427,2021-03-29,社服双周报2021年03期：文旅部放宽出游限制 K12教培行业波澜再起,新浪
428,2021-03-29,月度金股报告：4月金股配置 静待反弹,新浪
429,2021-03-28,【东兴大消费】周观点：关注新型消费政策，及当下年报密集披露,微信
430,2021-03-24,再看「内循环」别有深意，12赛道解读，完整受益股名单,云掌财经
431,2021-03-24,【早安新时代】晨会早读2021/03/24：今日关注宋城演艺、微光股份、山西汾酒,新时代证券研究
432,2021-03-24,中信建投医药&消费团队最新研究观点,中信建投证券研究
433,2021-03-23,预计出游破亿人次 旅游板块获机构关注丨行业风口,第一财经
434,2021-03-22,预计出游人数破亿 旅游股机会来了？机构扎堆推荐这5只个股,第一财经
435,2021-03-22,社服周报：免税龙头离岛经营面积将持续增加 清明、五一假期国内游预计恢复良好,新浪
436,2021-03-22,预计出游破亿人次，龙头大涨近15%！机构扎堆推荐旅游股仅5只,证券时报网
437,2021-03-22,三大指数收盘集体涨超1%，碳中和概念领跑，北向资金净买入71亿元,21世纪经济报道
438,2021-03-22,太平洋--消费行业周报：中免三亚免税城扩容，小长假临近行业迎催化【行业研究】,金融界股吧
439,2021-03-22,新时代证券首予宋城演艺强推评级，深度研究：业绩恢复提速，二轮扩张迎业绩释放期，未来演艺平台可期,每日经济新闻
440,2021-03-22,市场调整进入后段，可逐步布局！提前布局通胀预期拐点,Wind
441,2021-03-21,【东兴大消费】周观点：消费复苏实现良好开局，关注年报及季报行情,Ddu滴度
442,2021-03-18,宋城演艺：3月18日主力资金净流入额占板块的171.47%,每日经济新闻
443,2021-03-17,宋城演艺跌3.91% 兴证全球基金旗下2混基持股,中国经济网
444,2021-03-17,商贸零售行业：2021年1~2月社零较19同期增长6.4% 线上线下消费加快复苏,新浪
445,2021-03-17,安信证券--社服零售一季报前瞻：抓复苏+寻成长【行业研究】,金融界股吧
446,2021-03-17,周三证券|旅游消费复苏 资金积极布局,金融投资报
447,2021-03-16,风雨欲来！减值“雷”迎第二弹,Wind
448,2021-03-15,文旅部进一步给行业松绑 机构：关注消费回流的高景气标的丨牛熊眼,第一财经
449,2021-03-15,休闲服务行业周报：全球旅游复苏意愿强烈 逸仙电商披露业绩,国海证券
450,2021-03-15,【龙虎榜分析】顶不住了！“茅族”又尿了！,中金在线
451,2021-03-15,消费行业周报：旅游限制解除 布局行业旺季,新浪
452,2021-03-15,旅游酒店及餐饮行业：关注疫情后旅游行业复苏和结构性亮点 龙头弹性可期,新浪
453,2021-03-15,社服新消费行业周观察：回望赌王起落时 濠江风云启示录,新浪
454,2021-03-15,社服行业周报02期：K12课外培训再掀政策波澜 板块走势延续切换,新浪
455,2021-03-12,休闲服务行业动态：景气度回升关注绩优细分龙头 离岛免税龙头格局及数据仍优,新浪
456,2021-03-10,清明假期酒店预订量同比增长4.5倍 机构：板块复苏正当其时丨牛熊眼,第一财经
457,2021-03-10,宋城演艺跌5.26% 兴证全球基金旗下两只混基持股,中国经济网
458,2021-03-10,晨会聚焦210310重点关注星宇股份、建筑行业、宋城演艺、道通科技、国内外投影机空间几何？,国信研究
459,2021-03-09,国信证券--宋城演艺：疫情加速行业变革城市演艺的破局者【公司研究】,金融界股吧
460,2021-03-09,【国信社服】宋城演艺-深度报告-疫情加速行业变革 城市演艺的破局者,光仔看消费
461,2021-03-09,旅游市场热度提升，板块逆市大涨，行业景气修复机会来了,第一财经
462,2021-03-09,【行情】旅游概念股大幅走强，西域旅游、中青旅午后涨停，西安旅游、众信旅游、宋城演艺、云南旅游等纷纷走高,金十数据
463,2021-03-09,休闲服务行业周报：“疫苗护照”酝酿出境游恢复,国海证券
464,2021-03-09,社会服务2021年3月投资策略及业绩前瞻：春季预计重回行业复苏通道 短期关注预期差品种,新浪
465,2021-03-08,消费产业周报：市场进入平静期 短期机会仍聚焦疫情修复,新浪
466,2021-03-08,社服新消费行业周观察：携程20Q4利润超预期 展望21年文旅复苏,新浪
467,2021-03-06,调整行情21股逆市创新高，6股获北向资金青睐,证券时报
468,2021-03-06,本周北向大幅波动！昔日黑马获加仓比例达180%，这些抱团股被“抄底”,财联社
469,2021-03-03,山西证券给予宋城演艺增持评级，计提直播业务长期股权投资减值损失，后续专注演艺业务,每日经济新闻
470,2021-03-03,社服行业2021年春季策略报告：行业龙头保持强劲势头 关注疫情后复苏标的,光大证券
471,2021-03-03,宋城演艺：从未与沂州古城达成合作，将追究相关人员法律责任,环球旅讯
472,2021-03-03,宋城演艺：正与B站积极探索线上直播等合作,每日经济新闻
473,2021-03-03,宋城演艺：去年已与抖音网红进行合作,Wind
474,2021-03-03,北向资金动向曝光：3月2日这30只个股被猛烈扫货（附名单）,每日经济新闻
475,2021-03-02,沪指震荡却有个股勇破新高，旅游股的春天来了？龙头将率先反弹,财联社
476,2021-03-02,逆市新高股名单出炉 机构扎堆看好,第一财经
477,2021-03-02,酒鬼酒29天跌42%，一批机构抱团股连续大跌！逆市新高股来了，机构扎堆推荐,证券时报网
478,2021-03-02,宋城演艺等10股股价创历史新高,证券时报网
479,2021-03-02,国信证券--社会服务行业双周报202101期：后市场风格切换明显，春节黄金周客流已恢复75成【行业研究】,金融界股吧
480,2021-03-02,A股异动 | 宋城演艺(300144.SZ)大涨逾9%破顶 市值达600亿元,格隆汇
481,2021-03-02,旅游股持续活跃，宋城演艺加速上涨9%,Wind
482,2021-03-02,国盛证券--区块链行业周报：以太坊1559提案：矿工、持币人和社区利益的再平衡【行业研究】,金融界股吧
483,2021-03-01,消费产业周报：继续关注疫情冲击行业的景气修复行情,新浪
484,2021-03-01,东吴证券--社服新消费行业周观察：疫苗落地促复苏，澳门博彩迎曙光【行业研究】,金融界股吧
485,2021-03-01,太平洋--消费行业周报：景区迎反弹行情，逢低布局免税【行业研究】,金融界股吧
486,2021-02-28,【国信社服|双周报01期】节后市场风格切换明显 ，春节黄金周客流已恢复75成,光仔看消费
487,2021-02-27,“不务正业”的文旅企业：玩砸网红直播，投资损失数亿元 投资失误,华夏时报
488,2021-02-26,2分钟读财报|宋城演艺雷藏不住了巨亏19亿 借疫情出清风险？ 重大损失,新浪
489,2021-02-26,旅游板块保持活跃，宋城演艺领涨4%,Wind
490,2021-02-26,困境股强势反击：业绩大幅增长 社保公募重仓,证券时报
491,2021-02-25,A股最具潜力股票出炉！社保等重仓 券商扎堆关注,证券时报
492,2021-02-25,A股最具潜力股票出炉，细分领域龙头+业绩翻倍式增长，社保及公募等重仓,和讯
493,2021-02-25,困境股拐点！A股最具潜力股票出炉，细分领域龙头+业绩翻倍式增长,证券时报网
494,2021-02-23,研究预计今年国内旅游收入将大增，企业或迎困境反转，如何布局？,第一财经
495,2021-02-23,“世界第三大酒庄”出手，“公募一哥”操盘基金暂停申购,证券时报网
496,2021-02-23,休闲服务行业周报：2020年全国旅游数据出炉 国内游逐季改善,新浪
497,2021-02-22,A股共发生71宗大宗交易成交19.59亿元（2月22日）,Wind
498,2021-02-22,宋城演艺今日大宗交易成交15.60万股，成交价19.23元溢价1.21%,Wind
499,2021-02-22,深度*行业*社会服务行业2020年年报业绩前瞻：行业业绩处于历史底部 社服板块望否极泰来,新浪
500,2021-02-22,消费行业周报：春节离岛免税日销2亿 关注景区板块超低反弹,新浪
501,2021-02-22,安信证券--餐饮旅游行业周报：春节离岛免税销售火热，1月酒店数据承压不改复苏主线【行业研究】,金融界股吧
502,2021-02-22,【十大券商一周策略】市场有望迈进4000点,券商中国
503,2021-02-21,国君策略：一飞但不能冲天,--
504,2021-02-21,A股策略周报：一飞但不能冲天,新浪
505,2021-02-18,交通运输／可选消费行业：就地过年利好互联网／免税／教育／快递,新浪
506,2021-02-18,消费产业周报：就地过年带旺本地消费,新浪
507,2021-02-17,宋城演艺：杭州宋城春节接待游客数量超2019年同期,格隆汇
508,2021-02-10,六间房业绩“失速”、票房增速放缓 宋城演艺寻觅增量空间 盈利能力下降,新京报
509,2021-02-09,休闲服务行业周观点报告：海控精品免税城首日销售超2280万 CDF国际免税城初具雏形,新浪
510,2021-02-09,【中原消费】消费板块投资周思考（2.1——2.5）：消费上涨面扩大，市场重拾旧时脉搏,中原证券研究所
511,2021-02-08,消费行业周报：离岛免税开通邮寄送达 1月离岛客单价明显提升,新浪
512,2021-02-08,消费产业周报：本地消费活跃 静待牛年开启,新浪
513,2021-02-08,社会服务行业2月投资策略：继续把握Q1业绩确定性，底部增配低估值龙头,国信研究
514,2021-02-07,传媒行业一周观点：继续重视全市场龙头 长假将至关注文娱活动数据表现,新浪
515,2021-02-07,11亿商誉减值压顶 “中国演艺第一股”宋城演艺预亏超16亿 资产异常,科技新闻网
516,2021-02-06,宋城演艺回复深交所关注函：未来专注演艺主业 关注函,全景网
517,2021-02-05,宋城演艺回复关注函：花房科技减值迹象已经于2020年12月末出现 关注函,Wind
518,2021-02-05,旅游板块涨幅明显 机构：就地过年政策对各子板块影响不一丨牛熊眼,第一财经
519,2021-02-05,山西证券--宋城演艺：计提直播业务长期股权投资减值损失，后续专注演艺业务【公司研究】 投资失误,金融界股吧
520,2021-02-05,85家公司获机构调研（附名单）,证券时报网
521,2021-02-04,陕旅的上市“野心”能否如愿？,每日经济新闻
522,2021-02-04,宋城演艺巨亏：六间房爆雷 摩根斯坦利华鑫等券商项目 重大损失,中国经济网
523,2021-02-04,社服行业投资周报：中免去年盈利61亿增32%超预期 继续把握免税黄金赛道机遇,新浪
524,2021-02-04,银行理财子公司积极瞄准权益赛道,Wind
525,2021-02-04,商誉账终须还 跨界直播“亏”掉宋城演艺18亿元 亏损,上证报
526,2021-02-03,资产减值超18亿，宋城演艺被深交所问询 资产异常,中新经纬
527,2021-02-03,业绩雷再现，5家公司亏损超百亿！多家知名投资机构或受殃及 投资失误,红周刊
528,2021-02-03,宋城演艺“借机排雷”遭问询 “强行”资产减值18亿 问询,搜狐
529,2021-02-02,宋城演艺：去年预亏至少16亿，计提11亿减值被深交所关注 预亏,澎湃新闻
530,2021-02-02,西域旅游上市仅半年或面临退市风险警示 疫情下文旅企业上市热情能否依旧？ 风险警示,每日经济新闻
531,2021-02-02,国信证券--宋城演艺重大事件快评：花房减值消除隐忧，2021年迈向新起点【公司研究】,金融界股吧
532,2021-02-02,2021年2月份上海证券研究所投资组合报告,新浪
533,2021-02-02,计提股权投资减值约11亿！宋城演艺收关注函 投资失误,中新经纬
534,2021-02-02,宋城演艺(300144)：花房科技减值冲击公司业绩 关注行业拐点机会,新浪
535,2021-02-02,六间房11亿元商誉减值 宋城演艺的雷可能还没爆完 资产异常,发现网
536,2021-02-02,宋城演艺收深交所关注函 关注函,Wind
537,2021-02-02,宋城演艺上市十年首亏，拟计提长期股权投资减值准备超11亿 亏损,环球旅讯
538,2021-02-02,【国信社服|公司分析】宋城演艺：花房减值消除隐忧 ，2021年迈向新起点,光仔看消费
539,2021-02-02,7股获买入评级 最新:宋城演艺,中财网
540,2021-02-02,宋城演艺：丽江等项目20Q4同比恢复达70%左右,Wind
541,2021-02-01,宋城演艺(300144)2020年业绩预告点评：减值后轻装上阵 战略重心回归演艺主业,新浪
542,2021-02-01,东北证券--宋城演艺：花房减值短期拖累业绩，演艺王国未来可期【公司研究】 盈利能力下降,金融界股吧
543,2021-02-01,休闲服务行业周报：免税业绩一骑绝尘 中长期看关注酒店投资机会,国海证券
544,2021-01-30,宋城演艺计提股权投资减值约11亿 预计主业去年盈利1.1亿元 投资失误,e公司
545,2021-01-29,宋城演艺连发业绩、计提减值等三公告 着重发力未来演艺主业 资产异常,全景网
546,2021-01-29,宋城演艺子公司三亚千古情公司获高新认定,全景网
547,2021-01-29,宋城演艺推进演艺王国模式转型升级,证券日报网
548,2021-01-29,宋城演艺(300144.SZ)：全资子公司通过高新技术企业认定,格隆汇
549,2021-01-29,宋城演艺(300144.SZ)：2020年度拟计提花房科技长期股权投资减值准备约11.08亿元 资产异常,格隆汇
550,2021-01-29,宋城演艺(300144.SZ)：2020年度由盈转亏 预亏16亿元-19亿元 预亏,格隆汇
551,2021-01-29,宋城演艺(300144.SZ)预计2020年度归母净亏损为16亿元至19亿元 预亏,智通财经
552,2021-01-29,宋城演艺：预计2020年度净利润亏损16亿元-19亿元 预亏,Wind
553,2021-01-29,当地游、泡酒店受热捧，旅游板块投资机会在哪？丨牛熊眼,第一财经
554,2021-01-29,解盘：成交量低迷，航空、白酒、CRO、影视略涨,Wind
555,2021-01-29,疫情受损板块全线走强，华夏航空、西安旅游涨停,Wind
556,2021-01-29,【行情】旅游板块临近午盘异动拉升，西安旅游涨停，宋城演艺、天目湖、云南旅游、腾邦国际等纷纷拉升,金十数据
557,2021-01-27,社会服务行业2020Q4基金持仓分析：行业超配依旧显着 免税酒店再获青睐,新浪
558,2021-01-26,旅游服务业行业信息点评：社服板块4Q20基金持仓分析,新浪
559,2021-01-26,机构开年马不停蹄，调研“路线图”曝光,Wind
560,2021-01-25,消费产业周报(2021.1.18-1.22)：鼓励就地过节 利好居家、线上、出口,新浪
561,2021-01-25,三亚市旅游推广局,环球旅讯
562,2021-01-25,休闲服务行业周报：化妆品零售持续亮眼 酒店龙头扩张不减,国海证券
563,2021-01-18,消费产业2020年12月社零数据点评：社零增速回落 但消费修复趋势继续,新浪
564,2021-01-18,消费产业周报：疫情影响预计可控 建议维持配置,新浪
565,2021-01-18,休闲服务行业2021年投资策略：经霜而赤 引领新格局,国海证券
566,2021-01-15,宋城演艺(300144.SZ)：控股股东解除质押1.224亿股及质押9900万股,格隆汇
567,2021-01-15,宋城演艺(300144.SZ)控股股东宋城集团解质1.22亿股及质押9900万股,智通财经
568,2021-01-14,国信证券：疫情或影响社会服务行业短期复苏节奏 关注业绩确定性机会,证券时报网
569,2021-01-14,【机会挖掘】海南离岛免税销售火爆 继续看好免税和酒店（附股）,证券时报网
570,2021-01-13,社会服务行业2021年1月投资策略：疫情或影响短期复苏节奏 关注业绩确定性机会,新浪
571,2021-01-13,餐饮旅游股走弱，中国中免、首旅酒店、宋城演艺等股跌幅居前,Wind
572,2021-01-13,休闲服务行业周报：延续高增长 新年离岛免税开门红,新浪
573,2021-01-11,72家公司获机构调研（附名单）,证券之星
574,2021-01-08,晨会聚焦210203重点关注JS环球生活、阳光电源、机械行业、巴比食品、永兴材料、宋城演艺、上海家化、传音控股、歌尔股份,国信研究
575,2021-01-08,12只个股大宗交易超5000万元,证券之星
576,2021-01-08,42股获券商买入评级 中国长城目标涨幅达57.14%,Wind
577,2021-01-07,"宋城演艺现1笔大宗交易 共成交7,466.80万元",新浪
578,2021-01-07,宋城演艺今日大宗交易成交440万股，成交价16.97元溢价2.29%,Wind
579,2021-01-06,宋城演艺：三亚景区线路整改会结合免税店的入口做考虑,Wind
580,2021-01-06,宋城演艺：三亚景区线路整改会结合免税店的入口做考虑,e公司
581,2021-01-05,"宋城演艺现1笔大宗交易 共成交7,998.90万元",新浪
582,2021-01-05,休闲服务行业周报：离岛免税热度延续 元旦景区维持75%限流,新浪
583,2021-01-05,餐饮旅游行业：20年离岛免税交出满意答卷 中免成长动能充沛,新浪
584,2021-01-05,休闲服务行业周报：离岛免税经营主体扩大 市场规模扩张可期,国海证券
585,2021-01-04,旅游行业数据跟踪及1月投资策略：免税强者恒强 关注疫苗受益板块,新浪
586,2021-01-04,餐饮旅游行业周报：海南计划新增6家免税店 陶陶居与食尚混改落地,新浪
587,2021-01-04,消费产业周报：白酒强势带动消费表现,新浪
588,2021-01-01,2021年券商看好的十大板块,Wind
589,2020-12-31,【行情】景点及旅游板块持续拉升，腾邦国际涨8%，宋城演艺、众信旅游、西域旅游等跟涨,金十数据
590,2020-12-29,宋城演艺：前三季营收降幅超七成 机构依旧密集调研 盈利能力下降,每日经济新闻
591,2020-12-28,"宋城演艺现1笔大宗交易 共成交7,493.20万元",新浪
592,2020-12-28,休闲服务行业周报：持续看好免税旺季表现 元旦春节再迎出行高峰,国海证券
593,2020-12-26,11月中国文旅产业TOP10报告·观点月度指数,新浪
594,2020-12-25,休闲服务2021年投资策略：抓住后疫情时代行情 继续重配优质资产,新浪
595,2020-12-25,方正社服2021年度策略报告：坚守高景气龙头，把握行业变革机遇,方正证券
596,2020-12-22,休闲服务行业周报：离岛免税销售额提前完成年度目标,新浪
597,2020-12-22,休闲服务行业周报：离岛免税销售持续增长,国海证券
598,2020-12-20,2021年社会服务行业年度策略：行业景气度持续回暖 消费偏好变迁带动龙头企业加速扩张,新浪
599,2020-12-18,太平洋证券：海南逐渐进入旅游旺季 坚守细分赛道优质龙头,证券时报网
600,2020-12-18,社会服务行业12月投资策略：海南逐渐进入旺季 坚守细分赛道优质龙头,新浪
601,2020-12-17,深交所发布国证香蜜湖文化创意指数,Wind
602,2020-12-15,餐饮旅游行业：消费回流空间可观 看好国内受益板块,新浪
603,2020-12-15,休闲服务行业周报：免税销售数据稳健 局部疫情料可控,新浪
604,2020-12-14,休闲服务行业2021年投资策略：布局内循环，关注行业复苏和龙头崛起，维持”买入“评级,广发证券
605,2020-12-14,【东兴大消费】周观点：寻求业绩确定性，关注年底估值切换,东兴社服
606,2020-12-10,【旅游】华住Q3业绩持续改善 凯撒收购易生金服股份——餐饮旅游行业周报——看好,渤海证券研究
607,2020-12-08,休闲服务行业周报：社区团购热度不断上升 继续追踪景气修复,新浪
608,2020-12-08,【东吴社服新消费 | 行业周报】海底捞扩张强劲超预期，量价齐升坚定看好,东吴社服浓汤宝
609,2020-12-07,休闲服务行业周报：“双旦”与春节拉开明年复苏大幕,国海证券
610,2020-12-07,【东兴大消费】周观点：聚焦景气持续，寻求业绩确定性,东兴社服
611,2020-12-07,休闲服务行业周报：携程复苏领跑全球 旅游行业未来具备三大趋势,新浪
612,2020-12-07,消费行业周报：酒店行业持续恢复 有望迎上行周期,新浪
613,2020-12-07,2021年社会服务年度策略：乘行业景气复苏之势 享龙头业绩高增红利,新浪
614,2020-12-04,休闲服务行业2021年投资策略报告：柳暗花明 砥砺起航,新浪
615,2020-12-02,2020年12月份上海证券研究所投资组合报告,新浪
616,2020-12-02,餐饮旅游行业周报：同程艺龙与快手战略合作 携程Q3营收环增73％,渤海证券
617,2020-12-01,休闲服务行业周报：假期安排出炉 明年海南旅游料热度依旧,新浪
618,2020-11-30,旅游产业重磅利好来袭，市场持续复苏，关注三条投资主线丨牛熊眼,第一财经
619,2020-11-30,消费行业周报：三亚机场打通香化直达同店 年底多家离岛免税店开业,新浪
620,2020-11-28,社服零售行业2021年投资策略报告：复苏加速+格局优化 布局持续成长性龙头,新浪
621,2020-11-27,宋城演艺大涨5.24%，领涨景点板块,中新经纬
622,2020-11-26,[互动]宋城演艺：未来随着产业布局扩张 公司剧院座位数还将提升,全景网
623,2020-11-26,【旅游】同程艺龙Q3环比大幅改善 广之旅并购上海申申——餐饮旅游行业周报——看好,渤海证券研究
624,2020-11-24,在线旅游迎政策利好，三条主线掘金相关投资机会,第一财经
625,2020-11-24,社会服务2021年投资策略：三条主线：复苏次序 龙头集中 消费变迁,新浪
626,2020-11-23,休闲服务行业周报：社零总额增速持续恢复 化妆品及珠宝表现优异,国海证券
627,2020-11-23,A股早报2020年11月23日星期一,Wind
628,2020-11-21,大宗交易数据显示，机构正大举接盘白马股,Wind
629,2020-11-20,A股共发生175宗大宗交易成交98.21亿元（11月20日）,Wind
630,2020-11-20,宋城演艺：实际控制人及一致行动人合计减持3.99%股份，减持计划实施完毕 拟减持股份,Wind
631,2020-11-20,布局2021年！这个板块有望爆发,证券之星
632,2020-11-20,宋城演艺今日大宗交易成交5220万股，成交价17.73元折价6.29%,Wind
633,2020-11-20,26股获券商买入评级，拓邦股份目标涨幅达68.77%,Wind
634,2020-11-19,【旅游】深圳机场将扩建 宋城签订延安千古情项目——餐饮旅游行业周报——看好,渤海证券研究
635,2020-11-18,宋城演艺(300144)：签约延安项目 轻资产输出再下一城,广发证券
636,2020-11-18,餐饮旅游行业：当前仍是布局可选消费的窗口期 优选盈利改善确定性强的标的,新浪
637,2020-11-18,【东吴晨报1118】【策略】【个股】南微医学、珀莱雅、宋城演艺、古井贡酒,东吴研究所
638,2020-11-17,宋城演艺(300144)：延安千古情签约 未来轻资产扩张叠加模式转型并进,新浪
639,2020-11-17,10公司获得增持评级-更新中,中财网
640,2020-11-17,【东兴大消费】周观点：疫苗进展显著提振可选消费增长信心,东兴社服
641,2020-11-17,宋城演艺(300144)：产品沉淀升级显真章 签约延安千古情 品牌输出再下一城,新浪
642,2020-11-17,中信证券：中国消费市场快速增长 建议优选好赛道、好公司持续配置,证券时报网
643,2020-11-16,宋城演艺与太乙集团签订延安千古情项目 占地150亩,观点地产网
644,2020-11-16,宋城演艺：签订延安千古情项目合作协议,格隆汇
645,2020-11-16,消费行业周报：双十一离岛免税大幅增长 疫苗预期带动估值修复,新浪
646,2020-11-13,重仓超五年，金牛基金经理“窖藏股”抢眼,Wind
647,2020-11-12,交运+社服行业疫苗影响点评：疫苗新进展 催化需求回暖预期,新浪
648,2020-11-12,【旅游】新政后离岛免税销售120亿元 华住Q3环比改善——餐饮旅游行业周报——看好,渤海证券研究
649,2020-11-11,社会服务行业-辉瑞公司和BIONTECH宣布MRNA新冠疫苗有效性超90%：利好休闲服务酒店、出境游板块,新浪
650,2020-11-10,猝不及防！万亿巨头跌去1500亿市值，腾讯小米集体重挫 连续下跌,e公司
651,2020-11-09,休闲服务行业周观点报告：中国中免Q3营收同增近4成 在线旅游Q3同比增速转正,新浪
652,2020-11-09,【东兴大消费】周观点：进博会召开、双十一蓄力，多重催化四季度持续关注可选消费,东兴社服
653,2020-11-06,社会服务行业11月策略暨三季报总结：强者恒强格局未变 机构持仓强化,新浪
654,2020-11-05,消费行业周报：三季报业绩分化 免税-人资-酒店占优,新浪
655,2020-11-05,【旅游】三季度业绩有所改善 持续关注细分行业龙头——餐饮旅游行业周报——看好,渤海证券研究
656,2020-11-03,宋城演艺(300144)：各项目逐步恢复 演艺王国全新升级,新浪
657,2020-11-02,【东兴大消费】周观点：三季度业绩加速改善，关注四季度景气持续赛道,东兴社服
658,2020-11-02,宋城演艺：存量项目最新恢复率达80%左右,e公司
659,2020-11-01,宋城演艺(300144)：Q3&国庆客流环比修复 国内游复苏下公司有望持续受益,新浪
660,2020-11-01,宋城演艺(300144)：客流逐步回暖 演艺王国模式初显成效,新浪
661,2020-10-30,【东吴社服.汤军 | 宋城演艺】三季报点评：20Q3仍处复苏期，持续关注文旅市场恢复情况，演艺龙头厚积薄发待天时,东吴社服浓汤宝
662,2020-10-30,473股获券商买入评级，祁连山目标涨幅达76.90%,Wind
663,2020-10-29,"宋城演艺现2笔大宗交易 共成交1,824.00万元",新浪
664,2020-10-29,宋城演艺今日大宗交易成交114万股，成交价16.0元折价0.06%,Wind
665,2020-10-29,宋城演艺（300144）2020年三季报点评：Q3项目恢复程度分化，关注后续复苏节奏与新项目扩张,国信研究
666,2020-10-29,晨会聚焦201029重点关注宝钛股份、中新赛克、安克创新、苏试试验、凯利泰、广和通、广州酒家、宁波银行、绿的谐波、宋城演艺,国信研究
667,2020-10-29,宋城演艺(300144)：客流恢复较慢 市场依然受防疫政策限制,新浪
668,2020-10-29,宋城演艺前三季度净利润1.34亿元，实控人黄巧灵家族居旅游富豪榜首位,环球旅讯
669,2020-10-29,宋城演艺前三季净利下滑约九成 董事长黄巧灵减持5200万股 盈利能力下降,中新经纬
670,2020-10-28,宋城演艺前三季净利下滑约九成 董事长黄巧灵减持5200万股 盈利能力下降,中新经纬
671,2020-10-28,宋城演艺公布三季报 前三季净利减少89.47% 盈利能力下降,新浪
672,2020-10-28,宋城演艺(300144.SZ)第三季度归母净利润同比下降80.64%至9390.35万元 盈利能力下降,智通财经
673,2020-10-28,宋城演艺(300144.SZ)：前三季净利降89.47%至1.34亿元 盈利能力下降,格隆汇
674,2020-10-28,宋城演艺：前三季度净利润同比减少89.47%,Wind
675,2020-10-28,餐饮旅游行业周报：首旅高端品牌逸扉首秀大兴机场日吞吐量破10万,渤海证券
676,2020-10-27,消费行业周报：酒店行业加速回暖 关注低估值景区,新浪
677,2020-10-26,消费产业周报：继续优先配置可选消费,新浪
678,2020-10-26,"宋城演艺现1笔大宗交易 共成交3,150.00万元",新浪
679,2020-10-26,【东兴大消费】周观点：9月社零同比增长3.3%，消费持续复苏,东兴社服
680,2020-10-22,餐饮旅游板块走低,Wind
681,2020-10-22,【旅游】环球影城首批景区竣工 众信战略合作王府井免税 ——餐饮旅游行业周报——看好,渤海证券研究
682,2020-10-22,宋城演艺(300144)：年内压力释放 静待成长回归,新浪
683,2020-10-21,创业板畅想曲：前世、今生、未来,养基司令
684,2020-10-21,A股各板块中的“茅台”名单，持续高成长股仅13只,证券时报
685,2020-10-19,休闲服务行业周报：国内航线持续回暖 9月客流同比接近持平,新浪
686,2020-10-19,休闲服务行业周报：景区餐饮业绩继续改善 “双11”销售有望再创新高,国海证券
687,2020-10-19,消费行业周报：关注Q3业绩超预期品种 布局Q4高弹性标的,新浪
688,2020-10-19,【东兴大消费】周观点：内需、出口皆有亮点，关注三季度业绩继续回暖,东兴社服
689,2020-10-19,A股早报2020年10月19日星期一,Wind
690,2020-10-16,[互动]宋城演艺：《上海千古情》等剧目预计将于2021年春季开业,全景网
691,2020-10-15,2020年国庆黄金周旅游数据详解：免税持续向好 需求改善供给增加景区表现分化,广发证券
692,2020-10-12,10月投资策略暨三季报前瞻：十一黄金周表现符合预期 继续优选龙头布局明年,新浪
693,2020-10-12,TD晚报 | 中国中免Q3净利同比增长141.90%；东航获310亿元增资,环球旅讯
694,2020-10-12,【东兴大消费】周观点：长假催化消费加速回暖，内循环持续发力,东兴社服
695,2020-10-12,散客率创历史新高 宋城演艺“十一”黄金周收入超亿元,证券日报
696,2020-10-11,文旅市场强劲复苏 宋城演艺黄金周期间收入超亿元,证券日报
697,2020-10-11,周观点：国庆期间客运需求恢复至去年九成左右,新浪
698,2020-10-10,宋城演艺(300144)：国庆假期景区客流恢复较好 散客拉动客单价提升,新浪
699,2020-10-09,深度丨假日经济AB面：产业复苏符合预期 股市反应却平淡,21世纪经济报道
700,2020-10-09,[公司]宋城演艺“双节”收入破亿 散客率创历史新高,全景网
701,2020-10-09,宋城演艺：国庆中秋黄金周营收与去年同期持平,e公司
702,2020-10-09,消费产业周报：双节消费释放 “内循环”驱动良性复苏,新浪
703,2020-10-06,国庆旅游加速恢复，科锐定增加大技术投入，维持“看好”行业评级,太平洋证券
