,2021-12-31,A股年度“涨停王”出炉，四成交易日均封板,Wind
571,2021-07-15,中公教育股价跌停，上半年预亏超5000万，市值5个多月蒸发1600亿 预亏,AI财经社
572,2021-07-15,中公教育跌停，半年度预亏5000万-1.5亿元,Wind
573,2021-07-15,中公教育跌停价开盘,Wind
574,2021-07-15,中公教育(002607)：省考提前与人力成本提升导致Q2业绩阶段性承压 盈利能力下降,新浪
575,2021-07-15,犀牛财经早报：泛海控股预亏4亿-7亿美好置业预亏2.9亿-4.1亿,GPLP犀牛财经
576,2021-07-15,重点关注传媒板块中具备成长性及确定性的细分赛道投资机会,东北证券
577,2021-07-14,中公教育：预计上半年归母净亏损5000万元至1.5亿元 预亏,和讯
578,2021-07-14,中公教育最新公告：半年度预亏5000万-1.5亿元 预亏,证券之星
579,2021-07-14,中公教育(002607.SZ)半年度预亏5000万-15000万元 预亏,格隆汇
580,2021-07-14,中公教育(002607.SZ)预计上半年归母净亏5000万元至1.5亿元 预亏,智通财经
581,2021-07-14,中公教育：预计2021年上半年净利润亏损5000万元~1.50亿元 预亏,每日经济新闻
582,2021-07-13,中公教育(002607.SZ)：股东王振东补充质押600万股 股票质押异常,格隆汇
583,2021-07-13,教育股暴跌的下半场，已经砸出了哪些黄金坑？,和讯
584,2021-07-13,教育行业周报：教育部支持探索开展暑期托管服务 部署今年高职院校扩招工作,新浪
585,2021-07-12,传媒行业周报：教育部发文支持开展暑期托管 完美世界关停部分海外项目,新浪
586,2021-07-12,为了这个，有些人300万、500万的年薪都不要了,大猫财经
587,2021-07-08,中公教育：公司目前主要从事面向成年人的非学历职业就业培训服务，没有K12培训业务,每日经济新闻
588,2021-07-07,中公教育：目前公司及子公司没有因校外培训整治而停工整顿情况,每日经济新闻
589,2021-07-07,基金减仓、监管趋严 教育股还有未来吗？,国际金融报
590,2021-07-07,成人教育赛道大猜想：老牌VS新秀，谁能胜出？,创业邦
591,2021-07-07,中公教育：拟于8月底披露半年报,每日经济新闻
592,2021-07-07,成人教育赛道大猜想：老牌VS新秀，谁能胜出？,36氪
593,2021-07-07,中公教育大涨,新浪
594,2021-07-06,教育行业周随笔：探寻中小学课后服务和暑期托管班的延伸途径,新浪
595,2021-07-05,商社行业：暑期拉开帷幕 出行需求旺盛带动预订数据高增,新浪
596,2021-07-05,中公教育(002607.SZ)：股东李永新、王振东补充质押合计2149万股 股票质押异常,格隆汇
597,2021-07-05,社服行业：中免发布H股招股书 免税龙头地位稳固,新浪
598,2021-07-04,教育双周报：北京启动暑期托管服务 现有课后托管政策全梳理,新浪
599,2021-07-04,传媒行业周观察：第二批进口游戏版号出炉 阿里组织架构升级 滴滴上市三日遭网络安全审查,新浪
600,2021-07-02,社服&教育行业2021年中期策略：品质与效率驱动行业升级,新浪
601,2021-07-01,中公股价暴跌，粉笔被传裁员，职业教育也走入泥潭？ 连续下跌,新浪
602,2021-07-01,中公股价腰斩，粉笔被传裁员，职业教育培训被“误伤”了吗？ 员工变动,钛媒体
603,2021-06-30,中公教育：昌平项目正在推进中,每日经济新闻
604,2021-06-29,社会服务行业2021年7月投资策略：局部疫情影响有限 关注暑期旺季及中报表现,新浪
605,2021-06-29,社服双周报09期：校外教培监管司设立 新消费龙头IPO获追捧,国信研究
606,2021-06-28,互联网传媒周报：静待下半年政策环境改善,新浪
607,2021-06-28,优路教育拟闯关创业板，线上教学收入超9成,资本邦
608,2021-06-28,商贸零售行业动态分析：社服零售中报业绩前瞻：重点把握医美美妆龙头业绩高增行情,新浪
609,2021-06-27,【东兴大消费】周观点：关注消费者迭代带来的新赛道和新品牌,微信
610,2021-06-27,「教育周评榜」止跌反弹好未来市值增长超百亿，传智教育股价下滑13.03%，火花思维赴美上市,华夏时报
611,2021-06-24,中公教育：公司目前没有计划在其他省份建设类似北京怀柔的学习基地,每日经济新闻
612,2021-06-23,中公教育(002607.SZ)：李永新质押股份到期购回3634.5万股,格隆汇
613,2021-06-23,中公教育：李永新部分质押股份到期购回,每日经济新闻
614,2021-06-23,中公教育：中公教育APP可以在鸿蒙系统手机上使用,每日经济新闻
615,2021-06-23,2021下半年互联网传媒行业投资策略：精选高壁垒平台与精品内容,新浪
616,2021-06-22,中公教育(002607.SZ)：股东王振东补充质押450万股 股票质押异常,格隆汇
617,2021-06-22,中公教育纳入富时中国A150指数,和讯
618,2021-06-22,热门赛道拥挤，机构集中调研科技股踏准市场节奏,Wind
619,2021-06-22,A股早报2021年6月22日星期二,Wind
620,2021-06-22,【社服-刘文正】2021年社会服务行业中期策略：蛰伏蓄力迎消费变迁，龙头复苏成长并举,安信证券研究
621,2021-06-22,安信研究|晨会在线20210622,安信证券研究
622,2021-06-21,蒸发1400亿，股价腰斩！10倍大牛股中公教育，面临系统性风险？,中金在线
623,2021-06-21,最新龙虎榜动向：3亿资金抢筹完美世界，2.58亿资金出逃正邦科技（名单）,21世纪经济报道
624,2021-06-21,【东兴大消费】周观点：5月社零总额同比增长12.4%，消费复苏确定性延续,微信
625,2021-06-21,大盘收三连阳 机构态度依旧谨慎,金融投资报
626,2021-06-21,中公教育龙虎榜数据（6月21日）,Wind
627,2021-06-21,【异动股】超级品牌板块下挫，中公教育(002607.CN)跌6.14%,财华社
628,2021-06-21,【异动股】超级品牌板块下挫，中公教育(002607.CN)跌5.91%,财华社
629,2021-06-21,中公教育：公司目前没有中小学生网课、中小学生校外教育辅导,每日经济新闻
630,2021-06-21,中公教育：没有学科类线上线下校外培训业务,每日经济新闻
631,2021-06-19,教育行业半年度策略报告：教培还需谨慎 围绕就业选职教,新浪
632,2021-06-18,监管加码致三地教育股全线下挫，首只全球中国教育ETF上市两日跌6.84%,21世纪经济报道
633,2021-06-18,【观察】2月以来股价已累跌47%！中公教育（002607.SZ）怎么了？,财华社
634,2021-06-18,而当下最关键的地方或许还是职考培训行业会不会像K12一样遭到监管整顿，这一点需要重点关注。,财华社
635,2021-06-18,怎么回事？又一批个股异动！还是在尾盘,Wind
636,2021-06-18,券商首次关注7股并给予买入评级（6月18日）,Wind
637,2021-06-18,A股早报2021年6月18日星期五,Wind
638,2021-06-18,6月17日41只个股获券商关注，中公教育目标涨幅达50.46%,每日经济新闻
639,2021-06-18,28股获券商买入评级，莱伯泰科目标涨幅达71.61%,Wind
640,2021-06-18,“数据会说话”之2021年5月数据解读：5月社零数据低于预期 消费延续恢复态势,新浪
641,2021-06-17,上市就跌停！基金经理傻眼了，刚建仓完毕，重仓股明天就要被踢出“群” 重仓股票异动,和讯
642,2021-06-17,最新龙虎榜动向：8.25亿资金抢筹东鹏饮料，机构与北向资金同时卖出3股（名单）,21世纪经济报道
643,2021-06-17,机构今日买入这18股，卖出科蓝软件9773万元丨龙虎榜,第一财经
644,2021-06-17,大盘缩量反弹 机构分歧继续加大,金融投资报
645,2021-06-17,中公教育龙虎榜数据（6月17日）,Wind
646,2021-06-17,距跌停仅差3分钱：1300亿教育龙头中公教育闪崩 40家机构抱团重仓,每日经济新闻
647,2021-06-17,距跌停仅差3分钱！刚刚，1300亿市值教育龙头闪崩，3年涨超11倍，40家机构抱团重仓！还有这些股也跌了,每日经济新闻
648,2021-06-17,博时中证全球中国教育主题ETF上市就跌8%：基金经理傻眼了 重仓股明天就被踢出富时中国A50 重仓股票异动,每日经济新闻
649,2021-06-17,博时中证全球中国教育主题ETF（QDII）上市就跌8%！基金经理傻眼了,每日经济新闻
650,2021-06-17,快讯：中公教育跌停报于21.87元,金融界
651,2021-06-17,中公教育(002607)首次覆盖报告：国省考大厦之基 泛职教百里之行,新浪
652,2021-06-17,A股收盘综述：科创50暴涨近5%，芯片板块闪耀全场,Wind
653,2021-06-17,中报业绩暴增股名单出炉，机构扎堆看好它们,Wind
654,2021-06-17,上市就跌8%！基金经理傻眼了，刚建仓完毕，重仓股明天就被踢出富时中国A50 重仓股票异动,每日经济新闻
655,2021-06-17,中报业绩暴增股名单出炉，机构扎堆看好它们,证券时报网
656,2021-06-17,A股午盘综述：科技股全线发力，二、三线白酒再度爆发,Wind
657,2021-06-17,中公教育大跌 连续下跌,新浪
658,2021-06-17,东方证券：中公教育（002607.SZ）职业教育龙头快速发展，目标价32.95元，给予“买入”评级,智通财经
659,2021-06-17,东方证券首予中公教育买入评级，首次覆盖报告：国省考大厦之基，泛职教百里之行，目标价32.95元,每日经济新闻
660,2021-06-16,中公教育(002607)重大事项点评：定增预案获批 龙头优势进一步加强,新浪
661,2021-06-16,传媒行业周报：A股传媒板块仍处于收缩、调整中 但优质个股凸显,新浪
662,2021-06-16,2020年教育机构大盘点：股价鲜无表现，学大教育资产负债率96.24％,发现网
663,2021-06-16,国信证券：国内复苏态势不改，局部扰动影响可控，维持社服行业 “超配”评级,证券时报网
664,2021-06-16,A股早报2021年6月16日星期三,Wind
665,2021-06-15,中公教育(002607.SZ)：非公开发行A股申请获审核通过,格隆汇
666,2021-06-15,中公教育(002607.SZ)申请非公开发行A股股票获中证监审核通过,智通财经
667,2021-06-15,A股共发生115宗大宗交易成交18.24亿元（6月15日）,Wind
668,2021-06-15,"中公教育现1笔大宗交易 共成交15,000.01万元",新浪
669,2021-06-15,中公教育今日大宗交易成交602.41万股，成交价24.9元溢价0.0%,Wind
670,2021-06-15,【国信社服|双周报08期】端午出游基本恢复至疫情前，市场情绪总体平稳,光仔看消费
671,2021-06-11,安徽区域股市周报：4家公司被机构调研 国元证券跌出板块市值10强,每日经济新闻
672,2021-06-09,股海导航 6月9日沪深股市公告提示,新浪
673,2021-06-08,晚间公告热点追踪：格力电器遭机构出货12亿 良品铺子被高瓴大举减持,新浪
674,2021-06-08,公告精选：宁德时代本次解禁实际可上市流通股占总股本的28.88%；良品铺子遭高瓴减持,e公司
675,2021-06-08,晚间重要公告2021年6月8日星期二,Wind
676,2021-06-08,《民办教育促进法实施条例》是否影响公司持续合法经营？中公教育回应,第一财经
677,2021-06-08,刚刚，中公教育发布重要公告，实控人书面承诺：若因违规遭行政处罚，将承担一切损失 其他违规处罚,每日经济新闻
678,2021-06-08,中公教育：持续合法经营不存在实质性的法律障碍,Wind
679,2021-06-08,粉笔教育被曝大量裁员 线上职业教育“新星”艰难转型 员工变动,中国网
680,2021-06-07,互联网传媒周报：吉比特新老游戏均超预期 长短视频版权之争加剧,新浪
681,2021-06-07,【东兴大消费】周观点：618大促预售火爆，关注国产品牌和新锐品类,微信
682,2021-06-07,教育双周报：公平与希望的门槛 今天高考难度有多大？,新浪
683,2021-06-05,「教育周评榜」好未来市值缩水超400亿高途股价下滑23%，中公教育A股一枝独秀市值增百亿 连续下跌,华夏时报
684,2021-06-04,政策施压、资本撤离，三家头部在线教育公司市值半年蒸发逾5700亿,腾讯网
685,2021-06-04,券商股异动，1700亿教育巨头大涨，次新股大跳水,Wind
686,2021-06-04,券商股直线飙升：2分钟拉涨停 印花税要降？更有1700亿教育巨头“暴动”,中国基金报
687,2021-06-04,传媒行业：中央政治局提出实施“三孩”政策点评：人口结构或将改善 关注素质幼教与民办高教／职教,新浪
688,2021-06-03,中公调整定增方案：募资额调减至不超过39亿元，27亿用于建设怀柔学习基地,搜狐
689,2021-06-03,被纳入富时中国A150指数中公教育(002607.SZ)大涨近8%,格隆汇
690,2021-06-03,中公教育被纳入富时中国A150指数,中国网
691,2021-06-03,富时中国A50指数新纳入两大A股：金龙鱼、智飞生物,资本邦
692,2021-06-03,每日理财观察：富时罗素季度调整结果公布,Wind
693,2021-06-03,教育与人口专题研究：人口不是对教育行业悲观的理由,新浪
694,2021-06-03,港股盘前必读：港股印花税由0.1%提高至0.13%将于8月1日生效,Wind
695,2021-06-02,富时罗素季度调整结果公布，速看新增剔除A股标的全名单,Wind
696,2021-06-02,富时中国A50新纳入、剔除各2只A股，6月18日收盘后生效,第一财经
697,2021-06-02,富时中国A50指数将纳入金龙鱼、智飞生物， 剔除恒力石化、中公教育,Wind
698,2021-06-02,富时罗素季度指数变更：金龙鱼及智飞生物获纳入富时中国A50指数,Wind
699,2021-05-31,平安证券给予中公教育推荐评级，教招专题，近期获8份券商研报关注，目标均价涨幅51.61%,每日经济新闻
700,2021-05-31,教育行业：海通教育：掌门教育拟上市纽交所 领军K12在线1对1,新浪
701,2021-05-31,国信证券社会服务行业6月投资策略：国内复苏态势不改，局部扰动影响可控,证券时报网
702,2021-05-31,定增市场周报：竞价募足率环比上升 本周解禁近八成浮盈 解禁,新浪
703,2021-05-30,【国信社服|双周报07期】沪深港龙头标的资金流向分化，K12板块承压,光仔看消费
704,2021-05-29,重研发、扩品类、快迭代，中公教育发展稳健,钢企网
705,2021-05-28,中公教育(002607.SZ)：定增募资额拟由不超59.9亿元调减至不超39亿元,格隆汇
706,2021-05-28,中公教育：公司没有裁员计划,每日经济新闻
707,2021-05-26,风口已过，校外教育机构遭强力监管？多数概念股业绩呈现“坎坷” 其他违规处罚,资本邦
708,2021-05-25,监管趋严 A股教育龙头大回撤 业绩连增股仅剩11只,中财网
709,2021-05-25,蒸发超500亿，美股教育板块崩了，高瓴资本提前跑路！A股教育龙头大回撤，业绩连增股仅剩11只,e公司
710,2021-05-24,东兴大消费：4月社零数据回落 线上消费保持快速增长,新浪
711,2021-05-24,传媒周观点20期：反弹周期传媒板块有望整体受益,新浪
712,2021-05-24,国信证券：社会服务行业下半年择优配置业绩确定性高的优质龙头,证券时报网
713,2021-05-24,晨会聚焦210524重点关注社会服务、海外银行、传媒、医药、卓胜微,国信研究
714,2021-05-24,社会服务行业2021年中期策略：从终局思维到聚焦业绩逐季验证,国信研究
715,2021-05-24,传媒行业周观察：网易游戏发布会公布60余款产品 掌门教育递交招股书,新浪
716,2021-05-24,教育行业周报：政策靴子终落地 关注相关港股高教板块机会,新浪
717,2021-05-24,外资连续6周爆买A股，扫货清单来了！近6000亿巨头火了,Wind
718,2021-05-19,“数据会说话”之2021年4月数据解读：4月社零数据低于预期 仍看好服务业全面复苏,新浪
719,2021-05-19,中公教育李永新：OMO将成为教育行业发展主流,证券时报网
720,2021-05-19,胡润发布2021全球白手起家女富豪榜,胡润百富
721,2021-05-19,【东北机构销售】复盘笔记0518：走势分化创指跌0.73% 新冠检测板块回调,东北证券研究所
722,2021-05-19,中公教育：公司定增事宜有序推进中，目前公司及相关中介机构正着手准备证监会二次反馈问题答复,每日经济新闻
723,2021-05-18,7年数次冲击资本市场 华图教育借壳山鼎设计上市临近口碑却下滑,GPLP犀牛财经
724,2021-05-18,传媒行业：民促法实施条例落地 高教及职教板块风险消除,新浪
725,2021-05-18,东北证券：民办高教风险消除，有望促进相关板块估值提升,证券时报网
726,2021-05-18,【东北传媒宋雨翔】动态点评：民促法实施条例落地，高教及职教板块风险消除,东北证券研究所
727,2021-05-17,大消费行业周观点：人口普查数据 洞见消费大机遇,新浪
728,2021-05-17,传媒行业重大事项点评：《民促法》实施条例正式落地，高教板块最大不确定性有望消散,微信
729,2021-05-17,互联网传媒周报：芒果超媒季风计划来袭 阿里、B站财报体现电商、短视频竞争变化,新浪
730,2021-05-16,民促法实施条例点评：民促法实施条例落地 高教、职教板块迎来长期利好,广发证券
731,2021-05-16,传媒周观点：Bilibili一季报付费用户数突破2000万；心动公司增持Taptap；关注板块超跌标的【建投传媒互联网】,CSC传媒互联网研究
732,2021-05-16,商业贸易行业点评：民促法靴子落地！利好高教+高中 关注K9政策落地 规范K12培训 推动职教发展,新浪
733,2021-05-15,「教育周评榜」新东方大跌18.22%市值蒸发近300亿，校外培训机构监管力度加大 连续下跌,华夏时报
734,2021-05-14,民促法靴子落地！高教板块政策疑云消除，这些标的或受益（附股）,第一财经
735,2021-05-14,中公教育：民办教育促进法实施条例的修改对公司持续合法经营不存在实质性的法律障碍,财联社
736,2021-05-13,教育行业点评：“后民促法”时代 规范与分化并行,新浪
737,2021-05-12,中信建投医药&消费最新研究观点,中信建投证券研究
738,2021-05-11,21股今日获机构买入评级5股上涨空间超10%,证券时报网
739,2021-05-11,中公教育(002607)：短期业绩有所波动 长期优势稳固,新浪
740,2021-05-11,A股异动丨中公教育(002607.SZ)大涨近8%多家券商唱好,格隆汇
741,2021-05-11,华西证券首予中公教育买入评级：教研、渠道长缨在手，品类扩张内圣外王，目标价35.4元,每日经济新闻
742,2021-05-11,华西证券：中公教育（002607.SZ）职考赛道集中度有望提升，首予“买入”评级,智通财经
743,2021-05-11,中公教育(002607)：教研、渠道长缨在手 品类扩张内圣外王,新浪
744,2021-05-11,传媒板块Q1业绩修复：广告影视明显回暖，游戏筑底消化压力,微信
745,2021-05-10,作业帮、猿辅导虚假宣传被顶格罚款 去年8家头部企业营销费用逾140亿元 欺诈造假,新浪
746,2021-05-10,【东兴大消费】周观点：关注线下复苏带来的增长及结构变化机会,微信
747,2021-05-10,社会服务行业2020A＆2021Q1业绩综述：否极泰来 与日俱进,新浪
748,2021-05-10,晨会聚焦210510重点关注通信、计算机、保险、钢铁、汽车汽配、社会服务、纺织服装、证券、医药、家电,国信研究
749,2021-05-10,互联网传媒周报：2020、21Q1数字经济延续景气但竞争加剧,新浪
750,2021-05-10,教育双周报2020年报与2021Q1财报总结：长期看好龙头市占率提升,新浪
751,2021-05-08,周期股遍地开花逆市走强 赵老哥出走复星医药重挫,财富动力网
752,2021-05-07,【国信社服|行业快评】旅游行业复苏更进一步，结构特征依旧显着,光仔看消费
753,2021-05-07,中公教育2020年线上培训营收增180% 直营分支机构数增五成,红周刊
754,2021-05-07,中公教育业绩增长背后：仍有业务尚未恢复 Q1经营现金流入减少47% 盈利能力下降,新浪
755,2021-05-07,中公教育（002607）2020及21Q1财报点评：增加研发投入、扩大网点及师资，迎接疫情后招录反弹 | 方正教育姚蕾,杨仁文研究笔记
756,2021-05-07,中航证券：中公教育（002607.SZ）职教龙头规模效应显着，首予“买入”评级,智通财经
757,2021-05-07,中公教育(002607)2020年年报暨2021年一季报点评：从容起跑 厚积薄发,新浪
758,2021-05-07,中航证券首予中公教育买入评级：疫情扰动下逆势增长，彰显职教龙头规模效应价值,每日经济新闻
759,2021-05-07,东方财富证券维持中公教育买入评级，2020年报及2021年一季报点评：培训人次逆势增长，公务员序列优势显着,每日经济新闻
760,2021-05-07,社会服务20年年报及21年一季报总结：逐季复苏 业绩验证成下一步关键,新浪
761,2021-05-07,东吴证券--传媒行业：营销及视频龙头业绩超预期，游戏底部期待新产品周期【行业研究】,金融界股吧
762,2021-05-06,世纪证券维持中公教育增持评级：业绩处于恢复期，看好长期发展,每日经济新闻
763,2021-05-06,北向资金午后加速离场，中国平安遭大幅抛售超15亿元,Wind
764,2021-05-06,教育行业2020&2021Q1总结：疫情影响业绩，集中计提商誉减值 | 中泰社服教育 资产异常,悦读文旅
765,2021-05-05,【华创欣传媒·周观察】20210504：B站加大游戏投资，多部影片齐聚五一档,微信
766,2021-05-01,西南证券给予中公教育买入评级：职教全品类龙头，品类扩张驱动成长,每日经济新闻
767,2021-05-01,中公教育(002607)点评：公务员序列率先反弹、线上业务贡献2020年高增长 其它序列有望逐步复苏,新浪
768,2021-04-30,中国银河给予中公教育推荐评级，2020年年报暨2021一季报点评：职业教育龙头业绩韧性强，扩招扩考驱动未来增长,每日经济新闻
769,2021-04-30,平安证券维持中公教育推荐评级：业务逐步回归，行稳再致远,每日经济新闻
770,2021-04-30,中公教育（002607）2020年报及2021年一季报点评:疫情扰动短期业绩承压，长期行业景气度不减,微信
771,2021-04-30,北向资金结束连续5日净买入，美的集团创逾2个月最大净卖出,Wind
772,2021-04-30,中公教育(002607)：职业教育龙头业绩韧性强 扩招扩考驱动未来增长,新浪
773,2021-04-30,【情绪监控】金融股大涨50期指升水，北向资金连续5天净流入,量化藏经阁
774,2021-04-30,A股早报2021年4月30日星期五,Wind
775,2021-04-30,盘前情报丨明星基金经理一季度抱团重仓个股名单出炉 主要集中在医药生物、电子等行业（附股）,21世纪经济报道
776,2021-04-30,北向资金节前一周净买入超216亿元 增持银行、券商板块,21世纪经济报道
777,2021-04-30,游资继续补强医疗美容 业绩股机构还是要抱团,财富动力网
778,2021-04-30,【东北传媒宋雨翔】中公教育（002607）年季报点评：疫情影响基本消散，招录赛道景气度延续,东北证券研究所
779,2021-04-29,中公教育(002607)：招录偶有波折 依然充满信心,新浪
780,2021-04-29,西部证券给予中公教育买入评级，2020年&2021Q1业绩点评：公务员序列显着恢复，预计全年招录维持高景气,每日经济新闻
781,2021-04-29,【东兴商社|教育】中公教育：短期业绩受制于招录节奏，经营效率持续提升,微信
782,2021-04-29,东北证券维持中公教育买入评级：疫情影响基本消散，招录赛道景气度延续,每日经济新闻
783,2021-04-29,大盘持续回升 机构加码做多,金融投资报
784,2021-04-29,最新龙虎榜动向：5.45亿资金抢筹洋河股份，2.62亿资金出逃中公教育（名单）,21世纪经济报道
785,2021-04-29,机构今日卖出这12股，买入洋河股份4.56亿元丨龙虎榜,第一财经
786,2021-04-29,中公教育龙虎榜数据（4月29日）,Wind
787,2021-04-29,中公教育去年扣非净利增9.8% 首季经营现金净额降110%,中国经济网
788,2021-04-29,中公教育年报出炉：2020年营收突破百亿线上培训人次增长超六成,经济观察报
789,2021-04-29,中公教育首板，一季度净利润同比增长21%,Wind
790,2021-04-29,中公教育(002607.SZ)涨停 一季度净利润同比增21%,格隆汇
791,2021-04-29,疫情搅动公考职业教育呈现分化 中公教育2020线上培养人次超六成,21世纪经济报道
792,2021-04-29,国信证券：中公教育（002607.SZ）招录扰动影响短期业绩，维持“买入”评级,智通财经
793,2021-04-29,中公教育2020年盈利增长28% 2021年一季度净利增长21%,上证报
794,2021-04-29,中公教育2020年培训人次增长近四成 业绩和经营规模均稳健增长,证券日报网
795,2021-04-29,中公教育营利净利稳健增长 线上业务收入增长1.8倍,金融界
796,2021-04-29,【国信社服|年报&一季报】中公教育：招录扰动影响短期业绩，关注各赛道复苏及拓展,光仔看消费
797,2021-04-28,中公教育：2021年第一季度净利润约1.41亿元，同比增加21.00%,每日经济新闻
798,2021-04-28,中公教育(002607.SZ)第一季度归母净利润同比增长21%至1.41亿元,智通财经
799,2021-04-28,中公教育(002607.SZ)2020年度归母净利同比增27.7%至23.04亿元,智通财经
800,2021-04-28,中公教育：一季度净利润同比增长21.0%,Wind
801,2021-04-28,中公教育：2020年净利润同比增长27.7%,Wind
802,2021-04-28,国信证券：五一长假再成景气度观察窗口，二季度业绩较为关键,Wind
803,2021-04-27,商社行业：五一旅游业望迎显着复苏 教育财报期关注高教职教,新浪
804,2021-04-27,失算的职业教育收并购,36氪
805,2021-04-27,业绩快报 | 中公教育2020年盈利增长28% ，线上业务收入增长1.8倍,36氪
806,2021-04-26,传媒行业周报：芒果超媒一季报业绩超预期,新浪
807,2021-04-20,中信建投：民办高教板块有望迎来估值修复,Wind
808,2021-04-19,中公教育：控股股东、实际控制人0.59%股份质押延期购回,Wind
809,2021-04-18,创新高！北上资金250亿重仓A股，7周连续扫货23股,Wind
810,2021-04-18,创10周新高！北上资金近250亿重仓A股，连续7周扫货23股,证券时报
811,2021-04-17,「财富周评榜」教育股涨跌平分秋色：新东方在线跌出市值前十，中公教育市值再缩水超160亿元 连续下跌,华夏时报
812,2021-04-14,国信证券--社服双周报2021年04期：海伦司拟赴港上市，清明小长假人气恢复95成【行业研究】,金融界股吧
813,2021-04-12,传媒行业周报：关注一季报业绩靓丽的优质个股,新浪
814,2021-04-08,打着“不过就退款”口号的中公教育，何以做到千亿市值？,证券之星
815,2021-04-07,国信证券社会服务行业4月投资策略：继续建议沿袭三条主线择优配置,Wind
816,2021-04-07,【国信社服|4月策略】预计板块一季报低基数上较高增长，清明出行人气良好,光仔看消费
817,2021-04-06,社服行业投资周报：清明迎年内首个旅游高峰 教育部加强K12培训机构治理,新浪
818,2021-04-06,商社行业：清明已至五一将近 关注国内旅游市场复苏,新浪
819,2021-04-06,东兴大消费：清明假期消费市场人气旺 关注旅游消费,新浪
820,2021-03-31,开源证券--传媒行业周报：港股财报依然在验证长期逻辑，加大布局优质标的【行业研究】,金融界股吧
821,2021-03-29,中公教育(002607)：疫情短期冲击不改成长趋势 职教龙头增长可期,新浪
822,2021-03-29,教育行业：多省笔试落下帷幕 面试难度再升级,新浪
823,2021-03-29,社服双周报2021年03期：文旅部放宽出游限制 K12教培行业波澜再起,新浪
824,2021-03-29,2021，教育如何借资本东风？,36氪
825,2021-03-29,东吴证券--商业贸易行业周报（2021年第12期）：K12线上线下教培监管加码【行业研究】,金融界股吧
826,2021-03-29,111股获券商买入评级，招商轮船目标涨幅达82.27%,Wind
827,2021-03-29,24省举行2021年度公务员招录笔试 对应届生条件设置放宽,中国青年报
828,2021-03-28,【东兴大消费】周观点：关注新型消费政策，及当下年报密集披露,微信
829,2021-03-28,【华创欣传媒】中公教育（002607）2020年业绩预告点评：招录业务受疫情影响较大，看好新赛道21年加速成长,微信
830,2021-03-28,中公教育(002607)：招录业务受疫情影响较大 看好新赛道21年加速成长,新浪
831,2021-03-27,中公教育（002607）：疫情影响下业绩韧性强，扩招扩考背景下需求端将爆发 | 方正教育姚蕾团队,杨仁文研究笔记
832,2021-03-26,东吴证券维持中公教育买入评级，2020年业绩预告点评：疫情影响或基本得到消化，中长期依旧前景乐观,每日经济新闻
833,2021-03-26,两融余额三连降，14股遭杠杆资金大比例减仓,证券时报
834,2021-03-26,东北证券维持中公教育买入评级：20年业绩符合预期，长期看好品类扩张,每日经济新闻
835,2021-03-26,天风证券维持中公教育买入评级：归母净利同增27.5%-35.8%，逆势储备充足教育资源巩固竞争壁垒,每日经济新闻
836,2021-03-26,国信证券--中公教育2020年业绩预告点评：疫情扰动20年部分招录节奏，后续关注各赛道中线趋势【公司研究】,金融界股吧
837,2021-03-26,国盛证券给予中公教育买入评级，疫情扰动教师序列增速，需求不减2021年恢复可期,每日经济新闻
838,2021-03-26,【国信社服|业绩预告】中公教育：疫情扰动20年部分招录节奏，后续关注各赛道中线趋势,光仔看消费
839,2021-03-26,中公教育2020年线上线下融合优势凸显 盈利预增27%-36%,上证报
840,2021-03-25,中公教育：2020年净利润料为23亿元-24.5亿元，同比增长27.46%-35.77%,Wind
841,2021-03-25,中公教育：2020年净利预增27%–36%,e公司
842,2021-03-25,中公教育(002607.SZ)2020年度净利润预增27.46%-35.77%,格隆汇
843,2021-03-25,“理享学”退款未果 中公教育退款速度慢投诉量大增,GPLP犀牛财经
844,2021-03-24,中信建投医药&消费团队最新研究观点,中信建投证券研究
845,2021-03-23,中公教育获红杉资本股权融资,企查查
846,2021-03-23,文化传媒行业周报：关注一季报表现 布局低估值成长板块,新浪
847,2021-03-22,定增市场2021年2月报：买方市场特征明显：竞价折价率大幅攀升 募足率降至五成,新浪
848,2021-03-22,中公教育(002607.SZ)股东王振东质押1.06亿股,智通财经
849,2021-03-22,中公教育：股东王振东质押1.02亿股,每日经济新闻
850,2021-03-22,轻纺&教育周观点：奥园美谷并购医美机构 李宁20年盈利能力继续提升,新浪
851,2021-03-22,【东兴商社】旅游业加速回暖，看好离岛免税持续高景气,微信
852,2021-03-22,教育行业周报(2021年第11期)：2022上海中考改革持续推进 民强公弱的初中格局或持续均衡,新浪
853,2021-03-22,【开源传媒互联网|周观点】聚焦业绩增速与估值匹配度及哔哩哔哩二次上市,文娱透光镜
854,2021-03-21,【东兴大消费】周观点：消费复苏实现良好开局，关注年报及季报行情,Ddu滴度
855,2021-03-21,「财富周评榜」教育公司股市震荡：新东方拆股后市值重回第二，好未来股价下滑最多达13.53%,华夏时报
856,2021-03-19,2月教育企业市值排行榜,搜狐
857,2021-03-19,红杉中国看好职业教育前景，入股A股职教龙头中公教育,时代在线
858,2021-03-18,A股早报2021年3月18日星期四,Wind
859,2021-03-17,A股共发生99宗大宗交易成交22.45亿元（3月17日）,Wind
860,2021-03-17,透视大宗交易：3月17日共成交99笔，中公教育成交5亿元,每日经济新闻
861,2021-03-17,A股史上首次蓝筹股泡沫破裂，6成私募反对抄底,Wind
