,2021-12-31,猪企的2021年：股价深蹲后触底反弹，下行周期下面临资金考验,华夏时报
642,2021-06-17,解盘：超百亿资金流入，海运、白酒、IGBT、半导体领涨,Wind
643,2021-06-17,"【行情】受猪肉价格持续下跌，猪肉板块个股持续走弱，大北农跳水大跌7%，正邦科技跌逾5%，天邦股份、牧原股份、天康生物均纷纷下挫
连续下跌",金十数据
644,2021-06-17,正邦科技：目前公司成本已处在明显的下降通道,Wind
645,2021-06-17,正邦科技：目前公司成本已经处在明显的下降通道,Wind
646,2021-06-16,正邦科技：目前公司成本已经处在明显的下降通道，预计经过一个完整的批次出栏之后成本就会降低到行业优秀水平,每日经济新闻
647,2021-06-16,正邦科技：21.6元/kg是公司2021年一季度全部育肥猪完全成本,每日经济新闻
648,2021-06-16,三级预警：猪肉价格持续下跌 多只养猪个股年内已跌去40% 连续下跌,证券时报网
649,2021-06-16,正邦科技：7月19日解禁的价格为 8.58元/股，预计解禁150万余股 解禁,每日经济新闻
650,2021-06-16,农林牧渔行业2021年中期策略：养殖盈利进入正常周期 重点关注饲料行业集中度提升,广发证券
651,2021-06-16,生猪价格跌至15.8元/公斤！短期内看不到见底转机,21世纪经济报道
652,2021-06-16,生猪价跌至15.8元/千克 生猪养殖业亏损面预计继续扩大 预亏,21世纪经济报道
653,2021-06-15,猪价平均跌至15.8元/公斤！专家：短期仍未见底,21世纪经济报道
654,2021-06-15,正邦科技：公司二季度出栏肥猪无外购仔猪，现有自产仔猪可以满足供应的,每日经济新闻
655,2021-06-15,猪价跌至15.8元/公斤！牧原股份成本“警戒线”告破，生猪养殖业亏损面进一步扩大 亏损,21世纪经济报道
656,2021-06-15,猪价连跌19周！生猪期货创历史新低猪肉股量价齐跌集体低迷,财华社
657,2021-06-15,农林牧渔行业点评报告：5月猪价加速下跌 出栏环比增长提速,新浪
658,2021-06-15,申万农林牧渔周观点：猪肉储备调节机制优化 关注景气复苏“后周期”,新浪
659,2021-06-15,解盘：顺周期低迷，LED、虚拟现实、半导体、消费电子略涨,Wind
660,2021-06-15,【行情】A股猪肉板块走弱，天域生态跌超4%，正邦科技、天邦股份、牧原股份、巨星农牧跟跌,金十数据
661,2021-06-15,资金储备充足 正邦科技14个交易日快速回购超总股本1%,上证报
662,2021-06-15,31股获券商买入评级，奇安信-U目标涨幅达88.65%,Wind
663,2021-06-14,生猪养殖进入亏损区，猪价能否迎来反弹？ 亏损,微信
664,2021-06-14,正邦科技(002157.SZ)：已累计耗资约4.5亿元回购1.1%的股份,格隆汇
665,2021-06-14,正邦科技资金储备充足 累计回购1.10%股份,证券日报网
666,2021-06-14,正邦科技(002157.SZ)已斥资4.5亿元回购3468.77万股,智通财经
667,2021-06-14,正邦科技：累计回购约3469万股，占比1.10%,每日经济新闻
668,2021-06-14,猪肉价格腰斩，资本逃离生猪板块 ！,环球老虎财经
669,2021-06-13,【华安农业王莺|周报】白羽鸡产业链价格分化或持续，USDA6月报支撑农产品高价,王莺看农业
670,2021-06-12,正邦科技5月生猪出栏164.84万头创历史新高 公司称解“猪周期”难题核心在于降成本,证券日报网
671,2021-06-12,上市公司有话说,证券日报
672,2021-06-12,正邦科技：提升综合竞争力,证券日报
673,2021-06-11,江西区域股市周报：2家公司被机构调研 博雅生物跌出板块市值10强,每日经济新闻
674,2021-06-11,正邦科技控股子公司5.20亿项目环评获告知承诺制通过,每日经济新闻
675,2021-06-11,猪价坐“滑梯”多家猪企成本“防线”被击破分析人士：6月猪价仍难有起色,财联社
676,2021-06-11,国信证券维持正邦科技买入评级，重大事件快评：5月出栏表现亮眼仔猪优势逐步显现,每日经济新闻
677,2021-06-11,113家公司获机构调研（附名单）,证券之星
678,2021-06-11,正邦科技：2021年5月销售生猪164.84万头 环比增加39.17%,我的农产品网
679,2021-06-11,16股获券商买入评级，正邦科技目标涨幅达98.58%,Wind
680,2021-06-10,猪肉板块逆市走低，牧原、温氏、新希望、双汇、正邦科技集体下滑,Wind
681,2021-06-10,120家公司获机构调研（附名单）,证券之星
682,2021-06-10,猪肉市场保供稳价！猪周期告别估值底,Wind
683,2021-06-10,5月猪价直逼“自繁自养”成本线，猪企龙头二季度盈利全面承压,Wind
684,2021-06-09,每日报告回放,新浪
685,2021-06-09,正邦科技(002157.SZ)：拟分别对正邦养殖及加美育种增资25亿元、14亿元,格隆汇
686,2021-06-09,正邦科技：拟以自有资金39亿元增资两家子公司,中证网
687,2021-06-09,正邦科技(002157.SZ)拟对下属子公司增资,智通财经
688,2021-06-09,正邦科技(002157.SZ)邦友投资质押1000万股,智通财经
689,2021-06-09,正邦科技：正邦集团及其一致行动人累计质押公司股份约11.36亿股,每日经济新闻
690,2021-06-09,猪肉价格连跌19周，A股上市猪企5月销售收入多忧愁 连续下跌,资本邦
691,2021-06-09,正邦科技：可转换公司债券2021年付息,发布易
692,2021-06-09,正邦科技(002157.SZ)：“正邦转债”将于6月17日付息,智通财经
693,2021-06-09,猪肉价格同比下降23.8%，上市猪企们如何应对猪价下行？,新京报
694,2021-06-09,政策来了！“二师兄”跌落凡尘，猪周期告别估值底,Wind
695,2021-06-09,正邦科技生猪出栏量稳步增长,证券时报网
696,2021-06-09,猪周期来了，养猪大佬都在拼成本，正邦科技靠什么追赶牧原,搜狐
697,2021-06-09,猪肉股反弹，牧原股份等多股快速拉升,Wind
698,2021-06-09,A股异动 | 正邦科技(002157.SZ)一度涨4.5% 5月生猪销售收入环比增20.26%、同比增99.92%,格隆汇
699,2021-06-08,【行业一线】猪价“变脸”之下，谁才是最主要受益者？,财华社
700,2021-06-08,晚间重要公告2021年6月8日星期二,Wind
701,2021-06-08,晚间公告｜6月8日这些公告有看头,第一财经
702,2021-06-08,正邦科技：公司的产能主要集中在南方高价销区，一直有1元/kg以上的售价优势,每日经济新闻
703,2021-06-08,正邦科技5月单月出栏量创历史新高 销售收入同比倍增,上证报
704,2021-06-08,正邦科技(002157.SZ)：5月生猪销售收入环比增20.26%、同比增99.92%,格隆汇
705,2021-06-08,正邦科技：5月生猪销售收入环比增长20.26%,e公司
706,2021-06-08,正邦科技：5月商品猪销售均价17.52元/公斤较上月下降17.98%,财联社
707,2021-06-08,猪价半年腰斩，多家猪企5月销售量价齐跌,Wind
708,2021-06-07,正邦科技(002157.SZ)于6月9日起恢复转股,智通财经
709,2021-06-07,正邦科技：“正邦转债”6月9日起恢复转股,Wind
710,2021-06-07,"基金""逃离""生猪板块：猪价今年""腰斩"" ""猪肉5元论""要成真？",新浪
711,2021-06-07,正邦科技(002157.SH)：共青城邦友投资解押1000万股,格隆汇
712,2021-06-07,猪价今年 “腰斩”：“猪肉5元论”要成真？基金 “逃离”生猪板块,新浪
713,2021-06-07,正邦科技：共青城邦友投资有限公司解除质押1000万股,每日经济新闻
714,2021-06-07,正邦科技(002157.SZ)股东共青城邦友投资解质1000万股,智通财经
715,2021-06-07,农林牧渔行业：本周猪价继续下行 关注饲料行业集中度提升,广发证券
716,2021-06-07,部分猪肉批发价跌破每斤10元？基金纷纷“逃离”生猪板块,腾讯网
717,2021-06-07,【东兴大消费】周观点：618大促预售火爆，关注国产品牌和新锐品类,微信
718,2021-06-07,申万农林牧渔周观点：猪价跌势不止 推荐生猪养殖“后周期”,新浪
719,2021-06-07,牧原股份跌超4%打压情绪，猪肉股集体走低,Wind
720,2021-06-07,正邦科技：公司对于接下来猪价走势保持一个谨慎的态度,Wind
721,2021-06-07,农林牧渔行业：种业持续推进政策监管 持续推荐后周期景气上行,新浪
722,2021-06-06,正邦科技接受6家机构调研！短期主力资金净流出，存在资金分歧,每日经济新闻
723,2021-06-04,抢权行情来临！下周11家公司高送转、43家高派现,Wind
724,2021-06-03,正邦科技(002157.SZ)累计回购2187.48万股 耗资2.87亿元,智通财经
725,2021-06-03,正邦科技(002157.SH)：截至5月底累计耗资2.87亿元回购2187.48万股,格隆汇
726,2021-06-03,正邦科技：累计回购约2187万股，占比0.69%,每日经济新闻
727,2021-06-03,正大股份拟登陆A股 龙头猪企竞争加剧,中国商网
728,2021-06-02,江西区域股市周报：1亿融资买入正邦科技 14家机构调研正邦科技,每日经济新闻
729,2021-06-01,正邦科技2020年度现金分红近22亿元 股息率达5.48%,上证报
730,2021-06-01,正邦科技(002157.SZ)拟每10股派7元 6月9日除权除息,智通财经
731,2021-06-01,正邦科技(002157.SH)2020年度权益分派10派7元 股权登记日为6月8日,格隆汇
732,2021-06-01,正邦科技：将“正邦转债”转股价格由15.46元/股下修至14.76元/股,Wind
733,2021-06-01,农林牧渔行业：5月板块跑输8.3个百分点+后周期饲料、动保景气上行,广发证券
734,2021-05-31,正邦科技：“正邦转债”6月1日起停止转股,Wind
735,2021-05-31,正邦科技(002157.SZ)“正邦转债”6月1日起暂停转股,智通财经
736,2021-05-31,江西永联质押3100万股正邦科技股份,新京报
737,2021-05-31,正邦科技(002157.SZ)股东江西永联质押3100万股,智通财经
738,2021-05-31,正邦科技(002157.SH)：江西永联质押3100万股,格隆汇
739,2021-05-31,调研记录|正邦科技（002157.SZ）：“公司+农户”储备7000家农户，未达到满负荷释放,智通财经
740,2021-05-31,农业行业周报：猪价趋稳 反弹不远,新浪
741,2021-05-31,猪肉板块继续调整，牧原、罗牛山、天邦、新希望、正邦科技跌幅居前,Wind
742,2021-05-31,申万农林牧渔周观点：猪价急跌景气回落 关注龙头成长性,新浪
743,2021-05-29,正邦科技：猪价下跌不会改变经营策略，成本将逐季下降,新京报
744,2021-05-29,农林牧渔2021年6月投资策略：6月或迎绝地反击 推荐畜禽产业链,新浪
745,2021-05-28,【调研纪要】正邦科技：Q1综合完全成本21.6元/kg，Q2会继续下降（20210528）,微信
746,2021-05-27,晚间重要公告2021年5月27日星期四,Wind
747,2021-05-27,正邦科技(002157.SZ)控股股东一致行动人之间开展大宗交易,智通财经
748,2021-05-27,正邦科技：控股股东一致行动人之间开展大宗交易，共转让708.61万股,Wind
749,2021-05-27,风停了，“猪王”也摔下来了,斑马消费
750,2021-05-27,正邦科技：其他应付款主要是合作养殖户缴纳的保证金及押金,每日经济新闻
751,2021-05-26,正邦科技：一季度采购的约41亿元进口玉米和小麦为公司战略原料，将主要用于饲料生产,每日经济新闻
752,2021-05-26,正邦科技：2021年一季度公司养殖完全成本约21.6元/kg,每日经济新闻
753,2021-05-26,正邦科技：将“正邦转债”转股价格由15.45元/股上修至15.46元/股,Wind
754,2021-05-26,正邦种猪是“真芯”还是“假意”？正邦首席育种专家详解“正邦芯”,证券之星
755,2021-05-26,"正邦科技现1笔大宗交易 共成交9,360.74万元",新浪
756,2021-05-26,正邦科技今日大宗交易成交708.61万股，成交价13.21元溢价0.76%,Wind
757,2021-05-26,江西区域股市周报：总市值涨170亿 仁和药业涨19.16%排第一,每日经济新闻
758,2021-05-25,【一语道破】百姓猪肉自由了，“猪茅”牧原股份却已凉凉？,财华社
759,2021-05-25,"正邦科技现1笔大宗交易 共成交2,376.00万元",新浪
760,2021-05-25,正邦科技今日大宗交易成交180万股，成交价13.2元折价0.08%,Wind
761,2021-05-25,归母净利大跌91.6%，市值蒸发近千亿！新希望如何面对下行猪周期？ 盈利能力下降,投资时报
762,2021-05-25,躺平赚钱日子不再有！猪价濒临成本线，牧原缩水1300亿，股价保卫战打响,时代财经
763,2021-05-25,牧原股份盘中罕见跌停 A股生猪养殖公司开启护盘模式,广州日报
764,2021-05-24,猪价逼近成本，牧原股份盘中多次跌停，多家上市猪企开启护盘模式,第一财经
765,2021-05-24,猪茅闪崩！猪企凛冬将至，护盘模式开启,Wind
766,2021-05-24,猪茅闪崩！“猪肉自由”回归，猪企凛冬将至，护盘模式开启,中证报
767,2021-05-24,这个“冬天”不太冷！估值底部，猪企开启护盘模式,Wind
768,2021-05-24,猪肉股狂泻，牧原股份盘中多次跌停，正邦科技开始回购自家股份,贝壳财经
769,2021-05-24,农林牧渔行业：猪价跌幅收窄 后市有望迎来反弹,新浪
770,2021-05-24,农林牧渔行业：本周猪价环比下跌6.35% 关注饲料行业高景气持续,广发证券
771,2021-05-24,25家猪企赶上本轮猪周期高峰 养殖向屠宰领域延伸,新浪
772,2021-05-24,申万农林牧渔周观点：水产价格上涨驱动水产饲料景气 关注水产料销售旺季,新浪
773,2021-05-24,增持+回购 多家猪企启动护盘行动,全景网
774,2021-05-23,晚间重要公告2021年5月23日星期日,Wind
775,2021-05-23,高管集体增持、抛回购案 多家上市猪企开启护盘模式,e公司
776,2021-05-23,【华安农业王莺|周报】主流猪企着力降成本，大宗农产品价格中期看涨,王莺看农业
777,2021-05-23,正邦科技：逾3000万元实施首次股份回购,e公司
778,2021-05-23,正邦科技：首次回购221万股,每日经济新闻
779,2021-05-21,抛回购案、联手法国最大育种公司 正邦科技多举措加码养猪,经济观察报
780,2021-05-21,正邦科技接受8家机构调研！短期主力资金净流出，存在资金分歧,每日经济新闻
781,2021-05-21,最惨猪企利润跌90%！猪价已跌38%，还会接着降？,Wind
782,2021-05-20,生猪价格一跌再跌，上市猪企“以量补价”能力迎大考,第一财经
783,2021-05-20,正邦科技：2021年一季度公司养殖完全成本约21.6元/kg,每日经济新闻
784,2021-05-20,正邦科技：2021年二季度预计投苗量在500-600万头,每日经济新闻
785,2021-05-20,正邦科技：二季度淘汰完最后5万头低效母猪后，整个种群差不多90%都是自己培育的母猪，且都是高效的,每日经济新闻
786,2021-05-20,正邦科技：目前自产后备二元种猪上量，能保证后续生产，预计二季度开始出栏环比会明显改善，上半年实现全年30%的出栏目标,每日经济新闻
787,2021-05-20,正邦科技：公司目前没有出口猪肉的计划,每日经济新闻
788,2021-05-20,正邦科技：截止3月底，公司已完成交付母猪栏舍220万,每日经济新闻
789,2021-05-20,正邦科技：目前低效母猪淘汰工作已进入尾声，二季度仅剩5万头尾数需要淘汰,每日经济新闻
790,2021-05-20,正邦科技：目前公司自产后备二元种猪上量，能保证后续生产需求，公司自产仔猪资源较为充足，基本无外购,每日经济新闻
791,2021-05-20,正邦科技：随着公司低效母猪淘汰进入尾声，自产二元种猪上量，同时种猪体系优化完成，公司整体养殖成本将快速下降,每日经济新闻
792,2021-05-20,新希望快速拉升提振猪肉股，顺鑫农业、正邦科技、温氏股份普涨,Wind
793,2021-05-19,牵手NUCLEUS 正邦科技加快构筑生猪育种核心竞争力,证券时报网
794,2021-05-19,正邦科技联手育种巨头推进种猪选育和遗传改良,证券日报网
795,2021-05-19,正邦科技：拟3亿至5亿元回购股份 用于股权激励或员工持股计划,中证网
796,2021-05-19,晚间重要公告2021年5月19日星期三,Wind
797,2021-05-19,正邦科技：控股股东正邦集团部分股权进行股票质押式回购交易,每日经济新闻
798,2021-05-19,正邦科技(002157.SH)：控股股东质押3221万股,格隆汇
799,2021-05-19,正邦科技(002157.SH)：拟以3亿-5亿元回购公司股份,格隆汇
800,2021-05-19,正邦科技：拟回购不低于3亿元且不超过5亿元公司股份,每日经济新闻
801,2021-05-19,正邦科技：证券事务代表胡仁会辞职,每日经济新闻
802,2021-05-19,正邦科技：拟以3亿-5亿元回购股份,财联社
803,2021-05-19,正邦科技：胡仁会辞去公司证券事务代表职务,Wind
804,2021-05-19,正邦科技与NUCLEUS战略合作 四大举措打造育种核心竞争力,中证网
805,2021-05-18,猪肉股整体疲软，牧原、温氏、新希望、正邦科技、顺鑫农业、天邦普跌,Wind
806,2021-05-17,猪肉价格回落，上市猪企4月业绩现分化 盈利能力下降,新浪
807,2021-05-16,有养殖户养了头猪亏了900元！猪肉价格还会跌吗？,Wind
808,2021-05-13,正邦科技间接控股子公司2亿项目环评获同意,每日经济新闻
809,2021-05-13,正邦科技(002157)：股东质押部分股权 累计逾4.63亿股,格隆汇
810,2021-05-13,正邦科技：股东江西永联质押300万股,每日经济新闻
811,2021-05-11,肉价创新低多地跌破10元，猪肉股腰斩，能抄底吗？,搜狐
812,2021-05-10,每日报告回放,新浪
813,2021-05-10,【东兴大消费】周观点：关注线下复苏带来的增长及结构变化机会,微信
814,2021-05-10,农林牧渔行业周报：主要上市猪企前4月出栏同比大增 后周期龙头业绩持续发力,华安证券
815,2021-05-10,农业行业周报：猪价弱势调整 关注水产和农产品景气度,新浪
816,2021-05-10,“二师兄”也疯狂！上天入地玩心跳，春天何时来,Wind
817,2021-05-10,牧原股份跌幅扩大至约6%，双汇发展、新希望、温氏股份、正邦科技跟随下滑,Wind
818,2021-05-10,今年前四月生猪销量同比增长145% 正邦科技规模扩张可期,证券时报网
819,2021-05-10,今日A股市场热点新闻及最新公告前瞻（2021/5/10） 环保处罚,--
820,2021-05-10,今日A股市场热点新闻及最新公告前瞻（2021/5/10）,--
821,2021-05-10,【行情】猪肉股开盘走弱，天邦股份开盘触及跌停，京基智农、正邦科技、牧原股份等个股纷纷走弱,金十数据
822,2021-05-10,猪价持续承压，猪企4月数据环比普降,Wind
823,2021-05-10,猪价持续承压 猪企4月数据环比普降,全景网
824,2021-05-08,正邦科技：公司目前高性能原种猪战略已落实到位，基本不需要再向国外引种,Wind
825,2021-05-08,正邦科技：2021年4月销售生猪118.44万头 环比增长14.09%,农产品期货网
826,2021-05-08,猪肉重回十元时代“养猪户”叫苦、头部公司分化,经济观察报
827,2021-05-08,猪肉价格跌至本轮最低点！畜禽养殖企业销售低迷,Wind
828,2021-05-08,上市公司正负面新闻2021年5月8日星期六,Wind
829,2021-05-07,晚间重要公告2021年5月7日星期五,Wind
830,2021-05-07,正邦科技前4月销售收入持续增长 “四交一保”战略开启新征程,上证报
831,2021-05-07,正邦科技4月份生猪销售收入环比增长6.65%,上证报
832,2021-05-07,正邦科技：4月生猪销售收入30.35亿元 环比增6.65%,e公司
833,2021-05-07,正邦科技：4月销售收入同比增长43.38%,第一财经
834,2021-05-07,正邦科技(002157.SZ)4月生猪销售收入30.35亿元同比增长43.38%,智通财经
835,2021-05-07,正邦科技：1-4月累计销售生猪收入110.39亿元，同比增68.19%,Wind
836,2021-05-07,正邦科技(002157)：打造优势种群 持续产能扩张,新浪
837,2021-05-07,正邦科技现1笔大宗交易 共成交251.60万元,新浪
838,2021-05-06,牧原股份跌超6%打压猪肉股，双汇、温氏、新希望、正邦、顺鑫跟随下滑,Wind
839,2021-05-06,正邦科技：一季度公司投苗量470万头，二季度预计投苗量500-600万头,每日经济新闻
840,2021-05-06,正邦科技：目前公司自产后备二元种猪上量，能保证后续生产需求，公司自产仔猪资源较为充足，基本无外购,每日经济新闻
841,2021-05-06,A股早报2021年5月6日星期四,Wind
842,2021-05-06,苹果业绩大超预期，产业链公司被扎堆调研（附名单）,Wind
843,2021-05-05,【方正农业|新消费】五一假期后，如何看农业板块的投资价值？,微信
844,2021-05-05,【华安农业王莺|周报】正邦、温氏完全成本有望回落，后周期龙头业绩持续发力,王莺看农业
845,2021-05-01,A股3580位董事长薪酬全曝光：干1年薪酬总和不到“6爽”,每日经济新闻
846,2021-04-30,正邦科技(002157)：快速淘汰母猪提升种群质量 原种猪前瞻储备保障中长期发展,新浪
847,2021-04-30,中国银河首予正邦科技推荐评级：生猪出栏高增长，产能优化降成本,每日经济新闻
848,2021-04-30,A股绿色周报｜露笑科技21亿半导体项目环评过关 国电电力旗下公司连领3张罚单,每经头条
849,2021-04-29,正邦科技(002157)：淘汰结束轻装上阵 Q2有望起量 仔猪成本将进入快速下降期,新浪
850,2021-04-29,牧原股份：一季度净利69.63亿元，同比增长68.54%,Wind
851,2021-04-29,正邦科技：正邦集团有限公司解除质押4000万股，质押3900万股,每日经济新闻
852,2021-04-29,正邦科技：今年一季度投苗470万，二季度预计投苗500-600万,每日经济新闻
853,2021-04-29,正邦科技：一季度公司淘汰35万母猪影响利润近14亿，其中包含冬季北方疫情损失8万头,每日经济新闻
854,2021-04-29,正邦科技：截至3月底，公司能繁母猪119万头，后备母猪80万头,每日经济新闻
855,2021-04-29,生猪出栏量跃居A股同行业第二位 正邦科技年报营收翻番,证券时报网
856,2021-04-29,正邦科技接受33家机构调研,每日经济新闻
857,2021-04-28,正邦科技2020年出栏规模A股第二 “四抢”战略助力公司跨越式发展,上证报
858,2021-04-28,正邦科技(002157.SZ)年度归母净利润57.44亿元 拟10派7元,智通财经
859,2021-04-28,正邦科技(002157.SZ)一季度净利润同比下降76.63%至2.12亿元 盈利能力下降,智通财经
860,2021-04-28,正邦科技：第一季度净利润约2.12亿元，同比下降76.63% 盈利能力下降,每日经济新闻
861,2021-04-28,正邦科技(002157.SZ)一季度扣非净利润降31.06%至6.87亿元 盈利能力下降,格隆汇
862,2021-04-28,正邦科技(002157.SZ)2020年净利升248.75%至57.44亿元 拟10派7元,格隆汇
863,2021-04-28,正邦科技：一季度净利润同比减少76.63% 盈利能力下降,Wind
864,2021-04-28,正邦科技：2020年净利润同比增长248.75%,Wind
865,2021-04-27,农林牧渔行业：猪价震荡上扬 关注假期提振效应,新浪
866,2021-04-27,A股共发生111宗大宗交易成交15.5亿元（4月27日）,Wind
867,2021-04-27,正邦科技今日大宗交易成交119.80万股，成交价13.75元溢价0.0%,Wind
868,2021-04-27,生猪企业2020业绩爆发冠盖京华，绝对龙头温氏股份增长失速斯人憔悴,21世纪经济报道
869,2021-04-26,“慢半拍”错过最赚钱猪周期，“养猪大王”温氏股份怎么了？,新京报
870,2021-04-23,内部人士详解正邦科技发展战略：万头引种发力“猪芯片”养殖转向工业化,证券之星
871,2021-04-22,猪价连降，养猪大户一家欢喜多家愁！还能“坚强”吗？,中新经纬
872,2021-04-19,那么，本轮猪周期结束了吗？,财华社
873,2021-04-19,低效能母猪淘汰近尾声 正邦科技生猪养殖以量补价可期,证券时报网
874,2021-04-19,公募走出“小碎步”，调仓换股没那么简单,Wind
875,2021-04-18,猪价三个月暴跌35%，多家猪企一季度业绩大降！养猪神话要破灭？ 盈利能力下降,云掌财经
876,2021-04-16,正邦科技(002157.SZ)股东江西永联农业控股解除质押3900万股,智通财经
877,2021-04-16,猪还“坚强”吗？牧原股份赚274亿秒杀鹏都农牧，新希望跟着生猪跌不休,时代财经
878,2021-04-16,猪肉价格下跌 正邦科技、天邦股份一季度利润预降幅度均超50% 盈利能力下降,21世纪经济报道
879,2021-04-16,猪肉股风光不再!养殖成本增加问题大,财富动力网
880,2021-04-16,销售放量抵不住猪肉价格下跌 一季度头部猪企仅牧原预增,21世纪经济报道
881,2021-04-15,暴利终结！4000亿“猪茅”为何还能逆生长？,中金在线
882,2021-04-15,白马闪崩，量化私募喊冤：与我无关！,Wind
883,2021-04-15,多家猪企一季度业绩预降牧原股份：供需缺口仍在，不太可能出现行业长期亏损 亏损,证券之星
884,2021-04-15,21硬核投研丨景气下行猪师兄不刚了！销售放量抵不住猪肉价格下跌，一季度头部猪企仅牧原股份实现业绩增长,21世纪经济报道
885,2021-04-15,真正“杀猪盘”！养猪业现经典“盛衰周期”，一片哀嚎之下，“猪茅”现英雄本色？,华尔街见闻
886,2021-04-15,真正“杀猪盘”！养猪业现经典“盛衰周期”，一片哀嚎之下，“猪茅”现英雄本色？,证券之星
887,2021-04-15,猪肉暴利终结！三家养猪大户业绩“炸雷”，最惨的利润跌90%,Wind
888,2021-04-15,猪肉暴利终结 新希望正邦等三家养猪大户业绩“炸雷”,发现网
889,2021-04-15,800亿养猪龙头净利大跌90%，格力业绩翻倍却悬了！30倍超级大牛股炸了,Wind
890,2021-04-15,猪肉暴利终结！三家养猪大户业绩炸雷 最惨的利润跌了90% 盈利能力下降,每日经济新闻
891,2021-04-15,A股养猪大户业绩集体暴跌，股民哭了：真正杀猪盘 盈利能力下降,每日经济新闻
892,2021-04-15,白马股又崩了，A股还有哪些个股风险要警惕？,Wind
893,2021-04-14,养猪股一季度业绩预告来了 3800亿“猪茅”净利大增,第一财经
894,2021-04-14,正邦科技一季报业绩暴降，连累A股集体“杀猪”，肉嘎嘎也便宜了 盈利能力下降,金融投资报
895,2021-04-14,又崩两个：“猪茅”逼近跌停、“药茅”盘中闪崩 接下来呢？,21世纪经济报道
896,2021-04-14,8000亿巨头爆发，更有狂拉50%！顶流基金经理重仓股三跌停,Wind
897,2021-04-14,正邦科技一季度母猪淘汰进入尾声 仔猪成本进入快速下降期,证券日报网
898,2021-04-14,正邦科技暴跌9%！业绩爆雷、猪价连降，猪企还能好吗？ 盈利能力下降,格隆汇
899,2021-04-14,正邦科技一季度出栏量大增146% 低效能母猪淘汰进入尾声,上证报
900,2021-04-14,解盘：超百亿资金持续流入，医美、海南、新能源汽车领涨,Wind
901,2021-04-14,“暴利时代”告终！一季度生猪销售均价回落21%，正邦科技净利预减超6成 盈利能力下降,21世纪经济报道
902,2021-04-14,华安证券--正邦科技：猪价下跌、母猪淘汰致业绩下滑，成本拐点已现【公司研究】 盈利能力下降,金融界股吧
903,2021-04-14,猪价跌破10元猪肉板块集体走弱正邦科技跌超9%,格隆汇
904,2021-04-14,正邦科技跌4.5%:银华基金两只产品重仓 华泰柏瑞汇添富持超百万股 重仓股票异动,新浪
905,2021-04-14,470亿猪茅业绩大跌！1.8万亿巨头三天蒸发2600亿,Wind
906,2021-04-14,熨平“猪周期”，生猪期货来帮忙,Wind
907,2021-04-14,一季度A股公司获自家人增持近200亿元,Wind
908,2021-04-13,晚间要闻2021年4月13日星期二,Wind
909,2021-04-13,正邦科技(002157.SZ)业绩快报：2020年度净利润升249.84%至57.62亿元,格隆汇
910,2021-04-13,晚间重要公告2021年4月13日星期二,Wind
911,2021-04-13,正邦科技：2020年净利润57.62亿元 同比增长249.84%,中证网
912,2021-04-13,正邦科技(002157.SZ)一季度净利润预减66.32%-77.36% 盈利能力下降,智通财经
913,2021-04-13,正邦科技业绩快报：2020年净利润同比增长249.84%,Wind
914,2021-04-13,开源证券--农林牧渔行业周报：上市猪企以量补价，3月收入环比增长【行业研究】,金融界股吧
915,2021-04-12,正邦科技(002157.SZ)控股股东正邦集团质押4051.1万股,智通财经
916,2021-04-12,农林牧渔行业周报：后周期景气 关注饲料、疫苗板块龙头,新浪
917,2021-04-11,3月正邦科技生猪产能释放销量大增 上半年预计淘汰母猪40万头以优化种群,证券日报网
918,2021-04-08,正邦科技(002157.SZ)控股股东正邦集团解除质押4950万股,智通财经
919,2021-04-08,正邦科技：正邦集团有限公司解除质押4950万股,每日经济新闻
920,2021-04-08,正邦科技一季度销售生猪257.86万头,证券时报网
921,2021-04-08,中泰证券--农林牧渔行业周报：畜禽需求低迷，关注大企业扩产能兑现节奏【行业研究】,金融界股吧
922,2021-04-08,上市公司正负面新闻2021年4月8日星期四,Wind
923,2021-04-07,正邦科技(002157.SZ)2020年12月销售生猪134.21万头 同比增长117.06%,智通财经
924,2021-04-07,正邦科技(002157.SZ)：拟使用部分闲置募集资金暂补流动资金,格隆汇
925,2021-04-07,正邦科技3月销售生猪103.82万头，同比增长155.81%,上证报
926,2021-04-07,正邦科技：一季度累计销售收入80.04亿元，同比增长80%,Wind
927,2021-04-07,正邦科技(002157.SZ)3月生猪销售收入28.46亿元 同比增长60.40%,智通财经
928,2021-04-07,农林牧渔行业周观点：短期供需错配压制猪价 聚焦优质成长龙,新浪
929,2021-04-06,农林牧渔2021年第14周周报：如何看待4月农业板块投资机会？,新浪
930,2021-04-06,农林牧渔行业：养猪分化 养鸡盈利下滑 后周期持续高增,新浪
931,2021-04-06,【国君农业】周报：4月猪价弱势难改，拥抱种养龙头,农业凯歌
932,2021-04-06,农林牧渔行业：节日消费提振有限 财报季关注绩优板块,新浪
933,2021-04-05,【兴证固收.转债】如何参与生猪养殖品种？——可转债研究,兴证固收研究
934,2021-04-01,新希望创逾一年新低，温氏股份、双汇发展、正邦科技、天邦股份走软,Wind
935,2021-03-31,正邦科技：股东江西永联农业控股有限公司解除质押2700万股,每日经济新闻
936,2021-03-29,农业行业周报：4月猪价弱势难改 继续推荐板块龙头,新浪
937,2021-03-28,【东兴大消费】周观点：关注新型消费政策，及当下年报密集披露,微信
