,2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
782,2021-08-23,智通每日大行研报丨华润电力(00836)获花旗大幅上调目标价 汇丰指中远海控(01919)有望恢复派息,智通财经
783,2021-08-23,A股大幅反弹北向资金加仓超18亿，持续加码高景气板块,Wind
784,2021-08-23,港股港口运输股走强，中远海控涨超7%，太平洋航运、中国外运涨超4%，中远海,新浪
785,2021-08-23,汇丰研究：重申中远海控(01919)“买入”评级 目标价升3.7%至28港元,智通财经
786,2021-08-23,交运中小盘行业周报：疫情消退将带动出行恢复 浙江自然中报增45%,新浪
787,2021-08-23,交通运输行业动态报告：集运供需持续失衡 9月运价或继续上涨,新浪
788,2021-08-23,港股异动 | 港口航运股走强 中远海控(1919.HK)涨超7%,格隆汇
789,2021-08-23,港股异动 | 中远海控(01919)涨超6% 汇丰称其有望恢复派息并成为股价催化剂 目标价上调至28港元,智通财经
790,2021-08-23,【异动股】中远海控(01919.HK)涨3.03%,财华社
791,2021-08-23,A股融资融券日报：两融余额减少45.91亿元（8月20日）,Wind
792,2021-08-23,【银河交通王靖添】行业周报丨共同富裕背景下，农村寄递物流赛道机会加速彰显,中国银河证券研究
793,2021-08-21,冰火两重天:中远海科上半年净利降3成 中远海控增32倍 盈利能力下降,中国经济网
794,2021-08-21,中远海控和一般周期股的差异,雪球
795,2021-08-20,全球海运系统或遭遇65年最大危机，上市公司有人欢喜有人愁！,财华社
796,2021-08-20,【1919】航运股向上 中远海控升7.6% | 头条金融网,头条日报
797,2021-08-20,【异动股】中远海控(01919.HK)跌4.88%,财华社
798,2021-08-20,A股融资融券日报：两融余额减少15.59亿元（8月19日）,Wind
799,2021-08-19,海运价格又涨！“海上大塞车”港口承压 家具企业叫苦不迭,新浪
800,2021-08-19,"中远海控现1笔大宗交易 共成交3,654.23万元",新浪
801,2021-08-19,中远海控今日大宗交易成交185.40万股，成交价19.71元折价5.19%,Wind
802,2021-08-19,A股早报2021年8月19日星期四,Wind
803,2021-08-19,A股融资融券日报：两融余额增加49亿元（8月18日）,Wind
804,2021-08-18,中远海控早盘大涨，中美航线海运价格再创历史新高,阿尔法工场
805,2021-08-18,智通每日大行研报丨中远海控(01919)获美银证券看高至19.25港元 花旗重申吉利汽车(00175)为行业首选,智通财经
806,2021-08-18,透视大宗交易：8月18日共成交190笔，中远海控成交8.18亿元,每日经济新闻
807,2021-08-18,美银证券：重申中远海控(01919)“买入”评级 目标价升3.8%至19.25港元,智通财经
808,2021-08-18,【异动股】中远海控(01919.HK)跌3.07%,财华社
809,2021-08-18,波罗的海干散货指数再创新高 多券商看好中远海控,阿尔法工场
810,2021-08-18,A股融资融券日报：两融余额减少125.59亿元（8月17日）,Wind
811,2021-08-17,【异动股】中远海控(01919.HK)涨3.03%,财华社
812,2021-08-17,交银国际：中远海控及东方海外均维持买入评级,新浪
813,2021-08-17,金融市场流动性与监管动态周报：银行理财权益配比再降 微观流动性继续向好,新浪
814,2021-08-17,A股融资融券日报：两融余额增加8.88亿元（8月16日）,Wind
815,2021-08-17,北向资金动向盘点：逆市加仓电力设备新能源,Wind
816,2021-08-16,超级旺季创纪录延长：月月涨！运费比商品还贵 这些A股公司“顶不住”了,证券时报
817,2021-08-16,月月涨！超级旺季创纪录延长！运费和货价等值，出海企业库存风险加剧，这些A股公司“顶不住”了,Wind
818,2021-08-16,交通运输行业动态报告：集运旺季满载爆舱 美线运价加速上涨,新浪
819,2021-08-16,中远海控(01919.HK)8月30日举行董事会会议以考虑及通过中期业绩,格隆汇
820,2021-08-16,A股资金流向（8月16日）：资金大幅出逃锂电产业链,Wind
821,2021-08-16,A股收盘综述：沪指录得6连阳，氢能源板块午后再度爆发,Wind
822,2021-08-16,【AH互动】中远海控(01919)跌6.83% 传集装箱运费上涨速度正在放缓,和讯
823,2021-08-16,港股异动 | 中远海控(01919)午后跌超6% 市场担忧集装箱运费涨势放缓,智通财经
824,2021-08-16,【异动股】中远海控(01919.HK)跌5.22%,财华社
825,2021-08-16,A股融资融券日报：两融余额减少36.53亿元（8月13日）,Wind
826,2021-08-16,【银河交通王靖添】行业周报丨满帮集团二季度营收增速超100%，网络货运赛道具备高成长性,中国银河证券研究
827,2021-08-15,14股获超百次心动“投票”！4大板块盛产绩优股,Wind
828,2021-08-14,中远海控“深海沉浮” 对抗行业周期“魔咒”,新浪
829,2021-08-14,交通运输行业深度报告：觉醒时代下航运公司的物流“诺曼底”,新浪
830,2021-08-14,两融跑步入场周增200亿，宁德582亿定增机构高喊买入,Wind
831,2021-08-13,中远海控：公司目前生产经营正常，财务状况稳健,每日经济新闻
832,2021-08-13,北向资金本周净买入额大幅收窄，宁德时代遭大幅净卖出近8亿元,Wind
833,2021-08-13,宁德时代成交额已突破100亿元,Wind
834,2021-08-13,中远海控等33股获融资净买入超亿元,证券时报网
835,2021-08-13,A股早报2021年8月13日星期五,Wind
836,2021-08-13,A股融资融券日报：两融余额增加73.91亿元（8月12日）,Wind
837,2021-08-13,中远海控8月12日现6笔大宗交易,证券时报网
838,2021-08-13,主力出逃这些龙头股超10亿,Wind
839,2021-08-13,产业景气度高，券商看多新能源龙头,Wind
840,2021-08-13,产业景气度高 券商看多新能源龙头,上证报
841,2021-08-12,沪股通净卖出0.70亿元,证券时报网
842,2021-08-12,智通每日大行研报丨星展指中远海控(01919)全年盈利可达640亿元 绩后大行对港交所(00388)看法存分歧,智通财经
843,2021-08-12,"中远海控现6笔大宗交易 共成交38,045.00万元",新浪
844,2021-08-12,透视大宗交易：8月12日共成交122笔，中远海控成交3.8亿元,每日经济新闻
845,2021-08-12,多家上市公司出售股票资产，这家公司投资4年浮盈近23倍,新浪
846,2021-08-12,北向资金交投趋谨慎全天净卖出不足2亿，贵州茅台连续11日遭抛售,Wind
847,2021-08-12,中远海控今日大宗交易成交1750万股，成交价21.74元折价1.18%,Wind
848,2021-08-12,星展：首予中远海控“买入”评级，目标价20港元,36氪
849,2021-08-12,中远海控尾盘涨近8% 获星展首予买入评级,新浪
850,2021-08-12,A股资金流向（8月12日）：“茅族”、“宁族”双双遭抛售,Wind
851,2021-08-12,星展：中远海控(1919.HK)盈利前景向好 首予买入评级,格隆汇
852,2021-08-12,恒生指数收跌0.09%报26636点 航运板块表现强势 中远海控(01919)涨5.61%,凤凰网
853,2021-08-12,A股午盘综述：周期股延续强势，军工股回调,Wind
854,2021-08-12,中远海控早盘大涨，中美航线海运价格再创历史新高,阿尔法工场
855,2021-08-12,【AH互动】中远海控(01919)涨5.18% 外贸持续向好 中美海运价格再创历史新高,和讯
856,2021-08-12,海运板块逆势冲高，中远海特大涨8%,Wind
857,2021-08-12,【异动股】中远海控(01919.HK)涨3.74%,财华社
858,2021-08-12,A股融资融券日报：两融余额增加75.25亿元（8月11日）,Wind
859,2021-08-12,北向资金抛售白酒股，“茅五泸”成净卖出前三名，却连续扫货这只股（名单）,21世纪经济报道
860,2021-08-11,财华聚焦|中远海控半年净利同比增32倍，集装箱还能“疯狂”多久？,财华社
861,2021-08-11,北向资金今日净卖出超28亿元，白酒股持续惨遭抛售,Wind
862,2021-08-11,万科快回本了：A股最惨板块久违暴涨 2000亿龙头股冲击涨停！,雪球
863,2021-08-11,【异动股】中远海控(01919.HK)涨3.07%,财华社
864,2021-08-11,A股融资融券日报：两融余额增加29.47亿元（8月10日）,Wind
865,2021-08-11,已披露预告公司近七成预喜，143股业绩环比连增,Wind
866,2021-08-10,上市首月爆卖百万，渔可爱金枪鱼肉粒肠如何撬动儿童食品市场,联商网
867,2021-08-10,A股融资融券日报：两融余额增加71.84亿元（8月9日）,Wind
868,2021-08-10,融资客加仓 有色化工军工板块吸金逾百亿元,中证报
869,2021-08-09,碳中和周报：更接近国情的碳中和研究,新浪
870,2021-08-09,交运中小盘行业周报：强调数码印刷革命者宏华数科,新浪
871,2021-08-09,港股异动 | 港口航运股普涨 中远海控(1919.HK)涨超3%,格隆汇
872,2021-08-09,【异动股】中远海控(01919.HK)涨3.41%,财华社
873,2021-08-09,A股融资融券日报：两融余额增加8.43亿元（8月6日）,Wind
874,2021-08-09,【银河交通王靖添】行业周报丨菜鸟网络业绩表现持续向好，京东航空获批筹建,中国银河证券研究
875,2021-08-06,大摩增持中远海控(01919)约625.37万股，每股作价约12.77港元,智通财经
876,2021-08-06,【权益变动】中远海控(01919.HK)获摩根士丹利增持625.3715万股,财华社
877,2021-08-06,【异动股】中远海控(01919.HK)涨3.11%,财华社
878,2021-08-06,A股融资融券日报：两融余额增加49.65亿元（8月5日）,Wind
879,2021-08-06,股价一年翻10倍 中远海控是“海王”还是“海狗”？,吴晓波频道
880,2021-08-05,航运行业7月交运看出口：台风影响运量,新浪
881,2021-08-05,【异动股】中远海控(01919.HK)跌3.04%,财华社
882,2021-08-05,A股融资融券日报：两融余额增加114.45亿元（8月4日）,Wind
883,2021-08-05,新能源满屏涨停，游资且战且退，北上资金却默默加仓“老白马”,Wind
884,2021-08-04,A股资金流向（8月4日）：赛道股王者归来，大资金高位加仓,Wind
885,2021-08-04,【异动股】中远海控(01919.HK)涨3.17%,财华社
886,2021-08-04,A股早报2021年8月4日星期三,Wind
887,2021-08-04,A股融资融券日报：两融余额减少19.26亿元（8月3日）,Wind
888,2021-08-04,中远海控8月3日现2笔大宗交易,证券时报网
889,2021-08-03,中远海控：疫情助推业绩到头了吗？,证券市场周刊
890,2021-08-03,中远海控现2笔大宗交易 总成交金额1.96亿元,证券时报网
891,2021-08-03,"中远海控现2笔大宗交易 共成交19,620.00万元",新浪
892,2021-08-03,中远海控今日大宗交易成交1000万股，成交价19.62元折价2.87%,Wind
893,2021-08-03,交通运输行业：智能物流装备赛道迎来上市潮 疫情反复影响暑运,新浪
894,2021-08-03,【异动股】中远海控(01919.HK)涨3.28%,财华社
895,2021-08-03,A股融资融券日报：两融余额增加141.8亿元（8月2日）,Wind
896,2021-08-03,港股盘前必读：美联储可能会在9月15日前宣布缩减购债,Wind
897,2021-08-02,智通港股研报精读(08.02) | 关注汽车板块龙头股、航运板块龙头股和工程机械板块龙头股,智通财经
898,2021-08-02,北向资金7月动向：重点进攻高景气成长制造主线，周期性行业遭抛售,Wind
899,2021-08-02,航运及港口板块大涨 中远海控及东方海外国际均涨9%,新浪
900,2021-08-02,港股异动 | 航运及港口板块大涨 中远海控(1919.HK)涨9%,格隆汇
901,2021-08-02,海运股今日重获资金追捧 中远海控涨超8%,新浪
902,2021-08-02,港股异动 | 中远海控(01919)涨超8%领涨海运股 中信建投称三季度集运超级旺季已经开启,智通财经
903,2021-08-02,【异动股】中远海控(01919.HK)涨3.42%,财华社
904,2021-08-02,交通运输行业周报：聚焦优质公司超跌反弹机会,新浪
905,2021-08-02,A股融资融券日报：两融余额减少7.74亿元（7月30日）,Wind
906,2021-08-02,【银河交通王靖添】行业周报丨国家强化贯通乡村快递物流配送体系，利好通达系快递龙头,中国银河证券研究
907,2021-07-30,运价上涨，利润猛增32倍，巨头中远海控12.48亿布局集装箱码头,时代财经
908,2021-07-30,北向资金今日净买入22.47亿元，对白酒股态度分化,Wind
909,2021-07-30,港股异动 | 中远海控(01919)午后再跌超6% 较月内高点已累跌35%,智通财经
910,2021-07-30,A股融资融券日报：两融余额增加86.23亿元（7月29日）,Wind
911,2021-07-30,A股大反弹！北向资金加仓了这些股；白酒高开低走逆市下跌（名单）,21世纪经济报道
912,2021-07-30,北向资金动向盘点：“电新”成持仓市值老二，取代“医药”,Wind
913,2021-07-30,A股全线反弹，创指大涨逾5%，热门赛道资金现分歧,Wind
914,2021-07-29,1个月暴跌29%，中远海控怎么了？ 连续下跌,凤凰网
915,2021-07-29,A股全线反弹创指大涨逾5%，半导体、新能源继续冲锋,Wind
916,2021-07-29,A股资金流向（7月29日）：成长股强势反包，资金汹涌抢筹,Wind
917,2021-07-29,A股融资融券日报：两融余额减少160.85亿元（7月28日）,Wind
918,2021-07-29,中远海控：公司主营集装箱航运业务和码头业务，不涉及白酒与医药业务,每日经济新闻
919,2021-07-28,港股止跌回升！基金经理喊话：成长股迎长期配置时点,Wind
920,2021-07-28,中远海控(01919)：激励对象将于8月2日至31日限制行权,智通财经
921,2021-07-28,北向资金今日净买入80.53亿元，东方雨虹获净买入近12亿元,Wind
922,2021-07-28,根据每10股股份发行3股转增股份 中远海控(01919)发行7.74亿股新H股,智通财经
923,2021-07-28,中远海控(01919.HK)根据资本化发行而发行7.74亿股新H股,格隆汇
924,2021-07-28,【行情】港口航运股午后拉升，东方海外国际上涨8.47%，中远海控上涨6.30%，永丰集团控股上涨5.77%，海丰国际上涨5.56%，太平洋航运上涨4.83%，中远海发上涨4.28%,金十数据
925,2021-07-28,交通运输行业动态报告：集运超级旺季已至 供需失衡持续加剧,新浪
926,2021-07-28,【异动股】中远海控(01919.HK)涨3.85%,财华社
927,2021-07-28,中远海控等30股获北向资金增持额超亿元,证券时报网
928,2021-07-28,A股融资融券日报：两融余额减少114.87亿元（7月27日）,Wind
929,2021-07-28,北向资金动向盘点：净卖不过才40亿，抛压为什么那么大,Wind
930,2021-07-28,沪指跌破3400点，北向资金减仓力度降低，逆市买入这些股（名单）,21世纪经济报道
931,2021-07-28,港股盘前必读：中国恒大公告称决定取消特别分红方案,Wind
932,2021-07-28,智通港股通资金流向统计(T+2)|7月28日,智通财经
933,2021-07-27,中远海控：不涉及散杂货航运业务,每日经济新闻
934,2021-07-27,北向资金今日净卖出41.72亿元，贵州茅台遭净卖出逾10亿元,Wind
935,2021-07-27,汇丰研究：航运股最新评级及目标价 吁买入中远海控,新浪
936,2021-07-27,汇丰研究：吁“买入”中远海控(01919)及海丰国际(01308) 更新航运股评级及目标价(表),智通财经
937,2021-07-27,【异动股】中远海控(01919.HK)跌3.21%,财华社
938,2021-07-27,【券商聚焦】交银重申中远海控(01919)等航运股买入评级 料旺季运费上涨支撑季绩走高,和讯
939,2021-07-27,A股融资融券日报：两融余额减少6.08亿元（7月26日）,Wind
940,2021-07-27,北向资金净流出超百亿创年内新高，连续出逃京东方，抄底这些个股（名单）,21世纪经济报道
941,2021-07-27,北向资金动向盘点：净卖第一不是食品饮料，更不是医药,Wind
942,2021-07-26,A股融资融券日报：两融余额减少25.75亿元（7月23日）,Wind
943,2021-07-26,突发闪崩！中远海控暴跌近9% 连续下跌,每日经济新闻
944,2021-07-26,1748家A股公司披露上半年业绩预告，七成预喜,Wind
945,2021-07-23,金融街下午茶2021年7月23日星期五,Wind
946,2021-07-23,突发闪崩！3000亿航运巨头暴跌近9%，网友心态炸了：“挣了50万没卖，现在亏了30万”，发生了什么？,每日经济新闻
947,2021-07-23,A股资金流向（7月23日）：市场情绪低迷，白酒、医药股遭大幅抛售,Wind
948,2021-07-23,交通运输行业2021年中报前瞻及交运基金持仓分析：跨境电商物流景气度持续 交运基金增配大宗供应链板块,新浪
949,2021-07-23,炸锅了！3000亿海王突然大跳水，赚钱能力比茅台还猛，为何股价暴跌？股民：顶不住了，我下船了！ 连续下跌,雪球
950,2021-07-23,A股收盘综述：上证指数、创业板指连续三周录升，长城、江淮等再创新高,Wind
951,2021-07-23,航运龙头中远海控逼近跌停，为何跌跌不休？,证券之星
952,2021-07-23,中远海控跌超6% 较月内高点累跌近30%,新浪
953,2021-07-23,港股异动 | 中远海控(01919)午后跌超7% 较月内高点累跌近30% A股一度逼近跌停,智通财经
954,2021-07-23,【行情】港股港口运输股走低，中远海控跌6.21%，中国外运跌超4%，中远海发跌3.75%，太平洋航运跌2%,金十数据
955,2021-07-23,航运龙头中远海控午后重挫8% 成交额逾78亿元,新浪
956,2021-07-23,海运板块持续走低 中远海控(601919.SH)跌超6%,格隆汇
957,2021-07-23,【行情】航运股持续走低，中远海控大跌近7%，成交超50亿元，中远海特、盛航股份、中远海发、宁波海运等跟跌 连续下跌,金十数据
958,2021-07-23,快讯：航运龙头中远海控早盘重挫6% 成交额近38亿元,新浪
959,2021-07-23,【异动股】中远海控(01919.HK)跌3.85%,财华社
960,2021-07-23,13股中报估值大幅下降+股价上涨空间超30%,Wind
961,2021-07-23,A股融资融券日报：两融余额增加93.49亿元（7月22日）,Wind
962,2021-07-23,中报估值大幅下降+股价上涨空间超30%仅13股(名单) 盈利能力下降,中财网
963,2021-07-23,跌懵了！“喝酒吃药”一天亏掉1亿多瓶茅台，原因竟是它！中报估值大幅下降+股价上涨空间超30%仅13股,证券时报网
964,2021-07-22,智通每日大行研报丨大摩指中远海控(01919)短期估值吸引 东方海外国际(00316)获中信建投看至407港元,智通财经
965,2021-07-22,大摩：中远海控给予增持评级 目标价21.2港元,新浪
966,2021-07-22,大摩：相信中远海控(1919.HK)未来15天股价将上升,格隆汇
967,2021-07-22,港股恒指初段反弹412点，微盟集团(02013.HK)终止7连跌曾升6.5%,财华社
968,2021-07-22,【异动股】中远海控(01919.HK)涨5.79%,财华社
969,2021-07-22,港股航运板块走强，东方海外国际涨9.4%，中远海控涨5.1%，海丰国际涨3,新浪
970,2021-07-22,中远海控(01919.HK)低位显着反弹，初段升4.8%,财华社
971,2021-07-22,港股异动 | 海运股早盘集体走高 东方海外国际(00316)涨超10% 中远海控(01919)涨超5%,智通财经
972,2021-07-22,交通运输行业动态报告：集运市场旺季到来 或将创记录延长,新浪
973,2021-07-22,A股融资融券日报：两融余额增加100.15亿元（7月21日）,Wind
974,2021-07-21,A股资金流向（7月21日）：新能源产业链卷土重来，消费电子遭抛售,Wind
975,2021-07-21,【异动股】中远海控(01919.HK)跌3.13%,财华社
976,2021-07-21,A股融资融券日报：两融余额增加20.89亿元（7月20日）,Wind
977,2021-07-21,逾七成公司半年报业绩预喜，“周期”和“成长”齐飞,Wind
978,2021-07-21,基金发行扩张，北上资金波动加大——市场资金面周观察（中泰策略）,修炼投资的水晶球
979,2021-07-20,【主力资金】大资金出逃多只龙头股,证券时报网
980,2021-07-20,A股资金流向（7月20日）：资金趋向谨慎，行业龙头仍有溢价,Wind
981,2021-07-20,港股航运股集体走低中远海控(1919.HK)跌近5%,格隆汇
982,2021-07-20,中远海控港股跌超5%，现报13.3港元。,新浪
983,2021-07-20,【行情】航运股早盘持续走弱，中远海特逼近跌停，盛航股份、中远海控、宁波海运、中远海发等集体下行 连续下跌,金十数据
984,2021-07-20,【异动股】中远海控(01919.HK)跌3.14%,财华社
985,2021-07-20,A股融资融券日报：两融余额增加6.19亿元（7月19日）,Wind
986,2021-07-19,工银瑞信基金刘伟琳最新持仓，重仓中远海控（工银瑞信中证京津冀协同发展主题指数基金(LOF)）,证券之星
987,2021-07-19,安信基金施荣盛最新持仓，重仓中远海控（安信中证一带一路主题指数型基金）,证券之星
988,2021-07-19,中远海控逆市涨超3% 斥资订造10艘大型集装箱船,新浪
989,2021-07-19,港股异动 | 中远海控(01919)逆市涨超5% 斥资近15亿美元订造10艘大型集装箱船,智通财经
990,2021-07-19,【异动股】中远海控(01919.HK)涨3.02%,财华社
991,2021-07-19,A股融资融券日报：两融余额减少42.07亿元（7月16日）,Wind
992,2021-07-19,金融市场流动性与监管动态周报：外资大进大出背后有哪些结构性变化？,新浪
993,2021-07-19,1694家上市公司发布上半年业绩预告，近七成报喜,Wind
994,2021-07-18,【东北交运|第29周周报】快递行业监管再出新规，疫情结束暑运旺季来临,老瞿研究
995,2021-07-16,智通港股空仓持单统计|7月16日,智通财经
996,2021-07-16,北向资金再度净卖出超41亿，新能源产业链股遭大幅抛售,Wind
997,2021-07-16,中远海运斥资近百亿订造10艘万箱船,国际船舶
998,2021-07-16,10艘近百亿大单！归属扬州这家船厂,海事服务网
999,2021-07-16,【异动股】中远海控(01919.HK)涨3.07%,财华社
1000,2021-07-16,A股融资融券日报：两融余额增加9.91亿元（7月15日）,Wind
1001,2021-07-16,北向资金净买入超120亿，扫货股一览（名单）,21世纪经济报道
1002,2021-07-16,盘前情报丨四条主线掘金“浦东引领区”投资机会；锂电新风口来了！,21世纪经济报道
1003,2021-07-16,港股公告精选：中国电信预计上半年归母净利同比增长约26%-28%,Wind
1004,2021-07-16,北向资金动向盘点：交易大转弯，重点还是“金融、新能源车”,Wind
1005,2021-07-15,业绩预告满天飞！基本面与估值赛跑，这些股票被基金盯上,Wind
1006,2021-07-15,“大换血”！雷军斩获福布斯中国最佳CEO排行榜榜首，互联网大佬缺位，这个行业集体缺席,e公司
1007,2021-07-15,中远海控(01919.HK)拟14.96亿美元建造10艘船舶,格隆汇
1008,2021-07-15,中远海控：全资附属公司订立十份造船合约，合约总价14.96亿美元,Wind
1009,2021-07-15,中远海控子公司中远水星订造10艘集装箱船,上证报
1010,2021-07-15,根据每10股股份发行3股转增股份 中远海控(01919)发行29.21亿A股股份,智通财经
1011,2021-07-15,7月15日中远海控、药明康德等12家公司公告出现利好,证券之星
1012,2021-07-15,中远海控(601919.SH)：中远水星签订总价为14.96亿美元的造船协议,格隆汇
1013,2021-07-15,中远海控(601919.SH)下属公司与关联方签订96.7亿元造船协议,智通财经
1014,2021-07-15,大幅净卖出后124亿外资重新杀回A股，金融、白酒等大蓝筹获抢筹,Wind
1015,2021-07-15,中报业绩加速蓝筹股分化，这些领域的高成长公司或迭创新高,红周刊
1016,2021-07-15,A股资金流向（7月15日）：白酒、金融获资金青睐，比亚迪连续遭大幅抛售,Wind
1017,2021-07-15,股东套现抛售，日赚两亿的中远海控股价已见顶？ 减持股份,证券之星
1018,2021-07-15,海运股近期持续回落 中远海控跌超7%,新浪
1019,2021-07-15,中远海控A股跌8%H股跌6% 有人准备跌停抄底有人止血走人,新浪
1020,2021-07-15,【异动股】中远海控(01919.HK)跌4.34%,财华社
1021,2021-07-15,中远海控开盘直线下挫 盘中跌逾6%,新浪
1022,2021-07-15,上半年业绩暴增股名单 （附股）,证券之星
1023,2021-07-15,A股融资融券日报：两融余额减少21.14亿元（7月14日）,Wind
1024,2021-07-15,锂电热门公司批量预告中报，北上净卖出逾百亿重点砸大蓝筹,Wind
1025,2021-07-15,两市首份半年报出炉，逾900家公司半年报业绩预喜,Wind
1026,2021-07-14,最强逆袭中企！被外资蔑视围猎年亏百亿，今日赚2亿全球称霸 亏损,搜狐
1027,2021-07-14,港股异动 | 中远海控(01919)尾盘再跌超6% 发布上半年盈喜后股价累计跌幅已超20% 连续下跌,智通财经
1028,2021-07-14,广发流动性跟踪周报(7月第2期)：上周两融融资增加 北上资金流入,广发证券
1029,2021-07-14,【异动股】中远海控(01919.HK)跌4.05%,财华社
1030,2021-07-14,A股融资融券日报：两融余额增加47.95亿元（7月13日）,Wind
1031,2021-07-14,融资客连续十周加仓，30股融资净买入超10亿元,Wind
1032,2021-07-13,主力资金近5日加仓北方稀土20亿，大幅抛售中远海控58亿,第一财经
1033,2021-07-13,一年十倍！中远海控，乘风破浪or浪里翻船？,搜狐
1034,2021-07-13,港股异动|港口航运股走强中远海控(1919.HK)涨超4%领涨,格隆汇
1035,2021-07-13,【异动股】中远海控(01919.HK)涨3.59%,财华社
1036,2021-07-13,国信证券：上调中远海控(01919)等公司2021年利润预测,智通财经
1037,2021-07-13,A股融资融券日报：两融余额增加117.16亿元（7月12日）,Wind
1038,2021-07-13,罕见，融资客连续10周加仓，5股获净买入超20亿,Wind
1039,2021-07-12,交通运输物流行业周报：2H21掘金成长 7月暑运旺季来临,新浪
1040,2021-07-12,智通每日大行研报丨比亚迪股份(01211)获汇丰看高至350港元 小摩上调新能源车长远渗透率预测,智通财经
1041,2021-07-12,北向资金今日净买入16.42亿元，新能源股表现分化,Wind
1042,2021-07-12,睿财看市场：指数探底回升 热点再次切换,恒泰睿财
1043,2021-07-12,华泰证券：上调中远海控(01919)目标价65%至23.2港元 下半年运价有望维持高位震荡,智通财经
1044,2021-07-12,融资客青睐6股，江南水务买入占比高达39.86%,Wind
1045,2021-07-12,A股融资融券日报：两融余额增加20.08亿元（7月9日）,Wind
1046,2021-07-12,每日理财观察：央行全面降准0.5个百分点，释放资金约1万亿,Wind
1047,2021-07-12,港股盘前必读：市场监管总局依法禁止虎牙与斗鱼合并,Wind
1048,2021-07-11,中远海控是不是下一个英科医疗？,雪球
1049,2021-07-10,“中报杀”频现，预喜业绩为何遭遇冰火两重天？,AI财经社
1050,2021-07-10,同为高增长 盘面反应缘何不一？,金融投资报
1051,2021-07-09,港股行情复盘：恒生指数涨0.7% 大型科技股小米大涨超5% 喆丽控股(02209)涨 5.49%（2021/7/9）,--
1052,2021-07-09,中远海控上半年平均日赚两个亿 为何一天跌没500亿？,运营商财经网
1053,2021-07-09,两大牛股业绩“见光死”！“稀土一哥”五天两板大涨44%，市值突破1000亿,中证报
1054,2021-07-09,70股主力资金净流入超亿元,证券时报网
1055,2021-07-09,北向资金今日小幅净卖出2.11亿元，外资高位出逃新能源股,Wind
1056,2021-07-09,港股收盘(7.9)|恒指探底回升收涨0.7% 餐饮、科技股反弹 海底捞(06862)涨超10%,智通财经
1057,2021-07-09,A股资金流向（7月9日）：锂电上游材料龙头获资金重金押注,Wind
1058,2021-07-09,这一天还是来了！中国平安跌破60元…白酒股也全面暴跌！是信仰破裂还是“中报杀”出没？,雪球
1059,2021-07-09,汇丰研究：维持中远海控(01919)“买入”评级 目标价升35%至27港元,智通财经
1060,2021-07-09,A股收盘综述：两市下探回升小幅收跌，锂电产业链涨势扩散,Wind
1061,2021-07-09,业绩“见光死”？预增170%股价反跌停！强势板块普遍杀跌,Wind
1062,2021-07-09,A股整体低开低走 江苏索普一字涨停 酒鬼酒略微高开后直线闪崩 带崩整个板块 连续下跌,e公司
1063,2021-07-09,资源类周期股普涨！这只航运龙头为何连续下挫？ 连续下跌,上证报
1064,2021-07-09,业绩“见光死”？预增170%股价反跌停！强势板块普遍杀跌，创业板指剧烈波动…调整期来了？,证券时报
1065,2021-07-09,10倍白酒股直线闪崩，外资疯狂套现10亿！还带崩整个板块，更有周期大牛股暴跌500亿！发生了什么？,e公司
1066,2021-07-09,翻涨31倍！中远海控上半年净利370亿元,海事服务网
1067,2021-07-09,业绩预增亚军来了，大增179倍，涨价题材股集体嗨了,Wind
1068,2021-07-09,【异动股】中远海控(01919.HK)跌5.17%,金融界
1069,2021-07-09,中远海控发盈喜后获利盘出逃 现再跌近10%,新浪
1070,2021-07-09,港股异动 | 中远海控(01919)盈喜后获利盘出逃 早盘再跌超12% 上半年预计盈利371亿,智通财经
1071,2021-07-09,上半年净利润大涨近32倍，市值却跌去500亿，中远海控怎么了？,AI财经社
1072,2021-07-09,A股融资融券日报：两融余额增加46.58亿元（7月8日）,Wind
1073,2021-07-09,智通港股通占比异动统计|7月9日,智通财经
1074,2021-07-09,锂电池概念股再现涨停潮，逾10亿北向资金扫货两只龙头股（名单）,21世纪经济报道
1075,2021-07-09,北向资金动向盘点：持续净买入“食品饮料”,Wind
1076,2021-07-09,港股盘前必读：小鹏汽车将于7月20日收市后被纳入恒生综合指数,Wind
1077,2021-07-09,中远海控迎强周期日赚两亿 股价累涨10倍市值达4000亿,长江商报
1078,2021-07-09,港股互联网标杆接连重挫，回撤30%可否抄底？,Wind
1079,2021-07-09,集运运价涨势不减，欧美航线需求强劲,中信建投证券研究
1080,2021-07-09,A股走势震荡分化，成长风格料延续,Wind
1081,2021-07-09,传统周期股预增，市场为何不买账？,Wind
1082,2021-07-09,业绩预增亚军来了 暴增179倍 江苏索普业绩爆表 涨价题材股集体嗨了,券商中国
1083,2021-07-08,集装箱变印钞机！中远海控半年赚371亿，日入2亿，市值却一天蒸发355亿 连续下跌,时代周报
1084,2021-07-08,中报行情频现业绩高增标的，资金青睐成长型科技股,第一财经
1085,2021-07-08,业绩同比增长31.6倍股价大跌近5%，“周期之王”中远海控在搞啥？ 盈利能力下降,上游新闻
1086,2021-07-08,75股获买入评级 最新:保利地产,中财网
1087,2021-07-08,中远海控(01919)：上半年盈利骤增32倍，“周期之王”起飞了?,智通财经
