,2021-12-31,行业观察|半岛超声炮大火 医美设备厂商国产替代空间广阔,财联社
572,2021-06-07,医药生物行业：新冠疫苗标的调整到位 重点推荐智飞生物、复星医药等,新浪
573,2021-06-06,全球“战疫”形势推演；6月金股推荐丨一周重点研究报告,开源证券研究所
574,2021-06-04,上市不到一年再出海，不缺钱的爱美客（300896.SZ）赴港淘金？,--
575,2021-06-03,新股前瞻丨上市不到一年再出海，不缺钱的爱美客（300896.SZ）赴港割韭菜？,智通财经
576,2021-06-03,振东制药“秃然”反悔 杀疯了的医美赛道还有哪些药企入局？,新浪
577,2021-06-03,[路演]可靠股份：近几年销售收入持续增长，渠道建设效果显着,全景网
578,2021-06-03,医美板块回弹，爱美客、贝泰妮、华熙生物、华东医药、国际医学集体拉涨,Wind
579,2021-06-03,融资客青睐9股，永辉超市买入占比高达42.40%,Wind
580,2021-06-02,富时罗素季度调整结果公布，速看新增剔除A股标的全名单,Wind
581,2021-06-02,A股融资融券日报：两融余额增加83.42亿元（6月1日）,Wind
582,2021-06-02,每日财报|华东医药子公司获在研产品SCO-094独家许可英科医疗实控人减持,搜狐
583,2021-06-01,涨飞了的医美，上市公司是如何布局的？,华尔街见闻
584,2021-06-01,晚间重要公告2021年6月1日星期二,Wind
585,2021-06-01,华东医药引入GLP-1/GIP双靶点激动剂,上证报
586,2021-06-01,医美行业：从医美产业链视角出发 探究注射医美行业发展逻辑,新浪
587,2021-06-01,华东医药(000963.SZ)获得降糖减肥在研药SCO-094的独家许可,智通财经
588,2021-06-01,华东医药(000963.SZ)2020年度权益分派10派2.3元 股权登记日为6月8日,格隆汇
589,2021-06-01,华东医药(000963.SZ)每10股派2.3元,智通财经
590,2021-06-01,华东医药：获SCO-094产品独家许可,e公司
591,2021-06-01,华东医药：子公司签署产品独家许可协议,Wind
592,2021-06-01,A股资金流向（6月1日）：周期股重获资金青睐，券商龙头遭抛售,Wind
593,2021-06-01,华东医药：目前公司中药领域除百令系列产品外，暂无其他产品布局,每日经济新闻
594,2021-06-01,华东医药：公司吡格列酮二甲双胍（卡双平）和吲哚布芬2020年销售收入同比均实现翻倍增长,每日经济新闻
595,2021-06-01,华东医药：因新冠疫情对Ellanse?在美国注册有影响，目前正在进行中,每日经济新闻
596,2021-06-01,华东医药：全球独家胶原蛋白刺激剂长效微球Ellanse?伊妍仕?获得NMPA上市批准，将于下半年正式登陆中国大陆市场,每日经济新闻
597,2021-06-01,医美板块急速回落，华东医药、朗姿、苏宁环球、冠昊生物、华熙生物等普跌,Wind
598,2021-06-01,全球首创卵巢癌新药临床申请受理；GSK消费保健品携手淘宝大学；阿斯利康打造京津冀科创高地,GBIHealth
599,2021-06-01,商业贸易行业深度报告：颜值经济时代医美需求风起 产品端龙头公司强者恒强,新浪
600,2021-05-31,粤开策略：12省骨科创伤耗材带量采购启动 关注转轨创新的企业,新浪
601,2021-05-31,粤开医药行业周报|12省骨科创伤耗材带量采购启动，国药集团新冠疫苗Ⅲ期临床数据出炉,粤开崇利论市
602,2021-05-30,[公司]华东医药全资子公司 High Tech 冷冻溶脂核心产品 Cooltech Define 获澳洲TGA 认证,全景网
603,2021-05-30,卫健委要求通报贿赂案；飞检覆盖医药电商；专利补偿有新解释,健识局
604,2021-05-29,下一个华东医药？极具性价比的医美新势力，未来成长空间广阔！,瞪羚社
605,2021-05-28,华东医药1类新药IMGN853获批关键性单臂临床试验,新浪
606,2021-05-28,医美板块快速下滑，苏宁环球炸板,Wind
607,2021-05-28,每日“药”闻|康方生物CD47单抗获批临床；加科思KRAS G12C抑制剂获批临床,读懂财经
608,2021-05-28,解盘：百亿资金流入，电池、稀有金属、新能源汽车领涨,Wind
609,2021-05-28,医美板块大幅攀升，苏宁环球冲击涨停,Wind
610,2021-05-27,华东医药：全球首创ADC新药临床试验获受理,中证网
611,2021-05-27,华东医药(000963.SZ)：生物制品1类新药IMGN853另一中国关键性单臂临床试验申请获受理,格隆汇
612,2021-05-27,IMGN853中国关键性单臂临床试验申请获受理 华东医药加速抗癌ADC新药研发,证券日报网
613,2021-05-27,华东医药(000963.SZ)获得药品临床试验申请受理通知书,智通财经
614,2021-05-27,华东医药：获得药品IMGN853临床试验申请受理通知书,格隆汇
615,2021-05-27,华东医药IMGN853又一临床试验获受理 系全球首个FRα靶点ADC药物,全景网
616,2021-05-26,2天市值暴跌超300亿 ！长春高新火速回应难挽人心，资金在担忧什么？ 连续下跌,证券时报网
617,2021-05-26,浙江区域股市周报：29家机构调研浙商中拓 华东医药进入浙江股市值前10强,每日经济新闻
618,2021-05-26,医美行业颜值经济系列深度报告之一：变美步履不停 “颜值经济”浪潮来临,新浪
619,2021-05-26,A股融资融券日报：两融余额增加26.93亿元（5月25日）,Wind
620,2021-05-25,华东医药乌司奴单抗生物类似药进入临床三期 剑指300亿元国内银屑病市场,证券日报网
621,2021-05-25,华东医药银屑病单抗即将Ⅲ期临床 原研药乌司奴单抗垄断将破？,每日经济新闻
622,2021-05-25,冲击乌司奴单抗全球首仿 华东医药重磅新药进入三期临床,上证报
623,2021-05-25,华东医药(000963.SZ)：将于6月启动HDM3001产品(QX001S)Ⅲ期临床试验,智通财经
624,2021-05-25,华东医药(000963.SZ)：HDM3001产品(QX001S)将于6月开展Ⅲ期临床试验,格隆汇
625,2021-05-25,药企资本运作加快：跨界、并购、股权转让,Wind
626,2021-05-25,安信证券--商贸零售：4月社零同比19年同期增长8.8%，朗姿医美携手艾尔建美学开展国际战略合作【行业研究】,金融界股吧
627,2021-05-25,医美板块午前发力，华熙生物大涨9%,Wind
628,2021-05-25,华东医药大涨,新浪
629,2021-05-24,华东医药接受8家机构调研！短期主力资金净流出，存在资金分歧,每日经济新闻
630,2021-05-24,12家知名药企并了！,汇聚南药
631,2021-05-24,隐秘角落：除了Big Pharma和Biotech，另一只创新力量正崛起,药融圈
632,2021-05-24,华东医药：玻尿酸获欧盟认证,财富动力网
633,2021-05-23,专题策划一|医美三巨头研发、营销、管理各有所长,财联社
634,2021-05-23,医美赛道火爆牛股辈出：爱美客、昊海生科和华熙生物三巨头大盘点,财联社
635,2021-05-23,股价触底后两倍飙涨背后 华东医药增长空间正大幅抬升丨黄金眼,全景网
636,2021-05-21,商业贸易-医美行业深度：颜值经济乘风起 医美产业相辉映,新浪
637,2021-05-21,浙江震元(000705.SZ)拟将不超过200万股的华东医药股份开展转融通证券出借交易,智通财经
638,2021-05-20,华东医药：公司拥有全资子公司英国Sinclair、西班牙High Tech以及参股公司美国R2、瑞士Kylane四个研发中心，及荷兰、法国、美国、瑞士和保加利亚五个生产基地，核心产品已在全球60多个国家和地区上市,每日经济新闻
639,2021-05-20,华东医药：3期临床工作，预计今年会完成整体受试者入组,每日经济新闻
640,2021-05-20,华东医药：公司并未直接布局养老产业,每日经济新闻
641,2021-05-20,华东医药：目前公司GLP-1受体激动剂利拉鲁肽注射液其糖尿病适应症以及减肥适应症在国内均在开展3期临床研究,每日经济新闻
642,2021-05-20,华东医药(000963.SZ)：控股股东解除质押1952万股,格隆汇
643,2021-05-20,医美概念板块再度拉升 ，留给跨界者的空间还有多大？,新京报
644,2021-05-20,"华东医药现1笔大宗交易 共成交4,373.44万元",新浪
645,2021-05-20,华东医药今日大宗交易成交93.29万股，成交价46.88元折价4.68%,Wind
646,2021-05-20,-中国医美行业调研简报：市场简报，医美注射剂快速发展，爱美客、华东医药、华熙生物及昊海生物哪家强【行业研究】,金融界股吧
647,2021-05-19,12家知名药企并了！,医药观察家网
648,2021-05-19,狂飙！A股掀起锂电风暴，医美板块也不甘落后,Wind
649,2021-05-19,A股融资融券日报：两融余额增加53.49亿元（5月18日）,Wind
650,2021-05-19,华东医药：斩获第十二届天马奖三大奖项,e公司
651,2021-05-18,21深度｜最高降超90%！上市药企整体销售费用近五年首降，“带金销售”风真刹住了？,21世纪经济报道
652,2021-05-18,速读社丨渤健携手Capsigen合作开发基因疗法 首个阿昔替尼仿制药即将获批上市,新浪医药
653,2021-05-18,浙商证券维持华东医药买入评级，华东医药点评报告：玻尿酸获欧盟认证，国际医美布局再下一城,每日经济新闻
654,2021-05-18,浙商证券：华东医药（000963.SZ）玻尿酸获欧盟认证，维持“买入”评级,智通财经
655,2021-05-18,A股资金流向（5月18日）：资金避高就低，医药龙头遭抛售,Wind
656,2021-05-18,医美概念异动拉升，鲁商发展涨超7%，华东医药、朗姿股份、江苏吴中跟涨。,新浪
657,2021-05-18,医美板块盘初即发动攻势，鲁商发展冲击涨停,Wind
658,2021-05-18,每日财报|华东医药医美项目获欧盟CE证书格力电器二期回购60亿元,搜狐
659,2021-05-18,领涨板块快速切换，权重股助推沪指收复3500点,Wind
660,2021-05-17,华东医药含利卡多因Perfectha尿酸获欧盟CE认证 医美产品进入集中收获期,全景网
661,2021-05-17,华东医药(000963.SZ)子公司含利多卡因 Perfectha?产品获得欧盟CE认证,智通财经
662,2021-05-17,华东医药：含利多卡因Perfectha?产品获欧盟CE认证正积极筹备GlacialSpa?中国上市销售工作,格隆汇
663,2021-05-17,华东医药：Perfectha系列产品获欧盟CE认证证书,格隆汇
664,2021-05-17,华东医药：子公司医疗器械获得欧盟CE认证,Wind
665,2021-05-17,生物医药行业周报：第七次人口普查结果发布 利好辅助生殖及养老领域,新浪
666,2021-05-17,粤开医药：中医药服务出口基地政策落地 关注中药投资机会,新浪
667,2021-05-17,商贸零售：华熙生物“御龄双子针”差异化切入医美针剂市场 爱美客启动港股上市筹备工作,新浪
668,2021-05-17,板块异动丨医美市场持续火爆 医美概念股再度上扬,智通财经
669,2021-05-17,华东医药大涨7.43% 股价报51.32元,中新经纬
670,2021-05-17,医美板块反复活跃，贝泰妮大涨9%,Wind
671,2021-05-15,浙江区域股市周报：新和成进市值前10强 50家机构调研盈峰环境,每日经济新闻
672,2021-05-14,"华东医药现1笔大宗交易 共成交5,780.87万元",新浪
673,2021-05-14,医美板块如期分化朗姿股份等趋势股表现较弱,财联社
674,2021-05-14,北向资金大幅减持股名单 减持股份,证券时报网
675,2021-05-14,A股融资融券日报：两融余额减少1.64亿元（5月13日）,Wind
676,2021-05-13,华东医药 老牌药企的“美丽”大行动,亿邦动力
677,2021-05-13,华东医药：最具潜力的老牌医美龙头,Ofweek
678,2021-05-13,A股融资融券日报：两融余额增加44.12亿元（5月12日）,Wind
679,2021-05-13,Ⅲ期临床试验获批 华东医药推进肾功能检测新药,全景网
680,2021-05-12,1类新药国际多中心Ⅲ期临床获批 华东医药积极融入全球医药研发产业链,e公司
681,2021-05-12,5月12日晚间上市公司十大重磅公告,巨丰财经
682,2021-05-12,医美行业深度报告：星火燎原 医美的黄金时代,新浪
683,2021-05-12,华东医药：获得MB-102临床试验批准通知书,e公司
684,2021-05-12,华东医药(000963.SZ)子公司获得药物临床试验批准通知书,智通财经
685,2021-05-12,华东医药：1类新药MB102注射液(Relmapirazin)国际多中心Ⅲ期临试申请获批,格隆汇
686,2021-05-12,华东医药(000963.SZ)：1类新药MB102注射液(Relmapirazin)国际多中心Ⅲ期临试申请获批,格隆汇
687,2021-05-12,【国金医药】医美行业深度：医美黄金时期，美丽经济亟待腾飞,医药研选
688,2021-05-12,华东医药/MediBeacon1类新药MB-102注射液获批临床,Insight数据库
689,2021-05-12,A股融资融券日报：两融余额增加29.68亿元（5月11日）,Wind
690,2021-05-12,东亚早八点：把握养老产业投资机会｜5月13日,新浪
691,2021-05-11,[路演]华东医药：提升医美填充高端产品伊妍仕品牌知名度 预计今年将覆盖100-200家医院,全景网
692,2021-05-11,[路演]华东医药：开拓医药商业业务 加强医药商业模式创新转型,全景网
693,2021-05-11,[路演]华东医药：2020年原料外销和国外客户定制CDMO业务增长快速,全景网
694,2021-05-11,2021年医药行业5月策略报告：短期波动不改长期趋势 仍重点推荐疫苗等,新浪
695,2021-05-10,商业贸易行业跟踪周报2021年第17期：华熙生物和爱美客分别发布医美新品“御龄双子针”和“冭活” 爆品打造值得期待,新浪
696,2021-05-10,A股融资融券日报：两融余额减少25.99亿元（5月7日）,Wind
697,2021-05-10,机构调研密集出击 医药行业门庭若市,中证网
698,2021-05-09,浙江区域股市周报：174家机构调研宁波银行华东医药进入浙江股市值前10强,每日经济新闻
699,2021-05-08,投资人视角丨网售处方药政策迎“松绑”？跑马圈地背后“开闸”从缓,E药经理人
700,2021-05-07,疫苗之后是医美，概念股集体大跌，风险真的来了？ 连续下跌,搜狐
701,2021-05-07,医美板块持续回调，朗姿股份触及跌停,Wind
702,2021-05-07,线下医美消费火爆 A股医美概念股获资金的力捧,证券日报
703,2021-05-07,腰斩后翻三倍！复盘持有华东医药六年的心路历程,雪球
704,2021-05-07,每日理财观察：大宗商品狂欢，多种商品刷新历史,Wind
705,2021-05-07,A股融资融券日报：两融余额增加68.2亿元 5月6日）,Wind
706,2021-05-07,A股风格又切换！创业板一度跌逾4%，顺周期扛鼎市场,Wind
707,2021-05-06,华东医药(000963)：拟于5月11日下午举行网上业绩说明会,发布易
708,2021-05-06,逾四成A股上市药企销售费用同比增长复星医药广告宣传砸钱最猛,北京商报
709,2021-05-06,最新龙虎榜动向：2.32亿资金抢筹太钢不锈，7.35亿资金出逃华东医药（名单）,21世纪经济报道
710,2021-05-06,华东医药跌停成交逾76亿元，深股通净卖出超3亿元,第一财经
711,2021-05-06,跌停板解密：两类个股遭大单集中卖出！（5月6日）,Wind
712,2021-05-06,华东医药龙虎榜数据（5月6日）,Wind
713,2021-05-06,华东医药今日跌停深股通卖出4.66亿元,第一财经
714,2021-05-06,华东医药跌停 北向资金净卖出超3亿元,e公司
715,2021-05-06,华东医药今日跌停，外资择机出货,Wind
716,2021-05-06,A股资金流向（5月6日）：消费、疫苗龙头遭资金抛售,Wind
717,2021-05-06,德展健康：积极推进医美业务 未来有望实现业绩持续释放,发布易
718,2021-05-06,北上资金逆势回流A股，外资调研青睐三大行业,Wind
719,2021-05-06,2021年，国内药企加速调整研发战略,制药网
720,2021-05-06,社保基金长线坚守36只股（附股）,证券时报网
721,2021-05-06,华东医药跌停，振幅12.46%,中新经纬
722,2021-05-06,解盘：资金小幅流入，煤炭、纯碱、金属、火电领涨,Wind
723,2021-05-06,A股午盘综述：创业板指跌3.21%，疫苗概念深度回调,Wind
724,2021-05-06,医美板块大幅跳水华东医药触及跌停 连续下跌,格隆汇
725,2021-05-06,医疗美容概念股跳水，爱美客跌超10%,Wind
726,2021-05-06,医美概念迅速走低 华东医药触及跌停,e公司
727,2021-05-06,Wind医药：每日行业动态（2021-05-06）,Wind
728,2021-05-06,德展健康：最被低估的医美概念股？,投资家
729,2021-05-06,天风证券首予华东医药买入评级：医美版图持续开拓，医药工业创新转型，目标价63.55元,每日经济新闻
730,2021-05-06,A股融资融券日报：两融余额减少152.9亿元（5月5日 ）,Wind
731,2021-05-06,24股获北向资金加仓超亿元,证券时报网
732,2021-05-06,A股早报2021年5月6日星期四,Wind
733,2021-05-06,苹果业绩大超预期，产业链公司被扎堆调研（附名单）,Wind
734,2021-05-04,假期医美手术预约排满，机构力推这些个股，公私募大佬扎堆布局,证券之星
735,2021-05-02,下周操盘攻略：科创板、创业板资产重组面临重大改革,Wind
736,2021-05-01,国内首个鼻部塑形适应症玻尿酸获批上市，医美行业大爆发的背后最关键是这一点！,E药经理人
737,2021-05-01,外来和尚会念经？医美集体暴涨，跨界企业更受资本追捧 | 颜值经济,华夏时报
738,2021-05-01,布局医美，加码生物药，华东医药大力升级转型，值得传统药企学习！,药融圈
739,2021-04-30,赚1400万也不卖，1.56亿继续加码另一龙头，医美掀涨停潮背后最大赢家浮现,证券之星
740,2021-04-30,祛颈纹的嗨体赚嗨了！玻尿酸三巨头首季财报大比拼：华熙生物体量最大，爱美客净利狂增3倍,时代财经
741,2021-04-30,这只医美股逆市涨停，北向资金净买入3.6亿元，机构却卖出（附股）,21世纪经济报道
742,2021-04-30,医美股节前逆市掀涨停潮，游资积极买卖，聪明资金大幅加仓这只股,第一财经
743,2021-04-30,A股主力资金流向（4月30日）：医药股获资金爆买,Wind
744,2021-04-30,A股收盘：创业板指为何逆市涨超1%？生物医药股霸占大半周线前十成分股,证券之星
745,2021-04-30,华东医药龙虎榜数据（4月30日）,Wind
746,2021-04-30,华东医药强势涨停深股通大幅买入,第一财经
747,2021-04-30,主力动向｜54股主力买入超亿元！复星医药、华东医药、隆基股份、东方财富、赣锋锂业位居前五！,上游新闻
748,2021-04-30,涨停板解密：资金追捧，医药股逆市现涨停潮！（4月30日）,Wind
749,2021-04-30,医美股又双叒掀涨停潮：4月表现猛过白酒 下一个弯道超车风口已现,中财网
750,2021-04-30,A股收盘综述：上证指数跌0.81%，创业板指涨1.31%,Wind
751,2021-04-30,【行情】医美板块继续走强，苏宁环球午后封板，景峰医药、奥园美谷、哈三联、华东医药等近10股涨停,金十数据
752,2021-04-30,港A医美概念股集体爆发！华东医药、贝泰妮、瑞丽医美等多股创历史新高,格隆汇
753,2021-04-30,半日主力资金丨青睐医美、汽车股华东医药获加仓超12亿元,第一财经
754,2021-04-30,解盘：一季报超预期公司大幅领涨,Wind
755,2021-04-30,A股午盘综述：上证指数跌0.51%，创业板指大涨收复3100点,Wind
756,2021-04-30,华东医药(000963)：一季报发布 少女针及HIGHTECH收购进一步增厚公司业绩,广发证券
757,2021-04-30,华东医药接受51家机构调研,每日经济新闻
758,2021-04-30,A股异动丨华东医药(000963.SZ)涨停续创新高 市值超900亿元,格隆汇
759,2021-04-30,社保基金连续4个季度以上持有191股 最长已持有50个季度,证券时报网
760,2021-04-30,板块异动丨产业潜在市场空间广阔 医美概念股持续拉升,智通财经
761,2021-04-30,融资客青睐7股，中国交建买入占比高达42.92%,Wind
762,2021-04-30,科技和消费板块炙手可热 机构解码“擒牛术”,中证网
763,2021-04-30,A股融资融券日报：两融余额减少11.12亿元（4月29日）,Wind
764,2021-04-29,财知道｜华东医药年报：丢失阿卡波糖片后医美才是“良药”？,36氪
765,2021-04-29,“少女针”VS“童颜针” 两大医美巨头的“新角力”,投资界
766,2021-04-29,社保基金长线坚守31只股（附股）,证券时报网
767,2021-04-29,解盘：资金持续流入，证券、半导体、智能音箱领涨,Wind
768,2021-04-29,A股融资融券日报：两融余额增加19.61亿元（4月28日）,Wind
769,2021-04-29,达伯舒Q1业绩公布；华东医药10天内又一交易，动作频频；恒瑞1类新药上市申请获受理,GBIHealth
770,2021-04-29,【兴业证券晨会聚焦0429】电子-5G时代已至，VR/AR蓄势待发；多行业-年报/Q1点评：华东医药、贵州茅台、扬农化工,兴证研究
771,2021-04-28,打造“研发共享科创中心” 华东医药拟9.15亿元投建生命科学产业园,中金在线
772,2021-04-28,4.9亿！华东医药收购道尔生物，加速创新转型,医药观察家网
773,2021-04-28,注意！年初看空新能源和医药的私募大佬，最近翻多了,Wind
774,2021-04-28,东吴证券维持华东医药买入评级：医美与医药商业快速恢复增长，公司高端医美产品有望加速落地,每日经济新闻
775,2021-04-28,安信证券维持华东医药买入评级：集采失标和产品降价暂时影响21年Q1业绩，医美业务有望长期激发公司增长活力,每日经济新闻
776,2021-04-28,华东医药(000963)：业绩符合预期 创新转型加速,新浪
777,2021-04-28,Wind医药：每日行业动态（2021-04-28）,Wind
778,2021-04-28,医美行业正快速发展,大众证券报
779,2021-04-28,A股融资融券日报：两融余额减少23.65亿元（4月27日）,Wind
780,2021-04-28,73家公司获海外机构调研,证券时报网
781,2021-04-28,医美市场规模有望加速扩容,大众证券报
782,2021-04-27,华东医药“美”出圈：医美营收与股价齐飞，“主旋律”创新药大业如何发力？,21世纪经济报道
783,2021-04-27,华东医药正关注海南医美产业新政 拟4.88亿元收购道尔生物75%股权,e公司
784,2021-04-27,华东医药：一季度实现营收88.97亿元 力争实现2021年全年利润增长,中证网
785,2021-04-27,华东医药一季度医美业务恢复增长 加速推进研发生态圈逐步成形,证券日报网
786,2021-04-27,华东医药一季度净利降逾33% 医美板块表现不佳 盈利能力下降,中新经纬
787,2021-04-27,华东医药4.9亿收购道尔生物75%股权，加码抗体药物开发,医药魔方Info
788,2021-04-27,华东医药2021年一季度营收小幅增长 业绩环比稳步复苏,上证报
789,2021-04-27,晚间公告丨4月27日这些公告有看头,第一财经
790,2021-04-27,[公司]华东医药一季度医美业务恢复增长！加速国际医美产品落地海南自贸区,全景网
791,2021-04-27,华东医药：子公司收购浙江道尔生物科技有限公司75%股权,每日经济新闻
792,2021-04-27,华东医药(000963.SZ)第一季度归母净利润同比下降33.90%至7.58亿元 盈利能力下降,智通财经
793,2021-04-27,华东医药：2021年第一季度净利润约7.58亿元，同比下降33.90%,每日经济新闻
794,2021-04-27,华东医药(000963.SZ)一季度净利润降33.9%至7.58亿元,格隆汇
795,2021-04-27,A股上演“V”型反转，千亿巨头却闪崩跌停！特斯拉又出事了,Wind
796,2021-04-27,华东医药：一季度净利润同比减少33.9% 盈利能力下降,Wind
797,2021-04-27,颜值经济推动医美市场高景气，这些细分领域龙头值得关注丨牛熊眼,第一财经
798,2021-04-27,医美板块逆市上涨0.53% 双鹭药业、奥园美谷涨停,证券日报网
799,2021-04-27,医美板块午后再度活跃，朗姿股份涨停,Wind
800,2021-04-27,颜值经济推动医美市场高景气 爱美客一季度营收净利双双大增,第一财经
801,2021-04-26,八大券商主题策略：深度挖掘疫苗产业链机会 核心资产标的名单曝光,中金在线
802,2021-04-26,天风证券：医美行业扶摇直上 产品储备竞相卡位轻医美细分赛道,--
803,2021-04-26,休闲服务行业周报：持续关注“颜值经济”投资机遇,国海证券
804,2021-04-26,华东医药大涨7.02%，振幅7.68%,中新经纬
805,2021-04-26,A股异动：医美概念板块持续拉升，宜华健康触及涨停,证券之星
806,2021-04-26,五日龙虎榜追踪 机构抢筹这34股,证券时报网
807,2021-04-26,医美板块走强华东医药(000963.SZ)再创历史新高,格隆汇
808,2021-04-26,A股融资融券日报：两融余额减少29.83亿元（4月23日）,Wind
809,2021-04-25,疯狂的医美炒预期还是看业绩？华东医药创新高，10天9板的金发拉比停牌核查 | 颜值经济,华夏时报
810,2021-04-24,千亿白马歌尔股份强势反弹 混改兑现徐工机械高位承压,财富动力网
811,2021-04-24,上市药企2020年报解码：谁大把花钱做销售推广？谁重金搞研发？,经济观察网
812,2021-04-24,上市药企2020年报解码，医疗器械公司净利增幅大,Wind
813,2021-04-23,华东医药蜕变！11款新药、6个新品出击,医药网
814,2021-04-23,医美业务下滑三成，华东医药单押少女针，但爱美客“同款”7年销售额不过亿 盈利能力下降,证券之星
815,2021-04-23,华东医药医美营收同比下滑约三成 收购之路未来可不可期？ 盈利能力下降,中国经济网
816,2021-04-23,华东医药：公司百令胶囊OTC品种已开始上市销售,Wind
817,2021-04-23,华东医药：预计“少女针”下半年在中国大陆上市销售,Wind
818,2021-04-23,A股融资融券日报：两融余额增加33.53亿元（4月22日）,Wind
819,2021-04-22,医美板块持续火热，朗姿股份大涨6%,Wind
820,2021-04-22,A股早报2021年4月22日星期四,Wind
821,2021-04-22,A股融资融券日报：两融余额增加11.59亿元（4月21日）,Wind
822,2021-04-22,医美龙头获机构强烈认可 游资短线割肉长源电力,财富动力网
823,2021-04-21,【金财富早知道】2021-04-22,赢家之星
824,2021-04-21,医美仅仅是女人的事情?这么想就太落伍了,Wind
825,2021-04-21,华东医药2020年营收337亿元 加速“创新药+医美”布局,21世纪经济报道
826,2021-04-21,华东医药等29股获特大单资金净流入超亿元,证券时报网
827,2021-04-21,毛利率超90%，医美王者爱美客到底强在哪？,云掌财经
828,2021-04-21,医美板块再度领涨两市，华东医药获机构、北向资金追捧，股价创新高,21世纪经济报道
829,2021-04-21,默沙东终止一新冠药物研发；辉瑞第三代ALK抑制剂上市申请获受理；华东医药入股诺灵生物,GBIHealth
830,2021-04-21,9成盈利、54家业绩翻番：基金增持，医药股掀涨停潮,Wind
831,2021-04-21,[快讯]华东医药股价创历史新高 年内涨幅近70% 2020年业绩符合预期,全景网
832,2021-04-21,华东医药龙虎榜数据（4月21日）,Wind
833,2021-04-21,华东医药放量大涨8%，机构、外资齐加仓,Wind
834,2021-04-21,A股资金流向（4月21日）：医美龙头获青睐，华为汽车概念遭抛售,Wind
835,2021-04-21,粤开医药研究|网售处方药全面放开，第五批带量采购箭在弦上,粤开证券微服务
836,2021-04-21,[快讯]华东医药早盘大涨7.73% 创历史新高！ 2020年医药工业逆势双增长,全景网
837,2021-04-21,中泰证券：华东医药（000963.SZ）业绩符合预期，维持“买入”评级,智通财经
838,2021-04-21,医美板块午后持续走高，华东医药涨停,Wind
839,2021-04-21,医美股强势回归华东医药(000963.SZ)创历史新高,格隆汇
840,2021-04-21,解盘：大消费崛起，医美、白酒、疫苗、乳业指数领涨,Wind
841,2021-04-21,华东医药去年营收降净利原地走 国际医美营收降37% 盈利能力下降,中国经济网
842,2021-04-21,医美板块全线爆发，朗姿股份涨停创阶段新高,Wind
843,2021-04-21,诺灵生物获3500万元战略投资，华东医药与福广鸿信联合投资,投资界
844,2021-04-21,【 华东医药| 年报点评】2020年业绩增长符合预期，医美管线潜力逐步释放【安信医药马帅团队】,医药马帅团队
845,2021-04-21,Wind医药：每日行业动态（2021-04-21）,Wind
846,2021-04-21,A股融资融券日报：两融余额增加26.01亿元（4月20日）,Wind
847,2021-04-20,华东医药去年医药工业研发投入超14亿元 ROE连续14年超20%,证券时报
848,2021-04-20,华东医药加速推进“创新药+医美”布局 去年实现营收337亿元,e公司
849,2021-04-20,华东医药(000963.SZ)：中美华东拟投资建设生命科学产业园项目一期和二期,智通财经
850,2021-04-20,华东医药(000963.SZ)2020年度净利润升0.24%至28.2亿元拟10派2.3元,格隆汇
851,2021-04-20,华东医药(000963.SZ)年度归母净利同比增长0.24%至28.2亿元 每10股派2.3元,智通财经
852,2021-04-20,华东医药：2020年净利润28.2亿元同比增长0.24%，拟10派2.3元,Wind
853,2021-04-20,叶叶财经：今天三大股指冲高回落，两板块超预期，明天该如何操作？,云掌财经
854,2021-04-20,医美行业大爆发，相关优质公司分析！,云掌财经
855,2021-04-20,A股午盘综述：上证指数涨0.29%，创业板指涨0.67%,Wind
856,2021-04-20,医美板块崛起，龙头爱美客大涨8%,Wind
857,2021-04-20,东吴证券--商业贸易行业跟踪周报2021年第15期：华东医药“少女针”获批，医美行业群雄并起【行业研究】,金融界股吧
858,2021-04-20,万联证券--商业贸易行业周观点：多家公司发布一季度业绩预告，华东医药产品“少女针”获批【行业研究】,金融界股吧
859,2021-04-20,A股融资融券日报：两融余额增加83.5亿元（4月19日）,Wind
860,2021-04-20,华东医药携手诺灵生物，深度布局ADC领域,医药魔方
861,2021-04-19,[公司]华东医药入股“ADC独角兽”诺灵生物 战略布局全球稀缺核心技术,全景网
862,2021-04-19,华东医药(000963.SZ)与福广鸿信医药产投基金共同增资诺灵生物,智通财经
863,2021-04-19,上交所、中证指数公司发布中证红利质量指数等3条指数,Wind
864,2021-04-19,粤开证券--医药行业周报：网售处方药全面放开，第五批带量采购箭在弦上【行业研究】,金融界股吧
865,2021-04-19,A股融资融券日报：两融余额减少12.05亿元（4月16日）,Wind
866,2021-04-18,新药获批上市，该药要扰乱医美市场？,云掌财经
867,2021-04-18,医疗健康行业周报 |「宽岳骨科」完成数亿元B轮融资；国务院办公厅允许网络销售部分处方药,36氪
868,2021-04-18,2021医药板块龙头股有哪些股？,云掌财经
869,2021-04-18,医药投向标|传第五批集采开始报量首支国产mRNA新冠疫苗接近III期临床基因测序平台诺禾致源科创板上市,科创板日报
870,2021-04-17,【涨停预测】华东医药等周四有望冲击涨停(名单),云掌财经
871,2021-04-17,揭秘本周聪明钱｜资金潮暗涌，医药股跌出机会了？两大暴涨“妖股”被高位出货！,每日经济新闻
872,2021-04-16,「财富周评榜」医药大震荡：恒瑞医药市值周跌超500亿元，“手套茅”英科医疗股价下跌15.64%,华夏时报
