,2021-12-31,电子行业研报：车规半导体空间足，国产替代提速【华西电子团队】,每经网
469,2021-08-10,上证电子行业周报：人工智能发展助推FPGA成长,新浪
470,2021-08-10,紫光国微：中诚信国际维持公司主体及债项信用等级为AA+ 评级展望为稳定,凤凰网
471,2021-08-09,紫光国微：紫光宏茂微电子（上海）有限公司与本公司同为紫光集团的下属企业，此外与本公司无其他直接股权关系,每日经济新闻
472,2021-08-09,国防军工行业：长景气赛道 配置性需求 趋势不变,广发证券
473,2021-08-09,军工接棒新能源车？公募持仓创新高，“军工一哥”转战买方,Wind
474,2021-08-09,紫光国微：“牵手”中国电信，打造智慧化数据管理,中金在线
475,2021-08-09,狂追热门股，行业主题基金“挂羊头卖狗肉”！不顾契约精神？,Wind
476,2021-08-09,风格大漂移，近一成主题基金“跑题”追热点,Wind
477,2021-08-06,中诚信国际：将紫光国微及“国微转债”撤出信用评级观察名单,Wind
478,2021-08-06,军工接替新能源成下一匹黑马？公募持仓创历史新高，景气度“几十年不遇”,华夏时报
479,2021-08-05,云卡一体！紫光国微携手中国电信打造升级版超级SIM卡,砍柴网
480,2021-08-05,超级SIM卡应用升级，紫光国微与中国电信推出云卡一体备份功能,IT之家
481,2021-08-05,国防军工行业2021Q2军工行业基金持仓分析：主动基金军工持仓反弹 持续聚焦产业链中上游,新浪
482,2021-08-05,军工板块全线爆发，核心个股业绩高增长将逐渐兑现，优质股名单收好（附股）丨牛熊眼,第一财经
483,2021-08-05,A股午盘综述：沪市权重力扛指数，军工股全线爆发,Wind
484,2021-08-05,芯片股午前发力，东软载波20%涨停,Wind
485,2021-08-05,芯片股开始发力，中芯国际大涨5%,Wind
486,2021-08-04,国防军工行业H1持仓：机构化趋势强化 带来投资风格切换,天风证券
487,2021-08-04,三星Galaxy F52搭档超级SIM卡，5G入门由此开启,凤凰网
488,2021-08-02,兴业证券：7月金股组合亏损2.87% 8月荐股名单出炉 亏损,新浪
489,2021-08-02,暖风频吹！“十四五”军工迎重要窗口期，黄金时代来临,Wind
490,2021-08-02,周末大戏！2500亿赛道突生变数，1.3万亿锂矿大火,Wind
491,2021-08-01,黄金时代来临！军工产业链最全龙头名单曝光，高毅资产抢先布局这只股，高增长潜力股请收藏,证券时报网
492,2021-07-31,紫光国微：公司2021年度半年报的预约披露时间为8月25日,每日经济新闻
493,2021-07-31,紫光国微：FPGA是公司联营企业紫光同创的产品，该公司的新一代高性能产品的开发工作正在按照计划进行中,每日经济新闻
494,2021-07-31,电子板块基金持仓分析：市值占比持续攀升，龙头格局稳固,Wind
495,2021-07-29,紫光国微：与中广瑞波达成战略合作,e公司
496,2021-07-28,国防军工21年Q2基金持仓分析：军工重仓持股比例略升 板块具备中长期配置价值,新浪
497,2021-07-28,电子行业点评：半导体引领硬科技 2Q21机构持仓分析,新浪
498,2021-07-28,二季度机构大幅增持半导体板块,方正证券
499,2021-07-27,国防军工行业简评报告：基金持仓环比上升 业绩驱动迎最佳中报季,新浪
500,2021-07-27,电子行业周报：车规MCU大赛道 国产厂商谁有望突围,国海证券
501,2021-07-26,【兴证军工】2021Q2公募基金军工股持仓分析：略获超配空间仍然显着，景气如期估值加速回归,国防军工参考
502,2021-07-26,不平凡的7月：茅台新低股指尽墨，4成个股却上涨,Wind
503,2021-07-26,【行情】半导体板块大幅反弹，北京君正、紫光国微、士兰微等纷纷反弹,金十数据
504,2021-07-26,千亿巨头闪崩跌停潮：茅台跌1000亿，腾讯跌7%,Wind
505,2021-07-24,新能源对半导体的拉动分为两个层次，关注12条主线,方正证券
506,2021-07-23,大风口来了！深圳开展嵌入式SIM卡业务试点，适用于多智能场景，概念股名单抢先看（附股）,证券时报网
507,2021-07-23,18家千亿顶流基金公司调仓释放重要信息,Wind
508,2021-07-23,董承非管理的兴全趋势新进了紫光国微和妙可蓝多,金融界
509,2021-07-22,紫光集团破产重整步入引战阶段 业内预期国资背景接管概率大 减资破产,e公司
510,2021-07-22,半导体行业专题系列：一文看懂FPGA芯片投资框架,新浪
511,2021-07-22,基金二季报重仓股调查：仓位稳中有升，增配三大行业,Wind
512,2021-07-22,基金顶流压轴出场！仓位新低、重仓换血，未来咋走？,Wind
513,2021-07-22,创纪录大赚近九千亿，公募基金二季报全透视！,Wind
514,2021-07-22,基金重仓股变化折射时代变迁，宁德时代晋升为公募基金第二大重仓股,Wind
515,2021-07-21,TOP30基金挖掘出天赐、天奈、中伟股份等仨月翻倍个股 周蔚文董承非袁芳均减仓,新浪
516,2021-07-21,多措并举，盘点A股破产重整的那些事,Wind
517,2021-07-21,董承非、刘彦春、谢治宇、傅鹏博最新打法浮出水面,Wind
518,2021-07-20,紫光国微：芯片设计业务的发展需要产业链上下游相关环节的支持和保障，目前产业链安全方面的风险还比较大,每日经济新闻
519,2021-07-19,电子元件行业周报：为什么说光学是不可多得的好赛道,新浪
520,2021-07-19,电子元器件行业周报：SEMI展望半导体设备销售22年将新高,新浪
521,2021-07-19,高端制造：科技行业物联网周报：台积电：本季度开始4NM试产 半导体供应紧张将持续到明年,新浪
522,2021-07-17,紫光破产重整前奏：“紫光系”异动、重整方呼之欲出 减资破产,经济观察网
523,2021-07-17,破产重整已获法院受理 紫光集团未来谁主沉浮 减资破产,上证报
524,2021-07-16,紫光集团破产重整 “芯片狂人”赵伟国是与非 减资破产,新浪
525,2021-07-16,紫光国微：法院裁定受理间接控股股东重整 减资破产,Wind
526,2021-07-16,重整落定 紫光集团能否“涅盘重生”？,上证报
527,2021-07-16,又有基金遭爆炒：暴涨118%！基金公司紧急出手，跌停又跌停…,Wind
528,2021-07-16,紫光国微董事长兼首席执行官马道杰：可转债募资完成 将持续开拓第二增长曲线,中证网
529,2021-07-16,紫光集团面临破产重整 专家称高额负债忽视金融风险是主因 减资破产,证券日报
530,2021-07-15,紫光集团破产重整：旗下通信企业影响几何？ 减资破产,维库电子市场
531,2021-07-14,中诚信国际：关注紫光国微间接控股股东被申请重整,Wind
532,2021-07-14,中报预喜筹码集中股出炉，37股筹码连续3期集中,Wind
533,2021-07-14,海通证券研究所早报,新浪
534,2021-07-14,紫光集团破产重整反成利好？旗下这家公司股价竟上涨 减资破产,21世纪经济报道
535,2021-07-14,中报预喜的筹码集中股出炉，37股筹码连续3期集中,证券之星
536,2021-07-14,芯片赛道持续火热，34只概念股业绩翻番,Wind
537,2021-07-14,大涨在即！紫光国微可转债7月14日上市,搜狐
538,2021-07-13,紫光集团破产重整反成利好？旗下A股公司股价走势大相径庭，冯柳、董承非一季度刚刚大举买入,21世纪经济报道
539,2021-07-13,紫光集团破产重整反成利好？旗下A股股价走势大相径庭 冯柳、董承非一季度刚刚大举买入 减资破产,21世纪经济报道
540,2021-07-13,3000亿紫光集团被申请破产重整 阿里或500亿收购紫光股份？,新浪
541,2021-07-13,紫光国微：公司可转换债券已经完成上市审批流程，将于7月14日上市交易,每日经济新闻
542,2021-07-13,500亿元！曝阿里巴巴有意收购紫光股份,快科技
543,2021-07-13,紫光国微：1500万张“国微转债”于7月14日起挂牌交易,每日经济新闻
544,2021-07-13,紫光国微(002049.SZ)：“国微转债”将于7月14日深交所挂牌交易,智通财经
545,2021-07-13,紫光国微(002049.SZ)：15亿元可转债将于7月14日起在深交所挂牌交易,格隆汇
546,2021-07-13,逾期债务182亿元，紫光集团走向破产重整边缘，阿里是白武士？,时代周报
547,2021-07-13,航天军工行业周报(第二十六周),新浪
548,2021-07-13,关于紫光国芯微电子股份有限公司可转换公司债券上市交易的公告,深交所
549,2021-07-13,紫光展锐发布声明：紫光集团不直接参与业务经营、决策,第一财经
550,2021-07-13,智慧芯片龙头紫光国微于7月14日启动可转债上市交易,飞象网
551,2021-07-13,业绩大增股名单：34只芯片概念股上半年业绩翻倍,Wind
552,2021-07-13,刚见证历史就闪崩！千亿锂电巨头跌停，芯片龙头跌12%,Wind
553,2021-07-12,紫光集团被申请破产重整 专家：其本质是对债券纠纷处理不当 减资破产,中新经纬
554,2021-07-12,三千亿的紫光集团深陷破产危机：一场“买买买”引发的惨案！ 减资破产,格隆汇
555,2021-07-12,国防军工行业周报：中报预告持续反映行业景气 仍可积极布局,新浪
556,2021-07-12,千亿巨头紫光集团破产重组？ 紫光国微：基本无影响,上海有色
557,2021-07-12,3000亿芯片巨头破产重组！紫光股份、紫光国微提示股权变动风险,证券之星
558,2021-07-12,紫光国微回应紫光集团被申请破产：未造成直接影响,Ofweek
559,2021-07-12,紫光国微：集团重整未对公司日常生产经营造成直接影响,IT之家
560,2021-07-12,紫光国微：紫光集团通过全资子公司紫光春华持有本公司32.39%的股权,每日经济新闻
561,2021-07-12,紫光国微：公司的主营业务为芯片设计，生产制造委托专业晶圆代工厂完成,每日经济新闻
562,2021-07-12,紫光国微：公司的石英晶体产品在网络设备中有广泛应用,每日经济新闻
563,2021-07-12,紫光国微：紫光展锐与本公司为兄弟公司，没有直接或间接的其他股权关系,每日经济新闻
564,2021-07-12,紫光国微：紫光集团被债权人申请重整未对公司日常生产经营造成直接影响 减资破产,Wind
565,2021-07-12,紫光国微：紫光集团重整未对公司日常生产经营造成直接影响公司各项生产经营活动均正常开展,财联社
566,2021-07-12,遭破产重整后 ，紫光股价突然涨停,国际电子商情
567,2021-07-12,被申请破产重整 3000亿芯片巨头紫光发生了什么？,中新网
568,2021-07-12,近期汽车“芯荒”将缓解,中国经营报
569,2021-07-12,太平洋维持紫光国微买入评级：紫光集团配合司法审查，对紫光国微基本无影响,每日经济新闻
570,2021-07-12,间接控股股东紫光集团被申请重整，紫光国微、紫光股份集体低开,Wind
571,2021-07-12,每日理财观察：央行全面降准0.5个百分点，释放资金约1万亿,Wind
572,2021-07-12,上市公司正负面新闻2021年7月12日星期一,Wind
573,2021-07-11,下周操盘攻略：重磅数据即将公布，超预期全面降准对市场或有提振,Wind
574,2021-07-10,科技巨头被申请破产重整，旗下上市公司股权或生变！业绩持续高增名单出炉，8股净利连续翻倍增长,e公司
575,2021-07-10,3000亿芯片巨头！紫光集团被申请破产重整,新浪
576,2021-07-10,并购“拼图”八年，紫光“芯”碎,腾讯网
577,2021-07-10,芯片巨头紫光集团被申请破产重整，旗下A股公司急发风险提示！最新回应来了,上观
578,2021-07-10,上市公司正负面新闻2021年7月10日星期六,Wind
579,2021-07-10,芯片巨头紫光集团申请破产重组！紫光国微市值昨日刚破千亿,Ofweek
580,2021-07-10,突发！3000亿芯片巨头被申请破产重整，违约本息近70亿！旗下千亿子公司急发风险提示,和讯
581,2021-07-10,总负债超2000亿！紫光集团被申请破产重组 旗下公司提示股权变动风险,证券时报
582,2021-07-10,深夜突发：网信办下架滴滴旗下25款App 股价瞬间跳水,中国基金报
583,2021-07-10,"深夜突发！团灭了？网信办下架滴滴旗下25款App，股价瞬间跳水！3000亿芯片巨头，被申请破产重整！旗下千亿A股公司股权要变？
产品问题",中国基金报
584,2021-07-09,突发！3000亿科技巨头被申请破产重整！旗下千亿芯片公司股权或生变,中证报
585,2021-07-09,紫光国微(002049.SZ)：债权人徽商银行向北京一中院申请对紫光集团进行重整 减资破产,格隆汇
586,2021-07-09,清华大学拟无偿整体剥离清华控股，四川能投拟接盘,腾讯网
587,2021-07-09,晚间重要公告2021年7月9日星期五,Wind
588,2021-07-09,紫光国微：间接控股股东紫光集团被申请重整 减资破产,Wind
589,2021-07-09,紫光国微(002049.SZ)间接控股股东紫光集团被申请重整,智通财经
590,2021-07-09,【牛人重仓】紫光国微:前复权价创历史新高，今日资金流入2988.15万元，北向资金持股1411.67万股，融资余额170322.38万元；前3个交易日，北向资金增持-6.03万股，融资额增加15726.44万元，主力资金净流入24615.13万元,每日经济新闻
591,2021-07-08,【牛人重仓】紫光国微:前复权价创历史新高，今日资金流入-6602.61万元，北向资金持股1447.76万股，融资余额162985.72万元；前3个交易日，北向资金增持155.58万股，融资额增加2177.64万元，主力资金净流入30245.83万元,每日经济新闻
592,2021-07-08,章盟主力挺却遇上了机构组团出逃 站上历史新高的紫光国微还能买吗？,界面
593,2021-07-08,A股早报2021年7月8日星期四,Wind
594,2021-07-08,太阳能火热多机构追捧 游资后市乐观大买市场热股,财富动力网
595,2021-07-07,最新筹码集中股来了！这些巨头上榜（附名单）,东方财富
596,2021-07-07,龙虎榜机构新动向：净买入13股净卖出12股,证券时报网
597,2021-07-07,最新龙虎榜动向：2.51亿资金抢筹，南极电商涨停（名单）,21世纪经济报道
598,2021-07-07,市值突破1000亿！国产特种芯片龙头成千亿俱乐部新成员,中证报
599,2021-07-07,大盘探底回升 机构做多意愿回升,金融投资报
600,2021-07-07,机构今日买入这15股，卖出紫光国微8497万元丨龙虎榜,第一财经
601,2021-07-07,宁德时代“yyds”，A股市值超招行！滴滴小程序下架，阿里腾讯被罚,Wind
602,2021-07-07,龙虎榜 | 紫光国微涨停，深股通买入3.3亿元并卖出1.5亿元,上游新闻
603,2021-07-07,紫光国微龙虎榜数据（7月7日）,Wind
604,2021-07-07,龙虎榜|紫光国微涨停深股通净买入1.8亿元,财联社
605,2021-07-07,紫光国微(002049.SZ)涨停创历史新高市值首次突破千亿大关,格隆汇
606,2021-07-07,紫光国微尾盘涨停，总市值首次突破千亿大关,Wind
607,2021-07-07,又一半导体千亿巨头诞生！紫光国微的“芯”野望,砍柴网
608,2021-07-07,创业板涨3%，医药股大反攻！2000亿白马涨13%,Wind
609,2021-07-07,紫光国微市值突破千亿元,IT之家
610,2021-07-07,股价大涨超7% 紫光国微市值破千亿：全球出货量已超过120亿颗,快科技
611,2021-07-07,【银河军工李良】行业动态 2021.6丨短期震荡不改行业景气向上趋势，建议逢低加仓,新浪
612,2021-07-07,【银河军工李良】行业动态 2021.6丨短期震荡不改行业景气向上趋势，建议逢低加仓,中国银河证券研究
613,2021-07-06,先进制造行业2021年7月投资策略：七月防守为主 布局估值和增长匹配的中小市值标的,新浪
614,2021-07-06,华为杀入“最火赛道”，又一半导体新星冲击A股，什么信号？,Wind
615,2021-07-06,航空航天科技行业7月展望：进入中报季 产业链中游景气度高,新浪
616,2021-07-06,航空航天科技行业2H21展望：细分龙头迎戴维斯双击,新浪
617,2021-07-06,银河证券：短期震荡不改军工行业景气向上趋势，建议逢低加仓,Wind
618,2021-07-05,紫光国微：公司可以提供芯片或模组产品,Wind
619,2021-07-05,A股收盘综述：锂电、芯片强者恒强，多只价值蓝筹股大跌,Wind
620,2021-07-05,3倍芯片大牛股净利增12倍，更有重磅文件下发，什么信号？,Wind
621,2021-07-04,半导体行业月度深度跟踪：行业景气业绩兑现 关注AIOT智能化浪潮,新浪
622,2021-07-02,7 月金股出炉 ，遭北上资金抛售 21 亿的宁德时代仍获 9 家券商“抱团”推荐,ZAKER
623,2021-06-30,通信电子行业景气数据跟踪报告之六(2021年6月)：电动汽车浪潮开启 全球半导体龙头业绩靓丽,光大证券
624,2021-06-30,半年报前瞻|集成电路全产业链业绩喜人汽车IC设计、封测龙头领跑,财联社
625,2021-06-30,紫光国芯苏琳琳：国产汽车芯片需“亮剑”,证券时报网
626,2021-06-30,国产汽车芯片需“亮剑” 供需矛盾靠系统能力解决,证券时报
627,2021-06-29,紫光国微今日大宗交易成交6万股，成交价163.0元溢价8.91%,Wind
628,2021-06-29,汽车芯片重大进展，机构：最糟糕时刻已过去！,Wind
629,2021-06-29,紫光国微现1笔大宗交易 共成交978.00万元,新浪
630,2021-06-28,紫光国微(002049.SZ)：子公司拟使用不超2亿元闲置募集资金暂补流动资金,格隆汇
631,2021-06-28,全球汽车芯片竞赛已开启 紫光国微：全速前进,快科技
632,2021-06-28,41股获券商买入评级，恒力石化目标涨幅达70.40%,Wind
633,2021-06-25,国盛证券维持紫光国微买入评级：中国特种装备信息化的基石，国家治理数字化的尖兵,每日经济新闻
634,2021-06-24,A股共发生105宗大宗交易成交17.84亿元（6月24日）,Wind
635,2021-06-24,紫光国微今日大宗交易成交5.98万股，成交价147.7元溢价0.0%,Wind
636,2021-06-24,紫光国微现1笔大宗交易 共成交883.59万元,新浪
637,2021-06-23,紫光国微：深圳国微电子的产品可靠稳定、系列齐全，并可以根据客户需求提供完整的解决方案，具有很强的综合竞争能力,每日经济新闻
638,2021-06-23,紫光国微：特种集成电路产品主要用于对产品可靠性、稳定性有特殊要求的应用领域，目前没有汽车相关的产品,每日经济新闻
639,2021-06-23,紫光国微：公司的智能安全芯片在物联网相关领域有广泛应用，市场前景良好,每日经济新闻
640,2021-06-23,紫光国微：公司目前没有手机CPU相关的产品,每日经济新闻
641,2021-06-23,紫光国微：公司与紫光展锐为兄弟公司,Wind
642,2021-06-22,资金流向分析,新浪
643,2021-06-22,电子元件：AR 下一个蓝海,新浪
644,2021-06-21,电子行业周报：我们为什么强烈推荐核心半导体设备和材料,国海证券
645,2021-06-20,紫光国微(002049.SZ)：“18国微01”将于6月24日摘牌,智通财经
646,2021-06-18,电子设备、仪器和元件周报：种植业的“人造太阳”：LED产业链再成长,新浪
647,2021-06-17,复旦微产品遇市场同质化“窘境” 行业竞争加剧成长能力或承压,和讯
648,2021-06-17,紫光国微大涨,新浪
649,2021-06-17,紫光国微发行15亿元可转债：布局智慧产业生态,中新网
650,2021-06-16,紫光国微发行15亿元可转债：备受资本市场追捧,搜狐
651,2021-06-16,紫光国微披露可转债发行结果：遭弃购7.83万张由主承销商包销,财联社
652,2021-06-16,紫光国微(002049.SZ)披露可转债发行结果：遭弃购7.8296万张 由主承销商包销,格隆汇
653,2021-06-16,6月16日晚间重要行业研究汇总(附股),中金在线
654,2021-06-16,A股资金流向（6月16日）：资金大幅撤离新能源产业链龙头,Wind
655,2021-06-16,A股收盘综述：新能源产业链批量跌停，创业板指下挫逾4%,Wind
656,2021-06-16,紫光国微：公司的eSIM芯片已经用于一些智能联网终端中,每日经济新闻
657,2021-06-16,资金流向分析,新浪
658,2021-06-16,紫光国微：公司为第三代社保卡提供芯片产品,Wind
659,2021-06-16,紫光国微：公司可以为移动通信、金融、政务、汽车、工业、物联网等多个行业提供芯片、系统解决方案和终端产品,每日经济新闻
660,2021-06-16,紫光国微：公司车载控制芯片产品的研发工作按照计划顺利推进中，后面还需要花些时间完成很多相关测试工作,每日经济新闻
661,2021-06-16,紫光国微：5G超级SIM卡是公司推出的创新产品,Wind
662,2021-06-16,紫光国微：芯片产品开发到量产需要一定周期，未来盈利能力会有明显改善,Wind
663,2021-06-16,国防军工2021年中期投资策略：“十四五”需求加速落地 自下而上业绩为王,新浪
664,2021-06-16,国防军工行业：趋势不变 赛道空间、格局壁垒为要,广发证券
665,2021-06-16,紫光国微：募资部分用途存疑，应收账款减值风险需关注,面包财经
666,2021-06-15,申侃智联双周行第二期：硬件预埋下的投资机会解析：摄像头及激光雷达篇,新浪
667,2021-06-15,7成盈利、千亿扩产计划，半导体迎景气周期,Wind
668,2021-06-15,紫光国微(002049)：发行可转债 坚定高端化路线,华安证券
669,2021-06-15,华安证券维持紫光国微买入评级：发行可转债，坚定高端化路线,每日经济新闻
670,2021-06-15,航天军工行业周报(第二十三周),新浪
671,2021-06-14,紫光国微(002049.SZ)可转债网上中签号码出炉：中签号共80.1409万个,格隆汇
672,2021-06-11,百元股数量达163只，一日增加5只,证券时报网
673,2021-06-11,【东吴固收李勇｜转债】 国微转债：国内集成电路领军企业 20210611,李勇宏观债券研究
674,2021-06-10,价值+成长！480份中报预告揭秘A股业绩“牛”,Wind
675,2021-06-10,从股东户数增减看筹码集中度 其中一公司获70只基金持股,和讯
676,2021-06-10,紫光国微转债投资价值分析,新浪
677,2021-06-10,58股股东户数连降 筹码持续集中,证券时报网
678,2021-06-10,资金流向分析,新浪
679,2021-06-10,东北证券【新股】6月10日华菱线缆、扬电科技等申购，三峡能源上市,东北证券金融世界
680,2021-06-10,全球半导体产业进入重大调整期 紫光国微发行可转债加速实现芯片自主可控,证券日报
681,2021-06-09,国微转债：特种芯片龙头，受益国产化【华创固收|周冠南团队】,华创债券论坛
682,2021-06-09,紫光国微(002049)公告点评：可转债发行 成长空间进一步打开,新浪
683,2021-06-09,紫光国微：“国微转债”于6月10日配售及网上申购,每日经济新闻
684,2021-06-09,A股资金流向（6月9日）：券商龙头遭抛售,Wind
685,2021-06-09,中证路演回放：国产特种芯片龙头紫光国微公开发行可转债网上路演,中证报
686,2021-06-09,华泰证券：紫光国微（002049.SZ）可转债发行，目标价186.14元，给予“买入”评级,智通财经
687,2021-06-09,半导体景气风向标：旺季将至 景气持续,新浪
688,2021-06-09,芯片板块持续活跃，北京君正涨近6%,Wind
689,2021-06-09,朝闻国盛：宽松预期继续 增配科技成长,新浪
690,2021-06-09,25股获券商买入评级，宇通客车目标涨幅达64.30%,Wind
691,2021-06-08,紫光国微：紫光安芯中标中移物联智能门锁项目,e公司
692,2021-06-08,国盛证券维持紫光国微买入评级：国产特种芯片龙头发行可转债，向通用高端芯片领域拓展,每日经济新闻
693,2021-06-08,中诚信国际：将紫国微主体和债项信用等级列入观察名单,Wind
694,2021-06-08,52股股东户数连续下降 （附股）,证券时报网
695,2021-06-08,两市百元股数量达159只，科创板股票占38.36%,证券时报网
696,2021-06-08,半年报业绩行情来了 六大行业预喜率高,财富动力网
697,2021-06-07,紫光国微(002049.SZ)：“国微转债”将于6月10日开启申购,智通财经
698,2021-06-07,紫光国微：发行可转债15亿元，初始转股价格137.78元/股，申购日为6月10日,每日经济新闻
699,2021-06-07,国防军工行业：趋势性机会 赛道空间、格局壁垒为要,广发证券
700,2021-06-07,河北区域股市周报：总市值涨400亿 2亿融资买入紫光国微,每日经济新闻
701,2021-06-07,电子元件：鸿蒙OS2.0发布 AIOT发展加速,新浪
702,2021-06-07,军工行业观察：“十四五”需求持续释放 “硬核”标的风险收益比突出,新浪
703,2021-06-07,A股午盘综述：上证指数跌0.21%，资金热炒半导体产业链,Wind
704,2021-06-07,通信电子行业景气数据跟踪报告之五：全球与国内龙头的靓丽业绩持续印证半导体高景气度,光大证券
705,2021-06-07,半导体板块飙涨，有芯片价格涨至5倍，行业供需格局或仍趋紧丨牛熊眼,第一财经
706,2021-06-07,券商晨会观点速递,第一财经
707,2021-06-07,公私募看重业绩兑现，基本面左右后市走向,Wind
708,2021-06-05,保密三级资格取消，军工订单爆发迎来新催化，板块能否再次崛起？,财联社
709,2021-06-04,紫光国微现1笔大宗交易 共成交406.73万元,新浪
710,2021-06-04,紫光国微今日大宗交易成交3.39万股，成交价119.98元折价9.38%,Wind
711,2021-06-04,资金流向分析,新浪
712,2021-06-04,军工行业高景气正在向中下游传导，建议重点关注三条主线,方正证券
713,2021-06-03,兴业证券：5月金股组合盈利5.83% 6月荐股名单出炉,新浪
714,2021-06-02,紫光国微放弃增资紫光同创或为IPO铺路 不跟投仍持股29.47%,证券日报网
715,2021-06-02,最新股东户数揭秘：这37股股东户数连降三期,证券时报网
716,2021-06-02,紫光国微(002049)：特种集成电路龙头 国产替代空间广阔,新浪
717,2021-06-02,德邦证券首予紫光国微买入评级：特种集成电路龙头，国产替代空间广阔,每日经济新闻
718,2021-06-02,晶圆厂资本开支上行，关注设备和材料国产化机会,招商证券
719,2021-06-01,芯片股持续活跃机构看好这些个股,第一财经
720,2021-05-31,6月八大券商金股曝光 挑战4000点的进攻良机？,中金在线
721,2021-05-31,"券商5月金股组合""战绩""：开源证券14.13%夺冠 中泰最差",新浪
722,2021-05-31,20股获买入评级 最新:东鹏饮料,中财网
723,2021-05-31,5月31日晚间重要行业研究汇总(附股),中金在线
724,2021-05-31,电子行业周报：三大角度分析LCD面板能否变成弱周期行业？,国海证券
725,2021-05-31,国防军工行业周报：军工配置窗口观点不变 坚定中长期信心,新浪
726,2021-05-31,新国都支付与紫光国微就数字货币等达成战略合作,e公司
727,2021-05-31,航天军工行业周报(第二十一周),新浪
728,2021-05-31,电子行业周报：半导体景气持续业绩确定 面板价格保持上升,华安证券
729,2021-05-31,太平洋证券：紫光国微（002049.SZ）或成5G时代“超级”安全入口，目标价170元，维持“买入”评级,智通财经
730,2021-05-31,太平洋证券维持紫光国微买入评级：超级SIM卡获大订单，或成5G时代“超级”安全入口，目标价170元,每日经济新闻
731,2021-05-31,紫光国微：公司晶体业务今年订单比较充足，收入有望实现快速增长,每日经济新闻
732,2021-05-31,紫光国微：车联网相关安全芯片已可批量供货,e公司
733,2021-05-31,紫光国微：车载控制芯片还在开发过程中,每日经济新闻
734,2021-05-31,紫光国微：晶体业务的频率器件也已经有应用，后面会加强内部协同，共同拓展相关应用市场,每日经济新闻
735,2021-05-31,国防军工行业周报：“十四五”需求饱满持续 超跌绩优股性价比极高,新浪
736,2021-05-30,板块拾金|一天一个样！新能源、半导体、金融...轮动市到底看谁？策略收好！,第一财经
737,2021-05-30,国君策略：何不同风起，挑战四千点,Wind
738,2021-05-30,半导体行业报告：5G持续落地+国产替代加速 看好前瞻布局射频前端滤波器核心技术相关标的,新浪
739,2021-05-30,固定收益月报：指数向上突破 总体估值抬升,新浪
740,2021-05-28,聚焦中盘蓝筹：国君策略“挑战四千点”金股组合,新浪
741,2021-05-28,国防军工行业成长核心-军工电子：聚焦集成电路类非线性增长 被动器件稳定上行,新浪
742,2021-05-27,紫光国微(002049.SZ)：放弃对紫光同创增资的优先认缴出资权,格隆汇
743,2021-05-27,紫光国微(002049.SZ)放弃参股子公司增资优先认缴出资权,智通财经
744,2021-05-27,紫光国微：放弃参股子公司增资优先认缴出资权,Wind
745,2021-05-27,紫光国微现1笔大宗交易 共成交386.79万元,新浪
746,2021-05-26,中报大幕开启，绩优头部公司获市场“溢价”，机构上调全年业绩预期,红周刊
747,2021-05-26,国海证券：紫光国微（002049.SZ）特种集成电路领军者，首予“买入”评级,智通财经
748,2021-05-26,国海证券首予紫光国微买入评级，动态点评：特种集成电路领军者，布局车规再添成长动能,每日经济新闻
749,2021-05-25,【天风Morning Call】晨会集萃20210525,天风研究
750,2021-05-24,河北区域股市周报：新增2家上市公司 11家机构调研河钢资源,每日经济新闻
751,2021-05-24,芯片板块午后再度拉升，北京君正涨近15%,Wind
752,2021-05-23,国防军工行业周报：多家军工央企将组织投资者交流活动 维持军工配置窗口观点,新浪
753,2021-05-22,高端制造：科技行业物联网周报：滴滴自动驾驶携手广汽埃安推进量产全无人驾驶车型,新浪
754,2021-05-21,紫光国微安全芯片：保护网联汽车信息安全,中新网
755,2021-05-21,光大证券--半导体4月跟踪报告：半导体2020及21Q1业绩靓丽，景气高企【行业研究】,金融界股吧
756,2021-05-20,航空航天科技FY20&1Q21业绩回顾：ROE创五年以来新高;行业高景气第三次验证,新浪
757,2021-05-20,可转债周报：转债市场向好 关注顺周期行情,渤海证券
758,2021-05-20,公募REITs项目落地抬升科技配置,证券导报
759,2021-05-18,紫光国微(002049.SZ)：“18国微01”将于5月21日付息,智通财经
760,2021-05-18,紫光国微：“18国微01”回售金额约为3亿元，不进行转售,Wind
761,2021-05-18,光大证券：紫光国微（002049.SZ）中国特种集成电路龙头，维持“买入”评级,智通财经
762,2021-05-17,紫光国微(002049.SZ)拟实施每10股派1.35元 于5月24日除权除息,智通财经
763,2021-05-17,紫光国微(002049.SZ)2020年度权益分派10派1.35元股权登记日为5月21日,格隆汇
764,2021-05-17,紫光国微(002049)：特种集成电路业务下游高景气 全年业绩有望高速增长,光大证券
765,2021-05-17,航天军工行业周报(第十九周),新浪
766,2021-05-14,中国可转债策略周报：成交额表达了什么,新浪
767,2021-05-14,中国汽车工业协会赴紫光国微调研交流了汽车芯片业务,第一财经
768,2021-05-14,中汽协调研紫光国微：探索汽车芯片系统性解决方案,e公司
769,2021-05-14,行业高景气度持续，军工板块发力上扬 ，迪威讯等涨停,证券时报网
770,2021-05-14,中国汽车工业协会赴紫光国芯微电子股份有限公司开展调研,中汽协
771,2021-05-14,紫光国微大涨,新浪
772,2021-05-13,半导体年报&Q1总结：中短期看量价齐升 中长期看需求和格局,新浪
