,2021-12-31,“妖股”九安医疗跌停收官，鱼跃医疗挤掉欧普康视跻身市值前十「医疗器械周榜」,华夏时报
296,2021-06-22,【牛人重仓】欧普康视:前复权价创历史新高，今日资金流入4924.24万元，北向资金持股2227.78万股，融资余额48566.74万元；前3个交易日，北向资金增持96.05万股，融资额增加-640.38万元，主力资金净流入-9540.31万元,每日经济新闻
297,2021-06-22,医药行业周报：关注国产色谱填料领军企业纳微科技,新浪
298,2021-06-21,医药生物行业跨市场周报：政策密集释放 康复医疗行业有望加速发展,光大证券
299,2021-06-18,医药生物行业2021年下半年投资策略：短期有扰动 长期发展趋势向好,新浪
300,2021-06-18,信达证券：欧普康视（300595.SZ）OK镜市场高增长，首予“买入”评级,智通财经
301,2021-06-17,欧普康视(300595.SZ)：拟以1228.16万元投资达州尚镜郎,格隆汇
302,2021-06-17,欧普康视(300595.SZ)拟增资达州尚镜郎获其51%股权以完善西部市场布局,智通财经
303,2021-06-16,5亿变400亿，高瓴赚大了！龙头上市首日涨140%,Wind
304,2021-06-16,医药生物行业跨市场周报：2021年医保目录调整方案征求意见 多个国产创新药有望进入谈判,光大证券
305,2021-06-13,医药与健康护理行业周报：鼻喷雾式/吸入型新冠疫苗正在申请紧急使用,新浪
306,2021-06-13,5178点6周年，个股剧烈分化，茅台涨890%称王,Wind
307,2021-06-12,上亿近视人群撑起“眼茅”近千亿市值近视控制已成一片新“蓝海”,财联社
308,2021-06-12,A股5178点再回首，新理念孕育新牛股,Wind
309,2021-06-11,揭秘送转股 132只除权以来股价上涨,证券时报网
310,2021-06-11,百元股数量达163只，一日增加5只,证券时报网
311,2021-06-10,欧普康视(300595.SZ)：2名董事拟合计减持不超12.1118万股 拟减持股份,格隆汇
312,2021-06-10,欧普康视：董事付志英拟减持0.01%公司股份 拟减持股份,财联社
313,2021-06-10,欧普康视(300595.SZ)董事卫立治、付志英拟合计减持不超12.11万股 拟减持股份,智通财经
314,2021-06-10,注意！欧普康视：两位董事计划减持公司股份不超过约12万股 拟减持股份,每日经济新闻
315,2021-06-10,欧普康视：董事付志英拟减持86118股 拟减持股份,Wind
316,2021-06-10,太平洋证券：欧普康视是国产角膜塑形镜先驱，已形成从生产到服务多项优势,证券时报网
317,2021-06-10,129只送转股走出贴权走势,证券时报网
318,2021-06-10,欧普康视(300595)深度报告：好风凭借力、天高任飞翔,新浪
319,2021-06-09,太平洋证券维持欧普康视买入评级：欧普康视深度报告——好风凭借力、天高任飞翔,每日经济新闻
320,2021-06-09,太平洋证券：欧普康视（300595.SZ）国内角膜塑形镜领军企业，首予“买入”评级,智通财经
321,2021-06-09,行业竞争加剧核心产品增长放缓 欧普康视实控人前脚减持后脚推定增 减持股份,投资者网
322,2021-06-08,医药生物行业周报：第五轮药品集采即将启动 科兴新冠疫苗通过紧急认证,新浪
323,2021-06-08,两市百元股数量达159只，科创板股票占38.36%,证券时报网
324,2021-06-07,这些器械面临进口垄断危机,赛柏蓝器械
325,2021-06-07,医药与健康护理行业周报：广东地区疫情反复 核酸检测需求大增,新浪
326,2021-06-07,医药生物行业：新冠疫苗标的调整到位 重点推荐智飞生物、复星医药等,新浪
327,2021-06-04,基金经理也懵了！建仓2个月赚了20%，基民却快跑光了！,每日经济新闻
328,2021-06-04,“医药基金女神”重仓股全名单，最具潜力医药龙头曝光,第一财经
329,2021-06-03,【牛人重仓】欧普康视:前复权价创历史新高，今日资金流入5559.56万元，北向资金持股2113.55万股，融资余额48599.66万元；前3个交易日，北向资金增持30.95万股，融资额增加-94.52万元，主力资金净流入-15309.13万元,每日经济新闻
330,2021-06-03,【行情】眼科医疗板块短线拉升，金城医药涨超8%，众生药业、佰仁医疗、欧普康视、丰原药业等跟涨,金十数据
331,2021-06-02,创业板50成份股调整，新增了哪些大明星？,魔都资产管理人
332,2021-06-01,医药与健康护理行业月报：国内疫情防控新阶段 跟进检测需求和疫苗接种情况,新浪
333,2021-06-01,抱团回归？创业板首家万亿市值公司诞生！华尔街投行泼冷水：目标价打六折,ZAKER
334,2021-06-01,新进重仓股接连翻倍，邓晓峰是如何做到的？,Wind
335,2021-05-31,新进重仓股接连翻倍，邓晓峰是如何做到的？,Wind
336,2021-05-31,5月31日晚间重要行业研究汇总(附股),中金在线
337,2021-05-31,医药周报：骨修复材料市场增速近20% 人工材料为骨移植的新选择,新浪
338,2021-05-31,医药生物行业跨市场周报：汇率影响有限 CXO行业景气度仍处于上行阶段,光大证券
339,2021-05-30,医药与健康护理行业周报：国内疫情防控新阶段 关注疫苗接种情况,新浪
340,2021-05-28,【牛人重仓】欧普康视:前复权价创历史新高，今日资金流入7.57万元，北向资金持股2093.82万股，融资余额47777.85万元；前3个交易日，北向资金增持104.33万股，融资额增加601.07万元，主力资金净流入-1327.26万元,每日经济新闻
341,2021-05-27,欧普康视：拟定增募资不超21.96亿元,证券之星
342,2021-05-27,【牛人重仓】欧普康视:前复权价创历史新高，今日资金流入-344.5万元，北向资金持股2076.73万股，融资余额48700.77万元；前3个交易日，北向资金增持102.1万股，融资额增加251.23万元，主力资金净流入307.93万元,每日经济新闻
343,2021-05-27,太平洋--医药周报：关注赛道宽广、竞争格局优异的细分领域【行业研究】,金融界股吧
344,2021-05-26,FDA：强生重要器械获批,赛柏蓝器械
345,2021-05-25,欧普康视：目前学术界的普遍共识是近视可以控制但不能治愈,每日经济新闻
346,2021-05-25,医药生物行业双周报,新浪
347,2021-05-22,医药与健康护理行业周报：新股上市浪潮 关注板块价值机会,新浪
348,2021-05-21,2020年上市公司年报 四十余家药企营收破百亿元,中国医药报
349,2021-05-21,5月21日晚间重要行业研究汇总(附股),中金在线
350,2021-05-21,医药生物行业2020年及2021年一季度业绩综述：2020年营收增速有所下降 2021Q1业绩大幅回升,新浪
351,2021-05-20,欧普康视(300595.SZ)：拟以1405万元投资成都道和华韵 加强在四川地区的业务布局,格隆汇
352,2021-05-20,我国器械消费仍有提升空间，机构建议关注这两类企业,第一财经
353,2021-05-20,【牛人重仓】欧普康视:前复权价创历史新高，今日资金流入5011.89万元，北向资金持股1378.03万股，融资余额48011.9万元；前3个交易日，北向资金增持-3.66万股，融资额增加-684.95万元，主力资金净流入-3134.47万元,每日经济新闻
354,2021-05-19,医药生物行业研究周报：建议以中期维度看医药行情,新浪
355,2021-05-19,权益基金仍是发行主力，核心资产成公募主攻方向,Wind
356,2021-05-18,欧普康视：增发计划量的1300家终端如获批准，将根据各地的实际情况确定实施方案,每日经济新闻
357,2021-05-18,欧普康视股价创新高，最新筹码趋向集中,证券时报网
358,2021-05-17,财经药点｜2020年报发布完毕，43家药企营收破百亿元，医疗器械企业表现亮眼,中国医药报
359,2021-05-17,欧普康视：定增套现两不误 减持股份,证券市场周刊
360,2021-05-17,医药周报：业绩空窗期 建议重点关注高壁垒好赛道估值合理个股,新浪
361,2021-05-14,分红潮来了！7家高送转，6家高派现，百家股权登记,Wind
362,2021-05-14,欧普康视：发布21.96亿元定增预案，大股东、高管频繁减持 减持股份,面包财经
363,2021-05-13,欧普康视(300595.SZ)拟实施每10股转0.5股送3.5股派2.05元 于5月21日除权除息,智通财经
364,2021-05-13,欧普康视(300595.SZ)2020年度权益分派10送3.5转0.5派2.05元 股权登记日为5月20日,格隆汇
365,2021-05-13,多名游资现身英利汽车龙虎榜,中投网
366,2021-05-13,39只创业板股公布最新股东户数，23股遭大资金抢筹,证券时报网
367,2021-05-13,股东看呆了！爆炒股上演地天板，一线游资拉高争相出逃,Wind
368,2021-05-13,爆炒股上演地天板 大资金抢筹创业板股票名单出炉(附名单),新浪
369,2021-05-12,欧普康视(300595.SZ)：南京欧陶质押的1262.32万股延期购回,格隆汇
370,2021-05-11,华鑫证券：医药生物板块建议关注基本面稳健、估值相对合理的优质标的,证券时报网
371,2021-05-11,【行情】眼科医疗板块异动拉升，爱博医疗涨超5%，方盛制药、仁和药业、欧普康视、兴齐眼药等跟涨,金十数据
372,2021-05-11,2021年医药行业5月策略报告：短期波动不改长期趋势 仍重点推荐疫苗等,新浪
373,2021-05-11,医药生物行业双周报,新浪
374,2021-05-11,欧普康视拟定增近22亿加速市场渗透 净利三年复合增速达42%,长江商报
375,2021-05-10,国金证券：欧普康视(300595.SZ)加强社区眼视光服务终端建设，维持“增持”评级,智通财经
376,2021-05-10,OK镜龙头欧普康视抛21亿定增扩产瞄准二三线城市，产品结构单一重销售轻研发,金融界
377,2021-05-10,今日A股市场热点新闻及最新公告前瞻（2021/5/10） 环保处罚,--
378,2021-05-10,今日A股市场热点新闻及最新公告前瞻（2021/5/10）,--
379,2021-05-10,【国金晨讯】A股一周策略：商品的最后一涨，股票的最后一跌；复星医药：与BioNTech设立合资公司，mRNA疫苗布局再进一步,国金证券研究所
380,2021-05-08,上市公司正负面新闻2021年5月8日星期六,Wind
381,2021-05-07,欧普康视(300595.SZ)拟定增募资不超21.96亿元用于社区化眼视光服务终端建设项目等,格隆汇
382,2021-05-07,晚间重要公告2021年5月7日星期五,Wind
383,2021-05-07,欧普康视拟募资约21.96亿元 面临现有产品结构单一可能导致的风险 经营问题,每日经济新闻
384,2021-05-07,欧普康视：拟定增募资不超过约21.96亿元,每日经济新闻
385,2021-05-07,欧普康视：最近五年公司受处罚或监管及整改情况 其他违规处罚,每日经济新闻
386,2021-05-07,医疗器械板块2020&2021Q1总结：抗疫需求持续释放 医疗新基建带动新增长,新浪
387,2021-05-02,盛产10倍长牛的火爆赛道，A股三家眼科企业估值的分析与思考！,瞪羚社
388,2021-05-01,三个眼科企业估值的分析与思考,雪球
389,2021-04-30,直击欧普康视股东大会 董事长陶悦群：OK镜渗透率较低因终端缺乏技术人员、使用成本高,每日经济新闻
390,2021-04-30,欧普康视OK镜角膜点染率较高？董事长陶悦群：点染率与厚度、验配技术有关系,每日经济新闻
391,2021-04-30,太平洋证券：欧普康视收入恢复快速增长，净利率稳步提升,Wind
392,2021-04-30,医药“小阳春”行情渐入佳境 医药龙头股票有哪些？,至诚财经
393,2021-04-30,医疗器械板块持续造好，万泰生物、欧普康视强势领涨，医疗器械ETF（159883）早盘大涨2.35%,资本邦
394,2021-04-30,太平洋证券维持欧普康视买入评级：收入恢复快速增长，净利率稳步提升,每日经济新闻
395,2021-04-30,科技和消费板块炙手可热 机构解码“擒牛术”,中证网
396,2021-04-28,欧普康视：转让的子公司的主要资产是公司以前使用的一栋楼,每日经济新闻
397,2021-04-28,首创证券--欧普康视2021年一季报点评，业绩超预期，坚定看好角膜塑形镜行业【公司研究】,金融界股吧
398,2021-04-28,95股今日获机构买入评级,证券时报网
399,2021-04-27,中泰证券维持欧普康视买入评级：业绩大超预期，持续看好角膜塑形镜行业高景气度,每日经济新闻
400,2021-04-27,眼科医疗器械上市公司：一季度业绩亮眼 普遍重视产品升级,中国经济网
401,2021-04-27,医疗板块再度爆发，医疗ETF（512170）4月已反弹11.48%,资本邦
402,2021-04-27,欧普康视(300595)：业绩好于我们预期 持续夯实未来增长基础,新浪
403,2021-04-27,医疗ETF（512170）早盘强势拉升涨超1%，医疗股业绩捷报频传,资本邦
404,2021-04-27,欧普康视(300595)：新产线落地后 产能有望进一步释放,国金证券股份有限公司
405,2021-04-27,医疗板块持续走高，欧普康视大涨6%,Wind
406,2021-04-27,【国金晨讯】华住酒店：互联网思维在酒店行业的降维竞争；覆铜板涨价周期性研究及未来判断,国金证券研究所
407,2021-04-26,欧普康视(300595.SZ)一季度净利润升263.7%至1.38亿元,格隆汇
408,2021-04-26,欧普康视(300595.SZ)第一季度归母净利润同比增263.7%至1.38亿元,智通财经
409,2021-04-26,欧普康视：一季度净利润同比增长263.7%,Wind
410,2021-04-26,医药生物行业跨市场周报：小阳春行情渐入佳境 核心资产与二三线齐发力,光大证券
411,2021-04-26,八大券商主题策略：深度挖掘疫苗产业链机会 核心资产标的名单曝光,中金在线
412,2021-04-23,八大券商主题策略：寻找医药变革中的长牛品种 持续推荐“六个方向”,中金在线
413,2021-04-23,创业板指涨幅扩大至1%，医药龙头集体走强,Wind
414,2021-04-19,上交所、中证指数公司发布中证红利质量指数等3条指数,Wind
415,2021-04-12,医药与健康护理行业周报：年报一季报相继披露 看好业绩确定性高的医药白马,新浪
416,2021-04-12,医药生物行业：医药企业国际化的一些思考,新浪
417,2021-04-09,欧普康视(300595)：Q4迎来业绩超高速增长 正式切入医疗服务赛道,新浪
418,2021-04-09,“医药女神”葛兰最新持股曝光：2020年减持10股 减持股份,科创板日报
419,2021-04-08,欧普康视(300595)：市场维持高景气 业绩高速增长,新浪
420,2021-04-07,中航证券--医药生物行业周报：年报密集披露，行业反弹延续【行业研究】,金融界股吧
421,2021-04-06,医药生物行业跨市场周报：持续把握财报季医药行情 长处方新政利好药店,光大证券
422,2021-04-06,医药行业周报：核心资产景气回归 关注第二批耗材集采进程,新浪
423,2021-04-06,2021年医药行业4月策略报告：Q1业绩高成长是股价核心催化剂,新浪
424,2021-04-05,医药行业一周观察：调整后重归均衡 关注内生成长明确的一二线公司,新浪
425,2021-04-03,欧普康视：Q4业绩超高速增长 正式切入医疗服务赛道,财富动力网
426,2021-04-02,欧普康视：昆明视康尚未到承诺日期,每日经济新闻
427,2021-04-02,欧普康视(300595)：产品持续升级丰富 业绩保持高增长,新浪
428,2021-04-02,太平洋--欧普康视：业绩高增长，眼视光领域渠道优势继续夯实，产品研发稳步推进【公司研究】,金融界股吧
429,2021-04-02,欧普康视：本月下旬发布一季报,每日经济新闻
430,2021-04-02,首创证券--欧普康视公司简评报告：2020年年报点评，业绩高增长，持续看好角膜塑形镜行业未来空间【公司研究】,金融界股吧
431,2021-04-02,券商首次关注3股并给予买入评级（4月2日）,Wind
432,2021-04-02,医药与健康护理行业月报：年报相继披露 关注高增长公司及A+H股医药投资机会,新浪
433,2021-04-01,中航证券--欧普康视：市场维持高景气，业绩高速增长【公司研究】,金融界股吧
434,2021-04-01,中航证券维持欧普康视买入评级，2020年报点评：市场维持高景气，业绩高速增长,每日经济新闻
435,2021-03-31,光大证券--欧普康视：业绩高增前路坦荡，眼视光综合服务平台逐步搭建完善【公司研究】,金融界股吧
436,2021-03-31,欧普康视(300595)公司点评：Q4表现亮丽 终端营销网络布局逐渐完善,国金证券股份有限公司
437,2021-03-31,国金证券--欧普康视：Q4表现亮丽，终端营销网络布局逐渐完善【公司研究】,金融界股吧
438,2021-03-30,中泰证券给予欧普康视买入评级，业绩延续高增长，向眼视光综合服务商迈进,每日经济新闻
439,2021-03-30,欧普康视去年净利4.3亿增4成 总市值达560亿元,中国经济网
440,2021-03-30,东吴证券--欧普康视2020年年报点评：业绩好于我们预期，持续夯实未来增长基础【公司研究】,金融界股吧
441,2021-03-30,欧普康视(300595.SZ)2020年度净利润升41.2%至4.33亿元拟10送3.5转0.5派0.93元,格隆汇
442,2021-03-30,医药生物行业周报：业绩催化白马股反弹 医疗服务领涨,新浪
443,2021-03-30,医药生物行业跨市场周报：重视医药板块配置 春意渐浓花正开,光大证券
444,2021-03-29,欧普康视2020年度净利同比增41% 拟10送3.5转0.5派0.93元,上证报
445,2021-03-29,欧普康视(300595.SZ)拟续聘容诚会计师事务所为2021年度审计机构,智通财经
446,2021-03-29,欧普康视(300595.SZ)年度归母净利同比增41.20%至4.33亿元 拟10派0.93元,智通财经
447,2021-03-29,欧普康视：2020年净利同比增41% 拟10转0.5送3.5派0.93元,e公司
448,2021-03-29,欧普康视：2020年度净利润约4.33亿元，同比增加41.20%,每日经济新闻
449,2021-03-29,欧普康视：2020年净利润同比增长41.2%,Wind
450,2021-03-23,医药与健康护理行业周报：估值风险有效控制 关注业绩高增长公司,新浪
451,2021-03-23,医药生物行业跨市场周报：Q1业绩期临近 小阳春行情可期,光大证券
452,2021-03-22,欧普康视：截至2021年3月19日股东总户数为27480,每日经济新闻
453,2021-03-22,创业板指涨幅收窄至1%以内，宁德时代短线跳水跌逾1%,Wind
454,2021-03-21,角膜塑形镜利于儿童近视防控，重点推荐欧普康视、昊海生科等【东吴医药朱国广团队|0321周报】,国广有话说
455,2021-03-17,眼科医疗器械研发行业研究报告,器械之家
456,2021-03-17,波士顿咨询：中国医疗设备十大全球挑战者,器械之家
457,2021-03-16,洞察 | 安徽省医疗器械产业发展现状研究,微信
458,2021-03-15,医药生物行业周报：年报密集披露 关注业绩超预期个股,新浪
459,2021-03-15,【读财报】2月份重要股东增减持：减持下降超四成增持上升超一倍,面包财经
460,2021-03-15,一批基金最新持仓曝光！减仓前期热门股，重仓这些股票,Wind
461,2021-03-15,【读财报】2月份重要股东增减持动态：减持金额同比下降超四成 增持金额同比上升超一倍,面包财经
462,2021-03-13,巨丰访谈：核心资产股出现反弹迹象 再度迎来上车机会？,巨丰财经
463,2021-03-11,稀土重磅，巨头刚刚提价30%！抄底资金爆买145亿,Wind
464,2021-03-10,2021年医药行业3月策略报告：三个策略应对医药板块的波动,新浪
465,2021-03-09,A股上演惊天大逆转但结果却让人郁闷 农银汇理被赞像虞书欣的美女基金经理成背锅侠刚上任净值就大跌 净值异常波动,和讯
466,2021-03-08,医药行业一周观察：大小市值表现分化 关注二线优质公司的机会,新浪
467,2021-03-08,医药生物行业周报：新医保目录开始启用 关注结构性变化下的投资机会,新浪
468,2021-03-08,医药生物行业报告：创新药企商业化能力的再思考,新浪
469,2021-03-07,医药与健康护理行业周报：业绩确定性高 继续看好医药龙头公司,新浪
470,2021-03-07,各种茅集体重挫，昔日跌停“绞肉机”却暴涨100%！,Wind
471,2021-03-05,欧普康视：目前阿托品眼药水还没有量产,每日经济新闻
472,2021-03-04,欧普康视跌近7% 上个月实控人已套现12亿元 减持股份,中国经济网
473,2021-03-04,3月4日晚间重要行业研究汇总(附股),中金在线
474,2021-03-04,隐秘的减持之手，大宗交易异动透视股东动向,Wind
475,2021-03-03,波士顿咨询：十大具备全球挑战者的国产医械厂商,medworld器械世界
476,2021-03-02,欧普康视：股东总数为23350户,每日经济新闻
477,2021-03-02,【牛人重仓】欧普康视:3日内股价跌幅超过20%，今日资金流入-1934.91万元，前3个交易日北向资金持股增加257.14万股,每日经济新闻
478,2021-03-02,中航证券--医药生物行业周报：延续调整态势，关注结构性投资机会【行业研究】,金融界股吧
479,2021-03-01,波士顿咨询：中国医疗设备十大全球挑战者,器械之家
480,2021-03-01,医药行业一周观察：龙头延续回调趋势 关注二线投资机会,新浪
481,2021-03-01,医药生物行业报告：医药板块大幅调整之后的布局思路,新浪
482,2021-03-01,机构做多情绪锐减 抄底云铝股份砸盘欧普康视|板块龙虎榜,第一财经
483,2021-03-01,A股早报2021年3月1日星期一,Wind
484,2021-02-27,8只创业板股春节后筹码趋向集中,证券时报
485,2021-02-27,多机构亿元砸盘欧普康视 上塘路进场皇台酒业做T,财富动力网
486,2021-02-26,欧普康视跌近17%机构减持猛 实控人已套现12亿元 减持股份,中国经济网
487,2021-02-26,华为紧急澄清造车传闻，长安汽车等两大车企直线飙涨后回落,上游新闻
488,2021-02-26,犀牛财经晚报：抖音电商总部或整合到上海华为再回造车传闻,GPLP犀牛财经
489,2021-02-26,欧普康视跌破百元关口，四机构卖出2.97亿元，实控人已提前套现12亿 减持股份,第一财经
490,2021-02-26,39倍大牛股遭遇历史最大跌幅，“常青树”板块市值蒸发近万亿！ 连续下跌,证券时报网
491,2021-02-26,欧普康视一周暴跌22%，跌破百元关口！实控人已提前套现12亿 连续下跌,搜狐
492,2021-02-26,2月26日龙虎榜，机构青睐这7股,证券时报网
493,2021-02-26,龙虎榜：欧普康视大跌近17% 四机构卖出2.97亿元 连续下跌,e公司
494,2021-02-26,欧普康视放量大跌逾16%，机构大额抛货,Wind
495,2021-02-26,开盘冲涨停，通信板块迎修复？北上资金节后紧急调仓,证券时报网
496,2021-02-26,太刺激！欧普康视领跌11%，通策医疗、爱尔眼科、泰格医药等医药龙头再度暴跌！ 连续下跌,格隆汇
497,2021-02-26,A股午盘综述：上证指数跌1.84%，5G、环保股携手大涨,Wind
498,2021-02-26,创业板股最新股东户数降幅排行榜,证券之星
499,2021-02-26,欧普康视:牛人重仓股，业绩增长，放量下跌，量比大于3,每日经济新闻
500,2021-02-23,4只创业板股最新筹码趋向集中,证券时报网
501,2021-02-18,高管减持排行榜：12股减持额超亿元,证券时报网
502,2021-02-18,欧普康视(300595.SZ)：控股股东解除质押3900万股,格隆汇
503,2021-02-18,欧普康视(300595.SZ)实控人陶悦群解除质押3900万股,智通财经
504,2021-02-18,欧普康视：实际控制人陶悦群解除质押3900万股,每日经济新闻
505,2021-02-18,医药与健康护理行业周报：国内疫情向好 仍需紧密关注防控政策,新浪
506,2021-02-17,欧普康视实控人减持1199.99万股 套现12.02亿元 减持股份,上证报
507,2021-02-10,欧普康视：实际控制人陶悦群减持计划完成，减持约1200万股,每日经济新闻
508,2021-02-10,欧普康视(300595.SZ)：实控人陶悦群累计减持1199.99万股 减持计划实施完成 拟减持股份,格隆汇
509,2021-02-10,欧普康视：控股股东、实际控制人陶悦群减持1.97%公司股份，本次减持计划实施完成 拟减持股份,Wind
510,2021-02-10,创业板指跳水翻绿，欧普康视、中科创达、康龙化成跌幅靠前,Wind
511,2021-02-09,创投日报 | 「圆心科技」获30亿元E轮融资；「长木谷」获得1.2亿元Pre-B轮融资；以及今天值得关注的早期项目,36氪
512,2021-02-09,欧普康视(300595.SZ)：医疗器械生产许可证变更,格隆汇
513,2021-02-09,口腔医疗服务商缔佳医疗获欧普康视基金数千万元战略投资,企查查
514,2021-02-09,口腔专用3D打印光敏树脂自研商缔佳医疗获数千万元战略融资,36氪
515,2021-02-09,36氪首发 | 让牙齿隐形矫正“美立刻”，「缔佳医疗」获欧普康视基金数千万元战略投资,36氪
516,2021-02-07,医药生物行业2020业绩前瞻：2020板块分化明显 下半年医疗服务等有序复苏,新浪
517,2021-02-04,【金工】基金重仓股行业配置测试及行业配置模型更新――主动量化选股月报,渤海证券研究
518,2021-02-03,欧普康视现14笔大宗交易总成交金额1.49亿元,证券时报网
519,2021-02-03,"欧普康视现14笔大宗交易 共成交14,947.91万元",新浪
520,2021-02-03,欧普康视今日大宗交易成交140.21万股，成交价106.61元折价5.29%,Wind
521,2021-02-02,"欧普康视现3笔大宗交易 共成交5,315.00万元",新浪
522,2021-02-02,92家欧普眼视光服务终端入驻平安好医生,e公司
523,2021-02-01,A股共发生177宗大宗交易成交56.38亿元（2月1日）,Wind
524,2021-02-01,"欧普康视现4笔大宗交易 共成交10,686.01万元",新浪
525,2021-01-29,欧普康视现2笔大宗交易总成交金额5292.00万元,证券时报网
526,2021-01-29,"欧普康视现2笔大宗交易 共成交5,292.00万元",新浪
527,2021-01-28,欧普康视(300595.SZ)：陶悦群已减持608.0699万股 减持股份,格隆汇
528,2021-01-28,5只创业板股最新股东户数降逾5%,证券时报网
529,2021-01-27,"欧普康视现2笔大宗交易 共成交5,367.50万元",新浪
530,2021-01-27,4只创业板股最新股东户数降逾5%,证券时报网
531,2021-01-27,这35只创业板股票股东户数降了,证券时报
532,2021-01-26,"欧普康视现2笔大宗交易 共成交4,268.00万元",新浪
533,2021-01-26,欧普康视(300595.SZ)：南京欧陶质押36.88万股,格隆汇
534,2021-01-26,34只创业板股最新筹码趋向集中,证券时报网
535,2021-01-25,28只创业板股最新筹码趋向集中,证券时报网
536,2021-01-25,机构最近都在买哪些股？,证券之星
537,2021-01-22,【GICS行业巡礼】33家“医疗保健用品”行业沪深港上市公司初筛选,宏赫臻财
538,2021-01-22,欧普康视子公司增资至3600万元,企查查
539,2021-01-22,机构资金最近入驻这些股,证券之星
540,2021-01-22,全球最大疫苗机构出事、多只千亿市值医药股业绩大增,证券时报网
541,2021-01-22,百元股数量创历史新高，67股获北上资金增持,Wind
542,2021-01-21,65股携上证指数创新高，业绩成走牛关键,Wind
543,2021-01-21,创业板刷新5年半新高，22倍大牛股诞生！,上证报
544,2021-01-21,A股早报2021年1月21日星期四,Wind
545,2021-01-21,欧普康视上市4年股价飙涨37倍 负债率长期保持低位,新浪
546,2021-01-21,医药生物行业周报：国家医保局发布“两定办法”,新浪
547,2021-01-21,欧普康视上市4年股价飙涨37倍 资产负债率仅11.76%长期保持低位,长江商报
548,2021-01-20,欧普康视(300595)2020年业绩预告点评：业绩超出市场预期 量价齐升动力强劲,光大证券
549,2021-01-20,欧普康视等45股股价创历史新高,证券时报网
550,2021-01-20,龙虎榜机构新动向：净买入13股净卖出13股,证券时报网
551,2021-01-20,欧普康视放量涨停 机构席位净买入3200万元,第一财经
552,2021-01-20,欧普康视今日涨停，深股通买入8483万元并卖出5409万元,Wind
553,2021-01-20,欧普康视(300595)：赛道优质行业领先 再次验证成长性和确定性,新浪
554,2021-01-20,医药股表现强势，“两定”新规将施行，利好龙头连锁药店,第一财经
555,2021-01-20,净利大幅预增，欧普康视涨停，股价突破100元再创新高,证券时报网
556,2021-01-20,医疗器械概念早盘走强 欧普康视等多股涨停,中国经济网
557,2021-01-20,A股异动|欧普康视(300595.SZ)续创历史新高股价站上100元市值超600亿！,格隆汇
558,2021-01-20,创业板指涨超2%，欧普康视触及涨停,Wind
559,2021-01-20,欧普康视净利增长超三成 多股业绩好有望上涨,巨丰财经
560,2021-01-19,晚间重要公告2021年1月19日星期二,Wind
561,2021-01-19,欧普康视2020年度净利润预增30%-50%,上证报
562,2021-01-19,欧普康视(300595.SZ)：32.999万股限制性股票将于1月22日上市流通,智通财经
563,2021-01-19,欧普康视：预计2020年净利润同比增长30%-50%,Wind
564,2021-01-18,欧普康视(300595.SZ)：南京欧陶参与转融通证券出借业务计划数量已过半,格隆汇
565,2021-01-18,医药生物行业跨市场周报：假如市场风格切换 如何把握医药二线机会？,光大证券
566,2021-01-12,医药生物行业跨市场周报：南下资金定价能力有望提升 重视港股医药板块配置价值,光大证券
567,2021-01-11,欧普康视(300595.SZ)：“荧光素钠眼科检测试纸”首次注册已完成,智通财经
568,2021-01-11,欧普康视：第二类医疗器械产品荧光素钠眼科检测试纸首次注册完成,Wind
569,2021-01-11,欧普康视：第二类医疗器械产品荧光素钠眼科检测试纸首次注册完成,e公司
570,2021-01-08,欧普康视(300595.SZ)：约33万股限制性股票解除限售条件成就,格隆汇
571,2021-01-08,欧普康视(300595.SZ)：32.999万股限制性股票可申请解售,智通财经
572,2021-01-08,12只个股大宗交易超5000万元,证券之星
573,2021-01-07,"欧普康视现1笔大宗交易 共成交1,945.34万元",新浪
574,2021-01-06,"欧普康视现2笔大宗交易 共成交2,202.72万元",新浪
575,2021-01-06,股东数“剧透”资金动向，多只细分龙头筹码集中,Wind
576,2021-01-05,"欧普康视现1笔大宗交易 共成交1,694.40万元",新浪
577,2021-01-05,A股早报2021年1月5日星期二,Wind
578,2021-01-04,"欧普康视现3笔大宗交易 共成交12,735.84万元",新浪
579,2020-12-31,创业板IPO|哈焊华通冲刺创业板 背靠国资科技创新或难达预期,资本邦
580,2020-12-31,创业板股最新筹码变动：3股股东户数降逾一成,证券时报网
581,2020-12-30,"欧普康视现4笔大宗交易 共成交3,110.01万元",新浪
582,2020-12-30,中国一半青少年近视 欧普康视高额利润能赚多久？,新浪
583,2020-12-29,"欧普康视现2笔大宗交易 共成交7,342.08万元",新浪
584,2020-12-28,医药生物行业跨市场周报：融合与共生 重视药店板块回调后的配置价值,光大证券
585,2020-12-26,资金驻足大消费 医药家电纺织服装再“抬头”,金融投资报
586,2020-12-25,下周1186亿市值限售股解禁，环比增加128.62% 解禁,Wind
587,2020-12-25,欧普康视(300595.SZ)：78.084万股限制性股票12月30日解禁 解禁,格隆汇
588,2020-12-22,医药生物行业跨市场周报：2020年医保谈判结束 BIOTECH和创新药路在何方？,光大证券
589,2020-12-22,医药板块2021年春季行情如何？,制药网
590,2020-12-22,【医药生物*朱国广】医药浪潮之巅后的新选择，估值OR信仰？,东吴研究所
591,2020-12-18,25倍股欧普康视遭实控人减持 持股已质押近两成 减持股份,GPLP犀牛财经
