,2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
581,2021-04-07,下周一上报综合账户试点，15家AA级券商均已行动，第三方生意又来，全面配合券商系统与柜台改造,财联社
582,2021-04-07,基金一哥张坤持仓曝光：偏爱消费，大手笔加仓酱油！,格隆汇
583,2021-04-07,恒生电子(600570)：中小板合并开启实施 政改红利持续,新浪
584,2021-04-06,兴业证券竞跑“大投行”，总裁刘志辉：推动分公司转型与集团协同,第一财经
585,2021-04-06,计算机行业周报：关注央行数字货币投资机会,国海证券
586,2021-04-06,计算机行业投资周报：深圳拟出台智能网联汽车管理条例 智能驾驶落地有望加速,新浪
587,2021-04-06,开源证券--计算机行业周报：国产CAD逐步突破中高端制造业市场【行业研究】,金融界股吧
588,2021-04-06,计算机行业周报：华为云崛起、小米百亿造车 产业链受到撼动,新浪
589,2021-04-06,民生计算机周报：数字货币试点扩大 全面落地预期提升利好银行IT,新浪
590,2021-04-05,【民生计算机|周观点】回顾2020年Saas板块：加速转型，成果靓丽,MS计算机
591,2021-04-02,再迎利好！数字货币表现活跃 主力加码这些低位股,第一财经
592,2021-04-02,兴业证券去年净利超45亿元创历史新高财富管理业务亮眼,经济观察报
593,2021-04-02,“回购王”曝光，股价保卫战打响，4股最土豪（名单）,Wind
594,2021-04-02,华西证券--恒生电子：中小板合并开启实施，政改红利持续【公司研究】,金融界股吧
595,2021-04-01,数字人民币未来可进行跨境交易，产业链有望受益丨牛熊眼,第一财经
596,2021-04-01,张坤：我不是神，如果你不认可我的投资方法，千万别买我的基金,21财经搜索
597,2021-04-01,【华西计算机】恒生电子 | 点评报告：中小板合并开启实施，政改红利持续,科技晶选
598,2021-04-01,【兴证计算机】4月金股：恒生电子（600570.SH）- 2021.4,兴业计算机团队
599,2021-03-31,灵犀科技：互联网保险赛道创新企业，广泛布局多类保险场景,零壹财经
600,2021-03-31,数字货币概念早盘拉升，楚天龙、御银股份涨停，机构建议关注四大投资主线,金融界
601,2021-03-31,两大头部公募去年净利增超五成 两大咖隐形重仓股浮现,第一财经
602,2021-03-30,重磅！“千亿顶流”基金隐形重仓股名单来了,Wind
603,2021-03-30,重磅！“千亿顶流”基金隐形重仓股名单来了，更有张坤、刘格菘、冯波、冯明远等明星基金经理最新研判,中国基金报
604,2021-03-30,恒生电子安艳敏：90后技术专家的迅速成长路 | 她力量,36氪
605,2021-03-29,计算机行业动态报告：2021Q1计算机板块业绩前瞻-云计算、AI板块预计业绩较佳 看好建筑信息化投资机会,新浪
606,2021-03-29,计算机行业周报：去中心化电商快速发展 关注电商SAAS,国海证券
607,2021-03-29,【研报掘金】数字人民币测试正进入全面提速阶段 建议围绕三条主线寻找投资机会,证券时报网
608,2021-03-29,3月29日晚间重要行业研究汇总(附股),中金在线
609,2021-03-29,行业周报：计算机行业一季报前瞻：景气持续上行 网安与AI闪耀,新浪
610,2021-03-29,计算机行业周报：“碳中和”对IDC产业链影响几何,新浪
611,2021-03-29,计算机行业：1-2月软件业增速可观 年报季白马股或迎股价拐点,新浪
612,2021-03-29,计算机行业周报：继续看好信息安全板块,新浪
613,2021-03-29,民生计算机周报：数字货币试点扩大 全面落地预期提升利好银行IT,新浪
614,2021-03-29,申港证券--计算机行业研究周报：数字人民币公测开启，场景拓展成为下阶段重点【行业研究】,金融界股吧
615,2021-03-28,计算机行业研究周报：数字人民币近况全梳理(重申推荐核心白马网安),新浪
616,2021-03-27,新利软件(08076)向恒生电子(600570.SH)出售杭州恒新利融100%股权 资产异常,智通财经
617,2021-03-26,3月26日晚间重要行业研究汇总(附股),中金在线
618,2021-03-26,【机会挖掘】全国港口领域首单数字人民币结算业务落地 三条主线寻找投资机会,证券时报网
619,2021-03-25,数字货币概念股近三日受11亿主力资金追捧,证券时报网
620,2021-03-25,“中国数字经济最大短板”SaaS公司中美股市两开花，市场规模料年增31%,21世纪经济报道
621,2021-03-25,抱团股再被抛售 机构多空分歧大,财富动力网
622,2021-03-24,再看「内循环」别有深意，12赛道解读，完整受益股名单,云掌财经
623,2021-03-24,企业征信艰难突围 如何摆脱数据供应商角色？,21世纪经济报道
624,2021-03-24,罕见，味茅、医药茅跌跌不休，砸盘元凶曝光,Wind
625,2021-03-24,罕见，味茅、医药茅跌跌不休，砸盘元凶曝光！白酒股大反弹，机构称性价比足够高,证券时报
626,2021-03-24,一批大白马跌跌不休，白酒股大反弹，机构称性价比足够高,证券时报网
627,2021-03-24,计算机行业：六大行开始推广数字人民币钱包 DCEP落地全面加速,新浪
628,2021-03-24,中国中免等9股获融资净买入超5000万元,第一财经
629,2021-03-24,【朝闻国盛0324】配置盘继续逆势增配,国盛证券研究所
630,2021-03-23,信息服务行业信息点评：国内公有云持续高增长 看好云产业链,新浪
631,2021-03-22,又一家上市公司意图挂钩“碳交易”，顶点软件披露承建天津排放权交易所系统,21世纪经济报道
632,2021-03-22,计算机行业周观点：智慧医院管理评级出台 医疗IT建设迎百亿增量,新浪
633,2021-03-22,碳交易市场冲刺最后一公里！13家A股关联企业曝光,华夏时报
634,2021-03-22,财融汇·日间资讯,财通证券融资融券部
635,2021-03-21,银河基金主动权益类 基金经理阵营浮现重重问题,新浪
636,2021-03-20,拟上市企业流向创业板！浙江省2020年IPO市场回顾与2021年前景展望,前瞻研究院
637,2021-03-19,一周主力资金丨机构抱团股再遭抛售 中国平安净流出超52亿元,第一财经
638,2021-03-19,恒生电子跌4.5% 安信国盛中泰证券去年高点喊买,中国经济网
639,2021-03-19,50股今日获机构买入评级,证券时报网
640,2021-03-19,恒生电子今日大宗交易成交4.51万股，成交价85.01元溢价0.0%,Wind
641,2021-03-19,【华西计算机】恒生电子 | 点评报告：财务审慎性减值，表观利润无影响,科技晶选
642,2021-03-19,恒生电子(600570)：财务审慎性减值 表观利润无影响,新浪
643,2021-03-19,保险科技案例｜多场景互联网保险生态平台——灵犀科技,零壹财经
644,2021-03-19,恒生电子(600570)：资产减值预计已体现 金融IT核心赋能者或迎长期加速点,新浪
645,2021-03-19,华西证券维持恒生电子买入评级：财务审慎性减值，表观利润无影响,每日经济新闻
646,2021-03-19,中证云计算主题指数投资价值分析,新浪
647,2021-03-19,财经早茶∣珠三角熟料开启第二轮上涨；美股三大指数集体收跌,证券时报网
648,2021-03-19,兴全基金29只主动权益产品春节后全下跌 3只跌超17%,中国经济网
649,2021-03-18,投资机构漏夜重估这类债券价值！金融支持“碳中和”已经进入深水区,21世纪经济报道
650,2021-03-18,恒生电子：计提2.34亿元资产减值 资产异常,格隆汇
651,2021-03-18,恒生电子：2020年度计提资产减值2.34亿元 资产异常,Wind
652,2021-03-18,恒生电子(600570.SH)拟向子公司恒云控股提供不超3000万美元财务资助,格隆汇
653,2021-03-18,恒生电子(600570.SH)：2021年拟向各家银行申请流动资金综合授信额度不超15亿元,格隆汇
654,2021-03-18,全国碳排放权交易市场建设采用“双城”模式 上海联合产权交易所负责交易,华夏时报
655,2021-03-18,盘前情报丨全国碳交易市场架构浮出 相关个股一览（附股）,21世纪经济报道
656,2021-03-18,国内财经媒体头版2021年3月18日星期四,Wind
657,2021-03-18,全国碳排放市场架构浮出水面,Wind
658,2021-03-17,电池行业盛会重磅来袭 全国碳交易市场架构浮出丨明日主题前瞻,第一财经
659,2021-03-17,全国碳交易市场架构浮出：交易中心在上海，注册登记中心在武汉！,Wind
660,2021-03-17,恒生电子：全国碳市场的两套核心系统在技术上已做好准备,澎湃新闻
661,2021-03-17,全国碳排放权交易市场建设采用“双城”模式，恒生电子协助建设交易及注册登记系统,21世纪经济报道
662,2021-03-17,恒生电子：3月17日主力资金净流入额占板块的47.37%,每日经济新闻
663,2021-03-17,工具型产品研究系列之七十八：招商中证云计算ETF认购在即,新浪
664,2021-03-17,【行情】恒生电子现涨2.2%,金十数据
665,2021-03-17,恒生电子：全国碳排放权交易市场的建设采用了创新型的“双城”模式,Wind
666,2021-03-17,恒生电子：协助建设全国碳排放权交易系统、注册登记系统,格隆汇
667,2021-03-16,恒生电子与数讯信息达成合作 推动高性能全链路能力优化,证券日报网
668,2021-03-16,零壹投融资周报(3.8日-3.14日)：91家金融科技公司融资200亿元；Welab获7500万美元C+轮融资,零壹财经
669,2021-03-16,恒生电子与数讯信息签署战略合作协议,Wind
670,2021-03-16,恒生电子与数讯信息签署战略合作协议,e公司
671,2021-03-16,【最深度|天风非银】金融IT深度报告：行业发展进入快车道，头部公司如何看？,新锐视角看金融
672,2021-03-15,赢时胜(300377.SZ)：恒生电子及其一致行动人持股升至9.18% 为当前公司第二大股东,格隆汇
673,2021-03-15,恒生电子(600570.SH)受让5400万股赢时胜股份完成过户,智通财经
674,2021-03-15,恒生电子(600570.SH)完成受让赢时胜7.18%股份,格隆汇
675,2021-03-15,计算机行业研究周报：预计极端情况核心白马大概率下行空间约10-15%(附重申看好网安与信创),新浪
676,2021-03-15,计算机行业周报：重点推荐人工智能板块 AI 教育场景落地燎原之势 旷视IPO 获受理 百度二次上市重点投资AI,新浪
677,2021-03-15,全国碳市场6月底上线交易 A股碳交易板块迎来利好,新浪
678,2021-03-15,36氪首发丨致力于打造一款每个人都能用的RPA产品，「影刀RPA」完成超千万美元A轮融资,36氪
679,2021-03-15,【民生计算机|周观点】板块估值处历史低位，关注成长性与数字化转型,MS计算机
680,2021-03-14,下周操盘攻略：理性看待牛市回撤，控制预期,Wind
681,2021-03-13,【公告点评】恒生电子(600570.SH)收购保泰科技，扩张公司金融IT产业版图,科创TMT靖观其变
682,2021-03-13,碳中和大动作，碳市场上线交易启动在即！持股碳交易所公司名单请收藏（附股）,证券时报网
683,2021-03-13,行业 | 两会后数字化转型进入全局战和攻坚战（中银杨思睿团队）,一计之长
684,2021-03-13,计算机行业周报：云领军安全边际是？计算机领军2021Q1-Q2 季报详细预测！,新浪
685,2021-03-12,40股今日获机构买入评级,证券时报网
686,2021-03-12,证券公司基于行业云的信息系统备份能力建设实践案例,中证协发布
687,2021-03-12,资本加持、暗流涌动 来看保险科技领域哪条赛道最吸金,新浪
688,2021-03-12,中国银河--恒生电子：收购保泰科技，扩张公司金融IT产业版图【公司研究】,金融界股吧
689,2021-03-12,求新求变，科技打造金融差异化竞争优势,电鳗快报
690,2021-03-12,【热股】碳交易市场政策影响 电力板块逾十股涨停,上海有色
691,2021-03-12,全国碳交易市场首批仅纳入电厂企业,格隆汇
692,2021-03-11,恒生电子宣布控股保泰科技，加码布局保险IT领域,21世纪经济报道
693,2021-03-11,「研报精选」3月11日券商研报精选+金股点评,搜狐
694,2021-03-11,【计算机-胡又文】恒生电子：收购保泰科技，加码保险核心,安信证券研究
695,2021-03-11,国泰优势行业混合净值上涨3.22%,新浪
696,2021-03-10,安信证券维持恒生电子买入评级：收购保泰科技，加码保险核心,每日经济新闻
697,2021-03-10,恒生电子宣布收购保泰科技,企查查
698,2021-03-10,发力保险核心业务领域 恒生电子收购保险IT服务商保泰科技,上证报
699,2021-03-10,恒生电子(600570)：回购落地 把握估值低点,新浪
700,2021-03-10,南华中证杭州湾区ETF净值下跌3.40%,新浪
701,2021-03-10,长信创新驱动股票净值下跌3.03%,新浪
702,2021-03-09,今年上市的一些有意思的ETF,包子君
703,2021-03-09,恒生电子今日大宗交易成交26万股，成交价80.0元折价6.21%,Wind
704,2021-03-09,"恒生电子现1笔大宗交易 共成交2,080.00万元",新浪
705,2021-03-09,1167只个股今日尾盘资金净流入,证券时报网
706,2021-03-09,千亿回购潮来临，A股迎强护盘模式,Wind
707,2021-03-09,计算机行业周报：智能汽车网络安全备受瞩目 5G下游应用领域迎来政策利好,新浪
708,2021-03-09,华西证券--计算机行业周观点：两会前瞻，计算机有哪些亮点【行业研究】,金融界股吧
709,2021-03-09,华西证券--恒生电子：回购落地，把握估值低点【公司研究】,金融界股吧
710,2021-03-09,【华西计算机】恒生电子 | 点评报告：回购落地，把握估值低点,科技晶选
711,2021-03-09,国海证券--计算机行业周报：关注底部中小市值公司机会【行业研究】,金融界股吧
712,2021-03-09,核心公募基金公司持仓分析（2021年3月8日）：加仓银行和食品饮料 减电子和医药,东莞证券研究
713,2021-03-09,长信创新驱动股票净值下跌4.77%,新浪
714,2021-03-09,银河服务混合净值下跌4.08%,新浪
715,2021-03-09,西部利得新盈混合净值下跌4.88%,新浪
716,2021-03-09,华泰柏瑞中证科技100ETF净值下跌4.33%,新浪
717,2021-03-09,富国中证科技50策略ETF净值下跌3.49%,新浪
718,2021-03-09,国泰金鑫股票净值下跌3.30%,新浪
719,2021-03-09,山证改革精选混合净值下跌4.81%,新浪
720,2021-03-09,诺安新经济股票净值下跌4.80%,新浪
721,2021-03-09,嘉实企业变革股票净值下跌4.56%,新浪
722,2021-03-09,【计算机-胡又文】恒生电子：一文看懂机构化对恒生的影响几何,安信证券研究
723,2021-03-08,恒生电子(600570.SH)完成回购累计回购8亿元股份,格隆汇
724,2021-03-08,计算机行业周报：网络安全：景气度提升 估值有望持续修复,新浪
725,2021-03-08,申港证券--计算机行业：“建设数字中国”有望成为下阶段信息化建设重点【行业研究】,金融界股吧
726,2021-03-07,【民生计算机|周观点】从政府工作报告中看数字化转型重点方向,MS计算机
727,2021-03-06,计算机行业研究周报：前瞻推荐后网安后续空间如何看？(附：近期行业信创重大变化),新浪
728,2021-03-05,"恒生电子现1笔大宗交易 共成交1,004.30万元",新浪
729,2021-03-05,恒生电子今日大宗交易成交12.10万股，成交价83.0元折价6.8%,Wind
730,2021-03-05,恒生电子执行董事蒋建圣：迎接数字化浪潮 打造金融科技新引擎,每日经济新闻
731,2021-03-04,通信行业-星环科技投资价值分析报告：大数据全栈解决方案平台级公司,新浪
732,2021-03-03,开源证券--计算机行业周报：2021年，高度重视网络安全板块【行业研究】,金融界股吧
733,2021-03-02,恒生电子3月2日大宗交易成交2289.95万元,证券时报网
734,2021-03-02,恒生电子今日大宗交易成交27.10万股，成交价84.5元折价6.82%,Wind
735,2021-03-02,计算机行业周报-医疗信息化：订单验证需求回暖 景气度向中枢以上修复,新浪
736,2021-03-01,计算机行业2021年春季策略报告：景气赛道上的结构性机会,光大证券
737,2021-03-01,恒生电子：截至2月底累计斥资6.04亿元回购0.61%股份,科创板日报
738,2021-03-01,恒生电子：已累计回购0.5951%公司股份,Wind
739,2021-03-01,恒生电子(600570.SH)截至2月底累计斥资6.04亿元回购621.37万股,格隆汇
740,2021-03-01,计算机行业周报：头部公司业绩超预期 关注网络安全,国海证券
741,2021-03-01,景气度快速恢复，网络安全板块有望发酵,云掌财经
742,2021-03-01,新增投资者11个月超百万！机构账户却下滑，什么信号,Wind
743,2021-03-01,指数降温热情未退，1月超200万投资者跑步入场,Wind
744,2021-02-28,【民生计算机|周观点】行业整体业绩向好，关注高景气及景气度改善板块,MS计算机
745,2021-02-27,关联公司高抛低吸 赢时胜涉嫌操纵股价？ 关联方问题,金融投资报
746,2021-02-27,计算机行业周报：计算机中盘成长的详细取舍！,新浪
747,2021-02-26,"恒生电子现1笔大宗交易 共成交1,007.24万元",新浪
748,2021-02-26,恒生电子今日大宗交易成交11.92万股，成交价84.5元折价3.32%,Wind
749,2021-02-26,解密主力资金出逃股连续5日净流出539股,证券时报网
750,2021-02-26,恒生电子助力金融机构财富管理数智化转型,证券日报网
751,2021-02-26,数字货币风头正劲，首只金融科技ETF今日（2月26日）15:00结束募集,资本邦
752,2021-02-26,南华中证杭州湾区ETF净值下跌3.13%,新浪
753,2021-02-26,前海联合科技先锋混合C净值下跌3.30%,新浪
754,2021-02-26,农银主题轮动混合净值下跌5.10%,新浪
755,2021-02-25,富友支付入围“2021未来银行科技服务商100强”,资本邦
756,2021-02-25,恒生电子：拟耗资近4亿元购买赢时胜股权 2020年盈利双位数下滑 盈利能力下降,面包财经
757,2021-02-24,机构合作“取长补短”恒生电子潘毅：预计银行+基金或银行+证券会是MOM业务主流,金融界
758,2021-02-24,西部利得新盈混合净值下跌3.33%,新浪
759,2021-02-24,汇丰晋信科技先锋股票净值下跌3.56%,新浪
760,2021-02-24,华宝中证科技龙头ETF净值下跌3.09%,新浪
761,2021-02-23,10券商春节前后“加班”上线单向视频开户，亲测有这些变化,澎湃新闻
762,2021-02-23,恒生电子大宗交易成交25.80万股成交额2296.20万元,证券时报网
763,2021-02-23,"恒生电子现1笔大宗交易 共成交2,296.20万元",新浪
764,2021-02-23,内存数据库在金融领域高性能、低延时场景下的应用,大众网
765,2021-02-23,受让7.18%股权 恒生电子“抄底式”举牌赢时胜,上证报
766,2021-02-23,嘉实瑞和两年持有期混合净值下跌4.87%,新浪
767,2021-02-23,嘉实成长增强混合净值下跌4.45%,新浪
768,2021-02-22,零壹投融资周报(2.15日-2.21日)：46家公司获投57.9亿元，理财类项目融资17.9亿元,零壹财经
769,2021-02-22,计算机行业周报：计算机板块上涨 关注信创和金融科技,渤海证券
770,2021-02-22,教育科技行业周报：线上化+智能化加速,新浪
771,2021-02-22,信息行业周报：全球PC市场迎来复苏,新浪
772,2021-02-22,计算机行业周报：百度智能驾驶获市场关注 医疗IT板块投资热潮开启,新浪
773,2021-02-22,信息服务行业跟踪报告：从恒生电子投资赢时胜 看金融科技行业的平台化趋势,新浪
774,2021-02-22,A股异动|赢时胜(300377.SZ)续涨逾8%恒生电子拟受让公司7.18%股份,格隆汇
775,2021-02-22,申港证券--计算机行业：春节期间多地试点数字人民币应用，行业应用持续加速【行业研究】,金融界股吧
776,2021-02-22,计算机行业：美股业绩期来临 建议关注声网和哔哩哔哩 百度20Q4财报超预期 智能云和智能驾驶高速增长,新浪
777,2021-02-22,计算机周报：百度智能驾驶全方位推进 5G重要应用端前景可期,新浪
778,2021-02-22,开源证券--计算机周观点：关注超跌的优质标的【行业研究】,金融界股吧
779,2021-02-22,三大因素催化景气度高涨，首只金融科技ETF今起开售!,金融投资报
780,2021-02-22,国内首只“金融科技ETF”今日重磅开售,中国经济网
781,2021-02-22,影响5.5万亿板块大事件来了,中国基金报
782,2021-02-21,【早评0222】最小阻尼方向仍是北上,云掌财经
783,2021-02-21,影响5.5万亿板块大事件，超跌概念股率先启动，芯片巨头砸出“深坑”，高增长龙头股名单请收藏,证券时报
784,2021-02-21,计算机行业周报：关注景气确定向上龙头与低位景气细分小市值标的,光大证券
785,2021-02-21,计算机行业周报：节后抱团松动 关注超跌景气板块(推荐),国海证券
786,2021-02-20,计算机行业周报：若海外缓和 计算机机会详解！,新浪
787,2021-02-20,计算机：为什么手机巨头都想造车,新浪
788,2021-02-20,在线开户再“快一步” 多家券商“火速”上线单向视频开户,证券日报
789,2021-02-19,恒生电子受让赢时胜7.18%股份 一年内无增减持计划,e公司
790,2021-02-19,公告精选：顺丰控股1月速运物流业务营收同比增40%,e公司
791,2021-02-19,盘后公告集锦|温氏股份2020年净利润同比减少47%,财联社
792,2021-02-19,周一最新重磅公司传闻集锦(2月20日),证券之星
793,2021-02-19,晚间重要公告2021年2月19日星期五,Wind
794,2021-02-19,赢时胜(300377.SZ)：恒生电子拟受让7.18%的股份,格隆汇
795,2021-02-19,赢时胜：恒生电子受让公司总股本7.18%,格隆汇
796,2021-02-19,恒生电子(600570.SH)以3.88亿元受让5400万股赢时胜股份 持股比例达7.18%,智通财经
797,2021-02-19,恒生电子：公司及一致行动人合计持有赢时胜9.18%股份,Wind
798,2021-02-19,恒生电子(600570.SH)拟受让赢时胜7.18%股份,格隆汇
799,2021-02-19,恒生电子：拟受让赢时胜7.18%股份价格为7.18元/股,格隆汇
800,2021-02-19,"恒生电子现1笔大宗交易 共成交1,005.80万元",新浪
801,2021-02-19,恒生电子今日大宗交易成交10.70万股，成交价94.0元折价3.9%,Wind
802,2021-02-19,安信研究|晨会在线20210222,安信证券研究
803,2021-02-18,44股获券商买入评级 金晶科技目标涨幅达100.63%,Wind
804,2021-02-17,A股明日风口：春节档期票房破75亿 美国得州严寒天气扰乱能源市场,新浪
805,2021-02-17,计算机行业点评报告：布局两会黄金窗口期 计算机行业历史复盘及政策梳理,新浪
806,2021-02-17,计算机行业周报：牛年春节备忘录,新浪
807,2021-02-17,比特币火爆行情带动矿机需求，国内两家公司位列加州自动驾驶报告前五,中信建投证券研究
808,2021-02-16,从金融IT产业链公司最新业绩预告看行业的高景气度【安信诸海滨团队】,诸海滨科新先声
809,2021-02-13,2021年1月浙江A股上市公司市值TOP100 海康威视市值5886亿元居榜首,挖贝网
810,2021-02-10,CWM50：保险资金运用面临的新机遇和新挑战,新浪
811,2021-02-10,恒生电子(600570)：证券资管IT龙头 公司竞争地位全面解析,广发证券
812,2021-02-09,【民生计算机|周观点】百度智能驾驶全方位推进，5G重要应用端前景可期,MS计算机
813,2021-02-09,全市场科技产业策略报告第九十七期：从金融IT产业链公司最新业绩预告看行业的高景气度,新浪
814,2021-02-09,计算机行业周报：计算机板块承压 关注绩优成长股,渤海证券
815,2021-02-08,计算机行业2020年报前瞻：领军业绩逐季改善 把握景气下游！,新浪
816,2021-02-08,35股今日获机构买入评级,证券时报网
817,2021-02-08,计算机行业周观点：密集回购 彰显信心,新浪
818,2021-02-08,国信证券：两板合并带来IT增量，持续看好市场改革下的金融科技板块,证券时报网
819,2021-02-08,晨会聚焦210208重点关注社会服务行业、家电行业、免税行业、金融IT行业、计算机行业、通信行业,国信研究
820,2021-02-08,上周五融资买入前50名个股排名,财富动力网
821,2021-02-08,国元证券给予恒生电子买入评级，事件点评：主板与中小板启动合并，技术改造需求开始释放,每日经济新闻
822,2021-02-08,民生计算机周报：工业软件再迎核心企业 持续看好板块价值,新浪
823,2021-02-08,券商解读深市主板和中小板合并四大影响 近30日337只个股获机构看好,证券日报
824,2021-02-07,节后市场风格或变，节前低吸部分？,云掌财经
825,2021-02-07,金融IT行业点评：两板合并带来IT 增量 持续看好市场改革下的金融科技板块,新浪
826,2021-02-07,周末重磅：深市主板与中小板合并！奶业迎政策利好，钛白粉龙头提价,腾讯网
827,2021-02-07,计算机行业研究周报：大跌之后 如何看？,新浪
828,2021-02-07,深交所主板与中小板合并！交易所提示警惕四大误区，对投资者影响几何？两大券商同时点名一股,金融界
829,2021-02-07,计算机行业：深主板、中小板合并 证券IT驶入发展快车道,新浪
830,2021-02-07,华西证券维持恒生电子买入评级：中小板如期合并，全年政改红利可期,每日经济新闻
831,2021-02-05,【专栏】城农商行不得开办异地存款，金融科技服务商迎来哪些市场机会？,新流财经
832,2021-02-05,恒生电子今日大宗交易成交34.54万股，成交价95.5元折价3.78%,Wind
833,2021-02-05,开源证券--计算机周观点：云计算高景气度持续【行业研究】,金融界股吧
834,2021-02-04,恒生电子：蚂蚁间接持股超两成，大资管业务先发优势明显,证券之星
835,2021-02-03,中银证券--研究部2月金股：2月金股组合【投资策略】,金融界股吧
836,2021-02-02,财通证券：与蚂蚁和恒生共建的两个业务平台均已上线,Wind
837,2021-02-02,渤海证券--计算机行业周报：行业景气度上行，关注云计算和金融IT【行业研究】,金融界股吧
838,2021-02-02,计算机行业周报：创新型国产替代 ARM生态崛起带来新机遇,新浪
839,2021-02-02,【计算机】行业景气度上行，关注云计算和金融IT――计算机行业周报――看好,渤海证券研究
840,2021-02-01,恒生电子(600570.SH)截至1月底累计斥资4.92亿元回购496.46万股,格隆汇
841,2021-02-01,恒生电子(600570)2020年业绩预告点评：业绩符合预期 新准则致收入增速放缓 盈利能力下降,新浪
842,2021-02-01,国元证券--恒生电子：业绩符合预期，新准则致收入增速放缓【公司研究】 盈利能力下降,金融界股吧
843,2021-02-01,深信服(300454)：公司与腾讯云开展战略合作 渠道拓展有积极突破,广发证券
844,2021-02-01,计算机行业周报：公募计算机板块持仓减少 集中度提高,国海证券
845,2021-02-01,计算机行业投资周报：产业合作稳进 车联网安全或为网安新风向,新浪
846,2021-02-01,东吴证券--恒生电子：新准则导致公司业绩下滑，证券IT龙头基本面持续向好【公司研究】 盈利能力下降,金融界股吧
847,2021-02-01,避开微信、支付宝，华尔街精英创立的跨境支付独角兽要IPO了,搜狐
848,2021-02-01,东吴计算机点评【恒生电子：新准则导致公司业绩下滑，证券IT龙头基本面持续向好】 盈利能力下降,吴声计事
849,2021-02-01,恒生电子(600570)：会计准则影响表观利润 看好长期成长,新浪
850,2021-02-01,计算机周报：板块整体业绩有望改善 主要细分核心标的表现亮眼,新浪
851,2021-02-01,中银证券研究部2021年2月金股组合,新浪
852,2021-01-31,【兴证计算机】周观点：计算机相对配置价值持续提升,兴业计算机团队
853,2021-01-31,17股获买入评级 最新:启明星辰,中财网
854,2021-01-31,恒生电子(600570)：内外均迎边际改善 长期逻辑不改,新浪
855,2021-01-31,计算机应用行业：外部环境或改善 关注预告数据质量较好的公司,广发证券
856,2021-01-31,【计算机】恒生电子（600570）深度研究：千亿市值之上，未来的空间怎么看？,天风研究
857,2021-01-30,恒生电子(600570)：业绩符合预期 收入确认延缓影响利润表现,新浪
858,2021-01-29,【华西计算机】恒生电子点评：中小板如期合并，全年政改红利可期,科技晶选
859,2021-01-29,万联证券--计算机行业基金持仓分析报告：持仓处于历史低位，集中度大幅提升【行业研究】,金融界股吧
860,2021-01-29,星环科技拟科创板上市：已与中金签署辅导协议，腾讯为最大机构投资方,零壹财经
861,2021-01-29,信达证券--恒生电子：业绩符合预期，准则变化影响表观数据【公司研究】,金融界股吧
862,2021-01-29,国信证券--恒生电子2020年业绩预告点评：会计准则影响表观，21年有望重回增长【公司研究】,金融界股吧
863,2021-01-29,恒生电子(600570)：会计准则影响收入确认节奏 长期逻辑向好不变,广发证券
864,2021-01-29,中信证券：维持恒生电子(600570.SH)“买入”评级,智通财经
865,2021-01-29,中银国际：恒生电子（600570.SH）研发和激励成效可期 维持“买入”评级,智通财经
866,2021-01-29,恒生电子(600570)：业绩符合预期 高景气赛道龙头成长性无疑,新浪
867,2021-01-29,1月29日午盘两市净流入前20股(名单),金融界
868,2021-01-29,华西证券--恒生电子：收入确认拖累扣非利润，基本面依旧稳健【公司研究】 盈利能力下降,金融界股吧
869,2021-01-29,中银证券--恒生电子：确收延缓无惧，研发和激励成效可期【公司研究】,金融界股吧
870,2021-01-29,1月29日早盘两市板块龙虎榜排名(名单),金融界
871,2021-01-29,1月29日早盘两市净流入前20股(名单),金融界
872,2021-01-29,安信证券--恒生电子：短期受新收入准则影响，机构化铸造长期空间【公司研究】,金融界股吧
873,2021-01-29,109股获券商买入评级 精工钢构目标涨幅达104%,Wind
874,2021-01-28,恒生电子助力东北证券打造新一代极速交易系统,证券日报网
875,2021-01-28,恒生电子(600570.SH)：2020年度净利预降12.66%至12.37亿元 盈利能力下降,格隆汇
876,2021-01-28,恒生电子(600570)：竞争格局依然稳定 龙头地位不改,新浪
877,2021-01-28,信息服务行业跟踪报告：相比港股美股 A股SAAS公司已成为全球估值洼地,新浪
878,2021-01-28,“广东云医院”APP“侵害用户权益”被责令整改 回应称“完成新版本更新” 其他违规处罚,中国网
879,2021-01-27,"恒生电子现1笔大宗交易 共成交3,567.98万元",新浪
880,2021-01-27,【国金研究】国泰软件ETF投资价值分析：政策技术双驱动，聚焦高景气软件行业,国金证券
881,2021-01-26,计算机行业周报：深圳启动第三轮数字人民币试点 产业链有望受益,新浪
882,2021-01-26,计算机应用行业：公募2020Q4持仓分析 集中度继续提升 主配云计算,新浪
883,2021-01-26,计算机行业周报：港股计算机标的明细全览！,新浪
884,2021-01-26,中信建投TMT团队最新研究观点,中信建投证券研究
885,2021-01-26,中信建投五大研究团队复盘2020年四季度公募基金持仓,中信建投证券研究
886,2021-01-25,【主力资金】主力重金杀入3只大白马，买入资金超30亿元,证券时报网
887,2021-01-25,明星爆款新基金持仓出炉，这些行业被盯上了,格隆汇
888,2021-01-25,1月25日主力资金净流出315亿元,证券时报网
889,2021-01-25,恒生电子现1笔大宗交易 共成交216.64万元,新浪
890,2021-01-25,照亮未来数字化发展新方向 | InfoQ 2020中国数字经济灯塔奖正式揭晓,中国网
