,2021-12-31,行业观察|半岛超声炮大火 医美设备厂商国产替代空间广阔,财联社
427,2021-10-12,从“买买买”到“卖卖卖”，复星医药的“生意经”发生了啥变化？,21世纪经济报道
428,2021-10-12,复星医药与赫尔森签署部分产品在中国内地及港澳地区的独家许可和分销协议,证券时报网
429,2021-10-12,2020年我国医药制造业研发经费投入超700亿，百济神州最高！,艾美达行业研究
430,2021-10-12,复星集团引入新投资者并更名为 Lanvin Group,CFW时尚
431,2021-10-12,强生达雷妥尤单抗皮下注射剂型在华获批；百济泽布替尼澳大利亚获批新适应证,GBIHealth
432,2021-10-11,医药行业周报：不对称有机催化研究,新浪
433,2021-10-11,复星医药的年内第四卖——诊断龙头亚能生物,新康界
434,2021-10-11,复星医药(02196)拟为附属贷款提供担保 大额借贷担保,智通财经
435,2021-10-11,复星医药：控股子公司拟设立合资公司，并认缴51%资本,Wind
436,2021-10-11,复星医药：控股子公司通过GMP符合性检查,Wind
437,2021-10-11,复星医药(02196.HK)拟为子公司5000万元贷款提供担保 大额借贷担保,格隆汇
438,2021-10-11,复星医药(600196.SH)：复星健康拟出资3570万元与关联方共设苏州星晨,格隆汇
439,2021-10-11,复星医药(600196.SH)：复宏汉霖用于生产斯鲁利单抗注射液的原液生产南线等通过GMP符合性检查,格隆汇
440,2021-10-11,复星医药：本集团实际对外担保金额按2021年10月11日汇率折合人民币约约216.09亿元 大额借贷担保,每日经济新闻
441,2021-10-11,复星医药：控股子公司通过GMP符合性检查,财联社
442,2021-10-11,复星医药：董事会审议通过关于参与投资设立苏州星晨儿童医院有限公司的议案,Wind
443,2021-10-11,复星医药：重组抗PD-1人源化单克隆抗体注射液通过GMP符合性检查,Wind
444,2021-10-11,复星医药：拟共同投资设立苏州星晨，于苏州市设立并运营营利性三级儿童医疗机构,Wind
445,2021-10-11,复星北铃公共卫生应急产业与危重症诊疗技术工程中心正式奠基开工,中国网
446,2021-10-09,错失新冠被抛售？复星出售亚能生物股份，可能还是要谋“资本局” 减持股份,经济观察网
447,2021-10-09,赛诺菲退出mRNA新冠疫苗研究 沃森生物静待三期临床结果,新浪
448,2021-10-09,连卖4家子公司“瘦身” 大刀阔斧革新诊断业务 复星医药在下什么棋？,新浪
449,2021-10-09,复星医药年内四次出售资产，将布局新赛道加速业务转型 资产异常,资本邦
450,2021-10-08,复星医药一年内4次出售资产意欲何为？ 资产异常,国际金融报
451,2021-10-08,复星出售多家子公司股权，回笼超40亿,汇聚南药
452,2021-10-08,多家知名药企，卖了！,微信
453,2021-10-08,"复星医药现1笔大宗交易 共成交1,287.50万元",新浪
454,2021-10-08,再次出售两家子公司股权，复星医药在下一盘什么样的棋？,新京报
455,2021-10-08,复星医药今日大宗交易成交25万股，成交价51.5元溢价0.0%,Wind
456,2021-10-08,知名药企年内出售四家子公司股权！,微信
457,2021-10-08,医药人才招聘（10.08更新）,新浪
458,2021-10-08,美国加大新冠检测，什么信号？境外疫苗有效率大降,Wind
459,2021-10-08,复星医药大跌,新浪
460,2021-10-08,复星医药年内出售四公司股权 回笼资金41亿布局新赛道加速转型,长江商报
461,2021-10-08,复星医药持续梳理体外诊断业务,全景网
462,2021-10-08,快讯 | 复星医药：近16亿元对价转让诊断板块两项资产，推进资产和业务梳理及一体化发展,财经网
463,2021-10-07,【浙商医药┃孙建】周报：国内细胞治疗行业是好赛道么？,杏林建研
464,2021-10-07,复星医药梳理体外诊断业务 拟近16亿元出售两项目资产 资产异常,e公司
465,2021-10-07,复星医药：拟以人民币约15.96亿元的对价向买方转让所持有的亚能生物29.02%的股权以及向买方与亚能生物共同指定的主体转让所持有的金石医检所100%的股权,每日经济新闻
466,2021-10-07,【异动股】复星医药(02196.HK)涨4.61%,财华社
467,2021-10-06,复星医药新品进入II期临床 半年投入17.77亿研发“下猛药”,电鳗快报
468,2021-10-06,陆家嘴财经早餐2021年10月6日星期三,Wind
469,2021-10-06,复星医药VS恒瑞医药～恒瑞在行业还是有很高地位的，综合实力很强,深水财经社
470,2021-10-06,复星医药VS西藏药业～复兴在西藏面前胜负比只有4:8？,深水财经社
471,2021-10-05,暴涨暴跌的复星医药，值得关注吗？,格隆汇
472,2021-10-05,【恒指小幅收涨】恒指触底反弹收涨0.28%，恒生科技指数跌0.31%。能源、有色股强势上涨，中国石油涨超7%创逾2年新高。医药股低开高走，复星医药大涨13%。地产股普跌，融创中国、中国奥园跌超10%。（中新经纬APP）,中新经纬
473,2021-10-05,恒指触底反弹收涨0.28%，复星医药大涨13%,Wind
474,2021-10-05,惊天逆转！暴跌近20%后，千亿龙头反弹15%,Wind
475,2021-10-05,【恒指午盘小幅收涨】恒指探底回升午盘涨0.32%，盘初一度跌约1.5%创1年新低；恒生科技指数跌0.21%。有色、能源、医药板块强势，复星医药大涨超15%，中国铝业涨超7%。（中新经纬APP）,中新经纬
476,2021-10-05,恒指探底回升午盘涨0.32%,Wind
477,2021-10-05,港股异动︱复星医药(02196)急升逾7% 美国国家传染病研究所所长称新冠口服药不会代替疫苗,智通财经
478,2021-10-05,港股医疗保健股反弹 复星医药涨近10%,新浪
479,2021-10-05,【异动股】复星医药(02196.HK)涨8.8%,财华社
480,2021-10-05,港股探底回升，恒指跌幅收窄至0.4%,Wind
481,2021-10-05,被“错杀”后部分疫苗股反弹 复星医药(2196.HK)涨超7%,格隆汇
482,2021-10-05,港股医药板块反弹，复星医药涨幅扩大至10%,Wind
483,2021-10-05,陆家嘴财经早餐2021年10月5日星期二,Wind
484,2021-10-04,新冠特效药吓崩疫苗股，其实结局早已注定？,格隆汇
485,2021-10-04,港股第一天开市，有哪些信息需要关注？,证券之星
486,2021-10-04,复星医药港股一度下挫超20%，节后A股可抄底？,上游新闻
487,2021-10-04,默沙东莫努匹韦真的是新冠特效药？小分子新冠药物潜力几何,澎湃新闻
488,2021-10-04,港股10月“开门黑”，疫苗、资源股集体下挫,Wind
489,2021-10-04,假期重磅！“白衣骑士”出手，恒大卖出一笔资产有望回血200亿？恒大汽车应声暴涨,每日经济新闻
490,2021-10-04,重磅突发！港股大跌550点：疫苗龙头暴跌20% 恒大突然停牌 重大事项停牌,Wind
491,2021-10-04,新冠特效药来了？港股疫苗蒸发450亿港元，复星医药股价两月跌6成,腾讯网
492,2021-10-04,美国医药公司开发出口服抗新冠病毒试验性药丸，复星医药等港股医药股大跌,每日经济新闻
493,2021-10-04,港股恒指一度跌超2% ，医药股、港口海运、风电股大跌，复星医药跌超20%,和讯
494,2021-10-04,复星医药港股大跌逾20% ，此前默沙东称口服抗新冠病毒药有效,澎湃新闻
495,2021-10-04,港股医药股大幅走低 复星医药跌逾11%,中证网
496,2021-10-04,恒指跌幅扩大至2%，医药、电力、教育板块跌幅居前,Wind
497,2021-10-04,港股医药股大跌 复星医药跌超20%,财联社
498,2021-10-04,港股医药板块跌势扩大，抗疫概念股大跌,Wind
499,2021-10-04,【行情】港股生物医药股跌幅居前，开拓药业跌15%，康希诺生物跌12%，复星医药跌10.6%，药明生物跌5.6%，再鼎医药跌4%,金十数据
500,2021-10-04,港股医药板块走弱，康希诺生物、开拓药业跌超10%,Wind
501,2021-10-04,港股疫苗股承压集体低开 复星医药(2196.HK)跌超4%,格隆汇
502,2021-10-03,盘点：BigPharma技术平台布局(恒瑞/复星/石药),药通社
503,2021-10-02,复星医药(02196.HK)出售附属亚能生物股权,财华社
504,2021-10-01,这些药企工业收入超百亿：恒瑞、石药、上药,赛柏蓝
505,2021-10-01,上市公司正负面新闻2021年10月1日星期五,Wind
506,2021-09-30,复星医药：同意以15.961亿元的对价转让复星医药出售权益,Wind
507,2021-09-30,晚间重要公告2021年9月30日星期四,Wind
508,2021-09-30,复星医药拟转让亚能生物及金石医检所股权 预计贡献收益约14亿元,e公司
509,2021-09-30,复星医药(02196)拟15.961亿元向康桥五期美元基金出售亚能生物29.02%股权及金石医检所100%股权,智通财经
510,2021-09-30,复星医药(02196.HK)拟为控股子公司复星实业提供不超1亿美元担保 大额借贷担保,格隆汇
511,2021-09-30,复星医药：拟转让亚能生物及金石医检所股权,e公司
512,2021-09-30,复星医药(600196.SH)：集团拟以15.96亿元转让亚能生物29.02%股权及金石医检所100%股权,格隆汇
513,2021-09-30,复星医药(600196.SH)：子公司联合注射用曲妥珠单抗联合化疗(XELOX)启动II期临床研究,格隆汇
514,2021-09-30,复星医药：拟转让所持亚能生物合计29.02%股权及金石医检所100%股权,Wind
515,2021-09-29,医疗科技案例｜复星医药：稳步落实疫苗研发与供应，积极调整仿制创新药品布局,零壹财经
516,2021-09-29,北向资金结束连续3日净买入，宝钢股份净卖出额创新高,Wind
517,2021-09-29,复星医药收跌8.52%，现报52.05元,乐居财经
518,2021-09-29,北向资金动向盘点：持续买入食品饮料,Wind
519,2021-09-29,北向资金扫货金融地产，出逃五粮液、格力电器等股（名单）,21世纪经济报道
520,2021-09-28,复星医药跌4.13% 中泰证券中信证券一个月前喊买入,中国经济网
521,2021-09-28,奥鸿药业与燃点医药达成战略合作协议 共同推进高端制剂和改良新药开发,中国网
522,2021-09-27,医药生物行业周报：确认政策底 行业迎来布局良机,新浪
523,2021-09-27,华为出手，入局AI新药研发和CXO领域 | 中成药集采战役打响！19省加入【最新闻0927】,MedTrend医趋势
524,2021-09-26,德邦证券助力复星集团成功发行20亿人民币公司债,钢企网
525,2021-09-26,医药行业周报：医保局回应种植牙问题 牙科集采会不会来？,新浪
526,2021-09-24,港股多个板块遇“劫日”，新冠特效药传闻重创医药股，龙头复星医药跌近20%，为何多个板块成惊弓之鸟,财联社
527,2021-09-23,刚刚，复星医药副总裁辞职 董监高成员变化,思齐俱乐部
528,2021-09-23,复星医药：复星医药关于高级管理人员辞职的公告 董监高成员变化,新浪
529,2021-09-23,复星医药(02196)：Lihui Zou请辞副总裁职务,智通财经
530,2021-09-23,复星医药：副总裁Lihui Zou辞职,Wind
531,2021-09-23,复星医药：本集团实际对外担保金额折合人民币约约209.91亿元 大额借贷担保,每日经济新闻
532,2021-09-23,复星医药：获《药品生产许可证》 可扩大汉曲优产能,e公司
533,2021-09-23,复星医药(600196.SH)：Lihui Zou辞任副总裁职务 董监高成员变化,智通财经
534,2021-09-23,复星医药(600196.SH)控股子公司获药品生产许可证,智通财经
535,2021-09-23,复星医药：为控股子公司复星实业提供4000万欧元担保,Wind
536,2021-09-23,复星医药：控股子公司获《药品生产许可证》，生产注射用曲妥珠单抗,Wind
537,2021-09-23,中泰国际：复星医药子公司治疗慢性心力衰竭新药获FDA同意开展临床试验,新浪
538,2021-09-23,中国短期融资券及中期票据信用分析周报,新浪
539,2021-09-22,复星医药(02196.HK)完成发行2021年度第三期超短期融资券,财华社
540,2021-09-22,医药生物行业周报：人工关节拟中选结果好于预期 市场紧张情绪得到缓解,新浪
541,2021-09-22,复星医药：2021年度第三期超短期融资券发行完成，发行总额12亿元,乐居财经
542,2021-09-22,金象复星医药500万元成立白塔寺药店连锁公司,乐居财经
543,2021-09-21,智通港股公告精选︱(9.21) 复星医药治疗慢性心力衰竭新药NS012获美国FDA药品临床试验批准,智通财经
544,2021-09-21,晚间重要公告2021年9月21日星期二,Wind
545,2021-09-21,复星医药(02196)：治疗慢性心力衰竭新药NS012获美国 FDA 药品临床试验批准,智通财经
546,2021-09-21,复星医药(02196.HK)完成发行12亿元超短融,格隆汇
547,2021-09-21,复星医药(600196.SH)：NS012 获批开展用于治疗慢性心力衰竭的临床试验,智通财经
548,2021-09-21,复星医药：控股子公司获美国FDA药品临床试验批准,e公司
549,2021-09-21,复星医药(600196.SH)：子公司NS012获美国FDA药品临床试验批准,格隆汇
550,2021-09-21,复星医药(600196.SH)完成发行12亿元超短期融资券,智通财经
551,2021-09-21,复星医药：控股子公司获美国FDA药品临床试验批准,Wind
552,2021-09-21,医药行业周观点：人工关节集采落地 政策扰动市场情绪,新浪
553,2021-09-17,【异动股】复星医药(02196.HK)涨4.04%,财华社
554,2021-09-17,A股早报2021年9月17日星期五,Wind
555,2021-09-17,复星医药9月16日现1笔大宗交易,证券时报网
556,2021-09-16,A股共发生170宗大宗交易成交38.33亿元（9月16日）,Wind
557,2021-09-16,复星医药今日大宗交易成交326.90万股，成交价57.51元溢价0.0%,Wind
558,2021-09-16,复星医药：为控股子公司提供担保,Wind
559,2021-09-16,复星医药：控股子公司获药品注册申请受理,Wind
560,2021-09-16,复星医药2196｜完成发行12亿人币超短期融资券 利率2.6% | 头条金融网,头条日报
561,2021-09-16,复星医药(600196.SH)：子公司斯鲁利单抗注射液联合化疗等获药品注册申请受理,格隆汇
562,2021-09-16,复星医药：拟为控股子公司FMH提供不超过3850万欧元担保 大额借贷担保,每日经济新闻
563,2021-09-16,复星医药：斯鲁利单抗注射液联合卡铂和白蛋白紫杉醇一线治疗局部晚期或转移性鳞状非小细胞肺癌获国家药品监督管理局药品注册申请审评受理,财联社
564,2021-09-16,干货！发改委发布会：保供稳价、粮食安全、猪肉收储,Wind
565,2021-09-16,复星医药：斯鲁利单抗注射液第二个适应症获注册申请受理,Wind
566,2021-09-16,大行评级 | 大摩：美10年期债息回升，复星医药(2196.HK)等股对此敏感,格隆汇
567,2021-09-15,复星医药跌5.79% 中泰证券中信证券20天前喊买入,中国经济网
568,2021-09-14,复星医药：作为国内首个上市的个性化细胞治疗产品，奕凯达为二线以后的淋巴瘤患者带来了持续缓解的可能性,每日经济新闻
569,2021-09-14,复星医药：截至2021年6月30日，集团已有共计19个已通过或视为通过仿制药一致性评价的产品在五批药品集采招标中中选,每日经济新闻
570,2021-09-14,复星医药(02196)：复宏汉霖拟为其控股子公司汉霖制药不超3亿元债务提供担保 大额借贷担保,智通财经
571,2021-09-14,复星医药：本集团实际对外担保金额按2021年9月14日汇率折合人民币约203.75亿元 大额借贷担保,每日经济新闻
572,2021-09-13,复星医药大宗交易成交1593.50万元,证券时报网
573,2021-09-13,复星医药：“18复药01”完成转售债券金额人民币4.2亿元,Wind
574,2021-09-13,200亿元规模胰岛素“官宣”进入集采时代，A股“双子星”的阵痛与挑战,Wind
575,2021-09-13,海航重整方案出炉，航空、机场板块敲定接盘方,Wind
576,2021-09-12,复星医药(600196.SH)：复星医药产业以等值于750万美元的人民币对复星凯特增资,格隆汇
577,2021-09-11,辛国斌：“十四五”机器人产业规划制定中,Wind
578,2021-09-11,舍得酒业高管变更，“复星系”与“老将”并行 董监高成员变化,新京报
579,2021-09-10,舍得酒业高管变动：财务负责人辞职，新聘任4名副总裁一半来自复星系 董监高成员变化,中华网
580,2021-09-10,舍得酒业任命4名副总裁，复星系邹庆利接任首席财务官,搜狐
581,2021-09-10,复星医药(02196)附属公司复锐医疗科技(01696)建议采纳受限制股份单位计划,智通财经
582,2021-09-10,青岛啤酒：股东复星集团累积减持H股超5%至6822.23万股 减持股份,中国经济网
583,2021-09-10,复星医药(02196.HK)：Sisram批准建议采纳受限制股份单位计划,格隆汇
584,2021-09-10,复星医药(600196.SH)控股子公司复锐医疗科技拟推受限制股份单位计划,智通财经
585,2021-09-10,复星医药：拟向副总裁刘毅授出22万份Sisram受限制股份单位,Wind
586,2021-09-10,复星医药：董事会审议通过关于参与对复星凯特生物科技有限公司增资的议案,Wind
587,2021-09-10,青岛啤酒(600600.SH)股东复星集团累积减持H股6822.23万股 减持股份,智通财经
588,2021-09-10,医药业周报：从“PB-ROE” 医药投资“性价比”已现,新浪
589,2021-09-10,复星医药：目前已完成国内多家顶级医院端治疗中心的认证,每日经济新闻
590,2021-09-09,恒瑞医药非布司他片获得注册 将与复星医药竞争市场,e公司
591,2021-09-09,疫苗板块2021H1总结：新冠疫苗商业化价值初现 在研管线亮点颇多,新浪
592,2021-09-09,港股盘前必读：比亚迪发布纯电专属平台e平台3.0,Wind
593,2021-09-08,大摩：上调复星医药(2196.HK)目标价至61.3港元 评级“与大市同步”,证券之星
594,2021-09-08,大摩：予复星医药(02196)“与大市同步”评级 目标价升9.4%至61.3港元,智通财经
595,2021-09-06,药企出海标本：复星医药在非洲,汇聚南药
596,2021-09-06,医药生物行业创新药周报：闻弦歌知雅意 由跨国药企中报看创新药发展,新浪
597,2021-09-06,【异动股】复星医药(02196.HK)涨3.19%,财华社
598,2021-09-04,复星医药or沃森生物：国产mRNA新冠疫苗何时能打上？,钛媒体
599,2021-09-04,海内外企业同台竞技，数字贸易成服贸会最强风口,Wind
600,2021-09-03,云雾渐开！破产重整愈演愈烈，危机变转机,Wind
601,2021-09-02,21健讯Daily｜复星医药首批mRNA新冠疫苗运抵台湾；8月30位A股药企主要高管离职,21世纪经济报道
602,2021-09-02,复星医药首批93.2万剂复必泰疫苗抵达台湾地区,观察者网
603,2021-09-02,复星医药：首批mRNA新冠疫苗复必泰运抵台湾,e公司
604,2021-09-02,A股97家创新药企业上半年研发投入逾180亿元,Wind
605,2021-09-01,复星医药发生大宗交易 成交折价率10.51%,证券时报网
606,2021-09-01,复星医药今日大宗交易成交34.45万股，成交价56.97元折价10.51%,Wind
607,2021-09-01,北向资金净买入额创一个月新高连续8日加仓，伊利股份、贵州茅台净买入均超6亿元,Wind
608,2021-09-01,医药生物行业周报：医美行业强化监管 安徽省IVD集采结果公布,新浪
609,2021-09-01,医药行业：国内建议部分重点人群接种加强针,新浪
610,2021-09-01,【异动股】复星医药(02196.HK)涨3.61%,财华社
611,2021-09-01,上海复星医药（集团）股份有限公司 关于证券事务代表辞职的公告,中证报
612,2021-08-31,逾700家上市公司上半年炒493只A股：哪些亏损，哪些赚钱？,第一财经
613,2021-08-31,半年报看新冠疫苗销售：科兴中维上半年盈利500亿？,澎湃新闻
614,2021-08-31,复星医药(02196)：陆璐辞任证券事务代表职务,智通财经
615,2021-08-31,复星医药：证券事务代表陆璐辞职,每日经济新闻
616,2021-08-31,复星医药(600196.SH)：陆璐辞去证券事务代表职务,智通财经
617,2021-08-30,复星医药：mRNA疫苗国内审批进展正常，首个细胞治疗产品已上市,阿尔法工场
618,2021-08-27,每日理财观察：银保监会进一步完善财产保险公司产品监管制度,Wind
619,2021-08-27,港股盘前必读：中国平安上半年归母净利润580.05亿元同比下降15.5%,Wind
620,2021-08-26,复星医药跌5.89% 中信证券中泰证券刚喊买入,中国经济网
621,2021-08-26,恒指缩量收跌1.08%，医药、科技股跌幅居前,Wind
622,2021-08-26,上海区域股市周报：21家机构调研思源电气 5亿融资买入复星医药,每日经济新闻
623,2021-08-26,港股医疗保健板块回调明显，复星医药跌逾8%,每日经济新闻
624,2021-08-26,复星医药跌8%，港股医疗板块又遭“血洗”？恒生医疗ETF（513060）持续溢价 交易价格异常,资本邦
625,2021-08-26,复星医药上半年营收同比增20.85%，创新产品落地促产品结构转型,中投网
626,2021-08-26,上证50跌幅扩大至1%，中国中免、复星医药跌超3%,Wind
627,2021-08-26,FDA正式批准首个新冠疫苗 复星医药吴以芳：将积极沟通 争取早日将其推向国内市场,每日经济新闻
628,2021-08-25,创新成果落地 复星医药上半年业绩增长强劲,中国经营网
629,2021-08-25,复星医药创新药步入收获期，董事长吴以芳：希望未来打造50亿美元级重磅产品,华夏时报
630,2021-08-25,北向资金连续三日加仓累计净买入超百亿，大幅抄底白酒股,Wind
631,2021-08-25,产经报道｜复星医药吴以芳：仿制药下行压力将会持续加大，坚定创新进入无人区,财经网
632,2021-08-25,疫苗“添柴”集采“减收” 复星医药将加大创新品种占比,证券日报网
633,2021-08-25,复星医药A股涨超5%H股涨逾7% 郭广昌：复必泰在正常推进,新浪
634,2021-08-25,港股异动丨复星医药(2196.HK)涨4.6% 上半年复必泰疫苗收入超5亿元,格隆汇
635,2021-08-25,郭广昌：复必泰审批进展正常 除了疫苗复星医药还有很多好产品丨C位,第一财经
636,2021-08-25,复星医药：mRNA疫苗国内审批进展正常，首个细胞治疗产品已上市,阿尔法工场
637,2021-08-25,复星医药拉升 郭广昌称新冠mRNA疫苗复必泰审批进展正常,新浪
638,2021-08-25,复星CFO龚平：上半年股东增持复星医药近10亿 有机会乐于继续增持,新浪
639,2021-08-25,【异动股】复星医药(02196.HK)涨3.4%,财华社
640,2021-08-25,东吴证券：维持复星医药(600196.SH)“买入”评级 业绩符合预期 下半年收入有望大幅增长,智通财经
641,2021-08-25,新冠mRNA疫苗复必泰审批进展正常 复星医药盘中直线拉升涨超2%,新浪
642,2021-08-25,交银国际：复星医药维持买入评级 目标价59.51港元,新浪
643,2021-08-25,*高盛削复星医药(02196)目标价4.7%至68.7港元 维持“中性”评级 机构下调估值,和讯
644,2021-08-25,复星医药上半年迎来“丰收季” 更新更早更高效布局“战略性产品”,上证报
645,2021-08-25,新冠疫苗进展、集采供货、仿制药红利？复星医药董事长这么答,Wind
646,2021-08-25,复星医药(600196)2021年半年报点评：各业务板块稳健发展 创新转型成果渐显,光大证券
647,2021-08-25,新冠疫苗进展、集采供货、仿制药红利？复星医药董事长这么答,澎湃新闻
648,2021-08-25,复星医药(600196)2021年中报点评：业绩符合预期 创新与国际化战略引领公司高质量发展,新浪
649,2021-08-25,复星医药上半年净利润增长超四成 研发投入力度不减,电鳗快报
650,2021-08-25,复星医药：新冠疫苗带来5亿营收，首位CAR-T治癌患者将在9月初出结果,21商评网
651,2021-08-24,复星医药吴以芳：向创新药物迈进 不断提高创新品种收入比重,中证网
652,2021-08-24,复星国际：上半年净利润逾40亿元，快乐板块业务仍然亏损 亏损,澎湃新闻
653,2021-08-24,复星医药上半年新冠疫苗营收超5亿，推动mRNA疫苗尽快国内上市,21世纪经济报道
654,2021-08-24,中银证券维持复星医药增持评级：新品种进入收获期，金融资产价值提升,每日经济新闻
655,2021-08-24,复星医药董事长吴以芳：五年后创新药收入占营收比重争取达到五成以上,每日经济新闻
656,2021-08-24,【中银医药】复星医药：2021年H1新品种进入收获期，金融资产价值提升,周观宇论
657,2021-08-24,盘前全知道 | 大摩称美股不太可能大幅回调，逆市看好深度回调股,美股研究社
658,2021-08-24,复星医药吴以芳回应新冠疫苗上市：会与监管部门沟通,Wind
659,2021-08-24,复星医药吴以芳回应新冠疫苗上市：会与监管部门沟通,第一财经
660,2021-08-24,FDA批准全球首款mRNA新冠疫苗，国内首支mRNA还有多远？疫苗缺口有多少？,新浪医药
661,2021-08-24,辉瑞疫苗获FDA完全批准，有效性微降4%，复星医药新冠疫苗半年入账5亿,时代财经
662,2021-08-24,"复星医药吴以芳:与BioNTech业务合作正常进行,mRNA新冠疫苗注册按国内要求推进",搜狐
663,2021-08-24,复星医药董事长：力争五年后将创新药物销售收入占比提高至50%以上,财联社
664,2021-08-24,国金证券维持复星医药买入评级：医药新品与Gland同比高增，成长力持续优化,每日经济新闻
665,2021-08-24,复星医药实现营业收入169.52亿元，同比增长20.85%,东方网
666,2021-08-24,全球首款mRNA新冠疫苗获批！将实现国内本地化生产,快科技
667,2021-08-24,复星医药出售公司资产，多家药企开启“瘦身模式”！ 资产异常,微信
668,2021-08-24,中泰证券：维持复星医药(600196.SH)“买入”评级 创新产品快速放量 业绩重回高增长,智通财经
669,2021-08-24,【AH互动】复星医药(02196)中期纯利增44.77% H股涨近5%,和讯
670,2021-08-24,复星医药盈喜，港股医药板块绝地反弹，恒生医疗ETF(513060)涨超4%,资本邦
671,2021-08-24,【异动股】复星医药(02196.HK)涨3.96%,财华社
672,2021-08-24,上证50涨幅扩大至1%,Wind
673,2021-08-24,重磅！全球首款mRNA新冠疫苗获得FDA正式批准，复星医药拥有大中华区独家权益,中金在线
674,2021-08-24,复星医药上半年净利润25亿同比增45%，核心创新药单品收入增2倍,搜狐
675,2021-08-24,复星医药高开近5% 上半年净利增44%至24.82亿元,新浪
676,2021-08-24,港股异动丨复星医药(2196.HK)高开近5% 上半年净利增44.77%至24.82亿元,格隆汇
677,2021-08-24,融资客青睐10股，厦门空港买入占比高达53.40%,Wind
678,2021-08-24,港股公告精选：京东集团二季度收入同比增长26.2%至2538亿元,Wind
679,2021-08-24,每日财报|复星医药上半年净利增长44.77% 广汇汽车中期大增净利200%,搜狐
680,2021-08-24,犀牛财经早报：复星医药出售天津药业股权舒泰神上半年亏损,GPLP犀牛财经
681,2021-08-24,财经早报：央行释放重要信号加大信贷支持力度 1新股今日申购,新浪
682,2021-08-24,一图读懂复星医药2021年中报,证券之星
683,2021-08-24,智通港股早知道 | (8月24日)原油强势反弹结束七连跌，海运运价回升至一年最高点,智通财经
684,2021-08-24,聪明资金大幅加仓！新冠疫苗贡献收入超过5亿 复星医药上半年营收近170亿！,e公司
685,2021-08-24,公募看好医药股多元化投资机会,Wind
686,2021-08-24,复星医药(02196.HK)六个月多赚近45% 寻求并购与整合的机会,财华社
687,2021-08-24,复星医药(02196.HK)拟逾14亿售天津药业25%股权 预计收益约1.94亿,财华社
688,2021-08-23,格隆汇港股聚焦(08.23)︱德琪医药宣布塞利尼索用于治疗骨髓纤维化II期研究申请在中国获批；中手游、国泰君安国际等上半年业绩超预期,格隆汇
689,2021-08-23,智通港股公告精选︱(8.23)618周年庆大促再创多个纪录 京东集团-SW二季度收入同比增长26.2%至2538亿元,智通财经
690,2021-08-23,复星医药上半年净利增44.77% 新冠疫苗复必泰贡献超5亿元收入,每日经济新闻
691,2021-08-23,公告精选丨萍乡中院决定对星星科技启动预重整；海南矿业等公司半年报盈利同比增逾10倍,21世纪经济报道
692,2021-08-23,上市公司重要公告集锦：萍乡中院决定对星星科技启动预重整,证券日报之声
693,2021-08-23,和讯曝财报|复星医药上半年营收近170亿 新品冲抵集采风险制药业务贡献7成收入,和讯
694,2021-08-23,公告精选：工业母机概念股科德数控提示风险；云铝股份、攀钢钒钛等业绩大增,e公司
695,2021-08-23,复星医药公布2021年中期业绩 创新成果持续落地 国际化运营能力进一步提升,金融界
696,2021-08-23,复星医药(02196)上半年归母净利同比增加44.77%至24.82亿元,智通财经
697,2021-08-23,复星医药(02196)拟以约14.326亿元出售天津药业约25%股权以优化资产配置 资产异常,智通财经
698,2021-08-23,复星医药(02196.HK)：用于生产利妥昔单抗注射液的制剂生产二线通过GMP符合性检查,格隆汇
699,2021-08-23,复星医药(02196)控股子公司通过GMP符合性检查,智通财经
700,2021-08-23,晚间重要公告2021年8月23日星期一,Wind
701,2021-08-23,复星医药：上半年净利超24亿，港澳新冠疫苗收入逾5亿元,澎湃新闻
702,2021-08-23,复星医药(600196.SH)拟14.32亿元出售天津药业25.0011%股权,智通财经
703,2021-08-23,复星医药(600196.SH)：拟以约14.33亿元转让天津药业25.0011%的股权,格隆汇
704,2021-08-23,复星医药(600196.SH)子公司通过GMP符合性检查,智通财经
705,2021-08-23,复星医药(600196.SH)：上半年净利增44.77%至24.82亿元,格隆汇
706,2021-08-23,复星医药：上半年净利同比增45% 拟转让天津药业25%股权,财联社
707,2021-08-23,复星医药半年报：上半年净利24.8亿元 同比增44.77%,财联社
708,2021-08-23,复星医药：公司拟向天津金耀转让所持有的天津药业25.0011%股权,Wind
709,2021-08-23,复星医药：上半年净利润24.82亿元同比增长44.77%,Wind
710,2021-08-23,晚间公告｜8月23日这些公告有看头,第一财经
711,2021-08-23,天药股份(600488.SH)金耀集团拟将持有药业集团股权比例为99.0014%,智通财经
712,2021-08-23,天药股份：复星医药出让公司控股股东25%股权 不再持股 减持股份,e公司
713,2021-08-23,超3000股上涨，5000亿巨头却跌停，什么情况,Wind
714,2021-08-23,去中心化社交与内容协议RSS3完成百万美元融资 复星集团梁信军等参投,财联社
715,2021-08-23,【异动股】复星医药(02196.HK)涨3.55%,财华社
716,2021-08-23,复星医药上半年实现净利24.82亿元,北京商报
717,2021-08-20,復星医药：投资事项,Wind
718,2021-08-20,复星医药(600196.SH)：拟投资以病理免疫组化和肿瘤伴随诊断检测为特色和重点布局方向的苏州百道,格隆汇
719,2021-08-20,复星医药(600196.SH)子公司拟投资取得苏州百道58.67%股权 完善诊断业务整体布局,智通财经
720,2021-08-20,港股跌势扩大：恒生科技指数跌3%，医药股重挫,Wind
