,2021-12-31,2021年A股年终盘点：十大“水逆”板块在哪里？,Wind
2330,2021-02-06,保险行业2020年12月经营数据跟踪：12月人身险持续复苏 当前估值仍处于低位,新浪
2331,2021-02-06,减持中国人保：社保基金套现32亿耗时半年 减持股份,新浪
2332,2021-02-05,中国人寿(02628.HK)拟没收未领取的2014年度末期股息,格隆汇
2333,2021-02-05,中国人寿部署2021年全面从严治党五项重点工作,经济网
2334,2021-02-05,中国人寿普洱分公司召开春节疫情防控会议,云南经济日报
2335,2021-02-05,行业分析：2021年保险业十一大趋势,新浪
2336,2021-02-04,保险机构微博影响力哪家强？君康人寿无缘前十,新浪
2337,2021-02-03,万达信息(300168)公司点评：轻装上阵 静待花开,新浪
2338,2021-02-03,2月3日晚间重要行业研究汇总(附股),中金在线
2339,2021-02-03,保险业2020年年报前瞻：轻装上阵 蓄力来年,新浪
2340,2021-02-03,新时代证券--保险行业2020年概况：资产端表现良好，负债端整体修复企稳【行业研究】,金融界股吧
2341,2021-02-03,从2020年保险行业理赔数据看“保险理赔难不难”,中国金融新闻网
2342,2021-02-03,保险股跌势不止，中国平安放量跌近3%,Wind
2343,2021-02-03,疾步而行的横琴人寿被行政监管 其他违规处罚,搜狐
2344,2021-02-03,人身险公司两大销售渠道去年保费收入占比一升一降,Wind
2345,2021-02-02,2021年保险业怎么办？人保国寿太保太平已经给出了答案,搜狐
2346,2021-02-02,秦皇岛银保监局：对中国人寿秦皇岛分公司作出行政处罚，罚款10万元 金融监管处罚,Wind
2347,2021-02-02,中国人寿“扶贫保”工程 助推全面脱贫与乡村振兴有效衔接,财经网
2348,2021-02-01,险企策略大揭秘：重疾新规今日实施 新华、国寿、平安如何看？,财联社
2349,2021-02-01,中国人寿业务员伪造保险资料 75岁老人被贷款360万 欺诈造假,新浪
2350,2021-02-01,非银金融行业跟踪：板块估值已至低位 静待流动性改善,新浪
2351,2021-02-01,总规模200亿元，中国人寿设立大养老产业投资基金,投资界
2352,2021-02-01,【方正非银左欣然团队】重疾险旧定义收官 保险洼地机遇,欣赏金融
2353,2021-02-01,保险股午前异动，中国太保、新华保险涨超1%,Wind
2354,2021-01-31,营收大增亏损收窄 万达信息2020年业绩预告透出“触底反弹”新动能 亏损,上证报
2355,2021-01-30,行情在绝望中产生，在犹豫中上涨，在欢乐中死亡，增加一些新内容,云掌财经
2356,2021-01-29,“鼎新”笃行两年，中国人寿续写新章,财经杂志
2357,2021-01-29,【万联保险 | 点评】上市险企2020年12月保费数据：保费表现整体回暖，估值有进一步提升空间,万联证券研究所
2358,2021-01-29,万联证券--非银行金融行业保险：上市险企2020年12月保费数据点评-保费表现整体回暖，估值有进一步提升空间【行业研究】,金融界股吧
2359,2021-01-29,保险股午后持续羸弱，中国太保跌近6%,Wind
2360,2021-01-29,保险业线上化转型提速,中证报
2361,2021-01-29,超过50家保险公司发布去年理赔报告 客户平均获赔率98.75%,新浪
2362,2021-01-28,中国人寿去年总保费突破6000亿元同比增长8.1%,北京商报
2363,2021-01-28,险企抢跑2021开门红,腾讯网
2364,2021-01-28,中国人寿积极“抗疫” 持续扩展34款产品保险责任,证券日报网
2365,2021-01-28,中国人寿普洱分公司为不幸身故客户赔付理赔金,云南经济日报
2366,2021-01-28,深度*行业*保险行业上市险企12月保费点评：20年保费收官增速分化 节奏影响单月策略,新浪
2367,2021-01-28,展现担当作为 保银协同助推实体经济发展,金融界
2368,2021-01-28,中国人寿2020年营收近1万亿元,中证报
2369,2021-01-27,中国人寿集团2020年合并总资产超5万亿 王滨明确各专业公司新目标,21世纪经济报道
2370,2021-01-27,国寿集团去年合并营收近1万亿，合并保费收入超7500亿,澎湃新闻
2371,2021-01-27,中国人寿集团合并总资产突破5万亿元,上证报
2372,2021-01-27,中国人寿：陆续推出多项举措 防范化解金融风险,中证网
2373,2021-01-27,民营经济观察2021年第4期 总第81期,新浪
2374,2021-01-27,中国铁建(601186)公司事件点评：2020年新签增27%超额完成目标且延续高增 低估值滞涨基建央企蓝筹,新浪
2375,2021-01-27,中国人寿全力应对河北疫情,金融投资报
2376,2021-01-27,新时代证券--非银投资周报：市场持续活跃证券板块蓄势待发，低估值保险具备配置价值【行业研究】,金融界股吧
2377,2021-01-27,股市流动性上升，南下资金创新高——资金面周观察（中泰策略）,修炼投资的水晶球
2378,2021-01-27,2020保险理赔盘点：四家上市险企赔付1100亿 中国人寿重疾平均每件赔付3.8万,21世纪经济报道
2379,2021-01-27,2020保险理赔盘点： 四家上市险企赔付1100亿 中国人寿重疾平均每件赔付3.8万,21世纪经济报道
2380,2021-01-27,新年伊始保险业频繁调兵遣将 市场新战略和业务悄然生变,21世纪经济报道
2381,2021-01-26,2021全球品牌价值500强出炉：人保国寿平安排名均下滑,新浪
2382,2021-01-26,新年伊始保险业频繁调兵遣将 保费下降的平安人寿改革工程将如何显效？,21世纪经济报道
2383,2021-01-26,非银金融行业跟踪：深度回调的保险标的中长期投资价值凸显,新浪
2384,2021-01-26,非银周观点：继续关注以东方财富为代表的超预期券商股 保险把握回调机会,新浪
2385,2021-01-26,保险行业2020年报前瞻：利润降幅收窄 NBV增速显着分化,新浪
2386,2021-01-25,五上市险企2020年揽收2.5万亿保费 股价却大幅跑输大盘,华夏时报
2387,2021-01-25,非银金融行业2020Q4公募持仓报告：券商持仓历史冰点+保险持仓显着回升 坚定看好板块春季行情,新浪
2388,2021-01-25,非银金融行业：2020Q4公募基金持仓分析-保险关注度持续提升 非银配置仍处低位,广发证券
2389,2021-01-25,银行、保险尾盘逆势上扬，中国太保涨逾2%,Wind
2390,2021-01-25,国寿财险马鞍山中支违法遭罚 未按规识别客户身份 金融监管处罚,中国经济网
2391,2021-01-25,中国人寿携手梧桐树首次开启保险产品定制--超级飞侠住院保上线,搜狐
2392,2021-01-25,五家上市险企保费收入2.49万亿 寿险业务增速分化维持“三负两正”格局,长江商报
2393,2021-01-25,智通港股通占比异动统计|1月25日,智通财经
2394,2021-01-25,传统险企掀激励机制改革潮，当年离职高管乘势回炉,Wind
2395,2021-01-25,深化科技赋能 中国人寿推进风控信息化智能化建设,北京商报
2396,2021-01-24,【方正非银左欣然团队】春季行情延续，关注非银低估值,欣赏金融
2397,2021-01-24,千亿资金南下掘金，后市怎么走？券商观点来了,Wind
2398,2021-01-22,国寿设立200亿元大养老基金,金融界
2399,2021-01-22,【行情】港股保险股午后持续下挫，中国太保跌6.2%，中国太平跌5.3%，中国人寿、新华保险跌超4%，友邦保险跌3.3% 连续下跌,金十数据
2400,2021-01-22,A股五大险企2020年总揽原保费2.49万亿 分析：2021年全年新单复苏持续性可期,中国网
2401,2021-01-22,莆田国寿:杯暖情怀细服务重获信赖续前缘,搜狐
2402,2021-01-22,【异动股】中国人寿(02628-HK)跌3.3%,财华社
2403,2021-01-22,罚单不断且行长频换 广发银行“国寿时代”或仍需磨合,发现网
2404,2021-01-22,智通港股通占比异动统计|1月22日,智通财经
2405,2021-01-22,“新基建和新连接成为未来金融关键抓手”,南都报
2406,2021-01-22,21万亿元险资，今年最看好A股消费龙头,Wind
2407,2021-01-21,中国寿险分公司500强 你家入围了么？,新浪
2408,2021-01-21,买保险能用现金吗？销售人员表示“有点难”，监管对此再表态！,新浪
2409,2021-01-21,央行：对中国人寿等16家机构作出经济处罚，因拒收人民币现金,Wind
2410,2021-01-21,港股四大上市险企2020年保费成绩单出炉：合揽1.69万亿保费,资本邦
2411,2021-01-21,胡润品牌榜：工行和建行跌出十强 分列第12名和第14名,新浪
2412,2021-01-21,胡润品牌榜：工行和建行跌出十强 分列第15名和第19名,新浪
2413,2021-01-21,保险管理资产规模近15万亿元 五大险企2020年保费2.49万亿,中研网
2414,2021-01-21,【异动股】保险板块下挫，中国人寿(601628-CN)跌2.2%,财华社
2415,2021-01-21,蚂蚁集团副总裁尹铭将出任阳光产险总经理,Wind
2416,2021-01-21,重疾新规实施在即险企“择优理赔”攒人气,青岛财经日报
2417,2021-01-21,广发证券：经济复苏有望提升长端利率，利好保险股估值,证券时报网
2418,2021-01-21,2.76万亿元！2020年七大上市险企2020年保费成绩单出炉,腾讯网
2419,2021-01-20,A股五大上市险企保费成绩出炉：平安人寿保费负增长，人保财险被车险、保证险“拖后腿”,新浪
2420,2021-01-20,高管再换血启动4百亿增发 广发银行新班子面临内控、增资两大重任 董监高成员变化,新浪
2421,2021-01-20,保险行业研究：低点已过 保费复苏开启,新浪
2422,2021-01-20,中国人寿和广百股份宣告和平分手 二者合作曾遭监管问询 其他违规处罚,新浪
2423,2021-01-20,中国人寿设立国内规模最大养老产业旗舰型股权投资基金,新浪
2424,2021-01-20,五大上市险企2020原保费盘点：国寿稳居寿险第一 平安、人保增速承压,时代在线
2425,2021-01-20,教育扶贫 推开通往未来的一扇窗,光明网
2426,2021-01-20,上市险企2020年成绩单：合揽2.5万亿保费 股价四升一降估值待修复,中国经济网
2427,2021-01-20,上市险企保费分化 “开门红”大战热度升温,中国金融新闻网
2428,2021-01-20,国寿集团现重大人事变动：“70后”副总裁担任广发行长 原光大执行董事赴任党委委员,金融界
2429,2021-01-20,12月份保费数据点评：20年收官落地 21年高增长可期,广发证券
2430,2021-01-20,【行情】中国太保午后跌超5%，新华保险、中国人寿、中国平安走弱,金十数据
2431,2021-01-20,保险上市险企12月保费点评：寿险轻装迎接2021；产险保费持续下滑,新浪
2432,2021-01-20,A股五大上市险企2020保费出炉：中国人寿与平安寿险相差1368亿,新浪
2433,2021-01-20,中国人寿蒙自支公司向“两癌”妇女兑现理赔金,云南经济日报
2434,2021-01-20,2020年12月上市险企保费数据点评：20保费收官压力犹存 21开门高增否极泰来,新浪
2435,2021-01-20,港股盘前必读：微信下一个版本可能会有直播入口且添加电商功能,Wind
2436,2021-01-20,广百股份推进重组七个月股价下跌44% 国寿终止战略合作并取消举牌,长江商报
2437,2021-01-20,罕见，三家银行同日换了行长！怎么回事？,21世纪经济报道
2438,2021-01-20,保费增速创三年新低 上市险企为“开门红”蓄能,上证报
2439,2021-01-20,五大险企去年实现保费约2.49万亿元，机构看好保险股安全边际,Wind
2440,2021-01-20,钱潮涌香江，逾千亿资金南下港股掘金,Wind
2441,2021-01-20,上市险企交2020年保费成绩单： 入账2.49万亿元，财险增收不增利,Wind
2442,2021-01-20,上市险企晒保费：寿险分化车险降温,北京商报
2443,2021-01-20,"广发银行迎""70后""新行长 将圆上市梦？",券商中国
2444,2021-01-19,2020年五大上市险企保费出炉：平安保费7973亿领跑 新华保险15%增速最高,每日经济新闻
2445,2021-01-19,金融高管补位战 建行、广发同日官宣新行长,时代在线
2446,2021-01-19,罕见，三家银行同日换了行长！怎么回事？,搜狐
2447,2021-01-19,五大上市险企2020年总揽保费2.5万亿：寿险“两升三降” 产险全面承压,国际金融报
2448,2021-01-19,光大集团吴少华与国寿集团刘慧敏换任 王凯兼任广发银行行长,新浪
2449,2021-01-19,中国人寿等五大险企去年保费收入约2.49万亿 同比增3.6%,新浪
2450,2021-01-19,中国人寿近一个月首次上榜港股通成交活跃榜,证券时报网
2451,2021-01-19,广发银行迎新行长王凯，IPO十年未成行或将提速,搜狐
2452,2021-01-19,广百股份更改定增方案推进并购友谊集团 中国人寿已终止认购,GPLP犀牛财经
2453,2021-01-19,2.49万亿！国内5大上市险企保费出炉！新华寿险增速最猛、国寿保费体量突破6000亿、车险改革威力仍压制人保,金融界
2454,2021-01-19,南向资金净买入再创新高，两日加仓港股近500亿港元,Wind
2455,2021-01-19,万达信息(300168)重大事项点评：与中国联通战略合作 蛮牛健康生态边界拓展,新浪
2456,2021-01-19,南下资金持续注入：H股保险股集体上扬 人保、太平涨超5.56%,财联社
2457,2021-01-19,四大险企2020保费收入出炉：人保信保业务骤降七成 平安寿险个人新业务萎缩两成 盈利能力下降,金融界
2458,2021-01-19,中国人寿思茅区支公司及时兑现理赔金,云南经济日报
2459,2021-01-19,中国人寿蒙自支公司10万元保险金解客户燃眉之急,云南经济新闻网
2460,2021-01-19,欺骗投保人，中国人寿格尔木支公司合计被罚21万元 金融监管处罚,金融界
2461,2021-01-19,A股上市险企2020年起落：保费收入2.49万亿， 寿、财险面临改革与转型挑战,21世纪经济报道
2462,2021-01-19,2020年五大上市险企合计保费2.5万亿，同比增长3.65% 寿险分化明显,每日经济新闻
2463,2021-01-19,中国人寿集团副总裁王凯出任广发银行党委书记，将担任行长,Wind
2464,2021-01-19,上市保险公司12月保费收入数据点评：12月寿险保费增速改善 负债端改善有望驱动估值修复,新浪
2465,2021-01-19,保险行业快报：12月寿险保费同比+0.09％ 产险保费同比-11.03％,新浪
2466,2021-01-19,【异动股】中国人寿(02628-HK)涨3.4%,财华社
2467,2021-01-19,五大险企2020年保费2.49万亿 人保寿险负增长财险持平,中国经济网
2468,2021-01-19,双方友好协商，中国人寿终止参与广百股份定增 再融资异常,资本邦
2469,2021-01-19,财联社保险早会（1月19日）,财联社
2470,2021-01-19,每日理财观察：中国经济总量跃上100万亿,Wind
2471,2021-01-19,非银周观点：保险板块布局正当时 券商行业仍应积极布局,新浪
2472,2021-01-19,【晨观方正】固收/非银/电子/电新20210119,方正证券
2473,2021-01-19,【国君非银】20保费收官压力犹存，21开门高增否极泰来——2020年12月上市险企保费数据点评,欣琦看金融
2474,2021-01-19,五大险企去年保费2.49万亿，同比增长3.6%,Wind
2475,2021-01-19,五大险企去年保费2.49万亿 同比增长3.6%,证券时报
2476,2021-01-18,国寿终止举牌 广百股份引入“战投”搁浅梦碎“关注函”？ 关注函,新浪
2477,2021-01-18,中国人寿终止参与广百股份定增：目前资本市场环境发生变化 再融资异常,澎湃新闻
2478,2021-01-18,海西银保监局：对中国人寿格尔木支公司作出行政处罚，罚款16万元 金融监管处罚,Wind
2479,2021-01-18,中国人寿(02628)：尹兆君辞任非执行董事 董监高成员变化,智通财经
2480,2021-01-18,连接健康管理、控费的关键钥匙：险企、医疗平台加码分级诊疗,搜狐
2481,2021-01-18,中国人寿：因工作变动 尹兆君先生于1月15日向董事会提出辞任 董监高成员变化,新浪
2482,2021-01-18,中国人寿：非执行董事尹兆君辞任 董监高成员变化,Wind
2483,2021-01-18,非银金融行业周报：短期健康险得规范 券商行业政策持续利好,光大证券
2484,2021-01-18,2022年首起险资举牌事件！前海人寿被动持有宝新置地7.77%股份触发举牌,资本邦
2485,2021-01-18,拿下万达信息10%股权，和谐健康新股东上位绝处谋变,搜狐
2486,2021-01-17,【方正非银左欣然团队】春季行情延续，估值中枢有望提升,欣赏金融
2487,2021-01-17,【方正非银左欣然团队】穿越低谷迎转机,欣赏金融
2488,2021-01-17,深圳上海彻底火了：市值狂增8万亿！这9大城市，首次突破1万亿,中国基金报
2489,2021-01-15,意外无情国寿有爱|云南信息报,云南信息报
2490,2021-01-15,广百股份与国寿资管“和平分手” 曾被监管问询引入战投合理性 其他违规处罚,新浪
2491,2021-01-15,晚间重要公告2021年1月15日星期五,Wind
2492,2021-01-15,广百股份：终止国寿资管作为战略投资者与公司开展战略合作 经营问题,Wind
2493,2021-01-15,数读｜上市寿险2020年保费收官：国寿、新华各领风头、平安改革成效有待释放,21世纪经济报道
2494,2021-01-15,中国人寿普洱分公司抓牢抓实疫情防控工作,云南经济日报
2495,2021-01-15,中国人寿开封分公司领导赴通许支公司调研督导工作,搜狐
2496,2021-01-15,A股收盘综述：上证指数探底回升涨0.01%，宁德时代等抱团股反弹,Wind
2497,2021-01-15,方正证券：保险板块长期看经济，中期看政策，短期看市场,Wind
2498,2021-01-15,投资风格悄然转换？银行股获主力抢筹、酒类股遭抛售 股票卖空,第一财经
2499,2021-01-15,中国人寿保山分公司再度拧紧严格防控疫情发条,云南经济日报
2500,2021-01-14,三大上市险企2020年保费收入公布：中国人寿6129亿元领跑,金融界
2501,2021-01-14,【行情】港股内险股继续走弱，中国太保跌近3%，新华保险与中国平安跌约2.4%，中国人寿跌超2%,金十数据
2502,2021-01-14,中国人寿和新华保险公布2020年全年保费数据,资本邦
2503,2021-01-14,三大上市险企2020保费盘点：国寿超6000亿元 新华实现两位数增速,时代在线
2504,2021-01-14,港股盘前必读：B站已向港交所正式提交上市申请计划3月在港上市,Wind
2505,2021-01-14,河北战“疫”：保险业紧急发挥“稳定器”作用,金融时报
2506,2021-01-13,格隆汇港股聚焦(1.13)︱中国人寿2020年累计原保费收入6129亿元；中国机械工程获国机溢价45%吸收合并,格隆汇
2507,2021-01-13,QDII额度发放情况披露，证券类占据约51.2%,Wind
2508,2021-01-13,一张保单传递爱的温度,云南经济日报
2509,2021-01-13,中国人寿(601628.SH)2020年全年原保费收入6129亿元同比增长7.83%,格隆汇
2510,2021-01-13,中国人寿(02628)2020年累计原保险保费收入6129亿元,智通财经
2511,2021-01-13,每日理财观察：2020年新增信贷、社融规模双双增长,Wind
2512,2021-01-12,热门中概股涨跌不一，中圣集团涨近12%,Wind
2513,2021-01-12,A股大涨1.6万亿，哪来的大水？三大信号引关注,券商中国
2514,2021-01-12,外资机构透露重磅信息，火热一幕重现？,Wind
2515,2021-01-12,港股收评：恒指重回28000点！军工、保险股爆发，手游、核电概念走跌,格隆汇
2516,2021-01-12,金融街下午茶2021年1月12日星期二,Wind
2517,2021-01-12,恒生指数收涨1.32%报28276点 中国人寿(02628)升6.9%领涨蓝筹,凤凰网
2518,2021-01-12,同舟共“冀”！中国人寿助力河北抗击疫情,中国网
2519,2021-01-12,【行情】港股内险股午后持续拉涨，中国太平涨超10%，新华保险涨5.4%，中国人寿涨5%，中国平安涨超3%,金十数据
2520,2021-01-12,保险股拉升，中国人寿涨近4%,Wind
2521,2021-01-12,【异动股】中国人寿(02628-HK)涨3.35%,财华社
2522,2021-01-12,【行情】港股内险股走高，中国太平涨超7%，众安在线、新华保险涨超3%，中国太保、中国人寿涨超2.5%，中国平安、中国人民保险集团涨超1%,金十数据
2523,2021-01-12,非银金融行业周报：互联网人身险监管规则细化 居民资金加速入市,光大证券
2524,2021-01-12,野村降中国人寿目标价至23.41港元，维持买入评级 机构下调估值,Wind
2525,2021-01-11,保险行业2020年1至11月概况：投资改善净资产环比提升明显 车险综合费改压降保费增速,新浪
2526,2021-01-11,独立个人代理人制度对寿险业的影响有多大？,中保网
2527,2021-01-11,【新时代非银 鲍淼团队】保险行业2020年1至11月概况,新时代证券研究
2528,2021-01-10,【方正非银左欣然团队】交投情绪提升，春季行情有望延续,欣赏金融
2529,2021-01-08,万达信息(300168.SZ)股东中国人寿保险及其一致行动人出具不减持股份承诺函,智通财经
2530,2021-01-07,三六零(601360)：定增助推大安全布局 国资加持夯实网络安全领军地位,新浪
2531,2021-01-07,巨·个股丨避高就低！大金融领域处在历史低位，券商率先走强，龙头梳理完毕,巨丰财经
2532,2021-01-07,瑞士信贷：调降中国人寿、新华人寿目标价 机构下调估值,Wind
2533,2021-01-07,新格局下服务实体经济 广发银行保银协同这么干,证券时报网
2534,2021-01-06,邮储银行行长郭新双辞任，任职不到一年调任国寿集团监事长 董监高成员变化,搜狐
2535,2021-01-06,银河证券每日晨报,新浪
2536,2021-01-06,三六零(601360)：大额定增助力网安龙头再起航,国金证券股份有限公司
2537,2021-01-06,重疾新规即将上市，中国人寿重磅推出“优选理赔”方案,上游新闻
2538,2021-01-06,看重高股息率，险资今年仍愿加仓银行股,Wind
2539,2021-01-05,高瓴半年5笔定增狂赚193亿！秘诀很简单……,上证报
2540,2021-01-05,中国人寿(02628)投资雄安新区公用及环保事业合伙企业的认缴出资额降至20亿元,智通财经
2541,2021-01-05,中国人寿(02628.HK)对合伙企业某些拟定条款作出修订,格隆汇
2542,2021-01-05,险资举牌全年达20次 增量资金入市仍可期,中证报
2543,2021-01-05,邮储银行原行长郭新双任中国人寿党委副书记、监事长,中国银行
2544,2021-01-05,和谐健康持有万达信息股份超10%，拟至少提名一名董事,澎湃新闻
2545,2021-01-04,A股头部公司市值格局生变，科技股大踏步跃进,第一财经
2546,2021-01-04,非银金融行业投资策略：迈步从头越 新年胜旧年,新浪
2547,2021-01-04,保费数据点评：险企积极备战开门红 保费增速放缓,新浪
2548,2021-01-04,新年首个交易日，A股、港股、汇率，一切都在涨！,上证报
2549,2021-01-04,【方正非银左欣然团队】春季行情将至，布局非银估值低位,欣赏金融
2550,2021-01-04,共筑“双城记” 中国人寿全方位助力成渝经济圈建设,中国网
2551,2021-01-04,宁德时代涨逾9% 市值超过中国人寿跃居A股第八位,中证网
2552,2021-01-03,【兴证金融 傅慧芳】非银周报（201228-210103）： 独立代理人制度落地，券商Q4基本面好于预期,兴证金融
2553,2021-01-01,上市公司正负面新闻2021年1月1日星期五,Wind
2554,2021-01-01,2020年险资举牌达20次！二级市场公司涉及A、H股,腾讯网
2555,2020-12-31,铁建人寿拟发起设立基金 280亿元投基础设施项目,大众证券报
2556,2020-12-31,中国人寿携手中国铁建发起设立280.1亿元国寿铁建基础设施投资基金,上证报
2557,2020-12-31,晚间重要公告2020年12月31日星期四,Wind
2558,2020-12-31,中国铁建(601186.SH)子公司拟与中国人寿共设国寿铁建基金投资基础设施投资项目,智通财经
2559,2020-12-31,中国铁建(01186)拟出资126亿元携手中国人寿(02628)等设立合伙企业,智通财经
2560,2020-12-31,中国铁建(01186.HK)与中国人寿就成立合伙企业订立协议,格隆汇
2561,2020-12-31,12月31日晚间上市公司十大重磅公告,巨丰财经
2562,2020-12-31,中国铁建拟与中国人寿设立280.1亿基金 前者认缴出资126亿,乐居财经
2563,2020-12-31,中国铁建：子公司拟与中国人寿发起设立国寿铁建基金,Wind
2564,2020-12-31,中国铁建：子公司拟与中国人寿发起设立国寿铁建基金,e公司
2565,2020-12-31,中国人寿保山分公司持续帮扶显担当,云南经济日报
2566,2020-12-31,银保渠道2021年新产品发布会在京举办,光明网
2567,2020-12-31,中国人寿在京发布两款银行保险新品,金融界
2568,2020-12-31,银保监会人身险部通报了近期人身保险产品及监管报告报送有关问题,Wind
2569,2020-12-31,多家寿险公司因产品及报告报送被银保监会通报 存在噱头营销风险等问题,中国网
2570,2020-12-31,中国人寿保山分公司看望驻村扶贫工作队员,云南经济日报
2571,2020-12-31,中国太保保单贷款最高贷70％至98％，涉嫌违背新规？,腾讯网
2572,2020-12-30,欲拆分上市？ 均胜电子加速均联智行独立,每日经济新闻
2573,2020-12-30,中国人寿红河分公司成立人民调解工作室|云南信息报,云南信息报
2574,2020-12-29,南通江天化学股份有限公司首次公开发行股票并在创业板上市网下初步配售结果公告,证券时报
2575,2020-12-29,中国人寿广西分公司召开社会责任履行情况通报会,搜狐
2576,2020-12-29,上海银保监局：对中国人寿上海自贸试验区分公司作出行政处罚，罚款3万元 金融监管处罚,Wind
2577,2020-12-29,保险企业所面临的市场竞争正在不断加码,每日经济新闻
2578,2020-12-29,【长城非银】IFRS17中国版重磅推出，推动险企产品结构优化和业务价值提升 ——《企业会计准则第25号——保险合同》修订专题评析,强思非银
2579,2020-12-29,【晨观方正】固收/非银/电子/电新/军工20201229,方正证券
2580,2020-12-28,头部险企聚焦“科技+保险” 数字化驱动保险业下一个“黄金时代”,每日经济新闻
2581,2020-12-28,2020年中国人寿十大新闻,金融界
2582,2020-12-28,【方正非银左欣然团队】政策助推行业高质量发展，布局非银估值低位,欣赏金融
2583,2020-12-28,险资举牌全年达20次 增量资金入市仍可期,中证报
2584,2020-12-27,【兴证金融 傅慧芳】非银周报（201221-201227）：中国版 IFRS17 落地，关注券商 Q4 基本面表现,兴证金融
2585,2020-12-27,非银行业周报：中国版IFRS17落地 关注券商Q4基本面表现,新浪
2586,2020-12-26,券商预计8500亿元险资增量资金入市（附股）,Wind
2587,2020-12-26,今年以来举牌20次，创近五年新高！券商预计明年约8500亿元险资增量资金入市（附股）,中证报
2588,2020-12-25,国寿副总裁尹兆君调任太平集团党委副书记,新浪
2589,2020-12-25,延安银保监局：对中国人寿黄龙支公司作出行政处罚，罚款15万元 金融监管处罚,Wind
2590,2020-12-25,延安银保监局：对中国人寿黄陵支公司作出行政处罚，罚款12万元 金融监管处罚,Wind
2591,2020-12-25,延安银保监局：对中国人寿延安分公司作出行政处罚，罚款3.8万元 金融监管处罚,Wind
2592,2020-12-25,51家A股公司获举牌，多只牛股已翻番,Wind
2593,2020-12-25,广发银行将迎新行长：较为年轻有丰富银行从业经历,中投网
2594,2020-12-25,金融·人事｜中国人寿尹兆君将任中国太平总经理,21世纪经济报道
2595,2020-12-25,中国人寿副总裁尹兆君任中国太平党委副书记，有望出任总经理,澎湃新闻
2596,2020-12-25,尹兆君调任太平集团总裁 盘点各险企那些“国寿人”,新浪
2597,2020-12-25,任泽平中国金融科技报告：面临4大趋势,泽平宏观
2598,2020-12-25,重磅！国寿副总裁尹兆君将任中国太平总经理,新浪
2599,2020-12-25,中国平安再跌超2%，中国人寿、中国太保、新华保险等纷纷下滑,Wind
2600,2020-12-25,【信达非银】券商春季行情即将到来，保险正是加仓时,朝闻金融
2601,2020-12-24,保险机构微博影响力哪家强？众安保险跌出前十,新浪
2602,2020-12-24,举牌21次，险资已不满足于主板优质标的,中国财富网
2603,2020-12-23,险资举牌潮强势归来！年内21次创近5年新高 金融、地产股备受青睐,国际金融报
2604,2020-12-23,地产系股东入驻后拟更名福家人寿 和谐健康或得寿险牌照,华夏时报
2605,2020-12-23,改革+科技赋能效用渐起？国寿全年保费突破6000亿元,时代在线
2606,2020-12-23,A股五大险企前11月揽2.33万亿原保费：寿险备战“开门红” 财险业务增速下滑 盈利能力下降,中国网
2607,2020-12-23,中国人寿保费收入首破6000亿 市值居寿险企业首位,新浪
2608,2020-12-22,非银金融行业周报：中央经济工作会议召开 强调资本市场健康发展与第三支柱发展,光大证券
2609,2020-12-22,调研上市公司800余家、举牌20余次 哪些股票是保险资金的心头好？,21世纪经济报道
2610,2020-12-22,2020年五大险企规模版图浮现：保费增速回落、健康险或单骑救主,时代周报
2611,2020-12-22,A股收盘综述：上证指数“醉酒”下滑1.86%，周期、金融板块午后跳水,Wind
2612,2020-12-22,险资年内21次举牌，“买买买”模式下偏爱金融与地产！,环球老虎财经
2613,2020-12-22,非银投资周报：政策连贯稳定维持市场健康发展 保险调整蓄势待来年修复,新浪
2614,2020-12-22,密集加码2类股！险资年内21次举牌创近五年新高,证券日报
2615,2020-12-22,每日理财观察：LPR连续8个月按兵不动,Wind
2616,2020-12-22,销售PK首席 | 赵然：节奏比方向更重要,中信建投证券研究
2617,2020-12-22,险资年内21次举牌创近五年新高，密集加码金融地产股,Wind
2618,2020-12-22,险资年内21次举牌创近五年新高 密集加码金融地产股,证券日报
2619,2020-12-21,晚间重要公告2020年12月21日星期一,Wind
2620,2020-12-21,中国人寿年度保费首次突破6000亿,证券时报
2621,2020-12-21,中国人寿(02628-HK)截至12月20日保费收入逾6000亿人民币,财华社
2622,2020-12-21,中国人寿(601628.SH)原保费收入首破6000亿元,格隆汇
2623,2020-12-21,中国人寿：年初至今保费收入逾6000亿元,e公司
2624,2020-12-21,中国人寿：今年以来累计原保险保费收入突破6000亿元,Wind
2625,2020-12-21,和谐健康举牌万达信息成为第二大股东 欲谋求经营财务决策席位,中国网
2626,2020-12-21,新华保险继续领跑上市险企 12月份谁能走出负增长区间？众安财险增速小幅回升,金融界
2627,2020-12-21,重疾险新规过渡期旧产品竟成香饽饽,Wind
2628,2020-12-20,【方正非银左欣然团队】继续看好低估值、业绩反转较强的保险板块,欣赏金融
2629,2020-12-20,2020年A股诞生多少十倍股？个股价格大排名来了,中证报
2630,2020-12-18,保险行业2021年投资策略：天时地利人和 迈向2021,新浪
2631,2020-12-18,A股收盘综述：上证指数跌0.29%，煤炭股逆市逞强,Wind
2632,2020-12-18,中国人寿斩获中国金融年度品牌案例大赛三项大奖,中国网
2633,2020-12-18,第九届云南金融机构价值发现榜单,云南信息报
2634,2020-12-18,医疗保额最高1000万元 国寿广东发布大湾区高端跨境医疗险,财富动力网
