,2021-12-31,猪企的2021年：股价深蹲后触底反弹，下行周期下面临资金考验,华夏时报
1173,2021-03-26,[预告]温氏股份可转债发行网上路演26日将在全景网举办,全景网
1174,2021-03-26,温氏股份回应“公司业务比较多元”：并非心血来潮，相关业务均为公司主营业务类似或配套业务,每日经济新闻
1175,2021-03-25,温氏股份：进口猪肉对国内生猪养殖行业影响尚不明显,每日经济新闻
1176,2021-03-25,路演互动丨温氏股份3月26日可转债发行网上路演,全景网
1177,2021-03-25,温氏股份：除了华南农业大学，还与南京农业大学、中国农业大学、中山大学等建立了紧密型“产学研”合作关系,每日经济新闻
1178,2021-03-25,温氏股份：销售简报中肉猪“鲜品”主要是白条猪、猪肉分割品、冻品等产品,每日经济新闻
1179,2021-03-25,【兴证固收.转债】“公司+农户”模式的头部养殖品种——温氏转债投资价值分析,兴证固收研究
1180,2021-03-25,风口浪尖上的牧原股份,GPLP犀牛财经
1181,2021-03-25,青睐大宗交易，机构捕捉结构性机会,Wind
1182,2021-03-24,温氏股份：发行92.97亿元可转债,Wind
1183,2021-03-24,温氏股份白羽番鸭1号入选国家畜禽配套系名单,e公司
1184,2021-03-23,温氏股份(300498.SZ)：70亿元中期票据获准注册,格隆汇
1185,2021-03-23,4000亿牧原股份遭质疑背后：负债450亿盈利空间几何？ 偿债能力下降,中国经济网
1186,2021-03-22,温氏股份现1笔大宗交易 共成交423.12万元,新浪
1187,2021-03-21,【东兴大消费】周观点：消费复苏实现良好开局，关注年报及季报行情,Ddu滴度
1188,2021-03-21,鸡苗价格飙升400％，“鸡周期”重新回来了？,腾讯网
1189,2021-03-21,猪价跌跌不休 猪周期走到哪儿了？,投资界
1190,2021-03-19,农林牧渔行业：2月猪价大幅回调 关注后市南方疫情发展,新浪
1191,2021-03-19,温氏股份现1笔大宗交易 共成交529.79万元,新浪
1192,2021-03-19,温氏股份今日大宗交易成交31万股，成交价17.09元溢价0.0%,Wind
1193,2021-03-19,温氏股份等共同设立生猪养殖定向基金并投资煦兴牧科,上证报
1194,2021-03-19,上市公司正负面新闻2021年3月19日星期五,Wind
1195,2021-03-18,晚间重要公告2021年3月18日星期四,Wind
1196,2021-03-18,温氏股份(300498.SZ)：拟与广东省农业供给侧结构性改革基金等共同投资私募基金,格隆汇
1197,2021-03-18,温氏股份(300498.SZ)拟2.17亿元参设生猪养殖定向基金以投资煦兴牧科,智通财经
1198,2021-03-18,温氏股份：子公司与专业投资机构共同投资私募基金,e公司
1199,2021-03-18,温氏股份：子公司与专业投资机构共同投资私募基金,Wind
1200,2021-03-18,温氏股份现1笔大宗交易 共成交538.16万元,新浪
1201,2021-03-18,温氏股份今日大宗交易成交31万股，成交价17.36元溢价0.93%,Wind
1202,2021-03-18,同行向其拿“货”！ 牧原股份凭全产业链自繁自养模式练就“猪茅”,证券日报网
1203,2021-03-18,温氏股份：为啥王者掉队？,云掌财经
1204,2021-03-17,温氏股份现1笔大宗交易 共成交276.40万元,新浪
1205,2021-03-17,温氏股份今日大宗交易成交20万股，成交价13.82元折价20.39%,Wind
1206,2021-03-17,温氏股份：近期养鸭行情较好 预计今年会有较好盈利,e公司
1207,2021-03-17,养猪大户间有什么区别？牧原股份回应深交所问询多面对比温氏、新希望 问询,经济观察网
1208,2021-03-17,温氏股份：未来公司养殖小区与农户模式会并行存在,Wind
1209,2021-03-17,正面刚！4000亿“猪茅”回应六大质疑,Wind
1210,2021-03-16,牧原股份回复关注函：公司固定资产周转率不存在异常情况 关注函,Wind
1211,2021-03-16,温氏股份现1笔大宗交易 共成交285.70万元,新浪
1212,2021-03-16,温氏股份今日大宗交易成交20.90万股，成交价13.67元折价20.85%,Wind
1213,2021-03-16,温氏股份：乳业子公司拟分拆上市事项尚处筹划阶段，存在较大不确定性,每日经济新闻
1214,2021-03-16,温氏股份：目前暂未有生产火腿肠业务,每日经济新闻
1215,2021-03-16,温氏股份：2月份肉鸡销售数量小幅下降，主要是春节期间销售日减少，同时春节后消费需求减少所致,每日经济新闻
1216,2021-03-15,温氏股份(300498.SZ)：“17温氏01”将于3月22日付息,智通财经
1217,2021-03-15,机构调研丨近期华菱钢铁、温氏股份等接受调研,第一财经
1218,2021-03-15,牧原股份财务数据被质疑，公司最新回应来了,证券时报网
1219,2021-03-15,牧原股份全靠养猪净利润竟然赛过茅台酒 业绩背后究竟有没有造假 欺诈造假,北京青年报
1220,2021-03-15,温氏股份净利下降“猪王”掉队 温志芬加速多元化破解发展瓶颈 盈利能力下降,长江商报
1221,2021-03-15,农业周报：种、养植“春播”行情犹在,新浪
1222,2021-03-15,说说我对“猪茅惊雷”的看法,锦缎
1223,2021-03-15,"4000亿""猪茅""造假？两疑点遭网友""打脸"" 公司回应 欺诈造假",券商中国
1224,2021-03-15,炸锅！4000亿“猪茅”被质疑，什么情况？,Wind
1225,2021-03-15,炸锅！4000亿“猪茅”被质疑，什么情况？两大疑点遭网友“打脸”，发文大V认账，公司最新回应来了,券商中国
1226,2021-03-15,"4000亿""猪茅""牧原股份被质疑 啥情况？两大疑点遭网友""打脸""",券商中国
1227,2021-03-14,猪周期下半场，该关注什么？,格隆汇
1228,2021-03-12,业绩下滑却一再扩产养鸡大户们能迎来春天吗 盈利能力下降,中国商报
1229,2021-03-11,猪肉价格6连降！但一个因素或导致重回高位,搜狐
1230,2021-03-11,温氏股份今日大宗交易成交23.10万股，成交价13.86元折价20.02%,Wind
1231,2021-03-11,温氏股份：预计年底公司能繁母猪群体数量达180万头左右,Wind
1232,2021-03-11,温氏股份：预计今年黄羽肉鸡行情比去年好,e公司
1233,2021-03-10,开源证券--农林牧渔行业点评报告：量价齐跌影响，上市猪企2月收入端环比下滑【行业研究】 盈利能力下降,金融界股吧
1234,2021-03-10,温氏股份跌近5% 两年前高点招商证券中金公司唱多,中国经济网
1235,2021-03-10,猪肉板块、鸡产业板块走软，双汇发展、新希望、温氏股份齐跌,Wind
1236,2021-03-10,猪价加速下跌 离红烧肉自由不远了？,斑马消费
1237,2021-03-09,猪肉还要降！头部猪企1-2月全线放量，牧原股份销量暴增250%,21世纪经济报道
1238,2021-03-09,猪肉股逆市活跃，温氏股份、新希望、新五丰、正邦科技普涨,Wind
1239,2021-03-08,农林牧渔行业每周观点：冬季疫情影响产能恢复 推荐生猪养殖板块,新浪
1240,2021-03-08,温氏股份：去年公司从外面引进了2名研究生猪期货的专业人才,每日经济新闻
1241,2021-03-08,温氏股份：目前公司正在积极推动往“公司+养殖小区”模式方向迭代升级,每日经济新闻
1242,2021-03-08,温氏股份：近期禽类销售价格较好，年度情况预计会好于去年,每日经济新闻
1243,2021-03-08,农林牧渔行业：21年政府工作报告关注种业和生猪产业发展,新浪
1244,2021-03-08,猪肉板块下滑，牧原股份冲高回落,Wind
1245,2021-03-08,温氏股份2021年2月肉鸡、肉猪销量双下滑 盈利能力下降,新京报
1246,2021-03-08,陆家嘴财经早餐2021年3月8日星期一,Wind
1247,2021-03-07,农业周观点：非瘟疫情放大企业成本差异 业绩分化将持续,新浪
1248,2021-03-07,探索多种养殖模式，猪企积极筹备期货队伍,Wind
1249,2021-03-05,晚间重要公告2021年3月5日星期五,Wind
1250,2021-03-05,国泰养殖ETF投资价值分析：“畜”锐“养”精,新浪
1251,2021-03-05,温氏股份：2月肉猪销售收入16.79亿元 环比下降58.75% 盈利能力下降,e公司
1252,2021-03-05,温氏股份(300498.SZ)2月份肉猪销售收入同比下降31.19% 盈利能力下降,智通财经
1253,2021-03-05,温氏股份：2月毛猪销售均价28.44元/公斤同比下降25%,格隆汇
1254,2021-03-05,温氏股份(300498.SZ)：2月肉鸡销售收入同比增55.63% 肉猪销售收入同比降31.19% 盈利能力下降,格隆汇
1255,2021-03-05,温氏股份：2月毛猪销售均价28.44元/公斤，环比降16.82%、同比降25% 盈利能力下降,Wind
1256,2021-03-05,市值腰斩！温氏股份为何完美错过“最强猪周期”？ 连续下跌,投资时报
1257,2021-03-05,温氏股份：楼房养猪仍在探索，生猪期货以研究为主,新京报
1258,2021-03-05,温氏股份：公司原奶在香港市场占比超70%,Wind
1259,2021-03-04,温氏股份现1笔大宗交易 共成交367.35万元,新浪
1260,2021-03-04,温氏股份今日大宗交易成交20.01万股，成交价18.36元溢价0.0%,Wind
1261,2021-03-04,温氏股份：公司楼房养猪项目目前仍在探索实验阶段,e公司
1262,2021-03-04,农产品行业生猪养殖系列报告六十七：如何看当下仔猪价格同生猪价格背离？,新浪
1263,2021-03-04,东兴证券--农林牧渔行业：1月猪价涨幅收窄，全年出栏目标翻倍增长【行业研究】,金融界股吧
1264,2021-03-04,东兴证券--农林牧渔行业周观点：一号文靴子落地，持续关注种业和生猪产业【行业研究】,金融界股吧
1265,2021-03-04,上市猪企哪家强？牧原一骑绝尘仍扩产，年内肉价可能下滑,电鳗快报
1266,2021-03-03,温氏股份发生大宗交易成交折价率21.48%,证券时报网
1267,2021-03-03,温氏股份现1笔大宗交易 共成交361.00万元,新浪
1268,2021-03-03,温氏股份今日大宗交易成交25万股，成交价14.44元折价21.48%,Wind
1269,2021-03-03,上市猪企扩产 上演“小猪快跑”,新京报
1270,2021-03-03,肉鸡价格持续下跌养殖市场仍被看好,中国商报
1271,2021-03-02,温氏股份：可转债初始转股价尚未确定,每日经济新闻
1272,2021-03-02,温氏股份：公司目前有母猪约160万头,每日经济新闻
1273,2021-03-01,温氏股份现2笔大宗交易合计成交71.00万股,证券时报网
1274,2021-03-01,温氏股份今日大宗交易成交41万股，成交价18.17元折价0.33%,Wind
1275,2021-03-01,温氏股份“掉队”：去年净利近乎腰斩 四季度亏损8亿 亏损,中华网
1276,2021-02-28,【国君农业】周报：养殖，种植“春播”行情仍在继续,农业凯歌
1277,2021-02-26,猪价凶猛，“二师兄”高不可攀？,子弹财经
1278,2021-02-26,生猪养殖系列报告六十六：如何看冬季疫情对行业影响？,新浪
1279,2021-02-26,科前生物(688526)公司点评：20年业绩大幅增长 盈利水平进一步提升,新浪
1280,2021-02-26,上市公司扬长“扶”短授人以渔,上证报
1281,2021-02-26,生猪期货交易量小步攀升，“保险+期货”为产业提供多元化服务,Wind
1282,2021-02-25,温氏股份获“全国脱贫攻坚先进集体”称号,Wind
1283,2021-02-25,温氏股份获“全国脱贫攻坚先进集体”称号,e公司
1284,2021-02-25,57股获券商买入评级 兔宝宝目标涨幅达90%,Wind
1285,2021-02-24,节后肉鸡价格继续下跌行业何时走出低迷,中国商报
1286,2021-02-24,全球智能农业市场规模或达千亿级；海天味业：布局食用油市场,搜狐
1287,2021-02-24,31家公司获机构调研（附名单）,证券之星
1288,2021-02-24,33股获券商买入评级，兔宝宝目标涨幅达56.57%,Wind
1289,2021-02-23,温氏股份(300498)：降成本有望见效 恢复性增长可期,新浪
1290,2021-02-23,华泰证券维持温氏股份买入评级：降成本有望见效，恢复性增长可期,每日经济新闻
1291,2021-02-23,华泰证券：温氏股份(300498.SZ)降成本有望见效，目标价25.32元，维持“买入”评级,智通财经
1292,2021-02-23,猪肉股普遍调整，牧原、双汇、温氏、新希望、正邦科技、大北农齐跌,Wind
1293,2021-02-23,[公司]温氏股份：鲜品和熟食销售发展势头良好,全景网
1294,2021-02-23,[公司]温氏股份：有充足信心应对未来非洲猪瘟常态化防控,全景网
1295,2021-02-23,养鸡亏损超10亿元 温氏股份净利润腰斩后还欲扩产 亏损,中国商网
1296,2021-02-23,温氏股份四季度亏损8.3亿“猪王”跌落 智能化养殖落伍毛利率20%远低同业 亏损,长江商报
1297,2021-02-23,温氏股份：非洲猪瘟防控比较到位，效果明显,Wind
1298,2021-02-22,可转债周报：转债市场上涨,华安证券
1299,2021-02-22,农业行业：疫情变化 政策出台 继续关注种、养殖业,新浪
1300,2021-02-22,农林牧渔行业周报：节后禽价强势、猪价预期上调 关注畜禽板块龙头,新浪
1301,2021-02-22,温氏股份：2021年公司肉猪完全成本目标降至20元/kg以下,e公司
1302,2021-02-22,大消费行业周报：转基因利好频出 政策+供需红利种业迎新机遇,新浪
1303,2021-02-22,“猪王”温氏股份掉队：鸡鸭价格跳水致业绩腰斩 盈利能力下降,斑马消费
1304,2021-02-21,"【绿色周报】国家推动全面绿色转型,孚尔姆子公司超标排放被罚",搜狐
1305,2021-02-21,毛鸡均价下滑21%！“吃鸡行情”受挫，养鸡大户温氏股份净利猛降46% 盈利能力下降,华夏时报
1306,2021-02-20,温氏股份去年净利下降逾四成：活禽售价下跌，养鸡养鸭亏损 亏损,澎湃新闻
1307,2021-02-20,怪鸡鸭？养猪大户温氏股份掉队2年市值减半,GPLP犀牛财经
1308,2021-02-20,温氏股份去年净利润下降47%，前一年其净利润暴涨253% 盈利能力下降,奥一网
1309,2021-02-20,养鸡、养鸭业务利润大幅下降，温氏股份2020盈利同比下降47% 盈利能力下降,资本邦
1310,2021-02-20,非洲猪瘟疫情零星散发“惊”了生猪期货 猪价预期有变？,新浪
1311,2021-02-20,开源证券--农林牧渔行业点评报告：上市猪企1月收入端呈现分化【行业研究】,金融界股吧
1312,2021-02-20,Wind风控日报2021年2月20日星期六,Wind
1313,2021-02-20,非洲猪瘟疫情零星散发“惊”生猪期货！猪概念股纷纷涨停，猪价预期有变？,期货日报
1314,2021-02-20,上市公司正负面新闻2021年2月20日星期六,Wind
1315,2021-02-20,“二师兄”也不灵了？昔日“养猪一哥”净利润下降超4成 股价已腰斩 盈利能力下降,中国财富网
1316,2021-02-19,盘后公告集锦|温氏股份2020年净利润同比减少47%,财联社
1317,2021-02-19,温氏股份2020年实现净利74.11亿元 同比降46.94% 盈利能力下降,中新经纬
1318,2021-02-19,晚间重要公告2021年2月19日星期五,Wind
1319,2021-02-19,温氏股份业绩快报：2020年净利润约74.11亿元，同比下降46.94% 盈利能力下降,每日经济新闻
1320,2021-02-19,温氏股份业绩快报：2020年净利润同比下降47% 盈利能力下降,e公司
1321,2021-02-19,温氏股份(300498.SZ)披露2020年度业绩快报 归母净利润同比下降46.94% 盈利能力下降,智通财经
1322,2021-02-19,温氏股份(300498.SZ)业绩快报：2020年度净利润降46.94%至74.11亿元 盈利能力下降,格隆汇
1323,2021-02-19,温氏股份：2020年净利润74.1亿元，同比下降46.94% 盈利能力下降,Wind
1324,2021-02-19,温氏股份今日大宗交易成交20万股，成交价14.04元折价25.36%,Wind
1325,2021-02-19,猪肉股全线爆发，正邦科技等多股涨停,Wind
1326,2021-02-19,猪肉板块多股涨停，主力资金早盘大幅抢筹这些个股,第一财经
1327,2021-02-19,养殖板块表现强势，养殖ETF将开启认购,Wind
1328,2021-02-18,大公国际生猪养殖21年信用展望：市场供应恢复 猪价或将见顶回落,新浪
1329,2021-02-18,茅台重挫5%、9000亿巨头也大跌！红包行情还有吗,e公司
1330,2021-02-17,股价腰斩，市值蒸发1186亿！昔日的猪肉“一哥”怎么了？ 连续下跌,网易
1331,2021-02-17,农林牧渔行业：近期非瘟疫情再起波澜 生猪行业数据跟踪分析,新浪
1332,2021-02-10,节前股市迎来大红包，但这些“消费茅”仍趴地板上,证券时报网
1333,2021-02-10,生猪期货运行满月，1500多家机构客户入场,Wind
1334,2021-02-09,猪企1月销售数据密集披露，猪价持续下跌，板块如何布局？ 连续下跌,第一财经
1335,2021-02-09,温氏股份(300498.SZ)向不特定对象发行可转债申请获证监会同意,智通财经
1336,2021-02-08,温氏股份现1笔大宗交易 共成交579.94万元,新浪
1337,2021-02-08,春节临近猪价全面下行，养殖行业受两面夹击,Wind
1338,2021-02-07,温氏股份1月销售肉猪收入环比增长17%,上证报
1339,2021-02-07,晚间重要公告2021年2月7日星期日,Wind
1340,2021-02-07,温氏股份(300498.SZ)1月销售肉猪100.40万头,智通财经
1341,2021-02-07,温氏股份：1月销售肉猪收入环比增长16.55%,e公司
1342,2021-02-07,温氏股份：1月肉猪销售收入40.7亿元，同比增长9.47%,Wind
1343,2021-02-06,农林牧渔行业：养殖盈利高增 布局高成长宠食板块,新浪
1344,2021-02-05,农产品行业周报-生猪养殖系列报告六十五：如何看待养殖企业2020年业绩预告？,新浪
1345,2021-02-05,温氏股份今日大宗交易成交22.50万股，成交价13.37元折价21.07%,Wind
1346,2021-02-05,【华安农业王莺|周报】非瘟疫情反复支撑高猪价，USDA2月报利好农产品价格,王莺看农业
1347,2021-02-03,A股共发生152宗大宗交易成交106.17亿元（2月3日）,Wind
1348,2021-02-03,温氏股份现1笔大宗交易 共成交298.10万元,新浪
1349,2021-02-02,农林牧渔行业周报：养猪板块业绩大增 龙头成长性持续兑现,新浪
1350,2021-02-02,前创业板王风光不再，温氏股份市值一年半腰斩，缩至1077亿 连续下跌,搜狐
1351,2021-02-01,温氏股份现1笔大宗交易 共成交217.12万元,新浪
1352,2021-02-01,【国君农业】周报：行业预期调整，养殖龙头α属性凸显,农业凯歌
1353,2021-01-31,曾经的养猪龙头，温氏股份，正遭遇2个困境，还能反超牧原股份吗,钛媒体
1354,2021-01-29,温氏股份现1笔大宗交易 共成交202.71万元,新浪
1355,2021-01-29,猪肉板块单边下滑，牧原股份、双汇发展、新希望、温氏股份、大北农齐跌,Wind
1356,2021-01-29,大北农实控人近两年套现逾27亿 对外担保总额超净资产还想多养猪 减持股份,投资者网
1357,2021-01-27,猪企2020年度业绩集体井喷，借高猪价或难持续，期货上市给未来更多看点,搜狐
1358,2021-01-26,温氏股份现1笔大宗交易 共成交372.44万元,新浪
1359,2021-01-26,农林牧渔2020Q4基金持仓分析：农业超配减弱 成长股逆势上扬,新浪
1360,2021-01-26,多家猪企2020年业绩暴增，板块行情能否“满血复活”？,第一财经
1361,2021-01-26,期市投资参考：郑商所增加综合业务平台基差贸易业务交易品种,Wind
1362,2021-01-26,温氏股份：2021年商品肉猪价格预计仍处于相对高位,Wind
1363,2021-01-25,猪肉板块连续下滑，牧原股份、温氏股份、新希望、天邦股份等齐跌,Wind
1364,2021-01-25,温氏股份：今年公司生猪产业可能还无法满负荷生产,Wind
1365,2021-01-25,温氏股份：今年公司生猪产业可能还无法满负荷生产,格隆汇
1366,2021-01-25,温氏股份：公司有蛋鸡业务，有销售鸡蛋产品,Wind
1367,2021-01-25,温氏股份接待调研时表示，2021年，商品肉猪价格预计仍处于相对高位，估计全年平均价格约为22-24元/公斤,金十数据
1368,2021-01-25,温氏股份：预计今年商品肉猪均价约22-24元/公斤,e公司
1369,2021-01-22,温氏股份大宗交易成交21.00万股成交额308.07万元,证券时报网
1370,2021-01-22,温氏股份现1笔大宗交易 共成交308.07万元,新浪
1371,2021-01-22,猪肉股普遍下滑，牧原、双汇、温氏股份、新希望、顺鑫农业、正邦科技齐跌,Wind
1372,2021-01-21,温氏股份现1笔大宗交易 共成交525.60万元,新浪
1373,2021-01-20,农林牧渔行业跟踪：出栏目标基本达成 产能储备步履不停,新浪
1374,2021-01-20,策略专题报告：“需求侧管理与消费升级”投资机会挖掘电话会议纪要,新浪
1375,2021-01-19,深市食品龙头高质量发展样品：企业发展与履行社会责任并重,证券时报网
1376,2021-01-18,养鸡上市公司业绩承压，仅1家靠“二师兄”实现增长 盈利能力下降,新浪
1377,2021-01-18,农林牧渔行业周报：USDA月报利好农产品价格 海大业绩快报靓丽,华安证券
1378,2021-01-18,农林牧渔行业：畜禽价格节前强势 转基因育种再推动,新浪
1379,2021-01-18,年味到家，温氏食品高铁冠名列车在沪首发,经济网
1380,2021-01-18,生猪养殖行业格局分散 大型屠宰企业成本端承压,中国报告大厅
1381,2021-01-18,深市食品企业样本：发挥产业特色践行社会责任,证券时报
1382,2021-01-17,深市食品企业借力资本市场做优做强 发挥产业特色更好践行社会责任丨走进行业先锋·解密高质量发展（三）,证券时报网
1383,2021-01-16,生猪期货运行首周逾千家机构积极参与，多家上市公司青睐套保,Wind
1384,2021-01-16,巨头圈地不止 生猪期货难以熨平猪周期,新浪
1385,2021-01-15,大商所：生猪期货“稳起步” 首周运行符合市场预期,Wind
1386,2021-01-14,生猪期货摸着石头过河 多家猪企谨慎入场,时代在线
1387,2021-01-14,从0到年销量超1.3亿只 温氏股份鲜品业务实现突破性增长,时代在线
1388,2021-01-13,21世纪经济报道：猪价下行 生猪期货套保试水,大商所
1389,2021-01-13,农林牧渔行业点评报告：12月节前需求回升 生猪价格超预期支撑禽链,新浪
1390,2021-01-13,农产品行业-生猪养殖系列报告六十四：生猪养殖股2020年业绩展望,新浪
1391,2021-01-13,猪肉板块杀跌，牧原股份、温氏股份、新希望、顺鑫农业集体下挫,Wind
1392,2021-01-13,期市投资参考：伦敦基本金属全线上涨，龙头猪企热情参与生猪期货,Wind
1393,2021-01-13,国内财经媒体头版2021年1月13日星期三,Wind
1394,2021-01-13,猪价下行生猪期货套保试水，行业龙头率先下场“练手”,Wind
1395,2021-01-12,猪价下行 生猪期货套保试水：行业龙头率先下场“练手”，大范围参与节点未至,21世纪经济报道
1396,2021-01-12,农林牧渔行业点评报告：头部猪企达成出栏目标 春节前景气有望延续,新浪
1397,2021-01-11,农业周报：坚定布局养殖 继续推荐转基因主题,新浪
1398,2021-01-11,肉鸡行业专题研究：从幕后走向台前 美国鸡的品牌化之旅,新浪
1399,2021-01-11,温氏股份现1笔大宗交易 共成交222.51万元,新浪
1400,2021-01-11,农林牧渔行业周报：继续关注种植链主线机会,新浪
1401,2021-01-11,猪肉股普遍疲软，牧原股份跌近6%,Wind
1402,2021-01-11,41股获券商买入评级 爱施德目标涨幅达162.86%,Wind
1403,2021-01-09,生猪期货平稳起步，期价预示生猪供应逐步恢复,Wind
1404,2021-01-08,温氏股份(300498.SZ)副总裁温小琼、副总裁罗旭芳辞职 董监高成员变化,智通财经
1405,2021-01-08,温氏股份现1笔大宗交易 共成交239.63万元,新浪
1406,2021-01-08,温氏股份：温小琼、罗旭芳辞去公司副总裁职务 董监高成员变化,Wind
1407,2021-01-08,猪肉板块大幅回调，牧原股份、温氏股份、新希望、正邦科技、天邦股份普跌,Wind
1408,2021-01-07,2万吨储备冻肉今天投放，生猪期货明天上市，高价猪肉还能持续吗？,搜狐
1409,2021-01-07,温氏股份：2020年12月份销售生猪88.96万头 环比增加6.16%,我的农产品网
1410,2021-01-07,A股四大龙头公司入选生猪期货交割库！合约设计体现服务产业，首日结算价将成猪价风向标,21世纪经济报道
1411,2021-01-07,温氏股份(300498)：生猪出栏表现符合预期 看好未来恢复性增长,广发证券
1412,2021-01-07,猪肉股回调，牧原股份、双汇发展、温氏股份、新希望、顺鑫农业集体下滑,Wind
1413,2021-01-07,上市公司正负面新闻2021年1月7日星期四,Wind
1414,2021-01-06,晚间重要公告2021年1月6日星期三,Wind
1415,2021-01-06,养殖概念股连续大涨，生猪企业晚间密集披露销售数据,第一财经
1416,2021-01-06,【公告抢先看】晚间重要公告：温氏股份2020年销售肉猪收入398.30亿元、长安汽车2020全年销量200.37万辆,金融界
1417,2021-01-06,温氏股份2020年度肉猪销售收入同比增长0.72%,上证报
1418,2021-01-06,温氏股份：2020年公司销售肉猪收入398.30亿元 同比增长0.72%,e公司
1419,2021-01-06,温氏股份：12月销售肉猪收入同比下降33.95% 盈利能力下降,第一财经
1420,2021-01-06,温氏股份(300498.SZ)：2020年度肉猪销量同比下降48.45% 肉鸡销量同比增长13.6% 盈利能力下降,智通财经
1421,2021-01-06,温氏股份：2020年度公司毛猪销售均价同比上升79.95%,格隆汇
1422,2021-01-06,温氏股份(300498.SZ)实控人温鹏程解除质押1209.59万股,智通财经
1423,2021-01-06,温氏股份：2020年公司销售肉猪收入398.3亿元同比增0.72%,Wind
1424,2021-01-06,“吊牌之王”两跌停，基金抱团踩雷，社保重仓持股！公司祭出大招，董事长称不缺钱！“中药一哥”股价狂飙，滞涨白马股来了,证券时报
1425,2021-01-05,金龙鱼股价跳水，此前一度涨超12%，总市值超7000亿元,第一财经
1426,2021-01-05,鸡肉股持续拉升，湘佳股份涨停，温氏股份涨逾4%,Wind
1427,2021-01-05,牧原股份涨近7%，提振猪肉股,Wind
1428,2021-01-04,1月4日两市共有70只个股发生大宗交易，温氏股份折价24.82%,e公司
1429,2021-01-04,温氏股份现2笔大宗交易 共成交739.62万元,新浪
1430,2021-01-04,猪肉概念概念掀涨停潮，牧原股份新希望等涨停，猪价有望迎上涨窗口,证券时报网
1431,2021-01-04,猪肉股普遍强势，牧原股份涨超6%,Wind
1432,2021-01-04,盘前情报丨特斯拉两款车型大降价，元旦档电影票房创新高，这些投资机会最靠谱,21世纪经济报道
1433,2021-01-04,分拆上市大幕开启，千亿龙头竞相登台,Wind
1434,2020-12-31,双模式下的农业发展，温氏股份带领农户致富,凤凰网
1435,2020-12-30,温氏股份现1笔大宗交易 共成交290.20万元,新浪
1436,2020-12-30,温氏股份引进高健康种猪 加强西南区域育种布局,e公司
1437,2020-12-29,农林牧渔2020年11月第2周周报：白鸡价格连续回升 10月猪料销售继续改善,新浪
1438,2020-12-29,温氏股份现1笔大宗交易 共成交349.88万元,新浪
1439,2020-12-29,温氏股份(300498.SZ)：新大牧业拟向银行申请不超6000万元授信并提供抵押担保 大额借贷担保,智通财经
1440,2020-12-29,中信建投：春节前猪肉供需偏紧格局仍然维持，猪价预计维持高位运行,Wind
1441,2020-12-28,农林牧渔行业动态：猪价继续小幅上涨 种子品种保护有望提升,新浪
1442,2020-12-28,创业板IPO|华蓝集团、宏昌科技、中集车辆创业板IPO过会，温氏股份可转债过审,资本邦
1443,2020-12-28,温氏股份现2笔大宗交易 共成交968.62万元,新浪
1444,2020-12-28,年终盘点|上市猪企出尽风头 “二师兄”好比印钞机,中国商报
1445,2020-12-26,陆家嘴财经早餐2020年12月26日星期六,Wind
1446,2020-12-25,温氏股份(300498.SZ)向不特定对象发行可转换公司债券申请获得深交所创业板上市委审核通过,智通财经
1447,2020-12-25,温氏股份(300498.SZ)：发行可转债申请获深交所审核通过,格隆汇
1448,2020-12-25,温氏股份现1笔大宗交易 共成交745.50万元,新浪
1449,2020-12-25,新希望再跌近4%拖累猪肉股，从9月初的高点至今股价已腰斩,Wind
1450,2020-12-24,猪肉板块走强，牧原股份、新希望、温氏股份、正邦科技普涨,Wind
1451,2020-12-23,今日共发生139笔大宗交易 机构抢筹这些个股,第一财经
1452,2020-12-23,"温氏股份现2笔大宗交易 共成交1,420.43万元",新浪
1453,2020-12-23,不忘初心谋发展，温氏股份科学助农促增收,凤凰网
1454,2020-12-23,猪肉股普遍疲软，牧原股份、双汇发展、温氏股份、新希望集体下跌,Wind
1455,2020-12-22,温氏股份拟发93亿元可转债：近三年多次被处罚 金额超1500万,新浪
1456,2020-12-21,创业板首家7000亿市值股票诞生！两年涨11倍（附A股朋友圈）,证券时报网
1457,2020-12-18,"温氏股份现1笔大宗交易 共成交2,103.72万元",新浪
1458,2020-12-18,温氏股份：目前有小范围内开展自建区域性的社区团购平台,格隆汇
1459,2020-12-18,猪肉板块疲软，双汇发展、温氏股份、牧原股份、正邦科技、天邦股份普跌,Wind
1460,2020-12-17,又现“喝酒吃药”，如何配置？大消费板块超跌股名单来了,第一财经
1461,2020-12-17,华统股份(002840.SZ)：子公司拟出售苏州畜牧及兴化畜牧100%股权 资产异常,格隆汇
1462,2020-12-17,华统股份(002840.SZ)拟以1.7亿元收购长兴畜牧和和平畜牧100%股权,智通财经
1463,2020-12-17,华统股份(002840.SZ)拟分别以1.4亿元和3000万元收购长兴畜牧和和平畜牧100%股权,格隆汇
1464,2020-12-17,华蓝集团、宏昌科技、中集车辆创业板IPO及温氏股份发行可转债将于12月25日审核,资本邦
1465,2020-12-17,20年涨超179倍！长牛股如何炼成？优质超跌大白马名单来了,证券时报网
1466,2020-12-17,温氏股份何解“前浪”之尬,云掌财经
1467,2020-12-16,电商、O2O、社区团购……新业态四面夹击，传统商超已成“原始部落”,时代在线
1468,2020-12-16,猪肉股盘中走势分化，新希望、牧原股份、温氏股份、正邦科技下跌,Wind
1469,2020-12-16,机构上半月调研203股 中小创公司仍最受关注,投资快报
