,2021-12-31,中国交建：截至目前公司与福田汽车没有具体的业务合作,每日经济新闻
3636,2018-07-25,中国交通建设(01800)“12中交03”将于8月9日支付年息,智通财经
3637,2018-07-25,沪指险守2900点关口 哪个板块持续性最强？——道达投资手记,每日经济新闻
3638,2018-07-25,数据王：基建股分化次新股领跌 机会在于此类个股,巨丰财经
3639,2018-07-25,新疆:尉且公路建设穿越大沙漠再添新通道,新华网
3640,2018-07-25,北上资金提前介入绩优股 医药板块连获融资客加仓,证券时报
3641,2018-07-25,银河证券：向上空间进一步打开,银河证券
3642,2018-07-25,少见！底部放量涨停股批量涌现 千亿市值股也疯狂,证券时报
3643,2018-07-25,【股票市场要闻】（07.25）,宝城期货
3644,2018-07-25,[买入评级]建筑装饰行业跟踪报告：政策宽松利好大建筑估值系统性修复 关注集中度提升逻辑之下的低估值蓝筹,中财网
3645,2018-07-25,建筑与工程行业观点聚焦：建筑板块估值修复还有多大空间?,中财网
3646,2018-07-25,【财神看市】居然有机构席位买入了长生生物,和讯
3647,2018-07-25,2000亿的中国交建两连板，基建放量暴走，今天仍是上涨结构,恒泰头派账户
3648,2018-07-25,【晨会聚焦】稳内需持续升温；个股：招商银行,中泰证券研究所
3649,2018-07-25,【新时代建筑 王小勇团队】大建筑反弹已立标杆，优质成长后续接力弹性更优,新时代证券研究
3650,2018-07-25,真正的国家队进场，建仓期低位蓝筹注意啦！,中财网
3651,2018-07-25,大基建激发赚钱效应 大盘整固蓝筹轮动,金融界
3652,2018-07-25,巨丰早评：短线反弹目标揭秘,巨丰财经
3653,2018-07-25,政策预期推动反弹行情,中证报
3654,2018-07-24,股市藏宝图：一线游资围猎基建股，PTA价格创近4年新高,腾讯网
3655,2018-07-24,利好三连击 沪指强势收复2900点——道达投资手记,每日经济新闻
3656,2018-07-24,工程建筑板块估值处于5年低位 9亿大单布局8只龙头股,金融界
3657,2018-07-24,创业板仓位继续上行，FOF持基风格各异——2018Q2主动型及FOF基金季报分析,中泰金工
3658,2018-07-24,中证数据：两市资金净流入前20股（7月24日）,中证网
3659,2018-07-24,【今日论市】三阳开泰，有色券商齐鸣,华信涨停财经
3660,2018-07-24,今日大盘| 沪指放量站上2900点，择机关注低估值个股,股涨通
3661,2018-07-24,[增持评级]中国交建(601800)公司更新报告：货币/信用边际宽松利好基建 海外/PPP具看点,中财网
3662,2018-07-24,中字头连续强攻：A股普涨，沪指涨1.61%收复2900点,澎湃新闻
3663,2018-07-24,鲁股指数7月24日收评 沪指收复2900点山东墨龙领涨,中金在线
3664,2018-07-24,三大概念受402亿主力资金追捧,证券时报
3665,2018-07-24,重磅信号刺激基建板块大涨机构：A股中级反弹行情开启,财界网
3666,2018-07-24,期指市场维持涨势 IC主力创逾一个月新高,证券之星
3667,2018-07-24,博星投顾：反弹非反转 滞涨后节奏把握是关键,中金在线
3668,2018-07-24,必达财经揭秘基建股暴涨真相 一个重磅信号已发出(附股),证券之星
3669,2018-07-24,沪指三连阳 明日最佳操作策略,中财网
3670,2018-07-24,7月24日复盘：震荡后再上攻 主力重点出击15股(名单),新浪
3671,2018-07-24,收评：沪指涨逾1%站上2900点 赚钱效应迎来久违的回暖,财经网
3672,2018-07-24,沪指放量上涨1.61%,红周刊
3673,2018-07-24,揭秘涨停板：基建板块暴力拉升 成都路桥4连板,腾讯网
3674,2018-07-24,高负债权重股轮番推升指数 中线逐步配置蓝筹股,巨丰财经
3675,2018-07-24,[中性评级]国务院常务会议点评(建筑装饰行业)：财政宽松政策定调 基建板块直接受益反弹继续,中财网
3676,2018-07-24,巨丰收评：短线超跌机会仍有 中线逐步配置蓝筹股,巨丰财经
3677,2018-07-24,今日61只个股突破半年线,证券时报
3678,2018-07-24,7月24日午间行业热点聚焦,中证网
3679,2018-07-24,沪深两市周二高开高走 钢铁板块表现强势,股城网
3680,2018-07-24,建筑板块估值有望快速上升,红周刊
3681,2018-07-24,沪指重回2900点大关,红周刊
3682,2018-07-24,午评：上午反弹过程中暗藏杀机,中财网
3683,2018-07-24,高层会议释重磅利好 长阳逼空直击3000点？,中财网
3684,2018-07-24,沪指半日涨1.59%站上2900点 建筑板块掀涨停潮,证券时报网
3685,2018-07-24,铁路基建概念股走强 中国交建、银龙股份涨停,中国经济网
3686,2018-07-24,沪指高开高走盘中站上2900点 上证50指数涨近2%,财华社
3687,2018-07-24,大V看盘：政策利好刺激大盘 反弹或可持续数周,腾讯网
3688,2018-07-24,【异动股】中字头概念股延续强势 中国交建(601800-CN)涨停,财华社
3689,2018-07-24,中字头概念再度走强 中国交建两连涨停,证券时报网
3690,2018-07-24,【盘中动态】上证50指数涨近2% 中字头个股持续拉升,每日经济新闻
3691,2018-07-24,国常会释放利好 工程建设板块近10股涨停,金融界
3692,2018-07-24,中国交建涨停，报13.41元,腾讯网
3693,2018-07-24,建筑板块集体走强，四川路桥等多股开盘涨停,Wind
3694,2018-07-24,建筑行业报告：建筑行业估值处在历史底部，政策放松，预期改善,国信研究
3695,2018-07-24,主力进攻方向浮出水面,中财网
3696,2018-07-24,权重板块上涨含重大暗示 反弹有望持续深入,证券之星
3697,2018-07-24,中国交建底部放量,中证报
3698,2018-07-24,建筑板块走强 估值有望快速回升,中证报
3699,2018-07-24,"建筑行业周报:资管政策利稳社融,基建增速有望修复",安信证券
3700,2018-07-23,成都路桥连续三天涨停 基建股闻风起舞（附名单）,中财网
3701,2018-07-23,【解盘论市】不可大意！潜在危机依旧存在,Wind
3702,2018-07-23,医药股遭遇“踩踏” 无碍反弹行情延续——道达投资手记,每日经济新闻
3703,2018-07-23,今日大盘| 市场做多氛围回暖，估值修复行情有望,股涨通
3704,2018-07-23,陈志文：每日涨停复盘及龙虎榜7.23,中金在线
3705,2018-07-23,资管新规吹风，铁公基发威！投资者：右侧交易来了,Wind
3706,2018-07-23,[中性评级]建筑行业2018年二季度公募基金持仓分析：2018H行业低配严重 下半年流动性预期宽松带动行业估值修复,中财网
3707,2018-07-23,【收市点评】沪指低开高走收涨1% 医药板块逆市重挫,兴业证券兴e通
3708,2018-07-23,"老艾侃股：布局""七翻身""行情下半场",新浪
3709,2018-07-23,[增持评级]建筑装饰行业周报：信用风险拐点已现 板块迎来修复行情,中财网
3710,2018-07-23,天信投资：人气稳步回升 估值共识形成,中金在线
3711,2018-07-23,沪指放量上攻创一个月新高，中字头领衔建筑板块大涨,每日经济新闻
3712,2018-07-23,主力控盘下进入新一轮攀升 市场赚钱效应显现,大众证券报
3713,2018-07-23,沪指低开高走涨1%，中字头发力周期股强势,21世纪经济报道
3714,2018-07-23,中字头个股集体发力,红周刊
3715,2018-07-23,利空涌现A股早盘低开震荡 中字头概念拉升护盘,第一财经
3716,2018-07-23,午后策略：上证综指震荡攀升 权重板块表现活跃,中证网
3717,2018-07-23,跟盘：沪指震荡走高 长生生物午后复牌跌停,每日经济新闻
3718,2018-07-23,沪指午后震荡走高 钢铁港口水泥板块走强,e公司
3719,2018-07-23,上证50指数涨逾1% 银行地产纷纷走强,证券时报网
3720,2018-07-23,中字头强势异动 中国交建率先涨停,金融界
3721,2018-07-23,沪指涨0.37% 生物医药400亿市值灰飞烟灭,红周刊
3722,2018-07-23,中国交建涨停，报12.19元,腾讯网
3723,2018-07-23,中字头持续放量大涨，中国交建强势涨停,Wind
3724,2018-07-23,中字头概念盘中活跃 中国交建涨逾6%,证券时报网
3725,2018-07-23,[看好评级]香港路演纪要(建筑与工程行业)：当前市场过度悲观 看好下半年行情,中财网
3726,2018-07-23,基金2Q18建筑持仓分析(建筑与工程行业)：持仓处于历史底部 看好下半年行情,中财网
3727,2018-07-23,中字头今日表现活跃，中国交建涨近6%,Wind
3728,2018-07-23,建筑板块稳步攀升，成都路桥强势涨停,Wind
3729,2018-07-23,"建筑行业18q2公募基金持仓分析报告:公募基金18q2持仓比重创新低,基建央企增持较多",广发证券
3730,2018-07-20,中国上市公司协会联合沪深交易所发布A股上市公司现金分红榜单,中上协
3731,2018-07-20,A股的底被谁抄了 机构扎堆推荐7只龙头股,大众证券报
3732,2018-07-20,2018《财富》世界500强发榜，7家中国建筑业巨头上榜,建筑装饰网
3733,2018-07-20,下半年铁路投资或将大幅增长 机构扎堆推荐7只龙头股,证券日报
3734,2018-07-18,中国交建斩获三项ENR年度全球工程奖项！,中国交建
3735,2018-07-18,舟岱跨海大桥首个10万吨级防撞钢套箱整体安装完成,国资委
3736,2018-07-17,在东非大裂谷修隧道！肯尼亚内马铁路一期两条隧道相继贯通,中国交建
3737,2018-07-17,央视：地下蛟龙利大家，中国交建助力“中国龙”！,中国交建
3738,2018-07-16,中国交建与道达尔签署互为优先供应商协议,中国交建
3739,2018-07-15,中小市值成破净重灾区，A股的底在哪里？,经济观察报
3740,2018-07-13,京张铁路首个低瓦斯长大隧道全面贯通,中国交建
3741,2018-07-12,中国交建参建吉布提国际自贸区开园,国资委
3742,2018-07-11,5000亿转债排队待发,e公司
3743,2018-07-11,道达尔携手中国交建 共同开发亚非等一带一路市场,21世纪经济报道
3744,2018-07-11,助力三沙建设！刘起涛会见三沙市委书记张军,中国交建
3745,2018-07-11,智慧化港口标杆产品！全球首台无人驾驶跨运车正式下地,中国交建
3746,2018-07-11,道达尔与中国交建签署互为优先供应商协议,新华网
3747,2018-07-11,全球首台无人驾驶跨运车正式下地 中国交建振华重工研制,国资委
3748,2018-07-10,中国交建：联合中标43.68亿元杭州地铁10号线一期工程,e公司
3749,2018-07-10,2017年度中国交建子公司负责人经营业绩考核A级企业名单,中国交建
3750,2018-07-10,43.68亿元！中交联合体中标杭州地铁10号线一期工程施工总承包标段,中国交建
3751,2018-07-09,以“中交速度”创造“云南模式”！云南四条高速公路完成建设-运营移交,中国交建
3752,2018-07-09,沪深携手上涨近2% 两市逾3000家红盘,腾讯网
3753,2018-07-06,放生记！我们在哥斯达黎加32号公路这样对待鳄鱼,中国交建
3754,2018-07-06,【大行报告】交银：维持中国交建(01800-HK)买入评级 目标价下调至9.8港元,财华社
3755,2018-07-06,这个邻国突然对多个中国项目发难 中国必须小心了,中财网
3756,2018-07-05,A股头条之上市公司公告精选（7.6）,金融界
3757,2018-07-05,智能机器人EAbot在济南发布 助力中国企业智慧管理,中新网
3758,2018-07-05,中国交建：马来西亚728亿元东海岸铁路项目全线停工,21经济网
3759,2018-07-05,晚间重要公告2018年7月5日星期四,Wind
3760,2018-07-05,干货！今日晚间重要公告速读（更新中）,第一财经
3761,2018-07-05,中国交建：马来西亚东海岸铁路项目暂停施工,Wind
3762,2018-07-05,中国交建：马来西亚东海岸铁路项目停工,e公司
3763,2018-07-05,79只股短线走稳 站上五日均线,证券时报
3764,2018-07-05,中国交建所属振华重工承建的5000吨打捞起重船顺利交付,国资委
3765,2018-07-04,非洲最大悬索桥开展成桥荷载试验！,中国交建
3766,2018-07-04,【建筑】李俊松、邢立力（联系人）：建筑央企债转股背后的“杠杆”悖论-20180703,中泰证券研究所
3767,2018-07-03,自主研发！中国出口海外最大盾构机起运孟加拉,中国交建
3768,2018-07-03,国内首座跨海高铁大桥启动海上施工,中新网
3769,2018-07-02,央视《第一时间》专题报道中国交建北京新机场项目！,中国交建
3770,2018-07-02,安哥拉索约水陆码头建造项目水工部分正式完工！,中国交建
3771,2018-07-02,中国交建跌2.28%，创年度新低，报11.13元,腾讯网
3772,2018-07-02,建筑行业月度观察#5“去杠杆”影响下 社融、订单增速大幅下降,中财网
3773,2018-07-02,建筑工程行业2018下半年投资策略：博观约取，坚守价值,国信研究
3774,2018-06-30,孙金钜：CDR对流动性影响与战略配售基金收益测算探讨,金融界
3775,2018-06-29,肖亚庆调研中国交建港珠澳大桥项目！刘起涛陪同调研并出席香港 “‘一带一路’高峰论坛”,中国交建
3776,2018-06-29,“全能型”基金投资模式!“中交建壹期基金”投放首笔资金31.6亿元,中国交建
3777,2018-06-28,中国交通建设集团董事长刘起涛：高质量合作能降低中企出海面临的政治风险,每日经济新闻
3778,2018-06-28,振华重工成功研发第一代智能铺路机器人,证券时报网
3779,2018-06-27,中国交建与重庆市万州区签订战略合作协议,中国交建
3780,2018-06-27,【数据揭秘】6只股短期均线现死叉,证券时报
3781,2018-06-26,全国首例“区块链-供应链”融资业务落地中国交建雄安项目,中国交建
3782,2018-06-26,[买入评级]建筑装饰行业周报：定向降准预期提升 后期板块估值或有所修复,中财网
3783,2018-06-25,看新闻联播报道中国交建承建的肯尼亚内马铁路！,中国交建
3784,2018-06-25,股市“强心剂”！ 央行定向降准 数据显示A股将这样走,中财网
3785,2018-06-24,建筑行业5月订单跟踪：单月新签订单同比下降10.5%,中财网
3786,2018-06-24,274只个股连涨3日或3日以上，绿色动力累计涨幅居前,Wind
3787,2018-06-24,"创造东非""新时速"" 中国承建肯尼亚内马铁路全面铺开",央视
3788,2018-06-22,中企承建肯尼亚铁路项目当地用工超７．２万人,新华网
3789,2018-06-21,今年分红39亿元！中国交建连续12年现金分红,中国交建
3790,2018-06-20,63.5亿元！中国交建中标成都青白江区安置房项目,中国交建
3791,2018-06-20,福建致力推动养老产业升级 打造福建养老行业样板,凤凰网
3792,2018-06-19,强势股追踪 主力资金连续5日净流入46股,证券时报网
3793,2018-06-19,面向世界和未来！“悬浮隧道工程技术研究”正式启动,中国交建
3794,2018-06-19,沪指放量大跌3.7% A股重现千股跌停,证券之星
3795,2018-06-19,中字头尾盘护盘 中国核建、中国建筑等拉升,腾讯网
3796,2018-06-16,A股逼近3000点底部区间 137只“两低一高”股迎布局,证券日报
3797,2018-06-15,造芯能力提升！国产海工核心配套件首次用于实船作业,中国交建
3798,2018-06-14,第四届金牌董秘评选开始啦！请为我们的董秘投上一票,中国交建
3799,2018-06-14,安全重于泰山！中国交建举办水上施工船舶综合应急演练,中国交建
3800,2018-06-14,助力浙江富民强省！陈奋健会见浙江省长袁家军,中国交建
3801,2018-06-14,十行业金牌董秘争夺战况：江苏银行董秘引领金融发力,新浪
3802,2018-06-14,中国交建总裁与顺丰控股王卫就加强战略协同进行交流,e公司
3803,2018-06-13,陈奋健会见顺丰控股总裁王卫,中国交建
3804,2018-06-13,24亿元！中国交建中标江西上饶商住区设计施工总承包项目,中国交建
3805,2018-06-12,陈奋健会见缅甸建设部部长吴汉佐,中国交建
3806,2018-06-12,【东吴环保袁理团队】每日集锦0611：上中下游协作加强管理沿江省市合力推进长江大保护,东吴环保公用研究
3807,2018-06-11,探讨东北投资！刘起涛会见辽宁省长唐一军,中国交建
3808,2018-06-08,亚洲最大重型自航绞吸船“天鲲号”出港海试,e公司
3809,2018-06-08,胡鞍钢带队！清华大学国情研究院团队调研中国交建,中国交建
3810,2018-06-08,陈奋健会见太平洋建设集团创始人严介和,中国交建
3811,2018-06-08,重大利好！康得新与央企战略合作 将推动业务增长,苏南网
3812,2018-06-08,康得新客户结构升级，持续利好反击质疑,中国财经网
3813,2018-06-07,沃尔沃建筑设备连续九年参加国际基建论坛 与您共筑美好生活,慧聪网
3814,2018-06-07,康得新联姻中国交建 外界质疑一纸化解,网易
3815,2018-06-07,中国交建牵手康得新 共同打造100亿元基金投资平台,证券日报
3816,2018-06-07,公告合作中国交建 康得新进入利好密集期,苏南网
3817,2018-06-07,康得新牵手中国交建 产业、资本、创新全方位合作,千龙网
3818,2018-06-07,基建巨人中国交建与康得新缘何牵手？,凤凰网
3819,2018-06-06,中国交建：卫星导航重大应用示范项目通过验收,e公司
3820,2018-06-06,中国交建成康得新的央企大哥,中国经济网
3821,2018-06-06,公告精选：工业富联8日登陆上交所；多家公司显露平仓风险,e公司
3822,2018-06-06,康得新：将收购傲邦汽车用品公司股权,e公司
3823,2018-06-06,康得新与中国交建签署《战略合作框架协议》 继续停牌,金融界
3824,2018-06-06,远海上空“北斗星”！卫星导航重大应用示范项目通过验收,中国交建
3825,2018-06-04,刘起涛会见港珠澳大桥管理局局长朱永灵,中国交建
3826,2018-06-04,8位院士见证！中国交建成立“工程医院”,中国交建
3827,2018-06-04,2018年5月上证50股票名单 上证50股票名单详情,南方财富网
3828,2018-06-01,陈奋健会见杭州市长徐立毅,中国交建
3829,2018-06-01,加阻止中企15亿加元收购案 中国大使：加方损失更多,参考消息
3830,2018-05-31,中国交建：中标31亿元湖北省荆州公路“建养一体化”项目,e公司
3831,2018-05-29,中国首个线上线下跨境双语AI智能合同服务云平台亮相京交会,和讯
3832,2018-05-29,2018年5月上证50股票名单 上证50股票名单详情（5/29）,南方财富网
3833,2018-05-28,山推“客户关爱行”走进马来西亚,慧聪网
3834,2018-05-28,zhongjiaozhaopin@ccccltd.cn,中国交建
3835,2018-05-28,[中性评级]建筑行业定期报告：预期过度悲观 融资其实没那么差,中财网
3836,2018-05-28,中交西筑SGTOP高端智能环保型沥青搅拌设备正式发布,慧聪网
3837,2018-05-27,【招商建筑】周观点：预期过度悲观，融资其实没那么差,招商建筑
3838,2018-05-25,5月26日重要公告集锦：易事特实控人操纵市场被罚没1.28亿元,证券日报
3839,2018-05-25,加拿大力阻中企收购Aecon 中国交建12亿美元收购基建巨头遇瓶颈,前瞻网
3840,2018-05-24,中国交建：中标50亿元PPP项目,e公司
3841,2018-05-24,50亿元！中国交建中标江苏句容科技产业园PPP项目,中国交建
3842,2018-05-23,房建板块是约翰·霍兰德重要的发展业务之一，此次中标世界级的维州心脏医院项目意义重大。,中国交建
3843,2018-05-23,振华重工交付世界最大海上风电施工平台,国资委
3844,2018-05-22,当天，陈奋健在中国驻赞比亚大使官邸拜会了中国驻赞比亚大使李杰。,中国交建
3845,2018-05-22,中国交建承建文莱首座跨海大桥竣工,国资委
3846,2018-05-18,“中国造”海外大桥十大名片之一！文莱大摩拉岛大桥竣工,中国交建
3847,2018-05-18,中国交建召开非洲区域生产经营会,中国交建
3848,2018-05-18,腾讯与中国交建达成战略合作，引入企业微信搭建连接生态,飞象网
3849,2018-05-17,5月17日必读热点话题及背后投资逻辑,华安证券订阅号
3850,2018-05-17,中国交建(01800-HK)：中交集团无偿划转公司6.35亿股A股予诚通金控及国新投资,财华社
3851,2018-05-17,晚间重要公告2018年5月17日星期四,--
3852,2018-05-17,刘起涛会见广东省委副书记、广州市委书记任学锋,中国交建
3853,2018-05-17,把握“云时代”机遇，腾讯携手中国交建达成战略合作框架协议,砍柴网
3854,2018-05-17,中国交建：约4%国有股份将无偿划转,e公司
3855,2018-05-17,中国交建、中国电建：控股股东拟无偿划转少量股份,Wind
3856,2018-05-17,中国交建与腾讯签署战略合作协议,e公司
3857,2018-05-17,服装、染料板块表现活跃,红周刊
3858,2018-05-17,水泥企业业绩大增价格维持高位 六股有掘金机会,中证报
3859,2018-05-16,陈奋健拜会莫桑比克总统纽西,中国交建
3860,2018-05-15,提前完工！中国交建完成沙特吉赞经济城人工岛主体工程,中国交建
3861,2018-05-15,特立尼达和多巴哥总理到访！刘起涛与总理会谈,中国交建
3862,2018-05-14,出访日本！刘起涛受邀出席第六届中日韩工商峰会,中国交建
3863,2018-05-14,29.7亿元！中国交建中标泰兴经济开发区PPP项目,中国交建
3864,2018-05-12,2018下半年投资策略观点集萃（上）,中信证券研究
3865,2018-05-11,马栏山视频文创产业园深圳推介 冀建设成“中国V谷”,中新网
3866,2018-05-11,“期待收到具有高质量和竞争力的竞标方案” 新马高铁招标延期六个月,华夏时报
3867,2018-05-11,陈奋健会见湖南交通职业技术学院党委书记鲁雁飞,中国交建
3868,2018-05-11,中交西筑董事长杨向阳拜访中国港湾,慧聪网
3869,2018-05-10,中国交建荣登“2018中国品牌价值百强榜”第39位！,中国交建
3870,2018-05-10,最新上证50股票名单 20185月份上证50指数成分股列表发布,南方财富网
3871,2018-05-10,[超配评级]建筑工程行业年报&一季报总结：业绩提速 基本面持续向好 重点关注低估值央企和国际工程,中财网
3872,2018-05-10,[增持评级]建筑工程行业2017年年报建筑央企之PPP总结：PPP订单占比20%以上 18年业绩趋势有望继续向上,中财网
3873,2018-05-10,[买入评级]建筑和工程行业研究周报：超财政红线地区数或达10% 央企去杠杆或迎热潮,中财网
3874,2018-05-10,非洲第一大悬索桥莫桑比克马普托大桥正式贯通,国资委
3875,2018-05-08,山河智能入岩神器在东非肯尼亚获赞，人好设备好,慧聪网
3876,2018-05-08,[中性评级]建筑行业2017年报及2018年一季报综述：行业增速提升 园林成长再确认,中财网
3877,2018-05-07,基建投资加码促挖掘机销量大增 概念股聚焦,证券之星
3878,2018-05-07,上证50包括哪些股票|2018年上证50有哪些股票？,南方财富网
3879,2018-05-05,89个PPP示范项目被勒令整改 十余家上市公司中弹,新浪
3880,2018-05-05,新马高铁竞标延长6个月 马方期待“更具竞争力竞标方案”,中国经营网
3881,2018-05-04,"振华重工:一季度业绩持续向上,央企改革有望提速",正点财经
3882,2018-05-04,A股公司紧抓创新 2978家研发费用高达5700亿,股城网
3883,2018-05-04,"建筑行业2017年报及2018年一季报回顾总结:专业工程景气度逐步验证,生态园林PPP业绩确定性高",申万宏源
3884,2018-05-03,证金与汇金新进增持154只个股,证券时报网
3885,2018-05-03,派现金额首破万亿 高送转急剧降温,证券时报
3886,2018-05-03,起底证金汇金首季青睐标的解密154只增仓股投资价值,顶尖财经网
3887,2018-05-02,建筑行业2017年报及18年一季报回顾总结——专业工程景气度逐步验证，生态园林PPP确定性高,申万宏源建筑研究
3888,2018-05-02,建筑行业月度观察：订单、业绩持续超预期 继续推荐估值底部的H股,中财网
3889,2018-05-02,雄安新区规划纲要获批 基建园林受益 4股引追捧,证券之星
3890,2018-05-02,“红旗河”西部调水工程实施能力探讨,财经网
3891,2018-05-02,利润增速创五年新高 周期性行业增长显著,证券时报
3892,2018-05-01,中交建拓展多米尼加市场取得突破,新华网
3893,2018-04-29,中国高铁即将进入新时代：这项核心技术被中国全球首个攻克,腾讯网
3894,2018-04-28,注意！这些上市公司年报业绩掺了“水分”！,21世纪经济报道
3895,2018-04-28,新马高铁竞标延长6个月中方联合体或遇潜在对手,中国经营网
3896,2018-04-28,上市公司2017年报出炉 最新透视、榜单,中金在线
3897,2018-04-28,中国交建：一季度净利润同比增9.35%,Wind
3898,2018-04-27,上证50股票名单有哪些？上证50股票是哪些？,南方财富网
3899,2018-04-27,雄安新区概念股|雄安新区规划纲要获批 基建和园林率先受益,华金证券
3900,2018-04-27,PPP新政“捆住”中国中铁等央企？专家称城市运营商是出路,证券日报
3901,2018-04-26,第九届中国上市公司投资者关系评选榜单分析报告,证券时报网
3902,2018-04-25,中国交建：一季度公司新签合同金额同比增2成,Wind
3903,2018-04-25,中国交建：一季度新签合同金额1793.18亿元，同比增长20.45%,Wind
3904,2018-04-24,基金1Q18建筑持仓分析：持仓仍处底部 市场或过度悲观,中财网
3905,2018-04-23,中国交建：签约张家口市“未来之城” 总投资约220亿元,e公司
3906,2018-04-23,建筑装饰：雄安专题，规划纲要获批复，大规模建设有望开启,中证网
3907,2018-04-23,积极布局智能基础设施建设,中证报
3908,2018-04-18,国内首座跨海高铁大桥成功浇筑首根大直径桩(图),中新网
3909,2018-04-18,上证50指数成份股目前还算不算低估？,银行信息港
3910,2018-04-18,“一带一路”单体最大项目，徐工起重机闪耀马来西亚东海岸,慧聪网
3911,2018-04-17,中国交建：在海南设有区域总部和常设机构,Wind
3912,2018-04-17,中国交建：在海南设有区域总部和常设机构,e公司
3913,2018-04-16,政策利好刺激下海南概念股掀起涨停潮，谁才是真正龙头？,澎湃新闻
3914,2018-04-16,中国交建：中标76.7亿元舟山商务区项目,财界网
3915,2018-04-16,[中性评级]建筑装饰行业2018年一季度业绩前瞻：PPP板块继续高增长 专业工程业绩逐季加速,中财网
3916,2018-04-16,【个股公告】今日公布重磅利好,金元证券指定乾坤
3917,2018-04-16,海南将建自由贸易港激活市场人气 六只股潜力大,证券之星
3918,2018-04-15,雅戈尔秀财技！多买1000股多赚93亿，利润下滑49%骤变暴增6倍,和讯
3919,2018-04-13,晚间重要公告2018年4月13日星期五,--
3920,2018-04-13,4月13日晚间上市公司利好消息一览（附名单）,中金在线
3921,2018-04-11,[买入评级]中国交建(601800)年报点评：投资收益带动业绩增长 海外业务贡献稳步提升,中财网
3922,2018-04-11,上证50股票名单 2018上证50股票最详情,南方财富网
3923,2018-04-09,沪深港交易所宣佈推出「一带一路」指数,金融界
3924,2018-04-08,中上协2017年度最受投资者尊重的上市公司评选结果揭晓,证券时报网
3925,2018-04-08,博鳌亚洲论坛开幕 海南宣布在多领域实行零关税(受益股),证券之星
3926,2018-04-08,柳工28台路面设备助力“一带一路”超级工程项目,工程机械商贸
3927,2018-04-07,雄安新区一周年走访记：汽车产业的雄安机遇在加速！ | 中国汽车报,中国汽车报
3928,2018-04-04,中国交建：津巴布韦总统到访 签了9个协议,e公司
3929,2018-04-04,美国公布对华产品关税清单 这些中国股票值得关注,凤凰网
3930,2018-04-04,中国投资客正从美国楼市撤出,新浪
3931,2018-04-04,央企控股上市公司去年业绩靓丽，降杠杆、市值管理多维发力,--
3932,2018-04-03,中马合作建设马来西亚南部铁路项目正式开工,新华网
3933,2018-04-03,[推荐评级]中国交建(601800)年报点评：道桥、市政环保及海外业务高增长,中财网
3934,2018-04-03,[增持评级]建筑装饰行业周报：继续重点推荐高成长PPP园林龙头 23号文将加速行业供给侧优化,中财网
3935,2018-04-03,权重白马股拉升反弹 沪指尾盘跌幅收窄,证券时报网
3936,2018-04-02,[增持评级]中国交建(601800)年报点评：售振华股权致业绩高增 海外/PPP具看点,中财网
3937,2018-04-02,[买入评级]中国交建(601800)年报点评：资本结构有望优化 合同储备深厚的基建龙头再起航,中财网
3938,2018-04-02,近百家龙头公司齐聚雄安 为“未来之城”添砖加瓦,股城网
3939,2018-04-02,监管暖风释重大利好 资金正积极涌入?,证券时报
3940,2018-04-02,“大国重器”振奋人心激活人气营收榜单揭示工程机械龙头股,慧聪网
3941,2018-04-02,[买入评级]中国交建(601800)年报点评：净利润超出预期 订单高增有望带动业绩稳定增长,中财网
3942,2018-04-02,[增持评级]振华重工(600320)年报点评：业绩符合预期 海工装备业务趋势向好;2018-2020年业绩弹性大,中财网
3943,2018-04-02,建筑行业月度观察#2：投资超预期 前瞻性指标向好 看好2季度行情,中财网
3944,2018-04-02,[推荐评级]中国交建(601800/01800.HK)年报点评：4季度收入加速增长 投资收益带动利润超预期,中财网
3945,2018-04-02,参与重大项目建设哪些上市公司身影在雄安闪现？,顶尖财经网
3946,2018-04-02,"中国交建:海外业务带动业绩腾飞,国内订单高增长趋稳",国金证券
3947,2018-03-30,2018年3月30日沪深两市最新交易提示,南方财富网
3948,2018-03-30,中国交建：2017年净利润同比增22.92%,Wind
3949,2018-03-29,雄安新区周年记,证券时报网
3950,2018-03-29,雄安新区成立一周年 继续挖掘优质投资标的,金融界
3951,2018-03-29,国际早班车：油价创近一月最长连跌 中国一市场信心大涨,凤凰网
3952,2018-03-29,雄安新区一周年渐近资金热捧 六股大胆抢筹,证券之星
3953,2018-03-29,雄安新区一周年渐近 近22亿大单抢筹16只潜力股,金融界
3954,2018-03-26,中国交建中标近200亿元PPP项目,e公司
3955,2018-03-26,近200亿元！中国交建中标温州高铁新城产城融合PPP项目,中国交建
3956,2018-03-26,[增持评级]建筑和工程行业周报：中美贸易摩擦对我国建筑企业海外业务影响有限,中财网
3957,2018-03-26,中美贸易摩擦对建筑行业影响：直接冲击有限 间接利好可期,中财网
3958,2018-03-26,中交西筑杨向阳参加中国交建2018年装备业务发展研讨会,慧聪网
3959,2018-03-26,两主线挖掘海南“双庆”投资机会 四股备受关注,证券时报
3960,2018-03-23,刘起涛会见花旗集团机构客户组全球主席阿尔伯托·韦尔梅,中国交建
3961,2018-03-23,做份问卷吧！中国交建供应链管理需要您的积极参与,中国交建
3962,2018-03-20,提前17个月！科特迪瓦阿比让港口滚装码头再现中国速度,中国交建
3963,2018-03-20,首个港口全产业链项目！中国交建投资建设的巴西圣路易斯港项目奠基,中国交建
