,2021-12-31,2021年A股年终盘点：十大“水逆”板块在哪里？,Wind
943,2021-05-27,又一券商大动作增资，百亿量级注册资本券商增至8家，重资本业务拼资本实力，近一年12家券商增资近200亿,财联社
944,2021-05-27,A股融资融券日报：两融余额增加50.37亿元（5月26日）,Wind
945,2021-05-27,32家私募豪赌“红筹”药股，营收为零的海创药业如何突入科创板？,Wind
946,2021-05-26,A股融资融券日报：两融余额增加26.93亿元（5月25日）,Wind
947,2021-05-26,海通证券：普涨之后将显分化，抓大放小，关注后续量能变化,第一财经
948,2021-05-26,“牛市旗手”券商股大涨 低估值龙头迎估值修复,财富动力网
949,2021-05-26,券商财富管理转型成效凸显，基金代销规模展现硬实力,Wind
950,2021-05-25,华为放大招鸿蒙手机来了！A股大爆发，金融股掀涨停潮,Wind
951,2021-05-25,市值暴增4000亿元，金融板块雄起！外资早已进场抢筹,Wind
952,2021-05-25,搞钱的“灰色地带”被监管，房地产企业融资四面楚歌,Wind
953,2021-05-25,A股融资融券日报：两融余额增加58.06亿元（5月24日）,Wind
954,2021-05-25,上市券商补血汹涌，广发证券500亿公司债获批,Wind
955,2021-05-25,行业高质量发展可期，券商股受资金青睐,Wind
956,2021-05-24,A股早报2021年5月24日星期一,Wind
957,2021-05-24,黄燕铭喊出：沪指将挑战4000点！,Wind
958,2021-05-21,海通证券大宗交易成交1870.00万股成交额1.90亿元,证券之星
959,2021-05-21,头部券商人事地震！事起“永煤债”风波？,Wind
960,2021-05-21,头部券商人事地震！海通资管副总经理、首席风险官兼合规总监同一天离任，事起“永煤债”风波？ 董监高成员变化,中证报
961,2021-05-21,浙商证券百亿定增大缩水至28亿、是否与前期股价下滑有关?公司回应,财联社
962,2021-05-21,A股共发生76宗大宗交易成交22.34亿元（5月21日）,Wind
963,2021-05-21,海通证券今日大宗交易成交1870万股，成交价10.16元折价9.53%,Wind
964,2021-05-21,海通资管副总经理张士军、首席风险官兼合规总监李雪两高管同日离任 董监高成员变化,和讯
965,2021-05-21,东方雨虹(002271)：公司控股股东进行股票质押式回购交易、质押展期及解除质押,发布易
966,2021-05-20,监管动态 | 中纪委点名后，海通证券因内控问题再收证监局合规处罚 金融监管处罚,财经网
967,2021-05-20,鼎际得拟闯关IPO，海通证券完成辅导计划目标要求,资本邦
968,2021-05-20,追高壕买5200多万，这家公司一纸公告5个涨停,Wind
969,2021-05-19,海通证券为海通银行3.75亿欧元银团贷款提供担保 大额借贷担保,资本邦
970,2021-05-19,被中纪委点名后 千亿市值海通证券再领罚单、证监局查出三项违规行为,中证报
971,2021-05-19,被中纪委点名后，千亿市值大券商再领罚单！证监局查出三项违规行为 金融监管处罚,中证报
972,2021-05-19,海通证券再收罚单 一营业部未建立有效异常交易监控、预警和分析处理机制 金融监管处罚,中证网
973,2021-05-19,关于同意海通证券股份有限公司为南方中证新能源交易型开放式指数证券投资基金提供主流动性服务的公告,上交所
974,2021-05-19,存在三大违规行为 海通证券一营业部遭责令改正 金融监管处罚,新浪
975,2021-05-18,海通证券(600837.SH)为境外全资附属公司海通银行3.75亿欧元贷款提供担保 大额借贷担保,智通财经
976,2021-05-18,海通证券(06837.HK)为境外全资附属公司3.75亿欧元银团贷款提供担保 大额借贷担保,格隆汇
977,2021-05-18,叶飞事件公开信息揭玄机，幕后“庄家”若隐若现,Wind
978,2021-05-17,海通证券：小市值公司股价容易被操控，投资者不宜盲目介入,第一财经
979,2021-05-17,新增投资者增速创13个月新低，什么信号？,Wind
980,2021-05-16,中信证券放量大涨，证金减持或构筑股价“天花板”？ | 市场观察 减持股份,第一财经
981,2021-05-16,"2021年处罚高频一月一次, 海通证券年薪超400万合规总监坐得住吗？",华夏时报
982,2021-05-15,“牛市旗手”突然大爆发！估值和业绩“背离”太久了，航母公司要火了？,中国基金报
983,2021-05-15,问题频出屡被处罚 海通证券分类评价能否过关,新浪
984,2021-05-14,券商AH股溢价率收窄 五家降至100%以下中信证券48%最低,证券日报
985,2021-05-14,【异动股】海通证券(06837.HK)涨3.46%,财华社
986,2021-05-14,经纪业务走量不可持续,证券市场周刊
987,2021-05-14,IPO发行一如既往，申报因遭“点刹踩”大减速,Wind
988,2021-05-13,海通证券现1笔大宗交易 共成交222.20万元,新浪
989,2021-05-13,海通证券今日大宗交易成交20万股，成交价11.11元溢价0.0%,Wind
990,2021-05-13,迈信林上市首日涨240% IPO募2.5亿海通证券赚0.3亿,中国经济网
991,2021-05-13,斯瑞新材募投项目进度不详，实控人IPO前神操作大跌眼镜,金融界
992,2021-05-12,中国短期融资券及中期票据信用分析周报,新浪
993,2021-05-12,非银金融行业周报：收入普增 业绩驱动因素分化,新浪
994,2021-05-12,年初以来三家券商股价接近腰斩，行业PB跌入历史低位，接近10年期机会值，股价否极泰来近了吗？,财联社
995,2021-05-12,一季度券商业绩出现分化，重点布局头部券商,东北证券
996,2021-05-11,券商海外业务排座次：海通与中金连续四年收入占比霸榜，中信建投增速最快，券业大举发力“走出去”,财联社
997,2021-05-10,中纪委本次针对压实中介责任专门发声：市场为何感觉到了不同寻常意味？,财联社
998,2021-05-10,中纪委发声！压实保荐机构“看门人”责任，紧盯“一查就撤”“带病闯关”问题,21世纪经济报道
999,2021-05-10,中金公司4个月暴跌45%，跌跌不休何时才到头？ 连续下跌,格隆汇
1000,2021-05-10,接连犯错！投行业务违规，海通证券被证监会、中纪委轮番点名批评,资本邦
1001,2021-05-10,A股融资融券日报：两融余额减少25.99亿元（5月7日）,Wind
1002,2021-05-10,"中纪委关注A股 强调压实保荐机构""看门人""责任",券商中国
1003,2021-05-10,【十大券商一周策略】当下是周期股最佳布局窗口,Wind
1004,2021-05-10,中纪委关注A股、又有券商收罚单,Wind
1005,2021-05-10,压实保荐机构“看门人”责任！驻证监会纪检监察组护航注册制改革,券商中国
1006,2021-05-10,券商一季报业绩分化加剧投资能力成拉开差距主因,中国基金报
1007,2021-05-09,一财首席调研：信心指数连续13个月高于50，今年我国通胀总体可控,第一财经
1008,2021-05-09,证监会警示海通证券及4名保代：项目信息披露和保荐底稿不一致,上证报
1009,2021-05-09,【中信建投 非银&金融科技】各项业务全面开花，头部券商优势尽显——证券业2021年一季报综述,中信建投非银金融研究
1010,2021-05-09,并购传闻拉涨股价，券商整合能否1+1>2,国际金融报
1011,2021-05-09,券商业绩大分化！自营业务拉开业绩差距,Wind
1012,2021-05-09,5月开门“煤飞色舞” 聚赢1号继续领跑,投资快报
1013,2021-05-09,中纪委点名海通证券等多家券商违规行为 督促证监会加大监管执法力度 金融监管处罚,中证网
1014,2021-05-08,海通证券及4名保代收警示函 项目披露信息与保荐材料不一致 金融监管处罚,中证网
1015,2021-05-08,【山证非银】行业周报（20210426-20210430）：自营业务影响，一季度业绩分化,山西证券研究所
1016,2021-05-08,5月开门“煤飞色舞” 聚赢1号继续领跑,财富动力网
1017,2021-05-08,新一轮“涨价潮”来了？影响每个人,Wind
1018,2021-05-08,海通证券及4名保代收证监会警示函 2个非公开发行信披均出现同一个问题 金融监管处罚,新浪
1019,2021-05-07,识别绩优基金的秘诀：“涨时跑得赢，跌时回撤小”,富国基金
1020,2021-05-07,山西证券营收增速连年垫底 财达证券增收不增利 盈利能力下降,新浪
1021,2021-05-07,洪兴实业过会：今年IPO过关第145家 申万宏源过4单,中国经济网
1022,2021-05-07,利柏特股份过会：今年IPO过关第143家 海通证券过7单,中国经济网
1023,2021-05-07,钢铁、煤炭、海运涨势如虹，现在还能上车吗？,Wind
1024,2021-05-07,券商行业周报：一季报业绩显着提升 头部券商表现亮眼,新浪
1025,2021-05-07,A股融资融券日报：两融余额增加68.2亿元 5月6日）,Wind
1026,2021-05-07,5月赛季开始 聚赢1号一马当先,财富动力网
1027,2021-05-07,一则消息引发疫苗股巨震，“杀逻辑”还是“杀估值”？,Wind
1028,2021-05-06,6000万股网下限售股解禁 中金公司A股上市后首次跌停 解禁,每日经济新闻
1029,2021-05-06,【天风非银】2020年上市券商年报综述：大资管+大财富快速发展，头部效应显着,新锐视角看金融
1030,2021-05-06,证券行业周报：自营业务影响 一季度业绩分化,新浪
1031,2021-05-06,投行业务增长强劲，重资产业务大幅提升——海通证券（600837）2021Q1业绩点评,强思非银
1032,2021-05-06,去年净利超百亿上市券商增至5家，国盛金控和太平洋出现亏损 亏损,澎湃新闻
1033,2021-05-06,最全！40家上市券商2020年业绩大起底：中信、国君、海通等5家净利超百亿；兴业证券增速最惊艳！,每日经济新闻
1034,2021-05-06,A股融资融券日报：两融余额减少152.9亿元（5月5日 ）,Wind
1035,2021-05-06,【十大券商一周策略】5月是布局下半年行情最佳窗口,Wind
1036,2021-05-06,481股获券商买入评级 宇信科技目标涨幅达145.25%,Wind
1037,2021-05-06,2.3亿人次花了1132亿！五一之后这些板块要起飞？,Wind
1038,2021-05-06,陆家嘴财经早餐2021年5月6日星期四,Wind
1039,2021-05-05,"40家上市券商一季度业绩大比拼：中信、国泰君安、海通净利居前三，第一创业、太平洋暴降9成！投资业务为利润最大变量！
盈利能力下降",每日经济新闻
1040,2021-05-04,“牛市旗手”利好来了！4月IPO保荐收入环比增长超3成：中信建投承销5家领跑，长江、民生“弯道超车”！,每经牛眼
1041,2021-05-03,"82亿融资落地，5家券商""抱团""捧场天风证券",Wind
1042,2021-05-03,牛市旗手的盛宴要来？券业两大利好预期仍在酝酿,Wind
1043,2021-05-02,斯瑞新材过会：今年IPO过关第141家 海通证券过6单,中国经济网
1044,2021-05-02,41家券商一季度自营收入大比拼:太平洋、光大亏损 亏损,每日经济新闻
1045,2021-05-01,41家上市券商一季度自营收入大比拼：海通、长江、兴业等6家同比增逾100%；但太平洋、光大、第一创业亏损！,每日经济新闻
1046,2021-05-01,一季度头部券商也分化：国君净利大增142% 中信建投却下滑12%,新浪
1047,2021-05-01,券业净资产收益率已升至7.6%，重资本业务知易行难,Wind
1048,2021-04-30,2021年，这些药企更受资本青睐！,制药网
1049,2021-04-30,收入创十年新高！投行盛宴之下：人才换血，内卷加剧,Wind
1050,2021-04-30,赚翻了！券商一季报出炉，“一哥”狂赚51亿,Wind
1051,2021-04-30,券商一季报出炉，“一哥”中信证券狂赚51亿！,中国基金报
1052,2021-04-30,赚翻了！券商一季报出炉，“一哥”狂赚51亿！更有龙头净利猛增141%,中国基金报
1053,2021-04-30,“牛市旗手”券商股节前持续上攻，板块被低估还是市场信号？,和讯
1054,2021-04-30,仍处高增长！上市券商首季业绩排名出炉，中信国君海通营收超百亿，东财净利位居第九，各业务排名有看点,证券之星
1055,2021-04-30,中信国君海通一季度净利居前三，投资能力成“硬核”,财联社
1056,2021-04-30,证券行业一季度马太效应加剧 三券商单季营收超百亿元,中证网
1057,2021-04-30,A股融资融券日报：两融余额减少11.12亿元（4月29日）,Wind
1058,2021-04-30,405股获券商买入评级，桐昆股份目标涨幅达107.17%,Wind
1059,2021-04-29,券商股集体上涨，短期刺激还是长期利好,第一财经
1060,2021-04-29,牛市旗手彻底爆发！啥情况？3家券商首季营收超百亿,Wind
1061,2021-04-29,券商Q1业绩分化明显 板块年内跌逾15%低估值证券股反弹领涨 盈利能力下降,财华社
1062,2021-04-29,板块估值低位 券商股反弹领涨,财华社
1063,2021-04-29,头部券商一季报密集披露后股价集体反攻 分析师称估值触底或是左侧布局良机,经济观察网
1064,2021-04-29,A股收盘综述：上证指数涨0.52%，医美题材炙手可热,Wind
1065,2021-04-29,30家券商股一季报披露：强者恒强，3家券商单季营收超百亿,第一财经
1066,2021-04-29,一季度业绩靓丽 国泰君安、海通证券等大幅走高,证券时报网
1067,2021-04-29,券商一季报密集发布，中信证券实现净利52亿元，同比增长27%,资本邦
1068,2021-04-29,交银国际：海通证券投资收益带动盈利，升目标至8.3港元,Wind
1069,2021-04-29,"券商股迎""业绩涨"" 头部券商领衔爆发 总市值座次重排",财联社
1070,2021-04-29,刚被机构大幅减仓，这个板块突然反转！,Wind
1071,2021-04-29,券商股突然爆发，白酒大跳水！八连板妖股来了,Wind
1072,2021-04-29,“牛市旗手”券商股强势上攻，机构建议布局低估值龙头丨牛熊眼,第一财经
1073,2021-04-29,券商板块领涨市场，证券ETF涨超2%,Wind
1074,2021-04-29,解盘：资金持续流入，证券、半导体、智能音箱领涨,Wind
1075,2021-04-29,A股午盘综述：上证指数涨0.17%，金融股罕见发力,Wind
1076,2021-04-29,海通证券交一季度业绩答卷，营收第二净利第三，海通国际首季收入大涨155%成最大亮点,财联社
1077,2021-04-29,业绩集中公布，大券商地位稳固！券商股早盘大幅拉升，南京证券涨停,金融界
1078,2021-04-29,交银国际：海通证券维持中性评级 目标价微升至8.3港元,新浪
1079,2021-04-29,交银国际：维持海通证券(06837)“中性”评级 目标价微升1.2%至8.3港元,智通财经
1080,2021-04-29,【行情】券商板块大涨，南京证券封板，国泰君安涨超9%，湘财股份、兴业证券、海通证券、中信证券等纷纷大幅走高,金十数据
1081,2021-04-29,【行情】券商股普遍走高，国泰君安涨5%，海通证券涨3%，中信证券、东方财富等涨逾2%,金十数据
1082,2021-04-29,A股早报2021年4月29日星期四,Wind
1083,2021-04-29,港股早知道：中国电信回A获受理 港交所正研究SPAC上市机制,中金在线
1084,2021-04-29,券业科技投入大比拼！华泰18亿居榜首，招商大增52%,Wind
1085,2021-04-29,“国家队”大举减持券商股！“牛市旗手”不香了？,Wind
1086,2021-04-29,拥抱金融科技 前十券商去年花费超百亿,全景网
1087,2021-04-29,酒股普涨茅台下跌，资金分歧深入板块内部,Wind
1088,2021-04-29,好消息！海通证券：2021年第一季度净利润约36.18亿元，同比增加58.48%,每日经济新闻
1089,2021-04-28,“固收+”时代考验大类配置功力，工银瑞信攻防兼备打造主动投研硬核引擎,每日经济新闻
1090,2021-04-28,券商一季报大排行：中信国君海通净利居前三，有头部自营增超50倍，投资能力成一季度“核心竞争力”,证券之星
1091,2021-04-28,“国家队”大举减持券商股 海通证券被减持近8600万股 减持股份,--
1092,2021-04-28,“国家队”大举减持券商股！其中海通被减持近8600万股，“牛市旗手”不香了？ 减持股份,中证报
1093,2021-04-28,[快讯]海通证券：2021年一季度营收111.92亿元 手续费及佣金净收入增长30.05%,全景网
1094,2021-04-28,海通证券(06837)一季度归母净利润同比增58.48%至36.18亿元,智通财经
1095,2021-04-28,海通证券(06837.HK)：一季度净利36.18亿元 同比增长58.48%,格隆汇
1096,2021-04-28,海通证券：第一季度净利润36.17亿元，同比增58.48%,Wind
1097,2021-04-28,“AI基金”经历市场四年考验后，效果如何？,新浪
1098,2021-04-28,海通证券(600837.SH)一季度净利润升58.48%至36.18亿元,格隆汇
1099,2021-04-28,券商2020年报释放强烈信号：经纪业务、投行全面内卷化生存,Wind
1100,2021-04-28,消费、科技金牌选股专家联手 银华阿尔法5月18日起发行,中国经济网
1101,2021-04-28,A股融资融券日报：两融余额减少23.65亿元（4月27日）,Wind
1102,2021-04-27,两融市场继续上演争夺战，30家上市券商两融收入榜出炉，价格战火不断，融资利率跌破6%,财联社
1103,2021-04-27,重庆银行业绩发布高效透明，300多位投资者用行动点赞！,--
1104,2021-04-27,A股融资融券日报：两融余额增加17.69亿元（4月26日）,Wind
1105,2021-04-26,实控人老东家就职不忘创业，实朴检测关联交易频繁,中金在线
1106,2021-04-26,十大券商策略：反弹正是调仓机会！增配4条新主线,Wind
1107,2021-04-26,关于同意海通证券股份有限公司为华泰柏瑞中证1000交易型开放式指数证券投资基金提供主流动性服务的公告,上交所
1108,2021-04-26,A股融资融券日报：两融余额减少29.83亿元（4月23日）,Wind
1109,2021-04-25,机构持仓清单来了！这些个股被重点加仓（附表）,Wind
1110,2021-04-24,券商投行排名不看三中一华，改看三中两沪，TOP5投行收入占行业近一半，行业集中度高企，中信建投IPO完胜,证券之星
1111,2021-04-23,超达装备过会：今年IPO过关第135家 海通证券过5单,中国经济网
1112,2021-04-23,关于同意海通证券股份有限公司为华夏中证沪港深500交易型开放式指数证券投资基金提供主流动性服务的公告,上交所
1113,2021-04-22,6个月暴增50%，融券余额首破1500亿大关,Wind
1114,2021-04-22,【行情】港股券商板块持续走低，广发证券、中信证券跌超3%，中金跌1.5%，中国银河、海通证券跌1.2%,金十数据
1115,2021-04-22,2021年一季度英大基金权益产品整体表现居前 以中国长期优势行业+经济修复受益行业作为配置主线,和讯
1116,2021-04-22,卸包袱释风险，券商“抱团”减值真相起底,Wind
1117,2021-04-22,卸包袱释风险券商“抱团”减值真相起底,中证报
1118,2021-04-22,融券余额首破1500亿，券商火速布局抢占市场,Wind
1119,2021-04-21,海通国际(00665.HK)与海通证券订立服务及投资协议,格隆汇
1120,2021-04-21,券商发力场外业务这一年！新增规模逼近5万亿，头部券商大施拳脚，收益互换大爆发，华泰中信申万宏源居前三,财联社
1121,2021-04-20,券商评级出炉 海通证券跌至B类 恒泰证券、国都证券连降4级,中国经营网
1122,2021-04-20,5000亿资管巨头进军公募！券商资管最新排名曝光,Wind
1123,2021-04-20,红太阳(000525.SZ)：红太阳集团已累计减持1.43%的股份 减持股份,格隆汇
1124,2021-04-20,红太阳：红太阳集团被强平1.43%公司股份 股票质押异常,Wind
1125,2021-04-20,2021年一季度新三板主办券商执业质量评价：国金证券、海通证券扣分居高,挖贝网
1126,2021-04-20,干货！2020年A股IPO市场中介机构成绩全景回顾,证券之星
1127,2021-04-20,A股融资融券日报：两融余额增加83.5亿元（4月19日）,Wind
1128,2021-04-20,粤开证券投行业务三年亏3671万 市值仅57亿拟定增150亿比肩头部券商 亏损,长江商报
1129,2021-04-20,海通中信海外业务营收连续3年稳居冠亚军,上证报
1130,2021-04-19,前十券商收入3128亿占行业七成 自营收入1106亿同比增22%,长江商报
1131,2021-04-19,史上最牛！持有85年后，这只基金收益5000倍,Wind
1132,2021-04-19,A股融资融券日报：两融余额减少12.05亿元（4月16日）,Wind
1133,2021-04-19,十大券商一周策略：潜在入市基金规模超1.1万亿,Wind
1134,2021-04-19,陆家嘴财经早餐2021年4月19日星期一,Wind
1135,2021-04-18,券业资管战火再起！2020净收入创3年新高，中信突破80亿,Wind
1136,2021-04-18,券业资管战火再起！2020净收入创3年新高，中信突破80亿,券商中国
1137,2021-04-18,全球大类资产回顾：油价涨势如虹，美元4月跌跌不休,Wind
1138,2021-04-16,【行情】港股中资券商股板块午后持续走高，中信证券涨逾2%，海通证券、国泰君安等跟涨,金十数据
1139,2021-04-16,东芯股份过会：今年IPO过关第129家 海通证券过4单,中国经济网
1140,2021-04-16,A股融资融券日报：两融余额增加6.78亿元（4月15日）,Wind
1141,2021-04-16,【十大券商一周策略】吃饭行情正在酝酿，基金仓位明显下降,同壁财经
1142,2021-04-16,券商资管净收入直奔300亿 中信广发优势明显,证券时报
1143,2021-04-15,2020年券商自营大发力，中金、华泰、中信、海通均超百亿,第一财经
1144,2021-04-15,A股融资融券日报：两融余额增加21.59亿元（4月14日）,Wind
1145,2021-04-14,海通证券(06837.HK)4月28日董事会考虑及批准一季度业绩,格隆汇
1146,2021-04-14,东芯半导体：曾经签订对赌协议，保荐机构是股东，关联方资金拆借合理性及利息标准，招股书未说明,中金在线
1147,2021-04-14,十年增近15倍！券商投顾已达6.2万人，即将成为券业第一大岗位，广发国君中信建投银河均超3000名,证券之星
1148,2021-04-14,券商自营业绩整体向好，重仓股表现分化,Wind
1149,2021-04-14,券商炒股哪家强？4家收益超百亿中信证券以178亿折桂,Wind
1150,2021-04-13,海通证券今日大宗交易成交78.83万股，成交价12.03元溢价11.18%,Wind
1151,2021-04-13,券商首次关注6股并给予买入评级（4月13日）,Wind
1152,2021-04-13,A股融资融券日报：两融余额减少31.16亿元（4月12日）,Wind
1153,2021-04-12,过去一年整体收益超100%，这家基金公司股票投资三夺冠军,新浪
1154,2021-04-12,非银金融行业周观点：继续推荐左侧低位配置部分券商标的,新浪
1155,2021-04-12,非银金融行业周报：深市两板正式合并 投行保荐质量提升进行时,新浪
1156,2021-04-12,金融监管政策周报（4.6-4.11）：加强地方金融机构微观治理,Wind
1157,2021-04-12,从“双冠”到“三冠”，恒越基金延续股票投资佳绩,新浪
1158,2021-04-12,十大券商：股指性价比高，市场仍在右侧！这一板块将成为市场新主角,Wind
1159,2021-04-12,海通证券资管业务主动管理转型效果显现 规模连续三年增幅超20%达1707亿,长江商报
1160,2021-04-11,下周操盘攻略：短期震荡格局，积极把握一季报,Wind
1161,2021-04-11,证券行业头部公司2020年年报综合评价,雪球
1162,2021-04-11,25家券商去年信用减值损失逼近300亿，同比暴增！,Wind
1163,2021-04-10,"东方证券资本杠杆率""垫底"" 信用减值损失超净利润",新浪
1164,2021-04-10,债市分析｜3月高等级企业债主体增加，且发行利率下行；首单县城城镇化建设债券落地，增长空间显现,中证鹏元评级
1165,2021-04-10,证监会点名8家券商：海通证券领三张“罚单” 中信建投保荐项目被终止 金融监管处罚,新浪
1166,2021-04-09,深交所审6过6！“领罚”大户海通证券将携东芯股份迎来科创板首发上会,财经网
1167,2021-04-09,券商2021年一季报前瞻：预计板块归母净利同比增2成 环比增5成,新浪
1168,2021-04-09,指数窄幅震荡 聚赢1号大幅回撤,财富动力网
1169,2021-04-09,23家券商去年自营业务总收入超1200亿元,Wind
1170,2021-04-09,资本市场改革进入施工期，外资加速布局,Wind
1171,2021-04-08,券商经纪业务收入占比下降，财富管理和数字化转型步伐加快,第一财经
1172,2021-04-08,重拳出击！证监会一口气下发29份罚单 多与IPO违规有关 金融监管处罚,新华网
1173,2021-04-08,年报陆续披露头部效应凸显 ETF份额增幅居前券商概念异动大涨,财华社
1174,2021-04-08,5家券商净利超百亿 券商龙头股有哪些股票？,至诚财经
1175,2021-04-08,头部券商进一步增强5家净利超百亿,证券导报
1176,2021-04-08,3月份券商曝光总量出现上升海通证券负面舆情占比最高,云掌财经
1177,2021-04-08,延承“战略系列”精品路线 工银瑞信基金杜洋“战略3号”4月8日正式发售,中国网
1178,2021-04-08,35家券商投资能力榜出炉，中信中金海通收入居前三，中信建投增速近一倍，中金自营收入占比超50%,财联社
1179,2021-04-08,A股融资融券日报：两融余额增加55.88亿元（4月7日）,Wind
1180,2021-04-08,多家券商因投行业务违规领“罚单” 中介机构“看门人”职责仍需夯实 金融监管处罚,新浪
1181,2021-04-08,前十券商贡献行业七成营收，人均创收最高387万,Wind
1182,2021-04-08,前十券商贡献行业七成营收 人均创收最高387万,证券时报
1183,2021-04-07,海通证券晨星中国业绩榜单揭晓，浙商基金多只产品表现亮眼！,新浪
1184,2021-04-07,券商保荐项目频现质量问题被罚 产品问题,证券之星
1185,2021-04-07,投行格局生变？海通赶超中信夺冠，一季度落袋6.4亿,Wind
1186,2021-04-07,海通证券两保代收警示函 未充分核查森麒麟关联交易等 金融监管处罚,中国经济网
1187,2021-04-07,38条投行业务违规处罚披露：5家头部券商因科创板业务被罚 金融监管处罚,澎湃新闻
1188,2021-04-07,证监会重拳打击IPO保荐违规，海通、中信等多家头部券商被处罚！,环球老虎财经
1189,2021-04-07,海通证券收警示函 推荐新绿股份挂牌内控核查不充分 金融监管处罚,中国经济网
1190,2021-04-07,海通证券违规2员工遭监管谈话 3人被认定不适当人选 金融监管处罚,中国经济网
1191,2021-04-07,瑞信：降海通证券(06837)目标价至8.8港元 评级“跑赢大市” 机构下调估值,智通财经
1192,2021-04-07,海通证券收警示函 保荐四方光电未披露实控人涉嫌行贿 金融监管处罚,中国经济网
1193,2021-04-07,光大证券--非银金融行业周报：互联网人身险财险分化，券商板块关注度逐渐提升【行业研究】,金融界股吧
1194,2021-04-07,券商投行业务违规乱象频发，中信证券、中金公司、海通证券等8家券商遭处罚 金融监管处罚,搜狐
1195,2021-04-07,罕见！证监会对券商连开29张罚单 事出有因 金融监管处罚,北京日报
1196,2021-04-07,证监会下发29份罚单！多家券商及个人“上榜”领罚 金融监管处罚,资本邦
1197,2021-04-07,财富管理成绩单曝光：中信代销规模约9500亿元,新浪
1198,2021-04-07,每经IPO月报：3月过会率跌破90%，终止/中止审查数量骤升 或迎来长期监管趋严,每经头条
1199,2021-04-07,A股融资融券日报：两融余额增加67.42亿元（4月6日）,Wind
1200,2021-04-07,智通港股通占比异动统计|4月7日,智通财经
1201,2021-04-07,证监会重拳出击！连开29张罚单 金融监管处罚,中国基金报
1202,2021-04-07,犀牛财经早报：滴滴开启造车项目顺控发展停牌核查,GPLP犀牛财经
1203,2021-04-07,三大报：一季度外资加仓中国债券势头依然强劲,中国财富网
1204,2021-04-07,29份罚单直指投行违规业务 监管强化看门人职责 其他违规处罚,证券时报
1205,2021-04-06,证监会汇总披露29张投行业务行政监管罚单：涉15家券商，海通证券首当其冲！ 金融监管处罚,每日经济新闻
1206,2021-04-06,重拳出击！证监会开出29份罚单，多家券商和投行人员在列 金融监管处罚,Wind
1207,2021-04-06,证监会向8家投行开罚单，5家因保荐科创板IPO执业违规 金融监管处罚,第一财经
1208,2021-04-06,海通证券被证监会出具警示函 金融监管处罚,中证网
1209,2021-04-06,未对上市公司异常情况充分核查等 海通证券多次遭行政监管 金融监管处罚,中新经纬
1210,2021-04-06,证监会对海通证券采取监管谈话措施 其他违规处罚,中证网
1211,2021-04-06,未勤勉尽责证监会对海通证券采取出具警示函措施 金融监管处罚,财联社
1212,2021-04-06,证监会开29张罚单！“三中”、海通、中山、国金、五矿等领罚 金融监管处罚,第一财经
1213,2021-04-06,A股融资融券日报：两融余额减少17.35亿元（4月2日）,Wind
1214,2021-04-06,智通港股通占比异动统计|4月6日,智通财经
1215,2021-04-06,十大券商：市场反弹已在逐步开启！4月收阳为大概率事件,Wind
1216,2021-04-06,假期重磅消息一览：道指暴涨400点！券商普遍看多,Wind
1217,2021-04-06,29张罚单披露、8家证券公司被点名 证监会“剑指”券商投行乱象 金融监管处罚,北京商报
1218,2021-04-06,西藏华钰矿业股份有限公司关于,中证报
1219,2021-04-05,智通港股通占比异动统计|4月5日,智通财经
1220,2021-04-04,最猛狂赚188%！基金公司最新业绩50强榜单来了，这些“顶流”彻底火了，十年最牛公司果然是TA！,证券时报网
1221,2021-04-04,重磅！基金最新业绩50强榜单来了 最猛赚188%！十年最牛公司是TA,中国基金报
1222,2021-04-04,超重磅！基金公司最新业绩50强榜单来了，最猛狂赚188%！这些“顶流”彻底火了，十年最牛公司果然是TA！,中国基金报
1223,2021-04-03,这些券商经纪业务收入排前十！四到七名竞争激烈,Wind
1224,2021-04-02,已有30家券商披露年报：15家营收超百亿，5家净利超百亿,澎湃新闻
1225,2021-04-02,券商年报|中信证券信用减值损失居首 海通证券合规风控缺失,新浪
1226,2021-04-02,非银金融行业周观点：头部券商杠杆水平显着提升 继续推荐头部险企,新浪
1227,2021-04-02,海外信用评级汇总2021年月4日2星期五,Wind
1228,2021-04-02,中金公司7名高管一年薪酬1亿14.58万股东合计分红8.69亿,云掌财经
1229,2021-04-02,海通证券：本次被罚暂停的投顾业务对公司直接影响较小,Wind
1230,2021-04-02,海通证券：第一大股东及其子公司持有我司股份的比例为10.38%,每日经济新闻
1231,2021-04-02,标普：监管行动不太可能对海通证券及海通国际的业绩产生重大影响,Wind
1232,2021-04-02,227股获券商买入评级，鹏鼎控股目标涨幅达81.52%,Wind
1233,2021-04-02,公募基金风生水起，券商分仓佣金水涨船高,Wind
1234,2021-04-01,金融业薪酬大比拼：去券商做打工人，去保险做高管,Wind
1235,2021-04-01,海通证券瞿秋平：公司有问题就改,中国证券网
1236,2021-04-01,狂揽577.59亿！五家券商净利“百亿俱乐部”生意经：自营兆丰年，海外布局提速,21世纪经济报道
1237,2021-04-01,券商分仓佣金去年大增八成！中信、长江、中信建投蝉联三甲,Wind
1238,2021-04-01,36家券商公布年报，5家净利超百亿，除了头部都是腰部？,财经网
1239,2021-04-01,海通证券2020年信用减值损失45.86亿，占净利超四成,中新经纬
1240,2021-04-01,258股获券商买入评级，中远海控目标涨幅达107.10%,Wind
1241,2021-04-01,海通证券(600837)：财富管理转型升级 经营业绩稳健增长,广发证券
