,2021-12-31,"券商12月金股组合""战绩""：川财证券9.26%夺冠 东吴最差",新浪
555,2021-05-13,光大证券：晶瑞股份（300655.SZ）G5级高纯硫酸项目一期建成，维持“增持”评级,智通财经
556,2021-05-12,A股收盘综述：沪指录得三连升，医美、华为汽车概念股掀涨停潮,Wind
557,2021-05-12,A股午盘综述：上证指数震荡微跌，华为汽车及鸿蒙概念股成市场宠儿,Wind
558,2021-05-11,2021券商医药行业动态（第19周）,Wind
559,2021-05-10,券商“炒股”红黑榜：国泰君安增长50倍，三家券商陷入亏损，为何收益率低于基金、私募？,21世纪经济报道
560,2021-05-10,中国债券市场金融债发行日程一览(5月10日),Wind
561,2021-05-09,券商业绩大分化！自营业务拉开业绩差距,Wind
562,2021-05-09,外资银行盯上中资行子公司，新一轮引战开启？,Wind
563,2021-05-09,又见银行理财产品提前终止，净值化转型压力有多大？,Wind
564,2021-05-08,下周操盘攻略：4月CPI、PPI数据将公布，五公司“摘星脱帽”,Wind
565,2021-05-08,数钱数到手抽筋：券商“卖产品”卖出7万亿大市场！“财富管理转型”之路由此开启？,每经头条
566,2021-05-07,光大证券(06178.HK)发行不超300亿元公司债券获中国证监会注册批复,格隆汇
567,2021-05-07,光大证券(601788.SH)：公开发行不超300亿元公司债获证监会注册批复,格隆汇
568,2021-05-07,光大证券：中国化学（601117.SH）业绩创历史新高，继续维持“买入”评级,智通财经
569,2021-05-07,光大证券：维持中海物业(02669)“买入”评级 估值具备吸引力,智通财经
570,2021-05-07,高毅邓晓峰出手！这家公司9.18亿“小定增”火了,Wind
571,2021-05-06,最全！40家上市券商2020年业绩大起底：中信、国君、海通等5家净利超百亿；兴业证券增速最惊艳！,每日经济新闻
572,2021-05-06,2000亿市值券商龙头早盘跌停，还是这个原因？,Wind
573,2021-05-06,5月金股聚焦周期、消费与科技 朱少醒、谢治宇、葛兰等重仓股被券商高频推荐,红周刊
574,2021-05-06,重点瞄准子公司，外资银行抢滩中国市场打法生变,Wind
575,2021-05-05,5月二级市场或延续结构性行情， 朱少醒、谢治宇、葛兰等首季重仓股被券商高频推荐,红周刊
576,2021-05-05,明天开盘了！盘前作业，哪些板块赢面大？,Wind
577,2021-05-04,“牛市旗手”利好来了！4月IPO保荐收入环比增长超3成：中信建投承销5家领跑，长江、民生“弯道超车”！,每经牛眼
578,2021-05-03,14家券商5月投资“金股”出炉，最看好这两只,Wind
579,2021-05-01,"哪家券商""炒股""最牛？一季度榜单出炉，国泰君安暴增50倍，海通投资收益近50亿，这3家出现亏损 投资失误",券商中国
580,2021-05-01,券商一季度业绩分化大，自营业务成分水岭,Wind
581,2021-05-01,上市股份行十年业绩分化：谁在沉沦，谁在突进 盈利能力下降,Wind
582,2021-05-01,一季度头部券商也分化：国君净利大增142% 中信建投却下滑12%,新浪
583,2021-04-30,光大证券跌3.35%报14.99元 创近2个月新低 连续下跌,中新经纬
584,2021-04-30,仍处高增长！上市券商首季业绩排名出炉，中信国君海通营收超百亿，东财净利位居第九，各业务排名有看点,证券之星
585,2021-04-30,【行情】券商板块多股走低，东吴证券、方正证券跌7%，国联证券、光大证券等跌2%,金十数据
586,2021-04-30,单季日赚34.5亿！五大行成绩单出炉,Wind
587,2021-04-30,光大证券：2021年第一季度营收约33.27亿元，同比增长18.06%,每日经济新闻
588,2021-04-29,“牛市旗手”反攻，抄底的机会来了？这些股上涨空间大,第一财经
589,2021-04-29,光大证券：一季度实现净利润6.97亿元,中证网
590,2021-04-29,光大证券(601788.SH)一季度归母净利同比下降37%至6.97亿元 盈利能力下降,智通财经
591,2021-04-29,光大证券：一季度净利润同比减少36.88% 盈利能力下降,Wind
592,2021-04-29,光大证券(601788.SH)：一季度净利降36.88%至6.97亿元 盈利能力下降,格隆汇
593,2021-04-29,光大证券：港交所维持增持评级 目标价514.6港元,新浪
594,2021-04-29,光大证券：维持港交所(00388)“增持”评级 持续看好IPO与新产品推进 目标价514.6港元,智通财经
595,2021-04-28,光大证券跌1.3%报15.19元 创近1个多月新低 连续下跌,中新经纬
596,2021-04-27,两融市场继续上演争夺战，30家上市券商两融收入榜出炉，价格战火不断，融资利率跌破6%,财联社
597,2021-04-27,勘探开发投资力度不减，继续看好上游和油服,光大证券
598,2021-04-24,券商投行排名不看三中一华，改看三中两沪，TOP5投行收入占行业近一半，行业集中度高企，中信建投IPO完胜,证券之星
599,2021-04-23,光大证券：ASM太平洋(00522)21年净利润有望显着超市场预期 目标价147港元,智通财经
600,2021-04-23,光大证券：信立泰（002294.SZ）创新转型稳步推进，维持“增持”评级,智通财经
601,2021-04-22,我，知识分子，91万养老金买互联网理财血本无归,云掌财经
602,2021-04-22,金杯汽车：控股股东所持公司股份被平仓 股票质押异常,Wind
603,2021-04-22,价格创9年新高，业绩增16倍！什么行业这么赚钱？,Wind
604,2021-04-22,央企担当 响应国家战略 光大证券大力发展绿色金融服务实体经济,证券日报
605,2021-04-21,金杯汽车：控股股东沈阳市汽车工业资产经营有限公司被强平1.03%公司股份 股票质押异常,Wind
606,2021-04-21,什么信号？银行股大涨！百亿基金和北向资金齐加仓,Wind
607,2021-04-21,大跌1700亿！果链一哥业绩来了，公司提示风险 盈利能力下降,Wind
608,2021-04-20,5000亿资管巨头进军公募！券商资管最新排名曝光,Wind
609,2021-04-19,【行情】券商板块异动，国盛金控拉升涨停，光大证券、国金证券等多股跟涨,金十数据
610,2021-04-19,光大证券：光线传媒（300251.SZ）受疫情影响，净利承压，维持“买入”评级,智通财经
611,2021-04-19,光大证券：经营质量持续提升 维持东方雨虹“买入”评级,乐居财经
612,2021-04-19,两大国有银行H股遭减持银行股还能飞吗 减持股份,Wind
613,2021-04-18,国投泰康信托踩雷多只违约债，结构化发行、利益输送内幕被曝光 投资失误,红周刊
614,2021-04-17,国投泰康信托踩雷多只违约债，结构化发行、利益输送内幕被曝光 投资失误,红周刊
615,2021-04-16,“麻辣粉”量价双稳，释放货币调控中性信号,Wind
616,2021-04-15,社保基金减持中行，吓趴了银行股？,Wind
617,2021-04-14,宁波银行财报密码：营收同比增长17.19% 不良率仅0.79％,GPLP犀牛财经
618,2021-04-14,券商“炒股”多赚钱？中信、华泰、中金、海通自营收入超100亿11家增长超10%,证券之星
619,2021-04-14,立马理财逾期遭上门讨债 网易：不参与实际运营,中新网
620,2021-04-14,券商“炒股”多赚钱？中信、华泰、中金、海通自营收入超100亿 11家增长超10%,券商中国
621,2021-04-14,券商炒股哪家强？4家收益超百亿中信证券以178亿折桂,Wind
622,2021-04-14,券商炒股哪家强？4家收益超百亿中信证券以178亿折桂,证券时报
623,2021-04-13,【行情】券商板块小幅异动，光大证券涨超3%，方正证券、中金公司等跟涨,金十数据
624,2021-04-13,券商股发力护盘，光大证券涨3%,Wind
625,2021-04-11,25家券商去年信用减值损失逼近300亿，同比暴增！,Wind
626,2021-04-09,光大证券(06178.HK)2021年度第四期短期融资券(债券通)发行完毕,格隆汇
627,2021-04-09,证券行业2020年报总结：集中度略降 大券商ROE、杠杆率齐升,新浪
628,2021-04-09,光大证券：腾讯控股维持买入评级 目标价843港元,新浪
629,2021-04-09,光大证券：维持腾讯(00700)“买入”评级 大股东阶段性减持 不改长期投资信心,智通财经
630,2021-04-09,金融委会议特别提示关注大宗商品价格，影响有多大？,Wind
631,2021-04-08,光大证券计提后“整装上阵”，投行历史最佳，财富集群收入占比过半，争取场外期权一级交易商资质,财联社
632,2021-04-08,牛市旗手突然跳涨，这则消息引爆市场？,Wind
633,2021-04-08,光大证券--银行业兼论银行股和债市投资方向：存款都去哪了？【行业研究】,金融界股吧
634,2021-04-08,A股收盘综述：上证指数涨0.08%，钢铁股冲高回落,Wind
635,2021-04-08,光大证券：山大华特（000915.SZ）Q1业绩大幅超预期，维持“买入”评级,智通财经
636,2021-04-08,A股午盘综述：上证指数涨0.19%，创业板指涨0.86%.,Wind
637,2021-04-08,5家券商净利超百亿 券商龙头股有哪些股票？,至诚财经
638,2021-04-08,【行情】证券板块异动拉升，太平洋涨超5%，中原证券、东吴证券、光大证券、华鑫股份跟涨,金十数据
639,2021-04-08,前十券商贡献行业七成营收，人均创收最高387万,Wind
640,2021-04-08,前十券商贡献行业七成营收 人均创收最高387万,证券时报
641,2021-04-07,下周一上报综合账户试点，15家AA级券商均已行动，第三方生意又来，全面配合券商系统与柜台改造,财联社
642,2021-04-07,沧海横流！头部券商集体卧倒，6家券商股价逆势上涨，如此抗跌底气何在？,21世纪经济报道
643,2021-04-07,投行格局生变？海通赶超中信夺冠，一季度落袋6.4亿,Wind
644,2021-04-07,券商持仓出炉！中信证券青睐中国宝安，光大证券偏爱恒顺醋业,环球老虎财经
645,2021-04-07,券商押注三大行业，紧抓龙头不放松,Wind
646,2021-04-07,券商押注三大行业紧抓龙头不放松,中证报
647,2021-04-06,光大证券净利润增长255.34%，高管薪酬还降低了28.2%,新浪
648,2021-04-06,去年四季度券商新买入40只股票，四大行业最为集中,Wind
649,2021-04-06,“券商一哥”狂买新能源龙头1600万股！光大证券成“醋中茅台”第二大流通股股东，券商重仓股还有这些（附名单）,中证报
650,2021-04-06,2021券商医药行业动态（第15周）,Wind
651,2021-04-06,中证报头版：主板中小板合并，深市发展启新程,Wind
652,2021-04-05,光大证券总裁刘秋明：基于以客户为中心的理念打造业务协同生态圈,证券时报
653,2021-04-02,解盘：人气继续回暖，半导体、今日头条、白酒、高价股领涨,Wind
654,2021-04-02,A股午盘综述：上证指数涨0.43%，创业板指涨1.58%,Wind
655,2021-04-02,公募基金风生水起，券商分仓佣金水涨船高,Wind
656,2021-04-02,证券日报头版：深交所两板合并与全市场推行注册制是两码事,Wind
657,2021-04-01,固废业务带动业绩增长，瀚蓝环境2020年净赚10.57亿,和讯
658,2021-04-01,光大证券：3月金股组合亏损6.49% 4月荐股名单出炉 亏损,新浪
659,2021-04-01,券商分仓佣金去年大增八成！中信、长江、中信建投蝉联三甲,Wind
660,2021-04-01,比亚迪电子涨幅扩大至10%,Wind
661,2021-04-01,光大证券：比亚迪电子目标价升至64.6港元,Wind
662,2021-04-01,36家券商公布年报，5家净利超百亿，除了头部都是腰部？,财经网
663,2021-04-01,净买入额两连增，融资客积极调仓,Wind
664,2021-04-01,市场震荡加剧券商挖掘金股忙,Wind
665,2021-03-31,主承销商建行与光大证券：将持续督促华阳经贸集团制定偿债计划,Wind
666,2021-03-31,沸腾了！小米造车，A股“朋友圈”涨停,Wind
667,2021-03-31,光大证券：中国银行(601988.SH)　零售业务营收贡献明显提升，给予“增持”评级,智通财经
668,2021-03-31,光大证券：三一重工(600031.SH)国内与海外市场成长空间广阔，维持“买入”评级,智通财经
669,2021-03-31,光大证券：小米集团(01810)立项智能汽车业务 目标价34港元,智通财经
670,2021-03-30,券商年报业绩汇总：中信证券年赚149亿居首 光大证券净利大增310%,金融界
671,2021-03-30,光大证券：广汽集团(601238.SH)自主减亏改善，维持“增持”评级,智通财经
672,2021-03-30,券商行业周报(2021年第十期)：证券中介加强监管 重视业绩驱动投资机会,新浪
673,2021-03-30,光大证券：邮储银行(601658.SH)零售业务不断深化，维持“买入”评级,智通财经
674,2021-03-30,融资客青睐7股，纵横通信买入占比高达47.98%,Wind
675,2021-03-29,光大证券(06178)完成兑付2021年度第一期短期融资券(债券通),智通财经
676,2021-03-27,江苏银行逆势飙涨的“秘密”,云掌财经
677,2021-03-26,光大证券(06178.HK)拟为子公司7亿港元借款提供担保 大额借贷担保,格隆汇
678,2021-03-26,光大证券(06178)拟为光证金控7亿港元借款提供担保 大额借贷担保,智通财经
679,2021-03-26,近150亿资金杀向抱团股，抢筹名单来了！,Wind
680,2021-03-26,A股主力资金流向：周五大幅流入本周仍净流出千亿,Wind
681,2021-03-26,净利润大增超300%！光大证券受子公司拖累连续3年提巨额减值准备 盈利能力下降,资本邦
682,2021-03-26,"光大证券2020年净利达23.34亿增311%,因踩雷MPS项目连续3年计提预计负债超45亿 偿债能力下降",搜狐
683,2021-03-26,光大证券--太阳纸业：发布股票激励计划，太阳纸业管理再赋能【公司研究】,金融界股吧
684,2021-03-25,光大证券财管收入占半壁江山，公募销售增近七成，私募销售增1.7倍，今年“广拓新增、深耕存量”,财联社
685,2021-03-25,拟每10股派1.58元 光大证券(06178)年度归母净利润同比增310.97%至23.34亿元,智通财经
686,2021-03-25,光大证券2020年净利大增311%，财富管理业务集群贡献超过五成收入,每日经济新闻
687,2021-03-25,光大证券：2020年实现净利润约23.34亿元 同比增长310.97%,中证网
688,2021-03-25,光大证券：2020年度净利润约23.34亿元，同比增加310.97%,每日经济新闻
689,2021-03-25,光大证券：2020年净利润同比增长310.97%,Wind
690,2021-03-25,光大证券(601788.SH)年度归母净利同比增310.97%至23.34亿元 拟10股派1.58元,智通财经
691,2021-03-25,光大证券(601788.SH)：2020年度净利升310.97%至23.34亿元拟10派1.58元,格隆汇
692,2021-03-25,*ST康盛(002418.SZ)：浙江润成所持1895.063万股将被司法强制执行被动减持 违约失信,格隆汇
693,2021-03-25,什么信号？央行召集24家银行开会，房地产再被提及,Wind
694,2021-03-25,光大证券：中鼎股份(000887.SZ)出售孙公司股权聚焦主业，目标价17.7元，维持“买入”评级 资产异常,智通财经
695,2021-03-25,兆赞中国与光大证券开展战略合作,国际在线
696,2021-03-25,A股融资融券日报：两融余额减少14.15亿元（3月24日）,Wind
697,2021-03-24,【行情】港股中资券商板块异动拉升，国联证券涨5.2%，中州证券涨2%，光大证券涨1.8%，中信建投证券涨1.6%,金十数据
698,2021-03-23,众安在线（6060.HK）：业绩拐点，确立保险科技领头羊地位，持续重构行业边界,YY港股圈
699,2021-03-23,多只ETF上市前惊现“零仓位”，基金经理慢吞吞建仓究竟有多审慎，更有ETF卖不动，券商来“帮忙”,财联社
700,2021-03-22,IPO批量撤回，一机构撤回10单,Wind
701,2021-03-21,6个月暴涨19倍！这家芯片股彻底火了，有何来头？,券商中国
702,2021-03-19,光大证券：公司涉及一起股票质押式回购纠纷，上海金融法院已作出一审判决 诉讼纠纷,Wind
703,2021-03-19,券商股午后异动，方正证券涨超4%,Wind
704,2021-03-18,光大证券(06178.HK)完成发行20亿元短期融资券,格隆汇
705,2021-03-18,光大证券(601788.SH)成功发行20亿元短期融资券(债券通),格隆汇
706,2021-03-18,两类资金操作现分歧，“聪明钱”更胜一筹？,Wind
707,2021-03-17,光大证券：公司与华泰证券涉及一起债券质押式协议回购纠纷已被受理 诉讼纠纷,Wind
708,2021-03-17,【行情】券商股异动，国盛金控直线拉升涨逾5%，光大证券、东吴证券、浙商证券、中泰证券等小幅跟涨,金十数据
709,2021-03-17,券商股发力，光大证券领涨5%,Wind
710,2021-03-16,3月16日债券市场日报——9:20公开市场操作公告，现券影响因素空窗期拉长,小林说债
711,2021-03-16,2021券商医药行业动态（第12周）,Wind
712,2021-03-16,“十四五”规划划重点，20个主要目标下的投资机会,Wind
713,2021-03-16,【中原非银】券商板块周报：2021.3.8-2021.3.14,中原证券研究所
714,2021-03-16,全球金融市场震荡，中国国债依然“香”,Wind
715,2021-03-16,当“顺周期”遇上“碳中和”，券商投资策略又说了些啥,Wind
716,2021-03-15,主动权益基金发行受阻，日均规模117.54亿创年内新低，货币ETF春节以来持续获得资金流入,每日经济新闻
717,2021-03-15,【行情】券商板块集体下挫，国金证券跌8%，国联证券、光大证券、中金公司、国盛金控等集体走弱 连续下跌,金十数据
718,2021-03-12,突发！固收投资“元老级”大咖离职，下一站去向哪里？ 董监高成员变化,中证报
719,2021-03-12,固收投资东方红资管副总饶刚离职 下一站去向哪里？ 董监高成员变化,中证网
720,2021-03-12,光大证券(06178.HK)将于3月25日举行董事会会议以审批年度业绩,格隆汇
721,2021-03-12,券商板块翻绿，光大证券、国联证券跳水,Wind
722,2021-03-12,券商股持续攀升，国联证券冲击涨停,Wind
723,2021-03-12,券商春季策略会关注风格切换，二线资产或成资金“新战场”,Wind
724,2021-03-11,中一签赚近16万！今天科创板又有“大肉签”诞生,Wind
725,2021-03-10,A股主力资金流向（3月10日）：24个二级行业无一获净流入,Wind
726,2021-03-10,东兴证券--非银金融行业跟踪：利率上行或将持续，继续看好保险板块【行业研究】,金融界股吧
727,2021-03-10,【读财报】超半数券商“预告”年度业绩：营收净利润普遍大幅增长,面包财经
728,2021-03-10,光大证券大跌5.82%，领跌券商行业 连续下跌,中新经纬
729,2021-03-10,近期强势股快速下探，光大证券跌超6%,Wind
730,2021-03-10,这只券商股三天涨17%，上一轮券商股行情龙头正是它,Wind
731,2021-03-10,三天大涨17%，这只券商股怎么了？光大证券紧急公告！,券商中国
732,2021-03-10,A股融资融券日报：两融余额减少116.86亿元（3月9日）,Wind
733,2021-03-10,三天大涨17%，这家券商公司紧急公告！注意，上一轮券商股行情龙头正是它,券商中国
734,2021-03-10,超半数券商“预告”年度业绩：营收净利润普遍大幅增长 资产减值损失计提值得关注,面包财经
735,2021-03-10,机构大单砸盘光大证券 章盟主介入准油股份地天板,财富动力网
736,2021-03-10,三天大涨17%，这只券商股怎么了？公司紧急公告！,中国财富网
737,2021-03-10,光大证券三天大涨17%:公司紧急公告 上一轮券商股行情龙头正是它,券商中国
738,2021-03-09,公告精选丨一度涨停！光大证券回应股价异动 邦讯技术一控股股东所持股份或被强制处置,21世纪经济报道
739,2021-03-09,光大证券(06178)A股股价异常波动 不存在未披露重大事项,智通财经
740,2021-03-09,光大证券(06178.HK)A股异动不存在未披露重大信息,格隆汇
741,2021-03-09,光大证券：股价异动，未出现其他可能对股价产生较大影响事件,Wind
742,2021-03-09,光大证券(601788.SH)股票交易异常波动不存在未披露的重大事项或重要信息,格隆汇
743,2021-03-09,光大证券：股票交易连续3个交易日收盘价格涨幅偏离值累计超过20%,格隆汇
744,2021-03-09,光大证券龙虎榜数据(3月9日）,Wind
745,2021-03-09,光大证券：维持中国铁塔(00788)“买入”评级 目标价下调至1.6港元 机构下调估值,智通财经
746,2021-03-09,光大证券再度飙升，提振券商板块,Wind
747,2021-03-08,268亿券商资产减值图谱：太平洋靠自营部门接盘，海通因购买飞机遭重创？ 资产异常,21世纪经济报道
748,2021-03-08,减持竟然左手倒右手 科创新源一股东信披造假和短线交易被罚款40万 减持股份,每日经济新闻
749,2021-03-08,海外信用评级汇总2021年3月8日星期一,Wind
750,2021-03-08,穆迪对13家中国证券公司采取评级行动,Wind
751,2021-03-08,倒春寒！IPO现场检查大显威力，创业板重灾区,Wind
752,2021-03-08,银行揽储竟鬼鬼祟祟？严监管下，仍有中小行在“玩火”,Wind
753,2021-03-08,融资客青睐4股，中原高速买入占比高达33.89%,Wind
754,2021-03-08,A股早报2021年3月8日星期一,Wind
755,2021-03-08,每日理财观察：本周11只新股连发，A股账户数首破1.8亿,Wind
756,2021-03-07,【安信非银第7期周报】券商再迎新规利好，保险有望延续强势表现,新角度新金融
757,2021-03-06,“牛市旗手”归来？券商这波行情能走多远？,Wind
758,2021-03-06,券商股能否扛起反弹大旗？,Wind
759,2021-03-05,牛市旗手光大证券涨停了！这是什么信号？,搜狐
760,2021-03-05,沪指坚守3500点！抄底资金迅速进场,Wind
761,2021-03-05,光大证券等11股获特大单资金净流入超2亿元,证券时报网
762,2021-03-05,金融街下午茶2021年3月5日星期五,Wind
763,2021-03-05,"回血！两市3000股上涨，""股王""茅台死守2000关口，还有品种“乌龙”暴涨210%，""牛市旗手""异动释放什么信号？",金融界
764,2021-03-05,A股主力资金流向（3月5日）：本周大幅抛售光伏、有色股，抢筹金融股,Wind
765,2021-03-05,A股收盘综述：上证指数触底反弹守住3500，白酒、汽车、科技股回暖,Wind
766,2021-03-05,券商股表现活跃 光大证券涨停,金融界
767,2021-03-05,A股低开后全面拉升，券商股飙涨，什么信号？,Wind
768,2021-03-05,光大证券午后炸板，主力净买入超10亿元,Wind
769,2021-03-05,券商股整体上攻 光大证券涨停|盘中异动,第一财经
770,2021-03-05,【异动股】光大证券(06178-HK)涨6.65%,财华社
771,2021-03-05,光大证券涨停，券商引领反攻涨逾2%！机构：衍生品市场或将成为提升券商业绩新蓝海,资本邦
772,2021-03-05,券商股逆市走高，光大证券涨停,第一财经
773,2021-03-05,券商股早盘全线走强 光大证券涨停,中国经济网
774,2021-03-05,券商股快速拉升急涨，49只成份股飘红,Wind
775,2021-03-05,中资券商股直线拉升 光大证券涨近8%广发证券涨1.45%,新浪
776,2021-03-05,证券板块走强，52只个股上涨，光大证券上涨8.96%,每日经济新闻
777,2021-03-05,快讯：券商股异动拉升 光大证券涨近8%,新浪
778,2021-03-05,【行情】券商股早盘走强，光大证券拉升触板，东兴证券、财通证券、国盛金控、第一创业等纷纷大幅拉升,金十数据
779,2021-03-05,券商板块早盘拉升 光大证券一度涨停,上证报
780,2021-03-05,券商股发动攻势，光大证券触及涨停,Wind
781,2021-03-05,券商板块拉升，东兴证券、光大证券、财通证券领涨,Wind
782,2021-03-04,光大证券(06178.HK)为全资子公司光证金控8亿港元借款提供担保 大额借贷担保,格隆汇
783,2021-03-04,光大证券：为全资子公司光大证券金融控股有限公司提供担保 大额借贷担保,每日经济新闻
784,2021-03-04,券商大幅计提凸显重资本业务风险,证券市场周刊
785,2021-03-04,解盘：白马股遭抛弃，稀土永磁、光刻胶、ST、半导体略涨,Wind
786,2021-03-04,光大证券：蔚来(NIO.US)销量与经营状况表现稳健，或为最具竞争力的新势力之一,智通财经
787,2021-03-04,百股涨停！金融、周期股全面爆发，白酒股也回暖了,Wind
788,2021-03-03,券商晨会精华：指数面临重要节点 抱团基金已呈调仓迹象,财联社
789,2021-03-03,光大证券：节后抱团股下跌，抱团基金已呈调仓迹象,第一财经
790,2021-03-03,光大证券党委书记、董事长闫峻：“文化认同”造就思想合力,中证网
791,2021-03-03,逆势加仓，基金追逐高性价比板块,Wind
792,2021-03-02,国金证券80后投行执行总经理突然逝世，年仅39岁 董监高成员异常事件,Wind
793,2021-03-02,2020年券商奇景：业绩与风险计提共攀升,新浪
794,2021-03-02,光大证券：康弘药业(002773.SZ)Q4业绩超预期，维持“买入”评级,智通财经
795,2021-03-01,华晨汽车集团：因子公司融资逾期造成持有上市公司金杯汽车股票被平仓进展情况 违约失信,Wind
796,2021-03-01,股民松口气！苏宁易购一字涨停 封单一度超230万手,e公司
797,2021-03-01,苏宁易购复牌涨停！将在深圳设华南总部、全球采购中心,证券时报网
798,2021-03-01,苏宁易购获光大证券维持“增持”评级 预测其2021归母净利0.86亿元,乐居财经
799,2021-03-01,新增投资者11个月超百万！机构账户却下滑，什么信号,Wind
800,2021-03-01,十大券商一周策略：步入平静期，转战新主线,Wind
801,2021-03-01,陆家嘴财经早餐2021年3月1日星期一,Wind
802,2021-03-01,2月券商金股收益排名大洗牌，“抱团股”、港股成拖累,Wind
803,2021-03-01,指数降温热情未退，1月超200万投资者跑步入场,Wind
804,2021-03-01,今年以来券商再融资加速，4家抛出不超500亿元“补血”计划,证券日报
805,2021-02-28,2020年证券监管处罚拆解报告：罚单大增60%，中信证券投行业务罚单最多，爱建等八券商被罚暂停部分业务 金融监管处罚,21世纪经济报道
806,2021-02-28,2020年证券监管处罚拆解报告：罚单大增60% 中信投行罚单最多 金融监管处罚,21世纪经济报道
807,2021-02-27,2月券商金股收益排名大洗牌：东兴、长江、中泰逆市进前三！抱团股、港股成收益率“毒药”,每日经济新闻
808,2021-02-26,金杯汽车：控股股东资产公司被动减持约1310万股 减持股份,每日经济新闻
809,2021-02-26,光大证券(06178.HK)完成发行15亿元短期融资券,格隆汇
810,2021-02-26,券商行业分化或进一步加剧，龙头股投资机会突出,澎湃新闻
811,2021-02-26,券商行业集中度再提升：五大龙头去年营收行业占比升至近37%,澎湃新闻
812,2021-02-26,光大证券：继续看好港股市场2021年的投资机会,Wind
813,2021-02-26,【中原非银】券商板块周报：2021.2.22-2021.2.28,中原证券研究所
814,2021-02-25,华夏幸福的“危”与“机”,经济观察网
815,2021-02-25,中信证券占行业一成净利润！强者恒强趋势2020年极致化，前10券商占行业净利50%,财联社
816,2021-02-25,中信占行业一成净利润:强者恒强极致化 前10券商占行业净利50%,财联社
817,2021-02-24,纳入后有超额收益！港股通潜在名单中有哪些投资机会？,金融界
818,2021-02-24,港股上调印花税，影响有多大？150亿资金火线撤离,券商中国
819,2021-02-23,又一研究大咖转型买方！胡雅丽赴任东方红资管,Wind
820,2021-02-23,1月产品发行量环比上升27%，银行理财子公司担纲净值化转型,Wind
821,2021-02-22,光大证券(601788.SH)拟撤销2家证券营业部,格隆汇
822,2021-02-22,大宗商品之王再创新高！机构：全球通胀交易已经开启,中证报
823,2021-02-22,炸裂！有色股掀涨停潮，大宗商品之王再创新高！机构：全球通胀交易已经开启,中证报
824,2021-02-22,201家公司业绩快报亮相 72%营收利润双双增长,证券之星
825,2021-02-22,牛心熊胆，券商首席解析2021年投资四条主线,中证报
826,2021-02-20,玻纤行业进入复苏周期，龙头公司争相提价扩产,Wind
827,2021-02-19,【行情】证券板块异动拉升，东兴证券涨4%，财通证券、光大证券、国盛金控等小幅跟涨,金十数据
828,2021-02-19,央行货币政策下一个重要观察窗口期在何时？,券商中国
829,2021-02-19,姜超履职中泰、胡雅丽或赴东方红，卖方转资管蔚然成风,21世纪经济报道
830,2021-02-19,罕见！高毅、景林、高瓴、桥水“组团”重仓同一股票,上证报
831,2021-02-18,综合金融服务行业周报：基本面向好趋势不改 看好保险／券商估值修复,新浪
832,2021-02-18,新能源汽车、光伏、白酒……最火行业牛年怎么走？,e公司
833,2021-02-18,21家上市券商“抱团”计提资产减值准备，预计去年计提202.55亿元 资产异常,Wind
834,2021-02-18,21家上市券商“抱团”计提资产减值准备 预计超200亿元 资产异常,证券日报
835,2021-02-18,21家上市券商“抱团”计提资产减值准备 预计去年计提202.55亿元 资产异常,证券日报
836,2021-02-15,28家券商成绩单出炉！中信、国君、广发盈利超百亿，这15家净利润增幅超40%,券商中国
837,2021-02-15,28家券商成绩单出炉：这15家净利润增幅超40%，最高暴增3.25倍,Wind
838,2021-02-10,股价连续上扬业绩飞奔的慧择有望敲响“市值重估”大门,搜狐
839,2021-02-10,就地过年对资金面影响显现，宽信用正在“退潮”,券商中国
840,2021-02-09,连续净投放，央妈的爱一直在，对春节流动性可以安心？,中证报
841,2021-02-09,一券商研究所人员剧变，前所长率分析师集体跳槽,券商中国
842,2021-02-09,企业需求旺盛，信贷投放“开门红”可期,Wind
843,2021-02-08,A股收盘综述：沪指缩量涨逾1%，进入假期模式,Wind
844,2021-02-08,【A股午盘综述】上证指数涨逾1%，创业板指涨逾2%,Wind
845,2021-02-08,十大券商一周策略：把握调结构良机！关注三大方向,券商中国
846,2021-02-08,光大证券：港股具备继续走牛的基础,Wind
847,2021-02-07,光大证券高瑞东：两板合并对个股估值的影响相对有限,Wind
848,2021-02-07,上市券商公布的去年减值金额已超过200亿元,Wind
849,2021-02-07,茅台连涨！非酒分析师：别问能买啥，问就是买茅台,中证报
850,2021-02-07,节前A股最大“空头”曝光：3500亿龙头惊天12连阴,每日经济新闻
851,2021-02-06,多数上市券商2020年业绩预喜,Wind
852,2021-02-06,动力电池产业开启疯狂扩张，低端产能及尾部企业或被淘汰出局,Wind
853,2021-02-05,1月信贷投放或超去年同期，结构、地区变化差异大,Wind
854,2021-02-05,证券时报头版：央行重启14天期逆回购维护流动性合理适度,Wind
855,2021-02-05,个券破发频现，“四盆水”浇凉转债市场,Wind
856,2021-02-05,春季行情根基未变，“持股过节”有底气,Wind
857,2021-02-04,2分钟读财报|2020年少赚20亿 光大证券赔了45亿为MPS和暴风填坑 盈利能力下降,新浪
858,2021-02-04,光大证券(06178.HK)完成兑付2020年第十四期短期融资券(债券通),格隆汇
859,2021-02-04,光大证券(601788.SH)：2020年度第十四期短期融资券(债券通)兑付完成,格隆汇
860,2021-02-04,光大证券：2021年累计新增借款占上年末净资产的43.60% 大额借贷担保,Wind
