,2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
501,2021-07-05,A股资金流向（7月5日）：资金大幅流入锂电上游行业,Wind
502,2021-07-05,雷军一个月两次撒钱！累计超 5 亿元，“金山同学”人均 2 万,ZAKER
503,2021-07-05,雷军又“发钱”！每位金山员工600股，总额超2亿港元,Wind
504,2021-07-05,又有APP栽了！锂电股彻底疯了，1800亿白马涨停,Wind
505,2021-07-05,【东吴计算机周报】：信创网安行业中报前瞻,吴声计事
506,2021-07-05,雷军又“发钱”：每位金山员工600股 总额超2亿港元,证券时报网
507,2021-07-05,大手笔！雷军发钱了，每人有望拿到23万？,证券之星
508,2021-07-05,又是别人家的公司，雷军表示：赠予每位金山员工600股股票,紫金财经
509,2021-07-04,【民生计算机|周观点】行业中报前瞻：看好高景气细分，领军企业有望实现高增,MS计算机
510,2021-07-04,【兴证计算机】一文读懂基金投顾产业机遇,兴业计算机团队
511,2021-07-03,计算机行业周报：回归稳健公司！,新浪
512,2021-07-03,金山办公助推政企办公数字化,中证报
513,2021-07-02,金山办公上线AI新功能：创意抠图只需3秒,砍柴网
514,2021-07-02,释放增长潜力 WPS+云办公助力企业数字化转型,砍柴网
515,2021-07-01,首批5只双创50ETF下周一上市,Wind
516,2021-06-30,A股资金流向（6月30日）：低位芯片龙头股获青睐,Wind
517,2021-06-30,金山办公：WPS云办公黏性持续提升 上云文件破千亿,砍柴网
518,2021-06-29,A股资金流向（6月29日）：光伏龙头获青睐,Wind
519,2021-06-29,计算机2021年中期投资策略：连接孵化新机遇 AIOT开启新篇章,新浪
520,2021-06-28,金山办公章庆元：持开放心态 加快推动文档格式标准建立,砍柴网
521,2021-06-28,A股资金流向（6月28日）：短线热门股遭资金抛售,Wind
522,2021-06-28,计算机行业周报：板块仍在向上周期 多板块机会梳理,新浪
523,2021-06-25,一克商评 | “生鲜电商第一股”不好当 持续稳定盈利才能成赢家,东方网
524,2021-06-25,WPS精耕细作 助力医疗行业数字化建设,砍柴网
525,2021-06-25,收评：沪指涨1.15%收复3600点 券商股领涨,网易
526,2021-06-25,爱数与金山办公达成合作，推出文档协作解决方案,砍柴网
527,2021-06-25,金山办公深化与麒麟合作 拓展国产办公生态,砍柴网
528,2021-06-25,计算机行业动态报告：鸿蒙OS2.0发布 AIOT生态加速,新浪
529,2021-06-25,北向资金动向盘点：个股增减持“神经分裂”,Wind
530,2021-06-25,银河证券：看好鸿蒙催化带来的多场景智能物联的渗透率快速提升,证券时报网
531,2021-06-25,5只科创板股获北向资金增持超3000万元,证券时报网
532,2021-06-24,计算机行业深度报告：鸿蒙初发 万物互联,新浪
533,2021-06-24,A股资金流向（6月24日）：资金暂离科技股，光伏、金融获流入,Wind
534,2021-06-24,银河证券：国内SaaS行业起步正当时，关注企业数字化转型过程中受益的龙头厂商,证券时报网
535,2021-06-23,云计算行业10年复盘：云计算还在上半场 垂直SAAS风起,新浪
536,2021-06-23,A股资金流向（6月23日）：新能源车龙头获青睐，白酒股集体遭抛售,Wind
537,2021-06-23,云办公系列专题：借谷歌微软之道，看金山办公如何破协作之局,国信研究
538,2021-06-22,中证100指数调整，纳入科创板标的,老罗话指数投资
539,2021-06-22,计算机行业周报：市场小幅回调 关注网络安全板块,渤海证券
540,2021-06-22,2只科创板股获北向资金减持超千万元 减持股份,证券时报网
541,2021-06-22,财信证券计算机行业2021年5月月度报告：板块估值修复，关注科技行业核心价值,财信证券研究
542,2021-06-21,A股资金流向（6月21日）：牧原股份、格力电器连遭资金抛售,Wind
543,2021-06-21,六论科创板：中国科技巨头的摇篮（浙商策略·王杨）,王杨策略研究
544,2021-06-20,【民生计算机|周观点】医保建设有望从法律层面强化，行业景气度提升可期,MS计算机
545,2021-06-20,【兴证计算机】从字节跳动“火种计划”看云计算产业机会,兴业计算机团队
546,2021-06-20,计算机行业周报：追逐主线 不妨21H2回归AI领军／云领军！,新浪
547,2021-06-19,等风来，科创板进入战略性底部（浙商策略·王杨）,王杨策略研究
548,2021-06-19,A股版图十年大变迁,Wind
549,2021-06-18,A股资金流向（6月18日）：新能源车龙头获抢筹，白酒股遭抛售,Wind
550,2021-06-18,计算机行业2021中期策略：鸿蒙开启新时代 AIOT+信创双重加速,新浪
551,2021-06-17,中国银河证券维持计算机行业推荐评级：鸿蒙开启新时代，AIOT+信创双重加速,每日经济新闻
552,2021-06-17,A股资金流向（6月17日）：芯片板块疯狂“吸金”，龙头股获抢筹,Wind
553,2021-06-16,机构抱团股短线跳水，Wind茅指数跌超1.2%,Wind
554,2021-06-16,金山办公：2020年共计派发现金红利2.766亿元,TechWeb
555,2021-06-16,金山办公：2020年年度权益分派实施 每10股派发现金红利6元（含税）,金融界
556,2021-06-16,首批双创50ETF获批，9家基金公司拔得头筹,Wind
557,2021-06-15,金山办公(688111.SH)每股派0.6元 股权登记日为6月21日,智通财经
558,2021-06-15,金山办公(688111.SH)：2020年度权益分派10派6元股权登记日6月21日,格隆汇
559,2021-06-15,计算机行业周报：《数据安全法》正式发布 输入法APP强化监管,华安证券
560,2021-06-13,【兴证计算机】从科技巨头布局看OS如何点亮“万物智联”,兴业计算机团队
561,2021-06-13,计算机行业跟踪周报237期：重视万物互联生态下的巨量机会,新浪
562,2021-06-13,5178点6周年，个股剧烈分化，茅台涨890%称王,Wind
563,2021-06-11,股民调侃：问君能有几多愁？恰似没有中石油！年初建仓涨幅碾压逾8成A股,中证报
564,2021-06-11,上市银行分红火热进行中！银行股是否具备配置价值？,中金在线
565,2021-06-11,"突发！茅台尾盘被砸500亿，""机器人茅""、""信创茅""全都挨砸",证券之星
566,2021-06-11,金山办公：加大支持内蒙古数字化转型与信创产业生态建设,砍柴网
567,2021-06-11,A股资金流向（6月11日）：新能源、疫苗龙头获资金回流,Wind
568,2021-06-11,万亿电池茅再创新高！月涨300％鸿蒙龙头继续大涨,Wind
569,2021-06-11,打造“有意义的差异化”中国品牌正加速“出海”,中国商报
570,2021-06-11,【机会挖掘】华为云全球技术峰会即将召开 关注生态合作伙伴,证券时报网
571,2021-06-11,深度*行业*计算机行业：一图梳理鸿蒙产业链标的,新浪
572,2021-06-11,百元股数量达163只，一日增加5只,证券时报网
573,2021-06-10,A股资金流向（6月10日）：资金撤离白酒股，转投新能源龙头,Wind
574,2021-06-10,金山办公：WPS支持“鸿蒙系统”，华为鸿蒙手机会预装WPS,Wind
575,2021-06-10,WPS深度适配国产平板操作系统JingOS，扩充国产办公生态,砍柴网
576,2021-06-10,八大券商主题策略：国产软件进入新的景气周期？华为产业链受益公司名单曝光,中金在线
577,2021-06-10,金山办公WPS+云办公解决方案 助力政府扶持中小企数字转型,砍柴网
578,2021-06-10,科创板行情下机构投资新风向：前期超跌引掘金，布局未来核心资产,Wind
579,2021-06-10,开源证券--计算机周观点：医疗IT再迎政策利好【行业研究】,金融界股吧
580,2021-06-09,A股资金流向（6月9日）：券商龙头遭抛售,Wind
581,2021-06-09,又一“股神”？业绩预增32倍获6连板，原因出人意料,Wind
582,2021-06-09,又一轮科创板减持潮来了！金山办公、华熙生物等千亿市值公司在列 减持股份,财联社
583,2021-06-08,A股资金流向（6月8日）：白酒股巨量杀跌，资金大幅出逃,Wind
584,2021-06-08,计算机应用行业：盘点低代码开发平台的投资机会,新浪
585,2021-06-08,【华创计算机王文龙团队】鸿蒙生态标的及装机规划全梳理,新浪
586,2021-06-08,首席周观点：股债小双牛还能持续吗？,新浪
587,2021-06-08,计算机行业点评报告：鸿蒙OS+2发布 打造IOT时代的超级系统,新浪
588,2021-06-08,两市百元股数量达159只，科创板股票占38.36%,证券时报网
589,2021-06-08,基金公司争饮头啖汤，密集布局科创成长赛道,Wind
590,2021-06-07,计算机行业：鸿蒙2.0正式发布公测体验良好 美股云计算SAAS增长超预期,新浪
591,2021-06-07,计算机：鸿蒙2.0降临 AIOT全场景打通曙光初现,新浪
592,2021-06-07,计算机行业周报：鸿蒙操作系统发布 华为全面拥抱软件、生态和AIOT,华安证券
593,2021-06-07,计算机行业周报：DCEP产业链市场空间测算及展望,新浪
594,2021-06-07,天风证券：金山办公（688111.SH）国产办公软件龙头，借力鸿蒙加速推广，提升至“买入”评级,智通财经
595,2021-06-07,天风证券上调金山办公评级至买入：借力鸿蒙加速推广，股权激励绑定核心骨干,每日经济新闻
596,2021-06-06,【民生计算机|周观点】鸿蒙出世，软件国产化进程进一步加速,MS计算机
597,2021-06-06,计算机2021中期策略行业策略：产业升级加速 智能化元年,新浪
598,2021-06-04,通信-华为产业系列深度之三：万物归一 鸿蒙2.0 重构物联世界,新浪
599,2021-06-04,A股资金流向（6月4日）：面板、光伏龙头持续遭资金抛售,Wind
600,2021-06-03,金山办公(688111.SH)：奇文N维拟减持合计不超34万股 拟减持股份,格隆汇
601,2021-06-03,金山办公：奇文N维拟减持公司0.0738%股份 拟减持股份,Wind
602,2021-06-03,金山办公：股东奇文N维拟减持公司不超34万股 拟减持股份,格隆汇
603,2021-06-03,A股资金流向（6月3日）：医药龙头持续遭资金抛售,Wind
604,2021-06-03,华为鸿蒙来了，A股受益标的全梳理，龙头股已翻倍上涨,Wind
605,2021-06-03,华为鸿蒙揭晓 万兴科技旗下产品进入鸿蒙全场景应用服务生态,北国网
606,2021-06-03,真成投资李剑威：SaaS下半场的三个趋势｜腾讯SaaS加速器,北国网
607,2021-06-03,盘前情报丨手机上的华为鸿蒙来了，产业链一览,21世纪经济报道
608,2021-06-03,鸿蒙OS 2发布，关注三条投资主线,中信证券
609,2021-06-03,北京金山办公软件股份有限公司 关于2021年限制性股票激励计划 内幕信息知情人及激励对象买卖 公司股票情况的自查报告,证券时报
610,2021-06-02,金山办公：股东减持计划完成，减持股份约1267万股,每日经济新闻
611,2021-06-02,金山办公(688111.SH)股东奇文N维累计减持1266.7万股 减持实施完毕 减持股份,智通财经
612,2021-06-02,金山办公(688111.SH)向223名激励对象授予70万股限制性股票,格隆汇
613,2021-06-02,金山办公：股东奇文N维累计减持1266.7万股，占总股本的2.75% 减持股份,Wind
614,2021-06-02,金山办公(688111.SH)：奇文N维减持完毕累计减持2.75%股份 减持股份,格隆汇
615,2021-06-02,信息服务行业信息点评：盈利、生态、云基础设施 国内三大云厂商的逐点突破,新浪
616,2021-06-02,软件及服务行业：鸿蒙待发 生态将兴,新浪
617,2021-06-01,鸿蒙重磅发布会“明日见”，这些上市公司已宣布加入“朋友圈”,第一财经
618,2021-06-01,就在明天，华为大动作来了，涉及这些A股“小伙伴”,Wind
619,2021-06-01,A股资金流向（6月1日）：周期股重获资金青睐，券商龙头遭抛售,Wind
620,2021-06-01,计算机行业周报：鸿蒙即将发布 国产软硬件景气度提升,新浪
621,2021-06-01,中国银河维持计算机行业推荐评级：华为即将发布鸿蒙手机系统，鸿蒙生态将加速发展,每日经济新闻
622,2021-05-31,聚焦数字化政府建设 金山办公亮相2021数博会,砍柴网
623,2021-05-31,计算机行业周报：鸿蒙再次催化信创 继续看好讯飞、卫宁等公司的进化,新浪
624,2021-05-31,金山软件财报分析：办公业务出色 游戏仍存短板,Ofweek
625,2021-05-31,和讯SGI公司|金山办公SGI指数评分为90 多重因素共振盈利能力稳步提升,和讯
626,2021-05-31,华为鸿蒙发布会在即，概念股拉升，兴森科技涨停丨牛熊眼,第一财经
627,2021-05-31,计算机周报：政策关注核心技术 鸿蒙开启生态建设与国产化新篇章,新浪
628,2021-05-31,【机会挖掘】魅族宣布接入鸿蒙系统 鸿蒙相关产业链或受关注,证券时报网
629,2021-05-30,WPS何以逆势翻盘,经济日报
630,2021-05-29,计算机周观点：鸿蒙大会六大前瞻,新浪
631,2021-05-29,计算机：信创有什么变化,新浪
632,2021-05-28,中证指数公司调整沪深300等指数样本,Wind
633,2021-05-28,中证指数公司调整调整沪深300和中证香港100等指数样本，其中沪深300指数更换25只样本，调入中金公司、金山办公,金十数据
634,2021-05-28,计算机行业2020年报和2021年一季报总结暨6月投资策略：鸿蒙激发板块热情 计算机从低配到标配,新浪
635,2021-05-28,Q1净利同比暴增17倍 金山软件却未必能笑得出来？,亿邦动力
636,2021-05-28,高端制造行业事件点评：鸿蒙手机操作系统即将亮相,新浪
637,2021-05-28,光大证券：维持金山软件(03888)“买入”评级 目标价上调至74港元,智通财经
638,2021-05-27,A股资金流向（5月27日）：资金大幅涌入芯片龙头股,Wind
639,2021-05-27,策略专题报告：“百周年”行情电话会议纪要,新浪
640,2021-05-27,抢滩科技创新领域，第二批“双创指数”ETF上报,Wind
641,2021-05-26,计算机行业“构筑中国科技基石”系列报告10：鸿蒙放量在即 信创再迎高潮,新浪
642,2021-05-25,金山办公(688111.SH)3家子公司法定代表人变更为“章庆元” 董监高成员变化,智通财经
643,2021-05-25,金山办公(688111.SH)：MS TMT Holding II减持期届满 累计减持1.79%股份 减持股份,格隆汇
644,2021-05-25,金山办公(688111.SH)股东MS TMT Holding II Limited累计减持825.91万股 减持股份,智通财经
645,2021-05-25,金山办公：MS TMT Holding II Limited减持计划完成，减持股份约826万股,每日经济新闻
646,2021-05-25,金山办公(688111.SH)：5%以上股东减持期间届满 减持825.91万股 减持股份,格隆汇
647,2021-05-25,金山软件一季度净利润环比下降47%，金山云及猎豹移动应占亏损2.25亿 亏损,中华网
648,2021-05-25,金山办公：MS TMT Holding II Limited减持1.79%公司股份 减持股份,Wind
649,2021-05-25,“牛市旗手”大涨、“喝酒吃药”行情再现、沪指突破3500点,Wind
650,2021-05-25,华为放大招鸿蒙手机来了！A股大爆发，金融股掀涨停潮,Wind
651,2021-05-25,Q1净利同比暴增17倍股价却反势下滑，金山软件的问题出在哪？ 盈利能力下降,36氪
652,2021-05-25,华为鸿蒙手机操作系统将正式发布这些公司获看好,第一财经
653,2021-05-25,开源证券--计算机周观点：关注第三代社保卡产业链投资机会【行业研究】,金融界股吧
654,2021-05-24,计算机行业周观察：从生态大会看华为六大生态进展,新浪
655,2021-05-24,5月24日晚间重要行业研究汇总(附股),中金在线
656,2021-05-24,A股资金流向（5月24日）：券商股持续获资金流入，华为汽车龙头被抛售,Wind
657,2021-05-24,计算机应用行业：华为与飞腾齐飞 鲲鹏共PKS一色,新浪
658,2021-05-24,金山办公：授权、订阅业务高增 股权激励价格不足现价二成,面包财经
659,2021-05-24,民生计算机周报：鸿蒙改变汽车OS格局 生态升级下看好领军企业受益,新浪
660,2021-05-23,计算机行业跟踪周报235期：坚持大公司+景气的投资策略,新浪
661,2021-05-21,对话金山办公王冬：办公市场很难一家独大 巨头接连布局证明行业价值,新浪
662,2021-05-21,A股资金流向（5月21日）：医药龙头集体遭抛售,Wind
663,2021-05-20,计算机行业周报：3月底部重推的云计算基本面近况如何,新浪
664,2021-05-20,金山办公(688111)：Q1业绩超预期 信创贡献较大增量,广发证券
665,2021-05-20,刚刚上报！又有重磅指数产品来了，首批这10家(名单),Wind
666,2021-05-19,A股资金流向（5月19日）：比亚迪获资金爆买，银行股遭抛售,Wind
667,2021-05-19,【华西计算机】2021年中期策略报告：智驾云起，国产软实力崛起,科技晶选
668,2021-05-19,开源晨会0519丨北上南下资金行为画像；翔宇医疗、隆基股份、敏华控股等,开源证券研究所
669,2021-05-18,复盘2020年大数据，计算机行业逆境坚挺！2021年Q1表现显示大趋势正成型,全景网
670,2021-05-18,A股资金流向（5月18日）：资金避高就低，医药龙头遭抛售,Wind
671,2021-05-18,金山办公(688111)公司信息更新报告：激励计划绑定核心骨干 完善长效激励机制,新浪
672,2021-05-18,华为鸿蒙生态加速!北信源率先参与其中,中国贸易新闻网
673,2021-05-18,2020 SaaS财报盘点：SaaS公司的最大难题成本管控,GPLP犀牛财经
674,2021-05-18,开源证券维持金山办公买入评级，公司信息更新报告，近期获12份券商研报关注，目标均价涨幅15.52%,每日经济新闻
675,2021-05-18,计算机应用行业：央行数字货币“十问”,新浪
676,2021-05-17,A股资金流向：盘面较为混乱，小金属龙头获青睐,Wind
677,2021-05-17,【国君金工】核心指数成分股调整名单及冲击成本预测,辰奥临君
678,2021-05-17,一周策略回顾与展望,新浪
679,2021-05-17,“叶飞效应”？机构预测高增长超跌大盘股曝光,Wind
680,2021-05-17,中小盘周报：地平线推出征程5 智能汽车时代来临,新浪
681,2021-05-17,计算机行业周观点：底部寻找高景气赛道 关注云计算板块,新浪
682,2021-05-17,【申港计算机】周观点：鸿蒙OS2.0更新彰显华为生态布局-210516,猫猫王看计算机
683,2021-05-17,IPO日报四周年巨献：觅A股四十新星,国际金融报
684,2021-05-17,我观察到的一个证券投资新趋势,新浪
685,2021-05-16,【华安金工】2021年6月主要指数样本股调整预测,金工严选
686,2021-05-16,【兴证计算机】如何看鸿蒙2.0的产业链投资机会？,兴业计算机团队
687,2021-05-14,北信源与金山办公签署战略合作协议 构建国产办公信息安全护城河,证券日报网
688,2021-05-14,计算机行业点评报告：从阿里云财报中解读出的2个信号！,新浪
689,2021-05-14,金山办公股权激励像是福利 对投资者不公平,北京商报
690,2021-05-13,金山办公上市后首份激励计划 员工可1.3折买公司股票,每日经济新闻
691,2021-05-13,[公司]北信源、金山办公强强联手 助推国产办公生态升级、壮大,全景网
692,2021-05-13,老周侃股：金山办公股权激励更像是福利,北京商报
693,2021-05-13,解锁门槛太低？金山办公设置挑战性业绩目标,科创板日报
694,2021-05-13,SaaS驱动业绩高增长 金山办公万兴科技用友网络值得关注,北国网
695,2021-05-13,既高效办公又要信息安全 金山办公与北信源合力助推数字中国建设,电鳗快报
696,2021-05-13,金山办公(688111)：加大核心人才激励 助力长期高质发展,新浪
697,2021-05-13,金山办公首个股票激励计划出炉员工可1.3折买股票业绩考核标准较低,科创板日报
698,2021-05-13,【热点报告——股指期货】2021年6月主要规模指数成分股调整预测及影响,东证衍生品研究院
699,2021-05-13,350多元的股票，1.3折卖给员工，这家公司正批量制造百万富翁？,每日经济新闻
700,2021-05-13,金山办公批量制造百万富翁？员工可1.3折“买票” ，有投资者直呼不如白送,每日经济新闻
701,2021-05-12,金山办公拟向200多名员工授予“白菜价”限制性股票 有投资者直呼不如白送,每日经济新闻
702,2021-05-12,金山办公北信源达成合作 在信源豆豆系列嵌入金山文档,北京商报
703,2021-05-12,金山办公：拟向激励对象授予87万股限制性股票,每日经济新闻
704,2021-05-12,金山办公(688111.SH)拟授出87万股限制性股票 授予价为45.86元/股,智通财经
705,2021-05-12,金山办公(688111.SH)拟推2021年限制性股票激励计划,格隆汇
706,2021-05-12,5月12日晚间上市公司十大重磅公告,巨丰财经
707,2021-05-12,北信源与金山办公达成战略合作，保障移动办公信息安全,搜狐
708,2021-05-12,2021年5月13日涨停板早知道：七大利好有望发酵,新浪
709,2021-05-12,2021-05-1218:36金山办公与北信源达成战略合作持续拓宽国产办公生?态,中证网
710,2021-05-12,北信源与金山办公达成战略合作 持续拓宽国产办公生态,证券时报网
711,2021-05-12,北信源(300352)：与金山办公签署战略合作协议 实现产品融合及方案捆绑,发布易
712,2021-05-12,计算机年报及一季报总结：业绩逐步修复 相关主线景气度有望延续,新浪
713,2021-05-12,北信源(300352.SZ)拟与金山办公通过品牌、产品、技术、渠道等全方位进行合作,智通财经
714,2021-05-12,北信源：与金山办公签订《战略合作协议》,Wind
715,2021-05-12,A股资金流向（5月12日）：市场迎久违普涨，汽车股获资金追捧,Wind
716,2021-05-12,金山办公110页深度,半导体风向标
717,2021-05-12,【东吴晨报0512】【策略】【固收】【宏观】【行业】机械【个股】金山办公、上汽集团,东吴研究所
718,2021-05-11,金山办公(688111)：订阅和国产化双引擎拉动 政企云和协作办公转型开启更大增长空间,新浪
719,2021-05-11,2020年科创板创业板上市公司业绩优于市场整体,Wind
720,2021-05-11,东吴证券维持金山办公买入评级，2021年一季报点评：业绩超出市场预期，订阅和授权业务有望加速放量,每日经济新闻
721,2021-05-11,A股资金流向（5月11日）：周期股遭抛售，茅台重获资金青睐,Wind
722,2021-05-11,入选中国品牌推广目录，WPS成新国货代表性品牌,全球财经网
723,2021-05-11,"计算机20Y/21Q1综述及策略：数字经济为国计,坐等行情纠偏(中银杨思睿团队)",一计之长
724,2021-05-11,东亚前海计算机：一季度业绩强势反弹,新浪
725,2021-05-10,视觉中国(000681)：1Q21业绩改善 内容平台延展布局,新浪
726,2021-05-10,科创板信息技术与软件服务企业Q1：金山办公进红利收获区 网安行业盈利欠佳,财联社
727,2021-05-10,计算机周观点：工业互联网持续受重视 抓住产业趋势,新浪
728,2021-05-10,2021年年中主要宽基指数样本股调整预测：金山办公等5只科创板个股有望纳入沪深300,新浪
729,2021-05-09,【东吴计算机周报】：计算机行业2020年报和2021一季报总结,吴声计事
730,2021-05-09,【兴证计算机】3月底部重推的云计算基本面近况如何?,兴业计算机团队
731,2021-05-07,群益证券给予金山办公买进评级：1Q延续高速增长态势，业绩超预期,每日经济新闻
732,2021-05-07,机会来了！这些公司有望调入沪深300、上证50指数,Wind
733,2021-05-07,金山办公(688111)：业绩超预期 公司迎信创及云化双重利好,新浪
734,2021-05-07,A股资金流向（5月7日）：有色龙头持续获资金青睐,Wind
735,2021-05-07,5月7日晚间重要行业研究汇总(附股),中金在线
736,2021-05-07,群益证券：金山办公（688111.SH）21Q1业绩超预期，给予“买入”评级,智通财经
737,2021-05-07,中金：医药、新能源多只股票或将纳入沪深300指数,Wind
738,2021-05-07,计算机行业深度报告：板块已回归正常增长轨道,新浪
739,2021-05-07,晨会聚焦210507重点关注商贸零售、龙源电力、启明星辰、天融信、中控技术、金山办公、迈瑞医疗、贝瑞基因,国信研究
740,2021-05-06,计算机行业2020年报暨2021Q1季报回顾：业绩韧性与长期主义！,新浪
741,2021-05-06,最新！QFII投资路线图曝光,中国基金报
742,2021-05-06,QFII重仓最新路线图曝光！一行业成新宠，34股获扎堆持有，石油巨头获5年来首次建仓,e公司
743,2021-05-06,太平洋证券维持金山办公买入评级：业绩超预期，用户数继续高增,每日经济新闻
744,2021-05-06,A股资金流向（5月6日）：消费、疫苗龙头遭资金抛售,Wind
745,2021-05-06,5月6日晚间重要行业研究汇总(附股),中金在线
746,2021-05-06,【国信计算机】金山办公（688111）2021年一季报点评：信创发力超预期，持续构建云办公生态,微信
747,2021-05-06,4月金股组合盈利5.26% 5月荐股名单出炉,新浪
748,2021-05-06,5月券商金股曝光！2只医药股最受青睐（名单）,Wind
749,2021-05-06,【申港计算机】周观点：计算机行业年报&一季报总结-210506,猫猫王看计算机
750,2021-05-06,科创板交出“硬核答卷”，盈利质量稳步提升,Wind
751,2021-05-05,劳动节假期要闻汇总（5月1日-5日）,Wind
752,2021-05-04,【兴证计算机】5月金股：金山办公（688111.SH）- 2021.5,兴业计算机团队
753,2021-05-04,1300亿美元怎么分？比尔·盖茨宣布与妻子离婚！5月券商金股出炉，4股业绩翻倍获机构扎堆推荐,e公司
754,2021-05-04,陆家嘴财经早餐2021年5月4日星期二,Wind
755,2021-05-03,14家券商5月投资“金股”出炉，最看好这两只,Wind
756,2021-05-01,上调评级至买入策略选股（5月1日）,Wind
757,2021-05-01,万和证券上调金山办公评级至买入：Q1收入大超预期，云协作战略进一步深化,每日经济新闻
758,2021-05-01,金山办公(688111)点评：业绩超预期 政企客户云化加速,新浪
759,2021-05-01,金山办公(688111)：授权业务高增 B端订阅未来可期,新浪
760,2021-04-30,A股主力资金流向（4月30日）：医药股获资金爆买,Wind
761,2021-04-30,华西证券给予金山办公推荐评级，一季报业绩大超预期，预收款佐证下游需求旺盛，目标价格为411元,每日经济新闻
762,2021-04-30,金山办公入选四川国资云首批授牌企业 助力四川国企“云上办公”,砍柴网
763,2021-04-30,金山办公(688111)：一季度业绩大超预期；全年预期宜冷静看待,新浪
764,2021-04-30,【华创计算机王文龙团队】点评|金山办公：收入利润大超预期，订阅高增保障增长,蚊子搞科研
765,2021-04-30,金山办公2021年Q1财报：净利润3．07亿,Ofweek
766,2021-04-30,早资道丨苏宁易购一季度净利润达4.56亿元；金山办公一季度净利润3.07亿元,东方网
767,2021-04-30,A股异动丨金山办公(688111.SH)涨超6%首季归母净利同比大增178%,格隆汇
768,2021-04-30,【民生计算机】金山办公2021年一季报点评：高速成长持续，经营质量优异,MS计算机
769,2021-04-30,深度*公司*福昕软件(688095)：版式软件领军者的屠龙技,新浪
770,2021-04-30,金山办公：聘任崔研为公司财务负责人,每日经济新闻
771,2021-04-30,金山办公：2021年第一季度净利润约3.07亿元，同比增长178.65%,每日经济新闻
772,2021-04-29,金山办公(688111.SH)一季度归母净利同比增178.65%至3.07亿元,智通财经
773,2021-04-29,金山软件(03888)：金山办公首季归母净利同比增长178.65%至3.07亿元,智通财经
774,2021-04-29,晚间重要公告2021年4月29日星期四,Wind
775,2021-04-29,金山软件(03888.HK)：金山办公一季度净利润升178.65%至3.07亿元,格隆汇
776,2021-04-29,金山办公(688111.SH)一季度净利润升178.65%至3.07亿元,格隆汇
777,2021-04-29,金山办公：一季度净利润同比增178.65%,Wind
778,2021-04-29,金山办公：一季度净利润同比增长178.65%,Wind
779,2021-04-29,A股资金流向（4月29日）：大资金涌入券商龙头,Wind
780,2021-04-28,科创50成分股主力资金流向：流入金山办公、安集科技、昊海生科等18股,金融界
781,2021-04-28,A股资金流向（4月28日）：医药板块持续获资金流入，消费电子被抛售,Wind
782,2021-04-27,A股资金流向（4月27日）：医疗板块多个细分龙头获青睐，券商股遭抛售,Wind
783,2021-04-27,中信证券一季度科技板块基金持仓分析：关注景气持续和低估值修复,Wind
784,2021-04-27,数据表达成为办公室场景新趋势 镝数科技与金山WPS达成战略合作,证券时报
785,2021-04-27,渤海证券--计算机行业周报：市场大幅上涨，关注云计算和网络安全【行业研究】,金融界股吧
786,2021-04-27,【计算机】市场大幅上涨，关注云计算和网络安全――计算机行业周报――看好,渤海证券研究
787,2021-04-27,中信证券一季度科技板块基金持仓分析：关注景气持续和低估值修复,证券时报网
788,2021-04-26,软件及服务行业：一季度计算机行业基金持仓：配比深蹲 估值磨底,新浪
789,2021-04-26,金山办公联合南开大学举办首届“紫金杯”协同笔译大赛,和讯
790,2021-04-24,【国盛策略】基金科创板配置Q1有何变化？,新浪
791,2021-04-23,A股主力资金流向（4月23日）：机构抱团股重获追捧，中国平安连续7日遭抛售,Wind
792,2021-04-23,今年将重点推进“协作办公”战略,中证报
793,2021-04-21,A股资金流向（4月21日）：医美龙头获青睐，华为汽车概念遭抛售,Wind
794,2021-04-21,两市融券余额首超1500亿元，上市公司股东出借意愿增强,Wind
795,2021-04-20,A股资金流向（4月20日）：新能源汽车板块遭抛售，光伏巨头获抢筹,Wind
796,2021-04-20,东吴证券--计算机应用行业：美股云计算公司重回高位，A股对标仍有空间【行业研究】,金融界股吧
797,2021-04-20,平安证券--计算机行业周报：工业软件突破提升行动将启动，行业迎来发展春天【行业研究】,金融界股吧
798,2021-04-19,A股资金流向（4月19日）：资金大量进场，新能源板块备受追捧,Wind
799,2021-04-19,4月19日晚间重要行业研究汇总(附股),中金在线
800,2021-04-19,葛珂退出金山办公法定代表人，邹涛接任,发现网
801,2021-04-16,A股资金流向（4月16日）：白酒股强者恒强，恒瑞医药连遭资金抛售,Wind
802,2021-04-15,财信证券--计算机行业月度报告：个股分化情况改善，重视业绩兑现情况【行业研究】,金融界股吧
803,2021-04-14,4月14日晚间重要行业研究汇总(附股),中金在线
804,2021-04-14,每日理财观察：一季度外贸进出口实现“开门红”,Wind
805,2021-04-14,5000亿市值白马跌停！抱团股闪崩都有同一特征（附表）,Wind
806,2021-04-14,“抱团股”频遭抛售，业绩成个股估值试金石,Wind
807,2021-04-13,A股资金流向（4月13日）：短线热门题材熄火，中国中免遭抛售,Wind
808,2021-04-13,中国中免跌停，抱团股接连闪崩，大市值高估公司避险指南,Wind
809,2021-04-13,平安证券--计算机行业周报：工信部发布《征求意见稿》，高度自动驾驶落地将加快【行业研究】,金融界股吧
810,2021-04-12,A股资金流向（4月12日）：市场消化财报预期，周期股龙头遭抛售,Wind
