,2021-12-31,2021年十大牛股和熊股出炉，最牛股大涨566%,Wind
1007,2021-08-27,"大摩：中石油(0857.HK)中期表现与盈喜一致 予目标价4.35港元及""增持""评级",格隆汇
1008,2021-08-27,BlackRock Inc.增持中国石油股份股份约1840.92万股,每日经济新闻
1009,2021-08-27,中石油黑龙江销售首座加油站分布式光伏发电项目投运,东北网
1010,2021-08-27,小摩：维持中国石油股份(00857)“增持”评级 目标价4.7港元,智通财经
1011,2021-08-27,福田与中石油合建首座加氢站投入使用,北极星电力
1012,2021-08-27,「A股中报·8月26日」中国石油净利增277%，狂赚530亿元,时代周报
1013,2021-08-27,中报扭亏为盈爆赚530亿 中国石油五连涨,第一财经
1014,2021-08-27,汇丰研究：下调中国石油股份(00857)至“中性”评级 目标价降3.2%至3.27港元 投资评级恶化,智通财经
1015,2021-08-27,每日理财观察：银保监会进一步完善财产保险公司产品监管制度,Wind
1016,2021-08-27,"大逆转！中石油""发飙""，上半年暴赚530亿，创7年纪录，还狂分红238亿！股价要嗨？",券商中国
1017,2021-08-27,港股公告精选：中国平安中期归母净利润580.05亿元，同比下降15.55%,Wind
1018,2021-08-27,中国石油交出亮眼半年报 上半年业绩创7年同期最佳,上证报
1019,2021-08-27,创下近7年同期最好业绩 中石油上半年实现净利润530亿元,证券日报
1020,2021-08-26,热门中概股涨跌不一，万春药业涨13.03%,Wind
1021,2021-08-26,中国石油上半年日赚2.9亿 创七年同期最好水平,新浪
1022,2021-08-26,中国石油上半年净利逾530亿元，天然气终端销量大涨23%,澎湃新闻
1023,2021-08-26,晚间重要公告2021年8月26日星期四,Wind
1024,2021-08-26,【权益变动】中国石油股份(00857.HK)被贝莱德减持1335万股 减持股份,财华社
1025,2021-08-26,油气两大产业链平稳运行 中国石油上半年经营再创佳绩,上证报
1026,2021-08-26,中国石油：上半年净利润530.4亿元，同比扭亏,36氪
1027,2021-08-26,中石油(00857)预计今年布油或达每桶65至70美元,智通财经
1028,2021-08-26,中国石油(601857.SH)聘任任立新担任高级副总裁,智通财经
1029,2021-08-26,中国石油(601857.SH)半年度归母净利润为530.37亿元,智通财经
1030,2021-08-26,创七年同期最好水平！中国石油发布2021年上半年经营业绩,新浪
1031,2021-08-26,* 中国石油上半年净利530亿，油气产品市场需求大幅改善,阿尔法工场
1032,2021-08-26,中国石油上半年实现净利530.37亿元 同比扭亏为盈,上证报
1033,2021-08-26,中国石油：上半年净利润530.36亿元，扭亏为盈,Wind
1034,2021-08-26,中国石油(601857.SH)半年度业绩扭亏为盈至530.36亿元,格隆汇
1035,2021-08-26,中国石油上半年经营业绩创七年同期最好水平,光明网
1036,2021-08-26,上半年净赚逾530亿元 中国石油业绩创七年同期最好水平,上证报
1037,2021-08-26,中国石油：董事会审议通过《关于选举公司董事的议案》等,Wind
1038,2021-08-26,中国石油：董事会同意聘任任立新担任公司高级副总裁,Wind
1039,2021-08-26,中国石油：预计2021-2025中国天然气需求以每年7-9%的速度增长,财联社
1040,2021-08-26,中国石油：本集团目标是，到2035年，石油、天然气和清洁能源各占投资组合的三分之一,金十数据
1041,2021-08-26,中国石油：预计在2021年至2025年间，中国的天然气需求将以每年7-9%的速度增长,金十数据
1042,2021-08-26,中国石油：预计中国的燃料需求在2021-2025年将以每年1.2%的速度增长,金十数据
1043,2021-08-26,创七年同期最好水平！中国石油上半年净赚530.4亿元,快科技
1044,2021-08-26,【857】中国石油中期转赚530.37亿人币 息13.04分 | 头条金融网,头条日报
1045,2021-08-26,扭亏为盈 中国石油股份(00857)上半年归母净利润530.37亿元,智通财经
1046,2021-08-26,中国石油股份：中期盈利530.37亿人民币，扭亏为盈,Wind
1047,2021-08-26,中国石油：上半年净利润530.37亿元，同比扭亏,Wind
1048,2021-08-26,中国石油重庆销售公司：破解氢能源“痛点”加速构建多元化清洁能源供应体系,新华网
1049,2021-08-26,如何实现碳达峰？中石化赵东：根本是转变发展路径，关键是降碳,Wind
1050,2021-08-26,一图看懂中国石油2020年度社会责任报告,钢企网
1051,2021-08-26,期市投资参考：伦敦基本金属多数上涨，全国早稻产量增长2.7%,Wind
1052,2021-08-25,12.68亿吨！“老牌油田一哥”发现海量页岩油！,21世纪经济报道
1053,2021-08-25,大庆油田古龙页岩油勘探获重大突破 预测储量达12.68亿吨,中国经营网
1054,2021-08-25,中国石油股份：建议选举及委任侯启军及任立新为公司董事,Wind
1055,2021-08-25,收获10亿吨级新增储量，大庆油田在页岩里寻找未来,21世纪经济报道
1056,2021-08-25,中石油在土库曼斯坦开钻新气田，土对华供气已超3000亿方,北京日报
1057,2021-08-25,解盘：人气持续回暖，白酒、有色、煤炭、在线教育领涨,Wind
1058,2021-08-25,新增12.68亿吨！大庆古龙页岩油勘探取得重大战略性突破,Wind
1059,2021-08-24,厚普股份：清洁能源量价齐升，助力半年报业绩大增,证券之星
1060,2021-08-24,基础油趋势｜供应改善，价格回落,润滑油信息网
1061,2021-08-23,兴业证券石油石化行业周报：进口LNG成本上升 LNG价格上涨,新浪
1062,2021-08-23,中泰股份：公司在富阳开发区的新厂房预计2022年进入试生产,Wind
1063,2021-08-23,欧洲天然气价格疯涨10倍 冬季价格或进一步走高,巨丰财经
1064,2021-08-20,新天绿能：子公司天然气公司向中石油河北分公司采购天然气合同将调整7~10月的合同价格,每日经济新闻
1065,2021-08-20,沙特7月对中国石油出口下降10%，但仍是中国第一大原油供应国,理财18
1066,2021-08-20,坤隆股份未签合同先发货遭问询 财务数据披露存差异 问询,GPLP犀牛财经
1067,2021-08-20,中石油参与全国碳市场交易纪实,中国石油报
1068,2021-08-19,"BlackRock, Inc.增持中国石油(00857)1678.8万股，每股作价3.13港元",智通财经
1069,2021-08-19,港股恒指跌幅再度扩大至2%，中石油跌近6%。,新浪
1070,2021-08-19,中国石油宝石钢管公司智能工厂提质增效,中化新网
1071,2021-08-19,石油股早盘走低 中石油跌超5%中石化跌近4%,新浪
1072,2021-08-19,西安市生态环境局召开加油站油气泄漏问题约谈会 14家加油站被约谈 其他违规处罚,华商报
1073,2021-08-19,港股异动 | 中石油(00857)跌超5%领跌石油股 国际油价继续下挫创近三个月新低,智通财经
1074,2021-08-19,国际油价连跌5日 “三桶油”跟随走低 中石油(00857)跌4.63%,和讯
1075,2021-08-19,港股石油股全线下跌 中国石油大跌4%,新浪
1076,2021-08-19,恒指跌幅扩大至1%，有色、能源股引领下跌,Wind
1077,2021-08-19,港股异动丨国际原油连跌5日 石油股下挫 中石油大跌4%,格隆汇
1078,2021-08-19,中国石油在京首座服务冬奥加氢站投运 日加注能力600千克,工业电器网
1079,2021-08-19,港股能源股跌幅扩大，中国石油跌超4%,Wind
1080,2021-08-19,中石油：如何做好今冬明春天然气保供？,中国石油报
1081,2021-08-19,中国石油在京加氢站正式投运 －国务院国有资产监督管理委员会,国资委
1082,2021-08-18,计算机行业“智能网联”系列专题14：第四范式：决策类AI先行者,新浪
1083,2021-08-18,国际油价与油轮运费长期“倒挂”背后：中国石油对外依存度发生松动,证券日报网
1084,2021-08-18,平安银行信用卡，汽车生态的多元赋能者,金融界
1085,2021-08-18,新疆：增储上产强链 发展绿色低碳,新浪
1086,2021-08-18,新疆首个乙烷回收工程顺利投产,中国科技网
1087,2021-08-18,中石油亮相服贸会 数字化转型驱动油气产业高质量发展,中新网
1088,2021-08-18,中石油与大搜车深化战略合作 在加油站打造“汽车换购店”,中新网
1089,2021-08-18,齐鲁银行股价腰斩启示录,北京商报
1090,2021-08-18,万亿级氢能市场引各地政策加持，超三成央企“跑马圈地”,Wind
1091,2021-08-17,特锐德：特来电与中石化省级公司和下面地级公司均有合作,每日经济新闻
1092,2021-08-17,长庆油田上古天然气处理总厂全力保障乙烷制乙烯项目供应链稳定,中国石油网
1093,2021-08-17,中国石油准噶尔盆地重点探区“五场会战”全面铺开,中新网
1094,2021-08-17,中石油底价1.63亿元转让宜兴荣华大酒店100%股权,乐居财经
1095,2021-08-17,多地政策加码，氢能产业发展步入快车道,Wind
1096,2021-08-17,中国石油援疆“一号工程”累计供气逾100亿立方米,中新网
1097,2021-08-16,中石油戴厚良：优化项目投资，促进新能源新业务高质量发展,证券时报网
1098,2021-08-16,【明日主题前瞻】耗能仅为电解水制氢的三分之一 科学家宣布制氢新技术,证券之星
1099,2021-08-16,加强天然气产供储销体系建设 推动能源高质量发展：中石油长庆油田上半年增产天然气12.6亿方,发改委
1100,2021-08-16,大庆华科: 黑龙江司洋律师事务所关于中国石油大庆石化有限公司免于发出要约收购大庆华科股份有限公司股份的法律意见书,证券之星
1101,2021-08-16,我国持续优化天然气管网建设运营路径,国际燃气网
1102,2021-08-16,厚普股份涨停近一个月大涨151%，公司氢能加注设备与中石油中石化已有合作,阿尔法工场
1103,2021-08-16,昆仑信托上半年业绩下降26.79% 董事长变更王增业博士继任 盈利能力下降,GPLP犀牛财经
1104,2021-08-16,致密油气勘探开发项目部七个项目拟审批公示,国际燃气网
1105,2021-08-16,北京首座冬奥配套加氢站正式投运 年底前中石油在北京还将投运2座加氢站,央视
1106,2021-08-16,助力绿色冬奥 福田汽车与中石油合建首座加氢站投入运营,新浪
1107,2021-08-15,14股获超百次心动“投票”！4大板块盛产绩优股,Wind
1108,2021-08-15,中国石油在京首座冬奥加氢站投运 年底前还将投运2座,新浪
1109,2021-08-15,畅通雪域高原油气能源动脉,经济日报
1110,2021-08-14,引入无人洗车水循环处理技术，解决千亿级市场的资源浪费问题,猎云网
1111,2021-08-14,天道轮回，苍天又曾饶过谁,财富动力网
1112,2021-08-14,基础化工行业周报：VE、天然气有望景气上行 新能源需求激增磷化工企业优势显着,光大证券
1113,2021-08-13,郝旺会见中石油黑龙江分公司执行董事、党委书记梁生光一行,钢企网
1114,2021-08-13,国资委发布“三个标杆”企业名单 数十家致远互联用户上榜,凤凰网
1115,2021-08-13,新疆鑫泰天然气股份有限公司 2021年半年度业绩预告,证券日报
1116,2021-08-12,天然气市场景气支撑持续 新天然气预计2021中报业绩同比最大增幅358%,e公司
1117,2021-08-12,新天然气：牵手中石油成效显着 煤层气产能、量价齐升,证券时报网
1118,2021-08-12,中国石油成立首家废旧油管再制造工厂,证券时报网
1119,2021-08-12,第二批低硫船燃出口配额下放300万吨 第三批仍然可期,卓创资讯能源观察
1120,2021-08-12,新天然气：上半年预计净利润同比增长335.0%~358.0%,Wind
1121,2021-08-12,吐哈油田开采30年 六成天然气供给地方,国际燃气网
1122,2021-08-12,宝泰隆与中石油等四方共同签署氢能利用示范项目,北极星电力
1123,2021-08-12,宝泰隆：牵手中石油 共建氢生态,金融界
1124,2021-08-12,关于碳交易，中石油内部人士分享了以下几点,新浪
1125,2021-08-12,青鸟消防(002960)：收入增长提速 多领域齐头并进,新浪
1126,2021-08-12,中国电信来了，会成为又一只中石油吗？,搜狐
1127,2021-08-11,这只氢能股尾盘封板，机构买入176万，攻势还能延续？,证券之星
1128,2021-08-11,挑战茅台，打败两桶油，完胜房地产，宁德时代还要超越工商银行？,中国经济周刊
1129,2021-08-11,三桶油走高 中国石油涨超2%中国海洋石油涨近2%,新浪
1130,2021-08-11,新天然气：一季报中的投资收益主要是公司前期与中石油昆仑燃气进行了资产合作，出售了全资公司部分股权而形成,每日经济新闻
1131,2021-08-10,盐湖股份，狂饮新能源泡沫,格隆汇
1132,2021-08-10,期货日报 | 期货市场为塑料化工产业高质量发展贡献力量,新纪元期货
1133,2021-08-10,淡季储气为冬季保供 中石油储气库年度注气计划完成67.88%,卓创资讯能源观察
1134,2021-08-10,雪人股份：公司是中石化的供应商，也是中石油的一级物资供应商，将积极寻求与石油石化展开氢能方面的合作,每日经济新闻
1135,2021-08-10,惊人！每天净赚17个亿，全球最大石油公司又火了,中国基金报
1136,2021-08-09,中国石油今年将开工建设储气库项目25个,证券时报网
1137,2021-08-09,石油化工行业周报：油价高位震荡 长丝需求回升,新浪
1138,2021-08-09,全球最大石油公司每天净赚4.67吨黄金 国内“两桶油”能否复制辉煌？|美元,券商中国
1139,2021-08-09,"惊人！每天净赚4.67吨黄金，全球最大石油公司半年暴赚3000亿！国内""两桶油""能否复制辉煌？",券商中国
1140,2021-08-09,申能股份：公司目前暂未开展氢能源合作项目,Wind
1141,2021-08-09,国家发改委：8月9日国内成品油价格不作调整,Wind
1142,2021-08-09,中国石油长庆油田天然气勘探又获重大突破,国际燃气网
1143,2021-08-09,看料炒股—看原材料涨跌，炒股票！（2021年8月9日）,生意社
1144,2021-08-09,中石油兰州石化长庆乙烷制乙烯项目取得投料开车一次成功,瑞达期货
1145,2021-08-09,中国石油储气库（群）维持最大注气能力运行,中国石油报
1146,2021-08-08,期市为产业高质量发展贡献力量,期货日报网
1147,2021-08-08,A股将迎史上第五大IPO！还有“一签十万”大肉签,Wind
1148,2021-08-08,全球氢能投资爆发 超百超上市公司布局 投资机会或率先在两个领域出现,财联社
1149,2021-08-07,巨丰访谈：高价和大涨较多的科技股出现分歧 这些市场机会可留意,巨丰财经
1150,2021-08-06,104亿元！国内首套自主知识产权乙烷制乙烯项目开车成功,润滑油信息网
1151,2021-08-06,巨丰投顾：先超中石油再逼五粮液！比亚迪总市值大增 透露出什么信号？,新浪
1152,2021-08-06,巨丰微策略：先超中石油再逼五粮液！比亚迪总市值大增 透露出什么信号？,巨丰财经
1153,2021-08-06,中国石油非常规能源勘探开发技术观察,国际燃气网
1154,2021-08-06,比亚迪A股再创历史新高 总市值超越中国石油进入A股前十,格隆汇
1155,2021-08-06,加热气氛对柴油污染土壤低温热处理的影响,北极星节能
1156,2021-08-06,市值超越中石油，比亚迪何时跨过万亿市值门槛,ZAKER
1157,2021-08-05,新油品标准来了 这次升级在哪里？中国石油科普,快科技
1158,2021-08-05,投资60亿落户合肥，比亚迪A股市值超中石油,搜狐
1159,2021-08-05,券商计算2060年“电池茅”营收靠谱吗？,Wind
1160,2021-08-05,石油化工&基础化工行业2021年中期策略报告：聚焦价值 拥抱成长 把握市场分化预期下的确定性机会,光大证券
1161,2021-08-05,新能源车疯涨！比亚迪市值超中石油，中国首个万亿市值车企将诞生,和讯
1162,2021-08-05,侯启军任中石油董事、总经理、党组副书记(图|简历),中国经济网
1163,2021-08-05,全球商业版图里，中国企业成绩如何？14家中欧校友掌舵企业进入《财富》世界500强！,搜狐
1164,2021-08-05,中海油“借道”如东接收站，首船LNG抵苏,中国燃气网
1165,2021-08-05,恒生指数低开0.14%报26390点 中石油(00857)跌2.43%,和讯
1166,2021-08-05,全国首张“车用综合能源站经营许可证”在渝颁发 加油加气加氢 一站完成,国际燃气网
1167,2021-08-05,巨无霸“穿鞋”而来！中国电信IPO拟发超百亿股，创近11年来新高,Wind
1168,2021-08-05,每日理财观察：天弘基金新任掌门人尘埃落定,Wind
1169,2021-08-05,高景气主线强势修复，锂电板块再掀涨停潮,Wind
1170,2021-08-04,反弹浪潮延续，锂电池股飙涨，比亚迪市值超中石油,搜狐
1171,2021-08-04,比亚迪市值超中石油！王传福身家年增千亿，表哥表嫂套现超 10 亿 减持股份,ZAKER
1172,2021-08-04,核心赛道被“挤爆”！比亚迪创新高，市值一度超越中石油！两市连续11日成交破万亿…后市怎么走？,证券时报
1173,2021-08-04,比亚迪突破300元，市值超中石油，机构资金博弈激烈,第一财经
1174,2021-08-04,超中石油！比亚迪涨停市值跻身A股第九，还能上车吗？丨一只热股,第一财经
1175,2021-08-04,比亚迪市值超越中石油，硬科技强势回归，A股有了新的神？,财经杂志
1176,2021-08-04,金融街下午茶2021年8月4日星期三,Wind
1177,2021-08-04,比亚迪股价突破300元，总市值超过中国石油跻身A股第九名,环球老虎财经
1178,2021-08-04,强势涨停国产车第一高！比亚迪迎历史一刻 市值超中石油,快科技
1179,2021-08-04,新能源迎来新的里程碑：宁德时代后 比亚迪市值超越中石油,财联社
1180,2021-08-04,客户“威胁”基金经理：不买新能源就赎回,Wind
1181,2021-08-04,"彻底涨疯，8000亿比亚迪涨停，市值超中石油！客户急了,""威胁""基金经理：不买新能源就赎回！""请吴亦凡代言"",这家造车新势力翻车",中国基金报
1182,2021-08-04,A股收盘综述：创业板指涨2.47%，新能源车产业链掀起炒作大潮,Wind
1183,2021-08-04,比亚迪A股尾盘再度涨停，总市值跻身前十,Wind
1184,2021-08-04,A股历史将改写 比亚迪突破300元 市值紧追中石油,中证报
1185,2021-08-04,公司自控仪表是否是中石油西油司的供应商?万讯自控：暂无,每日经济新闻
1186,2021-08-04,A股历史将改写！比亚迪股价破300元，总市值紧追中国石油,Wind
1187,2021-08-04,A股历史又将改写！比亚迪股价突破300元，总市值紧追中国石油,中证报
1188,2021-08-04,德石股份IPO：流动性压力需募1.4亿补充，仍分红近4千万,发现网
1189,2021-08-04,央企密集召开年中会议，透露哪些信号？,Wind
1190,2021-08-04,我国污染场地土壤石油烃环境质量标准体系的现状与趋势,北极星节能
1191,2021-08-03,国内首套自主知识产权乙烷制乙烯项目投产,经济日报
1192,2021-08-03,采用中国石油自主技术 引领炼化企业先进水平 国内首套自主知识产权乙烷制乙烯项目 投料开车成功,每经网
1193,2021-08-03,全年石化业利润有望突破1.2万亿,证券时报网
1194,2021-08-03,杨秋菊：进出口差额逐渐扩大 石油树脂国际话语权逐渐增强,卓创资讯
1195,2021-08-03,银川市2021年重点排污单位名录,北极星节能
1196,2021-08-03,【日评】：ABS市场重心走低 中石油下调出厂价格,百川盈孚
1197,2021-08-03,中石油西南油气田天府含气区致密气测试再获高产,国际燃气网
1198,2021-08-03,我国攻克高性能轮胎胎面胶核心技术,中国石油报
1199,2021-08-02,关于核准中国石油天然气股份有限公司安徽阜阳销售分公司安全生产标准化三级达标的公告,国际燃气网
1200,2021-08-02,2021年《财富》世界五百强：中石油雇佣124万人，员工数中国第一,搜狐
1201,2021-08-02,石油石化、基础化工、新材料行业北上资金流向周报,新浪
1202,2021-08-02,比亚迪涨停再创新高 市值超越中石油仅一步之遥,证券之星
1203,2021-08-02,2021世界500强50家员工人数最多公司：沃尔玛230万员工，中石油、国家电网上榜,财富中文网
1204,2021-08-02,上半年石化行业净利大涨3.35倍 傅向升：下半年要控制高端产品进口依赖,财联社
1205,2021-07-31,克拉克森预测中国海运石油贸易持续增长,国际船舶
1206,2021-07-31,【月亮看盘】茅台会不会沦为中石油或深发展第二,和讯
1207,2021-07-30,江西九江市市场监管局抽检198批次成品油 3批次不合格 产品问题,质量新闻网
1208,2021-07-30,全国碳市场，石油石化企业怎么办,新浪
1209,2021-07-30,【华创汽车/电新 · 深度】龙蟠科技：切入铁锂或再造一个龙蟠,Auto Workshop
1210,2021-07-30,加油站卖咖啡、螺蛳粉，底层逻辑是什么？,I黑马
1211,2021-07-29,【华创汽车 · 深度】龙蟠科技：车用尿素高增长，切入铁锂或再造一个龙蟠,Auto Workshop
1212,2021-07-29,雷雨天不能去加油？中石油：这点很危险,快科技
1213,2021-07-29,重磅！国资委公布中石油、中石化、中海油标杆企业名单,新浪
1214,2021-07-29,2021年中国石油加工行业产业链现状及区域市场格局分析 山东炼化企业集群规模最大,前瞻研究院
1215,2021-07-29,三大石油公司8家企业、6大项目入选国资委标杆名单！,国际能源网
1216,2021-07-29,2021中国石油和化工产业循环经济高端论坛召开,中国网
1217,2021-07-29,尼日尔官员称赞中企促进尼石油工业可持续发展,新华网
1218,2021-07-29,精彩聚焦丨“DCE·产业行”走进中石油——永安期货助力石化企业转型升级,永安期货
1219,2021-07-28,河南水灾加油站被淹 油还能用吗？中石油：油品含水 无法使用 自然灾害,快科技
1220,2021-07-28,高盛：中石油过度调整展现更佳入市机会，重申确信买入,Wind
1221,2021-07-28,杰瑞股份(002353)：公司涡轮压裂设备获北美订单 看好海外市场高成长性,新浪
1222,2021-07-28,港股盘前必读：中国恒大公告称决定取消特别分红方案,Wind
1223,2021-07-28,大A连续两天怎么了？长线资金正在逆势往这里走,Wind
1224,2021-07-27,智通每日大行研报丨比亚迪股份(01211)获小摩看高至250港元 汇丰研究吁“加仓”航运股,智通财经
1225,2021-07-27,坚守初心，这些千亿白马股息率连续3年超过5%,Wind
1226,2021-07-27,徐吉明任交通银行党委副书记 原任中石油纪检监察组组长,证券时报网
1227,2021-07-27,慧点科技·法智易|饶攀军：【数智化转型 构建“四位一体”业务智能中台】,凤凰网
1228,2021-07-27,2021亚太国际涂料产业发展大会在我市举行,钢企网
1229,2021-07-27,绿色供应链是企业核心竞争力 ——访中国石油和化学工业联合会供应链工作委员会秘书长李铁,国家煤化工网
1230,2021-07-27,【券商聚焦】高盛重申中石油(00857)买入评级 料油价于今年末季再次走强,和讯
1231,2021-07-27,*高盛微削中石油(00857)目标价1.9%至5.2港元 重申“买入”评级,和讯
1232,2021-07-26,圣泉集团上市前夕财务数据“大调整” 供应商踩雷无证生产下游存隐忧 关联方问题,金融界
1233,2021-07-26,交行或迎新监事长 中石油纪检组长徐吉明跨界履新,新浪
1234,2021-07-26,发改委：26日24时起国内汽、柴油价格每吨分别降低100元和95元,Wind
1235,2021-07-26,中石油纪检监察组组长徐吉明或将赴任交行监事长，此前已空缺5个月,Wind
1236,2021-07-26,独家｜中石油纪检监察组组长徐吉明或将赴任交行监事长，此前已空缺5个月,21世纪经济报道
1237,2021-07-26,权重砸盘，漂亮50创新低，发生了什么？,Wind
1238,2021-07-26,金发科技(600143)：改性塑料龙头进军上游原料 一体化布局再扩公司护城河,新浪
1239,2021-07-26,1748家A股公司披露上半年业绩预告，七成预喜,Wind
1240,2021-07-25,“DCE·产业行”走进中石油助力石化产业高质量发展,期货日报网
1241,2021-07-25,粤港澳大湾区国际能源交易中心将实现全年不间断交易,Wind
1242,2021-07-24,中国股票的市盈率仍偏低，看清热门股、最差股基金最新持仓！,Wind
1243,2021-07-23,主题策略2021年中报业绩前瞻：中道增长持续显着 科技制造赛道优势,新浪
1244,2021-07-23,2张图看清热门股、最差股中基金最新持仓！,Wind
1245,2021-07-23,上海石油天然气交易中心为中国石油开设首个油品交易专场,新浪
1246,2021-07-23,A股震荡下行超46亿外资暂时撤离，新能源产业链股遭大幅抛售,Wind
1247,2021-07-23,官方：指导发电企业千方百计提升高峰时段发电供电能力,中新经纬
1248,2021-07-23,【大行点评】高盛：中石油回调予买入良机目标价5.2元|头条金融网,头条日报
1249,2021-07-23,13股中报估值大幅下降+股价上涨空间超30%,Wind
1250,2021-07-23,2021年二氧化碳减排和资源化技术先锋论坛在大连成功召开,中国能源网china5e
1251,2021-07-22,电动车能在加油站充电了，石油巨头新能源时代下的改变,ZAKER
1252,2021-07-22,起诉书：律师女婿伙同厅官岳父受贿千万，案发次日曾潜逃境外 诉讼纠纷,澎湃新闻
1253,2021-07-22,石油股早盘集体高开 中石油涨超4%中石化涨近3%,新浪
1254,2021-07-22,恒生指数早盘高开0.88% 中石油(00857)涨4.04%,和讯
1255,2021-07-22,油价低位反弹，油股涨中国石油初段升4.3%,财华社
1256,2021-07-22,国际油价大涨带动三桶油高开中石油涨超4%,格隆汇
1257,2021-07-22,港股异动 | 中石油(00857)涨超4%领涨石油股 供需缺口或持续 国际油价大幅反弹,智通财经
1258,2021-07-22,中石油旗下信托：因未按照规定报送可疑交易报告被央行处罚！ 金融监管处罚,微信
1259,2021-07-21,保障能源供给提供优质服务 中国石油厉兵秣马为冬奥赋能,中新网
1260,2021-07-21,重庆南川区将成为川渝地区天然气区域供给中心,国际燃气网
1261,2021-07-21,北向资金今日净买入31.17亿元，东方财富获净买入逾11亿元,Wind
1262,2021-07-21,每日理财观察：LPR连续15个月不变，三孩生育政策公布,Wind
1263,2021-07-21,逾七成公司半年报业绩预喜，“周期”和“成长”齐飞,Wind
1264,2021-07-20,2021年《财富》中国500强排行榜揭晓：京东第11，阿里第14，腾讯第20,Wind
1265,2021-07-20,2021年《财富》中国500强发布 上榜上市公司总营业收入达53万亿元人民币,财富中文网
1266,2021-07-20,晚间重要公告2021年7月20日星期二,Wind
1267,2021-07-20,中国石油(601857.SH)聘任孙龙德担任公司总地质师,智通财经
1268,2021-07-20,中国石油：董事会同意聘任孙龙德担任总地质师、张明禄担任安全总监、朱国文担任副总裁,Wind
1269,2021-07-20,恒指收跌0.84% 石油、银行表现低迷 中石油(00857)跌逾3%,和讯
1270,2021-07-20,华夏基金柳万军最新持仓，重仓中国石油（华夏鼎清债券型基金）,证券之星
1271,2021-07-20,600亿龙头突然闪崩，恒大系又大跌！什么情况？ 连续下跌,Wind
1272,2021-07-20,恒指半日跌1.19% 石油板块遭重创 中石油(00857)跌近6%,和讯
1273,2021-07-20,中国企业500强排行榜：中石化称冠中石油排第二|头条金融网,头条日报
1274,2021-07-20,恒指跌幅扩大至1%，内房龙头股走弱,Wind
1275,2021-07-20,港股石油股走低 中国石油及昆仑能源均跌近3%,新浪
1276,2021-07-20,国际油价下跌拖累“三桶油” 中石油(00857)跌3.87%,和讯
1277,2021-07-20,港股异动 | 中石油(00857)跌超4%领跌石油股 OPEC+增产及疫情引发石油需求担忧,智通财经
1278,2021-07-20,恒生指数早盘低开0.34% 中石油(00857)挫近3%领跌蓝筹,和讯
1279,2021-07-20,油服：OPEC+分歧消除 国内继续加大勘探开发将成十四五主基调,新浪
1280,2021-07-20,港股油气股走低，中国石油跌超4%,Wind
1281,2021-07-20,南华期货：2021年7月舟山燃料油行业走访调研报告,南华期货
1282,2021-07-20,公用事业行业数据周报,新浪
1283,2021-07-20,持续创新为中国石油攒足底气,经济日报
1284,2021-07-20,“两桶油”成全国碳交易首批成交企业 石化行业转型迫在眉睫,证券日报
1285,2021-07-19,关于舟山保税船用燃料油 看这篇调研报告就够了,新浪
1286,2021-07-19,瑞信：维持中石油(00857)“跑赢大市”评级 目标价微升至5.7港元,智通财经
1287,2021-07-19,能源化工行业国际油价点评：OPEC+达成产量决议 有望支撑短期油价,新浪
1288,2021-07-19,石油化工新材料行业北上资金周报,新浪
1289,2021-07-19,瑞信：上调中石油目标价至5.7港元 评级跑赢大市,中金在线
1290,2021-07-19,看料炒股—看原材料涨跌，炒股票！（2021年7月19日）,生意社
1291,2021-07-19,国家电投牵手中石化、中石油，推进分布式光伏与清洁能源建设,中国能源网china5e
1292,2021-07-19,中信证券：OPEC+决议好于预期，有望推动油价上行,Wind
1293,2021-07-17,IPO前瞻 | 650亿、近10年A股最大IPO，「科创一哥」会成为下一个中石油吗？,36氪
1294,2021-07-17,碳市场首日交易额达2.1亿元“两桶油”等10家能源企业首批试水,中国经营网
1295,2021-07-17,中国最大的企业之一中石油总经理确定 侯启军回归当二把手,运营商财经网
1296,2021-07-17,国内财经媒体头版2021年7月17日星期六,Wind
1297,2021-07-17,碳市场首日成交超2亿，多家央企进场试“碳”,Wind
1298,2021-07-17,碳中和之路迎新里程碑，全国碳交易市场正式启航,Wind
1299,2021-07-16,A股二季度盘点，利润同比增幅最多的30家公司：中石油增310亿居榜首,证券之星
1300,2021-07-16,北向资金再度净卖出超41亿，新能源产业链股遭大幅抛售,Wind
1301,2021-07-16,“三桶油”旗下数十家企业纳入全国碳市场，工信部加快推动石化行业碳达峰,21世纪经济报道
1302,2021-07-16,“老石油”侯启军从国家管网集团重回中石油，出任总经理,澎湃新闻
1303,2021-07-16,重磅人事 | 国家管网公司总经理侯启军“重回”中石油集团任总经理,华夏能源网
1304,2021-07-16,中国石油总经理到任,每日经济新闻
1305,2021-07-15,中央决定：侯启军任中石油总经理,新京报
1306,2021-07-15,侯启军任中国石油董事、总经理、党组副书记,Wind
1307,2021-07-15,侯启军任中国石油董事、总经理、党组副书记,e公司
1308,2021-07-15,能源科技工程与中国石油上海销售公司签署战略合作协议,我的煤炭网
1309,2021-07-15,石油石化行业周报：纺企增加原料采购 涤纶长丝价格上涨,新浪
1310,2021-07-15,中石油中石化近千亿利润背后，光汇石油旗下的云油加油也受益！,中国能源网china5e
1311,2021-07-15,油价涨价效应之下，云油加油的增长“密码”受关注,产业发展研究
