,2021-12-31,年终盘点|医药2021：白马纷纷倒下 创新药走出温室 医改重构医药投资价值逻辑,财联社
531,2021-08-05,A股收盘综述：资金畏高指数集体回调，军工股逆势爆发,Wind
532,2021-08-05,长春高新接受198家机构调研！短期主力资金净流出，存在资金分歧,每日经济新闻
533,2021-08-05,长春高新：多年来一直坚持规范运作 未来也会坚持将合规经营作为底线,财联社
534,2021-08-05,长春高新：在生长激素成人适应症方面 公司认为产品未来市场潜力较大,财联社
535,2021-08-05,长春高新：将积极推进生长激素产品未来在抗衰老、医美等方面合规应用,Wind
536,2021-08-05,地产板块罕见爆发！这一板块或成下一个主线？,中证报
537,2021-08-05,回应生长激素滥用 长春高新(000661.SZ)打开跌停板,格隆汇
538,2021-08-05,长春高新：生长激素属于处方药 均销售至符合法律法规要求的医疗机构,e公司
539,2021-08-05,长春高新回应生长激素滥用：相关产品均销售至合法医疗机构,Wind
540,2021-08-05,长春高新回应生长激素滥用：相关产品均销售至合法医疗机构,金十数据
541,2021-08-05,长春高新与安科生物大跌！“增高针”治疗引发关注 连续下跌,中国证券网
542,2021-08-05,千亿巨头罕见跌停，6倍大牛股突然大跌！,Wind
543,2021-08-05,医药上市公司仍受机构关注，不乏大跌个股,制药网
544,2021-08-05,解盘：资金继续回流，航母、大飞机、摄像头、芯片略涨,Wind
545,2021-08-05,A股午盘综述：沪市权重力扛指数，军工股全线爆发,Wind
546,2021-08-05,【行情】长春高新打开跌停板,金十数据
547,2021-08-05,长春高新开盘跌停 成交额超15亿元,中证网
548,2021-08-05,快讯：长春高新逼近跌停,财联社
549,2021-08-05,长春高新、安科生物双双大跌,Wind
550,2021-08-05,什么情况？科技部刊文，但斌吓坏！更有千亿白马危险了,Wind
551,2021-08-05,深夜炸雷！1200亿巨头要凉？,Wind
552,2021-08-04,长春高新：子公司百克生物拟与广州思安信生物技术有限公司就取得新型冠状病毒疫苗（PIV-5载体）及针对新冠病毒突变株研发的疫苗（PIV-5载体）相关技术在许可区域内的独家许可权利签署《许可合作协议》,每日经济新闻
553,2021-08-04,长春高新：子公司百克生物于昨日召开股东大会，审议通过此次新冠疫苗合作相关议案,每日经济新闻
554,2021-08-04,长春高新：2018-2020年董事、监事、高级管理人员薪酬管理办法目前已到期,每日经济新闻
555,2021-08-04,顶流基金经理最新调研路线曝光，这些赛道引明星聚集,Wind
556,2021-08-03,医药生物行业双周报,新浪
557,2021-08-03,新冠疫情出现反复 相关概念股集体飙涨丨牛熊眼,第一财经
558,2021-08-03,医药生物行业简评报告：德尔塔变异毒株扩散 关注防疫相关标的,新浪
559,2021-08-03,疫苗股盘初活跃，辽宁成大涨近5%,Wind
560,2021-08-03,66家公司获机构调研（附名单）,证券时报网
561,2021-08-02,市值蒸发40%！昔日的政策免疫医疗核心资产，到底遭遇了什么？,瞪羚社
562,2021-08-02,雪球直播节丨A股那些十倍股有什么规律？,雪球
563,2021-08-02,医药行业周报：政策担忧不改医药高景气 疫情爆发带来疫苗阶段性机会,新浪
564,2021-08-02,【最全】2021年中国东北地区中成药行业上市公司全方位对比(附业务布局、业绩对比、业务规划等),前瞻研究院
565,2021-08-02,疫苗股集体跳水，智飞生物跌近6%,Wind
566,2021-08-02,16股获20家以上机构调研 长春高新最受关注,证券时报网
567,2021-08-02,57家公司获机构调研（附名单）,证券时报网
568,2021-08-02,基金调研节奏放缓 上周调研27家公司,中国基金报
569,2021-08-02,生长激素集采预期受关注 机构扎堆调研长春高新,证券时报
570,2021-08-01,合作取得重要进展！这只鸿蒙概念股获268家机构扎堆调研,21世纪经济报道
571,2021-08-01,“盐湖提锂”王者归来！硬科技龙头获近500家机构调研,Wind
572,2021-07-31,医药行业周报：散点疫情偶发 寻找“脱敏”品种,西南证券
573,2021-07-29,医药行业点评：医药板块下跌明显 回调不改基本面,新浪
574,2021-07-29,74家公司获机构调研(附名单),中财网
575,2021-07-29,两融余额高位回落，杠杆资金转投低位消费股,Wind
576,2021-07-29,长春高新：生长激素产品 短期内不会进入集采,全景网
577,2021-07-29,长春高新：公司子公司百克生物鼻喷流感疫苗目前已经上市，同时后续拟布局鼻喷新冠疫苗,每日经济新闻
578,2021-07-29,长春高新：公司生长激素产品经营正常,每日经济新闻
579,2021-07-28,长春高新：目前整体经营情况良好,Wind
580,2021-07-28,长春高新急挫40%：投资者害怕什么？,格隆汇
581,2021-07-28,长春高新：预计短期内生长激素产品不会进入国家集采,e公司
582,2021-07-28,长春高新接受144家机构调研！短期主力资金净流出，存在资金分歧,每日经济新闻
583,2021-07-27,"长春高新现1笔大宗交易 共成交1,817.88万元",新浪
584,2021-07-27,长春高新今日大宗交易成交6万股，成交价302.98元溢价0.0%,Wind
585,2021-07-27,长春高新：公司现有生长激素产品属于处方药，公司将在合法合规范围内进行相关领域推广,每日经济新闻
586,2021-07-27,A股收盘综述：指数尾盘跳水沪指失年线，新能源产业链大幅下杀,Wind
587,2021-07-27,长春高新、智飞生物均连续四日大跌，疫苗板块持续疲软,Wind
588,2021-07-27,医药生物行业简评报告：寻找估值和成长两相宜的细分板块,新浪
589,2021-07-27,A股午盘综述：科创50大涨近4%，芯片股全线爆发,Wind
590,2021-07-27,医药龙头短线再度跳水，通策医疗跌近6%,Wind
591,2021-07-27,医药周报：板块震荡 精选赛道良好、中长期估值消化确定性强的核心资产,新浪
592,2021-07-26,不平凡的7月：茅台新低股指尽墨，4成个股却上涨,Wind
593,2021-07-26,A股收盘综述：消费、金融全线杀跌，芯片股尾盘暴拉,Wind
594,2021-07-26,北向资金半日净流出62亿！核心资产不香了？,Wind
595,2021-07-26,千亿巨头闪崩跌停潮：茅台跌1000亿，腾讯跌7%,Wind
596,2021-07-26,A股午盘综述：三大指数均跌逾2%，茅指数、宁组合集体大跌,Wind
597,2021-07-26,医药股全线杀跌，通策医疗跌停,Wind
598,2021-07-25,医药基金二季报解读,雪球
599,2021-07-24,长春高新：生长激素龙头地位稳定,财富动力网
600,2021-07-24,大家聊聊医药基金二季报吧,雪球
601,2021-07-24,长春高新，谁的新宠，又是谁的弃子？,雪球
602,2021-07-23,A股震荡下行超46亿外资暂时撤离，新能源产业链股遭大幅抛售,Wind
603,2021-07-23,3大千亿白马重挫，锂电牛股跌13%！券商股却火了,Wind
604,2021-07-23,医药行业2021Q2持仓分析：医药仓位持续回升 核心资产继续分化,西南证券
605,2021-07-23,长春高新：百克生物相关带状疱疹疫苗为一次接种方式，目前产品尚在研发阶段,Wind
606,2021-07-23,赵蓓管理的工银瑞信前沿医疗增仓CXO赛道 长春高新淡出前十大重仓股,金融界
607,2021-07-23,18家千亿顶流基金公司调仓释放重要信息,Wind
608,2021-07-23,北向资金动向盘点：重手净买金融，大额净卖医药,Wind
609,2021-07-22,21年基金中报点评：从价值转向成长,新浪
610,2021-07-22,3000亿药茅惨烈跌停、贾跃亭又要上市、白酒大跌,Wind
611,2021-07-22,长春高新(000661)：生长激素龙头地位稳定 疫苗板块未来可期,新浪
612,2021-07-22,基金二季报重仓股调查：仓位稳中有升，增配三大行业,Wind
613,2021-07-22,【行情】辅助生殖板块午后持续走弱，长春高新跌超6%，复星医药、共同药业、麦迪科技跟跌,金十数据
614,2021-07-22,暴赚8700亿！二季度公募基金23万亿创新高,Wind
615,2021-07-22,疫苗板块持续走低，智飞生物等多只龙头跌超5%,Wind
616,2021-07-22,港股盘前必读：消息称爱美客计划于本月或下月向港交所递交上市申请,Wind
617,2021-07-22,公募二季度重仓白酒医药新能源，明显增持新材料板块,Wind
618,2021-07-21,A股共发生195宗大宗交易成交38.43亿元（7月21日）,Wind
619,2021-07-21,长春高新大宗交易成交0.50万股成交额202.48万元,证券时报网
620,2021-07-21,长春高新今日大宗交易成交0.50万股，成交价404.96元溢价0.0%,Wind
621,2021-07-21,大消费板块事件点评：优化生育政策落地 利好相关行业,新浪
622,2021-07-21,婴童概念中报预喜股出炉，聪明资金抢先盯上这10股,Wind
623,2021-07-20,北向资金今日净买入30.65亿元，持续加仓医药股,Wind
624,2021-07-20,医药行业周报：中报预告持续发布 关注业绩高增长个股,新浪
625,2021-07-20,长春高新今日大宗交易成交3.60万股，成交价409.01元溢价0.0%,Wind
626,2021-07-20,A股早报2021年7月20日星期二,Wind
627,2021-07-20,北向资金动向盘点：重手买入“医药”，谨防“德尔塔”,Wind
628,2021-07-20,刘格菘仓位仍超90%、萧楠大幅增持银行股,Wind
629,2021-07-19,顶流基金经理最新重仓股大曝光，狂买这些股！,Wind
630,2021-07-19,医药生物行业周报：海外疫情反复 行业超跌后迎来反弹,新浪
631,2021-07-19,2021券商医药行业动态（第29周）,Wind
632,2021-07-19,A股资金流向（7月19日）：资金避高就低，医药、白酒龙头重获资金青睐,Wind
633,2021-07-19,A股收盘综述：沪指震荡，网络安全、中药题材花开两朵,Wind
634,2021-07-19,吴亦凡被曝丑闻，良品铺子声明合作已终止，今天股价差点跌停 经营问题,中国基金报
635,2021-07-19,锂电猪肉股重挫，500亿大牛股闪崩跌停！千亿大白马连续崩跌,Wind
636,2021-07-19,"突然崩了！吴亦凡曾代言，这只股差点跌停！锂电猪肉股重挫，500亿大牛股闪崩跌停！千亿大白马连续崩跌，却有新股一天暴涨18倍！
连续下跌",中国基金报
637,2021-07-19,北向资金净流入13.32亿，逾2700股下跌！长春高新、片仔癀被买入9.2亿，解读,和讯
638,2021-07-19,A股午盘综述：三大股指午前均有抬头迹象,Wind
639,2021-07-19,医药板块发力走高 广誉远、长春高新等大涨超8%,证券时报网
640,2021-07-18,医药行业周报：中报预告落地 个股表现持续分化,西南证券
641,2021-07-17,医药与健康护理行业周报：中报预告相继披露 关注业绩高增长公司,新浪
642,2021-07-14,登陆科创板不足一个月 百克生物董事长更迭,贝壳财经
643,2021-07-13,长春高新现1笔大宗交易 共成交400.30万元,新浪
644,2021-07-13,长春高新今日大宗交易成交1.06万股，成交价377.64元溢价0.0%,Wind
645,2021-07-13,2021年医药生物中期策略报告：需求长期景气 布局创新、医疗服务和消费主线,新浪
646,2021-07-12,长春高新：百克生物狂犬疫苗预计2021年下半年恢复生产,Wind
647,2021-07-12,医药生物行业：十四五开启血制品新成长周期 重点推荐天坛生物、博雅生物等,新浪
648,2021-07-09,长春高新：存在一个严重的认知差！好公司也要独立思考,证券之星
649,2021-07-09,首批公募基金二季报出炉 权益类基金业绩改善 持仓有哪些变化?,新京报
650,2021-07-08,中银旗下部分基金率先发布二季报,Wind
651,2021-07-06,上半年险资调研近2500次：航空、食品业成“心头好” 半导体龙头最吸金,财联社
652,2021-07-06,生长激素价格太贵，有没有降价的意愿？长春高新：综合考虑政策要求、产品研发及生产销售成本等确定产品价格,每日经济新闻
653,2021-07-06,目前公司收到过广东联采的文件吗?长春高新：暂无相关文件,每日经济新闻
654,2021-07-06,广东医保局的联采，金赛有没有报名参加？长春高新：目前暂无相关事项通知,每日经济新闻
655,2021-07-06,医药生物行业双周报,新浪
656,2021-07-05,A股资金流向（7月5日）：资金大幅流入锂电上游行业,Wind
657,2021-07-05,医药行业周报：本周中药板块爆发 关注ME-TOO抗癌药临床政策缩紧,新浪
658,2021-07-03,长春高新：子公司百克生物在研产品中有阿尔茨海默病治疗性疫苗，相关产品目前为临床前研究阶段,每日经济新闻
659,2021-07-02,二季度险资调研热度不减，仍聚焦医药等行业,制药网
660,2021-07-02,东北老工业基地转型迸发新活力,Wind
661,2021-07-02,险资二季度调研，上市公司数量同比增长近三成,Wind
662,2021-07-01,网红股被险资扎堆调研，17只个股二季度股价翻倍,Wind
663,2021-07-01,医药与健康护理行业月报：国内疫苗接种量高速增长 关注新冠疫苗出海机会,新浪
664,2021-06-30,长春高新：相关原料优先用于公司自产使用,每日经济新闻
665,2021-06-29,294家医药公司分红582亿！恒瑞攒钱研发，迈瑞慷慨，云南白药分近50亿，Biotech几乎不分！,E药经理人
666,2021-06-29,医药生物行业周观点：集采陆续落地 政策压力不减,新浪
667,2021-06-28,百克IPO急扩产品，单款疫苗扛九成收入，市场天花板见顶，自研太慢或开启收购,经济观察报
668,2021-06-27,兴业证券：医药板块业绩弹性逐步释放，关注半年报业绩高增长公司,智通财经
669,2021-06-27,持股片仔癀12年暴赚120亿，神秘的王富济是谁？,第一财经
670,2021-06-27,超越张坤，医药女神成功出圈,ZAKER
671,2021-06-25,15.9万元！长春上市公司员工均薪大涨19% 增幅高居68城第二位,投资时报
672,2021-06-25,百克生物上市首日涨226% IPO募15亿两券商赚0.9亿,中国经济网
673,2021-06-25,医药行业2021年半年度投资策略：医改新常态下 紧扣创新+消费投资主线,渤海证券
674,2021-06-25,百克生物登陆科创板 首日大涨超200%,新京报
675,2021-06-25,今日上市：嘉益股份、瑞丰银行、百克生物,中国经济网
676,2021-06-24,北向资金今日再度净买入30.97亿元，新能源概念股受资金抢筹,Wind
677,2021-06-24,长春高新：控股子公司将于6月25日在科创板上市,中证网
678,2021-06-24,午间公告2021年6月24日星期四,Wind
679,2021-06-24,长春高新(000661.SZ)：子公司百克生物明日登陆科创板,格隆汇
680,2021-06-24,长春高新：公司去年无形资产增加非常多主要系合并范围增加brillian公司所致,Wind
681,2021-06-24,27股获券商买入评级，长安汽车目标涨幅达65.85%,Wind
682,2021-06-24,医药行业2021年下半年投资策略：疫后重归长逻辑,新浪
683,2021-06-24,北向资金动向盘点：重手加仓“电子”,Wind
684,2021-06-24,北向资金净买入额创近一个月新高，大幅增持电子元件板块（附股）,21世纪经济报道
685,2021-06-23,长春高新(000661.SZ)：拟使用不超15亿元闲置自有资金进行现金管理,格隆汇
686,2021-06-23,长春高新(000661.SZ)聘任刘思、李洪谕、李季担任证券事务代表,智通财经
687,2021-06-23,长春高新：聘任刘思、李洪谕、李季担任公司证券事务代表，均已取得深圳证券交易所董事会秘书资格证书,每日经济新闻
688,2021-06-23,医药行业周报：人工关节国采启动 有望加速头部集中,渤海证券
689,2021-06-23,朗姿股份股东清仓式减持引满屏质疑 合规减持的预期管理也不可忽视 减持股份,证券时报网
690,2021-06-23,西南证券维持长春高新买入评级：收购北京新源长青51%股权，外延式发展更进一步,每日经济新闻
691,2021-06-23,长春高新连放两大利好股价仍跌 26个交易日市值蒸发549亿 连续下跌,长江商报
692,2021-06-23,生长激素业务“吃独食”的局面濒临变化，长春高新开始另寻它路？,环球老虎财经
693,2021-06-23,汪啸骅：长春高新再度聚焦创新药 中长期提升竞争优势,第一财经
694,2021-06-23,长春高新：收购正在推进 后续将参与实际经营 丨公司问答,第一财经
695,2021-06-23,长春高新：拿下新冠疫苗独家许可权 加速布局疫苗丨公司问答,第一财经
696,2021-06-23,长春高新(000661)股票行情 1600亿'东北茅'又放大招!,至诚财经
697,2021-06-23,布局老年神经退行性疾病领域，长春高新子公司拟收购北京新源长青51%股份,资本邦
698,2021-06-23,与11万股民息息相关千亿医药放大招：股民却不以为然？,财联社
699,2021-06-23,【医药】人工关节国采启动，国产龙头有望获益――医药行业周报——中性,渤海证券研究
700,2021-06-23,“大白马”长春高新市值缩水超500亿 生长激素“一家独大”局面还能维系多久 连续下跌,中金在线
701,2021-06-23,1600 亿“药茅”再出利好，10 万股民嗨了！网友：涨停见，也有人担心被套,ZAKER
702,2021-06-23,10万股民嗨了！1600亿“东北茅”又放大招！网友：涨停见,Wind
703,2021-06-23,10万股民嗨了！刚刚，1600亿“东北茅”又放大招！网友：涨停见！,中国基金报
704,2021-06-22,晚间重要公告2021年6月22日星期二,Wind
705,2021-06-22,晚间公告｜6月22日这些公告有看头,第一财经
706,2021-06-22,“药茅”长春高再出利好，股价能否就此止跌？,证券之星
707,2021-06-22,医药生物行业双周报,新浪
708,2021-06-22,长春高新(000661.SZ)：金赛药业拟收购北京新源长青51%股权快速进入老年神经退行性疾病领域,格隆汇
709,2021-06-22,长春高新：子公司金赛药业拟收购北京新源长青51%股权,e公司
710,2021-06-22,医药行业2021年半年报业绩前瞻：CXO、生物制品、创新器械、医疗服务有望持续高增长,西南证券
711,2021-06-22,医药行业周报：关注国产色谱填料领军企业纳微科技,新浪
712,2021-06-21,长春高新今日大宗交易成交10.80万股，成交价385.0元溢价0.0%,Wind
713,2021-06-21,长春高新：百克生物上市后仍为公司并表范围内的子公司,Wind
714,2021-06-21,医药生物行业周报：医疗服务会是下半年医药最强音么？强调重视康复医疗赛道,新浪
715,2021-06-20,今年最牛新股一签大赚21.94万元，下周新股又来了！,Wind
716,2021-06-18,各种“茅”不香了？私募调研偏爱冷门股，这些赛道成焦点,中证报
717,2021-06-18,医药生物行业2021年下半年投资策略：短期有扰动 长期发展趋势向好,新浪
718,2021-06-17,长春高新现1笔大宗交易 共成交200.87万元,新浪
719,2021-06-17,医药板块相对估值位于历史中等水平 关注两条主线,银河证券
720,2021-06-16,百克生物网络申购中签率0.029% 水痘疫苗还要独撑业绩多久,贝壳财经
721,2021-06-16,键凯科技(688356)：PEG领域模式创新领先者,新浪
722,2021-06-16,比葛兰还牛的医药基金经理，有哪几位？,养基司令
723,2021-06-16,【医药】加快社区医院建设，推进医疗服务均衡化――医药行业周报——中性,渤海证券研究
724,2021-06-15,百克生物今日申购：鼻喷式新冠疫苗能否成新利润增长点？,中新经纬
725,2021-06-15,太平洋--医药行业周报：重点推荐丽珠集团和我武生物【行业研究】,金融界股吧
726,2021-06-15,医药行业2021年6月投资月报：6月仍然是较好的窗口期 两条思路配置医药,西南证券
727,2021-06-15,布局不用打针的新冠疫苗！这只新股今天申购,Wind
728,2021-06-13,医保收支增幅下降原因不明；广州疫情危重症比例高,健识局
729,2021-06-13,医药与健康护理行业周报：鼻喷雾式/吸入型新冠疫苗正在申请紧急使用,新浪
730,2021-06-11,刘玉(广发基金)投资风格分析：深耕“核心-卫星”组合框架追求长期稳健投资回报,新浪
731,2021-06-11,长春高新：控股子公司百克生物上市后仍纳入公司并表范围,Wind
732,2021-06-11,百克生物IPO：靠水痘疫苗独撑业绩？,中新经纬
733,2021-06-11,45股遭北向资金减持超5000万元 减持股份,证券时报网
734,2021-06-11,百元股数量达163只，一日增加5只,证券时报网
735,2021-06-10,医药大白马长春高新“意外”大跌 557只基金浮亏78亿元 连续下跌,电鳗快报
736,2021-06-10,23股获券商买入评级，中远海控目标涨幅达67.03%,Wind
737,2021-06-09,【繁微另类数据】基于移动大数据的上市公司金融活动指数的选股应用,东证衍生品研究院
738,2021-06-09,陆股通周监控第86期：宽松预期继续 增配科技成长,新浪
739,2021-06-09,安信证券：长春高新（000661.SZ）拟合作布局鼻喷新冠疫苗，维持“买入-A”评级,智通财经
740,2021-06-09,安信证券维持长春高新买入评级：拟合作布局鼻喷新冠疫苗，进一步拓宽疫苗管线广度,每日经济新闻
741,2021-06-09,【医药】常态化推进药械集采，加快发展城市医疗集团及县域医共体——医药行业周报——中性,渤海证券研究
742,2021-06-09,25股获券商买入评级，宇通客车目标涨幅达64.30%,Wind
743,2021-06-09,险资一个月调研235家A股上市公司,Wind
744,2021-06-08,长春高新“拿下”新冠疫苗喷剂 将向思安信累计付款约8.4亿,每日经济新闻
745,2021-06-08,险资一个月调研235家A股上市公司： 最青睐生物科技、医疗保健行业,21世纪经济报道
746,2021-06-08,速读社丨FDA批准阿尔茨海默病药Aduhelm 恒瑞、阿斯利康等多款重磅药物新适应症即将获批,新浪医药
747,2021-06-08,长春高新：根据相关行业数据，国际市场中成人生长激素约占总份额的60%-70%左右,每日经济新闻
748,2021-06-08,A股资金流向（6月8日）：白酒股巨量杀跌，资金大幅出逃,Wind
749,2021-06-08,长春高新：公司暂无鼻喷新冠疫苗相关产品上市,每日经济新闻
750,2021-06-08,长春高新：公司目前生产经营一切正常,每日经济新闻
751,2021-06-08,长春高新：2020年鼻喷流感疫苗批签发量为156.7万人份,Wind
752,2021-06-08,东莞证券维持长春高新推荐评级，事件点评：鼻喷新冠疫苗顺利推进，业务管线更完善,每日经济新闻
753,2021-06-08,东莞证券：长春高新（000661.SZ）鼻喷新冠疫苗顺利推进，业务管线更完善，维持“推荐”评级,智通财经
754,2021-06-08,长春高新“入局”新冠疫苗，拟8.4亿元获得思安信独家授权,资本邦
755,2021-06-08,上市公司正负面新闻2021年6月8日星期二,Wind
756,2021-06-08,A股消息：十股公告精选，长春高新发行超4000万股,搜狐
757,2021-06-07,长春高新及子公司8.4亿元获思安信生物新冠疫苗独家授权,澎湃新闻
758,2021-06-07,招商策略：历史上解禁高峰前后市场表现如何？ 解禁,招商策略研究
759,2021-06-07,晚间重要公告2021年6月7日星期一,Wind
760,2021-06-07,长春高新及子公司百克生物与广州思安信签署许可合作协议,上证报
761,2021-06-07,“药茅”长春高新拿下新冠疫苗独家许可权，鼻腔粘膜给药 去年曾增资入股合作方,每日经济新闻
762,2021-06-07,长春高新(000661.SZ)：取得思安信新冠疫苗(PIV-5载体)等相关技术在中国独家许可权利,格隆汇
763,2021-06-07,长春高新(000661.SZ)选举李姝为职工代表监事,智通财经
764,2021-06-07,长春高新：拟与思安信签署新冠疫苗(PIV-5载体)等相关技术许可合作协议,格隆汇
765,2021-06-07,长春高新：取得思安信新冠疫苗等技术在许可区域内的独家许可,Wind
766,2021-06-07,长春高新：取得新冠疫苗等在许可区域内的独家许可达成合作,e公司
767,2021-06-07,北向资金净卖出额创近一个月新高，宁德时代遭大幅抛售超14亿元,Wind
768,2021-06-07,医药生物行业周报：如何从大品种价值理解前沿生物？,新浪
769,2021-06-07,医药与健康护理行业周报：广东地区疫情反复 核酸检测需求大增,新浪
770,2021-06-07,医药生物行业：新冠疫苗标的调整到位 重点推荐智飞生物、复星医药等,新浪
771,2021-06-07,北上资金连续8周净买入，高成长行业龙头受追捧,Wind
772,2021-06-07,金融市场流动性与监管动态周报：历史上解禁高峰前后市场表现如何？,新浪
773,2021-06-07,陆家嘴财经早餐2021年6月7日星期一,Wind
774,2021-06-07,百克生物：领先优势稳固 研发管线深厚 分拆上市注入新动能,证券时报
775,2021-06-06,谁是基金经理中的拼命三郎？,Wind
776,2021-06-06,基金布局方向曝光！这些上市公司被机构踏破门槛,Wind
777,2021-06-05,55家公司被国内外机构合力增持，蓝筹股二季度以来持续受宠,红周刊
778,2021-06-05,北向资金扫货A股88.88亿，却出逃恒瑞医药18亿、长春高新7亿，医药股怎么了？,21世纪经济报道
779,2021-06-05,近一个月机构扎堆调研医药、科技公司,Wind
780,2021-06-05,近一个月机构扎堆调研医药、科技公司,上证报
781,2021-06-05,近一个月以来，细分赛道龙头股获机构密集调研，包括迈瑞医疗、长春高新、中科创,新浪
782,2021-06-04,申万宏源关键假设表调整与交流精粹：涨价与人民币升值对各行业影响几何？信用债融资下滑反映了什么？,新浪
783,2021-06-04,千亿市值龙头公司股东户数骤降30%！这些股票筹码正快速集中,Wind
784,2021-06-03,晚间要闻2021年6月3日星期四,Wind
785,2021-06-03,5月以来逾百家机构调研19家公司 迈瑞医疗最受关注,大众证券报
786,2021-06-03,“奶酪界网红”“医药茅”被扎堆调研！险资称股市仍处反弹窗口期,Wind
787,2021-06-03,“奶酪界网红”“医药茅”被扎堆调研！险资：股市仍处反弹窗口期,中证报
788,2021-06-03,北向资金今日净买入15.21亿元，二线白酒股获追捧,Wind
789,2021-06-03,这些方向，吸引了大量的机构调研,格隆汇
790,2021-06-03,5月险资扎堆调研长春高新、妙可蓝多太保、国寿关注长盈精密,格隆汇
791,2021-06-03,A股融资融券日报：两融余额减少24.47亿元（6月2日）,Wind
792,2021-06-03,A股早报2021年6月3日星期四,Wind
793,2021-06-03,北向资金净卖出20.14亿元 这些行业和个股被抛售最多 股票卖空,21世纪经济报道
794,2021-06-03,接连踩坑长春高新、英科医疗 “医药基金女神”葛兰慌不慌？,阿尔法工场
795,2021-06-02,主力资金：太意外 尾盘主力逆市抢筹锂电龙头,新浪
796,2021-06-02,这些医药股被看好，获资本密集调研,制药网
797,2021-06-02,北向资金今日净卖出20.14亿元，恒瑞医药净卖出额创历史新高,Wind
798,2021-06-02,6月2日晚间重要行业研究汇总(附股),中金在线
799,2021-06-02,A股资金流向（6月2日）：资金大幅出逃，医药板块成“重灾区”,Wind
800,2021-06-02,机构资金尾盘出逃65亿元逆市买入长春高新,第一财经
801,2021-06-02,机构调研丨5月超200家机构扎堆调研这些公司医药与消费仍是重点,第一财经
802,2021-06-02,新高在即减持加码，82公司5月净减持超亿元,Wind
803,2021-06-02,机构资金早间流出40.8亿元逆市抢筹长春高新,第一财经
804,2021-06-02,医药股仍是机构心头所好，5月份多只个股获密集调研,制药网
805,2021-06-02,高管增持榜：恺英网络增持额居首,证券时报网
806,2021-06-02,融资客青睐9股，永辉超市买入占比高达54.22%,Wind
807,2021-06-02,龙头依旧笑春风？弹性更大的隐形冠军是弯道超车首选 机构们依旧垂青生物医药股,金融界
808,2021-06-02,注意！机构通过大宗交易扫货这些股票,Wind
809,2021-06-01,黄湘源　：价值投资并非盲目的长期持股,新浪
810,2021-06-01,5月基金公司调研上市公司2469次，长春高新备受瞩目,资本邦
811,2021-06-01,五天跌24% “药茅”长春高新股价大跌背后 暗藏生长激素市场变局？ 连续下跌,投资时报
812,2021-06-01,医药与健康护理行业月报：国内疫情防控新阶段 跟进检测需求和疫苗接种情况,新浪
813,2021-06-01,医药生物行业简评报告：广东医保联采影响有限 迎接疫苗行业利润尖峰时刻,新浪
814,2021-06-01,长春高新大涨,新浪
815,2021-06-01,近500家机构扎堆调研这家公司！下半年布局方向更清晰了,中证报
816,2021-06-01,长春高新逆市狂泻迎机构调研 前海开源持股倍增却增持了个“寂寞”,产业经济新闻网
817,2021-06-01,5月行情收官 基金小有斩获,金融投资报
818,2021-06-01,调研热情高涨，机构布局方向渐明晰,Wind
819,2021-06-01,融资客上周加仓逾200亿元,Wind
820,2021-06-01,调研热情高涨 机构布局方向渐明晰,中证网
821,2021-05-31,5月基金收益回升 重仓两类资产领涨,金融投资报
822,2021-05-31,融资客爆买19股 融资客大量买入的股票好不好？,至诚财经
823,2021-05-31,突遭黑天鹅，制造业龙头百万手卖单封死跌停！融资客爆买19股，“东北茅”获杠杆资金大手笔加仓,证券时报
824,2021-05-31,两融资金余额创年内次高，融资客大幅加仓19股,证券时报网
825,2021-05-31,A股午盘综述：上证指数微跌，宁德时代市值首次突破万亿元提振创业板,Wind
826,2021-05-31,北向资金增持市值超5000万元股票（附名单）,证券时报网
827,2021-05-31,重要股东增持排行榜：8股增持金额超5000万元,证券时报网
828,2021-05-31,长春高新等17股获融资净买入超亿元,证券时报网
829,2021-05-31,A股融资融券日报：两融余额增加33.03亿元（5月28日）,Wind
830,2021-05-31,杠杆资金重仓股曝光长春高新居首,第一财经
831,2021-05-31,医药行业周报：医药成“策略”投资 个股重视变化,新浪
832,2021-05-31,医药行业周报：本周生物制品板块跌幅较大 建议理性看待生长激素集采,新浪
833,2021-05-31,陆家嘴财经早餐2021年5月31日星期一,Wind
834,2021-05-31,5月基金密集调研电子、生物医药、化工等行业,Wind
835,2021-05-31,5月基金密集调研电子、生物医药、化工等行业,证券时报
836,2021-05-30,谢治宇、刘彦春等明星基金经理最新调研股曝光,Wind
837,2021-05-30,多只锂电龙头获机构扎堆调研，这些股低估值高增长,证券时报网
838,2021-05-30,医药与健康护理行业周报：国内疫情防控新阶段 关注疫苗接种情况,新浪
839,2021-05-29,两融余额逼近前高，融资客抄底“东北药茅”，这些A股龙头也被大手笔加仓,证券之星
840,2021-05-29,明看并购 | 长春新高：歪打正中枪,东方高圣大健康并购
841,2021-05-29,顶流基金也懵了，暴跌4600亿！大妈狂赚100倍的白马股，突然不香了？更有火锅茅惨遭腰斩，猪茅、疫苗茅罕见重挫！,中国基金报
842,2021-05-29,医药生物行业一周净流出资金175.35亿元，37股净流出资金超亿元,证券时报网
843,2021-05-28,高管增持未能改变股价颓势 长春高新市值六天缩水逾400亿元 连续下跌,大众证券报
844,2021-05-28,长春高新(000661.SZ)第一大股东超达投资质押600万股,智通财经
