,2021-12-31,北向资金年内加仓超4300亿元创历史新高，宁德时代全年净买入超300亿,Wind
1545,2021-03-24,陆股通周监控第81期：配置盘继续逆势增配,新浪
1546,2021-03-24,A股融资融券日报：两融余额减少26.31亿元（3月23日）,Wind
1547,2021-03-24,中国中免等9股获融资净买入超5000万元,第一财经
1548,2021-03-24,95股获券商买入评级，昊海生科目标涨幅达91.78%,Wind
1549,2021-03-24,北向资金净卖出72亿元，增持化工、券商，出逃医药、白酒（附股）,21世纪经济报道
1550,2021-03-24,中信建投医药&消费团队最新研究观点,中信建投证券研究
1551,2021-03-23,休闲服务行业周观点报告：三亚免税城迎36.9亿“扩容升级” 顶奢入驻提升核心竞争力,新浪
1552,2021-03-23,北向资金今日净卖出71.84亿元，立讯精密、恒瑞医药、中国平安净卖出逾4亿元,Wind
1553,2021-03-23,5张图看清！千亿市值大票年后跌幅、估值和债务规模,Wind
1554,2021-03-23,百倍牛股遭遇史上最惨日！主力资金急速抢筹31股,Wind
1555,2021-03-23,中免、三一、万华、恒力石化、潍柴、中远海控等机构抱团股均跌超3%,Wind
1556,2021-03-23,A股融资融券日报：两融余额增加83.08亿元（3月22日）,Wind
1557,2021-03-23,净买入71亿！北向资金加大抄底力度，增持了这些板块（附股）,21世纪经济报道
1558,2021-03-23,融资客积极调仓，机构建议防御为主,Wind
1559,2021-03-22,社服周报：免税龙头离岛经营面积将持续增加 清明、五一假期国内游预计恢复良好,新浪
1560,2021-03-22,金融街下午茶2021年3月22日星期一,Wind
1561,2021-03-22,北向资金今日净流入72亿元，11.82亿元净买入京东方A,第一财经
1562,2021-03-22,北向资金今日净买入71.63亿元，京东方A净买入额创历史新高,Wind
1563,2021-03-22,中银证券给予中国中免买入评级，投资扩容三亚免税店，完善配套引进高端品牌,每日经济新闻
1564,2021-03-22,中国中免(601888)：三亚新建免税酒店综合体 提升供应链水平,新浪
1565,2021-03-22,【东兴商社】旅游业加速回暖，看好离岛免税持续高景气,微信
1566,2021-03-22,太平洋--消费行业周报：中免三亚免税城扩容，小长假临近行业迎催化【行业研究】,金融界股吧
1567,2021-03-22,深度*公司*中国中免(601888)：投资扩容三亚免税店 完善配套引进高端品牌,新浪
1568,2021-03-22,晨会聚焦210322重点关注中国中免、银行、钢铁、医药、人福医药、宝信软件、招商银行、中国利郎、李宁、特步国际,国信研究
1569,2021-03-22,中国中免等10股获融资净买入超亿元,证券时报网
1570,2021-03-22,A股融资融券日报：两融余额减少44.55亿元（3月19日）,Wind
1571,2021-03-22,41股获券商买入评级 中信证券目标涨幅达54.71%,Wind
1572,2021-03-21,【东吴社服.汤军 | 周观察】奥园美谷进军医美，复锐医疗发布20年业绩,东吴社服浓汤宝
1573,2021-03-21,【东兴大消费】周观点：消费复苏实现良好开局，关注年报及季报行情,Ddu滴度
1574,2021-03-21,天风证券维持中国中免买入评级：三亚国际免税城整体扩容升级，或吸引顶奢入驻进一步刺激销售增长,每日经济新闻
1575,2021-03-20,3月19日53只个股获券商关注，三利谱目标涨幅达50.38%,每日经济新闻
1576,2021-03-19,华泰证券维持中国中免买入评级：三亚免税城扩容升级,每日经济新闻
1577,2021-03-19,广发证券给予中国中免买入评级：拟投资建设三亚免税城2号地项目，有望引进高端奢侈品牌,每日经济新闻
1578,2021-03-19,中国中免3月19日大宗交易成交800.72万元,证券时报网
1579,2021-03-19,中国中免：拟投资36.9亿元，为三亚国际免税城“扩容”,澎湃新闻
1580,2021-03-19,中国中免今日大宗交易成交2.60万股，成交价307.97元溢价0.46%,Wind
1581,2021-03-19,中国中免(601888)：拟投资建设三亚免税城2号地项目 有望引进高端奢侈品牌,广发证券
1582,2021-03-19,每日数据挖掘机：5家机构一致看好中国中免！这只券商股的机会也来了？,中金在线
1583,2021-03-19,国信证券--中国中免重大事件快评：三亚免税新扩容，拟引进高端奢侈品牌，助力整体升级【公司研究】,金融界股吧
1584,2021-03-19,《投资中国系列》：内循环下政策积极支持 免税销额未来规模可观,新浪
1585,2021-03-19,中国中免(601888)：海棠湾一期2号项目投资落地 打造三亚旅游零售综合体,新浪
1586,2021-03-19,国信证券维持中国中免买入评级，重大事件快评：三亚免税新扩容，拟引进高端奢侈品牌，助力整体升级,每日经济新闻
1587,2021-03-19,【国信社服|公司分析】中国中免：三亚免税新扩容，拟引进高端奢侈品牌，助力整体升级-系列分析之五十四,光仔看消费
1588,2021-03-19,中国中免(601888)：三亚项目扩容 打开增长空间,新浪
1589,2021-03-19,中国中免(601888)：拟建海棠湾二号免税店 定位重奢精品,新浪
1590,2021-03-19,民生证券：中国中免（601888.SH）拟投资扩建三亚免税城，维持“推荐”评级,智通财经
1591,2021-03-19,以岭药业一季净利润预增50%-60% 多股业绩超预期或上涨,巨丰财经
1592,2021-03-19,中国中免(601888)：拟投资扩建三亚免税城 领先优势巩固,新浪
1593,2021-03-19,上市公司正负面新闻2021年3月19日星期五,Wind
1594,2021-03-18,投资近37亿建设三亚国际免税城旅游零售综合体 中免“离岛免税+”野心浮出水面,北京商报
1595,2021-03-18,晚间重要公告2021年3月18日星期四,Wind
1596,2021-03-18,中国中免36.9亿元建设三亚免税城一期2号地项目,中证网
1597,2021-03-18,“茅”股连续反弹，最新估值高不高？5张图看清！,Wind
1598,2021-03-18,中国中免(601888.SH)拟投36.9亿元于三亚国际免税城打造旅游零售综合体,智通财经
1599,2021-03-18,中国中免：孙公司拟投资36.9亿元用于三亚国际免税城一期2号地项目,Wind
1600,2021-03-18,中国中免：孙公司拟投资36.9亿元用于三亚国际免税城一期2号地项目,e公司
1601,2021-03-18,中国中免(601888.SH)：海南投资公司拟36.9亿元投资三亚国际免税城一期2号地项目,格隆汇
1602,2021-03-18,【行情】免税概念异动拉升，海汽集团涨逾8%，深物业A、春秋航空、中国中免、海南橡胶等跟涨,金十数据
1603,2021-03-18,1-2月社零数据点评：低基数推动社零高增 金银珠宝彰显可选弹性,新浪
1604,2021-03-17,A股史上首次蓝筹股泡沫破裂，6成私募反对抄底,Wind
1605,2021-03-17,A股收盘综述：上证指数微跌0.03%，保险、银行、碳中和板块调整,Wind
1606,2021-03-17,安信证券--社服零售一季报前瞻：抓复苏+寻成长【行业研究】,金融界股吧
1607,2021-03-17,【行情】免税概念拉升，格力地产涨超6%，西藏珠峰、鄂武商A、中国中免、王府井等跟涨,金十数据
1608,2021-03-17,东莞证券首予众信旅游推荐评级，深度报告：出境游龙头有望受益疫情后复苏,每日经济新闻
1609,2021-03-17,【行情】A股旅游板块回调，众信旅游、中国中免、云南旅游、腾邦国际等领跌,金十数据
1610,2021-03-17,私募解读增量资金三大加仓密码,Wind
1611,2021-03-16,旅游综合行业深度报告：从政策主线出发 探讨免税长牛的投资机遇,新浪
1612,2021-03-16,中国中免：下属免税店向符合条件的出入境旅客及海南离岛旅客销售免税商品并提供相关服务,每日经济新闻
1613,2021-03-16,中免、海康威视、三一、赣锋、歌尔、阳光电源等机构抱团股大幅下滑,Wind
1614,2021-03-16,港股盘前必读：北上资金大笔卖出白酒股茅台净卖出约10亿元,Wind
1615,2021-03-15,保险资金提前减仓了吗？【流动性跟踪第五期】,量化先行者
1616,2021-03-15,休闲服务行业周报：全球旅游复苏意愿强烈 逸仙电商披露业绩,国海证券
1617,2021-03-15,商社行业：国内旅游市场加快复苏 国际出行仍待时日,新浪
1618,2021-03-15,【龙虎榜分析】顶不住了！“茅族”又尿了！,中金在线
1619,2021-03-15,北向资金今日净买入36.87亿元，贵州茅台逆市遭净卖出逾9亿元,Wind
1620,2021-03-15,消费行业周报：旅游限制解除 布局行业旺季,新浪
1621,2021-03-15,A股收盘综述：上证指数跌0.96%守住3400关口，创业板指再挫逾4%,Wind
1622,2021-03-15,创业板大跌超3%，茅台破2000元！半导体白酒领跌,Wind
1623,2021-03-15,A股午盘综述：上证指数跌0.61%、创业板指跌超3%，机构抱团股再度重摔,Wind
1624,2021-03-15,中国中免：公司目前持有海南省免税品有限公司51%股权,每日经济新闻
1625,2021-03-15,社服新消费行业周观察：回望赌王起落时 濠江风云启示录,新浪
1626,2021-03-15,美的、中免、比亚迪、海康威视、金龙鱼、牧原股份等机构抱团股均跌超3%,Wind
1627,2021-03-15,盘前情报丨万亿巨头加仓茅台，机构高呼3000元目标价不变；国内电池级碳酸锂价格月涨16%,21世纪经济报道
1628,2021-03-15,社服行业周报02期：K12课外培训再掀政策波澜 板块走势延续切换,新浪
1629,2021-03-14,万亿“大鳄”增持茅台！风向变了？,Wind
1630,2021-03-14,万亿“大鳄”增持茅台！全球持有茅台最多的资管机构旗下基金加仓，风向变了？,中证报
1631,2021-03-13,北向资金逆市扫货这一低估值板块，分析师大喊还有39%的上涨空间（附股）,21世纪经济报道
1632,2021-03-12,解盘：碳中和持续发酵，水泥、风电、大基建、煤炭领涨,Wind
1633,2021-03-12,深度*行业*社会服务行业：旅游恢复进行时：入出境旅游有望年内开启 健康认证促进跨境流动,新浪
1634,2021-03-12,机构抱团股连续回暖，亿纬锂能领涨5%,Wind
1635,2021-03-12,休闲服务行业动态：景气度回升关注绩优细分龙头 离岛免税龙头格局及数据仍优,新浪
1636,2021-03-11,【中泰金工】从“抱团”现象，增加权益基金的评价维度,ZTQuant
1637,2021-03-11,A股共发生143宗大宗交易成交43.75亿元（3月11日）,Wind
1638,2021-03-11,北向资金今日净买入67.19亿元，持续加码机构抱团股、新能源股,Wind
1639,2021-03-11,中国中免今日大宗交易成交3.40万股，成交价301.78元溢价0.0%,Wind
1640,2021-03-11,中国中免、长城汽车、国电南瑞等纷纷翻绿，两市股指继续收窄涨幅,Wind
1641,2021-03-11,宁德时代、隆基、中免、恒瑞医药、泸州老窖等机构抱团股纷纷收窄涨幅,Wind
1642,2021-03-11,全球“抱团股”反弹，日本金主已悄悄抄底美债,Wind
1643,2021-03-11,每日理财观察：中国2月重磅数据来袭,Wind
1644,2021-03-11,抱团股企稳？3000股下跌茅指数却大涨近3%,Wind
1645,2021-03-11,A股成交额骤降，多空双方趋谨慎,Wind
1646,2021-03-10,中国中免大宗交易成交4.65万股成交额1393.23万元,证券时报网
1647,2021-03-10,飙涨！股市又“醉”了，解酒药去哪找？,信达期货
1648,2021-03-10,双重利好！首届国际消费品博览会即将举办，财政部运筹帷幄，自由贸易港、免税概念再迎政策红包（附股）,证券时报网
1649,2021-03-10,券商首席：今天早上买了点基金！机构开始乐观了？,Wind
1650,2021-03-10,A股核心资产大涨，两市成交却大幅萎缩，什么情况？,Wind
1651,2021-03-10,终于反攻！A股核心资产大涨归来，北向资金也在涌入！两市成交却大幅萎缩,券商中国
1652,2021-03-10,"中国中免现1笔大宗交易 共成交1,393.23万元",新浪
1653,2021-03-10,中国中免今日大宗交易成交4.65万股，成交价299.62元溢价0.0%,Wind
1654,2021-03-10,沸腾！白马股大反攻：茅台大涨白酒飙升！市场为啥又“醉”了？,央视财经
1655,2021-03-10,抱团股卷土重来？3000股下跌茅指数却大涨近3%,Wind
1656,2021-03-10,东兴证券--商社行业：今年继续强化就业优先政策，人服、职教行业将持续受益【行业研究】,金融界股吧
1657,2021-03-10,A股收盘综述：上证指数缩量再跌0.05%，机构抱团股大面积反弹,Wind
1658,2021-03-10,中银证券--社会服务行业周报：离岛免税“邮寄送达”实施首月成绩亮眼，中国入出境旅游有望年内有序启动【行业研究】,金融界股吧
1659,2021-03-10,白马股大反攻：茅台大涨白酒飙升，“牙茅”涨停了！,Wind
1660,2021-03-10,A股午盘综述：上证指数涨0.67%、创业板指涨2.95%，机构抱团股复苏,Wind
1661,2021-03-10,茅指数维持逾3%升幅，通策医疗、亿纬锂能涨超7%,Wind
1662,2021-03-10,宁德时代、中免、迈瑞医疗、药明康德、爱尔眼科、片仔癀等涨超5%,Wind
1663,2021-03-10,A股融资融券日报：两融余额减少116.86亿元（3月9日）,Wind
1664,2021-03-10,抄底了！北向资金净买入24亿元，但贵州茅台再被抛售逾13亿 减持股份,21世纪经济报道
1665,2021-03-10,北向资金逆势净买入，“配置型”外资加仓周期股,Wind
1666,2021-03-09,金融街下午茶2021年3月9日星期二,Wind
1667,2021-03-09,"中国中免现1笔大宗交易 共成交2,088.95万元",新浪
1668,2021-03-09,中国中免今日大宗交易成交7.40万股，成交价282.29元溢价0.0%,Wind
1669,2021-03-09,北向资金今日净流入24亿元，净卖出贵州茅台13.54亿元,第一财经
1670,2021-03-09,北向资金今日净买入24.31亿元，资金连续9日出逃贵州茅台,Wind
1671,2021-03-09,1481亿资金争夺20股：主力资金重点出击5股(名单),新浪
1672,2021-03-09,罕见深V！急跌尾声接近？机构火线解读,Wind
1673,2021-03-09,A股深V反转，北上资金抢筹30亿，反弹有何深意？,Wind
1674,2021-03-09,A股午盘综述：上证指数触底回弹半日跌0.18%，机构抱团股先跳水后反扑,Wind
1675,2021-03-09,中免、恒瑞、药明康德、海尔、长城、洛阳钼业、亿纬锂能均涨超2%,Wind
1676,2021-03-09,贵州茅台、中免、海天、格力、万华化学、药明康德、海尔等明星股率先翻红,Wind
1677,2021-03-09,深度*行业*社会服务行业周报：离岛免税“邮寄送达”实施首月成绩亮眼 中国入出境旅游有望年内有序启动,新浪
1678,2021-03-09,A股融资融券日报：两融余额减少48.58亿元（3月8日）,Wind
1679,2021-03-09,核心公募基金公司持仓分析（2021年3月8日）：加仓银行和食品饮料 减电子和医药,东莞证券研究
1680,2021-03-09,休闲服务行业周报：“疫苗护照”酝酿出境游恢复,国海证券
1681,2021-03-09,社会服务2021年3月投资策略及业绩前瞻：春季预计重回行业复苏通道 短期关注预期差品种,新浪
1682,2021-03-09,全球市场分化，欧洲开始领跑，纳指、沪指跌超2%,Wind
1683,2021-03-08,创业板指牛年累挫20%，“抱团股”再遭重锤，传统价值股将回归？,Wind
1684,2021-03-08,消费产业周报：市场进入平静期 短期机会仍聚焦疫情修复,新浪
1685,2021-03-08,社服新消费行业周观察：携程20Q4利润超预期 展望21年文旅复苏,新浪
1686,2021-03-08,抱团股遭遇“黑周一”，两地爆炸引爆油价，A股何时企稳？,Wind
1687,2021-03-08,A股主力资金流向（3月8日）：机构抱团股持续遭抛售,Wind
1688,2021-03-08,社服行业投资周报：离岛免税品邮寄政策成效凸显 旅游业规模今年或增五成,新浪
1689,2021-03-08,A股收盘综述：上证指数下滑2.3%，创业板指跌入技术性熊市,Wind
1690,2021-03-08,大消费组周观点：政府工作报告关注未来新型消费的壮大,新浪
1691,2021-03-08,发生了什么？A股跳水：茅台大跌白酒重挫5%,Wind
1692,2021-03-08,机构重仓股快速跳水，爱尔眼科、通策医疗等继续走低,Wind
1693,2021-03-08,【策略*姚佩】节后外资买了什么、卖了什么？东吴策略·行业风火轮,东吴研究所
1694,2021-03-07,各种茅集体重挫，昔日跌停“绞肉机”却暴涨100%！,Wind
1695,2021-03-05,公募十大重仓股11天缩水2万亿，茅台跌掉7600亿,Wind
1696,2021-03-05,机构重仓股一天蒸发400亿，大资金出逃名单曝光,Wind
1697,2021-03-05,宁德时代、美的集团、中国中免、药明康德均跌超4%,Wind
1698,2021-03-05,融资客青睐2股，海亮股份买入占比高达43.47%,Wind
1699,2021-03-05,A股融资融券日报：两融余额减少79.03亿元（3月4日）,Wind
1700,2021-03-04,公募前十大重仓股11天缩水逾2万亿，贵州茅台跌掉一个宁德时代 重仓股票异动,第一财经
1701,2021-03-04,多只明星基金产品牛年大跌，现在该如何操作？,Wind
1702,2021-03-04,基金重仓股春节后市值蒸发超5万亿,Wind
1703,2021-03-04,"中国中免现1笔大宗交易 共成交7,139.00万元",新浪
1704,2021-03-04,中国中免今日大宗交易成交22万股，成交价324.5元溢价4.8%,Wind
1705,2021-03-04,基金又上热搜！8000亿建仓资金来了,Wind
1706,2021-03-04,A股午盘综述：上证指数下滑1.58%、创业板指跌4.24%，机构抱团股再度扑街,Wind
1707,2021-03-04,五粮液、中国中免、宁德时代均下挫逾6%,Wind
1708,2021-03-04,东兴证券--商社行业：酒店业回暖与格局变化并进，稳就业背景下关注人服行业机会【行业研究】,金融界股吧
1709,2021-03-04,茅台、五粮液、中免、比亚迪、顺丰、立讯精密、智飞、紫金矿业均跌超4%,Wind
1710,2021-03-04,贵州茅台、中国中免、比亚迪、药明康德等明星股均低开超2%,Wind
1711,2021-03-04,融资客青睐7股，四创电子买入占比高达38.02%,Wind
1712,2021-03-04,30家券商发布3月金股，四条选股主线曝光（附股）,Wind
1713,2021-03-04,富时罗素将3股调入中国A50指数！外资开启“买买买”模式,Wind
1714,2021-03-03,3月券商金股名单出炉，16股人气火爆，四条选股主线曝光（附股）,证券时报网
1715,2021-03-03,北向资金今日净买入90.1亿元，大幅加仓金融股,Wind
1716,2021-03-03,A股市值大增1.3万亿，茅台涨近4%！发生了什么？,Wind
1717,2021-03-03,社服行业2021年春季策略报告：行业龙头保持强劲势头 关注疫情后复苏标的,光大证券
1718,2021-03-03,67亿北向资金加速出逃！抛售茅台 却加码泸州老窖,21世纪经济报道
1719,2021-03-03,每日理财观察：银保监会重磅发声，回应房地产、贷款利率等热点问题,Wind
1720,2021-03-03,茅台跌入“技术性熊市”，一板块火了！,Wind
1721,2021-03-03,逆势加仓，基金追逐高性价比板块,Wind
1722,2021-03-02,陆股通净卖出67.91亿元（附名单）,证券时报网
1723,2021-03-02,北向资金创逾4个月最大净卖出，抛售中国中免近5亿元,第一财经
1724,2021-03-02,A股全线收绿！北向资金抛售近70亿元，这些个股获逆市加仓！,21世纪经济报道
1725,2021-03-02,北向资金 | 合计净流出67.90亿元，中国中免、立讯精密、比亚迪净卖出居前,上游新闻
1726,2021-03-02,北向资金抛售近70亿元 美的集团获净买入5.57亿元（附名单）,21世纪经济报道
1727,2021-03-02,北向资金今日净卖出67.91亿元，抱团股遭抛售,Wind
1728,2021-03-02,商贸零售周报2021年第5期：深圳国资入股苏宁 COSTCO落地深圳龙华,新浪
1729,2021-03-02,国信证券--社会服务行业双周报202101期：后市场风格切换明显，春节黄金周客流已恢复75成【行业研究】,金融界股吧
1730,2021-03-02,每日理财观察：钢铁产量存在继续压缩预期,Wind
1731,2021-03-02,3月开门红！各种“茅”全面反攻，A股迎来业绩浪？,Wind
1732,2021-03-02,社服行业投资周报：免税企业积极布局市内免税店 多地出台新政促职教景气度上升,新浪
1733,2021-03-02,A股三月开门红，北向资金净买入38亿元，砸向这些股（名单）,21世纪经济报道
1734,2021-03-02,策略专题报告：“两会”政策前瞻及行业机会,新浪
1735,2021-03-02,估值端压力释放，核心资产仍是市场布局主线,Wind
1736,2021-03-01,茅系股市值回血4000亿，五年五倍股在这个方向？,Wind
1737,2021-03-01,消费产业周报：继续关注疫情冲击行业的景气修复行情,新浪
1738,2021-03-01,A股沸腾了！芯片大爆发，蔡嵩松又要火了？,Wind
1739,2021-03-01,东吴证券--社服新消费行业周观察：疫苗落地促复苏，澳门博彩迎曙光【行业研究】,金融界股吧
1740,2021-03-01,A股收盘综述：上证指数缩量涨1.21%，机构抱团股反攻、稀土点燃题材股,Wind
1741,2021-03-01,坤坤还好吗？遇涨“封神”遇跌“脱粉”,Wind
1742,2021-03-01,大消费组周观点：关注复苏中的酒店餐饮及地产后周期板块,新浪
1743,2021-03-01,抱团股大反攻！ 3200只A股飘红，券商一哥却跌8%,Wind
1744,2021-03-01,A股午盘综述：上证指数涨0.52%、创业板指涨1.87%，题材股炒作卷土重来,Wind
1745,2021-03-01,太平洋--消费行业周报：景区迎反弹行情，逢低布局免税【行业研究】,金融界股吧
1746,2021-03-01,社服商贸&交通运输周报：敏感肌专家薇诺娜母公司创业板IPO成功获批,新浪
1747,2021-03-01,基金重仓股普遍回暖，宁德时代涨超5%,Wind
1748,2021-03-01,海康威视、汇川技术、中免、宁德时代、牧原集体大涨，机构抱团股迎来复苏,Wind
1749,2021-03-01,融资客青睐6股，江苏吴中买入占比高达37.39%,Wind
1750,2021-03-01,A股融资融券日报：两融余额减少103.02亿元（2月26日）,Wind
1751,2021-03-01,创业板七连跌，价值洼地来了？低估值高增长股请收藏,Wind
1752,2021-03-01,盘前情报丨全球股市周五“跌”声一片，今天A股会跟吗？机构怎么看？,21世纪经济报道
1753,2021-03-01,主动权益基金跑输大盘，如何布局3月行情,Wind
1754,2021-02-28,【国信社服|双周报01期】节后市场风格切换明显 ，春节黄金周客流已恢复75成,光仔看消费
1755,2021-02-28,14位明星基金经理牛年业绩盘点:谁扛住市场暴跌 谁被重仓股放倒？,21金融圈
1756,2021-02-27,“你的基金还好吗？” 14位明星基金经理：谁扛住了暴跌？,21世纪经济报道
1757,2021-02-27,一周净卖出75亿元！北向资金大幅甩卖白酒股 重点加仓股名单曝光（附股）,21世纪经济报道
1758,2021-02-27,“冰火两重天”的14位明星基金经理:谁扛住了市场暴跌逆市翻红？谁被重仓股放倒？,21世纪经济报道
1759,2021-02-26,粤开策略：休闲服务板块的双轮驱动,新浪
1760,2021-02-26,牛年“最惨”开局，茅台跌近20%！但斌：该贪婪了,中国基金报
1761,2021-02-26,开盘冲涨停，通信板块迎修复？北上资金节后紧急调仓,证券时报网
1762,2021-02-26,全球股市大跌15万亿！A股近2000股却意外翻红,中国基金报
1763,2021-02-26,A股午盘综述：上证指数跌1.84%，5G、环保股携手大涨,Wind
1764,2021-02-26,有人喊减仓，有人暗加仓，明星基金经理操作分歧大,第一财经
1765,2021-02-26,高估值杀手逼近？聪明钱紧急换股，一投资主线需重视,券商中国
1766,2021-02-26,张坤等明星基金一周回撤超10%，机构边跌边调寻求同盟,21世纪经济报道
1767,2021-02-25,北向资金今日净卖出7.32亿元，万科A逆市获大举净买入逾10亿元,Wind
1768,2021-02-25,有公募早已减仓，52只千亿股年内换手率超50%,21世纪经济报道
1769,2021-02-25,千亿龙头罕见大跳水，牛散葛卫东5天损失1.76亿,证券时报网
1770,2021-02-25,明星基金跌幅惨重，谢治宇、曹名长、朱少醒已出手,中证报
1771,2021-02-24,沪股通连续3日净卖出中国中免累计净卖出11.50亿元,证券时报网
1772,2021-02-24,港股加印花税风波重创市场，A股难独善其身,Wind
1773,2021-02-24,基于DDM模型的流动性传导机制：水往何处流 通向股市之路,新浪
1774,2021-02-24,A股收盘综述：上证指数跌1.99%、抱团明星股再扑街，创业板指五日累挫12%,Wind
1775,2021-02-24,盛视早参：风格并未切换 关注二线蓝筹,新浪
1776,2021-02-24,中国中免跌5.19%报315.50元 成交额41.05亿元,中新经纬
1777,2021-02-24,A股午盘综述：上证指数下滑1.55%再失3600，抱团明星股再现集体杀跌场景,Wind
1778,2021-02-24,宁德时代、中免、隆基、爱尔眼科、荣盛石化、片仔癀等明星股集体大跌,Wind
1779,2021-02-24,盘前情报丨比特币搭上过山车 逾37万账户遭爆仓 这些个股值得关注（附股） 股票质押异常,21世纪经济报道
1780,2021-02-24,分化明显！北向资金小幅回流 增持这些行业及个股（附股）,21世纪经济报道
1781,2021-02-23,研究预计今年国内旅游收入将大增，企业或迎困境反转，如何布局？,第一财经
1782,2021-02-23,北上资金活跃股名单(2月23日),证券时报网
1783,2021-02-23,北向资金今日净流入6.5亿元，净卖出中国中免5.84亿元,第一财经
1784,2021-02-23,北向资金今日净买入6.51亿元，华友钴业净买入额创新高,Wind
1785,2021-02-23,国元证券--零售行业消费数据跟踪2021年第二期：春节期间可选消费增长良好，离岛免税火爆【行业研究】,金融界股吧
1786,2021-02-23,熟悉的风格又回来了，2600股下跌，龙头股回升,中证报
1787,2021-02-23,休闲服务行业周报：2020年全国旅游数据出炉 国内游逐季改善,新浪
1788,2021-02-23,“抱团”股白酒带头瓦解，中小票代表逆势上涨,第一财经
1789,2021-02-23,A股融资融券日报：两融余额增加99.09亿元（2月22日）,Wind
1790,2021-02-22,2月22日北向资金成交活跃股名单,证券时报网
1791,2021-02-22,3千亿白酒股跌停！“抱团散，小盘起”民航机场板块机会在何方？,21世纪经济报道
1792,2021-02-22,北向资金 | 合计净流出11.14亿元，美的集团、五粮液、中国中免净卖出居前,上游新闻
1793,2021-02-22,北向资金今日净卖出11.14亿元，抱团股继续遭抛售,Wind
1794,2021-02-22,抱团股群崩：高估大票仍需谨慎，错杀股或迎机遇,Wind
1795,2021-02-22,华福证券--商业贸易行业周报：春节期间消费数据向好，海南免税迎来“开门红”【行业研究】,金融界股吧
1796,2021-02-22,深度*行业*社会服务行业2020年年报业绩前瞻：行业业绩处于历史底部 社服板块望否极泰来,新浪
1797,2021-02-22,深度*行业*社会服务行业周报：就地过年激活当地及短途旅游市场 新冠确诊下降有望改善出游预期,新浪
1798,2021-02-22,如果抱团瓦解，机构称这四大领域或涌现牛股,中证报
1799,2021-02-22,泸州老窖、药明康德、中国中免均下挫逾8%，山西汾酒封死跌停,Wind
1800,2021-02-22,消费行业周报：春节离岛免税日销2亿 关注景区板块超低反弹,新浪
1801,2021-02-22,社服行业投资周报：春节离岛免税销售15亿较2019年翻倍 餐饮行业迎来开门红,新浪
1802,2021-02-22,怎么回事？抱团股又崩了，茅台跌破3万亿,中国基金报
1803,2021-02-22,A股午盘综述：创业板指跌2.53%，基金重仓股持续杀跌,Wind
1804,2021-02-22,安信证券--餐饮旅游行业周报：春节离岛免税销售火热，1月酒店数据承压不改复苏主线【行业研究】,金融界股吧
1805,2021-02-22,201家公司业绩快报亮相 72%营收利润双双增长,证券之星
1806,2021-02-22,A股分红10万亿，部分大市值股息率低得让人震惊,Wind
1807,2021-02-20,800亿顶流基金经理刘彦春要离职？公司急回应！偏股基金经理赚钱50强名单出炉 基金经理离任,中国基金报
1808,2021-02-20,全球奢侈品中国买走1/3 一年四次提价都挡不住“排队潮”,新浪
1809,2021-02-20,休闲服务行业：释放国内潜力 “就地过年”催生节庆新热点,新浪
1810,2021-02-20,管理800亿基金经理刘彦春离职传闻弥漫超24小时 当事人被迫“揭开真相” 基金经理离任,财联社
1811,2021-02-19,中国中免(601888)：时移势迁 拥抱变化,新浪
1812,2021-02-19,光大证券--社会服务行业2021年春节旅游数据点评：海南免税销售亮眼，传统景区受疫情影响较大【行业研究】,金融界股吧
1813,2021-02-19,【招商食品 | 最新】2月大消费组月度最新观点,招商食品饮料
1814,2021-02-19,休闲服务行业2021春节黄金周数据点评：跨区域人口流动减少 离岛免税持续超预期,新浪
1815,2021-02-18,北向资金今日净买入50.73亿元，五粮液净买入额创5个月新高,Wind
1816,2021-02-18,消费产业周报：就地过年带旺本地消费,新浪
1817,2021-02-18,社服商贸&交通运输周报：离岛免税春节高景气 适度竞争格局已趋明朗,新浪
1818,2021-02-18,春节免税市场受热捧，中国中免成背后赢家？,21世纪经济报道
1819,2021-02-18,中国中免受益免税新政净利预增15亿 总市值7573亿跃居A股第11位,长江商报
1820,2021-02-18,“全球复苏”色调渐浓，机构期盼A股开门红,Wind
1821,2021-02-17,A股股民坐等开盘！全球涨声一片，我们要买什么？,e公司
1822,2021-02-17,春节后前5日沪指上涨概率超八成 这些行业需求显着复苏,每日经济新闻
1823,2021-02-17,股价翻4倍！春节富人国内花钱，继续催肥这家免税巨无霸,中新经纬
1824,2021-02-17,牛年首份选股榜单出炉！这43只股票预期上涨空间超50%,上证报
1825,2021-02-16,最牛基金经理“抱团股”大盘点：茅台、中国中免、英科医疗等,金融界
1826,2021-02-15,医美火爆，市场唯一女性消费基金却狂买新能源、插座，化妆品去哪了?,证券时报网
1827,2021-02-15,春节实探海南免税店：奢侈品依旧排长队 新店入局竞争更激烈,上证报
1828,2021-02-15,A股顶流基金经理：近5年总回报率高，最偏爱万亿龙头，投资风格大切换，最新重仓股名单来了,证券时报
1829,2021-02-12,行业“茅”，6成2021股价大涨，4成2020股价翻番,网易
1830,2021-02-11,鼠年户均赚10万，同样3600点，A股市值却翻番,网易
1831,2021-02-10,最后一个交易日 指数全线大涨！,央视财经
1832,2021-02-10,全线大涨、圆满收官：股民人均大赚14万 你拖后腿了吗？,新浪
1833,2021-02-10,全线大涨！圆满收官→,央视财经
